osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[154044480, 154044481, 154044476]",2,A855,Bridge Road,primary,30 mph,False,False,102.15799999999999,yes,"LINESTRING (-6.200773 57.4129416, -6.2005728 57.4130456, -6.2003702 57.4131194, -6.1998381 57.4132292, -6.1994607 57.4132646, -6.1992308 57.4132707)"
346940415,2,A87,Dunvegan Road,trunk,30 mph,False,True,21.179,,"LINESTRING (-6.200773 57.4129416, -6.2008087 57.4129566, -6.2010519 57.4130587)"
671288253,2,A87,Viewfield Road,trunk,30 mph,False,False,29.273,,"LINESTRING (-6.200773 57.4129416, -6.2009409 57.4127952, -6.2009933 57.4127085)"
406498870,2,A855,Bridge Road,primary,20 mph,False,False,81.437,,"LINESTRING (-6.1967395 57.412822, -6.1964983 57.4127824, -6.1962367 57.412763, -6.1959624 57.4127584, -6.1957049 57.412744, -6.1955121 57.4127194, -6.195406 57.4126998)"
"[154044481, 1084140378]",2,A855,Bridge Road,primary,"['20 mph', '30 mph']",False,True,159.258,,"LINESTRING (-6.1967395 57.412822, -6.1973172 57.4129888, -6.1976286 57.413071, -6.197971 57.4131462, -6.1983649 57.4132077, -6.1987257 57.413254, -6.19894 57.4132648, -6.1992308 57.4132707)"
"[1180923921, 25862274, 1182316803, 1180502003]",2,,Lisigarry Court,residential,20 mph,False,False,248.46900000000002,,"LINESTRING (-6.1967395 57.412822, -6.1967529 57.41279, -6.1967975 57.4126981, -6.1968324 57.4126396, -6.196851 57.4125832, -6.1968329 57.4125273, -6.1967743 57.4124702, -6.1966966 57.4124236, -6.1966193 57.4123944, -6.1965041 57.41237, -6.1964496 57.4123624, -6.1956866 57.4122553, -6.195449 57.4122211, -6.1953531 57.4122093, -6.1952886 57.4122013, -6.1952182 57.4121795, -6.195163 57.4121328, -6.195164 57.4121037, -6.1946787 57.4120214, -6.1944092 57.4119621, -6.1943221 57.411857, -6.1943197 57.4117722, -6.1944081 57.4115259)"
137294702,2,,Somerled Square,tertiary,20 mph,False,True,39.138000000000005,,"LINESTRING (-6.195406 57.4126998, -6.1953775 57.4127266, -6.195167 57.4129277, -6.1951288 57.4129642, -6.1950847 57.4130063)"
406498870,2,A855,Bridge Road,primary,20 mph,False,True,81.43699999999998,,"LINESTRING (-6.195406 57.4126998, -6.1955121 57.4127194, -6.1957049 57.412744, -6.1959624 57.4127584, -6.1962367 57.412763, -6.1964983 57.4127824, -6.1967395 57.412822)"
"[1182316658, 95224477]",2,A855,The Green,primary,20 mph,False,False,70.273,,"LINESTRING (-6.195406 57.4126998, -6.1951344 57.4126285, -6.1950855 57.4126156, -6.1950397 57.4126019, -6.1944341 57.4124188, -6.1943727 57.4124008)"
"[5135720, 406498869, 1182009734]","['2', '3']",,Home Farm Road,residential,"['20 mph', '30 mph']",False,False,56.903999999999996,,"LINESTRING (-6.1955261 57.4141715, -6.19539 57.4139929, -6.1953482 57.4138558, -6.1953115 57.4137552, -6.1952893 57.4136789)"
5135720,2,,Home Farm Road,residential,30 mph,False,True,53.354,,"LINESTRING (-6.1955261 57.4141715, -6.1956774 57.4142949, -6.1958177 57.4143877, -6.1960988 57.4145365)"
5183272,2,,York Drive,residential,20 mph,False,False,183.097,,"LINESTRING (-6.1955261 57.4141715, -6.1954369 57.4141904, -6.1953537 57.4141942, -6.1952476 57.4141838, -6.1930456 57.4135223, -6.1928286 57.4134567)"
