osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge
471285535,True,B2259,Felpham Way,secondary,40 mph,False,70.032,"LINESTRING (-0.6581918 50.7922723, -0.6583772 50.7921286, -0.6584833 50.7920551, -0.6585033 50.7920409, -0.6586422 50.7919523, -0.6587354 50.791891, -0.6588975 50.7918364)",,,
510540089,True,,Felpham Way,secondary,40 mph,False,26.459999999999997,"LINESTRING (-0.6581918 50.7922723, -0.6582237 50.7922564, -0.6582878 50.7922438, -0.6583549 50.7922454, -0.6584173 50.792261, -0.6584679 50.792289, -0.6585009 50.792326)",roundabout,,
42887537,True,B2259,Felpham Way,secondary,,False,70.187,"LINESTRING (-0.6571862 50.7923594, -0.6572646 50.792319, -0.6578011 50.7923251, -0.6579563 50.7923143, -0.6580331 50.792309, -0.658158 50.7922931)",,2,
506225161,False,,Felpham Way,secondary,40 mph,True,368.376,"LINESTRING (-0.6571862 50.7923594, -0.6562614 50.7923514, -0.6548292 50.7923536, -0.6542458 50.7923591, -0.652389 50.7923584, -0.6522955 50.7923584, -0.6522428 50.7923599, -0.6521637 50.792362, -0.6521366 50.7923623, -0.6519458 50.7923582)",,2,
54270084,False,,Limmer Lane,tertiary,30 mph,True,67.662,"LINESTRING (-0.6539364 50.7904655, -0.6538763 50.7904539, -0.6536962 50.7904032, -0.6530669 50.7902057)",,,
131464555,False,,Felpham Road,tertiary,20 mph,False,84.954,"LINESTRING (-0.6539364 50.7904655, -0.6540135 50.7903041, -0.6540711 50.7902287, -0.6541153 50.7901734, -0.654275 50.7900241, -0.6543639 50.7899366, -0.6543961 50.7898759, -0.654412 50.7897885, -0.6544144 50.7897751)",,,
"[503596130, 131464555]",False,,Felpham Road,tertiary,20 mph,True,201.999,"LINESTRING (-0.6539364 50.7904655, -0.653917 50.7905721, -0.6539163 50.790605, -0.653917 50.790677, -0.6538977 50.7907638, -0.653886 50.7908032, -0.6538597 50.7908509, -0.6537623 50.7909147, -0.6535693 50.7909967, -0.6532912 50.7910561, -0.6530435 50.7910937, -0.6525209 50.7911974, -0.6523227 50.791272, -0.6522572 50.7913221, -0.6521772 50.7914105, -0.6521338 50.7915282, -0.6521007 50.7915888)",,,
67239655,False,,Grassmere Close,residential,,True,70.804,"LINESTRING (-0.6544144 50.7897751, -0.6545316 50.7897701, -0.6546018 50.7897594, -0.6546798 50.7897301, -0.654748 50.7897021, -0.654775 50.7896911, -0.6548699 50.7896678, -0.6549791 50.789653, -0.655314 50.7896075, -0.6553701 50.7895999)",,,
131464555,False,,Felpham Road,tertiary,20 mph,False,116.387,"LINESTRING (-0.6544144 50.7897751, -0.6543895 50.7896496, -0.6543634 50.7894841, -0.654367 50.7893979, -0.6544041 50.7893438, -0.6545095 50.7892843, -0.6546639 50.7891961, -0.6547452 50.7891508, -0.6549772 50.7890034, -0.6551083 50.788929)",,,
131464555,False,,Felpham Road,tertiary,20 mph,True,84.95400000000001,"LINESTRING (-0.6544144 50.7897751, -0.654412 50.7897885, -0.6543961 50.7898759, -0.6543639 50.7899366, -0.654275 50.7900241, -0.6541153 50.7901734, -0.6540711 50.7902287, -0.6540135 50.7903041, -0.6539364 50.7904655)",,,
