osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width
31096870,2,Tower Road,tertiary,40 mph,False,True,158.21,"LINESTRING (-4.1494392 57.4734164, -4.1490656 57.4736572, -4.1485995 57.4739279, -4.1480328 57.4742143, -4.1475748 57.474422)",
31096870,2,Tower Road,tertiary,40 mph,False,False,82.438,"LINESTRING (-4.1409138 57.4776857, -4.1412363 57.4773736, -4.1416255 57.4770512)",
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,86.748,"LINESTRING (-4.1409138 57.4776857, -4.1404229 57.4775967, -4.1400092 57.477544, -4.1395063 57.4775059)",6.0
39886091,2,Woodside Farm Drive,residential,30 mph,False,False,51.625,"LINESTRING (-4.1409697 57.4748366, -4.1412598 57.474791, -4.1413869 57.4747551, -4.1417033 57.4746085)",5.5
194706010,2,Woodside Farm Drive,residential,30 mph,False,False,63.354,"LINESTRING (-4.1409697 57.4748366, -4.1410092 57.4749455, -4.1410315 57.4750711, -4.141074 57.4752383, -4.1411582 57.4753958)",6.0
194706010,2,Woodside Farm Drive,residential,30 mph,False,True,26.389,"LINESTRING (-4.1409697 57.4748366, -4.1408808 57.4747338, -4.1407451 57.4746336)",6.0
31096870,2,Tower Road,tertiary,40 mph,False,False,156.398,"LINESTRING (-4.142992 57.476233, -4.1434748 57.4759908, -4.1441924 57.475676, -4.1444132 57.4755792, -4.1450139 57.4753426)",
31096870,2,Tower Road,tertiary,40 mph,False,True,122.497,"LINESTRING (-4.142992 57.476233, -4.1425455 57.4764624, -4.1421252 57.4767079, -4.1416255 57.4770512)",
194706010,2,Woodside Farm Drive,residential,30 mph,False,True,42.101,"LINESTRING (-4.142992 57.476233, -4.142869 57.4761641, -4.142684 57.4760591, -4.1424736 57.4759792)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,49.492999999999995,"LINESTRING (-4.1395063 57.4775059, -4.1390163 57.4774997, -4.1386786 57.4775033)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,86.748,"LINESTRING (-4.1395063 57.4775059, -4.1400092 57.477544, -4.1404229 57.4775967, -4.1409138 57.4776857)",6.0
37417593,2,Woodside Village,residential,30 mph,False,False,49.82600000000001,"LINESTRING (-4.1395063 57.4775059, -4.139512 57.4774479, -4.1395329 57.4773932, -4.1396034 57.4773458, -4.1397421 57.4772698, -4.1399859 57.4771663)",5.5
37417593,2,Woodside Village,residential,30 mph,False,True,74.305,"LINESTRING (-4.1409533 57.4767468, -4.1404719 57.47696, -4.1399859 57.4771663)",5.5
31096870,2,Tower Road,tertiary,40 mph,False,False,122.49699999999999,"LINESTRING (-4.1416255 57.4770512, -4.1421252 57.4767079, -4.1425455 57.4764624, -4.142992 57.476233)",
31096870,2,Tower Road,tertiary,40 mph,False,True,82.438,"LINESTRING (-4.1416255 57.4770512, -4.1412363 57.4773736, -4.1409138 57.4776857)",
38895630,2,Woodlands Drive,residential,30 mph,False,False,40.495000000000005,"LINESTRING (-4.1416255 57.4770512, -4.1418258 57.477124, -4.1420113 57.4771913, -4.1422033 57.4772394)",6.0
31096870,2,Tower Road,tertiary,40 mph,False,False,158.21,"LINESTRING (-4.1475748 57.474422, -4.1480328 57.4742143, -4.1485995 57.4739279, -4.1490656 57.4736572, -4.1494392 57.4734164)",
31096870,2,Tower Road,tertiary,40 mph,False,True,133.799,"LINESTRING (-4.1475748 57.474422, -4.1473796 57.474496, -4.1469072 57.4746757, -4.1459606 57.4749924, -4.1457044 57.4750819)",
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,63.283,"LINESTRING (-4.13647 57.4768039, -4.1364342 57.4766675, -4.1364485 57.4765226, -4.1365036 57.476401, -4.1366434 57.4762585)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,49.141,"LINESTRING (-4.13647 57.4768039, -4.1365659 57.476931, -4.1367142 57.4770518, -4.1369147 57.4771701)",6.0
38919436,2,Admirals View,residential,30 mph,False,True,122.847,"LINESTRING (-4.13647 57.4768039, -4.1361727 57.4768445, -4.1360051 57.4768779, -4.1347214 57.4773633)",5.5
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,66.92099999999999,"LINESTRING (-4.1366434 57.4762585, -4.1368351 57.4760609, -4.1369586 57.4759031, -4.1370697 57.4757041)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,63.28300000000001,"LINESTRING (-4.1366434 57.4762585, -4.1365036 57.476401, -4.1364485 57.4765226, -4.1364342 57.4766675, -4.13647 57.4768039)",6.0
39886084,2,Westfield Brae,residential,30 mph,False,True,69.343,"LINESTRING (-4.1366434 57.4762585, -4.1363296 57.4761884, -4.1361383 57.4761615, -4.1359405 57.4761619, -4.1357715 57.4762021, -4.1355769 57.4762774)",5.5
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,86.36099999999999,"LINESTRING (-4.1370697 57.4757041, -4.1371651 57.4755364, -4.1372996 57.4753575, -4.1374715 57.4751959, -4.1377244 57.4750202)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,66.92099999999999,"LINESTRING (-4.1370697 57.4757041, -4.1369586 57.4759031, -4.1368351 57.4760609, -4.1366434 57.4762585)",6.0
38919438,2,Westfield Way,residential,30 mph,False,True,78.69700000000002,"LINESTRING (-4.1370697 57.4757041, -4.1374942 57.4757629, -4.1378025 57.4758372, -4.1380401 57.4759151, -4.1382455 57.4760024)",5.5
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,17.751,"LINESTRING (-4.1374011 57.4773589, -4.1376663 57.4774307)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,35.912,"LINESTRING (-4.1374011 57.4773589, -4.1371517 57.4772723, -4.1369147 57.4771701)",6.0
38919439,2,Westfield Lane,residential,30 mph,False,True,125.62700000000001,"LINESTRING (-4.1374011 57.4773589, -4.1374977 57.4772893, -4.1388128 57.4765226)",5.5
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,61.501,"LINESTRING (-4.1386786 57.4775033, -4.1383401 57.4775072, -4.1380448 57.4774861, -4.1376663 57.4774307)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,49.492999999999995,"LINESTRING (-4.1386786 57.4775033, -4.1390163 57.4774997, -4.1395063 57.4775059)",6.0
38919442,2,Westfield Walk,residential,30 mph,False,True,56.72,"LINESTRING (-4.1386786 57.4775033, -4.1386638 57.4774288, -4.1387016 57.477366, -4.138759 57.4773041, -4.1391343 57.4770821)",5.5
153053815,,,residential,30 mph,False,False,11.128,"LINESTRING (-4.1353063 57.4777756, -4.135198 57.4776942)",
153053815,,,residential,30 mph,False,True,10.52,"LINESTRING (-4.1353063 57.4777756, -4.1354059 57.4778536)",
38895623,2,Admirals Walk,residential,30 mph,False,False,117.38900000000001,"LINESTRING (-4.1353063 57.4777756, -4.1366661 57.4772688, -4.1369147 57.4771701)",5.5
34063017,2,Woodside Farm Drive,residential,30 mph,False,False,49.141,"LINESTRING (-4.1369147 57.4771701, -4.1367142 57.4770518, -4.1365659 57.476931, -4.13647 57.4768039)",6.0
34063017,2,Woodside Farm Drive,residential,30 mph,False,True,35.912,"LINESTRING (-4.1369147 57.4771701, -4.1371517 57.4772723, -4.1374011 57.4773589)",6.0
38895623,2,Admirals Walk,residential,30 mph,False,True,117.38900000000001,"LINESTRING (-4.1369147 57.4771701, -4.1366661 57.4772688, -4.1353063 57.4777756)",5.5
38895632,2,Woodlands Avenue,residential,30 mph,False,False,23.247,"LINESTRING (-4.1431013 57.4774923, -4.1431793 57.4773415, -4.143202 57.4772904)",5.5
39889622,,Burnside Drive,residential,30 mph,False,False,15.213,"LINESTRING (-4.1463869 57.477548, -4.1465656 57.4774506)",
39889622,,Burnside Drive,residential,30 mph,False,True,8.496,"LINESTRING (-4.1466654 57.4773962, -4.1465656 57.4774506)",
303108318,,,residential,30 mph,False,False,13.678,"LINESTRING (-4.1466654 57.4773962, -4.146515 57.4773035)",
39889622,,Burnside Drive,residential,30 mph,False,False,73.837,"LINESTRING (-4.1466654 57.4773962, -4.1467481 57.4773498, -4.1468592 57.4773119, -4.1471062 57.4772481, -4.1472781 57.4772118, -4.1474131 57.47717, -4.1475167 57.4771042, -4.1476309 57.47701)",
38895626,,Burnside Drive,residential,30 mph,False,True,60.567,"LINESTRING (-4.1476309 57.47701, -4.1474545 57.4769446, -4.147016 57.4767921, -4.1467625 57.4767326)",
39889622,,Burnside Drive,residential,30 mph,False,False,69.297,"LINESTRING (-4.1476309 57.47701, -4.1477885 57.4770403, -4.1479517 57.4770393, -4.1480896 57.4770214, -4.1482369 57.4769856, -4.1483827 57.4769541, -4.1485376 57.4769273, -4.1487275 57.4768855)",
39889622,,Burnside Drive,residential,30 mph,False,True,73.837,"LINESTRING (-4.1476309 57.47701, -4.1475167 57.4771042, -4.1474131 57.47717, -4.1472781 57.4772118, -4.1471062 57.4772481, -4.1468592 57.4773119, -4.1467481 57.4773498, -4.1466654 57.4773962)",
303108333,,,residential,30 mph,False,False,25.176,"LINESTRING (-4.1487275 57.4768855, -4.1485456 57.4766813)",
303108333,,,residential,30 mph,False,True,9.218,"LINESTRING (-4.1487275 57.4768855, -4.1487959 57.4769598)",
39889622,,Burnside Drive,residential,30 mph,False,True,69.297,"LINESTRING (-4.1487275 57.4768855, -4.1485376 57.4769273, -4.1483827 57.4769541, -4.1482369 57.4769856, -4.1480896 57.4770214, -4.1479517 57.4770393, -4.1477885 57.4770403, -4.1476309 57.47701)",
38895626,,Burnside Drive,residential,30 mph,False,False,49.925999999999995,"LINESTRING (-4.1459899 57.4765898, -4.1460661 57.4766243, -4.1462412 57.476679, -4.1463998 57.4767076, -4.1466125 57.476723, -4.1467625 57.4767326)",
38895630,2,Woodlands Drive,residential,30 mph,False,False,31.869,"LINESTRING (-4.1459899 57.4765898, -4.1461005 57.4765005, -4.1462257 57.4763343)",6.0
38895630,2,Woodlands Drive,residential,30 mph,False,True,93.17699999999999,"LINESTRING (-4.1459899 57.4765898, -4.1457654 57.4766767, -4.1454892 57.4767771, -4.1451102 57.4769492, -4.1447873 57.4771196)",6.0
38895626,,Burnside Drive,residential,30 mph,False,False,60.56700000000001,"LINESTRING (-4.1467625 57.4767326, -4.147016 57.4767921, -4.1474545 57.4769446, -4.1476309 57.47701)",
