osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,tunnel,access
"[1102875528, 5199000, 1102875527]",False,2,,Bridge Street,unclassified,20 mph,True,82.542,"LINESTRING (-0.7152259 51.5233525, -0.7155092 51.5233374, -0.7155539 51.523335, -0.7156103 51.5233322, -0.7157023 51.5233243, -0.7161939 51.5232884, -0.7163366 51.5232612, -0.7164039 51.5232488)",,,,,
4001995,False,,,Cedars Road,residential,30 mph,False,86.028,"LINESTRING (-0.7140535 51.5224868, -0.7138766 51.521721)",,,,,
4001995,False,,,Cedars Road,residential,30 mph,True,86.028,"LINESTRING (-0.7138766 51.521721, -0.7140535 51.5224868)",,,,,
4001995,False,,,Cedars Road,residential,30 mph,False,69.366,"LINESTRING (-0.7138766 51.521721, -0.7144073 51.5216362, -0.7148491 51.5215694)",,,,,
567073156,False,,,,residential,,False,216.22,"LINESTRING (-0.7138766 51.521721, -0.7138406 51.5216337, -0.7138071 51.5215576, -0.7137143 51.5214661, -0.7132166 51.521528, -0.7131637 51.5215645, -0.7127074 51.5216294, -0.7126223 51.5216728, -0.7125884 51.521724, -0.7126191 51.5218174, -0.7129721 51.5221469, -0.7133251 51.5224763)",,,,,
24543513,False,,,Grenfell Avenue,residential,,False,114.747,"LINESTRING (-0.7238181 51.5191956, -0.7239476 51.519355, -0.724468 51.5201445)",,,,,
46686408,False,2,,Grenfell Road,tertiary,30 mph,False,37.276,"LINESTRING (-0.7238181 51.5191956, -0.7234289 51.5192649, -0.7232979 51.5192822)",,,,,
46686408,False,2,,Grenfell Road,tertiary,30 mph,True,162.936,"LINESTRING (-0.7238181 51.5191956, -0.7239898 51.5191607, -0.7240751 51.5191539, -0.724154 51.5191411, -0.724268 51.5191226, -0.7247057 51.5190397, -0.7252146 51.5189582, -0.7253352 51.5189392, -0.725698 51.5188969, -0.7258064 51.5189004, -0.726105 51.5189352)",,,,,
24543513,False,,,Grenfell Avenue,residential,,True,114.747,"LINESTRING (-0.724468 51.5201445, -0.7239476 51.519355, -0.7238181 51.5191956)",,,,,
"[502942340, 502942342, 502942346, 186512756, 24769044]",False,2,,Forlease Road,tertiary,30 mph,"[False, True]",191.759,"LINESTRING (-0.7127828 51.5190818, -0.71298 51.5191319, -0.7130577 51.519167, -0.7133077 51.5192903, -0.713389 51.5193943, -0.7135585 51.5197116, -0.7136555 51.5199038, -0.7137394 51.520013, -0.713894 51.5202394, -0.7140571 51.5204572, -0.7140993 51.5205274)",,yes,,yes,
24769048,False,,,Langdale Close,residential,30 mph,False,8.484,"LINESTRING (-0.7128511 51.5212635, -0.7128501 51.5211872)",,,,,
24769048,False,,,Langdale Close,residential,30 mph,True,134.651,"LINESTRING (-0.7140993 51.5205274, -0.7140162 51.5205419, -0.7135427 51.5205761, -0.7133242 51.5205993, -0.713147 51.5206271, -0.7130523 51.5206696, -0.7129888 51.5207439, -0.7129152 51.5209203, -0.7128501 51.5211872)",,,,,
"[502942340, 502942342, 502942346, 186512756, 24769044]",False,2,,Forlease Road,tertiary,30 mph,"[False, True]",191.75900000000001,"LINESTRING (-0.7140993 51.5205274, -0.7140571 51.5204572, -0.713894 51.5202394, -0.7137394 51.520013, -0.7136555 51.5199038, -0.7135585 51.5197116, -0.713389 51.5193943, -0.7133077 51.5192903, -0.7130577 51.519167, -0.71298 51.5191319, -0.7127828 51.5190818)",,yes,,yes,
224772146,False,2,,Forlease Road,tertiary,30 mph,True,113.907,"LINESTRING (-0.7140993 51.5205274, -0.7145096 51.5210709, -0.7147891 51.5214575)",,,,,
"[1191543905, 4049230]",False,,,West Street,unclassified,"['20 mph', '30 mph']",False,226.84799999999998,"LINESTRING (-0.7232545 51.5230975, -0.7230739 51.5231228, -0.7229732 51.5231369, -0.7228616 51.5231526, -0.7228017 51.5231611, -0.7227489 51.5231685, -0.7227093 51.523175, -0.722067 51.5232807, -0.721493 51.5234009, -0.721358 51.5234243, -0.7211658 51.5234576, -0.7205666 51.5235523, -0.7200901 51.5236277)",,,,,
"[24879034, 24879029]",False,,,Silco Drive,unclassified,20 mph,False,62.294,"LINESTRING (-0.726105 51.5189352, -0.7261565 51.5188516, -0.726245 51.5186137, -0.7262879 51.5185437, -0.72636 51.5183989)",,,,,
46686408,False,2,,Grenfell Road,tertiary,30 mph,False,162.93599999999998,"LINESTRING (-0.726105 51.5189352, -0.7258064 51.5189004, -0.725698 51.5188969, -0.7253352 51.5189392, -0.7252146 51.5189582, -0.7247057 51.5190397, -0.724268 51.5191226, -0.724154 51.5191411, -0.7240751 51.5191539, -0.7239898 51.5191607, -0.7238181 51.5191956)",,,,,
"[24879034, 24879029]",False,,,Silco Drive,unclassified,20 mph,True,62.294,"LINESTRING (-0.72636 51.5183989, -0.7262879 51.5185437, -0.726245 51.5186137, -0.7261565 51.5188516, -0.726105 51.5189352)",,,,,
38913868,False,,,Bell Street,residential,,True,189.35000000000002,"LINESTRING (-0.718952 51.5198786, -0.7192821 51.5198083, -0.7196214 51.519741, -0.7197763 51.5197103, -0.7200146 51.519658, -0.720281 51.5196022, -0.7207693 51.5194971, -0.7209924 51.5194471, -0.7215069 51.5193317, -0.7215394 51.5193244)",,,,,
48555334,False,1,,Market Street,unclassified,30 mph,True,27.393,"LINESTRING (-0.7199931 51.5233941, -0.7200478 51.5234418, -0.7200901 51.5236277)",,,,,
42889302,False,2,,Market Street,unclassified,20 mph,False,18.692,"LINESTRING (-0.7200891 51.5237958, -0.7200901 51.5236277)",,,,,
42889302,False,2,,Market Street,unclassified,20 mph,True,29.13,"LINESTRING (-0.7200891 51.5237958, -0.7201193 51.5240571)",,,,,
38915133,True,1,,Providence Place,unclassified,30 mph,False,163.30700000000002,"LINESTRING (-0.7200891 51.5237958, -0.7196619 51.5238416, -0.719462 51.523863, -0.7192903 51.5238363, -0.7192021 51.5237462, -0.719154 51.5236706, -0.7190918 51.5235859, -0.7191186 51.5235225, -0.7192152 51.5234491, -0.7193311 51.5233875, -0.7194937 51.523361, -0.7196316 51.5233475, -0.7198209 51.5233443, -0.7199931 51.5233941)",,,,,yes
716035937,True,2,A4,,primary,40 mph,False,34.775,"LINESTRING (-0.7146323 51.5243839, -0.7146008 51.5243136, -0.7145971 51.524254, -0.7146417 51.524184, -0.7146826 51.5241367, -0.7147423 51.5241016)",roundabout,,,,
716035939,True,2,A4,,primary,40 mph,False,21.15,"LINESTRING (-0.7147423 51.5241016, -0.7147867 51.5240824, -0.7149007 51.5240468, -0.7150218 51.52403)",roundabout,,,,
1046951993,False,,,Moorbridge Road,unclassified,30 mph,False,5.84,"LINESTRING (-0.7126939 51.5235555, -0.7127096 51.5236071)",,,10.1,,
"[48802928, 48804022, 376231663]",False,2,,Moorbridge Road,unclassified,"['20 mph', '30 mph']",False,176.889,"LINESTRING (-0.7126939 51.5235555, -0.7131059 51.5235047, -0.7132421 51.5234936, -0.7134245 51.5234835, -0.7135767 51.5234872, -0.7136043 51.5234851, -0.7137963 51.5234707, -0.7139552 51.5234569, -0.7143851 51.5234161, -0.7148931 51.5233704, -0.7149507 51.5233652, -0.7152259 51.5233525)",,yes,7.5,,
224772143,True,2,,Forlease Road,tertiary,30 mph,False,29.11,"LINESTRING (-0.7152366 51.5238285, -0.715307 51.5240866)",,,,,
"[4001994, 1023330758]",False,"['4', '3']",,Forlease Road,tertiary,30 mph,False,52.945,"LINESTRING (-0.7152366 51.5238285, -0.7152355 51.5235578, -0.7152353 51.5235064, -0.7152351 51.523468, -0.7152259 51.5233525)",,,,,
3995774,False,,,Fotherby Court,residential,20 mph,True,199.285,"LINESTRING (-0.715732 51.5201615, -0.7154971 51.5201706, -0.7153016 51.5201972, -0.7152166 51.5202559, -0.7151913 51.5203078, -0.7151929 51.5204015, -0.7152693 51.5204866, -0.7154247 51.5205593, -0.7154887 51.5205827, -0.71559 51.5206248, -0.7156726 51.5206733, -0.7158011 51.5207064, -0.715937 51.520721, -0.7160734 51.5207354, -0.7162177 51.520755, -0.7163609 51.520809, -0.7164465 51.5208896, -0.716541 51.5212164)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,True,58.318,"LINESTRING (-0.7171537 51.5264858, -0.7172311 51.5264859, -0.7175665 51.5264296, -0.7179715 51.5263648)",,,,,
39698551,False,2,,Holmanleaze,residential,30 mph,False,36.303,"LINESTRING (-0.7171537 51.5264858, -0.7171353 51.5264693, -0.7171261 51.526446, -0.7171193 51.5264143, -0.7171397 51.5261642)",,,,,
224772146,False,2,,Forlease Road,tertiary,30 mph,True,13.117,"LINESTRING (-0.7147891 51.5214575, -0.7148491 51.5215694)",,,,,
48463034,False,2,,York Road,tertiary,30 mph,False,96.164,"LINESTRING (-0.7147891 51.5214575, -0.7159097 51.521299, -0.7161464 51.5212718)",,,,,
224772146,False,2,,Forlease Road,tertiary,30 mph,False,113.907,"LINESTRING (-0.7147891 51.5214575, -0.7145096 51.5210709, -0.7140993 51.5205274)",,,,,
224772146,False,2,,Forlease Road,tertiary,30 mph,False,13.117,"LINESTRING (-0.7148491 51.5215694, -0.7147891 51.5214575)",,,,,
4001995,False,,,Cedars Road,residential,30 mph,True,69.366,"LINESTRING (-0.7148491 51.5215694, -0.7144073 51.5216362, -0.7138766 51.521721)",,,,,
224772146,False,2,,Forlease Road,tertiary,30 mph,True,200.137,"LINESTRING (-0.7148491 51.5215694, -0.7148919 51.5216667, -0.7150432 51.5223631, -0.7151243 51.5227362, -0.7151529 51.5228676, -0.7151705 51.5229688, -0.7152125 51.5232068, -0.7152259 51.5233525)",,,,,
38913868,False,,,Bell Street,residential,,False,189.34999999999997,"LINESTRING (-0.7215394 51.5193244, -0.7215069 51.5193317, -0.7209924 51.5194471, -0.7207693 51.5194971, -0.720281 51.5196022, -0.7200146 51.519658, -0.7197763 51.5197103, -0.7196214 51.519741, -0.7192821 51.5198083, -0.718952 51.5198786)",,,,,
"[793327359, 50597735]",True,2,A308,King Street,primary,30 mph,False,93.684,"LINESTRING (-0.7215394 51.5193244, -0.7213279 51.5188733, -0.721242 51.5186924, -0.7211464 51.5185183)",,,,,
"[52692811, 87161821]",True,2,A308,Grenfell Road,primary,30 mph,False,99.24600000000001,"LINESTRING (-0.7229393 51.5194868, -0.7228158 51.5194578, -0.7227211 51.5194582, -0.7225858 51.5194775, -0.722101 51.5195619, -0.7218819 51.5195456, -0.7218238 51.5195326, -0.7217382 51.5195087, -0.7216061 51.5194244)",,,,,
33104716,True,2,A308,Grenfell Place,primary,30 mph,False,139.226,"LINESTRING (-0.7235337 51.5206736, -0.7232237 51.5200144, -0.7230686 51.5196122, -0.7230086 51.5195285, -0.7229393 51.5194868)",,,,,
52694360,True,,,Grenfell Place,unclassified,30 mph,False,16.314,"LINESTRING (-0.7235337 51.5206736, -0.72349 51.5206945, -0.7233417 51.5207587)",,,,,
50160434,True,1,,Shoppenhangers Road,tertiary,30 mph,False,11.9,"LINESTRING (-0.7213355 51.5182855, -0.7215056 51.5183013)",,,,,
379553425,True,1,,Shoppenhangers Road,tertiary,30 mph,False,10.053,"LINESTRING (-0.7212255 51.5183444, -0.7212716 51.5183168, -0.7213355 51.5182855)",,,,,
1037777476,True,2,A308,Braywick Road,primary,30 mph,False,17.515,"LINESTRING (-0.7212255 51.5183444, -0.7212824 51.5184268, -0.7213194 51.5184906)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,False,215.827,"LINESTRING (-0.7256763 51.52664, -0.7225761 51.5264229)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,True,4.468,"LINESTRING (-0.7256763 51.52664, -0.7257406 51.5266438)",,,,,
4250729,False,2,,Risborough Road,residential,30 mph,False,19.071,"LINESTRING (-0.7256763 51.52664, -0.7257062 51.5268105)",,,,,
24769048,False,,,Langdale Close,residential,30 mph,True,8.484,"LINESTRING (-0.7128501 51.5211872, -0.7128511 51.5212635)",,,,,
562245503,False,,,Langdale Close,residential,,False,6.83,"LINESTRING (-0.7128501 51.5211872, -0.7129488 51.5211885)",,,,,
24769048,False,,,Langdale Close,residential,30 mph,False,134.651,"LINESTRING (-0.7128501 51.5211872, -0.7129152 51.5209203, -0.7129888 51.5207439, -0.7130523 51.5206696, -0.713147 51.5206271, -0.7133242 51.5205993, -0.7135427 51.5205761, -0.7140162 51.5205419, -0.7140993 51.5205274)",,,,,
562245503,False,,,Langdale Close,residential,,True,6.83,"LINESTRING (-0.7129488 51.5211885, -0.7128501 51.5211872)",,,,,
567073156,False,,,,residential,,True,216.22000000000003,"LINESTRING (-0.7133251 51.5224763, -0.7129721 51.5221469, -0.7126191 51.5218174, -0.7125884 51.521724, -0.7126223 51.5216728, -0.7127074 51.5216294, -0.7131637 51.5215645, -0.7132166 51.521528, -0.7137143 51.5214661, -0.7138071 51.5215576, -0.7138406 51.5216337, -0.7138766 51.521721)",,,,,
3322115,True,2,A4,Bad Godesberg Way,primary,40 mph,False,327.023,"LINESTRING (-0.7244727 51.5230898, -0.7242893 51.5231124, -0.7241766 51.5231254, -0.7240045 51.5231701, -0.7230653 51.5237484, -0.7224488 51.5240396, -0.7220144 51.5241698, -0.7217625 51.5242324, -0.7216979 51.5242488, -0.7209548 51.524403, -0.7207416 51.5244649, -0.7206033 51.5245352, -0.7205209 51.524592)",,,,,
766021443,True,2,A4,,primary,30 mph,False,44.451,"LINESTRING (-0.7244727 51.5230898, -0.7243735 51.5230609, -0.7242832 51.5230137, -0.7242334 51.5229579, -0.7242096 51.5228894, -0.7242009 51.5227652)",roundabout,,,,
1132279959,True,3,A4,,primary,30 mph,False,2.473,"LINESTRING (-0.7249411 51.5224076, -0.7249731 51.5224175)",roundabout,,,,
4045296,False,,,Coln Close,residential,30 mph,True,92.98899999999999,"LINESTRING (-0.7198051 51.5269708, -0.7197595 51.5268192, -0.719687 51.5266276, -0.7196218 51.5264334, -0.7195693 51.5262874, -0.7195274 51.5261527)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,True,2.183,"LINESTRING (-0.7261756 51.5250904, -0.7261902 51.5251078)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,False,126.976,"LINESTRING (-0.7261756 51.5250904, -0.7260928 51.5249666, -0.7258184 51.524489, -0.7257982 51.5244538, -0.725783 51.524433, -0.7255185 51.5240245)",,,,,
8133064,False,,,Windrush Way,residential,30 mph,True,24.811,"LINESTRING (-0.7178557 51.5270462, -0.7182042 51.5269935)",,,,,
8133063,False,,,Windrush Way,residential,30 mph,True,19.773,"LINESTRING (-0.7193395 51.5268484, -0.7190597 51.5268847)",,,,,
1046951993,False,,,Moorbridge Road,unclassified,30 mph,True,5.84,"LINESTRING (-0.7127096 51.5236071, -0.7126939 51.5235555)",,,10.1,,
