osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction
4412712,True,2,A726,primary,50 mph,False,395.11899999999997,"LINESTRING (-4.453402 55.9068347, -4.4527891 55.9059955, -4.4522747 55.9051493, -4.4518951 55.9043321, -4.4516297 55.9035545, -4.4515445 55.9034483)",,
49368742,False,2,A726,primary,50 mph,True,162.075,"LINESTRING (-4.453402 55.9068347, -4.4535808 55.9071825, -4.4537535 55.9074497, -4.4540914 55.907863, -4.4543715 55.9081834)",,
207636462,True,,A726,primary,50 mph,False,8.621,"LINESTRING (-4.4514022 55.9030006, -4.4514818 55.9029372)",Centreholm Roundabout,roundabout
49368833,True,,,tertiary,50 mph,False,52.818,"LINESTRING (-4.4528451 55.9029509, -4.4530319 55.903055, -4.4532012 55.9031143, -4.4535491 55.9032058)",,
235743011,True,,A726,primary,50 mph,False,44.896,"LINESTRING (-4.4528451 55.9029509, -4.4528899 55.9030029, -4.4529066 55.9030495, -4.4529193 55.9031099, -4.4529245 55.9032242, -4.4528936 55.9033463)",Centreholm Roundabout,roundabout
4412711,True,,A726,primary,50 mph,False,88.66799999999999,"LINESTRING (-4.4528274 55.9034188, -4.4526581 55.9034978, -4.4525422 55.9035359, -4.4523551 55.9035707, -4.4521879 55.9035841, -4.45197 55.9035722, -4.451718 55.9035167, -4.4515445 55.9034483)",Centreholm Roundabout,roundabout
4412713,True,2,A726,primary,50 mph,False,383.55699999999996,"LINESTRING (-4.4528274 55.9034188, -4.4527735 55.9035181, -4.452745 55.9036258, -4.4527395 55.9038503, -4.452769 55.9042721, -4.4528975 55.9051858, -4.4531322 55.9060821, -4.453402 55.9068347)",,
207636462,True,,A726,primary,50 mph,False,40.75,"LINESTRING (-4.4514818 55.9029372, -4.4516008 55.9028771, -4.451718 55.9028399, -4.4518272 55.9028126, -4.4520553 55.902772)",Centreholm Roundabout,roundabout
353937341,True,1,A726,primary,50 mph,False,85.015,"LINESTRING (-4.4514818 55.9029372, -4.4515401 55.902842, -4.4515793 55.902718, -4.4516165 55.9024831, -4.451685 55.9021834)",,
207636459,True,2,A726,primary,50 mph,False,10.737,"LINESTRING (-4.4515445 55.9034483, -4.4514408 55.9033712)",Centreholm Roundabout,roundabout
27593374,True,2,,tertiary,30 mph,False,262.914,"LINESTRING (-4.4472658 55.9031577, -4.4474307 55.9031885, -4.4475156 55.9031983, -4.4475846 55.9032027, -4.4509842 55.9031356, -4.4512063 55.9030832, -4.4514022 55.9030006)",Centreway,
207635814,True,,,tertiary,30 mph,False,23.317,"LINESTRING (-4.4472658 55.9031577, -4.4473178 55.903232, -4.4473259 55.9032967, -4.4473045 55.9033606)",Mainsholm,roundabout
42374568,True,2,,tertiary,30 mph,False,261.88700000000006,"LINESTRING (-4.4514408 55.9033712, -4.4513054 55.9033202, -4.4511182 55.9032732, -4.4508415 55.90325, -4.4495869 55.9032943, -4.447567 55.9033153, -4.4474915 55.9033216, -4.4474288 55.9033332, -4.4473045 55.9033606)",Centreway,
207636468,True,2,A726,primary,50 mph,False,42.075,"LINESTRING (-4.4514408 55.9033712, -4.4513925 55.9032944, -4.4513677 55.9032178, -4.4513671 55.9031012, -4.4514022 55.9030006)",Centreholm Roundabout,roundabout
207635809,True,,,tertiary,30 mph,False,15.064,"LINESTRING (-4.4473045 55.9033606, -4.4472609 55.9034019, -4.4472057 55.9034393, -4.4471529 55.9034646)",Mainsholm,roundabout
49368835,False,,,tertiary,30 mph,True,108.30999999999999,"LINESTRING (-4.4550759 55.9036463, -4.4548633 55.903538, -4.4545167 55.9034139, -4.4540592 55.9032934, -4.4536212 55.903217, -4.4535491 55.9032058)",,
49368839,True,,,tertiary,30 mph,False,31.156,"LINESTRING (-4.4550759 55.9036463, -4.4553199 55.9037051, -4.4555521 55.9037224)",,
49368838,True,,,tertiary,30 mph,False,27.025,"LINESTRING (-4.455198 55.9038795, -4.4550759 55.9036463)",,
235743015,True,,,tertiary,30 mph,False,29.857,"LINESTRING (-4.455198 55.9038795, -4.4552964 55.9037851, -4.4553977 55.9037444, -4.4555521 55.9037224)",,roundabout
49368837,True,,,tertiary,30 mph,False,56.729,"LINESTRING (-4.4555521 55.9037224, -4.455684 55.9037324, -4.4557622 55.9037521, -4.4558934 55.9038242, -4.4559493 55.9039198, -4.4559274 55.9040105, -4.4558391 55.9040885)",,roundabout
235743008,True,,A726,primary,50 mph,False,9.056,"LINESTRING (-4.4528936 55.9033463, -4.4528274 55.9034188)",Centreholm Roundabout,roundabout
49368834,True,,,tertiary,50 mph,False,45.275,"LINESTRING (-4.4535491 55.9032058, -4.4533183 55.9032142, -4.4531246 55.9032462, -4.4529952 55.9032932, -4.4528936 55.9033463)",,
49368835,False,,,tertiary,30 mph,False,108.30999999999999,"LINESTRING (-4.4535491 55.9032058, -4.4536212 55.903217, -4.4540592 55.9032934, -4.4545167 55.9034139, -4.4548633 55.903538, -4.4550759 55.9036463)",,
235743013,False,,,tertiary,30 mph,True,19.79,"LINESTRING (-4.4556974 55.9043519, -4.4557229 55.9045293)",Rashielee Avenue,
49368842,True,,,tertiary,30 mph,False,30.79,"LINESTRING (-4.4556974 55.9043519, -4.455572 55.904235, -4.4554031 55.9041312)",,
49368840,True,,,tertiary,30 mph,False,30.592,"LINESTRING (-4.4558391 55.9040885, -4.4556974 55.9043519)",,
235743010,True,,,tertiary,30 mph,False,29.201999999999998,"LINESTRING (-4.4558391 55.9040885, -4.4557026 55.904138, -4.4555518 55.9041517, -4.4554031 55.9041312)",,roundabout
235743014,True,,,tertiary,30 mph,False,8.921,"LINESTRING (-4.4554031 55.9041312, -4.4552875 55.9040839)",,roundabout
65211443,True,,,residential,30 mph,False,24.328,"LINESTRING (-4.4552875 55.9040839, -4.4549092 55.9040301)",,
235743014,True,,,tertiary,30 mph,False,15.916,"LINESTRING (-4.4552875 55.9040839, -4.4551961 55.9039905, -4.4551853 55.9039544)",,roundabout
235743013,False,,,tertiary,30 mph,False,19.79,"LINESTRING (-4.4557229 55.9045293, -4.4556974 55.9043519)",Rashielee Avenue,
49368836,False,,,residential,,True,36.86,"LINESTRING (-4.4557229 55.9045293, -4.4557378 55.9046326, -4.4557122 55.90486)",Rashielee Avenue,
49368836,False,,,residential,,False,36.86,"LINESTRING (-4.4557122 55.90486, -4.4557378 55.9046326, -4.4557229 55.9045293)",Rashielee Avenue,
49368836,False,,,residential,,True,162.285,"LINESTRING (-4.4557122 55.90486, -4.4557071 55.9049054, -4.4555654 55.9051931, -4.4553015 55.9056041, -4.4551671 55.905859, -4.4550766 55.9061329, -4.4550908 55.906267)",Rashielee Avenue,
65211440,False,2,,residential,,False,13.474,"LINESTRING (-4.453611 55.903561, -4.4538269 55.9035669)",,
65211440,False,2,,residential,,True,13.474,"LINESTRING (-4.4538269 55.9035669, -4.453611 55.903561)",,
65211449,False,2,,residential,,False,15.378,"LINESTRING (-4.4538269 55.9035669, -4.4538256 55.9034286)",,
65211449,False,2,,residential,,True,50.176,"LINESTRING (-4.4538269 55.9035669, -4.4538246 55.9038705, -4.453831 55.9040181)",,
65211441,False,,,residential,,False,19.267,"LINESTRING (-4.4535251 55.9043669, -4.4538342 55.9043673)",,
65211441,False,,,residential,,True,19.267,"LINESTRING (-4.4538342 55.9043673, -4.4535251 55.9043669)",,
65211449,False,2,,residential,,False,38.83,"LINESTRING (-4.4538342 55.9043673, -4.453831 55.9040181)",,
65211449,False,2,,residential,,True,28.099,"LINESTRING (-4.4538342 55.9043673, -4.4538365 55.90462)",,
65211449,False,2,,residential,,True,38.83,"LINESTRING (-4.453831 55.9040181, -4.4538342 55.9043673)",,
65211442,False,2,,residential,,False,68.084,"LINESTRING (-4.453831 55.9040181, -4.4544211 55.9040699, -4.4545586 55.9040675, -4.4547651 55.9040508, -4.4549092 55.9040301)",,
65211449,False,2,,residential,,False,50.176,"LINESTRING (-4.453831 55.9040181, -4.4538246 55.9038705, -4.4538269 55.9035669)",,
65211444,True,,,residential,30 mph,False,19.159,"LINESTRING (-4.4549092 55.9040301, -4.4551853 55.9039544)",,
65211442,False,2,,residential,,True,68.084,"LINESTRING (-4.4549092 55.9040301, -4.4547651 55.9040508, -4.4545586 55.9040675, -4.4544211 55.9040699, -4.453831 55.9040181)",,
