osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[87364794, 87364796, 56075276]",2,B2,"['Regent Bridge', 'Banbridge Road']",secondary,30 mph,False,True,93.705,yes,"LINESTRING (-6.1512167 54.4147584, -6.1512788 54.4146641, -6.1513166 54.4143844, -6.1513608 54.4141405, -6.15141 54.4139265)"
185858622,2,B2,Church Street,secondary,30 mph,False,False,84.319,,"LINESTRING (-6.1512167 54.4147584, -6.1514331 54.4148372, -6.1516668 54.4148748, -6.1521096 54.4148921, -6.1524706 54.4148803)"
185858622,2,B2,Church Street,secondary,30 mph,False,True,116.16799999999999,,"LINESTRING (-6.1512167 54.4147584, -6.1510314 54.414734, -6.1501682 54.4145032, -6.1498386 54.4144241, -6.1497763 54.4144092, -6.1495559 54.414368)"
336124356,2,B2,Market Square,secondary,,False,False,71.489,,"LINESTRING (-6.148478 54.4143679, -6.1485522 54.4143334, -6.1486061 54.4143291, -6.1486868 54.4143227, -6.1488608 54.4143246, -6.1491477 54.4143342, -6.1492152 54.4143365, -6.1492702 54.4143416, -6.1495559 54.414368)"
"[185858635, 336124356]",2,B2,Market Square,secondary,,False,True,28.413,,"LINESTRING (-6.148478 54.4143679, -6.1484517 54.4144552, -6.1484274 54.4146215)"
"[146246152, 929768897]",2,,"['Mount Street', 'Lower Mount Street']",unclassified,30 mph,False,False,96.213,,"LINESTRING (-6.148478 54.4143679, -6.1484 54.4143586, -6.1483929 54.4143577, -6.1482968 54.414358, -6.1479205 54.4143369, -6.14779 54.41433, -6.147688 54.4143182, -6.1473637 54.4142153, -6.1470735 54.4141348)"
58744963,2,,Market Square,residential,30 mph,False,False,73.57,,"LINESTRING (-6.1484274 54.4146215, -6.1484992 54.4146238, -6.1485731 54.4146262, -6.1486745 54.4146294, -6.149217 54.4146212, -6.1494188 54.4146059, -6.149498 54.4145835, -6.1495498 54.4145723)"
"[185858635, 336124356]",2,B2,Market Square,secondary,,False,False,28.413,,"LINESTRING (-6.1484274 54.4146215, -6.1484517 54.4144552, -6.148478 54.4143679)"
"[336124362, 56049844]",2,B2,Princes Street,secondary,,False,True,108.09100000000001,,"LINESTRING (-6.1484274 54.4146215, -6.1483864 54.4147649, -6.1482845 54.4149004, -6.1482326 54.4149527, -6.1481553 54.4150221, -6.148077 54.4150859, -6.1479937 54.4151368, -6.1477693 54.415247, -6.1474575 54.4153645)"
56049844,2,B2,Princes Street,secondary,,False,False,74.999,,"LINESTRING (-6.1464611 54.4157091, -6.1474575 54.4153645)"
929757008,2,B2,Hillsborough Road,secondary,30 mph,False,True,97.16,,"LINESTRING (-6.1464611 54.4157091, -6.1451758 54.4161609)"
18010493,2,B2,Mossvale Road,secondary,30 mph,False,False,184.12800000000004,,"LINESTRING (-6.1464611 54.4157091, -6.1464015 54.4156669, -6.1461439 54.415571, -6.1458182 54.4154648, -6.1456991 54.4154259, -6.1455887 54.415391, -6.1453005 54.4153, -6.144467 54.4150367, -6.1439769 54.4149131)"
58744962,,,Market Square,residential,30 mph,False,False,23.244,,"LINESTRING (-6.1495498 54.4145723, -6.1495221 54.4144912, -6.1495265 54.4144263, -6.1495276 54.4144103, -6.1495559 54.414368)"
58744963,2,,Market Square,residential,30 mph,False,True,73.57000000000001,,"LINESTRING (-6.1495498 54.4145723, -6.149498 54.4145835, -6.1494188 54.4146059, -6.149217 54.4146212, -6.1486745 54.4146294, -6.1485731 54.4146262, -6.1484992 54.4146238, -6.1484274 54.4146215)"
185858615,,,Gallows Street,residential,30 mph,False,False,91.689,,"LINESTRING (-6.1495498 54.4145723, -6.1495674 54.4147091, -6.1495488 54.414914, -6.1495063 54.415054, -6.1493792 54.4153859)"
114038788,,,Maypole Hill,residential,,False,False,18.849,,"LINESTRING (-6.1535015 54.4179176, -6.1536788 54.4180521)"
114038788,,,Maypole Hill,residential,,False,True,64.74000000000001,,"LINESTRING (-6.1535015 54.4179176, -6.1534691 54.4178931, -6.1532193 54.4177286, -6.1530658 54.4176629, -6.1529393 54.4176296, -6.1528053 54.4176068, -6.152706 54.4175954)"
93681569,2,A1,,trunk,60 mph,True,False,91.769,,"LINESTRING (-6.1536788 54.4180521, -6.1525579 54.4185578)"
114038788,,,Maypole Hill,residential,,False,True,18.849,,"LINESTRING (-6.1536788 54.4180521, -6.1535015 54.4179176)"
336124353,,,Gallows Street,residential,30 mph,False,True,26.669,,"LINESTRING (-6.1492994 54.4156212, -6.1493792 54.4153859)"
