osmid,oneway,lanes,name,highway,maxspeed,junction,reversed,length,geometry,bridge,ref,access
5038626,True,2,Station Roundabout,primary,30 mph,circular,False,33.748000000000005,"LINESTRING (-0.7499008 51.4125218, -0.7500622 51.4125287, -0.7501746 51.4125528, -0.7502629 51.4125913, -0.7503335 51.4126339)",,,
"[87211098, 733250774, 733250775]",True,2,Station Roundabout,primary,30 mph,circular,False,38.76,"LINESTRING (-0.7503335 51.4126339, -0.7503739 51.4126775, -0.750397 51.4127052, -0.7504279 51.4127776, -0.7504531 51.4128925, -0.7504598 51.4129336, -0.7504655 51.4129682)",yes,,
220402455,True,2,Station Roundabout,primary,30 mph,circular,False,19.79,"LINESTRING (-0.7504655 51.4129682, -0.7504537 51.4130047, -0.7504201 51.4130533, -0.7503613 51.4130979, -0.7503222 51.4131155)",,,
467516986,True,1,Market Street,tertiary,30 mph,,False,31.563000000000002,"LINESTRING (-0.7504655 51.4129682, -0.750568 51.4130543, -0.7506406 51.4131211, -0.7506573 51.4131339, -0.7506801 51.4131576, -0.7507347 51.4131966)",,,
625368974,True,3,Station Roundabout,primary,30 mph,circular,False,22.918,"LINESTRING (-0.7496644 51.4132072, -0.7494779 51.4131577, -0.7493596 51.4131276)",,,
"[467516994, 5038627]",False,3,Market Street,tertiary,30 mph,,False,44.486000000000004,"LINESTRING (-0.7507347 51.4131966, -0.7508185 51.4132275, -0.7509688 51.4132597, -0.7510827 51.4132702, -0.7512266 51.4132782, -0.7513517 51.4132851)",,,
467516978,True,1,Market Street,tertiary,30 mph,,False,30.622999999999998,"LINESTRING (-0.7507347 51.4131966, -0.750666 51.4131706, -0.7506216 51.4131567, -0.7505262 51.4131269, -0.7503222 51.4131155)",,,
636572159,True,3,Met Office Roundabout,primary,30 mph,circular,False,43.687000000000005,"LINESTRING (-0.7452636 51.4174234, -0.7451927 51.4174941, -0.7451081 51.4175448, -0.74505 51.4175813, -0.7449881 51.4176147, -0.7448182 51.4176965)",,A329,
"[733250772, 87211102]",True,2,Station Roundabout,primary,30 mph,circular,False,31.430999999999997,"LINESTRING (-0.7490534 51.4129267, -0.7490338 51.4129013, -0.7490251 51.4128704, -0.7490289 51.4128446, -0.7490726 51.4126493)",yes,,
"[398240864, 22392746, 393262189, 33811953, 33811954]",True,"['2', '3']",Church Road,primary,"['40 mph', '30 mph']",,False,527.6279999999999,"LINESTRING (-0.7493596 51.4131276, -0.7491757 51.4131428, -0.7490128 51.4131765, -0.7488052 51.4132525, -0.7485916 51.4133452, -0.7483542 51.4134634, -0.7480766 51.4136246, -0.7478606 51.4137883, -0.7476621 51.4139602, -0.7475365 51.414092, -0.7474068 51.4142203, -0.7463931 51.4154032, -0.7461018 51.4156938, -0.7460167 51.4157788, -0.7459639 51.4158314, -0.7456467 51.4161239, -0.7453489 51.4164048, -0.7452727 51.4164767, -0.7451745 51.4165766, -0.7451377 51.4166531, -0.7451316 51.4166951, -0.7451275 51.4168886)",yes,A3095,
220402456,True,2,Station Roundabout,primary,30 mph,circular,False,31.567999999999998,"LINESTRING (-0.7493596 51.4131276, -0.7491904 51.4130527, -0.7491044 51.412997, -0.7490534 51.4129267)",,,
636850646,True,3,Met Office Roundabout,primary,30 mph,circular,False,10.618,"LINESTRING (-0.7451275 51.4168886, -0.7451937 51.4169747)",,A329,
"[398237769, 503440846]",True,"['2', '3']",Millennium Way,primary,40 mph,,False,437.686,"LINESTRING (-0.7507529 51.4187797, -0.7503403 51.4187696, -0.7497834 51.4187586, -0.7491851 51.4187358, -0.7488084 51.4187039, -0.7484806 51.4186646, -0.7482195 51.4186316, -0.7481702 51.4186219, -0.7478782 51.418572, -0.7475682 51.4185068, -0.7471708 51.4184169, -0.7466849 51.4182818, -0.7464155 51.4181876, -0.7459221 51.4179951, -0.7456942 51.417898, -0.7454389 51.4177892, -0.7453227 51.4177507, -0.7451826 51.4177185, -0.7450876 51.4177011, -0.7448182 51.4176965)",,A329,
46457016,False,,Warfield Road,primary,40 mph,,False,65.059,"LINESTRING (-0.7443524 51.4179887, -0.7443386 51.4180145, -0.7442103 51.4182669, -0.7440804 51.4185486)",,A3095,
149527027,True,2,Warfield Road,primary,30 mph,,False,45.387,"LINESTRING (-0.7443524 51.4179887, -0.7443525 51.4179402, -0.7443532 51.4178547, -0.744311 51.4177624, -0.7442194 51.4175936)",,A3095,
37726488,False,,Deepfield Road,residential,30 mph,,True,48.916,"LINESTRING (-0.742769 51.4173853, -0.742672 51.4172902, -0.7425852 51.4171949, -0.742501 51.4171204, -0.7424231 51.4170632, -0.7423617 51.4170289)",,,
149527011,False,,Park Road,tertiary,30 mph,,False,192.679,"LINESTRING (-0.742769 51.4173853, -0.7422942 51.4175573, -0.7421518 51.4176169, -0.7418041 51.4177753, -0.7409701 51.4181254, -0.7404372 51.4183255)",,,
149527011,False,,Park Road,tertiary,30 mph,,True,36.556,"LINESTRING (-0.742769 51.4173853, -0.742908 51.417344, -0.7430914 51.4173018, -0.743192 51.4172764, -0.7432577 51.4172629)",,,
27306530,True,,Station Road,unclassified,30 mph,,False,34.339,"LINESTRING (-0.7513517 51.4132851, -0.7513504 51.4134336, -0.751333 51.413466, -0.7512706 51.4135203, -0.7512158 51.4135688)",,,
"[467516994, 5038627]",False,3,Market Street,tertiary,30 mph,,True,44.486,"LINESTRING (-0.7513517 51.4132851, -0.7512266 51.4132782, -0.7510827 51.4132702, -0.7509688 51.4132597, -0.7508185 51.4132275, -0.7507347 51.4131966)",,,
97016241,True,,,tertiary_link,30 mph,,False,26.651,"LINESTRING (-0.7467842 51.4162882, -0.7469635 51.4161169, -0.7469877 51.4160852)",yes,,
"[211818072, 398223569, 398227629]",True,2,The Ring,tertiary,30 mph,,False,263.66,"LINESTRING (-0.7467842 51.4162882, -0.7468599 51.4160966, -0.7468756 51.416063, -0.746938 51.4159186, -0.7469617 51.4158649, -0.7470366 51.4156631, -0.7470476 51.415624, -0.7472547 51.4150438, -0.7474385 51.4145731, -0.747504 51.4144498, -0.7476003 51.4143409, -0.7477467 51.4142644, -0.7479252 51.4141989, -0.7479842 51.4141846, -0.7480857 51.4141664)",yes,,
37726488,False,,Deepfield Road,residential,30 mph,,False,32.779,"LINESTRING (-0.738299 51.417442, -0.738696 51.417282)",,,
151635634,False,,Forest Green,residential,,,True,31.854,"LINESTRING (-0.738299 51.417442, -0.7385448 51.4175791, -0.7386628 51.4175457)",,,
37726488,False,,Deepfield Road,residential,30 mph,,False,53.758,"LINESTRING (-0.738696 51.417282, -0.7393961 51.4170744)",,,
37726488,False,,Deepfield Road,residential,30 mph,,True,32.779,"LINESTRING (-0.738696 51.417282, -0.738299 51.417442)",,,
108228804,False,,Fielden Place,residential,,,True,51.427,"LINESTRING (-0.738696 51.417282, -0.7385219 51.4170848, -0.7382946 51.4168944)",,,
37726488,False,,Deepfield Road,residential,30 mph,,True,53.758,"LINESTRING (-0.7393961 51.4170744, -0.738696 51.417282)",,,
108228789,False,,Smith Square,residential,,,True,33.489,"LINESTRING (-0.7393961 51.4170744, -0.7395711 51.4173551)",,,
37726488,False,,Deepfield Road,residential,30 mph,,False,213.83599999999998,"LINESTRING (-0.7393961 51.4170744, -0.7397601 51.4169896, -0.740102 51.41694, -0.7404239 51.4168979, -0.7411008 51.4168614, -0.7415511 51.4168402, -0.741733 51.416853, -0.7418397 51.4168647, -0.7419718 51.4168874, -0.742119 51.41692, -0.7422714 51.4169821, -0.7423617 51.4170289)",,,
37726488,False,,Deepfield Road,residential,30 mph,,False,48.916,"LINESTRING (-0.7423617 51.4170289, -0.7424231 51.4170632, -0.742501 51.4171204, -0.7425852 51.4171949, -0.742672 51.4172902, -0.742769 51.4173853)",,,
37726488,False,,Deepfield Road,residential,30 mph,,True,213.83599999999998,"LINESTRING (-0.7423617 51.4170289, -0.7422714 51.4169821, -0.742119 51.41692, -0.7419718 51.4168874, -0.7418397 51.4168647, -0.741733 51.416853, -0.7415511 51.4168402, -0.7411008 51.4168614, -0.7404239 51.4168979, -0.740102 51.41694, -0.7397601 51.4169896, -0.7393961 51.4170744)",,,
