osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,access,est_width,tunnel
40686014,True,2,Upper Parliament Street,primary,30 mph,False,7.139,"LINESTRING (-1.1509993 52.9549528, -1.1511004 52.9549325)",,,,,
"[4365253, 20610710]",False,2,"['Milton Street', 'Mansfield Road']","['unclassified', 'tertiary']",20 mph,True,243.301,"LINESTRING (-1.1487258 52.9573051, -1.1486556 52.957244, -1.1486063 52.957178, -1.14858 52.9570266, -1.1485705 52.9569766, -1.1485013 52.9567137, -1.1484555 52.9564852, -1.1483926 52.9562762, -1.1483614 52.9561726, -1.1482697 52.9558848, -1.1480459 52.955363, -1.1480277 52.9553175, -1.1480135 52.9552734, -1.1479962 52.9552222, -1.1479825 52.9551741)",,,,,
"[931211571, 29188869]",False,5,Mansfield Road,primary,20 mph,False,60.82300000000001,"LINESTRING (-1.1487258 52.9573051, -1.1486919 52.9573558, -1.1486975 52.9573883, -1.1487139 52.9574321, -1.1487365 52.9574808, -1.1488965 52.957832)",,,,,
802015798,False,4,Shakespeare Street,primary,20 mph,True,62.297999999999995,"LINESTRING (-1.1487258 52.9573051, -1.1487863 52.9572879, -1.1488715 52.957285, -1.1490026 52.9572998, -1.149623 52.9574048)",A6008,,,,
55587042,False,,Perth Street,unclassified,,True,76.425,"LINESTRING (-1.1464269 52.9568893, -1.1461233 52.9570524, -1.145787 52.9572786, -1.1457726 52.9572884, -1.1457342 52.9573269, -1.1457203 52.9573601, -1.1457215 52.957388, -1.1457386 52.9574033)",,,,,
5204108,True,1,Lower Parliament Street,unclassified,,False,26.399,"LINESTRING (-1.1448036 52.9553567, -1.1447431 52.9553898, -1.1446779 52.9554233, -1.144527 52.9555252)",,,,,
1167558207,True,3,Glasshouse Street,trunk,30 mph,False,18.156,"LINESTRING (-1.1448036 52.9553567, -1.1448888 52.9553974, -1.144956 52.9554373, -1.1449988 52.9554691)",A60,,,,
"[15532578, 4565931]",False,2,"['Stanford Street', 'Castle Gate']",unclassified,,"[False, True]",190.032,"LINESTRING (-1.1496243 52.9503938, -1.1494562 52.9504272, -1.1499034 52.9507675, -1.1499691 52.9508297, -1.1500321 52.9508881, -1.1501187 52.9509854, -1.15027 52.9511825, -1.1502801 52.9511906, -1.1503147 52.9512034, -1.1503299 52.9512049, -1.1503659 52.9512014, -1.1507266 52.9510754, -1.1508373 52.9510385, -1.1512759 52.9508881)",,,,,
"[15532578, 4565931]",False,2,"['Stanford Street', 'Castle Gate']",unclassified,,"[False, True]",190.032,"LINESTRING (-1.1512759 52.9508881, -1.1508373 52.9510385, -1.1507266 52.9510754, -1.1503659 52.9512014, -1.1503299 52.9512049, -1.1503147 52.9512034, -1.1502801 52.9511906, -1.15027 52.9511825, -1.1501187 52.9509854, -1.1500321 52.9508881, -1.1499691 52.9508297, -1.1499034 52.9507675, -1.1494562 52.9504272, -1.1496243 52.9503938)",,,,,
"[113006042, 38187527]",True,1,Castle Gate,unclassified,,False,32.67099999999999,"LINESTRING (-1.1512759 52.9508881, -1.1513006 52.9508766, -1.1514578 52.9508177, -1.1515348 52.9507772, -1.1515643 52.9507545, -1.1515895 52.9507276, -1.151614 52.9506881)",,,,,
10664641,False,,Hounds Gate,unclassified,,False,132.248,"LINESTRING (-1.1514604 52.9514195, -1.1514166 52.951419, -1.1513219 52.9514329, -1.1506753 52.9516807, -1.1506474 52.9516924, -1.1504893 52.9517514, -1.1503857 52.9517845, -1.1503638 52.9517925, -1.1501125 52.9518717, -1.1500583 52.9518869, -1.1497376 52.9519857)",,,,,
20335349,True,,St Nicholas Street,unclassified,,False,63.957,"LINESTRING (-1.1514604 52.9514195, -1.151513 52.9512853, -1.1515334 52.9512457, -1.1515382 52.9512171, -1.1515365 52.9511965, -1.1515257 52.9511748, -1.1512759 52.9508881)",,,,,
5211640,False,,Friar Lane,primary,,True,15.33,"LINESTRING (-1.1526119 52.9518389, -1.1527324 52.9517217)",,,,,
10664642,True,,Friar Lane,unclassified,,False,46.007999999999996,"LINESTRING (-1.1526119 52.9518389, -1.1525513 52.9518895, -1.1524005 52.9519097, -1.1523191 52.9519326, -1.152247 52.9519648, -1.1520891 52.9520809)",,,,,
"[50473312, 102189764]",True,"['2', '3']",Maid Marian Way,primary,30 mph,False,144.424,"LINESTRING (-1.1526119 52.9518389, -1.1525186 52.9517503, -1.1519975 52.9511418, -1.1517313 52.9508255, -1.1517127 52.9508007, -1.151614 52.9506881)",,,,,
209793117,True,3,,primary,30 mph,False,39.22,"LINESTRING (-1.1552782 52.9540282, -1.1553455 52.9540445, -1.1554509 52.9540795, -1.1555037 52.9541137, -1.1555314 52.9541395, -1.155581 52.9542146, -1.155604 52.9542916)",A6008,circular,,,
5204114,True,1,Upper Parliament Street,primary,30 mph,False,69.967,"LINESTRING (-1.1552078 52.9544835, -1.1548426 52.9545056, -1.1546167 52.9545214, -1.154169 52.9545487)",,,,,
248088631,True,3,,primary,30 mph,False,40.833,"LINESTRING (-1.1552078 52.9544835, -1.1549513 52.9543854, -1.1549112 52.9543418, -1.1548962 52.9543057, -1.1548925 52.9542637, -1.1549154 52.9542104)",A6008,circular,,,
50473313,True,2,,primary,30 mph,False,6.839,"LINESTRING (-1.1549154 52.9542104, -1.154934 52.9541786, -1.1549538 52.9541535)",A6008,circular,,,
4565933,True,2,Maid Marian Way,primary,30 mph,False,93.229,"LINESTRING (-1.1549538 52.9541535, -1.1549481 52.9539621, -1.1548544 52.9538417, -1.1544697 52.9535045, -1.1543505 52.9534281)",A6008,,,,
30599931,True,2,,primary,30 mph,False,27.057000000000002,"LINESTRING (-1.1549538 52.9541535, -1.1550439 52.9540866, -1.155106 52.9540533, -1.1551926 52.9540362, -1.1552782 52.9540282)",A6008,circular,,,
209793116,True,3,,primary,30 mph,False,6.501,"LINESTRING (-1.1553026 52.954496, -1.1552078 52.9544835)",A6008,circular,,,
4211801,True,4,Derby Road,primary,30 mph,False,76.188,"LINESTRING (-1.155604 52.9542916, -1.155671 52.9544343, -1.1557844 52.9545332, -1.1559464 52.9545827, -1.1564128 52.954707)",A610,,,,
87574768,True,1,,primary,30 mph,False,32.067,"LINESTRING (-1.155604 52.9542916, -1.1555648 52.9543561, -1.1555246 52.9544092, -1.1554731 52.9544425, -1.1553026 52.954496)",A6008,circular,,,
"[1119380718, 1119380720, 1119380722, 29188853, 923992150]",False,"['4', '3']",Shakespeare Street,primary,20 mph,False,77.552,"LINESTRING (-1.1512424 52.9576596, -1.1509106 52.9576079, -1.15088 52.9576037, -1.1506155 52.9575616, -1.1502526 52.9575039, -1.1501223 52.9574832)",A6008,,,,
169581777,True,2,Maid Marian Way,primary,30 mph,False,47.547,"LINESTRING (-1.154189 52.9531206, -1.1544106 52.9533027, -1.1544566 52.9533422, -1.1545893 52.9534733)",,,,,
5211640,False,,Friar Lane,primary,,False,15.33,"LINESTRING (-1.1527324 52.9517217, -1.1526119 52.9518389)",,,,,
"[697352921, 560033474, 560033475, 5204126]",True,,Friar Lane,living_street,30 mph,False,102.58599999999998,"LINESTRING (-1.1527324 52.9517217, -1.1528107 52.951674, -1.1528409 52.951658, -1.1529044 52.9516062, -1.1529693 52.9515301, -1.1530401 52.9514694, -1.1536026 52.9511164, -1.1537372 52.951031)",,,,,
"[477024446, 30600006]",True,2,Maid Marian Way,primary,30 mph,False,79.121,"LINESTRING (-1.1527324 52.9517217, -1.1528414 52.9518375, -1.1528666 52.9518631, -1.153173 52.9521939, -1.1533104 52.9523422)",,,,,
"[484756879, 386796479, 113006020, 5204127]",False,,"['Standard Hill', 'Friar Lane']","['living_street', 'unclassified']",30 mph,False,61.343999999999994,"LINESTRING (-1.1537372 52.951031, -1.153806 52.9509987, -1.1538727 52.9509644, -1.153941 52.9510259, -1.1540057 52.951073, -1.1542124 52.9512368, -1.1543174 52.9513211)",,,,,
"[374962402, 115629923]",False,,Castle Place,living_street,,False,20.753,"LINESTRING (-1.1537372 52.951031, -1.1536698 52.9509714, -1.1535701 52.9508739)",,,,,
5204125,False,,Mount Street,unclassified,30 mph,False,54.638,"LINESTRING (-1.1551155 52.9519731, -1.1551262 52.9519934, -1.1551163 52.9520339, -1.155091 52.9520789, -1.1549957 52.9521914, -1.154803 52.9524188)",,,,,
10764294,False,,St James's Terrace,unclassified,30 mph,True,33.727000000000004,"LINESTRING (-1.1551155 52.9519731, -1.1550741 52.951906, -1.1550403 52.9518685, -1.1549737 52.951812, -1.1549011 52.951764, -1.1548451 52.9517208)",,,,,
5204125,False,,Mount Street,unclassified,30 mph,True,54.638000000000005,"LINESTRING (-1.154803 52.9524188, -1.1549957 52.9521914, -1.155091 52.9520789, -1.1551163 52.9520339, -1.1551262 52.9519934, -1.1551155 52.9519731)",,,,,
5204128,True,,Mount Street,unclassified,30 mph,False,88.29699999999998,"LINESTRING (-1.154803 52.9524188, -1.154727 52.9525235, -1.1547047 52.9525548, -1.1546715 52.9525951, -1.1542709 52.9530428, -1.1542428 52.9530684, -1.154189 52.9531206)",,,,,
8030690,False,,Cumberland Place,unclassified,,False,84.074,"LINESTRING (-1.154803 52.9524188, -1.1548693 52.9524412, -1.1554298 52.9526173, -1.1555132 52.9526472, -1.15587 52.9527544, -1.1559189 52.9527633)",,,,,
36976282,False,2,Upper Parliament Street,tertiary,,True,66.705,"LINESTRING (-1.1503998 52.955037, -1.1494081 52.9550912)",,,,,
36976284,False,2,Upper Parliament Street,unclassified,,False,7.958,"LINESTRING (-1.1503998 52.955037, -1.1505181 52.9550305)",,,,,
36976282,False,2,Upper Parliament Street,tertiary,,False,66.705,"LINESTRING (-1.1494081 52.9550912, -1.1503998 52.955037)",,,,,
"[29156876, 6996991]",True,1,"['Queen Street', 'King Street']",tertiary,,False,208.77399999999994,"LINESTRING (-1.1494081 52.9550912, -1.1494125 52.9549913, -1.1494907 52.9543467, -1.1495112 52.9543031, -1.1495428 52.9542705, -1.1495914 52.9542467, -1.1496272 52.9542355, -1.1496675 52.9542297, -1.1497293 52.9542305, -1.1498022 52.9542517, -1.1498589 52.9542972, -1.1503743 52.9548796, -1.1503883 52.9549305, -1.1503998 52.955037)",,,,,
