osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,junction,maxspeed,bridge
3030518,2,Ashley Road,tertiary,False,False,96.483,"LINESTRING (-1.6550946 50.7530952, -1.654882 50.7531688, -1.6545289 50.7532425, -1.6544161 50.753266, -1.6538097 50.7533926)",,,,
3030605,2,Old Milton Road,tertiary,False,False,162.5,"LINESTRING (-1.6550946 50.7530952, -1.6552517 50.753095, -1.6558109 50.7529905, -1.6560602 50.7529402, -1.6560983 50.7529333, -1.6562833 50.7528964, -1.6573055 50.752687)",,,,
160217640,2,Station Road,secondary,False,True,87.886,"LINESTRING (-1.6550946 50.7530952, -1.6551457 50.7532077, -1.6552936 50.75349, -1.6554821 50.7538465)",B3058,,,
207791810,2,Station Road,secondary,False,False,198.892,"LINESTRING (-1.6550946 50.7530952, -1.6550079 50.7529867, -1.6548097 50.7525711, -1.6545651 50.7520821, -1.654271 50.7515209, -1.6542014 50.7513998)",B3058,,,
97327381,2,Old Milton Road,tertiary,False,False,23.208,"LINESTRING (-1.6579557 50.7525848, -1.6580364 50.7525613, -1.6580943 50.7525444, -1.6582264 50.7524696)",,,,
97327382,,,tertiary,True,False,10.459,"LINESTRING (-1.6579557 50.7525848, -1.657965 50.7525995, -1.6579669 50.7526088, -1.6579631 50.7526263, -1.6579463 50.7526447, -1.6579222 50.7526563, -1.6579062 50.75266)",,roundabout,,
160218435,,,secondary,False,False,7.916,"LINESTRING (-1.6556982 50.7571569, -1.6557654 50.7570998)",B3058,,,
160218434,,Manor Road,residential,False,True,125.097,"LINESTRING (-1.6556982 50.7571569, -1.6555335 50.7570742, -1.6552219 50.7571321, -1.6540291 50.7573541)",,,,
207791810,2,Station Road,secondary,False,False,19.996,"LINESTRING (-1.6536251 50.7504558, -1.6534786 50.7503017)",B3058,,,
207791810,2,Station Road,secondary,False,True,92.645,"LINESTRING (-1.6536251 50.7504558, -1.6541323 50.7512247)",B3058,,,
28608179,,Barton Court Road,residential,False,True,177.303,"LINESTRING (-1.6536251 50.7504558, -1.6540185 50.7502549, -1.6545692 50.7499374, -1.6548606 50.7497694, -1.6551342 50.7496054, -1.6554378 50.7494141, -1.6554908 50.7493852)",,,,
28608179,,Barton Court Road,residential,False,False,71.02,"LINESTRING (-1.6562295 50.7489499, -1.6554908 50.7493852)",,,,
28612840,,Crossmead Avenue,residential,False,False,54.885000000000005,"LINESTRING (-1.6562295 50.7489499, -1.656508 50.7491851, -1.656609 50.7493743)",,,,
28612840,,Crossmead Avenue,residential,False,False,67.151,"LINESTRING (-1.656609 50.7493743, -1.6567912 50.7499671)",,,,
28612915,,Garden Close,residential,False,True,76.181,"LINESTRING (-1.656609 50.7493743, -1.6574048 50.7489097)",,,,
28612840,,Crossmead Avenue,residential,False,True,54.885000000000005,"LINESTRING (-1.656609 50.7493743, -1.656508 50.7491851, -1.6562295 50.7489499)",,,,
28612840,,Crossmead Avenue,residential,False,True,67.151,"LINESTRING (-1.6567912 50.7499671, -1.656609 50.7493743)",,,,
28612929,,Wessex Avenue,residential,False,False,117.141,"LINESTRING (-1.6567912 50.7499671, -1.6580787 50.7506351)",,,,
28612840,,Crossmead Avenue,residential,False,False,301.673,"LINESTRING (-1.6567912 50.7499671, -1.6553836 50.7507926, -1.6553922 50.7508632, -1.6566281 50.7514605, -1.6573037 50.7515802)",,,,
28612840,,Crossmead Avenue,residential,False,True,104.322,"LINESTRING (-1.6586252 50.7519968, -1.6580124 50.7518136, -1.6578808 50.7517735, -1.6574864 50.7516126, -1.6573037 50.7515802)",,,,
160218806,2,Old Milton Road,tertiary,False,False,193.625,"LINESTRING (-1.6586252 50.7519968, -1.6589704 50.7515799, -1.659165 50.7513716, -1.6593649 50.7511801, -1.659428 50.7511197, -1.6595169 50.751046, -1.6597082 50.7508815, -1.660115 50.7505372)",,,,
160218806,2,Old Milton Road,tertiary,False,True,59.607,"LINESTRING (-1.6586252 50.7519968, -1.6584005 50.7522764, -1.6582264 50.7524696)",,,,
28612915,,Garden Close,residential,False,False,76.181,"LINESTRING (-1.6574048 50.7489097, -1.656609 50.7493743)",,,,
28612929,,Wessex Avenue,residential,False,True,117.141,"LINESTRING (-1.6580787 50.7506351, -1.6567912 50.7499671)",,,,
28612929,,Wessex Avenue,residential,False,False,122.73,"LINESTRING (-1.6580787 50.7506351, -1.6580787 50.7508523, -1.6573663 50.7514388, -1.6573037 50.7515802)",,,,
28613026,,Dawkins Way,residential,False,False,99.032,"LINESTRING (-1.6580787 50.7506351, -1.6588426 50.7500921, -1.6591 50.7500758)",,,,
28612840,,Crossmead Avenue,residential,False,False,104.322,"LINESTRING (-1.6573037 50.7515802, -1.6574864 50.7516126, -1.6578808 50.7517735, -1.6580124 50.7518136, -1.6586252 50.7519968)",,,,
28612840,,Crossmead Avenue,residential,False,True,301.673,"LINESTRING (-1.6573037 50.7515802, -1.6566281 50.7514605, -1.6553922 50.7508632, -1.6553836 50.7507926, -1.6567912 50.7499671)",,,,
28612929,,Wessex Avenue,residential,False,True,122.73,"LINESTRING (-1.6573037 50.7515802, -1.6573663 50.7514388, -1.6580787 50.7508523, -1.6580787 50.7506351)",,,,
28612938,,Furze Croft,residential,False,False,87.929,"LINESTRING (-1.660115 50.7505372, -1.6591 50.7500758)",,,,
160218806,2,Old Milton Road,tertiary,False,False,132.83,"LINESTRING (-1.660115 50.7505372, -1.660363 50.7502965, -1.6606253 50.749971, -1.6609558 50.7494711)",,,,
160218806,2,Old Milton Road,tertiary,False,True,193.625,"LINESTRING (-1.660115 50.7505372, -1.6597082 50.7508815, -1.6595169 50.751046, -1.659428 50.7511197, -1.6593649 50.7511801, -1.659165 50.7513716, -1.6589704 50.7515799, -1.6586252 50.7519968)",,,,
28612938,,Furze Croft,residential,False,False,73.529,"LINESTRING (-1.6591 50.7500758, -1.6596821 50.7495266)",,,,
28612938,,Furze Croft,residential,False,True,87.929,"LINESTRING (-1.6591 50.7500758, -1.660115 50.7505372)",,,,
28613026,,Dawkins Way,residential,False,True,99.032,"LINESTRING (-1.6591 50.7500758, -1.6588426 50.7500921, -1.6580787 50.7506351)",,,,
28612938,,Furze Croft,residential,False,True,50.072,"LINESTRING (-1.6600785 50.7491526, -1.6596821 50.7495266)",,,,
28612938,,Furze Croft,residential,False,False,50.072,"LINESTRING (-1.6596821 50.7495266, -1.6600785 50.7491526)",,,,
28612938,,Furze Croft,residential,False,True,73.529,"LINESTRING (-1.6596821 50.7495266, -1.6591 50.7500758)",,,,
28612959,,Durland Close,residential,False,False,71.926,"LINESTRING (-1.6596821 50.7495266, -1.6588941 50.7491145)",,,,
28612959,,Durland Close,residential,False,True,71.926,"LINESTRING (-1.6588941 50.7491145, -1.6596821 50.7495266)",,,,
28612981,,Durland Close,residential,False,True,80.281,"LINESTRING (-1.6588941 50.7491145, -1.6580872 50.749625)",,,,
28612981,,Durland Close,residential,False,False,80.281,"LINESTRING (-1.6580872 50.749625, -1.6588941 50.7491145)",,,,
28613033,,Waverley Road,residential,False,False,231.267,"LINESTRING (-1.6515298 50.7519764, -1.6517242 50.7518123, -1.6529486 50.750779, -1.6534786 50.7503017)",,,,
207791810,2,Station Road,secondary,False,False,38.789,"LINESTRING (-1.6534786 50.7503017, -1.6533386 50.7499643)",B3058,,,
207791810,2,Station Road,secondary,False,True,19.996,"LINESTRING (-1.6534786 50.7503017, -1.6536251 50.7504558)",B3058,,,
28613033,,Waverley Road,residential,False,True,231.267,"LINESTRING (-1.6534786 50.7503017, -1.6529486 50.750779, -1.6517242 50.7518123, -1.6515298 50.7519764)",,,,
28608179,,Barton Court Road,residential,False,True,71.02,"LINESTRING (-1.6554908 50.7493852, -1.6562295 50.7489499)",,,,
28613049,,Mount Avenue,residential,False,False,49.876,"LINESTRING (-1.6554908 50.7493852, -1.6551891 50.7489793)",,,,
28608179,,Barton Court Road,residential,False,False,177.303,"LINESTRING (-1.6554908 50.7493852, -1.6554378 50.7494141, -1.6551342 50.7496054, -1.6548606 50.7497694, -1.6545692 50.7499374, -1.6540185 50.7502549, -1.6536251 50.7504558)",,,,
28613068,,Norris Gardens,residential,False,False,19.259,"LINESTRING (-1.6538558 50.7490765, -1.6540482 50.7491997)",,,,
28613068,,Norris Gardens,residential,False,True,19.259,"LINESTRING (-1.6540482 50.7491997, -1.6538558 50.7490765)",,,,
867935187,,,residential,False,False,26.682,"LINESTRING (-1.6540482 50.7491997, -1.6542981 50.7493802)",,,,
28613068,,Norris Gardens,residential,False,False,51.372,"LINESTRING (-1.6540482 50.7491997, -1.6543193 50.7490385, -1.6545768 50.749196)",,,,
28613068,,Norris Gardens,residential,False,False,49.36,"LINESTRING (-1.6545768 50.749196, -1.6551891 50.7489793)",,,,
28613071,,Norris Gardens,residential,False,True,24.897,"LINESTRING (-1.6545768 50.749196, -1.6547999 50.7493698)",,,,
28613068,,Norris Gardens,residential,False,True,51.372,"LINESTRING (-1.6545768 50.749196, -1.6543193 50.7490385, -1.6540482 50.7491997)",,,,
28613049,,Mount Avenue,residential,False,True,49.876,"LINESTRING (-1.6551891 50.7489793, -1.6554908 50.7493852)",,,,
28613068,,Norris Gardens,residential,False,True,49.36,"LINESTRING (-1.6551891 50.7489793, -1.6545768 50.749196)",,,,
28613071,,Norris Gardens,residential,False,False,24.897,"LINESTRING (-1.6547999 50.7493698, -1.6545768 50.749196)",,,,
