osmid,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed,bridge,lanes
31145639,,tertiary,,False,True,21.6,"LINESTRING (-2.3727753 52.6662596, -2.3728415 52.6661663, -2.3729292 52.6660904)",Bradford Street,30 mph,,
31145662,,tertiary,,False,False,214.98100000000002,"LINESTRING (-2.3727753 52.6662596, -2.3717659 52.6663243, -2.3713591 52.6664011, -2.3709257 52.6665664, -2.3702996 52.6668254, -2.369908 52.6669906)",Aston Street,30 mph,,
31145685,,unclassified,,False,False,78.813,"LINESTRING (-2.3704371 52.6703734, -2.3692683 52.6703786)",Curriers Lane,,,2
31145685,,unclassified,,False,True,75.967,"LINESTRING (-2.3704371 52.6703734, -2.3709245 52.670371, -2.3715637 52.6703731)",Curriers Lane,,,2
31145674,,unclassified,,False,False,272.493,"LINESTRING (-2.3785914 52.6692926, -2.3794334 52.6716894)",Haughton Lane,,,
31145674,,unclassified,,False,True,104.111,"LINESTRING (-2.3785914 52.6692926, -2.378258 52.6683784)",Haughton Lane,,,
31819572,,residential,,False,False,93.563,"LINESTRING (-2.3785914 52.6692926, -2.3772043 52.6693139)",Haughton Drive,,,
31819572,,residential,,False,False,41.208,"LINESTRING (-2.3772043 52.6693139, -2.3765932 52.6693172)",Haughton Drive,,,
31819572,,residential,,False,True,93.563,"LINESTRING (-2.3772043 52.6693139, -2.3785914 52.6692926)",Haughton Drive,,,
31819579,,residential,,False,False,82.163,"LINESTRING (-2.3772043 52.6693139, -2.3771991 52.6700528)",Haughton Drive,,,
31819572,,residential,,False,True,41.208,"LINESTRING (-2.3765932 52.6693172, -2.3772043 52.6693139)",Haughton Drive,,,
31819579,,residential,,False,True,82.163,"LINESTRING (-2.3771991 52.6700528, -2.3772043 52.6693139)",Haughton Drive,,,
97086725,A464,primary,,False,False,107.206,"LINESTRING (-2.3726151 52.6646823, -2.3726846 52.6651949, -2.3727064 52.6653542, -2.3727799 52.6656407)",Market Place,30 mph,,
97086750,,residential,,False,True,50.685,"LINESTRING (-2.3726151 52.6646823, -2.3723149 52.6646802, -2.3719192 52.6648119)",The Grove,,,
97086764,A464,primary,,False,True,84.807,"LINESTRING (-2.3726151 52.6646823, -2.3726016 52.6645494, -2.3725943 52.6643622, -2.3726199 52.6639202)",Park Street,30 mph,,
645704785,A464,primary,roundabout,True,False,4.774,"LINESTRING (-2.3780382 52.6675352, -2.3780093 52.6675446, -2.3779727 52.6675508)",Holyhead Road,,,
232656507,A4169,primary,,True,False,11.788,"LINESTRING (-2.377903 52.667358, -2.3779672 52.6672594)",Innage Road,30 mph,,
645704741,A464,primary,roundabout,True,False,8.754,"LINESTRING (-2.377903 52.667358, -2.3779452 52.6673543, -2.3779869 52.6673572, -2.3780288 52.6673675)",Holyhead Road,,,
71510196,A4169,primary,,False,False,158.177,"LINESTRING (-2.377981 52.6650516, -2.3779188 52.6657102, -2.3779428 52.6664729)",Innage Road,30 mph,,
71510196,A4169,primary,,False,True,89.279,"LINESTRING (-2.377981 52.6650516, -2.3779837 52.6645263, -2.3779783 52.6644912, -2.3779412 52.6642499)",Innage Road,30 mph,,
97086741,,residential,,False,True,97.375,"LINESTRING (-2.377981 52.6650516, -2.3784134 52.6650528, -2.3787014 52.6650324, -2.3788972 52.6650075, -2.3790731 52.6649801, -2.3793892 52.6649043)",Innage Croft,,,
71510191,,residential,,False,True,6.332,"LINESTRING (-2.3756039 52.6690086, -2.3756106 52.6690654)",Shrewsbury Fields,,,
71510197,,residential,,False,False,40.232,"LINESTRING (-2.3762063 52.669045, -2.3756106 52.6690654)",Shrewsbury Fields,,,
71510197,,residential,,False,True,62.043,"LINESTRING (-2.3762063 52.669045, -2.3771245 52.6690091)",Shrewsbury Fields,,,
71510200,,residential,,False,True,163.656,"LINESTRING (-2.3762063 52.669045, -2.3761266 52.667574)",Shrewsbury Fields,,,
71510200,,residential,,False,False,163.656,"LINESTRING (-2.3761266 52.667574, -2.3762063 52.669045)",Shrewsbury Fields,,,
71510202,B4379,secondary,,False,False,57.057,"LINESTRING (-2.3761266 52.667574, -2.3752809 52.6675903)",Shrewsbury Road,30 mph,,
71510202,B4379,secondary,,False,True,103.521,"LINESTRING (-2.3761266 52.667574, -2.3776615 52.6675566)",Shrewsbury Road,30 mph,,
71510187,,residential,,False,False,5.057,"LINESTRING (-2.3771288 52.6690545, -2.3771245 52.6690091)",Shrewsbury Fields,,,
71510187,,residential,,False,True,6.353,"LINESTRING (-2.3771181 52.6689521, -2.3771245 52.6690091)",Shrewsbury Fields,,,
71510189,A464,primary,,True,False,15.581,"LINESTRING (-2.3776131 52.6673594, -2.3778422 52.6673776)",Holyhead Road,,,
97086790,A464,primary,,False,True,346.67900000000003,"LINESTRING (-2.3776131 52.6673594, -2.3752129 52.6667719, -2.3750439 52.6667296, -2.3743882 52.6665447, -2.3743435 52.6665321, -2.3740724 52.6664559, -2.3730377 52.6661528, -2.3729292 52.6660904)",Victoria Road,30 mph,,
71510191,,residential,,False,False,6.332,"LINESTRING (-2.3756106 52.6690654, -2.3756039 52.6690086)",Shrewsbury Fields,,,
71510191,,residential,,False,True,5.918,"LINESTRING (-2.3756106 52.6690654, -2.375624 52.669118)",Shrewsbury Fields,,,
71510197,,residential,,False,True,40.232,"LINESTRING (-2.3756106 52.6690654, -2.3762063 52.669045)",Shrewsbury Fields,,,
71510191,,residential,,False,False,5.918,"LINESTRING (-2.375624 52.669118, -2.3756106 52.6690654)",Shrewsbury Fields,,,
79869766,A4169,primary,,True,False,24.427,"LINESTRING (-2.3779412 52.6642499, -2.3777973 52.6640483)",,,,
71510196,A4169,primary,,False,False,89.279,"LINESTRING (-2.3779412 52.6642499, -2.3779783 52.6644912, -2.3779837 52.6645263, -2.377981 52.6650516)",Innage Road,30 mph,,
71510187,,residential,,False,False,6.353,"LINESTRING (-2.3771245 52.6690091, -2.3771181 52.6689521)",Shrewsbury Fields,,,
71510187,,residential,,False,True,5.057,"LINESTRING (-2.3771245 52.6690091, -2.3771288 52.6690545)",Shrewsbury Fields,,,
71510197,,residential,,False,False,62.043,"LINESTRING (-2.3771245 52.6690091, -2.3762063 52.669045)",Shrewsbury Fields,,,
71510202,B4379,secondary,,False,False,103.521,"LINESTRING (-2.3776615 52.6675566, -2.3761266 52.667574)",Shrewsbury Road,30 mph,,
71510190,B4379,secondary,,True,False,12.870000000000001,"LINESTRING (-2.3776615 52.6675566, -2.3777319 52.6675149, -2.3777866 52.6674697)",,30 mph,,
79869220,A464,primary,,True,False,14.393,"LINESTRING (-2.3777873 52.6674342, -2.3776131 52.6673594)",Holyhead Road,,,
645704780,A464,primary,roundabout,True,False,7.426,"LINESTRING (-2.3777873 52.6674342, -2.3777973 52.6674145, -2.377816 52.6673946, -2.3778422 52.6673776)",Holyhead Road,,,
97086731,,residential,,False,True,14.778,"LINESTRING (-2.3755105 52.6714452, -2.3756646 52.6715397)",Sycamore Close,,,
97086773,,residential,,False,False,68.92699999999999,"LINESTRING (-2.3755105 52.6714452, -2.3753727 52.6714775, -2.3752209 52.6715041, -2.3745123 52.6714397)",Sycamore Close,,,
97086773,,residential,,False,True,47.356,"LINESTRING (-2.3755105 52.6714452, -2.3755689 52.6713948, -2.3756272 52.6713118, -2.3756565 52.6710383)",Sycamore Close,,,
97086764,A464,primary,,False,True,32.275,"LINESTRING (-2.3726199 52.6639202, -2.372652 52.6636306)",Park Street,30 mph,,
97086792,,residential,,False,True,28.409,"LINESTRING (-2.3726199 52.6639202, -2.3730411 52.6639244)",Park Street,,,
97086764,A464,primary,,False,False,84.807,"LINESTRING (-2.3726199 52.6639202, -2.3725943 52.6643622, -2.3726016 52.6645494, -2.3726151 52.6646823)",Park Street,30 mph,,
97086740,,residential,,False,False,23.126,"LINESTRING (-2.3698085 52.6672849, -2.3696393 52.667104)",Bluegate,,,
97086740,,residential,,False,True,32.996,"LINESTRING (-2.3698085 52.6672849, -2.3699832 52.6673386, -2.3701274 52.6674936)",Bluegate,,,
97086795,,residential,,False,True,34.44,"LINESTRING (-2.3698085 52.6672849, -2.3695075 52.6673529, -2.3693785 52.6674371)",Bluegate,,,
97086781,B4379,secondary,,False,True,38.344,"LINESTRING (-2.3728232 52.6697518, -2.3729594 52.669417)",Broadway,30 mph,,
97086781,B4379,secondary,,False,False,73.879,"LINESTRING (-2.3728232 52.6697518, -2.3726968 52.67002, -2.3725358 52.6703929)",Broadway,30 mph,,
97086789,,residential,,False,True,59.617,"LINESTRING (-2.3728232 52.6697518, -2.3731775 52.6697631, -2.3735043 52.6697407, -2.3737046 52.6697356)",Broadway Close,,,
97086762,,residential,,False,False,36.501,"LINESTRING (-2.3702386 52.6696229, -2.3698615 52.6693874)",Greenfields Crescent,,,
97086794,,residential,,False,False,69.358,"LINESTRING (-2.3702386 52.6696229, -2.3701461 52.6696698, -2.3700564 52.6697055, -2.3699197 52.6697411, -2.3698046 52.6697615, -2.3696849 52.6697684, -2.3695714 52.6697728, -2.3692734 52.6697691)",Greenfields Crescent,,,
97086794,,residential,,False,True,85.01400000000001,"LINESTRING (-2.3702386 52.6696229, -2.3703093 52.6695751, -2.370371 52.6695242, -2.3704291 52.669465, -2.3704604 52.6694135, -2.3704816 52.6693693, -2.370502 52.6693224, -2.3705097 52.6692657, -2.3705192 52.6689403, -2.370517 52.6689038)",Greenfields Crescent,,,
97086735,,residential,,False,False,47.328,"LINESTRING (-2.3754583 52.6703977, -2.3761602 52.6703974)",Beech Drive,,,
97086724,,residential,,False,False,114.22499999999998,"LINESTRING (-2.3754583 52.6703977, -2.3754287 52.6703446, -2.3754012 52.6703244, -2.3753594 52.6702891, -2.3752441 52.6702679, -2.3747881 52.6702661, -2.3747 52.670276, -2.3746423 52.6703092, -2.3745932 52.6703528, -2.3745391 52.6705981, -2.3745737 52.6706397, -2.3747043 52.6707048)",Beech Drive,,,
97086735,,residential,,False,True,64.72800000000001,"LINESTRING (-2.3754583 52.6703977, -2.3752901 52.6704157, -2.3751346 52.6704417, -2.3749547 52.6705019, -2.3748173 52.6705824, -2.3747043 52.6707048)",Beech Drive,,,
97086764,A464,primary,,False,False,36.969,"LINESTRING (-2.3726741 52.6632984, -2.372652 52.6636306)",Park Street,30 mph,,
97086766,,residential,,False,False,88.16300000000001,"LINESTRING (-2.3726741 52.6632984, -2.3722442 52.6632158, -2.3720741 52.6632018, -2.3719108 52.663197, -2.3717581 52.6632001, -2.3716369 52.663208, -2.3715627 52.6632133, -2.3714755 52.6632187, -2.3713914 52.6632178)",Silvermere Park,,,
97086747,,residential,,False,False,23.666,"LINESTRING (-2.3767114 52.6712847, -2.3766468 52.6710755)",Laburnum Close,,,
97086783,,residential,,False,True,35.499,"LINESTRING (-2.3669069 52.6676151, -2.367036 52.6679246)",Aston Dale,,,
97086772,,tertiary,,False,False,63.771,"LINESTRING (-2.3669069 52.6676151, -2.3664584 52.6676692, -2.366308 52.6676976, -2.3661267 52.6677468, -2.3660069 52.6677808)",Aston Road,30 mph,,
97086772,,tertiary,,False,True,142.48,"LINESTRING (-2.3669069 52.6676151, -2.3673539 52.6675612, -2.3689479 52.6672864)",Aston Road,30 mph,,
97086761,,residential,,False,True,199.82599999999996,"LINESTRING (-2.3730188 52.668577, -2.3720516 52.6685789, -2.3717827 52.6685781, -2.37167 52.6685847, -2.3715641 52.6686113, -2.3715224 52.6686326, -2.3714754 52.6686566, -2.3714042 52.6687108, -2.3713547 52.6687874, -2.3713602 52.6688616, -2.3714148 52.6689597, -2.3714536 52.6690493, -2.3714937 52.6691418, -2.3714933 52.6692293, -2.3714895 52.6692752, -2.3714624 52.6693254, -2.3713323 52.669435)",Tudor Way,,,
97086781,B4379,secondary,,False,False,93.561,"LINESTRING (-2.3730188 52.668577, -2.3729911 52.6692643, -2.3729594 52.669417)",Broadway,30 mph,,
97086781,B4379,secondary,,False,True,69.519,"LINESTRING (-2.3730188 52.668577, -2.3730449 52.6682957, -2.3730396 52.6681053, -2.3730234 52.6679526)",Broadway,30 mph,,
97086729,,residential,,False,False,182.40300000000002,"LINESTRING (-2.3752164 52.6698243, -2.3752071 52.669586, -2.3761537 52.6695698, -2.3761442 52.6697567, -2.3761602 52.6703974)",Maple Close,,,
97086737,,residential,,False,True,6.565,"LINESTRING (-2.3698712 52.6649083, -2.3699685 52.6649102)",Mead Way,,,
1000808912,,residential,,False,False,6.531,"LINESTRING (-2.3698712 52.6649083, -2.3697744 52.6649064)",Mead Way,,,
97086737,,residential,,False,False,260.404,"LINESTRING (-2.3698712 52.6649083, -2.3698729 52.6649897, -2.369849 52.665084, -2.369748 52.6651607, -2.3696767 52.6652038, -2.3695862 52.6652439, -2.3694011 52.6652838, -2.3691917 52.6652761, -2.369027 52.6652249, -2.3688605 52.6651982, -2.3687181 52.665189, -2.3684902 52.6651858, -2.3680536 52.6651517, -2.3677454 52.6651163, -2.3676366 52.6650802, -2.3676122 52.6650392, -2.3676012 52.6649782, -2.3676489 52.6646788, -2.367696 52.6645999, -2.3677869 52.6645451, -2.3679086 52.6645142, -2.3680184 52.664493)",Mead Way,,,
1267253864,,residential,,False,False,7.044,"LINESTRING (-2.378929 52.6670027, -2.3789249 52.6669394)",,,,
1267253864,,residential,,False,True,8.335,"LINESTRING (-2.378929 52.6670027, -2.3789338 52.6670776)",,,,
97086782,,residential,,False,False,158.07399999999998,"LINESTRING (-2.378929 52.6670027, -2.3792811 52.6669969, -2.3793253 52.6669758, -2.379345 52.6669294, -2.3793727 52.6667166, -2.3793736 52.66652, -2.3793603 52.6664829, -2.3792911 52.6664659, -2.3787183 52.6664601, -2.3782483 52.6664704)",The Lindens,,,
97086749,,residential,,False,False,133.463,"LINESTRING (-2.3696826 52.6634954, -2.3702971 52.6632046, -2.3703912 52.6631683, -2.3705152 52.6631347, -2.3706364 52.6631067, -2.3707662 52.6630879, -2.3708858 52.6630771, -2.371013 52.6630834, -2.371113 52.6631211, -2.3712144 52.6631685, -2.3713914 52.6632178)",Silvermere Park,,,
97086766,,residential,,False,True,156.61599999999999,"LINESTRING (-2.3696826 52.6634954, -2.369726 52.6635352, -2.3698103 52.6636124, -2.3698826 52.6636665, -2.3699484 52.6637048, -2.3700472 52.6637359, -2.3701403 52.6637553, -2.3702598 52.6637614, -2.3703886 52.6637562, -2.3705348 52.6637371, -2.3706611 52.6637154, -2.3707725 52.6636834, -2.3708818 52.6636421, -2.3709682 52.6635989, -2.3710602 52.6635474, -2.3711537 52.663497, -2.3712372 52.6634415, -2.3712903 52.6633973, -2.3713424 52.6633469, -2.3713861 52.6632485, -2.3713914 52.6632178)",Silvermere Park,,,
97086749,,residential,,False,True,161.008,"LINESTRING (-2.3696826 52.6634954, -2.368568 52.6640048, -2.3684595 52.6640567, -2.3683788 52.664109, -2.3683183 52.6641575, -2.3682397 52.6642241, -2.3680748 52.6644583, -2.3680184 52.664493)",Silvermere Park,,,
97086770,,residential,,False,True,50.469,"LINESTRING (-2.371358 52.6716544, -2.3721059 52.6716727)",High Street,,,
1235553763,,residential,,False,False,52.543,"LINESTRING (-2.371358 52.6716544, -2.3713413 52.6716767, -2.3713137 52.6716946, -2.3712782 52.6717062, -2.3712383 52.6717103, -2.3711985 52.6717064, -2.3711627 52.671695, -2.3711348 52.6716773, -2.3711178 52.6716551, -2.3711134 52.6716301, -2.3711228 52.6716056, -2.3711449 52.6715843, -2.3711773 52.6715686, -2.3712164 52.6715603, -2.3712579 52.6715602, -2.3712971 52.6715683, -2.3713298 52.6715838, -2.3713523 52.6716049, -2.371362 52.6716294, -2.371358 52.6716544)",High Street,,,
1235553763,,residential,,False,True,52.54299999999999,"LINESTRING (-2.371358 52.6716544, -2.371362 52.6716294, -2.3713523 52.6716049, -2.3713298 52.6715838, -2.3712971 52.6715683, -2.3712579 52.6715602, -2.3712164 52.6715603, -2.3711773 52.6715686, -2.3711449 52.6715843, -2.3711228 52.6716056, -2.3711134 52.6716301, -2.3711178 52.6716551, -2.3711348 52.6716773, -2.3711627 52.671695, -2.3711985 52.6717064, -2.3712383 52.6717103, -2.3712782 52.6717062, -2.3713137 52.6716946, -2.3713413 52.6716767, -2.371358 52.6716544)",High Street,,,
97086748,,residential,,False,False,55.205000000000005,"LINESTRING (-2.370517 52.6689038, -2.370555 52.6688194, -2.3705591 52.6687704, -2.3705234 52.6687368, -2.3703884 52.6686611, -2.3702813 52.6686279, -2.3701783 52.6686531, -2.3701002 52.6687021)",Greenfields Crescent,,,
97086794,,residential,,False,True,35.997,"LINESTRING (-2.370517 52.6689038, -2.3704717 52.6688756, -2.3701002 52.6687021)",Greenfields Crescent,,,
97086794,,residential,,False,False,85.01400000000001,"LINESTRING (-2.370517 52.6689038, -2.3705192 52.6689403, -2.3705097 52.6692657, -2.370502 52.6693224, -2.3704816 52.6693693, -2.3704604 52.6694135, -2.3704291 52.669465, -2.370371 52.6695242, -2.3703093 52.6695751, -2.3702386 52.6696229)",Greenfields Crescent,,,
97086751,,residential,,False,False,61.331,"LINESTRING (-2.3758466 52.663508, -2.3753833 52.6634984, -2.3751614 52.6634918, -2.3750377 52.6634979, -2.3749416 52.6635137)",Vicarage Drive,,,
97086751,,residential,,False,True,92.408,"LINESTRING (-2.3758466 52.663508, -2.3762079 52.6635163, -2.3764039 52.6634975, -2.3768166 52.6634309, -2.3770471 52.6634282, -2.3771956 52.6634496)",Vicarage Drive,,,
97086761,,residential,,False,False,199.826,"LINESTRING (-2.3713323 52.669435, -2.3714624 52.6693254, -2.3714895 52.6692752, -2.3714933 52.6692293, -2.3714937 52.6691418, -2.3714536 52.6690493, -2.3714148 52.6689597, -2.3713602 52.6688616, -2.3713547 52.6687874, -2.3714042 52.6687108, -2.3714754 52.6686566, -2.3715224 52.6686326, -2.3715641 52.6686113, -2.37167 52.6685847, -2.3717827 52.6685781, -2.3720516 52.6685789, -2.3730188 52.668577)",Tudor Way,,,
38720832,B4379,secondary,,False,False,28.421,"LINESTRING (-2.372286 52.6709746, -2.3722064 52.6712256)",High Street,30 mph,,
97086768,,residential,,False,True,40.907,"LINESTRING (-2.372286 52.6709746, -2.3728881 52.6710197)",The Willows,,,
38720832,B4379,secondary,,False,True,66.843,"LINESTRING (-2.372286 52.6709746, -2.3723612 52.6708098, -2.3724337 52.6706335, -2.3725058 52.6704669, -2.3725358 52.6703929)",High Street,30 mph,,
97086746,,residential,,False,False,76.388,"LINESTRING (-2.3781197 52.6671498, -2.3781354 52.6667814, -2.3782483 52.6664704)",The Lindens,,,
97086735,,residential,,False,True,102.89,"LINESTRING (-2.378174 52.6718429, -2.3777804 52.6709489)",Beech Drive,,,
97086744,,residential,,False,True,86.615,"LINESTRING (-2.378174 52.6718429, -2.3794334 52.6716894)",,,,
97086724,,residential,,False,True,114.225,"LINESTRING (-2.3747043 52.6707048, -2.3745737 52.6706397, -2.3745391 52.6705981, -2.3745932 52.6703528, -2.3746423 52.6703092, -2.3747 52.670276, -2.3747881 52.6702661, -2.3752441 52.6702679, -2.3753594 52.6702891, -2.3754012 52.6703244, -2.3754287 52.6703446, -2.3754583 52.6703977)",Beech Drive,,,
97086735,,residential,,False,False,64.728,"LINESTRING (-2.3747043 52.6707048, -2.3748173 52.6705824, -2.3749547 52.6705019, -2.3751346 52.6704417, -2.3752901 52.6704157, -2.3754583 52.6703977)",Beech Drive,,,
97086735,,residential,,False,True,82.843,"LINESTRING (-2.3747043 52.6707048, -2.3746555 52.6708071, -2.3746312 52.6709145, -2.3745123 52.6714397)",Beech Drive,,,
97086793,,residential,,False,False,44.979,"LINESTRING (-2.3730257 52.6643288, -2.3730411 52.6639244)",Dyas Mews,,,
97086747,,residential,,False,False,77.722,"LINESTRING (-2.3766468 52.6710755, -2.3777804 52.6709489)",Laburnum Close,,,
97086747,,residential,,False,True,23.666,"LINESTRING (-2.3766468 52.6710755, -2.3767114 52.6712847)",Laburnum Close,,,
407043529,,residential,,False,False,5.986,"LINESTRING (-2.3766468 52.6710755, -2.3765595 52.6710853)",,,,
97086731,,residential,,False,False,14.778,"LINESTRING (-2.3756646 52.6715397, -2.3755105 52.6714452)",Sycamore Close,,,
97086792,,residential,,False,False,26.002,"LINESTRING (-2.3734266 52.6639286, -2.3730411 52.6639244)",Park Street,,,
31145685,,unclassified,,False,False,6.631,"LINESTRING (-2.3657332 52.6681105, -2.3656929 52.6680561)",Curriers Lane,,,2
31145685,,unclassified,,False,True,22.112,"LINESTRING (-2.3657332 52.6681105, -2.3658877 52.6682859)",Curriers Lane,,,2
97086755,,residential,,False,False,23.308,"LINESTRING (-2.3750803 52.6656515, -2.3749043 52.6654711)",Church Meadow,,,
97086767,,residential,,False,False,41.028,"LINESTRING (-2.3775532 52.6631654, -2.3773306 52.6632825, -2.3772518 52.6633389, -2.3772181 52.6633869, -2.3771956 52.6634496)",Manor Close,,,
31145685,,unclassified,,False,True,6.631,"LINESTRING (-2.3656929 52.6680561, -2.3657332 52.6681105)",Curriers Lane,,,2
97086750,,residential,,False,False,50.685,"LINESTRING (-2.3719192 52.6648119, -2.3723149 52.6646802, -2.3726151 52.6646823)",The Grove,,,
97086750,,residential,,False,True,85.93,"LINESTRING (-2.3719192 52.6648119, -2.3714913 52.6648173, -2.3713438 52.6647909, -2.3710585 52.6646168, -2.3709872 52.6645894, -2.370785 52.6646022)",The Grove,,,
