osmid,oneway,ref,name,highway,maxspeed,junction,reversed,length,geometry,lanes,bridge,tunnel
168085071,True,A635,College Square,trunk,30 mph,roundabout,False,65.991,"LINESTRING (-1.482709 53.5561863, -1.4827135 53.5561192, -1.4827361 53.556057, -1.4827668 53.5560177, -1.4828243 53.5559756, -1.4828884 53.5559509, -1.4829521 53.5559371, -1.4830158 53.5559329, -1.4831007 53.5559348, -1.4831911 53.555954, -1.4832683 53.5559837, -1.4833504 53.5560462)",,,
168085076,True,,Church Street,tertiary,30 mph,,False,14.736,"LINESTRING (-1.482709 53.5561863, -1.4826648 53.5561562, -1.4825709 53.5560823)",,,
19567916,True,,Shambles Street,tertiary,30 mph,,False,43.615,"LINESTRING (-1.4819753 53.5535799, -1.4823315 53.5535626, -1.48261 53.5535353, -1.4826302 53.5535329)",2,,
175770783,True,,Shambles Street,tertiary,30 mph,,False,24.018,"LINESTRING (-1.4832279 53.553482, -1.483016 53.5535718, -1.482941 53.553614)",,,
"[900392456, 261218279]",False,,Shambles Street,tertiary,30 mph,,False,221.115,"LINESTRING (-1.4832279 53.553482, -1.4835319 53.553437, -1.4836875 53.5534017, -1.4839696 53.5533267, -1.4844638 53.5531972, -1.4847069 53.5531567, -1.4855507 53.5530618, -1.485911 53.553014, -1.4860607 53.5529679, -1.486099 53.5529529, -1.4862102 53.5529098, -1.4863498 53.5528328)",,,
900392455,False,,Shambles Street,tertiary,30 mph,,False,25.211,"LINESTRING (-1.4863498 53.5528328, -1.4865774 53.5526508)",,,
42729378,True,,Peel Parade,unclassified,,,False,80.89499999999998,"LINESTRING (-1.4863498 53.5528328, -1.4862541 53.5527837, -1.4861918 53.5527517, -1.4860666 53.5526929, -1.4860363 53.552684, -1.4859754 53.552666, -1.4858445 53.5526562, -1.485426 53.5526714, -1.4853326 53.5526678, -1.4852316 53.5526426)",,,
"[900392456, 261218279]",False,,Shambles Street,tertiary,30 mph,,True,221.11499999999998,"LINESTRING (-1.4863498 53.5528328, -1.4862102 53.5529098, -1.486099 53.5529529, -1.4860607 53.5529679, -1.485911 53.553014, -1.4855507 53.5530618, -1.4847069 53.5531567, -1.4844638 53.5531972, -1.4839696 53.5533267, -1.4836875 53.5534017, -1.4835319 53.553437, -1.4832279 53.553482)",,,
19567917,True,,Townend Roundabout,trunk,30 mph,roundabout,False,32.256,"LINESTRING (-1.4871439 53.5517407, -1.4872729 53.5517417, -1.4873996 53.5517632, -1.4875152 53.5518051, -1.4875806 53.5518436)",2,,
167864910,True,,Racecommon Road,tertiary,30 mph,,False,48.690999999999995,"LINESTRING (-1.4871439 53.5517407, -1.48733 53.5516929, -1.487468 53.551655, -1.4875909 53.5516044, -1.4877666 53.5515137)",,,
61650191,False,,Fenton Street,unclassified,,,False,43.548,"LINESTRING (-1.485142 53.5522546, -1.4852316 53.5526426)",2,,
168587399,False,,Peel Street,unclassified,,,False,188.45100000000002,"LINESTRING (-1.485142 53.5522546, -1.4849697 53.5522692, -1.4844065 53.5523167, -1.4839314 53.5523569, -1.4832667 53.552413, -1.483105 53.5524266, -1.4824614 53.552481, -1.4823177 53.5524687)",,,
168587399,False,,Peel Street,unclassified,,,True,88.84900000000002,"LINESTRING (-1.485142 53.5522546, -1.4859646 53.5521852, -1.4861221 53.5521719, -1.4863223 53.552155, -1.4864736 53.5521422)",,,
"[19567920, 1134367580]",False,,Peel Square,unclassified,,,False,36.714,"LINESTRING (-1.4823177 53.5524687, -1.4822675 53.5524364, -1.4822302 53.5523893, -1.4821701 53.5522901, -1.4821775 53.5522289, -1.4822253 53.5521678)",1,,
168587399,False,,Peel Street,unclassified,,,True,188.45100000000002,"LINESTRING (-1.4823177 53.5524687, -1.4824614 53.552481, -1.483105 53.5524266, -1.4832667 53.552413, -1.4839314 53.5523569, -1.4844065 53.5523167, -1.4849697 53.5522692, -1.485142 53.5522546)",,,
19567921,True,,Pitt Street,unclassified,,,False,83.15099999999998,"LINESTRING (-1.4822253 53.5521678, -1.4831732 53.5518079, -1.4832229 53.551771, -1.4832304 53.5517391)",,,
