osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,bridge,lanes
37558222,True,Moorgate Street,tertiary,False,11.952,"LINESTRING (-1.3546103 53.4276355, -1.3547337 53.4277139)",,,,,
43239773,False,Mansfield Road,tertiary,True,48.098,"LINESTRING (-1.3546103 53.4276355, -1.3545096 53.4276839, -1.3544949 53.427691, -1.3540453 53.4279071)",,,,,
4834498,True,Fitzwilliam Road,primary,False,49.519,"LINESTRING (-1.3505205 53.4353895, -1.3502656 53.4353446, -1.3501848 53.4353294, -1.3501501 53.4353283, -1.3500932 53.4353264, -1.3499836 53.4353351, -1.3497969 53.435368)",A630,30 mph,,,
4838889,True,St Ann's Roundabout,primary,False,35.733000000000004,"LINESTRING (-1.3505205 53.4353895, -1.3504208 53.4353429, -1.3503558 53.4353105, -1.3502752 53.4352547, -1.3502407 53.4351899, -1.350219 53.4351377)",A630,30 mph,circular,,
4838889,True,St Ann's Roundabout,primary,False,14.725,"LINESTRING (-1.3507136 53.4354551, -1.3505205 53.4353895)",A630,30 mph,circular,,
4838889,True,St Ann's Roundabout,primary,False,39.355999999999995,"LINESTRING (-1.3503668 53.4349585, -1.3505662 53.4347969, -1.3506026 53.4347864, -1.3506818 53.4347653, -1.3508102 53.4347523)",A630,30 mph,circular,,
4839271,True,Saint Ann's Road,tertiary,False,42.202,"LINESTRING (-1.3503668 53.4349585, -1.3503982 53.4347979, -1.3503926 53.4347719, -1.3503626 53.4347126, -1.350312 53.4346705, -1.350209 53.4346225)",,20 mph,,,
4838889,True,St Ann's Roundabout,primary,False,36.594,"LINESTRING (-1.3508102 53.4347523, -1.3508882 53.434762, -1.3509584 53.4347782, -1.3511341 53.4348418, -1.3512882 53.4349099)",A630,30 mph,circular,,
4838889,True,St Ann's Roundabout,primary,False,32.691,"LINESTRING (-1.3512882 53.4349099, -1.3513588 53.4349671, -1.3514063 53.4350516, -1.351417 53.4350967, -1.3514277 53.4351425, -1.3514181 53.4351842)",A630,30 mph,circular,,
4838895,True,Centenary Way,primary,False,196.64999999999998,"LINESTRING (-1.3512882 53.4349099, -1.3514906 53.4349361, -1.3516624 53.4349361, -1.351847 53.4349212, -1.3524675 53.4348452, -1.3525626 53.4348335, -1.3542071 53.4346509)",A630,40 mph,,,
4838889,True,St Ann's Roundabout,primary,False,31.608,"LINESTRING (-1.3514181 53.4351842, -1.3512315 53.4353524, -1.351145 53.435417)",A630,30 mph,circular,,
37898996,True,Saint Ann's Road,tertiary,False,42.398,"LINESTRING (-1.350209 53.4346225, -1.3503383 53.4346441, -1.3504115 53.4346598, -1.3504823 53.434675, -1.3505429 53.434688, -1.3506935 53.4347242, -1.3508102 53.4347523)",,20 mph,,,
37898997,False,Saint Ann's Road,tertiary,False,51.562,"LINESTRING (-1.350209 53.4346225, -1.3499864 53.4345697, -1.3498442 53.4345202, -1.3497369 53.4344515, -1.3496565 53.4343317)",,20 mph,,,
4838889,True,St Ann's Roundabout,primary,False,30.601999999999997,"LINESTRING (-1.351145 53.435417, -1.3510386 53.4354567, -1.3509162 53.4354774, -1.3508224 53.435478, -1.3507136 53.4354551)",A630,30 mph,circular,,
4981541,False,Doncaster Gate,tertiary,False,42.331,"LINESTRING (-1.3512462 53.430896, -1.3515011 53.4308465, -1.3516011 53.4308323, -1.3518618 53.4307951)",,,,,
4981541,False,Doncaster Gate,tertiary,True,87.338,"LINESTRING (-1.3512462 53.430896, -1.3509967 53.4309549, -1.3507395 53.4310391, -1.3504117 53.4311839, -1.3501232 53.4313003)",,,,,
"[37140827, 37140828]",False,"['Summerfield', 'Chatham Street']",residential,False,202.30099999999996,"LINESTRING (-1.3512462 53.430896, -1.3510144 53.4307273, -1.3506405 53.4304551, -1.3505632 53.4303988, -1.3498771 53.4298674, -1.3497967 53.4298051, -1.3497243 53.4297395, -1.3496036 53.4296309, -1.3495361 53.4295605, -1.3494212 53.4294407)",,,,,
50444561,True,Catherine Street,residential,False,90.897,"LINESTRING (-1.3512462 53.430896, -1.3515655 53.4313857, -1.3515773 53.4314038, -1.3517472 53.431657)",,,,,
5000022,False,Sheffield Road,tertiary,True,39.349000000000004,"LINESTRING (-1.3583684 53.4268284, -1.358565 53.4266656, -1.3587476 53.4265576)",,,,,
43239741,False,Westgate,tertiary,True,51.973,"LINESTRING (-1.3583684 53.4268284, -1.3581818 53.4270425, -1.3580808 53.4272605)",,,,,
42288410,False,Westgate,tertiary,True,55.304,"LINESTRING (-1.3573149 53.429368, -1.3571495 53.4298555)",,,,,
23271035,False,Main Street,tertiary,False,102.292,"LINESTRING (-1.3573149 53.429368, -1.3575988 53.4294017, -1.3577723 53.4294168, -1.3579663 53.4294275, -1.358533 53.4294215, -1.3588505 53.4294181)",,,,,
43239741,False,Westgate,tertiary,False,129.809,"LINESTRING (-1.3573149 53.429368, -1.3574471 53.4289985, -1.3575248 53.4287813, -1.3575325 53.4287605, -1.3576507 53.4284399, -1.3577292 53.428227)",,,,,
155041362,False,Bridge Street,tertiary,True,26.81,"LINESTRING (-1.357883 53.4324636, -1.3582876 53.4324691)",,,,,
"[155041384, 62456468, 155041397]",False,Bridge Street,tertiary,False,30.859,"LINESTRING (-1.3602065 53.4324619, -1.360287 53.4324526, -1.3605716 53.4324235, -1.3606654 53.4324143)",,,,yes,
62456470,False,Central Road,unclassified,False,168.079,"LINESTRING (-1.3602065 53.4324619, -1.3602114 53.4323769, -1.3602436 53.4323028, -1.360838 53.4315974, -1.3611547 53.4312431, -1.3612254 53.4310895)",,,,,
"[45482801, 155041349, 155041350]",False,Bridge Street,tertiary,True,74.697,"LINESTRING (-1.3602065 53.4324619, -1.35999 53.4324938, -1.3597434 53.4325183, -1.3596795 53.4325206, -1.3595571 53.4325203, -1.3594903 53.4325182, -1.359285 53.4325031, -1.3592327 53.4324985, -1.359092 53.4324896)",,,,yes,
37898997,False,Saint Ann's Road,tertiary,True,46.328,"LINESTRING (-1.3481893 53.4321409, -1.3483127 53.4322559, -1.3483905 53.4323518, -1.3484361 53.4324253, -1.3484978 53.4325132)",,20 mph,,,
47575818,False,Doncaster Road,tertiary,False,158.748,"LINESTRING (-1.3481893 53.4321409, -1.3487863 53.4318476, -1.3494017 53.4315864, -1.3498556 53.4314003, -1.3500373 53.4313323, -1.3501232 53.4313003)",,,,,
62456470,False,Central Road,unclassified,True,168.07899999999998,"LINESTRING (-1.3612254 53.4310895, -1.3611547 53.4312431, -1.360838 53.4315974, -1.3602436 53.4323028, -1.3602114 53.4323769, -1.3602065 53.4324619)",,,,,
30945773,False,Market Street,unclassified,False,56.16,"LINESTRING (-1.3588505 53.4294181, -1.3587381 53.4299187)",,,,,
23271035,False,Main Street,tertiary,True,102.292,"LINESTRING (-1.3588505 53.4294181, -1.358533 53.4294215, -1.3579663 53.4294275, -1.3577723 53.4294168, -1.3575988 53.4294017, -1.3573149 53.429368)",,,,,
"[45062137, 155041378, 155041372]",False,Main Street,tertiary,False,73.18599999999999,"LINESTRING (-1.3588505 53.4294181, -1.3589865 53.4294184, -1.3592505 53.4294123, -1.3598762 53.429415, -1.3599546 53.4294194)",,,,yes,
