osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,lanes,junction,access,width
22961028,St. David's Road,residential,30 mph,False,False,64.669,"LINESTRING (1.3978201 51.2259522, 1.3987265 51.2258256)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,89.604,"LINESTRING (1.3978201 51.2259522, 1.3977027 51.2257967, 1.3976594 51.2257297, 1.3976216 51.2256717, 1.3975859 51.2256233, 1.3973126 51.2252119)",,,,,,
52461267,Western Road,residential,30 mph,False,True,214.06199999999998,"LINESTRING (1.3978201 51.2259522, 1.3981982 51.2264576, 1.3983178 51.2266543, 1.3983701 51.2267403, 1.3984311 51.2268401, 1.3986844 51.2272746, 1.3987565 51.2273983, 1.3989202 51.2276322, 1.3989766 51.2276931, 1.3990092 51.2277247)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,15.226,"LINESTRING (1.3973126 51.2252119, 1.3972375 51.2250833)",,,,,,
1133793787,,residential,,False,False,51.247,"LINESTRING (1.3973126 51.2252119, 1.3966826 51.2254501)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,True,89.604,"LINESTRING (1.3973126 51.2252119, 1.3975859 51.2256233, 1.3976216 51.2256717, 1.3976594 51.2257297, 1.3977027 51.2257967, 1.3978201 51.2259522)",,,,,,
22876774,Middle Deal Road,residential,30 mph,False,False,78.567,"LINESTRING (1.3968882 51.2242194, 1.3967059 51.2242175, 1.396549 51.2242416, 1.3963642 51.2242764, 1.3960662 51.2243312, 1.3957963 51.2243797)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,200.68100000000004,"LINESTRING (1.3968882 51.2242194, 1.3968996 51.2241407, 1.3969658 51.2239072, 1.3969843 51.2237806, 1.3969705 51.2236778, 1.3969444 51.2236134, 1.3969283 51.2235904, 1.3968733 51.223509, 1.396797 51.2234234, 1.396722 51.2233567, 1.396392 51.2231228, 1.3962043 51.2229898, 1.3959557 51.2228136, 1.3958558 51.2227339, 1.3957961 51.2226716)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,True,99.904,"LINESTRING (1.3968882 51.2242194, 1.3968753 51.2243294, 1.3969069 51.2244348, 1.3969594 51.2245572, 1.3971283 51.2248776, 1.3972375 51.2250833)",,,,,,
22876774,Middle Deal Road,residential,30 mph,False,True,78.56700000000001,"LINESTRING (1.3957963 51.2243797, 1.3960662 51.2243312, 1.3963642 51.2242764, 1.396549 51.2242416, 1.3967059 51.2242175, 1.3968882 51.2242194)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,True,5.252,"LINESTRING (1.3957581 51.2226308, 1.3957961 51.2226716)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,24.544999999999998,"LINESTRING (1.3957581 51.2226308, 1.3956801 51.2225494, 1.3956503 51.222493, 1.3956686 51.2224276)",,,,,,
"[26484450, 22947020]",London Road,primary,30 mph,False,False,36.94,"LINESTRING (1.3956686 51.2224276, 1.3960733 51.2224688, 1.3961927 51.2224786)",,A258,,,,
22961021,Albert Road,unclassified,30 mph,False,True,24.545,"LINESTRING (1.3956686 51.2224276, 1.3956503 51.222493, 1.3956801 51.2225494, 1.3957581 51.2226308)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,5.252,"LINESTRING (1.3957961 51.2226716, 1.3957581 51.2226308)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,True,200.681,"LINESTRING (1.3957961 51.2226716, 1.3958558 51.2227339, 1.3959557 51.2228136, 1.3962043 51.2229898, 1.396392 51.2231228, 1.396722 51.2233567, 1.396797 51.2234234, 1.3968733 51.223509, 1.3969283 51.2235904, 1.3969444 51.2236134, 1.3969705 51.2236778, 1.3969843 51.2237806, 1.3969658 51.2239072, 1.3968996 51.2241407, 1.3968882 51.2242194)",,,,,,
22961023,,unclassified,30 mph,True,False,49.68,"LINESTRING (1.3957961 51.2226716, 1.395941 51.2226171, 1.3964412 51.2224826)",,,,,,
26484450,London Road,primary,30 mph,False,True,17.312,"LINESTRING (1.3964412 51.2224826, 1.3961927 51.2224786)",,A258,,,,
26484451,London Road,primary,30 mph,False,False,162.55,"LINESTRING (1.3964412 51.2224826, 1.3968109 51.2225019, 1.3971695 51.2225308, 1.3975524 51.2225592, 1.397741 51.2225752, 1.3980356 51.2225957, 1.3981018 51.2225905, 1.3982107 51.2225819, 1.3983628 51.2225393, 1.3985307 51.2224563, 1.3986709 51.2223936)",,A258,2,,,
22961021,Albert Road,unclassified,30 mph,False,True,15.226,"LINESTRING (1.3972375 51.2250833, 1.3973126 51.2252119)",,,,,,
22961021,Albert Road,unclassified,30 mph,False,False,99.904,"LINESTRING (1.3972375 51.2250833, 1.3971283 51.2248776, 1.3969594 51.2245572, 1.3969069 51.2244348, 1.3968753 51.2243294, 1.3968882 51.2242194)",,,,,,
22961025,Bridgeside,residential,30 mph,False,False,161.148,"LINESTRING (1.3972375 51.2250833, 1.3974025 51.2250472, 1.3974907 51.2250132, 1.3975201 51.2249748, 1.3975246 51.2248595, 1.397554 51.2246379, 1.3976625 51.2244186, 1.3976829 51.2243214, 1.397677 51.2242281, 1.3975924 51.2239849, 1.3975112 51.223766)",,,,,,
22961026,Bridgeside,residential,30 mph,False,True,9.802,"LINESTRING (1.3975112 51.223766, 1.3976495 51.2237496)",,,,,,
22961025,Bridgeside,residential,30 mph,False,False,92.74199999999999,"LINESTRING (1.3975112 51.223766, 1.3974481 51.2236464, 1.3973956 51.2234944, 1.3973986 51.2233453, 1.3974352 51.2230106, 1.3975437 51.223009)",,,,,,
22961025,Bridgeside,residential,30 mph,False,True,161.14799999999997,"LINESTRING (1.3975112 51.223766, 1.3975924 51.2239849, 1.397677 51.2242281, 1.3976829 51.2243214, 1.3976625 51.2244186, 1.397554 51.2246379, 1.3975246 51.2248595, 1.3975201 51.2249748, 1.3974907 51.2250132, 1.3974025 51.2250472, 1.3972375 51.2250833)",,,,,,
22961025,Bridgeside,residential,30 mph,False,True,92.74199999999999,"LINESTRING (1.3975437 51.223009, 1.3974352 51.2230106, 1.3973986 51.2233453, 1.3973956 51.2234944, 1.3974481 51.2236464, 1.3975112 51.223766)",,,,,,
22961026,Bridgeside,residential,30 mph,False,False,9.802,"LINESTRING (1.3976495 51.2237496, 1.3975112 51.223766)",,,,,,
22961028,St. David's Road,residential,30 mph,False,True,64.669,"LINESTRING (1.3987265 51.2258256, 1.3978201 51.2259522)",,,,,,
77031322,St. Patrick's Road,residential,30 mph,False,False,56.66,"LINESTRING (1.3987265 51.2258256, 1.3988595 51.2263283)",,,,,,
77031324,St. Patrick's Road,residential,30 mph,False,True,57.708,"LINESTRING (1.3987265 51.2258256, 1.3985437 51.2253194)",,,,,,
"[22961029, 22961030]","[""St. Patrick's Close"", ""St. Patrick's Road""]",residential,30 mph,False,False,30.671,"LINESTRING (1.3981522 51.224807, 1.3983011 51.2248305, 1.3984065 51.2248704, 1.3984473 51.2249697)",,,,,,
22961030,St. Patrick's Road,residential,30 mph,False,False,39.46,"LINESTRING (1.3984473 51.2249697, 1.3985437 51.2253194)",,,,,,
"[22961029, 22961030]","[""St. Patrick's Close"", ""St. Patrick's Road""]",residential,30 mph,False,True,30.671,"LINESTRING (1.3984473 51.2249697, 1.3984065 51.2248704, 1.3983011 51.2248305, 1.3981522 51.224807)",,,,,,
22961030,St. Patrick's Road,residential,30 mph,False,True,39.46,"LINESTRING (1.3985437 51.2253194, 1.3984473 51.2249697)",,,,,,
22961061,St. George's Road,residential,30 mph,False,True,49.536,"LINESTRING (1.3985437 51.2253194, 1.3992488 51.2252605)",,,,,,
77031324,St. Patrick's Road,residential,30 mph,False,False,57.708,"LINESTRING (1.3985437 51.2253194, 1.3987265 51.2258256)",,,,,,
22961038,Union Road,residential,30 mph,False,False,49.642,"LINESTRING (1.3988595 51.2263283, 1.3995681 51.2262794)",,,,,,
77031322,St. Patrick's Road,residential,30 mph,False,True,56.66,"LINESTRING (1.3988595 51.2263283, 1.3987265 51.2258256)",,,,,,
77031322,St. Patrick's Road,residential,30 mph,False,False,46.382,"LINESTRING (1.3988595 51.2263283, 1.3989692 51.2265919, 1.3990614 51.2267246)",,,,,,
77031322,St. Patrick's Road,residential,30 mph,False,True,46.382,"LINESTRING (1.3990614 51.2267246, 1.3989692 51.2265919, 1.3988595 51.2263283)",,,,,,
22961032,Century Walk,residential,30 mph,True,False,48.676,"LINESTRING (1.3991147 51.2248396, 1.3984473 51.2249697)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,False,47.725,"LINESTRING (1.3991147 51.2248396, 1.3992488 51.2252605)",,,,,,
22961031,Century Walk,residential,30 mph,True,False,90.899,"LINESTRING (1.3991147 51.2248396, 1.3997189 51.2247273, 1.4003661 51.2246071)",,,,,,
22961042,West Street,residential,30 mph,False,False,24.451,"LINESTRING (1.4003661 51.2246071, 1.4003843 51.2243875)",,,,,,
22961040,West Street,residential,30 mph,False,True,62.659,"LINESTRING (1.4003661 51.2246071, 1.4003695 51.2247164, 1.4003837 51.2251705)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,False,115.458,"LINESTRING (1.3992488 51.2252605, 1.3995681 51.2262794)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,True,47.725,"LINESTRING (1.3992488 51.2252605, 1.3991147 51.2248396)",,,,,,
22961061,St. George's Road,residential,30 mph,False,False,49.536,"LINESTRING (1.3992488 51.2252605, 1.3985437 51.2253194)",,,,,,
22961061,St. George's Road,residential,30 mph,False,True,79.66199999999999,"LINESTRING (1.3992488 51.2252605, 1.3997922 51.2252174, 1.4002574 51.2251805, 1.4003837 51.2251705)",,,,,,
22961040,West Street,residential,30 mph,False,False,62.659,"LINESTRING (1.4003837 51.2251705, 1.4003695 51.2247164, 1.4003661 51.2246071)",,,,,,
22961040,West Street,residential,30 mph,False,True,116.613,"LINESTRING (1.4003837 51.2251705, 1.4004112 51.225786, 1.4004313 51.2262188)",,,,,,
22961061,St. George's Road,residential,30 mph,False,False,79.662,"LINESTRING (1.4003837 51.2251705, 1.4002574 51.2251805, 1.3997922 51.2252174, 1.3992488 51.2252605)",,,,,,
22961061,St. George's Road,residential,30 mph,False,True,169.136,"LINESTRING (1.4003837 51.2251705, 1.4018692 51.2255694, 1.4020915 51.2256291, 1.4021027 51.2256329, 1.4023659 51.2256775, 1.4026438 51.2257178)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,False,37.434,"LINESTRING (1.3995681 51.2262794, 1.3996636 51.2266107)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,True,115.458,"LINESTRING (1.3995681 51.2262794, 1.3992488 51.2252605)",,,,,,
22961038,Union Road,residential,30 mph,False,True,49.642,"LINESTRING (1.3995681 51.2262794, 1.3988595 51.2263283)",,,,,,
22961038,Union Road,residential,30 mph,False,False,60.487,"LINESTRING (1.3995681 51.2262794, 1.3998789 51.226257, 1.4004313 51.2262188)",,,,,,
22961036,St. Andrew's Road,residential,30 mph,False,True,37.434,"LINESTRING (1.3996636 51.2266107, 1.3995681 51.2262794)",,,,,,
22961038,Union Road,residential,30 mph,False,True,60.487,"LINESTRING (1.4004313 51.2262188, 1.3998789 51.226257, 1.3995681 51.2262794)",,,,,,
22961040,West Street,residential,30 mph,False,False,116.613,"LINESTRING (1.4004313 51.2262188, 1.4004112 51.225786, 1.4003837 51.2251705)",,,,,,
22961040,West Street,residential,30 mph,False,True,83.242,"LINESTRING (1.4004313 51.2262188, 1.400427 51.2267487, 1.4004234 51.2268224, 1.4003651 51.2269627)",,,,,,
22961040,West Street,residential,30 mph,False,False,70.666,"LINESTRING (1.3998754 51.227479, 1.4000792 51.2274128, 1.4001957 51.2273254, 1.4003651 51.2269627)",,,,,,
22961040,West Street,residential,30 mph,False,True,66.27600000000001,"LINESTRING (1.3998754 51.227479, 1.3995538 51.2275827, 1.3995206 51.2275934, 1.3990092 51.2277247)",,,,,,
22961044,The Avenue,residential,30 mph,False,False,41.027,"LINESTRING (1.3998754 51.227479, 1.3997075 51.2273108, 1.399685 51.227277, 1.3997008 51.2272321, 1.3997637 51.2271534)",,,,,,
22961063,Duke Street,residential,30 mph,True,False,35.658,"LINESTRING (1.4003651 51.2269627, 1.4008593 51.2270467)",,,,,,
22961040,West Street,residential,30 mph,False,False,83.242,"LINESTRING (1.4003651 51.2269627, 1.4004234 51.2268224, 1.400427 51.2267487, 1.4004313 51.2262188)",,,,,,
22961040,West Street,residential,30 mph,False,True,70.666,"LINESTRING (1.4003651 51.2269627, 1.4001957 51.2273254, 1.4000792 51.2274128, 1.3998754 51.227479)",,,,,,
22961042,West Street,residential,30 mph,False,True,24.451,"LINESTRING (1.4003843 51.2243875, 1.4003661 51.2246071)",,,,,,
22961042,West Street,residential,30 mph,False,False,65.358,"LINESTRING (1.4003843 51.2243875, 1.4003637 51.2241843, 1.4003275 51.2238008)",,,,,,
22961060,Stanhope Road,residential,30 mph,False,False,174.02799999999996,"LINESTRING (1.4003843 51.2243875, 1.4012511 51.2246345, 1.4014232 51.2246863, 1.4014499 51.2246922, 1.4015457 51.2247217, 1.4022553 51.224924, 1.4026931 51.2249575)",,,,,,
22961042,West Street,residential,30 mph,False,True,65.358,"LINESTRING (1.4003275 51.2238008, 1.4003637 51.2241843, 1.4003843 51.2243875)",,,,,,
22961059,Park Street,residential,30 mph,False,True,177.308,"LINESTRING (1.4003275 51.2238008, 1.4016665 51.2240906, 1.4017982 51.2241186, 1.4019221 51.224145, 1.4021117 51.2241718, 1.4027703 51.2242298)",,,,,,
22998784,West Street,residential,30 mph,False,False,124.598,"LINESTRING (1.4003275 51.2238008, 1.4003061 51.2237102, 1.4002625 51.2235812, 1.4001736 51.2232988, 1.400099 51.2230868, 1.400046 51.222936, 1.3999602 51.2227044)",,,,,,
22997611,Blenheim Road,residential,30 mph,True,False,80.84400000000001,"LINESTRING (1.3999602 51.2227044, 1.3999644 51.2226173, 1.3997034 51.2220769, 1.3996552 51.2220079)",,,,,,
22998784,West Street,residential,30 mph,False,True,124.598,"LINESTRING (1.3999602 51.2227044, 1.400046 51.222936, 1.400099 51.2230868, 1.4001736 51.2232988, 1.4002625 51.2235812, 1.4003061 51.2237102, 1.4003275 51.2238008)",,,,,,
"[22997624, 22997623, 165811647]",London Road,primary,30 mph,False,True,97.17599999999999,"LINESTRING (1.3999602 51.2227044, 1.3995946 51.2225876, 1.3991052 51.2224444, 1.3989765 51.2224179, 1.3988846 51.2224034, 1.3987717 51.2223949, 1.3986709 51.2223936)",yes,A258,,,,
"[165811648, 165811649]",Queen Street,unclassified,30 mph,False,True,40.266999999999996,"LINESTRING (1.3999602 51.2227044, 1.3997183 51.222771, 1.399408 51.222801)",,,2,,,
"[165811650, 165811651, 168964836]",Queen Street,primary,30 mph,False,True,63.69199999999999,"LINESTRING (1.3999602 51.2227044, 1.4003353 51.2227846, 1.4006527 51.2228449, 1.4007057 51.222855, 1.4008312 51.2228788)",,A258,3,,,
22961045,The Avenue,residential,30 mph,False,False,7.315,"LINESTRING (1.3997637 51.2271534, 1.3997232 51.2270927)",,,,,,
22961045,The Avenue,residential,30 mph,False,True,8.156,"LINESTRING (1.3997637 51.2271534, 1.3998806 51.2271489)",,,,,,
22961044,The Avenue,residential,30 mph,False,True,41.027,"LINESTRING (1.3997637 51.2271534, 1.3997008 51.2272321, 1.399685 51.227277, 1.3997075 51.2273108, 1.3998754 51.227479)",,,,,,
22961045,The Avenue,residential,30 mph,False,False,8.156,"LINESTRING (1.3998806 51.2271489, 1.3997637 51.2271534)",,,,,,
22961045,The Avenue,residential,30 mph,False,True,7.315,"LINESTRING (1.3997232 51.2270927, 1.3997637 51.2271534)",,,,,,
22961059,Park Street,residential,30 mph,False,False,177.308,"LINESTRING (1.4027703 51.2242298, 1.4021117 51.2241718, 1.4019221 51.224145, 1.4017982 51.2241186, 1.4016665 51.2240906, 1.4003275 51.2238008)",,,,,,
153760304,High Street,unclassified,30 mph,False,True,14.0,"LINESTRING (1.4026931 51.2249575, 1.4027013 51.2248317)",,,,,,
22961060,Stanhope Road,residential,30 mph,False,True,174.02799999999996,"LINESTRING (1.4026931 51.2249575, 1.4022553 51.224924, 1.4015457 51.2247217, 1.4014499 51.2246922, 1.4014232 51.2246863, 1.4012511 51.2246345, 1.4003843 51.2243875)",,,,,,
153760304,High Street,unclassified,30 mph,False,False,84.62,"LINESTRING (1.4026931 51.2249575, 1.4026755 51.2251318, 1.4026598 51.2253517, 1.4026567 51.2254075, 1.4026533 51.2254572, 1.4026438 51.2257178)",,,,,,
77031323,High Street,unclassified,30 mph,False,False,44.599,"LINESTRING (1.4026033 51.2266451, 1.4025687 51.2270456)",,,,,,
77031323,High Street,unclassified,30 mph,False,True,96.588,"LINESTRING (1.4026033 51.2266451, 1.4026416 51.2257768)",,,,,,
22961062,Union Road,residential,30 mph,True,False,158.501,"LINESTRING (1.4026033 51.2266451, 1.4025798 51.2266405, 1.4023828 51.2266018, 1.4022268 51.2265712, 1.4021722 51.2265605, 1.4021232 51.2265509, 1.4018203 51.2264914, 1.4004313 51.2262188)",,,,,,
22961092,Farrier Street,residential,30 mph,False,False,42.323,"LINESTRING (1.4025687 51.2270456, 1.4031709 51.2270971)",,,,,,
77031323,High Street,unclassified,30 mph,False,False,39.776,"LINESTRING (1.4025687 51.2270456, 1.4025236 51.2274022)",,,,,,
77031323,High Street,unclassified,30 mph,False,True,44.599,"LINESTRING (1.4025687 51.2270456, 1.4026033 51.2266451)",,,,,,
77031323,High Street,unclassified,30 mph,False,False,14.313,"LINESTRING (1.4025236 51.2274022, 1.4025199 51.2275309)",,,,,,
77031323,High Street,unclassified,30 mph,False,True,39.776,"LINESTRING (1.4025236 51.2274022, 1.4025687 51.2270456)",,,,,,
22961094,New Street,residential,30 mph,False,False,57.325,"LINESTRING (1.4025199 51.2275309, 1.4033356 51.2274613)",,,,,,
77031323,High Street,unclassified,30 mph,False,False,35.096,"LINESTRING (1.4025199 51.2275309, 1.402501 51.2278463)",,,,,,
77031323,High Street,unclassified,30 mph,False,True,14.313,"LINESTRING (1.4025199 51.2275309, 1.4025236 51.2274022)",,,,,,
22961098,Griffin Street,residential,30 mph,False,False,32.978,"LINESTRING (1.402435 51.2282385, 1.4029086 51.2282393)",,,,,,
77031323,High Street,unclassified,30 mph,False,True,43.858000000000004,"LINESTRING (1.402435 51.2282385, 1.4024907 51.2278888, 1.402501 51.2278463)",,,,,,
22961063,Duke Street,residential,30 mph,True,False,41.141,"LINESTRING (1.4008593 51.2270467, 1.4014178 51.2271674)",,,,,,
"[22961064, 22961065]","['Water Street', 'Nelson Street']",residential,30 mph,False,"[False, True]",160.211,"LINESTRING (1.4008593 51.2270467, 1.4003983 51.228032, 1.4003671 51.2280988, 1.4008749 51.2282313)",,,,,,
22961066,Robert Street,residential,30 mph,False,True,66.243,"LINESTRING (1.4008749 51.2282313, 1.4011668 51.2276643)",,,,,,
"[22961064, 22961065]","['Water Street', 'Nelson Street']",residential,30 mph,False,"[False, True]",160.21099999999998,"LINESTRING (1.4008749 51.2282313, 1.4003671 51.2280988, 1.4003983 51.228032, 1.4008593 51.2270467)",,,,,,
22961066,Robert Street,residential,30 mph,False,False,57.951,"LINESTRING (1.4014178 51.2271674, 1.4011668 51.2276643)",,,,,,
22961063,Duke Street,residential,30 mph,True,False,81.307,"LINESTRING (1.4014178 51.2271674, 1.4019763 51.227286, 1.4021804 51.2273293, 1.4023868 51.2273731, 1.4025236 51.2274022)",,,,,,
22961066,Robert Street,residential,30 mph,False,False,66.243,"LINESTRING (1.4011668 51.2276643, 1.4008749 51.2282313)",,,,,,
22961066,Robert Street,residential,30 mph,False,True,57.951,"LINESTRING (1.4011668 51.2276643, 1.4014178 51.2271674)",,,,,,
22961067,Clarence Place,residential,30 mph,False,False,52.104,"LINESTRING (1.4011668 51.2276643, 1.4018861 51.2277934)",,,,,,
22961067,Clarence Place,residential,30 mph,False,False,9.383,"LINESTRING (1.4018861 51.2277934, 1.4020121 51.2278233)",,,,,,
22961067,Clarence Place,residential,30 mph,False,True,52.104,"LINESTRING (1.4018861 51.2277934, 1.4011668 51.2276643)",,,,,,
22961068,Clarence Place,residential,30 mph,False,False,6.245,"LINESTRING (1.4018861 51.2277934, 1.4019139 51.22774)",,,,,,
22961067,Clarence Place,residential,30 mph,False,True,9.383,"LINESTRING (1.4020121 51.2278233, 1.4018861 51.2277934)",,,,,,
22961068,Clarence Place,residential,30 mph,False,True,6.245,"LINESTRING (1.4019139 51.22774, 1.4018861 51.2277934)",,,,,,
22961075,King Street,residential,30 mph,False,False,53.112,"LINESTRING (1.4035243 51.2246539, 1.4042827 51.2247045)",,,,,,
"[153760304, 22961075]","['High Street', 'King Street']","['residential', 'unclassified']",30 mph,False,"[False, True]",78.894,"LINESTRING (1.4035243 51.2246539, 1.4030259 51.2246206, 1.4029233 51.2246138, 1.4027816 51.224612, 1.4027232 51.2246313, 1.4027226 51.2246368, 1.4027013 51.2248317)",,,,,,
22961083,Middle Street,residential,30 mph,False,False,31.967,"LINESTRING (1.4035243 51.2246539, 1.4034174 51.2249199, 1.4034123 51.2249327)",,,,,,
22961075,King Street,residential,30 mph,False,True,53.112,"LINESTRING (1.4042827 51.2247045, 1.4035243 51.2246539)",,,,,,
"[22961078, 168963711]",Beach Street,unclassified,30 mph,False,False,161.5,"LINESTRING (1.4042827 51.2247045, 1.4043204 51.2244662, 1.404333 51.2244291, 1.4043659 51.2242921, 1.4043784 51.2242271, 1.4044068 51.2240115, 1.4044152 51.2239396, 1.4044195 51.2238671, 1.4044212 51.2238022, 1.4044226 51.2237084, 1.4044261 51.223531, 1.4044172 51.2233054, 1.40441 51.2232574)",,,,,,
168963711,Beach Street,unclassified,30 mph,False,True,40.396,"LINESTRING (1.4042827 51.2247045, 1.404233 51.2248875, 1.404219 51.2249221, 1.4041632 51.2250597)",,,,,,
22961076,,primary,30 mph,True,False,18.96,"LINESTRING (1.4042639 51.2231246, 1.4042919 51.2231829, 1.404342 51.2232367, 1.40441 51.2232574)",,A258,,roundabout,,
22961220,Broad Street,primary,30 mph,False,True,30.071,"LINESTRING (1.4042639 51.2231246, 1.4041267 51.2231294, 1.4038331 51.2231428)",,A258,,,,
22961076,,primary,30 mph,True,False,26.307000000000002,"LINESTRING (1.40441 51.2232574, 1.4044664 51.2232427, 1.4045023 51.2231975, 1.4045125 51.223081, 1.404506 51.2230501)",,A258,,roundabout,,
"[22961078, 168963711]",Beach Street,unclassified,30 mph,False,True,161.5,"LINESTRING (1.40441 51.2232574, 1.4044172 51.2233054, 1.4044261 51.223531, 1.4044226 51.2237084, 1.4044212 51.2238022, 1.4044195 51.2238671, 1.4044152 51.2239396, 1.4044068 51.2240115, 1.4043784 51.2242271, 1.4043659 51.2242921, 1.404333 51.2244291, 1.4043204 51.2244662, 1.4042827 51.2247045)",,,,,,
22961076,,primary,30 mph,True,False,11.959,"LINESTRING (1.404506 51.2230501, 1.4044457 51.2230041, 1.4044135 51.2229964, 1.4043717 51.2230002)",,A258,,roundabout,,
22961077,Prince of Wales Terrace,primary,30 mph,False,False,94.541,"LINESTRING (1.404506 51.2230501, 1.4045688 51.222998, 1.404627 51.2229324, 1.4046271 51.2222225)",,A258,,,,
153760304,High Street,unclassified,30 mph,False,False,14.0,"LINESTRING (1.4027013 51.2248317, 1.4026931 51.2249575)",,,,,,
22961080,Market Street,residential,30 mph,False,False,50.95700000000001,"LINESTRING (1.4027013 51.2248317, 1.4029004 51.2248421, 1.4033765 51.2249264, 1.4034123 51.2249327)",,,,,,
"[153760304, 22961075]","['High Street', 'King Street']","['unclassified', 'residential']",30 mph,False,"[False, True]",78.894,"LINESTRING (1.4027013 51.2248317, 1.4027226 51.2246368, 1.4027232 51.2246313, 1.4027816 51.224612, 1.4029233 51.2246138, 1.4030259 51.2246206, 1.4035243 51.2246539)",,,,,,
22961080,Market Street,residential,30 mph,False,False,54.164,"LINESTRING (1.4034123 51.2249327, 1.4035543 51.2249567, 1.4041632 51.2250597)",,,,,,
22961080,Market Street,residential,30 mph,False,True,50.956999999999994,"LINESTRING (1.4034123 51.2249327, 1.4033765 51.2249264, 1.4029004 51.2248421, 1.4027013 51.2248317)",,,,,,
22961083,Middle Street,residential,30 mph,False,False,50.107,"LINESTRING (1.4034123 51.2249327, 1.4033341 51.2251726, 1.4033039 51.2253775)",,,,,,
22961083,Middle Street,residential,30 mph,False,True,31.967,"LINESTRING (1.4034123 51.2249327, 1.4034174 51.2249199, 1.4035243 51.2246539)",,,,,,
