osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes
39023237,Bridge Street,residential,False,False,44.288,,,"LINESTRING (-2.3259187 53.5147209, -2.3262823 53.5143864)",,
154110541,Bolton Road,primary,False,False,6.933,A666,30 mph,"LINESTRING (-2.3259187 53.5147209, -2.3259943 53.5147641)",,
154110541,Bolton Road,primary,False,True,55.125,A666,30 mph,"LINESTRING (-2.3259187 53.5147209, -2.3253457 53.5144099, -2.3253029 53.5143867)",,
154110541,Bolton Road,primary,False,False,7.736,A666,30 mph,"LINESTRING (-2.3265398 53.5150745, -2.3266121 53.5151292)",,
79072905,Union Street,residential,False,True,186.575,,,"LINESTRING (-2.3265398 53.5150745, -2.3267713 53.5148396, -2.3272923 53.5143433, -2.3274337 53.5142012, -2.3279951 53.5136371)",,
154110541,Bolton Road,primary,False,True,49.923,A666,30 mph,"LINESTRING (-2.3265398 53.5150745, -2.3262723 53.5149201, -2.3259943 53.5147641)",,
903553573,Bolton Road,primary,False,False,58.523,A666,30 mph,"LINESTRING (-2.3281986 53.5162804, -2.3288792 53.5166169)",,
903553573,Bolton Road,primary,False,True,10.093,A666,30 mph,"LINESTRING (-2.3281986 53.5162804, -2.3280802 53.5162231)",,
79072898,Heron Street,residential,False,True,138.695,,,"LINESTRING (-2.3281986 53.5162804, -2.3285069 53.5159817, -2.3292822 53.5152124)",,
903553573,Bolton Road,primary,False,False,18.964,A666,30 mph,"LINESTRING (-2.3288792 53.5166169, -2.3290907 53.5167321)",,
903553573,Bolton Road,primary,False,True,58.523,A666,30 mph,"LINESTRING (-2.3288792 53.5166169, -2.3281986 53.5162804)",,
79072897,Fraser Street,residential,False,True,145.204,,,"LINESTRING (-2.3288792 53.5166169, -2.3291839 53.516321, -2.3300462 53.5155107)",,
39023243,Pendlebury Road,unclassified,False,False,38.534,,,"LINESTRING (-2.3296812 53.517057, -2.3300766 53.5168024)",,
903553573,Bolton Road,primary,False,False,12.371,A666,30 mph,"LINESTRING (-2.3296812 53.517057, -2.3298156 53.5171344)",,
903553573,Bolton Road,primary,False,True,53.192,A666,30 mph,"LINESTRING (-2.3296812 53.517057, -2.3290907 53.5167321)",,
173069875,North Dean Street,unclassified,False,False,65.93,,,"LINESTRING (-2.3309111 53.517779, -2.3302187 53.5182057)",,
903553573,Bolton Road,primary,False,False,79.505,A666,30 mph,"LINESTRING (-2.3309111 53.517779, -2.3317867 53.5182691)",,
903553573,Bolton Road,primary,False,True,44.469,A666,30 mph,"LINESTRING (-2.3309111 53.517779, -2.330433 53.5174977)",,
903553573,Bolton Road,primary,False,False,73.143,A666,30 mph,"LINESTRING (-2.3317867 53.5182691, -2.3325494 53.5187456)",,
903553573,Bolton Road,primary,False,True,79.505,A666,30 mph,"LINESTRING (-2.3317867 53.5182691, -2.3309111 53.517779)",,
173069713,Nelson Fold,unclassified,False,False,69.494,,,"LINESTRING (-2.3317867 53.5182691, -2.3312805 53.5185923, -2.3310704 53.5187265)",,
217296361,Bolton Road,primary,False,False,33.365,A666,30 mph,"LINESTRING (-2.3331057 53.5191197, -2.3334675 53.5193289)",,
32861451,Queensway,unclassified,False,False,254.82799999999997,,30 mph,"LINESTRING (-2.3331057 53.5191197, -2.3328599 53.5192311, -2.3326092 53.5193262, -2.3323826 53.5193832, -2.3321641 53.5194297, -2.330968 53.5196793, -2.330608 53.5198296, -2.3297386 53.5201927)",,
32861649,Station Road,secondary,False,False,64.059,B5231,30 mph,"LINESTRING (-2.3331057 53.5191197, -2.3332329 53.5190409, -2.3333601 53.5189381, -2.3334974 53.5188163, -2.3336778 53.5186563)",,
903553573,Bolton Road,primary,False,True,55.534,A666,30 mph,"LINESTRING (-2.3331057 53.5191197, -2.3328542 53.518957, -2.3325494 53.5187456)",,
23961568,Carlisle Street,residential,False,False,32.105,,20 mph,"LINESTRING (-2.3379342 53.5188524, -2.3377498 53.5191195)",,
79061930,Mossfield Road,residential,False,True,57.82899999999999,,20 mph,"LINESTRING (-2.3379342 53.5188524, -2.3374513 53.5188544, -2.3370596 53.5188489)",,
23961550,Rutland Avenue,residential,False,False,33.171,,20 mph,"LINESTRING (-2.336207 53.5188496, -2.3363378 53.5191376)",,
79061930,Mossfield Road,residential,False,False,56.367,,20 mph,"LINESTRING (-2.336207 53.5188496, -2.3370596 53.5188489)",,
79061930,Mossfield Road,residential,False,True,97.102,,20 mph,"LINESTRING (-2.336207 53.5188496, -2.3356315 53.5189262, -2.3355669 53.5189348, -2.3354882 53.5189453, -2.3354194 53.5189567, -2.3348009 53.5190949)",,
79061935,Worsley Street,residential,False,False,24.173,,20 mph,"LINESTRING (-2.3366972 53.5199651, -2.3370608 53.5199421)",,
23961550,Rutland Avenue,residential,False,True,67.028,,20 mph,"LINESTRING (-2.3366972 53.5199651, -2.3364845 53.5194602, -2.3364469 53.519381)",,
79061935,Worsley Street,residential,False,True,97.55199999999999,,20 mph,"LINESTRING (-2.3366972 53.5199651, -2.3363379 53.5199839, -2.3359912 53.520002, -2.3359654 53.5200041, -2.3359364 53.5200064, -2.3353076 53.5200568, -2.3352312 53.5200629)",,
79061923,Hinchley Way,residential,False,True,100.434,,20 mph,"LINESTRING (-2.3381811 53.520591, -2.3377627 53.520591, -2.3374838 53.5205591, -2.3367414 53.5203566)",,
32861451,Queensway,unclassified,False,True,18.485,,30 mph,"LINESTRING (-2.3295178 53.5202947, -2.3297386 53.5201927)",,
532818549,Silverdale,unclassified,False,False,147.111,,,"LINESTRING (-2.3295178 53.5202947, -2.3287838 53.5197085, -2.3284834 53.5195044, -2.3280211 53.5193386)",,
39023236,Swinton Hall Road,residential,False,False,59.645,,,"LINESTRING (-2.3339464 53.5121578, -2.3331319 53.5119273)",,
39023236,Swinton Hall Road,residential,False,True,52.199,,,"LINESTRING (-2.3339464 53.5121578, -2.3346397 53.5123823)",,
170515509,Pendlebury Road,unclassified,False,False,54.783,,,"LINESTRING (-2.3339464 53.5121578, -2.3341442 53.5118657, -2.3342608 53.511702)",,
170515509,Pendlebury Road,unclassified,False,True,191.454,,,"LINESTRING (-2.3339464 53.5121578, -2.3336386 53.5126547, -2.3332151 53.5133632, -2.3329671 53.5137781)",,
39023241,Lynton Road,residential,False,False,20.416,,,"LINESTRING (-2.336219 53.5151379, -2.3359304 53.5150726)",,
39023242,Lynton Avenue,residential,False,True,134.226,,,"LINESTRING (-2.336219 53.5151379, -2.3351341 53.5161582)",,
39023241,Lynton Road,residential,False,True,68.47200000000001,,,"LINESTRING (-2.336219 53.5151379, -2.3365826 53.5152459, -2.3366736 53.5152729, -2.3371204 53.5154396)",,
39023241,Lynton Road,residential,False,True,20.416,,,"LINESTRING (-2.3359304 53.5150726, -2.336219 53.5151379)",,
39023242,Lynton Avenue,residential,False,False,134.226,,,"LINESTRING (-2.3351341 53.5161582, -2.336219 53.5151379)",,
39023248,Townsend Road,residential,False,False,66.82900000000001,,,"LINESTRING (-2.3351341 53.5161582, -2.3352276 53.5161938, -2.3354893 53.5162937, -2.335973 53.5164933)",,
39023248,Townsend Road,residential,False,True,229.05300000000003,,,"LINESTRING (-2.3351341 53.5161582, -2.3341486 53.5157869, -2.3333093 53.5154706, -2.3325652 53.5151903, -2.3322078 53.5150556)",,
39023236,Swinton Hall Road,residential,False,False,51.730000000000004,,,"LINESTRING (-2.3359806 53.5128698, -2.335617 53.5127485, -2.3353096 53.512631)",,
222493844,,unclassified,False,False,84.85699999999999,,,"LINESTRING (-2.3359806 53.5128698, -2.3358865 53.5129424, -2.3357142 53.5131783, -2.3356342 53.5133034, -2.3355781 53.5133935, -2.3358673 53.51346)",,
39023243,Pendlebury Road,unclassified,False,False,68.912,,,"LINESTRING (-2.3322078 53.5150556, -2.3325381 53.5144678)",,
39023243,Pendlebury Road,unclassified,False,True,58.697,,,"LINESTRING (-2.3322078 53.5150556, -2.3320791 53.5152517, -2.3317994 53.515522)",,
39023248,Townsend Road,residential,False,False,229.053,,,"LINESTRING (-2.3322078 53.5150556, -2.3325652 53.5151903, -2.3333093 53.5154706, -2.3341486 53.5157869, -2.3351341 53.5161582)",,
"[170517379, 39023237, 170517381]",Bridge Street,residential,False,False,122.89500000000001,,,"LINESTRING (-2.3269285 53.5138094, -2.3271809 53.513341, -2.3274113 53.5129619, -2.3275524 53.5127691)",yes,
39023237,Bridge Street,residential,False,True,77.086,,,"LINESTRING (-2.3269285 53.5138094, -2.3265642 53.5141392, -2.3262823 53.5143864)",,
173071637,Gladstone Street,residential,False,False,195.31699999999995,,,"LINESTRING (-2.3269285 53.5138094, -2.3264937 53.5136203, -2.3260609 53.513432, -2.3260136 53.5134263, -2.3259635 53.5134291, -2.3259157 53.5134482, -2.3258428 53.5134986, -2.3255907 53.5136741, -2.3255159 53.5136918, -2.3252265 53.5137141, -2.3251217 53.5137123, -2.3250868 53.5137117, -2.3249468 53.5136938, -2.3248335 53.5136571, -2.3245365 53.5134652)",,
731572206,,residential,False,False,39.478,,,"LINESTRING (-2.3273053 53.5191056, -2.3269963 53.5194094)",,
532818549,Silverdale,unclassified,False,False,64.76,,,"LINESTRING (-2.3273053 53.5191056, -2.3264796 53.5188147, -2.3264629 53.5188084)",,
532818549,Silverdale,unclassified,False,True,53.957,,,"LINESTRING (-2.3273053 53.5191056, -2.3279385 53.519309, -2.3280211 53.5193386)",,
79073855,Ridgeway,residential,False,True,75.483,,,"LINESTRING (-2.3240439 53.5179884, -2.32349 53.518582)",,
532818549,Silverdale,unclassified,False,True,121.404,,,"LINESTRING (-2.3240439 53.5179884, -2.3242484 53.5180573, -2.3256372 53.5185312)",,
23961568,Carlisle Street,residential,False,False,6.466,,20 mph,"LINESTRING (-2.3371165 53.5198943, -2.3370608 53.5199421)",,
23961568,Carlisle Street,residential,False,True,50.120999999999995,,20 mph,"LINESTRING (-2.3371165 53.5198943, -2.3372717 53.5196987, -2.337434 53.519485)",,
23961568,Carlisle Street,residential,False,True,50.697,,20 mph,"LINESTRING (-2.3367414 53.5203566, -2.3370608 53.5199421)",,
79061923,Hinchley Way,residential,False,False,100.434,,20 mph,"LINESTRING (-2.3367414 53.5203566, -2.3374838 53.5205591, -2.3377627 53.520591, -2.3381811 53.520591)",,
23961568,Carlisle Street,residential,False,True,14.607,,20 mph,"LINESTRING (-2.337434 53.519485, -2.3375272 53.5193659)",,
23961568,Carlisle Street,residential,False,False,50.120999999999995,,20 mph,"LINESTRING (-2.337434 53.519485, -2.3372717 53.5196987, -2.3371165 53.5198943)",,
217296361,Bolton Road,primary,False,True,38.166,A666,30 mph,"LINESTRING (-2.333858 53.5195817, -2.3334675 53.5193289)",,
79061930,Mossfield Road,residential,False,False,83.17000000000002,,20 mph,"LINESTRING (-2.333858 53.5195817, -2.3343835 53.5192526, -2.3345986 53.5191659, -2.3348009 53.5190949)",,
217296361,Bolton Road,primary,False,False,28.326999999999998,A666,30 mph,"LINESTRING (-2.333858 53.5195817, -2.3338841 53.5196058, -2.3339786 53.5197003, -2.3340659 53.5198042)",,
79061935,Worsley Street,residential,False,False,63.345,,20 mph,"LINESTRING (-2.3342856 53.5201547, -2.3348674 53.520101, -2.3352312 53.5200629)",,
217296361,Bolton Road,primary,False,True,41.593,A666,30 mph,"LINESTRING (-2.3342856 53.5201547, -2.334196 53.5200078, -2.3340659 53.5198042)",,
23961568,Carlisle Street,residential,False,False,50.697,,20 mph,"LINESTRING (-2.3370608 53.5199421, -2.3367414 53.5203566)",,
23961568,Carlisle Street,residential,False,True,6.466,,20 mph,"LINESTRING (-2.3370608 53.5199421, -2.3371165 53.5198943)",,
79061935,Worsley Street,residential,False,True,24.173,,20 mph,"LINESTRING (-2.3370608 53.5199421, -2.3366972 53.5199651)",,
32861649,Station Road,secondary,False,True,48.396,B5231,30 mph,"LINESTRING (-2.3375152 53.5150731, -2.3371204 53.5154396)",,
"[442969515, 442969516, 442969517]",Station Road,secondary,False,False,60.128,B5231,30 mph,"LINESTRING (-2.3375152 53.5150731, -2.3375603 53.5150236, -2.33768 53.514899, -2.337942 53.5146541, -2.3379877 53.5146113)",yes,
79062434,Buchanan Street,residential,False,False,110.572,,20 mph,"LINESTRING (-2.3376458 53.5160427, -2.3374196 53.5162522, -2.3369733 53.5166697, -2.3367538 53.5168838)",,
79062441,Sefton Road,residential,False,False,65.392,,20 mph,"LINESTRING (-2.3376458 53.5160427, -2.3372743 53.5158958, -2.3368088 53.5157297)",,
170513756,Dudley Road,residential,False,False,8.657,,20 mph,"LINESTRING (-2.3367538 53.5168838, -2.3366426 53.5168427)",,
79062434,Buchanan Street,residential,False,True,110.572,,20 mph,"LINESTRING (-2.3367538 53.5168838, -2.3369733 53.5166697, -2.3374196 53.5162522, -2.3376458 53.5160427)",,
170513756,Dudley Road,residential,False,True,48.507000000000005,,20 mph,"LINESTRING (-2.3367538 53.5168838, -2.3371136 53.5170146, -2.3373758 53.5171151)",,
79062435,Norbury Grove,residential,False,False,45.624,,20 mph,"LINESTRING (-2.3370078 53.5174622, -2.3373758 53.5171151)",,
79062435,Norbury Grove,residential,False,True,45.624,,20 mph,"LINESTRING (-2.3373758 53.5171151, -2.3370078 53.5174622)",,
170513756,Dudley Road,residential,False,True,8.646,,20 mph,"LINESTRING (-2.3373758 53.5171151, -2.3374867 53.5171563)",,
170513756,Dudley Road,residential,False,False,48.507000000000005,,20 mph,"LINESTRING (-2.3373758 53.5171151, -2.3371136 53.5170146, -2.3367538 53.5168838)",,
79062436,Stratton Road,residential,False,False,44.988,,20 mph,"LINESTRING (-2.3362828 53.5171861, -2.3366426 53.5168427)",,
79062436,Stratton Road,residential,False,True,44.988,,20 mph,"LINESTRING (-2.3366426 53.5168427, -2.3362828 53.5171861)",,
170513756,Dudley Road,residential,False,True,8.657,,20 mph,"LINESTRING (-2.3366426 53.5168427, -2.3367538 53.5168838)",,
170513756,Dudley Road,residential,False,False,58.065,,20 mph,"LINESTRING (-2.3366426 53.5168427, -2.3363843 53.5167475, -2.3358904 53.5165732)",,
32861649,Station Road,secondary,False,False,48.791000000000004,B5231,30 mph,"LINESTRING (-2.3345107 53.5178683, -2.3345354 53.5178441, -2.3348969 53.5174944)",,
32861649,Station Road,secondary,False,True,103.512,B5231,30 mph,"LINESTRING (-2.3345107 53.5178683, -2.3342092 53.5181454, -2.3339155 53.5184141, -2.3336778 53.5186563)",,
79062437,Lees Street,residential,False,False,200.75099999999998,,20 mph,"LINESTRING (-2.3345107 53.5178683, -2.3353084 53.5181929, -2.336001 53.5184463, -2.3370596 53.5188489)",,
79061930,Mossfield Road,residential,False,True,56.367,,20 mph,"LINESTRING (-2.3370596 53.5188489, -2.336207 53.5188496)",,
79061930,Mossfield Road,residential,False,False,57.82899999999999,,20 mph,"LINESTRING (-2.3370596 53.5188489, -2.3374513 53.5188544, -2.3379342 53.5188524)",,
79062437,Lees Street,residential,False,True,200.75099999999998,,20 mph,"LINESTRING (-2.3370596 53.5188489, -2.336001 53.5184463, -2.3353084 53.5181929, -2.3345107 53.5178683)",,
79062439,Torkington Avenue,residential,False,False,84.834,,20 mph,"LINESTRING (-2.337715 53.5177301, -2.337947 53.5175115, -2.3379726 53.5174725, -2.3379811 53.5174258, -2.33797 53.5173822, -2.3379405 53.5173417, -2.3374867 53.5171563)",,
170513756,Dudley Road,residential,False,False,8.646,,20 mph,"LINESTRING (-2.3374867 53.5171563, -2.3373758 53.5171151)",,
79062439,Torkington Avenue,residential,False,True,84.834,,20 mph,"LINESTRING (-2.3374867 53.5171563, -2.3379405 53.5173417, -2.33797 53.5173822, -2.3379811 53.5174258, -2.3379726 53.5174725, -2.337947 53.5175115, -2.337715 53.5177301)",,
32861649,Station Road,secondary,False,False,10.429,B5231,30 mph,"LINESTRING (-2.3358904 53.5165732, -2.335973 53.5164933)",,
32861649,Station Road,secondary,False,True,71.978,B5231,30 mph,"LINESTRING (-2.3358904 53.5165732, -2.3352916 53.5171138)",,
170513756,Dudley Road,residential,False,True,58.065,,20 mph,"LINESTRING (-2.3358904 53.5165732, -2.3363843 53.5167475, -2.3366426 53.5168427)",,
32861649,Station Road,secondary,False,False,38.275,B5231,30 mph,"LINESTRING (-2.3368088 53.5157297, -2.3371204 53.5154396)",,
32861649,Station Road,secondary,False,True,101.307,B5231,30 mph,"LINESTRING (-2.3368088 53.5157297, -2.335973 53.5164933)",,
79062441,Sefton Road,residential,False,True,65.392,,20 mph,"LINESTRING (-2.3368088 53.5157297, -2.3372743 53.5158958, -2.3376458 53.5160427)",,
39023236,Swinton Hall Road,residential,False,False,49.258,,,"LINESTRING (-2.3352776 53.5126111, -2.3346397 53.5123823)",,
39023236,Swinton Hall Road,residential,False,True,3.062,,,"LINESTRING (-2.3352776 53.5126111, -2.3353096 53.512631)",,
710075237,Clarendon Road,residential,False,True,8.962,,,"LINESTRING (-2.3352776 53.5126111, -2.3353442 53.5125409)",,
79066793,Pott Street,residential,False,False,71.44,,20 mph,"LINESTRING (-2.3364469 53.519381, -2.3375272 53.5193659)",,
23961550,Rutland Avenue,residential,False,False,67.028,,20 mph,"LINESTRING (-2.3364469 53.519381, -2.3364845 53.5194602, -2.3366972 53.5199651)",,
23961550,Rutland Avenue,residential,False,True,28.009,,20 mph,"LINESTRING (-2.3364469 53.519381, -2.3364271 53.5193372, -2.3363378 53.5191376)",,
23961568,Carlisle Street,residential,False,False,14.607,,20 mph,"LINESTRING (-2.3375272 53.5193659, -2.337434 53.519485)",,
23961568,Carlisle Street,residential,False,True,31.101,,20 mph,"LINESTRING (-2.3375272 53.5193659, -2.3377498 53.5191195)",,
79066793,Pott Street,residential,False,True,71.44,,20 mph,"LINESTRING (-2.3375272 53.5193659, -2.3364469 53.519381)",,
79066795,Grosvenor Street,residential,False,False,111.333,,20 mph,"LINESTRING (-2.3348009 53.5190949, -2.3352312 53.5200629)",,
39089694,Dumbell Street,residential,False,True,53.233000000000004,,20 mph,"LINESTRING (-2.3348009 53.5190949, -2.3347841 53.5190594, -2.3345435 53.5189701, -2.3341537 53.5188254)",,
79061930,Mossfield Road,residential,False,False,97.102,,20 mph,"LINESTRING (-2.3348009 53.5190949, -2.3354194 53.5189567, -2.3354882 53.5189453, -2.3355669 53.5189348, -2.3356315 53.5189262, -2.336207 53.5188496)",,
79061930,Mossfield Road,residential,False,True,83.17,,20 mph,"LINESTRING (-2.3348009 53.5190949, -2.3345986 53.5191659, -2.3343835 53.5192526, -2.333858 53.5195817)",,
79066795,Grosvenor Street,residential,False,True,111.333,,20 mph,"LINESTRING (-2.3352312 53.5200629, -2.3348009 53.5190949)",,
79061935,Worsley Street,residential,False,False,97.55199999999999,,20 mph,"LINESTRING (-2.3352312 53.5200629, -2.3353076 53.5200568, -2.3359364 53.5200064, -2.3359654 53.5200041, -2.3359912 53.520002, -2.3363379 53.5199839, -2.3366972 53.5199651)",,
79061935,Worsley Street,residential,False,True,63.345,,20 mph,"LINESTRING (-2.3352312 53.5200629, -2.3348674 53.520101, -2.3342856 53.5201547)",,
23961568,Carlisle Street,residential,False,False,31.101,,20 mph,"LINESTRING (-2.3377498 53.5191195, -2.3375272 53.5193659)",,
23961568,Carlisle Street,residential,False,True,32.105,,20 mph,"LINESTRING (-2.3377498 53.5191195, -2.3379342 53.5188524)",,
79066800,Mimosa Drive,residential,False,False,93.371,,20 mph,"LINESTRING (-2.3377498 53.5191195, -2.3363378 53.5191376)",,
23961550,Rutland Avenue,residential,False,True,33.171,,20 mph,"LINESTRING (-2.3363378 53.5191376, -2.336207 53.5188496)",,
79066800,Mimosa Drive,residential,False,True,93.371,,20 mph,"LINESTRING (-2.3363378 53.5191376, -2.3377498 53.5191195)",,
23961550,Rutland Avenue,residential,False,False,28.009,,20 mph,"LINESTRING (-2.3363378 53.5191376, -2.3364271 53.5193372, -2.3364469 53.519381)",,
217296361,Bolton Road,primary,False,False,38.166,A666,30 mph,"LINESTRING (-2.3334675 53.5193289, -2.333858 53.5195817)",,
217296361,Bolton Road,primary,False,True,33.365,A666,30 mph,"LINESTRING (-2.3334675 53.5193289, -2.3331057 53.5191197)",,
39089694,Dumbell Street,residential,False,True,36.653,,20 mph,"LINESTRING (-2.3341537 53.5188254, -2.3336778 53.5186563)",,
79066803,Hall Street,residential,True,False,72.059,,20 mph,"LINESTRING (-2.3341537 53.5188254, -2.3334675 53.5193289)",,
39089694,Dumbell Street,residential,False,False,53.233000000000004,,20 mph,"LINESTRING (-2.3341537 53.5188254, -2.3345435 53.5189701, -2.3347841 53.5190594, -2.3348009 53.5190949)",,
39023236,Swinton Hall Road,residential,False,False,52.199,,,"LINESTRING (-2.3346397 53.5123823, -2.3339464 53.5121578)",,
39023236,Swinton Hall Road,residential,False,True,49.258,,,"LINESTRING (-2.3346397 53.5123823, -2.3352776 53.5126111)",,
39089696,Boundary Road,residential,False,True,277.181,,,"LINESTRING (-2.3329671 53.5137781, -2.3331922 53.5138418, -2.3334164 53.5138775, -2.3367652 53.5144111, -2.3370007 53.5144486)",,
170515509,Pendlebury Road,unclassified,False,False,191.454,,,"LINESTRING (-2.3329671 53.5137781, -2.3332151 53.5133632, -2.3336386 53.5126547, -2.3339464 53.5121578)",,
"[170515507, 39023243, 170515509]",Pendlebury Road,unclassified,False,True,81.79499999999999,,,"LINESTRING (-2.3329671 53.5137781, -2.3329088 53.5138841, -2.3327023 53.5142139, -2.3326831 53.5142521, -2.3325381 53.5144678)",yes,
39089696,Boundary Road,residential,False,False,67.721,,,"LINESTRING (-2.3379877 53.5146113, -2.3374228 53.5145182, -2.3370007 53.5144486)",,
"[442969515, 442969516, 442969517]",Station Road,secondary,False,True,60.12799999999999,B5231,30 mph,"LINESTRING (-2.3379877 53.5146113, -2.337942 53.5146541, -2.33768 53.514899, -2.3375603 53.5150236, -2.3375152 53.5150731)",yes,
39089694,Dumbell Street,residential,False,False,36.653,,20 mph,"LINESTRING (-2.3336778 53.5186563, -2.3341537 53.5188254)",,
