osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access,bridge,ref,junction,tunnel
4371981,True,1,The Calls,tertiary,30 mph,False,136.29500000000002,"LINESTRING (-1.5381171 53.7950089, -1.5383676 53.7949417, -1.538505 53.7949294, -1.5385938 53.7949284, -1.5387091 53.7949412, -1.5393306 53.7950372, -1.5394301 53.7950526, -1.5397799 53.7951093, -1.5398825 53.7951212, -1.5400035 53.7951211, -1.540124 53.7951126)",,,,,,
"[778025025, 759443481, 4372316]",True,1,The Calls,residential,20 mph,False,69.748,"LINESTRING (-1.5381171 53.7950089, -1.538118 53.7949268, -1.5381072 53.7948839, -1.5380813 53.7948454, -1.5380355 53.7948137, -1.5379697 53.794788, -1.5378156 53.7947482, -1.5377213 53.7947268, -1.5376692 53.7947146, -1.5373886 53.7946445)",7.5,,,,,
4371981,True,1,The Calls,tertiary,30 mph,False,73.87100000000001,"LINESTRING (-1.540124 53.7951126, -1.5406762 53.7950219, -1.54089 53.7949854, -1.5411975 53.7949163)",,,,,,
"[5945489, 4372123]",True,1,"['Crown Street', 'Call Lane']",residential,20 mph,False,199.808,"LINESTRING (-1.540124 53.7951126, -1.5401376 53.7951498, -1.5401295 53.7951831, -1.5400941 53.795248, -1.5400186 53.7953866, -1.5398836 53.7955778, -1.539703 53.795845, -1.5397086 53.7959013, -1.5397496 53.7959753, -1.539818 53.7960371, -1.5399291 53.7960916, -1.5401153 53.7961956, -1.5401843 53.7962522, -1.5401848 53.7963024, -1.5401354 53.7963238, -1.5400915 53.7963341, -1.5397684 53.7964829, -1.5396076 53.7965407, -1.5395568 53.7965579)",,,,,,
38633274,True,1,Call Lane,tertiary,30 mph,False,86.87899999999999,"LINESTRING (-1.5411975 53.7949163, -1.5416155 53.794764, -1.5416841 53.7947291, -1.5420789 53.7945558, -1.5421894 53.7945104, -1.5422315 53.7944906, -1.5422822 53.7944708)",,,,,,
4371979,True,1,Briggate,unclassified,20 mph,False,174.12300000000002,"LINESTRING (-1.5422822 53.7944708, -1.5423842 53.7946734, -1.54244 53.7948139, -1.5424961 53.7949854, -1.54251 53.7950357, -1.542518 53.7950772, -1.5425265 53.7951311, -1.5425387 53.7952739, -1.5425654 53.7955433, -1.5425632 53.7956428, -1.5425616 53.795715, -1.5425603 53.7958151, -1.542559 53.7959166, -1.5425396 53.7960185)",,,,,,
5946933,True,1,Swinegate,tertiary,30 mph,False,55.318,"LINESTRING (-1.5422822 53.7944708, -1.5426266 53.794322, -1.5429802 53.7941931)",,,,,,
"[1006925488, 6074505, 1042054889, 5946038]",False,"['2', '3']","['Leeds Bridge', 'Meadow Lane', 'Bridge End']",unclassified,30 mph,True,128.981,"LINESTRING (-1.5422822 53.7944708, -1.5422032 53.7943299, -1.5421888 53.7943125, -1.5421008 53.7942058, -1.5420053 53.7941013, -1.5419813 53.7940744, -1.5416846 53.7937242, -1.5416577 53.793687, -1.5416028 53.7936156, -1.5415615 53.7935484, -1.5415486 53.7934743, -1.5415562 53.7934066)",,no,yes,,,
5946933,True,1,Swinegate,tertiary,30 mph,False,21.535,"LINESTRING (-1.5429802 53.7941931, -1.5431022 53.7941786, -1.5433024 53.7941573)",,,,,,
6233799,False,,Concordia Street,unclassified,20 mph,True,101.981,"LINESTRING (-1.5429802 53.7941931, -1.542898 53.7940323, -1.5429232 53.7939249, -1.5430039 53.7937707, -1.5431229 53.7935859, -1.5434302 53.7933706)",,,,,,
30831675,True,1,Bridge Street,unclassified,20 mph,False,23.363,"LINESTRING (-1.5363315 53.7986735, -1.5363692 53.798795, -1.5363761 53.7988174, -1.5363933 53.7988804)",,,,,,
708088680,False,2,Wellington Street,tertiary,30 mph,False,32.135000000000005,"LINESTRING (-1.5507072 53.7962516, -1.5508401 53.7962701, -1.5510659 53.7962938, -1.5511415 53.7963018, -1.5511875 53.7963062)",,,,,,
"[1230957172, 745709508, 1230957173]",False,2,King Street,tertiary,30 mph,False,63.06700000000001,"LINESTRING (-1.5507072 53.7962516, -1.5506625 53.7963049, -1.5506107 53.7963844, -1.5505566 53.7964972, -1.5505378 53.7965385, -1.5505075 53.7965996, -1.5504127 53.7967904)",,,,,,
1230957172,False,2,King Street,tertiary,30 mph,False,51.251,"LINESTRING (-1.5504127 53.7967904, -1.5503758 53.7968679, -1.5503051 53.7970064, -1.5501898 53.7972321)",,,,,,
"[745709508, 1230957172, 1230957173]",False,2,King Street,tertiary,30 mph,True,63.067,"LINESTRING (-1.5504127 53.7967904, -1.5505075 53.7965996, -1.5505378 53.7965385, -1.5505566 53.7964972, -1.5506107 53.7963844, -1.5506625 53.7963049, -1.5507072 53.7962516)",,,,,,
609734125,True,2,Calverley Street,tertiary,20 mph,False,35.916,"LINESTRING (-1.5491019 53.8007675, -1.5490993 53.8010905)",,,,,,
175145751,True,2,Great George Street,tertiary,30 mph,False,116.219,"LINESTRING (-1.5491019 53.8007675, -1.5485522 53.8007788, -1.5484779 53.8007803, -1.5475753 53.8008226, -1.5473356 53.8008285)",,,,,,
609734120,False,2,Calverley Street,unclassified,30 mph,True,105.642,"LINESTRING (-1.5491019 53.8007675, -1.549099 53.8006904, -1.5490961 53.8006127, -1.5490946 53.8004669, -1.5490955 53.8004289, -1.5491077 53.7999389, -1.5491093 53.7999134, -1.5491106 53.7998758, -1.5491068 53.7998176)",,,,,,
30831675,True,1,Bridge Street,unclassified,20 mph,False,11.875,"LINESTRING (-1.5364461 53.7990394, -1.5364287 53.7991457)",,,,,,
27767549,False,,Templar Street,unclassified,20 mph,False,40.616,"LINESTRING (-1.5362866 53.799843, -1.5369036 53.7998681)",,,,,,
5944516,True,2,Sovereign Street,unclassified,20 mph,False,213.39600000000002,"LINESTRING (-1.5468737 53.7933224, -1.5465175 53.7932652, -1.5463495 53.7932382, -1.5461856 53.7932154, -1.5461549 53.7932111, -1.5452574 53.7931457, -1.5452372 53.7931442, -1.545078 53.7931556, -1.5447314 53.7933017, -1.5446573 53.7933347, -1.5441652 53.7935647, -1.544116 53.7935877, -1.5439548 53.7936689)",,,,,,
"[778102274, 5944452]",True,1,Park Square East,unclassified,20 mph,False,56.087999999999994,"LINESTRING (-1.5508989 53.7990779, -1.550803 53.7993059, -1.5507317 53.7994754, -1.550723 53.7994962, -1.5506956 53.7995678)",,,,,,
30260290,True,1,Park Square East,unclassified,20 mph,False,78.636,"LINESTRING (-1.5508989 53.7990779, -1.5510379 53.7987345, -1.551109 53.7985591, -1.5511774 53.7983901)",,,,,,
30260290,True,1,Park Square East,unclassified,20 mph,False,37.523,"LINESTRING (-1.5511774 53.7983901, -1.5513103 53.7980619)",,,,,,
31958846,True,,Westgate,tertiary,30 mph,False,9.703,"LINESTRING (-1.5506956 53.7995678, -1.5506394 53.7996485)",,,,,,
"[1092170497, 4371989]",True,1,"['Boar Lane', 'Bishopgate Street']",unclassified,"['20 mph', '30 mph']",False,112.689,"LINESTRING (-1.5464867 53.7952522, -1.5465854 53.7953728, -1.5466253 53.7954251, -1.5467533 53.7955415, -1.546856 53.7956786, -1.5469283 53.7958358, -1.5469645 53.7959716, -1.5469942 53.7960205, -1.5470176 53.7960521, -1.5470273 53.7960653, -1.5470353 53.7960831, -1.5470357 53.7960957, -1.5470302 53.7961216, -1.5470036 53.7961456, -1.5469831 53.7961481, -1.5469267 53.796155)",,destination,,,,
39428286,False,1,New Briggate,unclassified,20 mph,False,49.507000000000005,"LINESTRING (-1.5415597 53.7997747, -1.5414278 53.7999567, -1.5412404 53.8001778)",,,,,,
"[8094914, 315813917, 39428286]",False,1,"['Mark Lane', 'New Briggate']",unclassified,20 mph,"[False, True]",126.22300000000001,"LINESTRING (-1.5415597 53.7997747, -1.5416618 53.7996849, -1.5416926 53.7996724, -1.5417225 53.7996668, -1.5417522 53.7996641, -1.541818 53.7996653, -1.5425384 53.7997456, -1.5433657 53.7998353)",,yes,,,,
39428286,False,1,New Briggate,unclassified,20 mph,True,49.507000000000005,"LINESTRING (-1.5412404 53.8001778, -1.5414278 53.7999567, -1.5415597 53.7997747)",,,,,,
616128589,True,2,New Briggate,unclassified,20 mph,False,43.849000000000004,"LINESTRING (-1.5412404 53.8001778, -1.5410909 53.8003486, -1.5410653 53.8003776, -1.5410403 53.8004002, -1.5410089 53.8004284, -1.5409625 53.800467, -1.5409443 53.8004821, -1.5409175 53.8005218)",,,,,,
175145754,True,3,New Briggate,tertiary,30 mph,False,5.929,"LINESTRING (-1.5409175 53.8005218, -1.540854 53.8005597)",,,,,,
"[6251096, 1016404765]",True,"['1', '2']",New Briggate,tertiary,30 mph,False,37.120999999999995,"LINESTRING (-1.5404945 53.8007206, -1.5403596 53.8007467, -1.540257 53.8007816, -1.5399859 53.800864)",,,,,,
"[175331768, 6251099]",True,2,"['North Street', 'New Briggate']",tertiary,30 mph,False,83.82900000000002,"LINESTRING (-1.5404945 53.8007206, -1.5404054 53.8007803, -1.5403301 53.8008137, -1.5401614 53.800875, -1.539835 53.8009898, -1.5396779 53.8010427, -1.5396266 53.8010611, -1.5395554 53.8010867, -1.5394345 53.8011344)",,,,,,
4049157,True,1,Eastgate,unclassified,20 mph,False,238.793,"LINESTRING (-1.5362425 53.7984613, -1.536539 53.7985703, -1.5367511 53.7986086, -1.5368103 53.7986196, -1.5368999 53.7986329, -1.5377865 53.7987093, -1.537935 53.7987194, -1.5383305 53.7987476, -1.5388595 53.7987852, -1.5390041 53.7987955, -1.5395081 53.7988234, -1.539628 53.79883, -1.5397503 53.7988924)",,yes,,,,
845622690,True,3,Eastgate,trunk,30 mph,False,23.221000000000004,"LINESTRING (-1.5362425 53.7984613, -1.5363071 53.7985195, -1.5363398 53.7985864, -1.5363377 53.798656)",,,,A61,roundabout,
27767549,False,,Templar Street,unclassified,20 mph,False,89.15599999999999,"LINESTRING (-1.5373415 53.79992, -1.5376476 53.7999689, -1.5379587 53.8000063, -1.5384529 53.8000823, -1.5385296 53.8000906, -1.5386018 53.8000853, -1.5386585 53.8000711)",,,,,,
27767549,False,,Templar Street,unclassified,20 mph,True,29.352,"LINESTRING (-1.5373415 53.79992, -1.5371343 53.7998904, -1.5369036 53.7998681)",,,,,,
27767549,False,,Templar Street,unclassified,20 mph,True,40.616,"LINESTRING (-1.5369036 53.7998681, -1.5362866 53.799843)",,,,,,
27767549,False,,Templar Street,unclassified,20 mph,False,29.352,"LINESTRING (-1.5369036 53.7998681, -1.5371343 53.7998904, -1.5373415 53.79992)",,,,,,
27767549,False,,Templar Street,unclassified,20 mph,True,89.156,"LINESTRING (-1.5386585 53.8000711, -1.5386018 53.8000853, -1.5385296 53.8000906, -1.5384529 53.8000823, -1.5379587 53.8000063, -1.5376476 53.7999689, -1.5373415 53.79992)",,,,,,
30831678,False,,Edward Street,tertiary,20 mph,True,27.506,"LINESTRING (-1.5386585 53.8000711, -1.5386925 53.7998403, -1.5386954 53.7998247)",,,,,,
1009731641,False,2,Lady Lane,living_street,20 mph,True,42.866,"LINESTRING (-1.5388124 53.7991692, -1.5394547 53.7992378)",,,,,,
583053002,True,1,Lady Lane,tertiary,20 mph,False,84.26599999999999,"LINESTRING (-1.5388124 53.7991692, -1.5385193 53.7991319, -1.5380359 53.7990705, -1.5375545 53.7990204)",,yes,,,,
583053002,True,1,Lady Lane,tertiary,20 mph,False,31.315,"LINESTRING (-1.5375545 53.7990204, -1.5370851 53.7989709)",,yes,,,,
5949167,True,,Templar Lane,unclassified,20 mph,False,101.005,"LINESTRING (-1.5375545 53.7990204, -1.5374783 53.7993402, -1.5374524 53.7994514, -1.5373415 53.79992)",,,,,,
5949166,True,,Templar Place,unclassified,20 mph,False,25.242,"LINESTRING (-1.5370851 53.7989709, -1.5370395 53.7991963)",,,,,,
616128591,True,2,Lady Lane,tertiary,20 mph,False,19.589,"LINESTRING (-1.5370851 53.7989709, -1.5367937 53.7989333)",,,,,,
"[4325713, 1267509521, 315813909, 315813910, 315813913, 315813915, 747861599]",True,,Harrison Street,unclassified,20 mph,False,128.54399999999998,"LINESTRING (-1.5396633 53.7995229, -1.5398964 53.7995291, -1.5400294 53.7995366, -1.540329 53.7995526, -1.5405322 53.7995959, -1.5407404 53.7996311, -1.5411722 53.7996971, -1.5411864 53.7996993, -1.5414823 53.7997494, -1.5415597 53.7997747)",,yes,,,,yes
739590168,False,2,Vicar Lane,unclassified,20 mph,True,77.968,"LINESTRING (-1.5396633 53.7995229, -1.5396458 53.7996024, -1.5396283 53.7996818, -1.5396046 53.7998112, -1.5396017 53.7998273, -1.5395839 53.7999245, -1.5395697 53.7999932, -1.5395349 53.8000932, -1.5395249 53.8001346, -1.5395174 53.8001659, -1.5395152 53.8001779, -1.5395078 53.8002177)",,,,,,
22957037,False,,Dudley Way,unclassified,,True,61.891999999999996,"LINESTRING (-1.5460078 53.8003873, -1.5459358 53.8006342, -1.5459473 53.8009402)",,,,,,
"[331296068, 22957038]",True,2,"[""St Anne's Street"", 'Cookridge Street']",unclassified,,False,124.15299999999999,"LINESTRING (-1.5460078 53.8003873, -1.5460495 53.8003744, -1.5460983 53.80037, -1.546252 53.800377, -1.546299 53.8003792, -1.5463239 53.8003807, -1.546494 53.8003856, -1.5471355 53.800432, -1.5471872 53.8004352, -1.5472185 53.8004453, -1.5472404 53.8004637, -1.5472487 53.8004789, -1.5472619 53.8005436, -1.5473052 53.8007235, -1.5473356 53.8008285)",,,,,,
30831676,True,,Templar Street,tertiary,20 mph,False,59.484,"LINESTRING (-1.5395078 53.8002177, -1.5394114 53.8001779, -1.5387586 53.8001152, -1.5387047 53.8000995, -1.5386585 53.8000711)",,,,,,
739590168,False,2,Vicar Lane,unclassified,20 mph,False,77.968,"LINESTRING (-1.5395078 53.8002177, -1.5395152 53.8001779, -1.5395174 53.8001659, -1.5395249 53.8001346, -1.5395349 53.8000932, -1.5395697 53.7999932, -1.5395839 53.7999245, -1.5396017 53.7998273, -1.5396046 53.7998112, -1.5396283 53.7996818, -1.5396458 53.7996024, -1.5396633 53.7995229)",,,,,,
1107580464,False,2,Vicar Lane,tertiary,20 mph,True,55.900999999999996,"LINESTRING (-1.5395078 53.8002177, -1.5394819 53.8003347, -1.5394347 53.8005131, -1.5394233 53.8005466, -1.5394101 53.8005964, -1.5394013 53.8006295, -1.5393727 53.8007139)",,,,,,
