osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction
55058470,Church Street,residential,False,True,216.37,"LINESTRING (-0.6608461 52.3377709, -0.6602059 52.3378396, -0.6595434 52.3379558, -0.6590971 52.3380707, -0.658353 52.3383448, -0.6580133 52.3384228, -0.6578897 52.3384462)",,,,
55065020,Stocks Hill,tertiary,False,False,96.246,"LINESTRING (-0.6608461 52.3377709, -0.6601611 52.33741, -0.6600235 52.3373339, -0.6599568 52.3372853, -0.6599183 52.3372225, -0.6598899 52.3371557)",,,,
55065142,Church Hill,tertiary,False,True,145.275,"LINESTRING (-0.6608461 52.3377709, -0.6612654 52.3379792, -0.6613078 52.3380411, -0.6614689 52.3382762, -0.6620139 52.3388047, -0.6620398 52.3388298)",,,,
54039732,Ivy Lane,residential,True,False,95.913,"LINESTRING (-0.6590325 52.3362454, -0.6585381 52.3363851, -0.6581768 52.3364274, -0.657901 52.3364624, -0.6576852 52.3364785)",,,,
55065019,Bell Hill,tertiary,False,False,76.09700000000001,"LINESTRING (-0.6590325 52.3362454, -0.6589355 52.3361781, -0.6587369 52.3360403, -0.6582923 52.3357318)",,,,
"[55065019, 55065020]","['Stocks Hill', 'Bell Hill']",tertiary,False,True,117.779,"LINESTRING (-0.6590325 52.3362454, -0.659176 52.3363599, -0.6596936 52.3368421, -0.6597582 52.3369176, -0.659821 52.3369902, -0.6598536 52.3370504, -0.6598899 52.3371557)",,,,
57032510,,trunk,True,False,20.756999999999998,"LINESTRING (-0.6488042 52.3398656, -0.648892 52.3398341, -0.6489755 52.3398366, -0.6490278 52.3398529, -0.6490692 52.3398806)",1,A6,30 mph,roundabout
238813358,Wellingborough Road,primary,False,True,104.703,"LINESTRING (-0.6490692 52.3398806, -0.6500956 52.3391782)",,A510,30 mph,
57032510,,trunk,True,False,15.449,"LINESTRING (-0.6490692 52.3398806, -0.6490895 52.3399094, -0.6490942 52.3399452, -0.6490887 52.3399632, -0.6490442 52.3400091)",1,A6,30 mph,roundabout
234711243,Burton Road,trunk,False,True,50.209,"LINESTRING (-0.6490442 52.3400091, -0.6495073 52.340361)",2,A6,30 mph,
57032510,,trunk,True,False,18.242,"LINESTRING (-0.6490442 52.3400091, -0.6489958 52.3400294, -0.6489675 52.3400355, -0.648909 52.3400382, -0.6488798 52.3400348, -0.6488269 52.3400192, -0.6488024 52.340006)",1,A6,30 mph,roundabout
57032510,,trunk,True,False,17.196,"LINESTRING (-0.6488024 52.340006, -0.6487703 52.339976, -0.6487606 52.3399576, -0.6487582 52.3399217, -0.6487658 52.3399019, -0.6488042 52.3398656)",1,A6,30 mph,roundabout
55065019,Bell Hill,tertiary,False,True,66.978,"LINESTRING (-0.6576161 52.3352935, -0.6582923 52.3357318)",,,,
238813358,Wellingborough Road,primary,False,False,145.98899999999998,"LINESTRING (-0.6576161 52.3352935, -0.6573363 52.3356422, -0.6570774 52.335873, -0.6564015 52.3363681)",,A510,30 mph,
238813358,Wellingborough Road,primary,False,True,57.266999999999996,"LINESTRING (-0.6576161 52.3352935, -0.6577875 52.3350447, -0.6579366 52.3348172)",,A510,30 mph,
238813358,Wellingborough Road,primary,False,False,21.523,"LINESTRING (-0.6554938 52.3368904, -0.6552391 52.3370055)",,A510,30 mph,
55058446,Laws Lane,residential,False,False,132.462,"LINESTRING (-0.6554938 52.3368904, -0.6558055 52.3371952, -0.6566124 52.3378652)",,,,
238813358,Wellingborough Road,primary,False,True,85.016,"LINESTRING (-0.6554938 52.3368904, -0.6560429 52.3366169, -0.656242 52.3364707, -0.6562708 52.3364522, -0.6563025 52.3364318, -0.6564015 52.3363681)",,A510,30 mph,
97223970,Dolben Square,residential,False,True,2.732,"LINESTRING (-0.6566474 52.3378531, -0.6566124 52.3378652)",,,,
55058485,Affleck Bridge,residential,False,True,78.473,"LINESTRING (-0.6566474 52.3378531, -0.656925 52.3380765, -0.6569871 52.3381433, -0.65705 52.3382109, -0.6572285 52.3384586)",,,,
"[97223970, 55058447]","['Regent Street', 'Dolben Square']",residential,False,"[False, True]",72.50800000000001,"LINESTRING (-0.6566474 52.3378531, -0.6568982 52.3377904, -0.6570596 52.337745, -0.6572719 52.3376854, -0.6576286 52.337597)",,,,
55058501,Rose Hill,residential,False,True,53.724,"LINESTRING (-0.6504728 52.3389488, -0.6509471 52.3393354)",,,,
238813358,Wellingborough Road,primary,False,False,36.158,"LINESTRING (-0.6504728 52.3389488, -0.6500956 52.3391782)",,A510,30 mph,
238813358,Wellingborough Road,primary,False,True,223.16999999999996,"LINESTRING (-0.6504728 52.3389488, -0.6507683 52.3387561, -0.6511069 52.3385792, -0.6514272 52.3384194, -0.6517567 52.3382581, -0.6523206 52.3380515, -0.6528132 52.337926, -0.6530461 52.3378666, -0.6531616 52.3378332)",,A510,30 mph,
55058501,Rose Hill,residential,False,False,41.807,"LINESTRING (-0.6512728 52.3396544, -0.6509471 52.3393354)",,,,
55058527,High Street,residential,False,False,37.397,"LINESTRING (-0.6512728 52.3396544, -0.6507848 52.33981)",,,,
55058527,High Street,residential,False,True,3.859,"LINESTRING (-0.6512728 52.3396544, -0.6513237 52.339639)",,,,
55058529,Waterlow Bridge,residential,False,True,31.617,"LINESTRING (-0.6538245 52.3388125, -0.653884 52.3385305)",,,,
55058527,High Street,residential,False,False,199.889,"LINESTRING (-0.6538245 52.3388125, -0.6536486 52.3388051, -0.6533813 52.3388229, -0.6532088 52.3388456, -0.6529579 52.3388901, -0.6527227 52.3389478, -0.6524856 52.3390295, -0.652151 52.3392194, -0.6515008 52.3395685, -0.6513237 52.339639)",,,,
55058527,High Street,residential,False,True,237.76999999999998,"LINESTRING (-0.6538245 52.3388125, -0.6544792 52.3388646, -0.6548376 52.3388491, -0.6551486 52.3388216, -0.6562708 52.3386613, -0.6572285 52.3384586)",,,,
55058826,Avenue Road,residential,False,True,117.41499999999999,"LINESTRING (-0.6620398 52.3388298, -0.6611493 52.3390484, -0.6611028 52.3390598, -0.660458 52.3392534)",,,,
55065142,Church Hill,tertiary,False,False,145.27500000000003,"LINESTRING (-0.6620398 52.3388298, -0.6620139 52.3388047, -0.6614689 52.3382762, -0.6613078 52.3380411, -0.6612654 52.3379792, -0.6608461 52.3377709)",,,,
55058826,Avenue Road,residential,False,False,102.54599999999999,"LINESTRING (-0.6586733 52.3398037, -0.6588223 52.3397574, -0.658857 52.3397466, -0.6589652 52.3397129, -0.6598667 52.3394325, -0.6600184 52.3393853)",,,,
55058830,Tenter Lane,residential,False,True,90.352,"LINESTRING (-0.6586733 52.3398037, -0.6583324 52.3394133, -0.6582412 52.3392593, -0.6580895 52.339075)",,,,
96754287,Tainty Close,residential,False,False,42.268,"LINESTRING (-0.6586733 52.3398037, -0.6587618 52.3398888, -0.6588154 52.3400265, -0.6588261 52.3401641)",,,,
"[704380616, 55059273]",St. Marys Avenue,residential,False,True,120.70700000000001,"LINESTRING (-0.6586733 52.3398037, -0.6579432 52.3400508, -0.6570024 52.3400205)",,,,
55058470,Church Street,residential,False,False,216.37,"LINESTRING (-0.6578897 52.3384462, -0.6580133 52.3384228, -0.658353 52.3383448, -0.6590971 52.3380707, -0.6595434 52.3379558, -0.6602059 52.3378396, -0.6608461 52.3377709)",,,,
"[55058470, 55058527]","['Church Street', 'High Street']",residential,False,"[False, True]",44.992999999999995,"LINESTRING (-0.6578897 52.3384462, -0.6577127 52.3384453, -0.6574281 52.3384462, -0.6572285 52.3384586)",,,,
55058835,Berry Green Road,residential,False,True,42.482,"LINESTRING (-0.6578897 52.3384462, -0.6578811 52.3385217, -0.6579044 52.3386007, -0.6579931 52.3387059, -0.658128 52.3387753)",,,,
55058929,Orchard Road,residential,False,False,25.054,"LINESTRING (-0.6584538 52.33904, -0.6580895 52.339075)",,,,
55058835,Berry Green Road,residential,False,False,36.891,"LINESTRING (-0.6584538 52.33904, -0.6584201 52.3390017, -0.658128 52.3387753)",,,,
55058835,Berry Green Road,residential,False,True,69.596,"LINESTRING (-0.6584538 52.33904, -0.6590064 52.3390893, -0.6593296 52.3391392, -0.6594551 52.3391653)",,,,
55058929,Orchard Road,residential,False,False,179.522,"LINESTRING (-0.6565498 52.3395675, -0.6559608 52.3397784, -0.6554755 52.3397894, -0.6554155 52.3397822, -0.6544408 52.3396649, -0.6540264 52.3396249)",,,,
55058929,Orchard Road,residential,False,True,117.707,"LINESTRING (-0.6565498 52.3395675, -0.6570677 52.3393633, -0.6577317 52.3391316, -0.6579991 52.3389922)",,,,
55059280,,residential,False,False,59.015,"LINESTRING (-0.6565498 52.3395675, -0.6567499 52.3397698, -0.6570024 52.3400205)",,,,
"[704380616, 55059273]",St. Marys Avenue,residential,False,False,120.70700000000001,"LINESTRING (-0.6570024 52.3400205, -0.6579432 52.3400508, -0.6586733 52.3398037)",,,,
55059280,,residential,False,True,59.015,"LINESTRING (-0.6570024 52.3400205, -0.6567499 52.3397698, -0.6565498 52.3395675)",,,,
55059332,,residential,False,True,75.488,"LINESTRING (-0.6570024 52.3400205, -0.6572638 52.3402654, -0.657291 52.3403137, -0.6572972 52.3403721, -0.6571759 52.3406389)",,,,
55059332,,residential,False,False,75.488,"LINESTRING (-0.6571759 52.3406389, -0.6572972 52.3403721, -0.657291 52.3403137, -0.6572638 52.3402654, -0.6570024 52.3400205)",,,,
55059611,Tann Road,residential,False,True,35.385,"LINESTRING (-0.6526337 52.3418054, -0.6523531 52.3415373)",,,,
55059676,Tingdene Road,residential,False,True,144.248,"LINESTRING (-0.6542003 52.3408976, -0.6523531 52.3415373)",,,,
"[55059676, 765891364]",Tingdene Road,residential,False,False,84.859,"LINESTRING (-0.6542003 52.3408976, -0.6551796 52.340553, -0.6552799 52.3405139)",,,,
55059853,Albert Road,residential,False,True,151.927,"LINESTRING (-0.6542003 52.3408976, -0.6537091 52.3402985, -0.6535594 52.3401345, -0.6533783 52.3398771, -0.653322 52.3397654, -0.6532827 52.3396566)",,,,
55058929,Orchard Road,residential,False,True,72.657,"LINESTRING (-0.6522282 52.3397655, -0.6532827 52.3396566)",,,,
55058929,Orchard Road,residential,False,False,63.928,"LINESTRING (-0.6522282 52.3397655, -0.6516577 52.339719, -0.6514828 52.3396999, -0.6513237 52.339639)",,,,
55059869,Victoria Road,residential,False,True,140.195,"LINESTRING (-0.6522282 52.3397655, -0.6523441 52.3400988, -0.6525557 52.3404176, -0.6527266 52.3405998, -0.6529411 52.3408489, -0.6530216 52.3409177)",,,,
55060020,Mulso Road,residential,False,False,12.314,"LINESTRING (-0.6499609 52.3391041, -0.6500956 52.3391782)",,,,
238813358,Wellingborough Road,primary,False,False,15.708,"LINESTRING (-0.6533719 52.3377745, -0.6531616 52.3378332)",,A510,30 mph,
55061228,Summerlee Road,residential,False,True,177.19400000000002,"LINESTRING (-0.6533719 52.3377745, -0.6518297 52.3366244, -0.6517066 52.3365487)",,,,
238813358,Wellingborough Road,primary,False,True,82.874,"LINESTRING (-0.6533719 52.3377745, -0.6536873 52.3376784, -0.6539495 52.3375724, -0.6541845 52.3374667, -0.6543906 52.3373687)",,A510,30 mph,
55061228,Summerlee Road,residential,False,False,177.19400000000002,"LINESTRING (-0.6517066 52.3365487, -0.6518297 52.3366244, -0.6533719 52.3377745)",,,,
55061251,Milner Road,residential,False,True,267.554,"LINESTRING (-0.6543906 52.3373687, -0.6526614 52.3362407, -0.6520666 52.3358823, -0.6518392 52.3357342, -0.6517094 52.3356103)",,,,
238813358,Wellingborough Road,primary,False,False,82.874,"LINESTRING (-0.6543906 52.3373687, -0.6541845 52.3374667, -0.6539495 52.3375724, -0.6536873 52.3376784, -0.6533719 52.3377745)",,A510,30 mph,
238813358,Wellingborough Road,primary,False,True,53.763000000000005,"LINESTRING (-0.6543906 52.3373687, -0.6548708 52.3371689, -0.6550447 52.3370966)",,A510,30 mph,
55061251,Milner Road,residential,False,False,60.38499999999999,"LINESTRING (-0.6526499 52.334893, -0.6524401 52.3349343, -0.6522526 52.3349712, -0.6520542 52.3350334, -0.6518861 52.3351451)",,,,
