osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,access,bridge
11977326,False,,Victoria Street,unclassified,,False,117.552,"LINESTRING (-0.8955361 52.2415402, -0.8953799 52.2412216, -0.8951182 52.2406611, -0.8950546 52.240525)",,,,
11977326,False,,Victoria Street,unclassified,,True,117.55199999999999,"LINESTRING (-0.8950546 52.240525, -0.8951182 52.2406611, -0.8953799 52.2412216, -0.8955361 52.2415402)",,,,
11977327,True,,Victoria Street,unclassified,,False,45.66,"LINESTRING (-0.8950546 52.240525, -0.8948936 52.2403804, -0.8945407 52.2402865)",,,,
61908807,False,,St Mary's Street,residential,,False,34.245999999999995,"LINESTRING (-0.9034937 52.2378195, -0.9032071 52.2377066, -0.9030478 52.2376881)",,,,
191289975,False,,Castle Terrace,residential,,False,98.525,"LINESTRING (-0.9034937 52.2378195, -0.9034926 52.2378966, -0.903486 52.2383702, -0.9034945 52.2387055)",,,,
"[58705993, 58705994, 58705997, 58705998]",False,,"['Upper Cross Street', 'Scarletwell Street', 'Upper Bath Street', 'Little Cross Street']",residential,,False,251.688,"LINESTRING (-0.9034945 52.2387055, -0.9034992 52.2388747, -0.9032643 52.2394784, -0.9032219 52.2395239, -0.9031437 52.2395388, -0.9025956 52.2394935, -0.9024974 52.2395053, -0.9024379 52.2395614, -0.9023925 52.2399677, -0.9024002 52.2399998, -0.9024542 52.2400133, -0.9030983 52.2400569, -0.9031503 52.2400604)",,,,
58706013,False,,Castle Street,residential,,False,68.951,"LINESTRING (-0.9034945 52.2387055, -0.9028183 52.2386622, -0.9024888 52.2386339)",,,,
191289975,False,,Castle Terrace,residential,,True,98.525,"LINESTRING (-0.9034945 52.2387055, -0.903486 52.2383702, -0.9034926 52.2378966, -0.9034937 52.2378195)",,,,
8046674,True,,Mercers' Row,residential,,False,93.93900000000001,"LINESTRING (-0.8970445 52.2371696, -0.8968904 52.2372076, -0.8967224 52.2372457, -0.8960216 52.2374347, -0.896 52.2374407, -0.8958453 52.2374739, -0.895765 52.237468)",,,,
57378575,False,,Drapery,residential,,False,111.423,"LINESTRING (-0.8970445 52.2371696, -0.8970711 52.2372201, -0.8970968 52.2372691, -0.8971574 52.2373845, -0.8972011 52.2376956, -0.8972247 52.237856, -0.897277 52.2381573)",,,destination,
"[59096211, 59096212]",True,,"['George Row', 'Wood Hill']",residential,,False,171.14100000000002,"LINESTRING (-0.895765 52.237468, -0.8957112 52.2374488, -0.895659 52.2374112, -0.8955353 52.2371071, -0.8955396 52.2370999, -0.8955541 52.2370848, -0.8955857 52.2370702, -0.8956511 52.2370471, -0.8958252 52.2370059, -0.8960539 52.2369518, -0.8967752 52.2368403, -0.8971254 52.2368077, -0.8972046 52.2368092, -0.8972966 52.2368184)",,,,
62021544,False,,Abington Street,living_street,,False,59.081,"LINESTRING (-0.8905414 52.239195, -0.8905229 52.2392416, -0.8904697 52.2392877, -0.8904455 52.2393017, -0.8898914 52.2395256)",,,,
"[323268465, 59088590]",True,,"['Abington Street', 'Wellington Street']",living_street,,False,224.35700000000003,"LINESTRING (-0.8905414 52.239195, -0.8906608 52.2391562, -0.8906803 52.2391516, -0.8917959 52.2388029, -0.8921822 52.238675, -0.8926034 52.2385814, -0.8926648 52.2386753, -0.8927154 52.238755, -0.8927699 52.238903, -0.8927981 52.2390207, -0.8928029 52.2390842, -0.892776 52.2391736)",,,,
28430287,True,,Saint Giles Street,residential,,False,11.369,"LINESTRING (-0.8897415 52.2377719, -0.8899066 52.2377871)",,,,
56659872,True,,Spring Gardens,residential,,False,251.30200000000002,"LINESTRING (-0.8897415 52.2377719, -0.889481 52.2370435, -0.8894268 52.2368919, -0.8893409 52.2365108, -0.8893624 52.2361166, -0.8897435 52.2355856)",,,,
57378574,True,,Victoria Gardens,residential,,False,128.368,"LINESTRING (-0.89482 52.2339886, -0.8948619 52.2341638, -0.8948775 52.2342757, -0.8948779 52.2343014, -0.8948782 52.2343278, -0.8949044 52.2343515, -0.8949409 52.2343635, -0.8953739 52.2344256, -0.8958213 52.2344827, -0.8958975 52.2344951, -0.8959903 52.2345029, -0.896084 52.2345018, -0.8961553 52.234502)",,,,
61214459,True,A5123,Victoria Promenade,primary,30 mph,False,62.172999999999995,"LINESTRING (-0.89482 52.2339886, -0.8946164 52.2340638, -0.894585 52.2340754, -0.8945587 52.2340793, -0.894431 52.2340982, -0.8942385 52.2341266, -0.8940709 52.2341585, -0.893974 52.2341857)",,,,
382406049,False,A5123,Victoria Promenade,primary,30 mph,True,60.50000000000001,"LINESTRING (-0.89482 52.2339886, -0.8948488 52.2339842, -0.8955798 52.2338714, -0.8956815 52.2338557)",,,,
"[193176179, 393277837]",True,A508,Bridge Street,trunk,30 mph,False,66.373,"LINESTRING (-0.8974088 52.2340359, -0.8974088 52.2340999, -0.8974089 52.2341944, -0.8974092 52.2345944, -0.897399 52.2346323)",,,,
28755182,True,,College Street,residential,,False,79.538,"LINESTRING (-0.8981076 52.236822, -0.8982169 52.2371868, -0.8982448 52.2374996, -0.8982476 52.2375307)",,,,
"[780456973, 1053795598]",True,,Gold Street,residential,20 mph,False,56.758,"LINESTRING (-0.8981076 52.236822, -0.8973763 52.2368525, -0.8972758 52.2368516)",,2,,
470278074,True,,College Street,residential,,False,17.869,"LINESTRING (-0.8982476 52.2375307, -0.8982834 52.2376899)",,,,
61191543,False,,Drapery,residential,,False,52.325,"LINESTRING (-0.897622 52.2386608, -0.8976264 52.2386981, -0.8976727 52.2387611, -0.8978011 52.2389285, -0.8978752 52.2391018)",,,,
31118241,True,,Guildhall Road,living_street,,False,110.678,"LINESTRING (-0.8944407 52.2370416, -0.894456 52.237009, -0.8944688 52.2369845, -0.8944728 52.236949, -0.8944491 52.2368477, -0.8944324 52.2367765, -0.894264 52.236058)",,,,
56752124,False,,Saint Giles Square,residential,,False,60.822,"LINESTRING (-0.8944407 52.2370416, -0.8946398 52.2370743, -0.8948093 52.2370821, -0.8953252 52.2370608)",,,,
217201547,False,,Derngate,residential,,False,22.749,"LINESTRING (-0.8944407 52.2370416, -0.8943683 52.2370446, -0.8943204 52.2370432, -0.8941149 52.2370076)",,,,
56752125,False,,Saint John's Street,residential,20 mph,False,47.477000000000004,"LINESTRING (-0.894662 52.2351987, -0.8947556 52.235185, -0.8948785 52.2351704, -0.894941 52.2351684, -0.8953536 52.2351552)",,,,
"[56752122, 57378572, 56752125]",False,,"[""Saint John's Street"", 'Swan Street']","['residential', 'unclassified']",20 mph,"[False, True]",127.564,"LINESTRING (-0.894662 52.2351987, -0.8944878 52.2352024, -0.8941496 52.2351943, -0.8937362 52.2351916, -0.8937297 52.2350981, -0.8937185 52.2348597, -0.8937388 52.2346121)",,,,
31652286,False,,Overstone Road,residential,,True,70.635,"LINESTRING (-0.8911406 52.2408683, -0.8911591 52.2409299, -0.8911365 52.2409793, -0.8907507 52.241444)",,,,
393275850,True,,Lady's Lane,unclassified,30 mph,False,50.1,"LINESTRING (-0.8933936 52.2404721, -0.8926945 52.2406126)",,2,,
32148106,True,,,unclassified,,False,46.801,"LINESTRING (-0.8933936 52.2404721, -0.8932501 52.2404707, -0.8931204 52.2404457, -0.8930534 52.2404168, -0.8929981 52.2403882, -0.8929592 52.2403492, -0.8928957 52.2402468)",,,,
"[61900282, 61900283]",False,A5123,Towcester Road,primary,"['40 mph', '30 mph']",False,83.477,"LINESTRING (-0.9034681 52.2339256, -0.9032331 52.2341806, -0.9029129 52.2344152, -0.9027342 52.2345209)",,,,yes
71763658,True,A5123,Towcester Road,primary,30 mph,False,7.69,"LINESTRING (-0.9027342 52.2345209, -0.9026753 52.2345799)",,2,,
"[61900282, 61900283]",False,A5123,Towcester Road,primary,"['40 mph', '30 mph']",True,83.477,"LINESTRING (-0.9027342 52.2345209, -0.9029129 52.2344152, -0.9032331 52.2341806, -0.9034681 52.2339256)",,,,yes
33132452,False,,Robert Street,residential,,True,49.684999999999995,"LINESTRING (-0.892074 52.2417653, -0.8926062 52.2419317, -0.8927239 52.2419685)",,,,
463092705,False,,Earl Street,residential,,True,98.529,"LINESTRING (-0.892074 52.2417653, -0.8924068 52.241326, -0.892683 52.2409615)",,,,
33132453,False,,Earl Street,residential,,True,7.372,"LINESTRING (-0.892683 52.2409615, -0.8927269 52.2409009)",,,,
"[61940072, 463092707]",True,A5123,Upper Mounts,primary,30 mph,False,48.66,"LINESTRING (-0.892683 52.2409615, -0.8925198 52.2409034, -0.8923106 52.2408346, -0.8920579 52.2407495)",,,,
463092705,False,,Earl Street,residential,,False,98.529,"LINESTRING (-0.892683 52.2409615, -0.8924068 52.241326, -0.892074 52.2417653)",,,,
191260789,True,A508,Horse Shoe Street,trunk,30 mph,False,51.227999999999994,"LINESTRING (-0.9010108 52.2355655, -0.9010681 52.2353255, -0.9010645 52.2352553, -0.9010336 52.2351086)",,,,
"[530845785, 59753110]",True,,"['Regent Square', 'Sheep Street']",residential,,False,168.46599999999998,"LINESTRING (-0.8982002 52.2423332, -0.8981353 52.2422599, -0.8981324 52.2420367, -0.8981589 52.2418414, -0.8981752 52.241721, -0.8982191 52.2414388, -0.8982342 52.2413347, -0.8982505 52.2412221, -0.8982424 52.2411406, -0.898229 52.2410053, -0.898221 52.2409346, -0.898178 52.2408837, -0.8981244 52.2408525)",,,,
780458949,True,A508,,trunk,30 mph,False,251.89200000000005,"LINESTRING (-0.8982002 52.2423332, -0.8985077 52.2418712, -0.8985929 52.2417431, -0.8986526 52.2416789, -0.8988125 52.241507, -0.8991555 52.2411382, -0.8993641 52.2408703, -0.8994454 52.2407658, -0.8996732 52.2404108, -0.8997253 52.2403241, -0.8997511 52.2402813)",,,,
5042059,True,,Saint Michael's Road,tertiary,30 mph,False,31.837,"LINESTRING (-0.8916008 52.2408177, -0.8913455 52.2408443, -0.8911406 52.2408683)",,,,
62021544,False,,Abington Street,living_street,,True,59.081,"LINESTRING (-0.8898914 52.2395256, -0.8904455 52.2393017, -0.8904697 52.2392877, -0.8905229 52.2392416, -0.8905414 52.239195)",,,,
217201547,False,,Derngate,residential,,False,9.292,"LINESTRING (-0.8923904 52.236371, -0.8922736 52.2363278)",,,,
56659871,True,,Castilian Street,residential,,False,78.171,"LINESTRING (-0.8923904 52.236371, -0.8923201 52.2364824, -0.8922648 52.2365371, -0.8922113 52.2365901, -0.8921798 52.2366327, -0.8921287 52.2367016, -0.892118 52.2367312, -0.8920943 52.2367964, -0.8920948 52.2368342, -0.8920958 52.2369151, -0.8921311 52.2370318)",,,,
217201547,False,,Derngate,residential,,True,137.959,"LINESTRING (-0.8923904 52.236371, -0.893092 52.2366642, -0.8934081 52.236808, -0.8936082 52.2368776, -0.8936483 52.2368906, -0.8938987 52.2369718, -0.8940054 52.2369895, -0.8941149 52.2370076)",,,,
391017012,True,,Saint Giles Street,residential,,False,106.43900000000001,"LINESTRING (-0.8926084 52.2374612, -0.8926738 52.2374569, -0.8930389 52.23739, -0.8936655 52.2372558, -0.8940981 52.2371747)",,,,
67818399,False,,Derngate,residential,,False,39.861000000000004,"LINESTRING (-0.8897435 52.2355856, -0.8895788 52.2355377, -0.8893586 52.2354606, -0.8892346 52.2354096)",,,,
67818399,False,,Derngate,residential,,True,46.405,"LINESTRING (-0.8897435 52.2355856, -0.8901236 52.235691, -0.8903643 52.2357577)",,,,
59313379,False,,Scholars Court,residential,,True,35.268,"LINESTRING (-0.8907947 52.2358787, -0.8909973 52.2355868)",,,,
67818399,False,,Derngate,residential,,False,32.25,"LINESTRING (-0.8907947 52.2358787, -0.8903643 52.2357577)",,,,
67818399,False,,Derngate,residential,,True,20.357,"LINESTRING (-0.8907947 52.2358787, -0.8910701 52.2359499)",,,,
56752120,False,,Fetter Street,residential,,False,96.931,"LINESTRING (-0.8953621 52.2360261, -0.895354 52.2359965, -0.8953444 52.2359364, -0.8953385 52.23558, -0.8953415 52.2354962, -0.8953469 52.2353442, -0.8953536 52.2351552)",,,,
331526686,False,,Angel Street,residential,,False,53.203,"LINESTRING (-0.8953621 52.2360261, -0.8955048 52.2360178, -0.8956779 52.2360053, -0.8957514 52.2360004, -0.8958263 52.2359926, -0.8960464 52.2359695, -0.8961355 52.2359601)",,,,
331526686,False,,Angel Street,residential,,True,48.381,"LINESTRING (-0.8953621 52.2360261, -0.8952256 52.2360309, -0.8949112 52.236042, -0.8947898 52.236045, -0.8946526 52.2360484)",,,,
56752120,False,,Fetter Street,residential,,True,96.931,"LINESTRING (-0.8953536 52.2351552, -0.8953469 52.2353442, -0.8953415 52.2354962, -0.8953385 52.23558, -0.8953444 52.2359364, -0.895354 52.2359965, -0.8953621 52.2360261)",,,,
56752125,False,,Saint John's Street,residential,20 mph,False,36.916000000000004,"LINESTRING (-0.8953536 52.2351552, -0.8953836 52.2351537, -0.8957625 52.2351348, -0.8958939 52.2351282)",,,,
56752125,False,,Saint John's Street,residential,20 mph,True,47.477,"LINESTRING (-0.8953536 52.2351552, -0.894941 52.2351684, -0.8948785 52.2351704, -0.8947556 52.235185, -0.894662 52.2351987)",,,,
27016403,True,,Abington Street,residential,,False,69.762,"LINESTRING (-0.8950391 52.2378558, -0.8951004 52.23785, -0.8951449 52.2378401, -0.8955456 52.2376859, -0.8955742 52.2376745, -0.8956363 52.2376499, -0.8957064 52.237602, -0.8957378 52.2375646, -0.8957491 52.2375238, -0.895765 52.237468)",,,,
"[337149171, 57046645, 57046646]",False,,"['The Riding', 'Dychurch Lane']","['living_street', 'residential']",,False,358.80799999999994,"LINESTRING (-0.8950391 52.2378558, -0.8949965 52.2378424, -0.8949562 52.2378199, -0.8948581 52.2377021, -0.8948191 52.2376739, -0.894784 52.2376612, -0.8947228 52.2376615, -0.8943648 52.2377162, -0.8936589 52.2378334, -0.8933979 52.2378826, -0.8933245 52.2378816, -0.8932014 52.2379, -0.8930582 52.2379215, -0.8923545 52.2380561, -0.8919113 52.238137, -0.8914758 52.2382244, -0.8909608 52.2383209, -0.8908496 52.2383417, -0.8907251 52.238365, -0.8906791 52.2383718, -0.8902778 52.2384312, -0.8901134 52.2384293)",,,,
56752128,True,,Angel Street,residential,,False,26.484,"LINESTRING (-0.894264 52.236058, -0.8946526 52.2360484)",,,,
331526685,True,,Guildhall Road,residential,,False,102.07600000000001,"LINESTRING (-0.894264 52.236058, -0.8942877 52.235757, -0.8942971 52.2356385, -0.8943265 52.2355456, -0.8944736 52.2353911, -0.8945304 52.2353381, -0.8945741 52.2352973, -0.894662 52.2351987)",,,,
133477038,True,,Bridge Street,unclassified,,False,3.954,"LINESTRING (-0.8972966 52.2368184, -0.8972758 52.2368516)",,,,
61218071,False,,Bridge Street,residential,,True,190.557,"LINESTRING (-0.8972966 52.2368184, -0.8973327 52.2367324, -0.8973344 52.2366646, -0.8973076 52.2364909, -0.8972359 52.2361919, -0.8971874 52.2358771, -0.897186 52.2357879, -0.8971823 52.2355586, -0.8972048 52.2351131)",,,,
54962428,False,,St. Giles Terrace,residential,,True,73.566,"LINESTRING (-0.8901134 52.2384293, -0.8901072 52.2382321, -0.8900768 52.2380813, -0.8900171 52.2379584, -0.8899066 52.2377871)",,,,
"[337149171, 57046645, 57046646]",False,,"['The Riding', 'Dychurch Lane']","['residential', 'living_street']",,True,358.80800000000005,"LINESTRING (-0.8901134 52.2384293, -0.8902778 52.2384312, -0.8906791 52.2383718, -0.8907251 52.238365, -0.8908496 52.2383417, -0.8909608 52.2383209, -0.8914758 52.2382244, -0.8919113 52.238137, -0.8923545 52.2380561, -0.8930582 52.2379215, -0.8932014 52.2379, -0.8933245 52.2378816, -0.8933979 52.2378826, -0.8936589 52.2378334, -0.8943648 52.2377162, -0.8947228 52.2376615, -0.894784 52.2376612, -0.8948191 52.2376739, -0.8948581 52.2377021, -0.8949562 52.2378199, -0.8949965 52.2378424, -0.8950391 52.2378558)",,,,
337149172,True,,St. Giles Terrace,residential,,False,91.40700000000001,"LINESTRING (-0.8901134 52.2384293, -0.8901254 52.2385731, -0.8901863 52.2387247, -0.8902718 52.2388707, -0.8904529 52.2391311, -0.8905414 52.239195)",,,,
31652286,False,,Overstone Road,residential,,False,60.464,"LINESTRING (-0.8903356 52.2419247, -0.8907507 52.241444)",,,,
31652286,False,,Overstone Road,residential,,True,60.464,"LINESTRING (-0.8907507 52.241444, -0.8903356 52.2419247)",,,,
31652286,False,,Overstone Road,residential,,False,70.635,"LINESTRING (-0.8907507 52.241444, -0.8911365 52.2409793, -0.8911591 52.2409299, -0.8911406 52.2408683)",,,,
33132452,False,,Robert Street,residential,,False,49.715,"LINESTRING (-0.8940007 52.2423748, -0.8933548 52.2421663)",,,,
33132452,False,,Robert Street,residential,,True,49.715,"LINESTRING (-0.8933548 52.2421663, -0.8940007 52.2423748)",,,,
33132452,False,,Robert Street,residential,,False,48.26,"LINESTRING (-0.8933548 52.2421663, -0.8931839 52.2421127, -0.8927239 52.2419685)",,,,
33132452,False,,Robert Street,residential,,False,49.684999999999995,"LINESTRING (-0.8927239 52.2419685, -0.8926062 52.2419317, -0.892074 52.2417653)",,,,
33132452,False,,Robert Street,residential,,True,48.26,"LINESTRING (-0.8927239 52.2419685, -0.8931839 52.2421127, -0.8933548 52.2421663)",,,,
"[58705993, 58705994, 58705997, 58705998]",False,,"['Upper Bath Street', 'Scarletwell Street', 'Upper Cross Street', 'Little Cross Street']",residential,,True,251.688,"LINESTRING (-0.9031503 52.2400604, -0.9030983 52.2400569, -0.9024542 52.2400133, -0.9024002 52.2399998, -0.9023925 52.2399677, -0.9024379 52.2395614, -0.9024974 52.2395053, -0.9025956 52.2394935, -0.9031437 52.2395388, -0.9032219 52.2395239, -0.9032643 52.2394784, -0.9034992 52.2388747, -0.9034945 52.2387055)",,,,
58705999,False,,Tower Street,residential,,False,22.849,"LINESTRING (-0.9016645 52.2399301, -0.9013379 52.2398829)",,,,
58705999,False,,Tower Street,residential,,False,28.496,"LINESTRING (-0.9013379 52.2398829, -0.9009252 52.2398404)",,,,
58705999,False,,Tower Street,residential,,True,22.849,"LINESTRING (-0.9013379 52.2398829, -0.9016645 52.2399301)",,,,
58706009,False,,Tower Street,residential,,True,55.053,"LINESTRING (-0.9013379 52.2398829, -0.9014809 52.2393956)",,,,
58705999,False,,Tower Street,residential,,True,28.496,"LINESTRING (-0.9009252 52.2398404, -0.9013379 52.2398829)",,,,
58706000,False,,Althorp Street,residential,,False,51.952,"LINESTRING (-0.9009252 52.2398404, -0.9009199 52.2403076)",,,,
58705999,False,,Tower Street,residential,,False,22.933999999999997,"LINESTRING (-0.9009252 52.2398404, -0.9007442 52.2398406, -0.9005884 52.2398408)",,,,
58705999,False,,Tower Street,residential,,True,22.933999999999997,"LINESTRING (-0.9005884 52.2398408, -0.9007442 52.2398406, -0.9009252 52.2398404)",,,,
58706000,False,,Althorp Street,residential,,True,51.952,"LINESTRING (-0.9009199 52.2403076, -0.9009252 52.2398404)",,,,
"[58706001, 58706002]",False,,"['Herbert Street', 'Crispin Street']",residential,,True,166.623,"LINESTRING (-0.900554 52.2407825, -0.9017923 52.2407431, -0.90241 52.2407234, -0.9024027 52.240363)",,,,
59753121,False,,St Andrew's Street,residential,,False,58.55500000000001,"LINESTRING (-0.900554 52.2407825, -0.9005453 52.2407131, -0.9005035 52.2403811, -0.9004298 52.2402656)",,,,
59753121,False,,St Andrew's Street,residential,,True,120.25500000000001,"LINESTRING (-0.900554 52.2407825, -0.9005572 52.2412286, -0.9005456 52.2413181, -0.9005229 52.2414933, -0.900511 52.2416613, -0.9005096 52.2416807, -0.9004968 52.2418628)",,,,
58706004,False,,Upper Bath Street,residential,,False,18.922,"LINESTRING (-0.9014809 52.2393956, -0.9012044 52.2393786)",,,,
58706009,False,,Tower Street,residential,,False,55.053,"LINESTRING (-0.9014809 52.2393956, -0.9013379 52.2398829)",,,,
58706004,False,,Upper Bath Street,residential,,True,53.439,"LINESTRING (-0.9014809 52.2393956, -0.9021515 52.2394592, -0.9021366 52.2395236)",,,,
58706004,False,,Upper Bath Street,residential,,False,24.82,"LINESTRING (-0.9012044 52.2393786, -0.9008399 52.2393778)",,,,
58706004,False,,Upper Bath Street,residential,,True,18.922,"LINESTRING (-0.9012044 52.2393786, -0.9014809 52.2393956)",,,,
58706013,False,,Castle Street,residential,,True,132.26100000000002,"LINESTRING (-0.9012044 52.2393786, -0.9013675 52.2385875, -0.9014037 52.2385498, -0.9014821 52.2385402, -0.9019683 52.2385715)",,,,
58706004,False,,Upper Bath Street,residential,,True,24.82,"LINESTRING (-0.9008399 52.2393778, -0.9012044 52.2393786)",,,,
50637382,True,,,tertiary_link,30 mph,False,22.316,"LINESTRING (-0.891809 52.2406708, -0.8917886 52.2407081, -0.8917317 52.2407603, -0.8916008 52.2408177)",,,,
"[227526924, 227526926]",True,A5123,Lower Mounts,primary,30 mph,False,133.697,"LINESTRING (-0.891809 52.2406708, -0.8914218 52.2405499, -0.8914014 52.2405435, -0.8912194 52.2404873, -0.8909045 52.240358, -0.890794 52.2403029, -0.8902418 52.2400803, -0.8901835 52.2400165)",,,,
88927503,True,,Saint Giles Street,residential,,False,21.142,"LINESTRING (-0.8940981 52.2371747, -0.8941332 52.2371516, -0.8941751 52.237093, -0.8941599 52.2370497, -0.8941149 52.2370076)",,,,
