osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes
23733870,Station Road,tertiary,False,False,69.956,,,"LINESTRING (-2.7072505 56.5016676, -2.7068887 56.501071)",
126781865,Church Street,primary,False,True,45.708,A930,30 mph,"LINESTRING (-2.7072505 56.5016676, -2.7065356 56.5017829)",
40769722,High Street,primary,False,False,92.25399999999999,A930,30 mph,"LINESTRING (-2.7072505 56.5016676, -2.7075396 56.5016241, -2.7077743 56.5015898, -2.7087008 56.5014494)",
"[41062358, 26238014]",Links Parade,residential,False,False,273.947,,,"LINESTRING (-2.7128488 56.4986979, -2.7142118 56.4984456, -2.7147869 56.498341, -2.7153157 56.4982231, -2.7155207 56.4981857, -2.7157979 56.4981352, -2.7158286 56.4981296, -2.7166723 56.4979759, -2.7170725 56.497903)",
26238014,Links Parade,residential,False,True,435.52299999999997,,,"LINESTRING (-2.7128488 56.4986979, -2.7122832 56.4987954, -2.7121452 56.4988454, -2.7119921 56.4989009, -2.7110903 56.499318, -2.7110224 56.4993491, -2.7107503 56.4994758, -2.7104779 56.4995802, -2.708501 56.4999461, -2.7079593 56.5000422, -2.7071964 56.5001781, -2.7068356 56.5002242, -2.7064759 56.5002865)",
"[26238465, 26238462]",Ferrier Street,residential,False,True,75.118,,,"LINESTRING (-2.7128488 56.4986979, -2.7131392 56.4991169, -2.7131735 56.4991681, -2.7132796 56.4993302)",
23733870,Station Road,tertiary,False,True,69.956,,,"LINESTRING (-2.7068887 56.501071, -2.7072505 56.5016676)",
23733870,Station Road,tertiary,False,False,90.887,,,"LINESTRING (-2.7068887 56.501071, -2.7068173 56.5009445, -2.7066275 56.5005818, -2.7065841 56.5004692, -2.7065659 56.5004401, -2.7064759 56.5002865)",
23733871,Dalhousie Street,residential,False,False,69.837,,,"LINESTRING (-2.7065356 56.5017829, -2.7068551 56.5023857)",
126781865,Church Street,primary,False,False,45.708,A930,30 mph,"LINESTRING (-2.7065356 56.5017829, -2.7072505 56.5016676)",
126781865,Church Street,primary,False,True,215.53699999999998,A930,30 mph,"LINESTRING (-2.7065356 56.5017829, -2.7040151 56.5021777, -2.7037472 56.5022343, -2.7035212 56.5023132, -2.7032803 56.5024439)",
23733871,Dalhousie Street,residential,False,True,69.837,,,"LINESTRING (-2.7068551 56.5023857, -2.7065356 56.5017829)",
77499014,William Street,residential,False,False,81.169,,20 mph,"LINESTRING (-2.7068551 56.5023857, -2.7056097 56.5026315)",2
23733871,Dalhousie Street,residential,False,False,113.586,,,"LINESTRING (-2.7068551 56.5023857, -2.706878 56.5024296, -2.7070181 56.5026979, -2.7073661 56.5033675)",
23733872,Lochty Street,residential,True,False,95.094,,,"LINESTRING (-2.7087008 56.5014494, -2.7092863 56.5022412)",
40769722,High Street,primary,False,True,92.254,A930,30 mph,"LINESTRING (-2.7087008 56.5014494, -2.7077743 56.5015898, -2.7075396 56.5016241, -2.7072505 56.5016676)",
126781866,High Street,primary,False,False,131.11,A930,30 mph,"LINESTRING (-2.7087008 56.5014494, -2.7090157 56.5014129, -2.7092719 56.5013714, -2.7095291 56.5013322, -2.710764 56.5011447)",
23733874,Philip Street,residential,False,True,100.433,,,"LINESTRING (-2.7092863 56.5022412, -2.7108079 56.5019087)",
784140028,Lochty Street,residential,False,False,165.652,,,"LINESTRING (-2.7092863 56.5022412, -2.7095007 56.5025356, -2.7097276 56.5028575, -2.7097768 56.5029277, -2.7103027 56.5036212)",
"[26257304, 23733890]","['Lousen Park', 'Park Avenue']",residential,False,False,217.27999999999997,,,"LINESTRING (-2.712101 56.5009307, -2.7114249 56.5000448, -2.7112522 56.4998054, -2.711266 56.4997841, -2.711279 56.499764, -2.7117091 56.499678, -2.7117932 56.4996826, -2.7118819 56.4997159, -2.712095 56.5000272)",
40769723,High Street,primary,False,False,134.433,A930,30 mph,"LINESTRING (-2.712101 56.5009307, -2.7126008 56.500862, -2.7130296 56.5008048, -2.7136457 56.5007628, -2.7139064 56.5007498, -2.7142581 56.5007473)",
77498853,Queen Street,residential,False,False,73.277,,,"LINESTRING (-2.712101 56.5009307, -2.712129 56.5009697, -2.712551 56.5015411)",
126781866,High Street,primary,False,True,85.434,A930,30 mph,"LINESTRING (-2.712101 56.5009307, -2.7118308 56.5009735, -2.710764 56.5011447)",
23733874,Philip Street,residential,False,False,114.517,,,"LINESTRING (-2.712551 56.5015411, -2.7108079 56.5019087)",
77498853,Queen Street,residential,False,False,19.557,,,"LINESTRING (-2.712551 56.5015411, -2.712668 56.5017047)",
77498853,Queen Street,residential,False,True,73.277,,,"LINESTRING (-2.712551 56.5015411, -2.712129 56.5009697, -2.712101 56.5009307)",
77498853,Queen Street,residential,False,False,70.059,,,"LINESTRING (-2.712668 56.5017047, -2.7130991 56.5022881)",
77498853,Queen Street,residential,False,True,19.557,,,"LINESTRING (-2.712668 56.5017047, -2.712551 56.5015411)",
23733900,Terrace Road,residential,False,False,313.688,,,"LINESTRING (-2.712668 56.5017047, -2.7142668 56.5015, -2.7144183 56.5014882, -2.7154863 56.50139, -2.716102 56.5013323, -2.7162844 56.5013325, -2.7169134 56.501402, -2.7176811 56.5014951)",
77498853,Queen Street,residential,False,False,70.585,,,"LINESTRING (-2.7130991 56.5022881, -2.7135356 56.5028754)",
77498853,Queen Street,residential,False,True,70.059,,,"LINESTRING (-2.7130991 56.5022881, -2.712668 56.5017047)",
23733903,Collier Street,residential,False,False,294.699,,,"LINESTRING (-2.7130991 56.5022881, -2.7157968 56.5018174, -2.7176811 56.5014951)",
77498853,Queen Street,residential,False,False,64.842,,,"LINESTRING (-2.7135356 56.5028754, -2.7139331 56.5034157)",
77498853,Queen Street,residential,False,True,70.585,,,"LINESTRING (-2.7135356 56.5028754, -2.7130991 56.5022881)",
23733904,Maule Street,residential,False,False,334.392,,20 mph,"LINESTRING (-2.7135356 56.5028754, -2.7161303 56.5022861, -2.7185669 56.5017209)",2
23733904,Maule Street,residential,False,True,115.77799999999999,,20 mph,"LINESTRING (-2.7135356 56.5028754, -2.7119358 56.5032501, -2.7117968 56.5032793)",2
23733876,Bonella Street,residential,False,False,135.35,,,"LINESTRING (-2.710764 56.5011447, -2.7103824 56.5006158, -2.7101351 56.5002794, -2.7099302 56.5000179)",
126781866,High Street,primary,False,False,85.434,A930,30 mph,"LINESTRING (-2.710764 56.5011447, -2.7118308 56.5009735, -2.712101 56.5009307)",
126781866,High Street,primary,False,True,131.11,A930,30 mph,"LINESTRING (-2.710764 56.5011447, -2.7095291 56.5013322, -2.7092719 56.5013714, -2.7090157 56.5014129, -2.7087008 56.5014494)",
23733876,Bonella Street,residential,False,True,135.35,,,"LINESTRING (-2.7099302 56.5000179, -2.7101351 56.5002794, -2.7103824 56.5006158, -2.710764 56.5011447)",
"[26257304, 23733890]","['Lousen Park', 'Park Avenue']",residential,False,True,217.28000000000003,,,"LINESTRING (-2.712095 56.5000272, -2.7118819 56.4997159, -2.7117932 56.4996826, -2.7117091 56.499678, -2.711279 56.499764, -2.711266 56.4997841, -2.7112522 56.4998054, -2.7114249 56.5000448, -2.712101 56.5009307)",
23733893,Ferrier Street,residential,False,False,67.755,,,"LINESTRING (-2.7142581 56.5007473, -2.7138851 56.5001738)",
26237955,Dundee Street,primary,False,False,81.227,A930,30 mph,"LINESTRING (-2.7142581 56.5007473, -2.7155814 56.5007337)",
40769723,High Street,primary,False,True,134.433,A930,30 mph,"LINESTRING (-2.7142581 56.5007473, -2.7139064 56.5007498, -2.7136457 56.5007628, -2.7130296 56.5008048, -2.7126008 56.500862, -2.712101 56.5009307)",
23733893,Ferrier Street,residential,False,True,67.755,,,"LINESTRING (-2.7138851 56.5001738, -2.7142581 56.5007473)",
23733896,Kinloch Street,residential,False,False,57.243,,,"LINESTRING (-2.7138851 56.5001738, -2.7147976 56.5000672)",
"[26238465, 23733893]",Ferrier Street,residential,False,False,100.90899999999999,,,"LINESTRING (-2.7138851 56.5001738, -2.7136575 56.4998675, -2.7133585 56.499453, -2.7132796 56.4993302)",
23733896,Kinloch Street,residential,False,False,30.252,,,"LINESTRING (-2.7147976 56.5000672, -2.7152813 56.5000148)",
23733896,Kinloch Street,residential,False,True,57.243,,,"LINESTRING (-2.7147976 56.5000672, -2.7138851 56.5001738)",
23733897,Kinloch Park,residential,False,False,138.447,,,"LINESTRING (-2.7147976 56.5000672, -2.7146727 56.4997187, -2.7146809 56.4996745, -2.7147532 56.4996426, -2.7153551 56.4995763, -2.7154452 56.4995884, -2.715493 56.4996277, -2.7156094 56.4999789)",
23733896,Kinloch Street,residential,False,False,71.983,,,"LINESTRING (-2.7156094 56.4999789, -2.7167585 56.4998492)",
23733896,Kinloch Street,residential,False,True,20.528,,,"LINESTRING (-2.7156094 56.4999789, -2.7152813 56.5000148)",
23733897,Kinloch Park,residential,False,True,138.447,,,"LINESTRING (-2.7156094 56.4999789, -2.715493 56.4996277, -2.7154452 56.4995884, -2.7153551 56.4995763, -2.7147532 56.4996426, -2.7146809 56.4996745, -2.7146727 56.4997187, -2.7147976 56.5000672)",
23733896,Kinloch Street,residential,False,False,53.022,,,"LINESTRING (-2.7167585 56.4998492, -2.717607 56.4997595)",
23733896,Kinloch Street,residential,False,True,71.983,,,"LINESTRING (-2.7167585 56.4998492, -2.7156094 56.4999789)",
23734023,Ruxton Place,residential,False,False,70.368,,,"LINESTRING (-2.7167585 56.4998492, -2.7164958 56.4992332)",
23733896,Kinloch Street,residential,False,True,53.022,,,"LINESTRING (-2.717607 56.4997595, -2.7167585 56.4998492)",
23734025,Links Avenue,residential,False,False,71.416,,,"LINESTRING (-2.717607 56.4997595, -2.7174325 56.4991245)",
23734025,Links Avenue,residential,False,True,112.35500000000002,,,"LINESTRING (-2.717607 56.4997595, -2.7176869 56.5000622, -2.7177489 56.5002941, -2.7178756 56.500759)",
23733900,Terrace Road,residential,False,False,61.107,,,"LINESTRING (-2.7176811 56.5014951, -2.7180297 56.5015322, -2.7183133 56.5016087, -2.7185669 56.5017209)",
23733900,Terrace Road,residential,False,True,313.688,,,"LINESTRING (-2.7176811 56.5014951, -2.7169134 56.501402, -2.7162844 56.5013325, -2.716102 56.5013323, -2.7154863 56.50139, -2.7144183 56.5014882, -2.7142668 56.5015, -2.712668 56.5017047)",
23733903,Collier Street,residential,False,True,294.699,,,"LINESTRING (-2.7176811 56.5014951, -2.7157968 56.5018174, -2.7130991 56.5022881)",
23733900,Terrace Road,residential,False,False,69.189,,,"LINESTRING (-2.7185669 56.5017209, -2.7193523 56.5021673)",
23733900,Terrace Road,residential,False,True,61.107,,,"LINESTRING (-2.7185669 56.5017209, -2.7183133 56.5016087, -2.7180297 56.5015322, -2.7176811 56.5014951)",
23733904,Maule Street,residential,False,True,334.392,,20 mph,"LINESTRING (-2.7185669 56.5017209, -2.7161303 56.5022861, -2.7135356 56.5028754)",2
77498853,Queen Street,residential,False,False,40.999,,,"LINESTRING (-2.7139331 56.5034157, -2.7141823 56.5037578)",
77498853,Queen Street,residential,False,True,64.842,,,"LINESTRING (-2.7139331 56.5034157, -2.7135356 56.5028754)",
23733906,Millar Street,residential,False,False,360.377,,,"LINESTRING (-2.7139331 56.5034157, -2.7165298 56.5028117, -2.7193523 56.5021673)",
23733900,Terrace Road,residential,False,True,69.189,,,"LINESTRING (-2.7193523 56.5021673, -2.7185669 56.5017209)",
23733906,Millar Street,residential,False,True,360.377,,,"LINESTRING (-2.7193523 56.5021673, -2.7165298 56.5028117, -2.7139331 56.5034157)",
23734023,Ruxton Place,residential,False,True,70.368,,,"LINESTRING (-2.7164958 56.4992332, -2.7167585 56.4998492)",
23734034,Links Avenue,residential,False,False,24.07,,,"LINESTRING (-2.7172419 56.4983808, -2.717296 56.4985952)",
23734035,Links Avenue,residential,False,False,54.137,,,"LINESTRING (-2.7172419 56.4983808, -2.7170725 56.497903)",
23734035,Links Avenue,residential,False,True,54.137,,,"LINESTRING (-2.7170725 56.497903, -2.7172419 56.4983808)",
"[26238014, 41062358]",Links Parade,residential,False,True,273.947,,,"LINESTRING (-2.7170725 56.497903, -2.7166723 56.4979759, -2.7158286 56.4981296, -2.7157979 56.4981352, -2.7155207 56.4981857, -2.7153157 56.4982231, -2.7147869 56.498341, -2.7142118 56.4984456, -2.7128488 56.4986979)",
23734025,Links Avenue,residential,False,True,59.449,,,"LINESTRING (-2.717296 56.4985952, -2.7174325 56.4991245)",
23734034,Links Avenue,residential,False,True,24.07,,,"LINESTRING (-2.717296 56.4985952, -2.7172419 56.4983808)",
23734042,Taymouth Street,residential,False,True,259.706,,,"LINESTRING (-2.717296 56.4985952, -2.7162647 56.4987779, -2.7144765 56.499113, -2.7132796 56.4993302)",
26237367,Carlogie Road,primary,False,True,72.75399999999999,A930,30 mph,"LINESTRING (-2.7032803 56.5024439, -2.7032067 56.5025621, -2.7031954 56.502684, -2.7032181 56.5027805, -2.7032811 56.502873, -2.7034913 56.5030494)",2
126781865,Church Street,primary,False,False,215.537,A930,30 mph,"LINESTRING (-2.7032803 56.5024439, -2.7035212 56.5023132, -2.7037472 56.5022343, -2.7040151 56.5021777, -2.7065356 56.5017829)",
23733870,Station Road,tertiary,False,True,90.887,,,"LINESTRING (-2.7064759 56.5002865, -2.7065659 56.5004401, -2.7065841 56.5004692, -2.7066275 56.5005818, -2.7068173 56.5009445, -2.7068887 56.501071)",
