osmid,oneway,ref,highway,junction,reversed,length,geometry,name,lanes,maxspeed
205831771,True,A738,primary,roundabout,False,3.186,"LINESTRING (-4.7490635 55.6416064, -4.7491103 55.6415953)",,,
205831771,True,A738,primary,roundabout,False,23.747999999999998,"LINESTRING (-4.7491235 55.6417683, -4.7490773 55.6417601, -4.7490386 55.6417448, -4.7490102 55.641724, -4.7489939 55.6416995, -4.7489911 55.6416735, -4.749002 55.6416478, -4.7490266 55.6416247, -4.7490635 55.6416064)",,,
35581102,True,B780,secondary,,False,22.086000000000002,"LINESTRING (-4.7491103 55.6415953, -4.7493522 55.6414896, -4.7493948 55.6414798)",Townhead Street,,
205831771,True,A738,primary,roundabout,False,13.620999999999999,"LINESTRING (-4.7491103 55.6415953, -4.749163 55.6415933, -4.7492081 55.6415999, -4.7492447 55.6416123, -4.7492805 55.6416354, -4.74929 55.6416457)",,,
35581105,False,B780,secondary,,False,66.175,"LINESTRING (-4.7497292 55.6414612, -4.7500871 55.6414687, -4.7507827 55.6414869)",Townhead Street,2,30 mph
205831767,True,B780,secondary,,False,34.794000000000004,"LINESTRING (-4.7497292 55.6414612, -4.7495881 55.6414942, -4.7495074 55.6415283, -4.74929 55.6416457)",Townhead Street,,
35581105,False,B780,secondary,,True,14.964,"LINESTRING (-4.75246 55.6415307, -4.7522218 55.6415245)",Townhead Street,2,30 mph
77876612,False,,residential,,True,30.145,"LINESTRING (-4.75246 55.6415307, -4.7524891 55.6418013)",,,
35581105,False,B780,secondary,,False,104.061,"LINESTRING (-4.75246 55.6415307, -4.753089 55.6414987, -4.754077 55.6413412)",Townhead Street,2,30 mph
35581105,False,B780,secondary,,False,103.508,"LINESTRING (-4.754077 55.6413412, -4.7556567 55.6410735)",Townhead Street,2,30 mph
77876640,False,,residential,,True,15.637,"LINESTRING (-4.754077 55.6413412, -4.7539887 55.6412097)",,,
35581105,False,B780,secondary,,True,104.061,"LINESTRING (-4.754077 55.6413412, -4.753089 55.6414987, -4.75246 55.6415307)",Townhead Street,2,30 mph
76834797,True,,residential,,False,53.022999999999996,"LINESTRING (-4.7563523 55.6409022, -4.7565659 55.6410577, -4.7568182 55.6412989)",Schoolwell Street,,
77875928,False,B780,secondary,,False,53.108000000000004,"LINESTRING (-4.7563523 55.6409022, -4.7564824 55.6408555, -4.7570757 55.6406544)",Main Street,2,30 mph
77875928,False,B780,secondary,,True,47.746,"LINESTRING (-4.7563523 55.6409022, -4.7558887 55.6410317, -4.7557157 55.6410629, -4.7556567 55.6410735)",Main Street,2,30 mph
37846544,False,C6-57,tertiary,,True,140.36,"LINESTRING (-4.7570757 55.6406544, -4.7564507 55.6399484, -4.7560761 55.6395252)",New Street,,
77332532,False,B780,secondary,,False,102.34,"LINESTRING (-4.7570757 55.6406544, -4.757802 55.6404167, -4.7581651 55.6403044, -4.7584958 55.6402021)",Boglemart Street,2,30 mph
77875928,False,B780,secondary,,True,53.108000000000004,"LINESTRING (-4.7570757 55.6406544, -4.7564824 55.6408555, -4.7563523 55.6409022)",Main Street,2,30 mph
383526304,False,A738,primary,,True,20.47,"LINESTRING (-4.7542527 55.6428001, -4.7545743 55.6428309)",Glencairn Street,,
77878987,False,,residential,,True,296.735,"LINESTRING (-4.7542527 55.6428001, -4.7537659 55.6445078, -4.7531651 55.6446955, -4.7522018 55.6446031)",Mcgregor Avenue,,
383526304,False,A738,primary,,False,140.965,"LINESTRING (-4.7542527 55.6428001, -4.7538316 55.6427551, -4.7534174 55.6426997, -4.7529993 55.6426298, -4.7524886 55.642539, -4.7520966 55.642453)",Glencairn Street,,
38038330,False,,residential,,False,67.144,"LINESTRING (-4.7584958 55.6402021, -4.7589047 55.6407601)",Glebe Street,,
77332532,False,B780,secondary,,True,102.34,"LINESTRING (-4.7584958 55.6402021, -4.7581651 55.6403044, -4.757802 55.6404167, -4.7570757 55.6406544)",Boglemart Street,2,30 mph
38038330,False,,residential,,True,67.144,"LINESTRING (-4.7589047 55.6407601, -4.7584958 55.6402021)",Glebe Street,,
77332533,False,,residential,,False,39.728,"LINESTRING (-4.7589047 55.6407601, -4.7594881 55.6406214)",Glen Crescent,,
38038330,False,,residential,,False,105.03,"LINESTRING (-4.7589047 55.6407601, -4.7589765 55.6410923, -4.7591074 55.6416977)",Glebe Street,,
76801135,False,,residential,,False,128.098,"LINESTRING (-4.7591074 55.6416977, -4.7596124 55.6428139)",Mayville Street,,
38038330,False,,residential,,True,105.03,"LINESTRING (-4.7591074 55.6416977, -4.7589765 55.6410923, -4.7589047 55.6407601)",Glebe Street,,
38038331,True,,residential,,False,173.844,"LINESTRING (-4.7591074 55.6416977, -4.7596331 55.6416009, -4.7602232 55.6414374, -4.7611134 55.6413047, -4.7617288 55.6412074)",High Road,,
380294639,False,,residential,,True,72.96000000000001,"LINESTRING (-4.7591074 55.6416977, -4.7587211 55.641728, -4.7579591 55.641656)",Schoolwell Street,,
380294638,False,,residential,,True,93.977,"LINESTRING (-4.7617288 55.6412074, -4.7632058 55.641068)",High Road,,
"[380294637, 38038334]",False,,residential,,"[False, True]",109.416,"LINESTRING (-4.7617288 55.6412074, -4.7618106 55.6412677, -4.7621739 55.6413469, -4.7624676 55.6413384, -4.7631916 55.641132, -4.7632058 55.641068)",High Road,,
78167575,False,,residential,,False,32.903,"LINESTRING (-4.7632058 55.641068, -4.7631289 55.6407753)",Caponcraig Avenue,,
380294636,False,,residential,,False,66.862,"LINESTRING (-4.7632058 55.641068, -4.7642606 55.6409833)",High Road,,
380294638,False,,residential,,False,93.977,"LINESTRING (-4.7632058 55.641068, -4.7617288 55.6412074)",High Road,,
