osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,lanes
4878342,True,A726,Queensway,trunk,50 mph,False,932.1270000000001,"LINESTRING (-4.1720329 55.7581901, -4.1721076 55.7582365, -4.1721943 55.7582739, -4.1722727 55.7583029, -4.1723873 55.7583327, -4.1724875 55.7583508, -4.1726377 55.7583662, -4.172904 55.758391, -4.1740767 55.7584748, -4.1766006 55.7586668, -4.1801206 55.7590259, -4.1835304 55.7595322, -4.1848077 55.7597771, -4.1858867 55.7599995, -4.1860804 55.7600361, -4.1861815 55.760052, -4.1862475 55.7600583, -4.1863411 55.7600519, -4.1864657 55.7600359)",,,
444422043,True,A726,The Murray Roundabout,trunk,50 mph,False,36.629,"LINESTRING (-4.1720329 55.7581901, -4.1720778 55.7582543, -4.1720913 55.7583159, -4.1720679 55.7584142, -4.1719863 55.7585021)",roundabout,,
"[444416636, 4878333]",True,A726,Queensway,trunk,50 mph,False,930.199,"LINESTRING (-4.1863299 55.7603097, -4.1862866 55.7602764, -4.1862207 55.7602336, -4.1861227 55.7601765, -4.1860101 55.7601332, -4.1858753 55.7600943, -4.1856029 55.7600371, -4.1847539 55.7598812, -4.1834604 55.7596219, -4.1817661 55.7593553, -4.1809081 55.7592372, -4.1800556 55.7591341, -4.1791917 55.7590292, -4.1783224 55.7589394, -4.1765785 55.7587869, -4.1740267 55.7585794, -4.1728467 55.7584748, -4.1724636 55.7584421, -4.1723468 55.7584351, -4.1722554 55.7584427, -4.1721845 55.7584538, -4.1721057 55.758468, -4.1719863 55.7585021)",,yes,
"[444416616, 444416610, 444416635, 444416604]",True,A726,Righead Roundabout,trunk,50 mph,False,33.313,"LINESTRING (-4.1863299 55.7603097, -4.1863112 55.760273, -4.1863165 55.7602145, -4.1863198 55.7601783, -4.1863684 55.7601101, -4.1863825 55.7600902, -4.1864237 55.7600633, -4.1864657 55.7600359)",roundabout,yes,
4878322,True,A726,The Murray Roundabout,trunk,50 mph,False,16.325,"LINESTRING (-4.1719863 55.7585021, -4.1718563 55.758569, -4.1717803 55.7585901)",roundabout,yes,
"[61124225, 169889131, 444416633]",True,,Cornwall Street,tertiary,"['30 mph', '50 mph']",False,124.381,"LINESTRING (-4.1869245 55.7605283, -4.186834 55.760563, -4.1867609 55.7605962, -4.1866793 55.7606341, -4.1865967 55.7606986, -4.1865287 55.7607673, -4.1863621 55.7609735, -4.1862889 55.7610465, -4.1862129 55.7611086, -4.1861065 55.7611878, -4.1859698 55.7612501, -4.1858703 55.7612885, -4.185664 55.7613566)",,,
444416632,True,A726,Righead Roundabout,trunk,50 mph,False,32.300000000000004,"LINESTRING (-4.1869245 55.7605283, -4.1868401 55.7605328, -4.1867489 55.7605321, -4.1865807 55.7604997, -4.1864545 55.7604421)",roundabout,,
"[444416619, 444416604]",True,A726,Righead Roundabout,trunk,50 mph,False,18.911,"LINESTRING (-4.1864657 55.7600359, -4.1864925 55.7600184, -4.1865633 55.7599951, -4.186638 55.7599705, -4.1867288 55.7599602)",roundabout,yes,
"[444416624, 444416630]",True,A726,Righead Roundabout,trunk,50 mph,False,14.209999999999999,"LINESTRING (-4.187199 55.7600504, -4.1872398 55.7600736, -4.1872858 55.7601272, -4.1873133 55.7601593)",roundabout,yes,
444431271,True,,Churchill Avenue,tertiary,30 mph,False,11.949,"LINESTRING (-4.1719151 55.7592647, -4.172043 55.7593445)",,,2
444431270,True,,,tertiary,30 mph,False,29.573,"LINESTRING (-4.1719151 55.7592647, -4.1719454 55.7592431, -4.172078 55.7591434, -4.1722153 55.7590597)",,,
61123323,True,,Murrayhill,tertiary,50 mph,False,34.232,"LINESTRING (-4.1867288 55.7599602, -4.1868601 55.7599089, -4.1869373 55.759879, -4.1870109 55.7598451, -4.1871473 55.759764)",,,
"[444416624, 444416634, 444416622]",True,A726,Righead Roundabout,trunk,50 mph,False,32.754,"LINESTRING (-4.1867288 55.7599602, -4.1868032 55.7599517, -4.1869703 55.759964, -4.1871212 55.7600062, -4.187199 55.7600504)",roundabout,,
444422042,True,A726,The Murray Roundabout,trunk,50 mph,False,15.428,"LINESTRING (-4.171864 55.7580903, -4.1719597 55.7581352, -4.1720329 55.7581901)",roundabout,yes,
22734808,True,,Churchill Avenue,tertiary,30 mph,False,36.995999999999995,"LINESTRING (-4.1728256 55.7602559, -4.1728134 55.7603315, -4.1727898 55.7603773, -4.1727483 55.7604161, -4.1726798 55.7604475, -4.1726154 55.7604685, -4.1725502 55.7604769, -4.1724887 55.7604767)",,,2
710759163,True,,Churchill Avenue,tertiary,30 mph,False,107.85800000000002,"LINESTRING (-4.1728256 55.7602559, -4.1728837 55.760341, -4.1729003 55.7603963, -4.1728901 55.7604456, -4.1728743 55.7605054, -4.1728616 55.7605763, -4.17287 55.7606619, -4.1729103 55.7607533, -4.1729606 55.7608223, -4.1730561 55.7609146, -4.1731478 55.7609825, -4.1732332 55.7610312, -4.1733232 55.7610604, -4.1734371 55.761083)",,,2
1149152793,True,,Churchill Avenue,tertiary,30 mph,False,52.453,"LINESTRING (-4.1724887 55.7604767, -4.1724053 55.7604613, -4.1723369 55.760433, -4.1722468 55.7603639, -4.1721321 55.7602648, -4.1719807 55.760117)",,,
22736608,False,,Rothesay Street,tertiary,30 mph,False,10.877,"LINESTRING (-4.1722153 55.7590597, -4.1723133 55.7589789)",,,
22736606,True,,,tertiary,30 mph,False,33.56,"LINESTRING (-4.1722153 55.7590597, -4.1721236 55.759177, -4.1720913 55.7592317, -4.172043 55.7593445)",,,
22736603,True,,,tertiary_link,30 mph,False,38.745,"LINESTRING (-4.1719807 55.760117, -4.1719107 55.7598698, -4.1718625 55.7597755)",,,
22736603,True,,,tertiary_link,30 mph,False,61.830999999999996,"LINESTRING (-4.1718625 55.7597755, -4.1717622 55.7596166, -4.1717192 55.7595379, -4.1717126 55.7594887, -4.1717295 55.7594342, -4.1717607 55.7593874, -4.1718213 55.7593342, -4.1719151 55.7592647)",,,
22736605,True,,,tertiary_link,30 mph,False,46.264,"LINESTRING (-4.1718625 55.7597755, -4.1718358 55.7596142, -4.1718435 55.7595829, -4.1718791 55.7595406, -4.1719253 55.7595059, -4.1719743 55.7594859, -4.1720507 55.7594614, -4.1721322 55.7594448)",,,
1149152794,True,,Churchill Avenue,tertiary,30 mph,False,100.611,"LINESTRING (-4.1721322 55.7594448, -4.1722299 55.7596132, -4.1723506 55.7597903, -4.1724709 55.7599258, -4.1725692 55.7600233, -4.1726845 55.7601207, -4.1727885 55.7602073, -4.1728256 55.7602559)",,,2
1149152794,True,,Churchill Avenue,tertiary,30 mph,False,12.5,"LINESTRING (-4.172043 55.7593445, -4.1720876 55.7593862, -4.1721322 55.7594448)",,,2
22736608,False,,Rothesay Street,tertiary,30 mph,True,10.877,"LINESTRING (-4.1723133 55.7589789, -4.1722153 55.7590597)",,,
"[45376093, 45376094]",False,,Rothesay Street,tertiary,30 mph,False,987.8289999999998,"LINESTRING (-4.1723133 55.7589789, -4.1723509 55.758955, -4.1723968 55.7589272, -4.172494 55.7588841, -4.1725867 55.7588521, -4.1727031 55.7588252, -4.1728146 55.7588122, -4.1729264 55.7588058, -4.1733909 55.7588164, -4.1738025 55.7588254, -4.1739666 55.7588324, -4.1745029 55.7588453, -4.1752033 55.758892, -4.1757355 55.7589309, -4.1761371 55.758965, -4.1773555 55.7590683, -4.1785114 55.7591741, -4.1789401 55.7592185, -4.1793905 55.7592651, -4.1796839 55.7593019, -4.1802791 55.7593765, -4.1807109 55.7594286, -4.1811937 55.7594897, -4.1816618 55.7595583, -4.1825265 55.7596862, -4.1829771 55.759756, -4.1832027 55.7597855, -4.1836882 55.7598519, -4.184013 55.7598956, -4.1842908 55.7599475, -4.184603 55.7600175, -4.1851949 55.7601715, -4.1856495 55.7602955, -4.1857373 55.7603293, -4.1858099 55.7603758, -4.1858652 55.7604192, -4.1859147 55.7604705, -4.1859421 55.760518, -4.1859491 55.7605594, -4.1859473 55.7606064, -4.1859395 55.7606524, -4.1859173 55.7607152, -4.1858795 55.760782, -4.1858277 55.7608409, -4.185759 55.7608951, -4.1856938 55.7609379, -4.1855403 55.761032, -4.1855163 55.76106, -4.1855034 55.7610953, -4.1855035 55.7611282, -4.1855211 55.761178, -4.1855567 55.7612263, -4.1855982 55.7612825)",,yes,
710759167,False,,Rothesay Street,tertiary,,True,9.211,"LINESTRING (-4.185664 55.7613566, -4.1855982 55.7612825)",,,
"[61125240, 686431457]",False,,Blacklands Road,tertiary,,False,103.568,"LINESTRING (-4.185664 55.7613566, -4.1857208 55.7614233, -4.1857753 55.7614873, -4.1859444 55.7616858, -4.1860618 55.7618004, -4.1865277 55.7621464)",,,
169889136,True,,Cornwall Street,tertiary,30 mph,False,555.7730000000001,"LINESTRING (-4.185664 55.7613566, -4.1854047 55.7614109, -4.185293 55.7614273, -4.1851672 55.7614373, -4.185041 55.7614416, -4.1849001 55.7614377, -4.1847676 55.7614265, -4.1847029 55.761418, -4.1846105 55.7614059, -4.1843839 55.7613579, -4.1840702 55.7612796, -4.1824846 55.7608836, -4.1824062 55.760864, -4.1822765 55.7608378, -4.1821576 55.7608206, -4.1820272 55.7608066, -4.1819404 55.7608006, -4.1818028 55.7607937, -4.1816629 55.7607923, -4.1814461 55.7607989, -4.1812192 55.760822, -4.1811034 55.7608345, -4.180283 55.7609231, -4.1800761 55.7609487, -4.1799511 55.7609722, -4.1797988 55.76101, -4.1796763 55.7610494, -4.1795777 55.761085, -4.1795357 55.7611002, -4.1794157 55.7611532, -4.1791918 55.7612742, -4.1791126 55.7613175, -4.1789951 55.7613699, -4.1788839 55.7614131, -4.1786966 55.761473, -4.1785903 55.7614997, -4.1784057 55.761546, -4.1779529 55.7616503, -4.177756 55.7616896, -4.1776625 55.7617053, -4.1774383 55.7617319)",,,
37908322,False,,Brouster Hill,residential,,False,5.48,"LINESTRING (-4.1774098 55.7616853, -4.1774383 55.7617319)",,,
158889428,True,,Cornwall Street,tertiary,30 mph,False,553.183,"LINESTRING (-4.1774098 55.7616853, -4.1775774 55.7616549, -4.17765 55.7616391, -4.1777374 55.7616196, -4.1780523 55.7615494, -4.1784706 55.761455, -4.1785383 55.761439, -4.1786582 55.7614105, -4.1788027 55.7613661, -4.1789051 55.7613263, -4.1791446 55.7612056, -4.1793359 55.7611038, -4.1794352 55.7610567, -4.1794997 55.76103, -4.1795186 55.7610222, -4.1796624 55.7609711, -4.1797583 55.7609418, -4.1798525 55.7609169, -4.1799321 55.7609009, -4.1799787 55.7608915, -4.1801354 55.7608658, -4.1803002 55.7608472, -4.1810816 55.7607602, -4.1811991 55.7607471, -4.1814106 55.7607302, -4.1816141 55.7607249, -4.1818456 55.7607239, -4.1820176 55.7607309, -4.1821457 55.7607425, -4.1823119 55.7607703, -4.1824384 55.7607969, -4.1826878 55.7608548, -4.1835776 55.7610783, -4.1841284 55.7612054, -4.1844239 55.7612736, -4.1846008 55.7613109, -4.1847127 55.7613296, -4.184852 55.7613439, -4.1849859 55.7613486, -4.1851433 55.7613475, -4.1851907 55.7613448, -4.1852677 55.7613405, -4.1853709 55.7613263, -4.1855982 55.7612825)",,,
"[37908322, 37908325]",False,,Brouster Hill,residential,,False,152.976,"LINESTRING (-4.1775264 55.761937, -4.1776296 55.7621932, -4.1777387 55.7624552, -4.1778919 55.7627758, -4.1779984 55.7629831, -4.1781484 55.763267)",,,
37908322,False,,Brouster Hill,residential,,True,23.469,"LINESTRING (-4.1775264 55.761937, -4.1774789 55.7618163, -4.1774383 55.7617319)",,,
61128228,False,,Newlands Place,residential,,True,188.691,"LINESTRING (-4.1775264 55.761937, -4.177582 55.7619315, -4.1776904 55.7619127, -4.1777708 55.7618878, -4.1778378 55.761863, -4.1779007 55.7618454, -4.17812 55.7617762, -4.1790414 55.7615285, -4.1801214 55.7610905)",,,
37908325,False,,Brouster Hill,residential,,False,57.92,"LINESTRING (-4.1781484 55.763267, -4.1783918 55.7635314, -4.1785797 55.7637279)",,,
"[37908322, 37908325]",False,,Brouster Hill,residential,,True,152.976,"LINESTRING (-4.1781484 55.763267, -4.1779984 55.7629831, -4.1778919 55.7627758, -4.1777387 55.7624552, -4.1776296 55.7621932, -4.1775264 55.761937)",,,
