osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,ref
44023548,2,,secondary,30 mph,False,True,700.971,"LINESTRING (-4.1768394 57.6879147, -4.1764312 57.687663, -4.1760186 57.6874964, -4.1755444 57.6873274, -4.1750387 57.6872194, -4.1744299 57.687126, -4.1741824 57.6871014, -4.1738805 57.6870715, -4.1732445 57.6870575, -4.1728515 57.6870489, -4.1719073 57.6869091, -4.1709857 57.6866803, -4.17069 57.6865949, -4.1702984 57.6864817, -4.1697532 57.6863843, -4.1691249 57.686329, -4.1686517 57.6863736, -4.1682062 57.6864576, -4.1676915 57.6867266, -4.1674842 57.6869111, -4.1670813 57.6873919, -4.1669723 57.687522)",,,B817
42803447,,King Street,tertiary,30 mph,True,False,56.002,"LINESTRING (-4.1692274 57.6884174, -4.1690402 57.6879238)",,,
102963553,,Castle Road,tertiary,30 mph,False,False,74.922,"LINESTRING (-4.1692274 57.6884174, -4.1694326 57.6890822)",,,
42803446,2,High Street,tertiary,30 mph,False,False,105.90799999999999,"LINESTRING (-4.1692274 57.6884174, -4.1685382 57.6884761, -4.1678828 57.6885319, -4.1674677 57.6885672)",,,
42803446,2,High Street,tertiary,30 mph,False,True,54.126,"LINESTRING (-4.1692274 57.6884174, -4.1696574 57.6883784, -4.1701252 57.6883359)",,,
102963556,,Shore Road,unclassified,30 mph,False,False,52.763999999999996,"LINESTRING (-4.1732335 57.687576, -4.1733691 57.6879707, -4.1733907 57.688043)",,,
102963556,,Shore Road,unclassified,30 mph,False,True,147.058,"LINESTRING (-4.1732335 57.687576, -4.1731686 57.6873841, -4.1730998 57.6872735, -4.1730032 57.687217, -4.1728902 57.6871999, -4.1725894 57.6871686, -4.1723064 57.6871423, -4.1719877 57.6871148, -4.1716553 57.6870804, -4.1712939 57.6870258)",,,
373211033,,Clyde Street,unclassified,30 mph,False,False,108.678,"LINESTRING (-4.1732335 57.687576, -4.1735534 57.6875436, -4.1744367 57.6874398, -4.1750126 57.6873528)",,5,
373211033,,Clyde Street,unclassified,30 mph,False,True,196.34600000000003,"LINESTRING (-4.1732335 57.687576, -4.1725298 57.6876272, -4.1716596 57.6876991, -4.1708027 57.6877703, -4.1702244 57.6878198, -4.1699685 57.6878438)",,5,
42803446,2,High Street,tertiary,30 mph,False,False,63.515,"LINESTRING (-4.1733907 57.688043, -4.1726823 57.6881073, -4.1723372 57.6881387)",,,
42803446,2,High Street,tertiary,30 mph,False,True,65.547,"LINESTRING (-4.1733907 57.688043, -4.1735523 57.6880283, -4.1737506 57.6880103, -4.1744779 57.6879442)",,,
102963556,,Shore Road,unclassified,30 mph,False,True,52.763999999999996,"LINESTRING (-4.1733907 57.688043, -4.1733691 57.6879707, -4.1732335 57.687576)",,,
42803449,,Bank Street,unclassified,30 mph,False,True,53.829,"LINESTRING (-4.1699685 57.6878438, -4.1698077 57.6873674)",,3,
43173432,,Bank Street,unclassified,30 mph,True,False,55.506,"LINESTRING (-4.1699685 57.6878438, -4.1701252 57.6883359)",,3,
373211033,,Clyde Street,unclassified,30 mph,False,False,196.346,"LINESTRING (-4.1699685 57.6878438, -4.1702244 57.6878198, -4.1708027 57.6877703, -4.1716596 57.6876991, -4.1725298 57.6876272, -4.1732335 57.687576)",,5,
373211033,,Clyde Street,unclassified,30 mph,False,True,55.888,"LINESTRING (-4.1699685 57.6878438, -4.1696367 57.6878724, -4.1690402 57.6879238)",,5,
42803446,2,High Street,tertiary,30 mph,False,False,54.126,"LINESTRING (-4.1701252 57.6883359, -4.1696574 57.6883784, -4.1692274 57.6884174)",,,
42803446,2,High Street,tertiary,30 mph,False,True,133.291,"LINESTRING (-4.1701252 57.6883359, -4.1709746 57.6882618, -4.1718315 57.6881833, -4.1723372 57.6881387)",,,
42803447,,King Street,tertiary,30 mph,True,False,80.443,"LINESTRING (-4.1688807 57.6874396, -4.1686746 57.6867246)",,,
43173423,,Outram Street,unclassified,30 mph,False,False,55.682,"LINESTRING (-4.1688807 57.6874396, -4.1691255 57.6874212, -4.1698077 57.6873674)",,,
43173423,,Outram Street,unclassified,30 mph,False,True,92.71000000000001,"LINESTRING (-4.1688807 57.6874396, -4.1682141 57.6874952, -4.1677327 57.6875422, -4.1673426 57.6875778)",,,
42803447,,King Street,tertiary,30 mph,True,False,54.669,"LINESTRING (-4.1690402 57.6879238, -4.1688807 57.6874396)",,,
373211033,,Clyde Street,unclassified,30 mph,False,False,55.888,"LINESTRING (-4.1690402 57.6879238, -4.1696367 57.6878724, -4.1699685 57.6878438)",,5,
"[42803448, 373211033]",,Clyde Street,unclassified,30 mph,False,True,87.947,"LINESTRING (-4.1690402 57.6879238, -4.1683634 57.687999, -4.1679064 57.6880466, -4.1677371 57.6880643, -4.1675896 57.6880797)",,5,
42803446,2,High Street,tertiary,30 mph,False,True,21.314,"LINESTRING (-4.1610635 57.6890776, -4.1611253 57.6890784, -4.1612468 57.6890786, -4.1614216 57.6890715)",,,
42575959,2,Academy Road,tertiary,30 mph,False,True,261.01,"LINESTRING (-4.166948 57.6916355, -4.1679285 57.6911995, -4.1688407 57.6908148, -4.1696307 57.6905068, -4.1704366 57.6902121)",,,
43160895,2,Canteen Road,unclassified,30 mph,False,True,153.275,"LINESTRING (-4.166948 57.6916355, -4.1681303 57.6926728, -4.1682943 57.6928112)",,,
43160895,2,Canteen Road,unclassified,30 mph,False,False,153.275,"LINESTRING (-4.1682943 57.6928112, -4.1681303 57.6926728, -4.166948 57.6916355)",,,
42803446,2,High Street,tertiary,30 mph,False,False,65.547,"LINESTRING (-4.1744779 57.6879442, -4.1737506 57.6880103, -4.1735523 57.6880283, -4.1733907 57.688043)",,,
42803446,2,High Street,tertiary,30 mph,False,True,147.31400000000002,"LINESTRING (-4.1744779 57.6879442, -4.1746159 57.6879316, -4.1752105 57.6878776, -4.1754617 57.6878514, -4.1756775 57.6878586, -4.175882 57.6878888, -4.1760158 57.6879072, -4.176165 57.6879458, -4.176298 57.6879874, -4.1764803 57.6880138, -4.1766239 57.6879755, -4.1768394 57.6879147)",,,
43173426,,Station Road,unclassified,30 mph,False,False,105.455,"LINESTRING (-4.1744779 57.6879442, -4.1745951 57.6883503, -4.1747139 57.6887617, -4.1747484 57.6888815)",,3,
43173426,,Station Road,unclassified,30 mph,False,True,105.455,"LINESTRING (-4.1747484 57.6888815, -4.1747139 57.6887617, -4.1745951 57.6883503, -4.1744779 57.6879442)",,3,
43173423,,Outram Street,unclassified,30 mph,False,True,104.854,"LINESTRING (-4.1712939 57.6870258, -4.1711797 57.6871868, -4.1711332 57.6872218, -4.1710154 57.6872583, -4.1707864 57.6872877, -4.1706586 57.6872981, -4.1700823 57.6873448, -4.1698077 57.6873674)",,,
102963556,,Shore Road,unclassified,30 mph,False,False,147.058,"LINESTRING (-4.1712939 57.6870258, -4.1716553 57.6870804, -4.1719877 57.6871148, -4.1723064 57.6871423, -4.1725894 57.6871686, -4.1728902 57.6871999, -4.1730032 57.687217, -4.1730998 57.6872735, -4.1731686 57.6873841, -4.1732335 57.687576)",,,
"[102963556, 731125358]",,"['Hugh Miller Street', 'Shore Road']",unclassified,30 mph,False,True,118.06700000000001,"LINESTRING (-4.1712939 57.6870258, -4.1711527 57.6869857, -4.1710074 57.6869388, -4.1706003 57.6868037, -4.1705133 57.6867692, -4.1702854 57.6866789, -4.1700974 57.6866108, -4.1699027 57.6865827, -4.1697858 57.6866035, -4.1695654 57.6866448)",,,
731125358,,Hugh Miller Street,unclassified,30 mph,False,True,53.687,"LINESTRING (-4.1695654 57.6866448, -4.1686746 57.6867246)",,,
102957891,,Ferry Row,residential,30 mph,False,True,88.307,"LINESTRING (-4.1695654 57.6866448, -4.1696095 57.6865942, -4.1695883 57.6865066, -4.1686382 57.6865908, -4.1686746 57.6867246)",,,
42803449,,Bank Street,unclassified,30 mph,False,False,81.63,"LINESTRING (-4.1695654 57.6866448, -4.1696315 57.6868454, -4.1696664 57.6869487, -4.169689 57.6870157, -4.1698077 57.6873674)",,3,
"[102963556, 731125358]",,"['Hugh Miller Street', 'Shore Road']",unclassified,30 mph,False,False,118.067,"LINESTRING (-4.1695654 57.6866448, -4.1697858 57.6866035, -4.1699027 57.6865827, -4.1700974 57.6866108, -4.1702854 57.6866789, -4.1705133 57.6867692, -4.1706003 57.6868037, -4.1710074 57.6869388, -4.1711527 57.6869857, -4.1712939 57.6870258)",,,
42803449,,Bank Street,unclassified,30 mph,False,False,53.829,"LINESTRING (-4.1698077 57.6873674, -4.1699685 57.6878438)",,3,
42803449,,Bank Street,unclassified,30 mph,False,True,81.63,"LINESTRING (-4.1698077 57.6873674, -4.169689 57.6870157, -4.1696664 57.6869487, -4.1696315 57.6868454, -4.1695654 57.6866448)",,3,
43173423,,Outram Street,unclassified,30 mph,False,False,104.854,"LINESTRING (-4.1698077 57.6873674, -4.1700823 57.6873448, -4.1706586 57.6872981, -4.1707864 57.6872877, -4.1710154 57.6872583, -4.1711332 57.6872218, -4.1711797 57.6871868, -4.1712939 57.6870258)",,,
43173423,,Outram Street,unclassified,30 mph,False,True,55.682,"LINESTRING (-4.1698077 57.6873674, -4.1691255 57.6874212, -4.1688807 57.6874396)",,,
731125358,,Hugh Miller Street,unclassified,30 mph,False,False,53.687,"LINESTRING (-4.1686746 57.6867246, -4.1695654 57.6866448)",,,
102957891,,Ferry Row,residential,30 mph,False,False,88.307,"LINESTRING (-4.1686746 57.6867246, -4.1686382 57.6865908, -4.1695883 57.6865066, -4.1696095 57.6865942, -4.1695654 57.6866448)",,,
"[42803450, 731125358]",,Hugh Miller Street,unclassified,30 mph,False,True,56.475,"LINESTRING (-4.1686746 57.6867246, -4.1681288 57.6867576, -4.1679928 57.6867679, -4.1679356 57.6867754, -4.1678048 57.6868595)",,,
43173425,,Normans Lane,unclassified,30 mph,False,False,22.868,"LINESTRING (-4.1673426 57.6875778, -4.1669723 57.687522)",,3,
43173423,,Outram Street,unclassified,30 mph,False,False,92.71,"LINESTRING (-4.1673426 57.6875778, -4.1677327 57.6875422, -4.1682141 57.6874952, -4.1688807 57.6874396)",,,
43173425,,Normans Lane,unclassified,30 mph,False,True,58.099000000000004,"LINESTRING (-4.1673426 57.6875778, -4.1674284 57.6876608, -4.1675896 57.6880797)",,3,
43173425,,Normans Lane,unclassified,30 mph,False,True,22.868,"LINESTRING (-4.1669723 57.687522, -4.1673426 57.6875778)",,3,
44023548,2,,secondary,30 mph,False,False,700.971,"LINESTRING (-4.1669723 57.687522, -4.1670813 57.6873919, -4.1674842 57.6869111, -4.1676915 57.6867266, -4.1682062 57.6864576, -4.1686517 57.6863736, -4.1691249 57.686329, -4.1697532 57.6863843, -4.1702984 57.6864817, -4.17069 57.6865949, -4.1709857 57.6866803, -4.1719073 57.6869091, -4.1728515 57.6870489, -4.1732445 57.6870575, -4.1738805 57.6870715, -4.1741824 57.6871014, -4.1744299 57.687126, -4.1750387 57.6872194, -4.1755444 57.6873274, -4.1760186 57.6874964, -4.1764312 57.687663, -4.1768394 57.6879147)",,,B817
44023548,2,,secondary,30 mph,False,True,197.401,"LINESTRING (-4.1669723 57.687522, -4.1669455 57.687554, -4.1663415 57.6878941, -4.1656093 57.6881245, -4.1647727 57.688303, -4.1641557 57.6883651)",,,B817
42803448,,Clyde Street,unclassified,30 mph,False,True,16.059,"LINESTRING (-4.1675896 57.6880797, -4.1673244 57.6881073)",,5,
"[42803448, 373211033]",,Clyde Street,unclassified,30 mph,False,False,87.947,"LINESTRING (-4.1675896 57.6880797, -4.1677371 57.6880643, -4.1679064 57.6880466, -4.1683634 57.687999, -4.1690402 57.6879238)",,5,
43173425,,Normans Lane,unclassified,30 mph,False,False,58.099000000000004,"LINESTRING (-4.1675896 57.6880797, -4.1674284 57.6876608, -4.1673426 57.6875778)",,3,
42803446,2,High Street,tertiary,30 mph,False,False,48.223,"LINESTRING (-4.1666001 57.6886411, -4.1665481 57.6886466, -4.1657989 57.6887093)",,,
42803446,2,High Street,tertiary,30 mph,False,True,52.217,"LINESTRING (-4.1666001 57.6886411, -4.1669289 57.6886131, -4.1674677 57.6885672)",,,
"[43173424, 42803448]",,"['Shore Road (east)', 'Clyde Street']",unclassified,30 mph,False,False,102.38,"LINESTRING (-4.1666001 57.6886411, -4.166525 57.6884026, -4.16646 57.6881974, -4.1673244 57.6881073)",,"['3', '5']",
102963553,,Castle Road,tertiary,30 mph,False,True,74.922,"LINESTRING (-4.1694326 57.6890822, -4.1692274 57.6884174)",,,
43718606,2,Joss Street,residential,30 mph,False,False,295.712,"LINESTRING (-4.1694326 57.6890822, -4.1687144 57.6891422, -4.1676939 57.6892251, -4.1667284 57.6893147, -4.1660387 57.6893746, -4.1657055 57.6894039, -4.1653532 57.6894349, -4.1645216 57.6895082)",,4,
"[102963553, 116163411]",,Castle Road,tertiary,30 mph,False,False,140.494,"LINESTRING (-4.1694326 57.6890822, -4.1695233 57.689333, -4.1696262 57.6894849, -4.1701727 57.6899851, -4.1704366 57.6902121)",yes,,
"[102957882, 377040670]",2,,residential,"['20 mph', '30 mph']",False,True,140.728,"LINESTRING (-4.1694326 57.6890822, -4.16987 57.6890335, -4.1702811 57.6889969, -4.1717643 57.688863)",,,
43718607,,,unclassified,30 mph,False,False,52.195,"LINESTRING (-4.1641557 57.6883651, -4.1642957 57.6888285)",,4,
44023548,2,,secondary,30 mph,False,False,197.401,"LINESTRING (-4.1641557 57.6883651, -4.1647727 57.688303, -4.1656093 57.6881245, -4.1663415 57.6878941, -4.1669455 57.687554, -4.1669723 57.687522)",,,B817
43718607,,,unclassified,30 mph,False,True,52.195,"LINESTRING (-4.1642957 57.6888285, -4.1641557 57.6883651)",,4,
305718865,2,Munro Street,unclassified,30 mph,False,False,76.763,"LINESTRING (-4.1642957 57.6888285, -4.1645216 57.6895082)",,4,
42803446,2,High Street,tertiary,30 mph,False,False,132.543,"LINESTRING (-4.1642957 57.6888285, -4.1637298 57.6888783, -4.1634379 57.6889026, -4.1631827 57.6889238, -4.1628117 57.6889547, -4.162093 57.6890145)",,,
42803446,2,High Street,tertiary,30 mph,False,True,90.322,"LINESTRING (-4.1642957 57.6888285, -4.1648385 57.6887855, -4.1657989 57.6887093)",,,
43718606,2,Joss Street,residential,30 mph,False,False,53.204,"LINESTRING (-4.1645216 57.6895082, -4.1636352 57.689575)",,4,
43718608,2,Tomich Road,residential,30 mph,False,True,40.489,"LINESTRING (-4.1645216 57.6895082, -4.1648055 57.6898392)",,4,
305718865,2,Munro Street,unclassified,30 mph,False,True,76.763,"LINESTRING (-4.1645216 57.6895082, -4.1642957 57.6888285)",,4,
43718606,2,Joss Street,residential,30 mph,False,True,295.712,"LINESTRING (-4.1645216 57.6895082, -4.1653532 57.6894349, -4.1657055 57.6894039, -4.1660387 57.6893746, -4.1667284 57.6893147, -4.1676939 57.6892251, -4.1687144 57.6891422, -4.1694326 57.6890822)",,4,
43718608,2,Tomich Road,residential,30 mph,False,False,40.489,"LINESTRING (-4.1648055 57.6898392, -4.1645216 57.6895082)",,4,
102957880,2,Wyvis Court,residential,30 mph,False,True,52.435,"LINESTRING (-4.162093 57.6890145, -4.1622042 57.6894823)",,4.8,
42803446,2,High Street,tertiary,30 mph,False,False,40.414,"LINESTRING (-4.162093 57.6890145, -4.161591 57.6890538, -4.1614216 57.6890715)",,,
42803446,2,High Street,tertiary,30 mph,False,True,132.543,"LINESTRING (-4.162093 57.6890145, -4.1628117 57.6889547, -4.1631827 57.6889238, -4.1634379 57.6889026, -4.1637298 57.6888783, -4.1642957 57.6888285)",,,
102957883,,Mill Street,residential,30 mph,False,False,93.78399999999999,"LINESTRING (-4.166265 57.6881163, -4.1656453 57.6882198, -4.1657294 57.6884667, -4.1657989 57.6887093)",,,
"[102957882, 377040670]",2,,residential,"['20 mph', '30 mph']",False,False,140.728,"LINESTRING (-4.1717643 57.688863, -4.1702811 57.6889969, -4.16987 57.6890335, -4.1694326 57.6890822)",,,
42803446,2,High Street,tertiary,30 mph,False,False,90.322,"LINESTRING (-4.1657989 57.6887093, -4.1648385 57.6887855, -4.1642957 57.6888285)",,,
42803446,2,High Street,tertiary,30 mph,False,True,48.223,"LINESTRING (-4.1657989 57.6887093, -4.1665481 57.6886466, -4.1666001 57.6886411)",,,
102957883,,Mill Street,residential,30 mph,False,True,93.78399999999999,"LINESTRING (-4.1657989 57.6887093, -4.1657294 57.6884667, -4.1656453 57.6882198, -4.166265 57.6881163)",,,
102957880,2,Wyvis Court,residential,30 mph,False,False,52.435,"LINESTRING (-4.1622042 57.6894823, -4.162093 57.6890145)",,4.8,
102963551,2,Cromlet Park,residential,30 mph,False,False,41.038,"LINESTRING (-4.1758476 57.6891535, -4.1759304 57.6895199)",,5.3,
43328699,2,Cromlet Drive,unclassified,30 mph,False,False,189.686,"LINESTRING (-4.1758476 57.6891535, -4.1756276 57.6891594, -4.1745224 57.6892187, -4.1744102 57.6892262, -4.1740463 57.6892581, -4.1738888 57.6892771, -4.1734065 57.6893555, -4.1727352 57.689484)",,,
102958194,2,Royal Oak Drive,residential,30 mph,False,False,43.447,"LINESTRING (-4.1759265 57.6905562, -4.1765445 57.6903475)",,5.3,
102958191,2,Royal Oak Drive,residential,30 mph,False,False,42.793,"LINESTRING (-4.176908 57.6906797, -4.1765445 57.6903475)",,5.3,
102958185,2,Natal Place,residential,30 mph,False,False,89.812,"LINESTRING (-4.1753467 57.690119, -4.1760036 57.6898845, -4.1760636 57.6898093, -4.1760106 57.6897138, -4.1759387 57.689646, -4.1759304 57.6895199)",,5.3,
102958186,2,Agincourt,residential,30 mph,False,True,57.054,"LINESTRING (-4.1759304 57.6895199, -4.1749756 57.689573)",,5.3,
102963551,2,Cromlet Park,residential,30 mph,False,True,41.038,"LINESTRING (-4.1759304 57.6895199, -4.1758476 57.6891535)",,5.3,
102958185,2,Natal Place,residential,30 mph,False,True,89.812,"LINESTRING (-4.1759304 57.6895199, -4.1759387 57.689646, -4.1760106 57.6897138, -4.1760636 57.6898093, -4.1760036 57.6898845, -4.1753467 57.690119)",,5.3,
102963551,2,Cromlet Park,residential,30 mph,False,False,102.50399999999999,"LINESTRING (-4.1759304 57.6895199, -4.1766474 57.6895201, -4.1772683 57.6895935, -4.1776002 57.689683)",,5.3,
102958186,2,Agincourt,residential,30 mph,False,False,57.054,"LINESTRING (-4.1749756 57.689573, -4.1759304 57.6895199)",,5.3,
102958191,2,Royal Oak Drive,residential,30 mph,False,True,42.793,"LINESTRING (-4.1765445 57.6903475, -4.176908 57.6906797)",,5.3,
102958194,2,Royal Oak Drive,residential,30 mph,False,True,43.447,"LINESTRING (-4.1765445 57.6903475, -4.1759265 57.6905562)",,5.3,
102958194,2,Royal Oak Drive,residential,30 mph,False,False,98.227,"LINESTRING (-4.1765445 57.6903475, -4.1771588 57.6900711, -4.1776002 57.689683)",,5.3,
102958194,2,Royal Oak Drive,residential,30 mph,False,True,98.227,"LINESTRING (-4.1776002 57.689683, -4.1771588 57.6900711, -4.1765445 57.6903475)",,5.3,
102963551,2,Cromlet Park,residential,30 mph,False,True,102.504,"LINESTRING (-4.1776002 57.689683, -4.1772683 57.6895935, -4.1766474 57.6895201, -4.1759304 57.6895199)",,5.3,
42803448,,Clyde Street,unclassified,30 mph,False,False,16.059,"LINESTRING (-4.1673244 57.6881073, -4.1675896 57.6880797)",,5,
102963554,,MacKay Street,residential,30 mph,False,True,51.843,"LINESTRING (-4.1673244 57.6881073, -4.1674677 57.6885672)",,,
"[42803448, 43173424]",,"['Shore Road (east)', 'Clyde Street']",unclassified,30 mph,False,True,102.38,"LINESTRING (-4.1673244 57.6881073, -4.16646 57.6881974, -4.166525 57.6884026, -4.1666001 57.6886411)",,"['3', '5']",
102963554,,MacKay Street,residential,30 mph,False,False,51.843,"LINESTRING (-4.1674677 57.6885672, -4.1673244 57.6881073)",,,
42803446,2,High Street,tertiary,30 mph,False,False,52.217,"LINESTRING (-4.1674677 57.6885672, -4.1669289 57.6886131, -4.1666001 57.6886411)",,,
42803446,2,High Street,tertiary,30 mph,False,True,105.90799999999999,"LINESTRING (-4.1674677 57.6885672, -4.1678828 57.6885319, -4.1685382 57.6884761, -4.1692274 57.6884174)",,,
191841949,,Harbour View,residential,30 mph,False,False,55.457,"LINESTRING (-4.1746944 57.6915152, -4.1747524 57.6914617, -4.1748409 57.6914121, -4.174975 57.6913881, -4.1752078 57.6913809, -4.1753236 57.6913688, -4.1754746 57.6913015)",,5.5,
191841949,,Harbour View,residential,30 mph,False,True,13.125,"LINESTRING (-4.1746944 57.6915152, -4.1747068 57.691587, -4.1747338 57.6916306)",,5.5,
717936494,,Harbour View,residential,30 mph,False,False,35.564,"LINESTRING (-4.1746944 57.6915152, -4.174419 57.6914473, -4.1741625 57.6915253)",,5.5,
373211033,,Clyde Street,unclassified,30 mph,False,True,108.678,"LINESTRING (-4.1750126 57.6873528, -4.1744367 57.6874398, -4.1735534 57.6875436, -4.1732335 57.687576)",,5,
43718606,2,Joss Street,residential,30 mph,False,True,53.204,"LINESTRING (-4.1636352 57.689575, -4.1645216 57.6895082)",,4,
"[116163404, 42811853, 116163415]",2,Albany Road,unclassified,20 mph,True,False,77.12500000000001,"LINESTRING (-4.1725269 57.6887995, -4.1726514 57.6892194, -4.1726668 57.6892712, -4.1726921 57.6893588, -4.1727128 57.6894302, -4.1727352 57.689484)",yes,,
377040669,2,Albany Road,unclassified,20 mph,False,False,74.33800000000001,"LINESTRING (-4.1725269 57.6887995, -4.1724902 57.6886708, -4.1723372 57.6881387)",,,
"[42803450, 731125358]",,Hugh Miller Street,unclassified,30 mph,False,False,56.475,"LINESTRING (-4.1678048 57.6868595, -4.1679356 57.6867754, -4.1679928 57.6867679, -4.1681288 57.6867576, -4.1686746 57.6867246)",,,
191841949,,Harbour View,residential,30 mph,False,True,55.457,"LINESTRING (-4.1754746 57.6913015, -4.1753236 57.6913688, -4.1752078 57.6913809, -4.174975 57.6913881, -4.1748409 57.6914121, -4.1747524 57.6914617, -4.1746944 57.6915152)",,5.5,
717936494,,Harbour View,residential,30 mph,False,True,35.564,"LINESTRING (-4.1741625 57.6915253, -4.174419 57.6914473, -4.1746944 57.6915152)",,5.5,
717936497,,Dewdale Court,residential,,False,False,39.024,"LINESTRING (-4.1614216 57.6890715, -4.1614908 57.6894205)",,,
42803446,2,High Street,tertiary,30 mph,False,False,21.314,"LINESTRING (-4.1614216 57.6890715, -4.1612468 57.6890786, -4.1611253 57.6890784, -4.1610635 57.6890776)",,,
42803446,2,High Street,tertiary,30 mph,False,True,40.414,"LINESTRING (-4.1614216 57.6890715, -4.161591 57.6890538, -4.162093 57.6890145)",,,
717936497,,Dewdale Court,residential,,False,True,39.024,"LINESTRING (-4.1614908 57.6894205, -4.1614216 57.6890715)",,,
717936498,,Dewdale Court,residential,,False,False,10.267,"LINESTRING (-4.1614908 57.6894205, -4.1613188 57.6894291)",,,
717936497,,Dewdale Court,residential,,False,False,31.14,"LINESTRING (-4.1614908 57.6894205, -4.1616222 57.6894161, -4.1617844 57.6894898, -4.1619629 57.6894803)",,,
717936497,,Dewdale Court,residential,,False,True,31.14,"LINESTRING (-4.1619629 57.6894803, -4.1617844 57.6894898, -4.1616222 57.6894161, -4.1614908 57.6894205)",,,
717936498,,Dewdale Court,residential,,False,True,10.267,"LINESTRING (-4.1613188 57.6894291, -4.1614908 57.6894205)",,,
377040630,2,Cromlet Drive,unclassified,30 mph,True,False,103.94400000000002,"LINESTRING (-4.1719283 57.6897242, -4.1716201 57.6898242, -4.1712376 57.6899501, -4.1708805 57.690071, -4.1704366 57.6902121)",,,
758884070,,Flora Gardens,residential,,False,False,70.54599999999999,"LINESTRING (-4.1719283 57.6897242, -4.1721386 57.6899547, -4.172305 57.6901459, -4.1725895 57.6900766)",,,
853301783,,Harbour View,residential,30 mph,False,False,12.779,"LINESTRING (-4.1745443 57.6916849, -4.1747338 57.6916306)",,5.5,
853301783,,Harbour View,residential,30 mph,False,True,12.779,"LINESTRING (-4.1747338 57.6916306, -4.1745443 57.6916849)",,5.5,
191841949,,Harbour View,residential,30 mph,False,False,13.125,"LINESTRING (-4.1747338 57.6916306, -4.1747068 57.691587, -4.1746944 57.6915152)",,5.5,
191841949,,Harbour View,residential,30 mph,False,True,50.41,"LINESTRING (-4.1747338 57.6916306, -4.1749951 57.6918909, -4.1750824 57.6920418)",,5.5,
42596027,2,Gordon Terrace,residential,30 mph,False,False,129.519,"LINESTRING (-4.1731406 57.6925619, -4.1732489 57.6925244, -4.173948 57.692297, -4.1742573 57.6922176, -4.1744059 57.692179, -4.1750824 57.6920418)",,,
"[102963552, 1063299609]",2,Castle Avenue,unclassified,30 mph,False,True,306.8,"LINESTRING (-4.1731406 57.6925619, -4.1727323 57.6922205, -4.1717461 57.6913895, -4.1707678 57.6905258, -4.1704366 57.6902121)",,,
758884070,,Flora Gardens,residential,,False,True,70.54599999999999,"LINESTRING (-4.1725895 57.6900766, -4.172305 57.6901459, -4.1721386 57.6899547, -4.1719283 57.6897242)",,,
