osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,ref,name,bridge,access
23649681,True,2,primary,40 mph,circular,False,47.69899999999999,"LINESTRING (-3.0393703 51.697913, -3.0393931 51.697886, -3.0394221 51.697861, -3.0394567 51.6978394, -3.0394975 51.6978216, -3.0395417 51.6978084, -3.039589 51.697799, -3.0396367 51.6977942, -3.0396874 51.6977952, -3.0397351 51.6978001, -3.0397827 51.6978107, -3.0398241 51.6978255, -3.0398654 51.697844, -3.0398978 51.697866, -3.039927 51.6978917)",,,,
23649681,True,2,primary,40 mph,circular,False,23.457,"LINESTRING (-3.039927 51.6978917, -3.0399435 51.6979167, -3.0399539 51.6979437, -3.0399578 51.6979678, -3.0399556 51.6979985, -3.0399434 51.6980424, -3.0399127 51.6980958)",,,,
23649682,True,3,primary,40 mph,,False,55.361999999999995,"LINESTRING (-3.039927 51.6978917, -3.0400505 51.6979232, -3.0401054 51.6979295, -3.0401638 51.6979317, -3.0402776 51.6979261, -3.0404252 51.6979189, -3.0407175 51.6979048)",A472,,,
8018365,True,3,primary,40 mph,,False,78.185,"LINESTRING (-3.0409832 51.6978974, -3.0405365 51.6979463, -3.040229 51.6979831, -3.0401437 51.6980009, -3.0400725 51.6980245, -3.0399127 51.6980958)",A472,,,
547751992,False,2,primary,40 mph,,True,375.198,"LINESTRING (-3.0409832 51.6978974, -3.0410594 51.6978925, -3.0455661 51.6975787, -3.046392 51.6975148)",A472,,,
23649681,True,2,primary,40 mph,circular,False,7.532,"LINESTRING (-3.0395885 51.6981778, -3.0395338 51.6981648, -3.0394897 51.6981493)",,,,
23649679,True,2,primary,50 mph,,False,83.01,"LINESTRING (-3.0394897 51.6981493, -3.039195 51.6980792, -3.0391222 51.6980677, -3.0390529 51.6980627, -3.0389692 51.6980606, -3.038866 51.6980647, -3.0387487 51.6980722, -3.0383185 51.6981258)",A472,,,
23649681,True,2,primary,40 mph,circular,False,28.828999999999994,"LINESTRING (-3.0394897 51.6981493, -3.039441 51.6981174, -3.0394099 51.6980834, -3.0393858 51.6980506, -3.0393712 51.6980227, -3.0393607 51.6979869, -3.0393594 51.697951, -3.0393703 51.697913)",,,,
23649679,True,2,primary,50 mph,,False,257.14599999999996,"LINESTRING (-3.0383185 51.6981258, -3.037654 51.6981801, -3.0372846 51.69821, -3.0369524 51.6982337, -3.0366431 51.6982531, -3.036154 51.6982801, -3.0354559 51.6983082, -3.0346044 51.6983331)",A472,,,
23649681,True,2,primary,40 mph,circular,False,3.514,"LINESTRING (-3.0399127 51.6980958, -3.0398842 51.698122)",,,,
4906473,True,2,primary,,roundabout,False,14.848,"LINESTRING (-3.0401396 51.6988617, -3.0401836 51.6988809, -3.0402187 51.6989062, -3.0402428 51.6989361, -3.0402544 51.6989687)",,,,
4906473,True,2,primary,,roundabout,False,19.203000000000003,"LINESTRING (-3.0398814 51.6988859, -3.0399377 51.6988605, -3.040004 51.6988473, -3.0400737 51.6988477, -3.0401396 51.6988617)",,,,
4906475,True,2,primary,,,False,49.543,"LINESTRING (-3.0398814 51.6988859, -3.0398917 51.6987544, -3.0398743 51.6986694, -3.0398291 51.6985388, -3.0397894 51.6984474)",A4043,,,
4906473,True,2,primary,,roundabout,False,18.381,"LINESTRING (-3.0401273 51.6991045, -3.0400631 51.6991156, -3.0399964 51.6991143, -3.0399335 51.6991006, -3.0398803 51.6990757)",,,,
"[4906480, 135864385, 174974008]",False,3,primary,40 mph,,False,323.53700000000003,"LINESTRING (-3.0401273 51.6991045, -3.0405021 51.6995637, -3.0410893 51.7003116, -3.0415375 51.7007326, -3.0417443 51.7009036, -3.0426597 51.7015301)",A4043,,,
4906476,True,2,primary,40 mph,roundabout,False,15.995999999999999,"LINESTRING (-3.0426597 51.7015301, -3.0427007 51.7015166, -3.042746 51.7015103, -3.0427924 51.7015117, -3.0428364 51.7015208, -3.042875 51.7015368)",,Crane Street,,
"[174974008, 135864385, 4906480]",False,3,primary,40 mph,,True,323.537,"LINESTRING (-3.0426597 51.7015301, -3.0417443 51.7009036, -3.0415375 51.7007326, -3.0410893 51.7003116, -3.0405021 51.6995637, -3.0401273 51.6991045)",A4043,,,
4906476,True,2,primary,40 mph,roundabout,False,35.468999999999994,"LINESTRING (-3.0428414 51.7017108, -3.0427871 51.701722, -3.0427299 51.7017216, -3.0426761 51.7017095, -3.0426317 51.7016873, -3.0426014 51.7016572, -3.042592 51.7016314, -3.0425888 51.7016226, -3.0425951 51.7015874, -3.0426196 51.7015554, -3.0426597 51.7015301)",,Crane Street,,
4906483,False,2,primary,40 mph,,False,353.046,"LINESTRING (-3.0428414 51.7017108, -3.0429243 51.7024685, -3.0433106 51.703321, -3.0437625 51.7040199, -3.04426 51.7047333)",A4043,,,
59654480,False,,tertiary,,,False,145.114,"LINESTRING (-3.0370525 51.6983671, -3.0368065 51.6984405, -3.0365705 51.6985193, -3.0363585 51.6986027, -3.0360977 51.6987012, -3.0358936 51.6987644, -3.0356326 51.6988338, -3.0353428 51.6988842, -3.0351481 51.6988795)",,Clarence Road,,
59654480,False,,tertiary,,,True,147.8,"LINESTRING (-3.0370525 51.6983671, -3.0373247 51.6983096, -3.0374322 51.6982952, -3.0375553 51.6982891, -3.0376849 51.6982919, -3.037809 51.6982995, -3.0379649 51.6983198, -3.0381178 51.6983562, -3.0384545 51.6984359, -3.0384795 51.698444, -3.0385509 51.6984671, -3.038629 51.6985058, -3.0387216 51.6985856, -3.0387821 51.6986532, -3.0388399 51.6987677)",,Clarence Road,,
4906473,True,2,primary,,roundabout,False,16.434,"LINESTRING (-3.0398803 51.6990757, -3.0398449 51.699046, -3.0398238 51.6990114, -3.0398185 51.6989746, -3.0398295 51.6989383)",,,,
398165050,True,,tertiary,,,False,52.789,"LINESTRING (-3.0398803 51.6990757, -3.0397012 51.6990484, -3.0395749 51.6990407, -3.0393636 51.6990492, -3.0392075 51.699062, -3.0391249 51.6990755)",,,,
4906473,True,2,primary,,roundabout,False,6.881,"LINESTRING (-3.0398295 51.6989383, -3.0398506 51.6989103, -3.0398814 51.6988859)",,,,
59654475,False,,tertiary,,,False,23.394,"LINESTRING (-3.0402544 51.6989687, -3.0405938 51.6989653)",,Albion Road,,
4906473,True,2,primary,,roundabout,False,18.545,"LINESTRING (-3.0402544 51.6989687, -3.0402502 51.6990103, -3.0402258 51.6990492, -3.0401835 51.6990816, -3.0401273 51.6991045)",,,,
4906483,False,2,primary,40 mph,,True,353.04600000000005,"LINESTRING (-3.04426 51.7047333, -3.0437625 51.7040199, -3.0433106 51.703321, -3.0429243 51.7024685, -3.0428414 51.7017108)",A4043,,,
1101570331,True,2,primary,40 mph,,False,23.811,"LINESTRING (-3.04426 51.7047333, -3.0443805 51.7048227, -3.044442 51.7049126)",A4043,,,
1101570330,True,2,primary,40 mph,,False,47.337,"LINESTRING (-3.0446349 51.7053195, -3.0445514 51.705271, -3.0445304 51.7052388, -3.0443375 51.7049419)",A4043,,,
59654475,False,,tertiary,,,False,87.515,"LINESTRING (-3.046209 51.6982751, -3.0462987 51.6981821, -3.0463608 51.6980744, -3.0464045 51.6979601, -3.0464226 51.6978278, -3.046425 51.6977103, -3.046392 51.6975148)",,Albion Road,,
59654475,False,,tertiary,,,True,169.358,"LINESTRING (-3.046209 51.6982751, -3.0460772 51.6983739, -3.0459505 51.6984412, -3.0458029 51.6984984, -3.0456519 51.6985495, -3.0454552 51.698593, -3.0450594 51.6986299, -3.0443266 51.6986867, -3.0439398 51.6987173)",,Albion Road,,
59657214,False,,tertiary,,,False,75.089,"LINESTRING (-3.046209 51.6982751, -3.0462765 51.6983038, -3.0463868 51.6983436, -3.0464619 51.6983597, -3.0466052 51.6983575, -3.0466818 51.6983508, -3.0470341 51.6983199, -3.0472563 51.698302)",,Crumlin Road,,
59654475,False,,tertiary,,,True,87.515,"LINESTRING (-3.046392 51.6975148, -3.046425 51.6977103, -3.0464226 51.6978278, -3.0464045 51.6979601, -3.0463608 51.6980744, -3.0462987 51.6981821, -3.046209 51.6982751)",,Albion Road,,
547751992,False,2,primary,40 mph,,False,375.198,"LINESTRING (-3.046392 51.6975148, -3.0455661 51.6975787, -3.0410594 51.6978925, -3.0409832 51.6978974)",A472,,,
107224960,True,,tertiary,,roundabout,False,10.718,"LINESTRING (-3.0390241 51.6989075, -3.0390737 51.6989167, -3.0391163 51.6989351, -3.0391474 51.6989608)",,,,
747351860,True,,tertiary,,,False,20.07,"LINESTRING (-3.0388399 51.6987677, -3.0390241 51.6989075)",,Clarence Road,,
59654480,False,,tertiary,,,False,147.79999999999998,"LINESTRING (-3.0388399 51.6987677, -3.0387821 51.6986532, -3.0387216 51.6985856, -3.038629 51.6985058, -3.0385509 51.6984671, -3.0384795 51.698444, -3.0384545 51.6984359, -3.0381178 51.6983562, -3.0379649 51.6983198, -3.037809 51.6982995, -3.0376849 51.6982919, -3.0375553 51.6982891, -3.0374322 51.6982952, -3.0373247 51.6983096, -3.0370525 51.6983671)",,Clarence Road,,
747351858,True,,unclassified,,,False,15.356,"LINESTRING (-3.0391232 51.6992253, -3.0390018 51.6991095)",,Lower Bridge Street,,
722961038,False,,unclassified,,,True,125.092,"LINESTRING (-3.0391232 51.6992253, -3.0391806 51.6992575, -3.0393963 51.6993293, -3.0394327 51.6993471, -3.0395347 51.6993971, -3.0396039 51.699461, -3.0396464 51.6995161, -3.0396793 51.6995936, -3.0396826 51.6996881, -3.0396739 51.6998036, -3.0396564 51.699833, -3.0396254 51.6998484, -3.0395376 51.6998571, -3.0393808 51.6998469, -3.0392776 51.6998401, -3.0390939 51.699828)",,Lower Bridge Street,,
107224960,True,,tertiary,,roundabout,False,11.774999999999999,"LINESTRING (-3.0388751 51.6990717, -3.0388529 51.6990491, -3.0388408 51.6990237, -3.0388398 51.6989972, -3.0388499 51.6989715)",,,,
107224960,True,,tertiary,,roundabout,False,13.618,"LINESTRING (-3.0391474 51.6989608, -3.0391636 51.6989897, -3.0391651 51.6990203, -3.0391518 51.6990498, -3.0391249 51.6990755)",,,,
398165051,True,,tertiary,,,False,48.184,"LINESTRING (-3.0391474 51.6989608, -3.039266 51.6989802, -3.0393671 51.6989906, -3.0394673 51.6989926, -3.0395661 51.6989841, -3.0396837 51.6989686, -3.0398295 51.6989383)",,,,
4906474,True,2,primary,,,False,85.442,"LINESTRING (-3.0398842 51.698122, -3.039873 51.698215, -3.0398723 51.6982576, -3.0398745 51.6982945, -3.0398818 51.6983333, -3.0398925 51.698379, -3.0399209 51.6984795, -3.0399921 51.698667, -3.040052 51.6987652, -3.0401396 51.6988617)",A4043,,,
23649681,True,2,primary,40 mph,circular,False,22.517000000000003,"LINESTRING (-3.0398842 51.698122, -3.039835 51.6981512, -3.0397795 51.6981709, -3.0397183 51.6981823, -3.0396557 51.6981844, -3.0395885 51.6981778)",,,,
61454610,False,,residential,,,True,54.716,"LINESTRING (-3.0391921 51.7011154, -3.0397905 51.700792)",,St James' Field,,
59654495,False,2,tertiary,,,True,83.752,"LINESTRING (-3.0391921 51.7011154, -3.0393904 51.7012519, -3.0396205 51.7014119, -3.0397214 51.7014904, -3.03981 51.7015825, -3.0399185 51.7017139)",,Hanbury Road,,
59654740,False,,tertiary,,,False,139.42499999999998,"LINESTRING (-3.0391921 51.7011154, -3.0388055 51.7008756, -3.0384259 51.7006295, -3.0383808 51.7005827, -3.0383237 51.7005121, -3.0382994 51.7004512, -3.0383056 51.7004013, -3.0383134 51.7003477, -3.0383472 51.7002802, -3.0384126 51.700187, -3.0384661 51.7000905)",,Hanbury Road,,
