osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access
11825349,A523,Stockwell Street,trunk,30 mph,False,False,24.315,,"LINESTRING (-2.0234733 53.1069446, -2.0238196 53.1068768)",
11825349,A523,Stockwell Street,trunk,30 mph,False,True,52.937,,"LINESTRING (-2.0234733 53.1069446, -2.0227117 53.1070773)",
37806955,A53,Broad Street,trunk,30 mph,False,True,55.292,2,"LINESTRING (-2.025789 53.1042013, -2.0264676 53.1039162)",
4251092,A53,Brook Street,trunk,30 mph,False,False,79.123,2,"LINESTRING (-2.025789 53.1042013, -2.0255798 53.1042721, -2.0253389 53.1043324, -2.0250741 53.1043872, -2.0246822 53.1044461)",
37649929,A520,St. Edward Street,trunk,30 mph,False,False,128.248,,"LINESTRING (-2.025789 53.1042013, -2.0260487 53.1045862, -2.0262085 53.1048227, -2.0263397 53.1050872, -2.0264407 53.105285)",
118639217,A520,Compton,trunk,30 mph,False,True,101.542,,"LINESTRING (-2.025789 53.1042013, -2.0255212 53.103985, -2.02535 53.1038657, -2.0252258 53.1037599, -2.0251172 53.1036451, -2.0250302 53.1035269, -2.0249691 53.1034387)",
36975670,A523,Church Street,trunk,30 mph,False,False,31.329,,"LINESTRING (-2.0267598 53.1066249, -2.0270518 53.1066422, -2.0272273 53.1066493)",
"[11825349, 36975670]",A523,"['Church Street', 'Stockwell Street']",trunk,30 mph,False,True,199.915,,"LINESTRING (-2.0267598 53.1066249, -2.0265604 53.1066193, -2.0263504 53.1066371, -2.0259361 53.1066694, -2.0257158 53.1066805, -2.0254794 53.106678, -2.0252661 53.1066722, -2.0249618 53.1066801, -2.0246736 53.1067171, -2.024425 53.1067669, -2.0241547 53.1068239, -2.0238196 53.1068768)",
"[79852104, 79852105]",A520,St. Edward Street,trunk,30 mph,False,True,74.72099999999999,,"LINESTRING (-2.0267598 53.1066249, -2.0267813 53.1065007, -2.0268151 53.1063888, -2.026827 53.106274, -2.0268111 53.1061968, -2.0267564 53.1059945, -2.0267498 53.1059591)",
189618443,A53,Ball Haye Street,trunk,30 mph,False,False,39.599,,"LINESTRING (-2.0208584 53.1066922, -2.0208514 53.1070483)",
118688169,,Regent Street,unclassified,,False,False,155.481,,"LINESTRING (-2.0208584 53.1066922, -2.0205871 53.1067191, -2.0199216 53.106785, -2.0185647 53.106935)",
189618443,A53,Ball Haye Street,trunk,30 mph,False,True,51.160000000000004,,"LINESTRING (-2.0208584 53.1066922, -2.0208807 53.1065412, -2.020926 53.1062339)",
11825349,A523,Stockwell Street,trunk,30 mph,False,False,29.207,,"LINESTRING (-2.0208514 53.1070483, -2.0212887 53.1070395)",
189618443,A53,Ball Haye Street,trunk,30 mph,False,True,39.599,,"LINESTRING (-2.0208514 53.1070483, -2.0208584 53.1066922)",
