osmid,name,highway,oneway,reversed,length,ref,maxspeed,lanes,junction,geometry,bridge
223769155,Dixon Street,residential,False,True,8.797,,,,,"LINESTRING (-3.3831908 51.7483797, -3.3830643 51.7483909)",
340894449,High Street,primary,True,False,21.483,A4054,20 mph,,,"LINESTRING (-3.3770601 51.7419975, -3.376758 51.7419492)",
22744732,High Street,primary,True,False,32.357,A4054,20 mph,2,roundabout,"LINESTRING (-3.3770601 51.7419975, -3.3769924 51.7419564, -3.3769458 51.7419053, -3.3769241 51.7418482, -3.3769363 51.7417705, -3.3769635 51.7417377)",
340894447,Avenue de Clichy,primary,True,False,43.987,A4054,20 mph,,,"LINESTRING (-3.3781277 51.7416882, -3.377979 51.7417239, -3.3778002 51.7417796, -3.3776844 51.7418354, -3.37758 51.7418859)",
547111030,Avenue de Clichy,primary,False,True,306.37,A4054,20 mph,2,,"LINESTRING (-3.3781277 51.7416882, -3.3783095 51.7416931, -3.3784788 51.741702, -3.3787715 51.7417544, -3.3790104 51.7418098, -3.3792929 51.7418979, -3.3795963 51.7420232, -3.3798674 51.7421828, -3.3800801 51.7423633, -3.3802486 51.7425253, -3.3804191 51.7427426, -3.3805543 51.742967, -3.380657 51.7432067, -3.3806858 51.743367, -3.3807254 51.7435966)",
97010857,Pontmorlais West,primary,False,True,196.957,A4102,20 mph,2,,"LINESTRING (-3.3769057 51.7499539, -3.3771627 51.7498771, -3.3774851 51.7497543, -3.3777793 51.7496214, -3.3782356 51.7493692, -3.3784876 51.7492696, -3.3787564 51.7491978, -3.3793435 51.7490571)",
22779006,Castle Street,unclassified,True,False,39.708999999999996,,30 mph,2,,"LINESTRING (-3.3814931 51.7465513, -3.3814374 51.7464873, -3.3813659 51.746469, -3.3812731 51.746465, -3.3811289 51.7464882, -3.3809934 51.74651)",
340894444,Avenue de Clichy,primary,True,False,36.126,A4054,20 mph,2,,"LINESTRING (-3.3814931 51.7465513, -3.3814792 51.7465235, -3.3814512 51.7464675, -3.3814231 51.7463894, -3.3814157 51.7463103, -3.3814124 51.7462324)",
340894451,High Street,tertiary,True,False,62.712,,20 mph,,,"LINESTRING (-3.3768607 51.7494003, -3.3768211 51.7497073, -3.3768378 51.7498609, -3.3769057 51.7499539)",
566205605,,residential,False,False,38.010999999999996,,,,,"LINESTRING (-3.3768607 51.7494003, -3.3767109 51.7494016, -3.3765554 51.7494032, -3.3764535 51.7494207, -3.3763213 51.7494512)",
1088780480,Brecon Road,unclassified,False,False,10.943,,30 mph,,,"LINESTRING (-3.3799688 51.7495864, -3.3798642 51.7495123)",
59192037,The Walk,residential,False,True,51.776,,,,,"LINESTRING (-3.3799688 51.7495864, -3.3797601 51.7497541, -3.3796984 51.7498454, -3.3796641 51.7499989)",
1088780480,Brecon Road,unclassified,False,True,70.331,,30 mph,,,"LINESTRING (-3.3799688 51.7495864, -3.3805755 51.7499783, -3.3806824 51.7500388)",
22779003,Bethesda Street,primary,False,True,163.063,A4102,20 mph,3,,"LINESTRING (-3.3793435 51.7490571, -3.3797372 51.7489742, -3.3801742 51.7488683, -3.3804229 51.7488035, -3.3806809 51.7487558, -3.3809396 51.7487281, -3.3812726 51.7487131, -3.3816196 51.7487296)",
76208501,Abermorlais Terrace,residential,False,False,185.953,,,,,"LINESTRING (-3.3793435 51.7490571, -3.3793373 51.7490048, -3.37934 51.7489427, -3.3793472 51.7489052, -3.3793633 51.7488733, -3.3794311 51.7488289, -3.3798802 51.7485834, -3.3799552 51.748543, -3.3806023 51.7481941, -3.3809591 51.7480925, -3.3812945 51.7480242)",
97010857,Pontmorlais West,primary,False,False,196.957,A4102,20 mph,2,,"LINESTRING (-3.3793435 51.7490571, -3.3787564 51.7491978, -3.3784876 51.7492696, -3.3782356 51.7493692, -3.3777793 51.7496214, -3.3774851 51.7497543, -3.3771627 51.7498771, -3.3769057 51.7499539)",
1088780480,Brecon Road,unclassified,False,True,62.556,,30 mph,,,"LINESTRING (-3.3793435 51.7490571, -3.3794389 51.7491948, -3.3794996 51.7492487, -3.3798642 51.7495123)",
22744732,High Street,primary,True,False,21.652,A4054,20 mph,2,roundabout,"LINESTRING (-3.3775167 51.7419642, -3.3774373 51.7420066, -3.3773407 51.7420318, -3.3772363 51.7420375)",
340894508,,tertiary,True,False,58.835,,20 mph,,,"LINESTRING (-3.3775167 51.7419642, -3.3774943 51.7420661, -3.3774763 51.7421481, -3.3774508 51.742352, -3.3774359 51.7424907)",
340894448,Court Street,tertiary,False,False,83.815,,20 mph,2,,"LINESTRING (-3.3774359 51.7424907, -3.3774419 51.7425704, -3.3774436 51.742749, -3.3774265 51.7428241, -3.377378 51.7428849, -3.3772814 51.7429686, -3.3771938 51.7430376, -3.3770989 51.743095, -3.3770102 51.7431517)",
340894503,,tertiary,True,False,52.842,,20 mph,3,,"LINESTRING (-3.3774359 51.7424907, -3.3774199 51.7423667, -3.377358 51.742191, -3.3772363 51.7420375)",
1088534603,,residential,True,False,79.847,,20 mph,,,"LINESTRING (-3.3774359 51.7424907, -3.3773866 51.7424232, -3.3773518 51.7423651, -3.3773088 51.7423136, -3.3772042 51.7422322, -3.3771211 51.7421791, -3.3769843 51.7421044, -3.3768207 51.7420562, -3.3767644 51.7420163, -3.3767536 51.7419881, -3.376758 51.7419492)",
25165654,,tertiary,True,False,53.91900000000001,,20 mph,1,roundabout,"LINESTRING (-3.3762162 51.7438996, -3.3762803 51.7439189, -3.3763314 51.7439496, -3.3763644 51.7439886, -3.3763759 51.7440321, -3.3763649 51.7440757, -3.3763324 51.7441149, -3.3763048 51.7441316, -3.3762816 51.7441458, -3.3762178 51.7441653, -3.3761473 51.7441715, -3.3760773 51.7441636, -3.3760147 51.7441426)",
1086960770,Court Street,tertiary,False,True,78.201,,20 mph,2,,"LINESTRING (-3.3762162 51.7438996, -3.376242 51.7438167, -3.3762859 51.7437325, -3.3763382 51.7436577, -3.3763541 51.7436349, -3.3764323 51.7435494, -3.3765552 51.7434497, -3.3767768 51.7433037)",
25165654,,tertiary,True,False,25.33,,20 mph,1,roundabout,"LINESTRING (-3.3760147 51.7441426, -3.3759646 51.7441092, -3.3759346 51.7440676, -3.375928 51.7440223, -3.3759455 51.743978, -3.3759851 51.7439396)",
25165655,Tramroad Side North,tertiary,False,False,97.73,,20 mph,2,,"LINESTRING (-3.3760147 51.7441426, -3.3759424 51.7441978, -3.3758157 51.7443114, -3.3757104 51.744441, -3.3756489 51.7445534, -3.3756199 51.7446319, -3.3755918 51.7447491, -3.375583 51.7448759, -3.3755941 51.7449557)",
128508747,Church Street,residential,False,True,13.758,,,,,"LINESTRING (-3.3770505 51.7466758, -3.3769302 51.7467746)",
