osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,bridge,lanes,junction,tunnel
4869732,True,A2,primary,30 mph,False,263.379,"LINESTRING (0.5294473 51.3790257, 0.5291647 51.3790541, 0.5286331 51.3791089, 0.5276263 51.3792092, 0.5268714 51.3792835, 0.5267256 51.379311, 0.5265666 51.3793543, 0.526349 51.3794379, 0.5259059 51.3796948)",New Road,,2,,
246975280,True,,primary,30 mph,False,29.824,"LINESTRING (0.5299238 51.3797922, 0.530058 51.380047)",Union Street,,3,,
217210665,True,A231,primary,30 mph,False,7.795,"LINESTRING (0.5302869 51.3801389, 0.5302596 51.3800709)",The Brook,,,,
4381420,True,,primary,30 mph,False,39.027,"LINESTRING (0.5302869 51.3801389, 0.530556 51.3800706, 0.5307788 51.3799734)",High Street,,,,
4985899,False,,unclassified,,False,61.4,"LINESTRING (0.5299139 51.3810339, 0.5306095 51.3813751)",Slicketts Hill,,,,
235746138,False,A231,primary,30 mph,False,121.444,"LINESTRING (0.5299139 51.3810339, 0.5296791 51.3812159, 0.5294254 51.3814097, 0.5293736 51.3814492, 0.5291229 51.3816408, 0.5288088 51.3818807)",The Brook,,,,
"[235746138, 1106597390]",False,A231,primary,30 mph,True,55.382999999999996,"LINESTRING (0.5299139 51.3810339, 0.5300118 51.3809409, 0.5301201 51.3808436, 0.5301726 51.3807775, 0.5302185 51.3807209, 0.53027 51.3805938)",The Brook,,,,
"[117650136, 4381426, 127031116, 127032981]",False,A231,primary,30 mph,True,157.96699999999998,"LINESTRING (0.5248721 51.3861625, 0.525116 51.385713, 0.5252455 51.3854898, 0.5254444 51.385163, 0.5255124 51.3850466, 0.5255369 51.3850021, 0.5256835 51.3848377)","['Dock Road', 'The Brook']",,,,
235746134,False,,primary,30 mph,False,58.493,"LINESTRING (0.5307788 51.3799734, 0.531124 51.3798881, 0.531348 51.379833, 0.5315627 51.3797802)",High Street,,,,
235746135,True,,primary,30 mph,False,37.715,"LINESTRING (0.5307788 51.3799734, 0.5305417 51.3800112, 0.530443 51.3800371, 0.5303237 51.3800629, 0.5302596 51.3800709)",High Street,,,,
4985889,False,,residential,,False,53.641,"LINESTRING (0.5306095 51.3813751, 0.5313315 51.3812029)",Cross Street,,,,
4985899,False,,unclassified,,True,61.4,"LINESTRING (0.5306095 51.3813751, 0.5299139 51.3810339)",Slicketts Hill,,,,
4985890,False,,residential,,False,155.885,"LINESTRING (0.5306095 51.3813751, 0.5302731 51.3817039, 0.5302372 51.3817375, 0.5298918 51.3820613, 0.5296299 51.3822906, 0.5293616 51.3825405)",Cross Street,,,,
"[165508034, 286019602, 562121589]",False,,unclassified,"['20 mph', '30 mph']",False,64.012,"LINESTRING (0.5239906 51.3844, 0.524016 51.3842609, 0.5240077 51.3842374, 0.523984 51.3842197, 0.5239531 51.384209, 0.5239016 51.3842068, 0.5237323 51.3842182, 0.5233721 51.3842563)",Medway Street,,,,
15804479,False,,residential,,True,58.467,"LINESTRING (0.5203914 51.3776955, 0.5195995 51.3778748)",Watts' Street,,,,
102577967,False,,residential,,True,77.81599999999999,"LINESTRING (0.5203914 51.3776955, 0.5205534 51.3783623, 0.5205595 51.3783874)",Rochester Street,,,,
15804475,False,,residential,,False,73.328,"LINESTRING (0.5200158 51.3784809, 0.5195995 51.3778748)",Pagitt Street,,,,
15804480,False,,residential,,False,39.690999999999995,"LINESTRING (0.5200158 51.3784809, 0.5205331 51.3784072, 0.5205595 51.3783874)",New Street,,,,
15804475,False,,residential,,True,73.328,"LINESTRING (0.5195995 51.3778748, 0.5200158 51.3784809)",Pagitt Street,,,,
15804479,False,,residential,,False,58.467,"LINESTRING (0.5195995 51.3778748, 0.5203914 51.3776955)",Watts' Street,,,,
15804541,True,,unclassified,,False,12.844999999999999,"LINESTRING (0.5271277 51.37829, 0.527197 51.3782704, 0.5272495 51.3782457, 0.5272802 51.3782267)",,,,circular,
15804541,True,,unclassified,,False,12.474,"LINESTRING (0.5272802 51.3782267, 0.5273044 51.3781908, 0.527311 51.3781556, 0.5273151 51.3781179)",,,,circular,
895266812,True,,residential,,False,13.844000000000001,"LINESTRING (0.5272802 51.3782267, 0.527357 51.3782211, 0.5274201 51.3782221, 0.5274785 51.3782274)",Bryant Street,,,,
15804547,True,,unclassified,,False,19.828,"LINESTRING (0.5269489 51.3784276, 0.5270059 51.3783689, 0.5270782 51.3783185, 0.5271277 51.37829)",Claremont Way,,,,
"[117641680, 85091653, 85091655]",False,,unclassified,,False,151.98100000000002,"LINESTRING (0.5269489 51.3784276, 0.5269147 51.378536, 0.5268331 51.3787935, 0.5267978 51.3789767, 0.5267696 51.3791564, 0.526771 51.3793495, 0.5268047 51.379518, 0.5268407 51.3796501, 0.5269018 51.3797763)",Claremont Way,,,,yes
15804546,True,,unclassified,,False,45.233000000000004,"LINESTRING (0.5269018 51.3797763, 0.5268739 51.3797999, 0.5268581 51.379831, 0.5268688 51.3799257, 0.5268592 51.3800177, 0.5268359 51.3801135, 0.5268279 51.3801741)",Claremont Way,,,,
31140094,True,,unclassified,,False,49.388,"LINESTRING (0.5269018 51.3797763, 0.526956 51.379852, 0.5270306 51.3799252, 0.5271112 51.3799933, 0.5272163 51.3800664, 0.5273258 51.3801274)",Rhode Street,,,,
"[117641680, 85091653, 85091655]",False,,unclassified,,True,151.98100000000002,"LINESTRING (0.5269018 51.3797763, 0.5268407 51.3796501, 0.5268047 51.379518, 0.526771 51.3793495, 0.5267696 51.3791564, 0.5267978 51.3789767, 0.5268331 51.3787935, 0.5269147 51.378536, 0.5269489 51.3784276)",Claremont Way,,,,yes
4381421,False,A231,primary,30 mph,True,174.678,"LINESTRING (0.5268279 51.3801741, 0.5264762 51.3803598, 0.5260915 51.3805699, 0.5255018 51.3808885, 0.5253875 51.3809524, 0.5249252 51.3812024)",Best Street,,,,
"[85092668, 85092670, 271722679]",False,A231,primary,30 mph,False,66.368,"LINESTRING (0.5268279 51.3801741, 0.5270715 51.3800523, 0.52728 51.3799483, 0.5275902 51.3798143)",Best Street,yes,,,
31064316,False,,residential,,False,49.801,"LINESTRING (0.5333236 51.3791842, 0.5337284 51.379554)",Institute Road,,,,
111183622,False,,primary,30 mph,True,139.195,"LINESTRING (0.5333236 51.3791842, 0.5330999 51.3792497, 0.5330228 51.379274, 0.532759 51.3793598, 0.5327413 51.379366, 0.5327314 51.3793695, 0.5325055 51.379449, 0.5322506 51.3795463, 0.5319101 51.3796757, 0.5317197 51.3797401, 0.5315627 51.3797802)",High Street,,,,
18654454,False,,residential,,False,100.746,"LINESTRING (0.5315627 51.3797802, 0.5318683 51.3801327, 0.5319354 51.380219, 0.5321031 51.3804466, 0.5322198 51.3805877)",Upbury Way,,,,
111183622,False,,primary,30 mph,False,139.195,"LINESTRING (0.5315627 51.3797802, 0.5317197 51.3797401, 0.5319101 51.3796757, 0.5322506 51.3795463, 0.5325055 51.379449, 0.5327314 51.3793695, 0.5327413 51.379366, 0.532759 51.3793598, 0.5330228 51.379274, 0.5330999 51.3792497, 0.5333236 51.3791842)",High Street,,,,
235746134,False,,primary,30 mph,True,58.492999999999995,"LINESTRING (0.5315627 51.3797802, 0.531348 51.379833, 0.531124 51.3798881, 0.5307788 51.3799734)",High Street,,,,
"[18656616, 88087411]",False,,unclassified,,False,212.702,"LINESTRING (0.5288088 51.3818807, 0.5286276 51.3817614, 0.5283467 51.3815447, 0.5281478 51.3816627, 0.5280971 51.3816938, 0.5280839 51.3817019, 0.5278765 51.3818214, 0.5277352 51.3819028, 0.5273329 51.3821321, 0.5272735 51.3821714, 0.5272222 51.3822053, 0.5271371 51.3822624, 0.5267015 51.3825515, 0.5266677 51.382574)","['Batchelor Street', 'Solomons Road']",,,,
235746138,False,A231,primary,30 mph,False,36.66,"LINESTRING (0.5288088 51.3818807, 0.5286965 51.381967, 0.5284877 51.3821424)",The Brook,,,,
235746138,False,A231,primary,30 mph,True,121.44400000000002,"LINESTRING (0.5288088 51.3818807, 0.5291229 51.3816408, 0.5293736 51.3814492, 0.5294254 51.3814097, 0.5296791 51.3812159, 0.5299139 51.3810339)",The Brook,,,,
19196343,False,A230,primary,30 mph,False,6.17,"LINESTRING (0.522097 51.3814689, 0.5221402 51.3815174)",Railway Street,,,,
19196340,True,A230,primary,30 mph,False,36.945,"LINESTRING (0.522097 51.3814689, 0.5220533 51.3813864, 0.5220309 51.3813463, 0.5220218 51.3813301, 0.5219912 51.3812658, 0.5219721 51.3812157, 0.5219583 51.3811491)",Maidstone Road,,,,
4381408,False,,unclassified,20 mph,True,43.741,"LINESTRING (0.5225811 51.3826575, 0.5227897 51.3825433, 0.5228897 51.3824497, 0.52295 51.3823488)",Waterfront Way,,1,,
4381391,False,A2,primary,30 mph,False,27.002,"LINESTRING (0.5203205 51.3823555, 0.5206727 51.3822523)",New Road Avenue,,,,
4381391,False,A2,primary,30 mph,True,63.937,"LINESTRING (0.5203205 51.3823555, 0.5200729 51.382424, 0.5199552 51.3824504, 0.5198787 51.3824613, 0.5197996 51.3824684, 0.5197114 51.382474, 0.5196126 51.382474, 0.5195243 51.382471, 0.519434 51.3824635)",New Road Avenue,,,,
"[37881768, 52439859]",False,,"['residential', 'unclassified']",,False,239.935,"LINESTRING (0.5203205 51.3823555, 0.5203836 51.3824167, 0.5208649 51.3827767, 0.5210792 51.3829167, 0.5215039 51.383201, 0.52153 51.3832366, 0.5216141 51.3833514, 0.5217106 51.3835359, 0.5217551 51.383622, 0.5217702 51.3836598, 0.5217689 51.3836744, 0.5217584 51.3836873, 0.5216057 51.3836912, 0.521349 51.3836898, 0.5212787 51.3836834, 0.5209378 51.3836466)","['High Street', 'Manor Road']",,,,
31056129,False,,residential,,False,44.208,"LINESTRING (0.522788 51.377458, 0.5234177 51.3775178)",Port Rise,,,,
189958156,False,A230,primary,30 mph,False,197.673,"LINESTRING (0.522788 51.377458, 0.522567 51.3783009, 0.5224826 51.3785924, 0.522304 51.3792098)",Maidstone Road,,,,
31056129,False,,residential,,True,44.208,"LINESTRING (0.5234177 51.3775178, 0.522788 51.377458)",Port Rise,,,,
31056129,False,,residential,,False,129.30700000000002,"LINESTRING (0.5234177 51.3775178, 0.5237742 51.3775875, 0.5239483 51.3776701, 0.5240413 51.3777622, 0.5241568 51.3778794, 0.5242191 51.3780424, 0.5243475 51.378413)",Port Rise,,,,
31056131,False,,residential,,False,27.042,"LINESTRING (0.5243475 51.378413, 0.5247173 51.3783364)",Port Rise,,,,
31056129,False,,residential,,True,129.307,"LINESTRING (0.5243475 51.378413, 0.5242191 51.3780424, 0.5241568 51.3778794, 0.5240413 51.3777622, 0.5239483 51.3776701, 0.5237742 51.3775875, 0.5234177 51.3775178)",Port Rise,,,,
31056131,False,,residential,,True,121.376,"LINESTRING (0.5243475 51.378413, 0.5234256 51.3785804, 0.5232357 51.3781026)",Port Rise,,,,
31056131,False,,residential,,False,121.376,"LINESTRING (0.5232357 51.3781026, 0.5234256 51.3785804, 0.5243475 51.378413)",Port Rise,,,,
31056131,False,,residential,,True,27.042,"LINESTRING (0.5247173 51.3783364, 0.5243475 51.378413)",Port Rise,,,,
31056286,False,,residential,,False,223.07600000000002,"LINESTRING (0.522304 51.3792098, 0.5228644 51.3794538, 0.5229825 51.3794467, 0.5235245 51.3792627, 0.5240526 51.3791576, 0.5246008 51.3790485, 0.5252244 51.3789033)",Westmount Avenue,,,,
"[209784776, 286351466, 286351467, 189958156]",False,A230,primary,30 mph,False,148.736,"LINESTRING (0.522304 51.3792098, 0.5222733 51.3793227, 0.5222217 51.3795307, 0.5220675 51.3802142, 0.5220167 51.3804386, 0.5220035 51.380534)",Maidstone Road,yes,,,
189958156,False,A230,primary,30 mph,True,197.673,"LINESTRING (0.522304 51.3792098, 0.5224826 51.3785924, 0.522567 51.3783009, 0.522788 51.377458)",Maidstone Road,,,,
31056286,False,,residential,,True,223.07600000000002,"LINESTRING (0.5252244 51.3789033, 0.5246008 51.3790485, 0.5240526 51.3791576, 0.5235245 51.3792627, 0.5229825 51.3794467, 0.5228644 51.3794538, 0.522304 51.3792098)",Westmount Avenue,,,,
31141970,False,A2,primary,30 mph,True,7.46,"LINESTRING (0.5258272 51.3797405, 0.5259059 51.3796948)",New Road,,,,
31057944,False,,unclassified,,False,51.338,"LINESTRING (0.5258272 51.3797405, 0.5257164 51.3796511, 0.5256432 51.3796326, 0.5251845 51.3797201)",Old Road,,,,
672887217,False,A2,primary,30 mph,False,121.676,"LINESTRING (0.5258272 51.3797405, 0.5253344 51.3800111, 0.5249521 51.3802501, 0.524534 51.3804786)",New Road,,,,
31057944,False,,unclassified,,False,152.54199999999997,"LINESTRING (0.5251845 51.3797201, 0.5241397 51.3799127, 0.5233124 51.3800437, 0.5232279 51.3800668, 0.5232078 51.3801676)",Old Road,,,,
31057944,False,,unclassified,,True,51.338,"LINESTRING (0.5251845 51.3797201, 0.5256432 51.3796326, 0.5257164 51.3796511, 0.5258272 51.3797405)",Old Road,,,,
"[31057952, 117639729]",False,,unclassified,,False,149.98499999999999,"LINESTRING (0.5251845 51.3797201, 0.5251595 51.3796123, 0.5252176 51.3795525, 0.5252982 51.3795203, 0.5255817 51.3794107, 0.5257933 51.3792952, 0.5260324 51.3791659, 0.5261641 51.3789943, 0.5261971 51.3789421, 0.526291 51.378881, 0.5264103 51.3788257, 0.5264546 51.3788098, 0.5263956 51.3787462)",,,,,
31057944,False,,unclassified,,True,152.54199999999997,"LINESTRING (0.5232078 51.3801676, 0.5232279 51.3800668, 0.5233124 51.3800437, 0.5241397 51.3799127, 0.5251845 51.3797201)",Old Road,,,,
31141857,False,,unclassified,,True,58.016999999999996,"LINESTRING (0.5228419 51.3806972, 0.5224364 51.3808592, 0.5223602 51.3808897, 0.5221411 51.3809816)",Old Road,,,,
117635367,True,,unclassified,,False,69.464,"LINESTRING (0.5228419 51.3806972, 0.5230294 51.3806213, 0.5231595 51.3805275, 0.5231667 51.380474, 0.5232078 51.3801676)",Old Road,,,,
128224706,True,,residential,,False,75.932,"LINESTRING (0.5279414 51.3826243, 0.5288147 51.3830357)",King Street,,,,
127031116,False,A231,primary,30 mph,False,292.22700000000003,"LINESTRING (0.5279414 51.3826243, 0.5276358 51.3828565, 0.5273652 51.3830917, 0.5270584 51.3834012, 0.5268711 51.3836019, 0.5266997 51.3837855, 0.5262195 51.384306, 0.5260764 51.3844611, 0.5260084 51.3845308, 0.5258431 51.3847003, 0.5256835 51.3848377)",The Brook,,,,
235746138,False,A231,primary,30 mph,True,65.662,"LINESTRING (0.5279414 51.3826243, 0.5281644 51.3824147, 0.5284877 51.3821424)",The Brook,,,,
4985890,False,,residential,,False,66.89699999999999,"LINESTRING (0.5293616 51.3825405, 0.5291161 51.3827758, 0.5288147 51.3830357)",Cross Street,,,,
4985890,False,,residential,,True,155.885,"LINESTRING (0.5293616 51.3825405, 0.5296299 51.3822906, 0.5298918 51.3820613, 0.5302372 51.3817375, 0.5302731 51.3817039, 0.5306095 51.3813751)",Cross Street,,,,
54395838,True,,residential,,False,75.09299999999999,"LINESTRING (0.5293616 51.3825405, 0.5287007 51.3822342, 0.5284877 51.3821424)",Queen Street,,,,
31139817,False,,living_street,,True,68.4,"LINESTRING (0.5203698 51.3801372, 0.51948 51.3804017)",Ordnance Terrace,,,,
189958145,False,,residential,,False,24.184,"LINESTRING (0.5203698 51.3801372, 0.52057 51.3801491, 0.5207173 51.3801518)",Ordnance Terrace,,,,
15804473,False,,residential,,False,18.66,"LINESTRING (0.5207173 51.3801518, 0.520922 51.380043)",Rochester Street,,,,
"[31139818, 102054811, 102054815]",False,,residential,,False,78.578,"LINESTRING (0.5207173 51.3801518, 0.5207884 51.3802413, 0.5210929 51.3805473, 0.5211963 51.3806415, 0.5213303 51.3807441)",Railway Street,yes,,,
189958145,False,,residential,,True,24.184,"LINESTRING (0.5207173 51.3801518, 0.52057 51.3801491, 0.5203698 51.3801372)",Ordnance Terrace,,,,
31139817,False,,living_street,,False,68.4,"LINESTRING (0.51948 51.3804017, 0.5203698 51.3801372)",Ordnance Terrace,,,,
31140131,False,,unclassified,,True,20.625,"LINESTRING (0.5249252 51.3812024, 0.5251499 51.3813238)",Clover Street,,,,
4381421,False,A231,primary,30 mph,False,174.678,"LINESTRING (0.5249252 51.3812024, 0.5253875 51.3809524, 0.5255018 51.3808885, 0.5260915 51.3805699, 0.5264762 51.3803598, 0.5268279 51.3801741)",Best Street,,,,
4381421,False,A231,primary,30 mph,True,188.673,"LINESTRING (0.5249252 51.3812024, 0.5244791 51.3814767, 0.5234683 51.3820394, 0.5231955 51.3822159, 0.5230388 51.3823269, 0.5230075 51.3823515, 0.52295 51.3823488)",Best Street,,,,
672844621,True,,unclassified,,False,52.42,"LINESTRING (0.5290589 51.3801561, 0.5288845 51.3801127, 0.5283543 51.3799863)",Whittaker Street,,,,
31140131,False,,unclassified,,False,20.625,"LINESTRING (0.5251499 51.3813238, 0.5249252 51.3812024)",Clover Street,,,,
31140131,False,,unclassified,,True,44.284000000000006,"LINESTRING (0.5251499 51.3813238, 0.5252393 51.3813365, 0.5253946 51.3813359, 0.5255276 51.381334, 0.5256329 51.3813462, 0.5257641 51.3813928)",Clover Street,,,,
99508046,False,,unclassified,,True,100.50999999999999,"LINESTRING (0.5251499 51.3813238, 0.5251215 51.3813833, 0.5250272 51.3814641, 0.5248281 51.3815895, 0.5244947 51.3817755, 0.524472 51.3817881, 0.5241445 51.3819603)",Rome Terrace,,,,
31141970,False,A2,primary,30 mph,False,7.46,"LINESTRING (0.5259059 51.3796948, 0.5258272 51.3797405)",New Road,,,,
31141971,True,A2,primary,30 mph,False,204.838,"LINESTRING (0.5259059 51.3796948, 0.5264299 51.3795379, 0.5266625 51.3794796, 0.5268966 51.3794355, 0.5272492 51.3793843, 0.5272802 51.3793811, 0.5276162 51.3793467, 0.528539 51.3792434, 0.5287402 51.379224)",New Road,,2,,
235746137,True,A2,primary,30 mph,False,8.815,"LINESTRING (0.5295866 51.3791383, 0.5297122 51.3791265)",New Road,,2,,
235746148,True,,primary,30 mph,False,13.65,"LINESTRING (0.5295866 51.3791383, 0.5296391 51.3792566)",Union Street,,2,,
18644968,True,A2,primary,30 mph,False,177.39100000000002,"LINESTRING (0.5325052 51.3787092, 0.5319905 51.3787651, 0.5308161 51.37889, 0.5305724 51.3789186, 0.5299882 51.3789863)",New Road,,2,,
31142033,False,,residential,,False,119.74199999999999,"LINESTRING (0.5325052 51.3787092, 0.532106 51.3781481, 0.5320325 51.3780447, 0.5319913 51.3779767, 0.5319049 51.3778344, 0.531891 51.3778115, 0.5318149 51.377723)",Otway Terrace,,,,
31142527,False,,residential,,False,14.936,"LINESTRING (0.5274785 51.3782274, 0.5275243 51.3782505, 0.527575 51.3782907, 0.5275829 51.378314, 0.527594 51.3783355)",Bryant Street,,,,
895266813,True,,residential,,False,16.934,"LINESTRING (0.5274785 51.3782274, 0.5274451 51.3781917, 0.527379 51.378143, 0.5273151 51.3781179)",Bryant Street,,,,
31142527,False,,residential,,False,288.298,"LINESTRING (0.527594 51.3783355, 0.5275767 51.378386, 0.527503 51.3784372, 0.5273218 51.3785177, 0.5272798 51.3785436, 0.5272617 51.378596, 0.5273065 51.3788145, 0.5273587 51.3789479, 0.5274242 51.3790026, 0.5275362 51.3790207, 0.5284472 51.3789253, 0.5297281 51.3787883, 0.5299554 51.3787642, 0.5302833 51.3787043)",Bryant Street,,,,
31142527,False,,residential,,True,14.936,"LINESTRING (0.527594 51.3783355, 0.5275829 51.378314, 0.527575 51.3782907, 0.5275243 51.3782505, 0.5274785 51.3782274)",Bryant Street,,,,
42150586,False,,residential,,True,158.797,"LINESTRING (0.527594 51.3783355, 0.5277106 51.378323, 0.5279112 51.3783015, 0.529849 51.3780939)",Prospect Row,,,,
31142542,False,,residential,,False,55.590999999999994,"LINESTRING (0.5263724 51.3777953, 0.5262653 51.3778111, 0.5261233 51.3778524, 0.5256491 51.378006)",Silver Hill,,,,
895266811,True,,residential,,False,15.828,"LINESTRING (0.5263724 51.3777953, 0.5264402 51.3778369, 0.5264755 51.3778629, 0.5265262 51.3779002)",Silver Hill,,,,
"[102577982, 31142542]",False,,residential,,False,59.824,"LINESTRING (0.5256491 51.378006, 0.525293 51.3781371, 0.5254678 51.3783291, 0.5255146 51.3783805)","['Silver Hill', 'Silver Hill Gardens']",,,,
31142542,False,,residential,,True,55.590999999999994,"LINESTRING (0.5256491 51.378006, 0.5261233 51.3778524, 0.5262653 51.3778111, 0.5263724 51.3777953)",Silver Hill,,,,
42150586,False,,residential,,False,158.79700000000003,"LINESTRING (0.529849 51.3780939, 0.5279112 51.3783015, 0.5277106 51.378323, 0.527594 51.3783355)",Prospect Row,,,,
117637857,True,,residential,,False,23.994,"LINESTRING (0.5216355 51.380841, 0.521579 51.3808341, 0.5215347 51.3808233, 0.5213303 51.3807441)",Railway Street,,,,
209784773,True,A230,primary,30 mph,False,13.067,"LINESTRING (0.5216355 51.380841, 0.5216128 51.3808601, 0.5215832 51.3808992, 0.5215697 51.3809246, 0.521568 51.3809483)",,,,,
54395516,False,,residential,,True,27.52,"LINESTRING (0.5316285 51.3775063, 0.5317464 51.3776143, 0.5318149 51.377723)",Otway Street,,,,
31142034,False,,residential,,True,134.482,"LINESTRING (0.5318149 51.377723, 0.5298854 51.3776125)",Herman Terrace,,,,
31142033,False,,residential,,True,119.74199999999999,"LINESTRING (0.5318149 51.377723, 0.531891 51.3778115, 0.5319049 51.3778344, 0.5319913 51.3779767, 0.5320325 51.3780447, 0.532106 51.3781481, 0.5325052 51.3787092)",Otway Terrace,,,,
54395516,False,,residential,,False,27.52,"LINESTRING (0.5318149 51.377723, 0.5317464 51.3776143, 0.5316285 51.3775063)",Otway Street,,,,
54395517,False,,residential,,True,54.69500000000001,"LINESTRING (0.5318149 51.377723, 0.5320406 51.3776571, 0.532509 51.3774908)",Salisbury Road,,,,
54395517,False,,residential,,False,54.69500000000001,"LINESTRING (0.532509 51.3774908, 0.5320406 51.3776571, 0.5318149 51.377723)",Salisbury Road,,,,
235746138,False,A231,primary,30 mph,False,65.662,"LINESTRING (0.5284877 51.3821424, 0.5281644 51.3824147, 0.5279414 51.3826243)",The Brook,,,,
235746138,False,A231,primary,30 mph,True,36.66,"LINESTRING (0.5284877 51.3821424, 0.5286965 51.381967, 0.5288088 51.3818807)",The Brook,,,,
54395839,False,,residential,,False,24.126,"LINESTRING (0.5290906 51.3831677, 0.5288147 51.3830357)",King Street,,,,
