osmid,oneway,ref,name,highway,maxspeed,reversed,length,bridge,lanes,geometry
87885638,True,,Soulis Street,residential,,False,140.603,,,"LINESTRING (-4.4946231 55.611771, -4.4942882 55.6118022, -4.4938843 55.612135, -4.4937638 55.6122512, -4.4936861 55.6123881, -4.4937353 55.6125521, -4.4939891 55.6127249)"
124062614,True,A735,East George Street,primary,30 mph,False,63.766999999999996,,,"LINESTRING (-4.4946231 55.611771, -4.494382 55.611739, -4.4942131 55.6116861, -4.4940887 55.6116093, -4.4940085 55.6115304, -4.4938945 55.6114181)"
1005713736,True,A735,Sturrock Street,primary,,False,34.296,,,"LINESTRING (-4.4950263 55.6068842, -4.4949485 55.6067324, -4.4949434 55.6066501, -4.4949392 55.6065821)"
1005713737,True,A735,Sturrock Street,primary,,False,42.261,,,"LINESTRING (-4.4950263 55.6068842, -4.4948701 55.6067312, -4.4948404 55.606708, -4.4947889 55.6066679, -4.4946456 55.6065723)"
1005713738,True,A735,Sturrock Street,primary,,False,34.483000000000004,,,"LINESTRING (-4.4950263 55.6068842, -4.4950866 55.6067262, -4.4950996 55.6067126, -4.4951359 55.6066745, -4.4951492 55.6066669, -4.4952484 55.6066111)"
26478076,True,A735,Portland Street,primary,30 mph,False,33.263,,,"LINESTRING (-4.4967291 55.6117984, -4.4964678 55.6120586)"
124062614,True,A735,East George Street,primary,30 mph,False,132.297,,,"LINESTRING (-4.4967291 55.6117984, -4.4960951 55.6117902, -4.4959499 55.6117883, -4.4950634 55.6117767, -4.4946231 55.611771)"
87885640,False,,Fulton's Lane,residential,,True,71.722,,,"LINESTRING (-4.4952555 55.6137336, -4.4946441 55.6142784)"
78330934,True,A735,Wellington Street,primary,30 mph,False,74.489,,,"LINESTRING (-4.4955794 55.6131005, -4.4952906 55.6134646, -4.495256 55.6135627, -4.4952555 55.6137336)"
42227787,True,A735,West George Street,primary,30 mph,False,10.748,,,"LINESTRING (-4.4987396 55.6116595, -4.4985692 55.6116685)"
99850622,False,,Bonnyton Road,tertiary,,True,87.514,,,"LINESTRING (-4.4987396 55.6116595, -4.4994941 55.6116223, -4.4997391 55.6116084, -4.4999355 55.6116029, -4.5001287 55.6116045)"
156128020,False,,,unclassified,30 mph,True,22.697,,,"LINESTRING (-4.4976958 55.6118525, -4.4980345 55.6117813)"
156128022,True,,,unclassified,30 mph,False,48.149,,,"LINESTRING (-4.4976958 55.6118525, -4.4975998 55.611938, -4.4974732 55.6120924, -4.497381 55.6122454)"
28561125,False,,Hill Street,unclassified,30 mph,False,10.243,,2,"LINESTRING (-4.497381 55.6122454, -4.4972297 55.612211)"
28561125,False,,Hill Street,unclassified,30 mph,True,122.013,,2,"LINESTRING (-4.497381 55.6122454, -4.498175 55.6124324, -4.4982502 55.6124658, -4.4982967 55.6125154, -4.4983056 55.612575, -4.4982962 55.6126367, -4.4982381 55.6130148)"
"[26478076, 156128092]",True,A735,Portland Street,primary,30 mph,False,78.59,,,"LINESTRING (-4.4964678 55.6120586, -4.496354 55.612186, -4.4962487 55.612304, -4.4959192 55.6126938)"
"[28561125, 155922110]",False,,Hill Street,unclassified,30 mph,True,43.642,,2,"LINESTRING (-4.4964678 55.6120586, -4.4966104 55.6120861, -4.4971241 55.6121876)"
30418408,False,,Holehouse Road,unclassified,,False,87.648,,,"LINESTRING (-4.4894742 55.6089214, -4.4887107 55.6095812)"
637318646,False,B7073,London Road,secondary,,False,95.22300000000001,,,"LINESTRING (-4.4894742 55.6089214, -4.4896921 55.6089897, -4.4898909 55.6090344, -4.4908693 55.6092542)"
637318646,False,B7073,London Road,secondary,,True,54.276,,,"LINESTRING (-4.4894742 55.6089214, -4.4892206 55.6088547, -4.488702 55.6087025)"
78330935,True,A735,High Street,primary,,False,163.95899999999997,,,"LINESTRING (-4.492078 55.6141962, -4.492282 55.6139743, -4.4926258 55.6136003, -4.4928922 55.6133105, -4.493256 55.6128805)"
78330935,True,A735,High Street,primary,,False,168.216,,,"LINESTRING (-4.493256 55.6128805, -4.4936157 55.6123352, -4.4937589 55.6118331, -4.4938319 55.6115673, -4.4938945 55.6114181)"
87885632,True,,Union Street,residential,,False,51.129999999999995,,,"LINESTRING (-4.493256 55.6128805, -4.493591 55.6127486, -4.4937738 55.6127189, -4.4939891 55.6127249)"
99850616,False,,West Langlands Street,tertiary,,False,207.16799999999998,,,"LINESTRING (-4.5043119 55.6118996, -4.5036315 55.6118539, -4.5030825 55.6118171, -4.5025549 55.6117794, -4.5016883 55.6117176, -4.5010381 55.6116712)"
99850518,False,,Langlands Street,residential,,True,129.55599999999998,,,"LINESTRING (-4.5001287 55.6116045, -4.5001507 55.6115397, -4.500185 55.6114819, -4.5002379 55.6114251, -4.5005919 55.6111609, -4.5013189 55.6106665)"
99850616,False,,West Langlands Street,tertiary,,True,57.594,,,"LINESTRING (-4.5001287 55.6116045, -4.5005604 55.6116339, -4.5010381 55.6116712)"
99850622,False,,Bonnyton Road,tertiary,,False,87.514,,,"LINESTRING (-4.5001287 55.6116045, -4.4999355 55.6116029, -4.4997391 55.6116084, -4.4994941 55.6116223, -4.4987396 55.6116595)"
124062620,True,A735,Sturrock Street,primary,,False,112.33200000000001,,,"LINESTRING (-4.4946678 55.6099393, -4.4949567 55.6097455, -4.4951712 55.6095213, -4.4951934 55.6094567, -4.4953107 55.6091153, -4.4953284 55.6090274)"
28561125,False,,Hill Street,unclassified,30 mph,False,122.013,,2,"LINESTRING (-4.4982381 55.6130148, -4.4982962 55.6126367, -4.4983056 55.612575, -4.4982967 55.6125154, -4.4982502 55.6124658, -4.498175 55.6124324, -4.497381 55.6122454)"
28561125,False,,Hill Street,unclassified,30 mph,True,147.002,,2,"LINESTRING (-4.4982381 55.6130148, -4.4983093 55.6131794, -4.4984529 55.6134274, -4.4986258 55.6138446, -4.4988057 55.6142965)"
87885627,False,,Mount Pleasant Way,residential,,False,143.11,,,"LINESTRING (-4.4982381 55.6130148, -4.4976454 55.6130613, -4.4963911 55.6131596, -4.4961443 55.6133474)"
"[39689197, 39689198]",False,,"['Braeside Street', 'Rennie Street']",residential,,False,217.909,,,"LINESTRING (-4.4920752 55.6072279, -4.4942335 55.6074491, -4.4944815 55.6080482, -4.4945185 55.6081515)"
39689203,False,,Dick Road,residential,20 mph,True,106.759,,,"LINESTRING (-4.4920752 55.6072279, -4.4922469 55.6070922, -4.4929625 55.6064096)"
42698972,False,,Elmbank Avenue,residential,,False,82.985,,,"LINESTRING (-4.4920752 55.6072279, -4.491626 55.6076509, -4.4913248 55.6078382)"
39689198,False,,Braeside Street,residential,,False,227.281,,,"LINESTRING (-4.4945185 55.6081515, -4.4945348 55.6082482, -4.4945253 55.6085048, -4.4944117 55.6086561, -4.4941587 55.608749, -4.4940074 55.6087802, -4.4939474 55.6087926, -4.4938032 55.6088223, -4.4921411 55.6094719)"
"[39689197, 39689198]",False,,"['Braeside Street', 'Rennie Street']",residential,,True,217.909,,,"LINESTRING (-4.4945185 55.6081515, -4.4944815 55.6080482, -4.4942335 55.6074491, -4.4920752 55.6072279)"
112794262,True,,Elmbank Drive,residential,,False,65.24,,,"LINESTRING (-4.4945185 55.6081515, -4.4936825 55.6081385, -4.4934812 55.6081266)"
39689198,False,,Braeside Street,residential,,True,227.281,,,"LINESTRING (-4.4921411 55.6094719, -4.4938032 55.6088223, -4.4939474 55.6087926, -4.4940074 55.6087802, -4.4941587 55.608749, -4.4944117 55.6086561, -4.4945253 55.6085048, -4.4945348 55.6082482, -4.4945185 55.6081515)"
39689203,False,,Dick Road,residential,20 mph,False,106.759,,,"LINESTRING (-4.4929625 55.6064096, -4.4922469 55.6070922, -4.4920752 55.6072279)"
39916902,False,A735,Old Mill Road,primary,30 mph,False,107.81,,,"LINESTRING (-4.4929625 55.6064096, -4.4934077 55.606495, -4.4939299 55.6065403, -4.4946456 55.6065723)"
42698972,False,,Elmbank Avenue,residential,,True,147.353,,,"LINESTRING (-4.4900419 55.6089436, -4.4903701 55.6085992, -4.4907165 55.6082831, -4.4909011 55.608138, -4.4913248 55.6078382)"
"[43308541, 42162022]",False,,"['Wards Place', 'Waterside Street']",residential,,True,183.829,,,"LINESTRING (-4.4992995 55.6057541, -4.4993705 55.6055479, -4.499356 55.6054987, -4.4987199 55.6053788, -4.4986392 55.6053671, -4.498382 55.6058628, -4.498326 55.6061794, -4.498314 55.6063119)"
75878883,False,,,residential,,False,65.741,,,"LINESTRING (-4.4991302 55.610212, -4.5001456 55.6103556)"
"[75878861, 42227789]",False,,"['Strand Street', 'John Dickie Street']","['unclassified', 'residential']",,True,188.203,,,"LINESTRING (-4.4991302 55.610212, -4.4980541 55.6101031, -4.4978016 55.6100801, -4.4975805 55.6100238, -4.4977021 55.6101493, -4.4980807 55.6104099, -4.4981968 55.6105513, -4.4981968 55.6107089)"
42227790,True,A735,John Finnie Street,primary,30 mph,False,35.439,,2,"LINESTRING (-4.4991302 55.610212, -4.4990533 55.6104714, -4.4990367 55.6105263)"
42227761,False,,Bank Street,unclassified,,True,127.316,,,"LINESTRING (-4.498111 55.6093878, -4.4974565 55.6095878, -4.4972081 55.6097074, -4.4971302 55.6097456, -4.4966199 55.609967, -4.496487 55.6100588)"
42227762,True,,College Wynd,unclassified,,False,96.583,,,"LINESTRING (-4.498111 55.6093878, -4.4985225 55.6097012, -4.4986198 55.6097635, -4.4989184 55.6099157, -4.4992108 55.6099473)"
75878880,False,,Bank Street,residential,,True,53.325,,,"LINESTRING (-4.498111 55.6093878, -4.4983578 55.6092787, -4.4984572 55.6091913, -4.4986474 55.6090242)"
42227761,False,,Bank Street,unclassified,,False,127.316,,,"LINESTRING (-4.496487 55.6100588, -4.4966199 55.609967, -4.4971302 55.6097456, -4.4972081 55.6097074, -4.4974565 55.6095878, -4.498111 55.6093878)"
99855607,False,,Braehead Court,residential,,True,218.796,,,"LINESTRING (-4.4922174 55.6095768, -4.4921862 55.6096971, -4.4920975 55.6097639, -4.4918543 55.6098567, -4.4916276 55.6098734, -4.4913319 55.6099142, -4.4912916 55.6099647, -4.4912563 55.6100089, -4.4912826 55.6101407, -4.4912497 55.610226, -4.4909677 55.6111848)"
"[42227768, 42227769, 637318646]",False,B7073,London Road,secondary,,False,114.01299999999998,yes,,"LINESTRING (-4.4922174 55.6095768, -4.4923835 55.6096088, -4.4924471 55.6096177, -4.4926868 55.6096516, -4.4929933 55.609685, -4.4935297 55.6097395, -4.4937476 55.609786, -4.4939691 55.6098338)"
637318646,False,B7073,London Road,secondary,,True,91.955,,,"LINESTRING (-4.4922174 55.6095768, -4.4919169 55.6095042, -4.4908693 55.6092542)"
39916902,False,A735,Old Mill Road,primary,30 mph,False,18.473,,,"LINESTRING (-4.4946456 55.6065723, -4.4949392 55.6065821)"
39916902,False,A735,Old Mill Road,primary,30 mph,True,107.80999999999999,,,"LINESTRING (-4.4946456 55.6065723, -4.4939299 55.6065403, -4.4934077 55.606495, -4.4929625 55.6064096)"
"[42227768, 42227769, 637318646]",False,B7073,London Road,secondary,,True,114.013,yes,,"LINESTRING (-4.4939691 55.6098338, -4.4937476 55.609786, -4.4935297 55.6097395, -4.4929933 55.609685, -4.4926868 55.6096516, -4.4924471 55.6096177, -4.4923835 55.6096088, -4.4922174 55.6095768)"
156128389,True,B7073,London Road,secondary,,False,45.442,,,"LINESTRING (-4.4939691 55.6098338, -4.4944823 55.6099059, -4.4946678 55.6099393)"
"[43308541, 42162022]",False,,"['Wards Place', 'Waterside Street']",residential,,False,183.829,,,"LINESTRING (-4.498314 55.6063119, -4.498326 55.6061794, -4.498382 55.6058628, -4.4986392 55.6053671, -4.4987199 55.6053788, -4.499356 55.6054987, -4.4993705 55.6055479, -4.4992995 55.6057541)"
43308541,False,,Waterside Street,residential,,True,139.091,,,"LINESTRING (-4.498314 55.6063119, -4.4982857 55.6066833, -4.4982793 55.6069343, -4.4982165 55.6072504, -4.4981452 55.6075578)"
43308544,False,,Waterside Court,residential,,False,29.735999999999997,,,"LINESTRING (-4.498314 55.6063119, -4.4986461 55.6063236, -4.4987861 55.6063314)"
43308545,False,,Waterside Court,residential,,False,30.053,,,"LINESTRING (-4.4987861 55.6063314, -4.4987284 55.6065997)"
43308544,False,,Waterside Court,residential,,False,54.238,,,"LINESTRING (-4.4987861 55.6063314, -4.4988307 55.6060706, -4.4984345 55.606041)"
43308544,False,,Waterside Court,residential,,True,29.735999999999997,,,"LINESTRING (-4.4987861 55.6063314, -4.4986461 55.6063236, -4.498314 55.6063119)"
43308544,False,,Waterside Court,residential,,True,54.238,,,"LINESTRING (-4.4984345 55.606041, -4.4988307 55.6060706, -4.4987861 55.6063314)"
43308545,False,,Waterside Court,residential,,True,30.053,,,"LINESTRING (-4.4987284 55.6065997, -4.4987861 55.6063314)"
43308535,False,,Clark Street,residential,,False,61.676,,,"LINESTRING (-4.4945204 55.6067356, -4.4948602 55.607256)"
43308535,False,,Clark Street,residential,,False,51.266,,,"LINESTRING (-4.4948602 55.607256, -4.495156 55.6076857)"
43308535,False,,Clark Street,residential,,True,61.676,,,"LINESTRING (-4.4948602 55.607256, -4.4945204 55.6067356)"
43308536,False,,Clark Street,residential,,False,19.896,,,"LINESTRING (-4.4948602 55.607256, -4.4951672 55.6072119)"
43308536,False,,Clark Street,residential,,True,19.896,,,"LINESTRING (-4.4951672 55.6072119, -4.4948602 55.607256)"
124062620,True,A735,Sturrock Street,primary,,False,37.498,,,"LINESTRING (-4.4951672 55.6072119, -4.4950263 55.6068842)"
43308540,True,A735,St Marnock's Street,primary,30 mph,False,112.364,,,"LINESTRING (-4.4981452 55.6075578, -4.4986494 55.6075985, -4.4988371 55.6076141, -4.4999155 55.6077034)"
43308541,False,,Waterside Street,residential,,False,139.091,,,"LINESTRING (-4.4981452 55.6075578, -4.4982165 55.6072504, -4.4982793 55.6069343, -4.4982857 55.6066833, -4.498314 55.6063119)"
"[99850617, 878083636]",True,,"['Nelson Street', 'St Marnock Place']",residential,,False,137.095,,,"LINESTRING (-4.4981452 55.6075578, -4.4980158 55.608094, -4.4981701 55.6081638, -4.4983098 55.6082269, -4.4984482 55.6082893, -4.4987359 55.608403, -4.4990006 55.6085045)"
43308535,False,,Clark Street,residential,,True,51.266,,,"LINESTRING (-4.495156 55.6076857, -4.4948602 55.607256)"
43308532,False,,,residential,30 mph,False,49.152,,,"LINESTRING (-4.4909919 55.6059394, -4.4906239 55.6063295)"
"[42698971, 42303879]",False,,"['Loanhead Street', 'Old Mill Road']",residential,30 mph,False,275.74,,,"LINESTRING (-4.4909919 55.6059394, -4.4913503 55.6060376, -4.4916179 55.6061189, -4.49122 55.6064824, -4.4908756 55.6067969, -4.4903426 55.6072979, -4.4896115 55.6078649)"
42698970,False,,Elmbank Drive,residential,30 mph,False,72.887,,,"LINESTRING (-4.4906561 55.6081504, -4.4896115 55.6078649)"
42698970,False,,Elmbank Drive,residential,30 mph,True,72.887,,,"LINESTRING (-4.4896115 55.6078649, -4.4906561 55.6081504)"
"[42698971, 42303879]",False,,"['Loanhead Street', 'Old Mill Road']",residential,30 mph,True,275.74,,,"LINESTRING (-4.4896115 55.6078649, -4.4903426 55.6072979, -4.4908756 55.6067969, -4.49122 55.6064824, -4.4916179 55.6061189, -4.4913503 55.6060376, -4.4909919 55.6059394)"
44023228,False,,Loanhead Street,residential,30 mph,False,109.27,,,"LINESTRING (-4.4896115 55.6078649, -4.4894206 55.6080366, -4.4889791 55.6084352, -4.488702 55.6087025)"
44023228,False,,Loanhead Street,residential,30 mph,True,109.27,,,"LINESTRING (-4.488702 55.6087025, -4.4889791 55.6084352, -4.4894206 55.6080366, -4.4896115 55.6078649)"
637318646,False,B7073,London Road,secondary,,False,54.276,,,"LINESTRING (-4.488702 55.6087025, -4.4892206 55.6088547, -4.4894742 55.6089214)"
75878858,False,,Croft Street,residential,,False,93.43,,,"LINESTRING (-4.4970582 55.6105024, -4.4971734 55.6105385, -4.4973493 55.6105937, -4.4977632 55.6108528, -4.4979762 55.6109662, -4.4980244 55.6109787, -4.4980726 55.6109832, -4.4982132 55.6109711)"
124062619,False,,Strand Street,residential,,True,29.174,,,"LINESTRING (-4.4982132 55.6109711, -4.4981968 55.6107089)"
75878858,False,,Croft Street,residential,,True,93.43,,,"LINESTRING (-4.4982132 55.6109711, -4.4980726 55.6109832, -4.4980244 55.6109787, -4.4979762 55.6109662, -4.4977632 55.6108528, -4.4973493 55.6105937, -4.4971734 55.6105385, -4.4970582 55.6105024)"
124062619,False,,Strand Street,residential,,False,62.961,,,"LINESTRING (-4.4982132 55.6109711, -4.4982397 55.6111149, -4.4983363 55.611533)"
124062613,False,,Dunlop Street,residential,,True,56.522,,,"LINESTRING (-4.4981968 55.6107089, -4.4990367 55.6105263)"
124062619,False,,Strand Street,residential,,False,29.174,,,"LINESTRING (-4.4981968 55.6107089, -4.4982132 55.6109711)"
"[42227789, 75878861]",False,,"['John Dickie Street', 'Strand Street']","['residential', 'unclassified']",,False,188.203,,,"LINESTRING (-4.4981968 55.6107089, -4.4981968 55.6105513, -4.4980807 55.6104099, -4.4977021 55.6101493, -4.4975805 55.6100238, -4.4978016 55.6100801, -4.4980541 55.6101031, -4.4991302 55.610212)"
99850544,False,,Woodstock Street,residential,,True,139.184,,,"LINESTRING (-4.5008291 55.6092353, -4.5030178 55.6094314)"
99850565,False,,Grange Place,residential,,False,86.76,,,"LINESTRING (-4.5008291 55.6092353, -4.4994694 55.6090976)"
75878875,False,,Nelson Street,residential,,False,105.708,,,"LINESTRING (-4.5008291 55.6092353, -4.5008417 55.6091318, -4.5004392 55.6089273, -4.4995999 55.6086664)"
75878916,False,,Grange Street,residential,,False,133.506,,,"LINESTRING (-4.5008291 55.6092353, -4.5007371 55.6092826, -4.5005828 55.6095637, -4.5002151 55.6103155, -4.5001456 55.6103556)"
75878916,False,,Grange Street,residential,,True,120.477,,,"LINESTRING (-4.5008291 55.6092353, -4.500978 55.6091519, -4.5017815 55.6087352, -4.5022218 55.6084905)"
75878875,False,,Nelson Street,residential,,False,41.724,,,"LINESTRING (-4.4995999 55.6086664, -4.4990006 55.6085045)"
42227790,True,A735,John Finnie Street,primary,30 mph,False,48.643,,2,"LINESTRING (-4.4995999 55.6086664, -4.4995813 55.6087282, -4.4995599 55.6087988, -4.4994694 55.6090976)"
75878875,False,,Nelson Street,residential,,True,105.708,,,"LINESTRING (-4.4995999 55.6086664, -4.5004392 55.6089273, -4.5008417 55.6091318, -4.5008291 55.6092353)"
75878875,False,,Nelson Street,residential,,True,41.724,,,"LINESTRING (-4.4990006 55.6085045, -4.4995999 55.6086664)"
75878880,False,,Bank Street,residential,,False,61.905,,,"LINESTRING (-4.4990006 55.6085045, -4.498845 55.6087228, -4.4986474 55.6090242)"
878083637,True,,Bank Street,residential,,False,76.91900000000001,,,"LINESTRING (-4.4990006 55.6085045, -4.4994843 55.6080667, -4.4997902 55.6080349)"
42227790,True,A735,John Finnie Street,primary,30 mph,False,71.23,,2,"LINESTRING (-4.4997902 55.6080349, -4.4995999 55.6086664)"
124062611,False,,Bank Place,residential,,True,52.269,,,"LINESTRING (-4.4986474 55.6090242, -4.4994694 55.6090976)"
75878880,False,,Bank Street,residential,,False,53.325,,,"LINESTRING (-4.4986474 55.6090242, -4.4984572 55.6091913, -4.4983578 55.6092787, -4.498111 55.6093878)"
75878880,False,,Bank Street,residential,,True,61.905,,,"LINESTRING (-4.4986474 55.6090242, -4.498845 55.6087228, -4.4990006 55.6085045)"
75878883,False,,,residential,,True,65.741,,,"LINESTRING (-4.5001456 55.6103556, -4.4991302 55.610212)"
124062613,False,,Dunlop Street,residential,,False,72.185,,,"LINESTRING (-4.5001456 55.6103556, -4.4990367 55.6105263)"
75878916,False,,Grange Street,residential,,True,133.50599999999997,,,"LINESTRING (-4.5001456 55.6103556, -4.5002151 55.6103155, -4.5005828 55.6095637, -4.5007371 55.6092826, -4.5008291 55.6092353)"
78330940,False,,Park Street,residential,,False,82.34,,,"LINESTRING (-4.5001456 55.6103556, -4.5005867 55.6105333, -4.5013189 55.6106665)"
124062613,False,,Dunlop Street,residential,,False,56.522,,,"LINESTRING (-4.4990367 55.6105263, -4.4981968 55.6107089)"
124062613,False,,Dunlop Street,residential,,True,72.185,,,"LINESTRING (-4.4990367 55.6105263, -4.5001456 55.6103556)"
42227790,True,A735,John Finnie Street,primary,30 mph,False,127.487,,2,"LINESTRING (-4.4990367 55.6105263, -4.4987426 55.611557, -4.4987396 55.6116595)"
124062619,False,,Strand Street,residential,,True,62.961,,,"LINESTRING (-4.4983363 55.611533, -4.4982397 55.6111149, -4.4982132 55.6109711)"
99850544,False,,Woodstock Street,residential,,False,64.382,,,"LINESTRING (-4.5040302 55.6095222, -4.5030178 55.6094314)"
75878903,False,,Woodstock Place,residential,,True,164.628,,,"LINESTRING (-4.5040302 55.6095222, -4.5038761 55.6100908, -4.5023024 55.609919)"
75878900,False,,Lindsay Street,residential,,False,70.417,,,"LINESTRING (-4.5030178 55.6094314, -4.5023024 55.609919)"
75878900,False,,Lindsay Street,residential,,True,95.841,,,"LINESTRING (-4.5030178 55.6094314, -4.5039858 55.6087651)"
99850544,False,,Woodstock Street,residential,,False,139.184,,,"LINESTRING (-4.5030178 55.6094314, -4.5008291 55.6092353)"
99850544,False,,Woodstock Street,residential,,True,64.382,,,"LINESTRING (-4.5030178 55.6094314, -4.5040302 55.6095222)"
99850565,False,,Grange Place,residential,,True,86.76,,,"LINESTRING (-4.4994694 55.6090976, -4.5008291 55.6092353)"
124062611,False,,Bank Place,residential,,False,52.269,,,"LINESTRING (-4.4994694 55.6090976, -4.4986474 55.6090242)"
42227790,True,A735,John Finnie Street,primary,30 mph,False,95.86800000000001,,2,"LINESTRING (-4.4994694 55.6090976, -4.4992915 55.609682, -4.4992108 55.6099473)"
75878896,False,,Old Irvine Road,residential,,False,115.626,,,"LINESTRING (-4.5022218 55.6084905, -4.5024776 55.6085697, -4.5026032 55.6085984, -4.5039858 55.6087651)"
75878916,False,,Grange Street,residential,,False,120.47699999999999,,,"LINESTRING (-4.5022218 55.6084905, -4.5017815 55.6087352, -4.500978 55.6091519, -4.5008291 55.6092353)"
75878916,False,,Grange Street,residential,,True,74.327,,,"LINESTRING (-4.5022218 55.6084905, -4.5028344 55.6081334, -4.5029515 55.6079755)"
75878900,False,,Lindsay Street,residential,,False,95.841,,,"LINESTRING (-4.5039858 55.6087651, -4.5030178 55.6094314)"
75878896,False,,Old Irvine Road,residential,,True,115.626,,,"LINESTRING (-4.5039858 55.6087651, -4.5026032 55.6085984, -4.5024776 55.6085697, -4.5022218 55.6084905)"
75878900,False,,Lindsay Street,residential,,True,70.417,,,"LINESTRING (-4.5023024 55.609919, -4.5030178 55.6094314)"
75878903,False,,Woodstock Place,residential,,False,164.628,,,"LINESTRING (-4.5023024 55.609919, -4.5038761 55.6100908, -4.5040302 55.6095222)"
99850625,False,,Morton Place,residential,,False,103.557,,,"LINESTRING (-4.5023024 55.609919, -4.5015423 55.6104967, -4.5013189 55.6106665)"
548632442,False,B7081,Irvine Road,secondary,,False,20.497,,,"LINESTRING (-4.5029515 55.6079755, -4.5026292 55.6079466)"
75878916,False,,Grange Street,residential,,False,74.327,,,"LINESTRING (-4.5029515 55.6079755, -4.5028344 55.6081334, -4.5022218 55.6084905)"
78330940,False,,Park Street,residential,,True,82.34,,,"LINESTRING (-4.5013189 55.6106665, -4.5005867 55.6105333, -4.5001456 55.6103556)"
99850518,False,,Langlands Street,residential,,False,129.55599999999998,,,"LINESTRING (-4.5013189 55.6106665, -4.5005919 55.6111609, -4.5002379 55.6114251, -4.500185 55.6114819, -4.5001507 55.6115397, -4.5001287 55.6116045)"
99850625,False,,Morton Place,residential,,True,103.557,,,"LINESTRING (-4.5013189 55.6106665, -4.5015423 55.6104967, -4.5023024 55.609919)"
75879083,False,,Seaford Street,residential,,True,118.145,,,"LINESTRING (-4.5032613 55.6056893, -4.5029702 55.606739)"
548632442,False,B7081,Irvine Road,secondary,,True,20.497,,,"LINESTRING (-4.5026292 55.6079466, -4.5029515 55.6079755)"
80673602,False,B7081,Portland Road,secondary,,False,172.577,,,"LINESTRING (-4.5026292 55.6079466, -4.5023023 55.6079173, -4.4999155 55.6077034)"
75879083,False,,Seaford Street,residential,,False,21.258,,,"LINESTRING (-4.5029282 55.6069287, -4.5029702 55.606739)"
878082031,True,,Seaford Street,residential,,False,114.733,,,"LINESTRING (-4.5029282 55.6069287, -4.5026292 55.6079466)"
75879083,False,,Seaford Street,residential,,False,118.145,,,"LINESTRING (-4.5029702 55.606739, -4.5032613 55.6056893)"
75879083,False,,Seaford Street,residential,,True,21.258,,,"LINESTRING (-4.5029702 55.606739, -4.5029282 55.6069287)"
75879089,False,,Howard Street,residential,,False,171.161,,,"LINESTRING (-4.5029702 55.606739, -4.5017796 55.6066261, -4.5002828 55.6064841)"
75879089,False,,Howard Street,residential,,True,171.161,,,"LINESTRING (-4.5002828 55.6064841, -4.5017796 55.6066261, -4.5029702 55.606739)"
694799090,False,A759,Dundonald Road,primary,30 mph,False,137.529,,2,"LINESTRING (-4.5002828 55.6064841, -4.5001845 55.6068105, -4.4999155 55.6077034)"
694799090,False,A759,Dundonald Road,primary,30 mph,True,62.823,,2,"LINESTRING (-4.5002828 55.6064841, -4.500392 55.6061571, -4.5004789 55.6060234, -4.5005531 55.605944)"
87885628,False,,Boyd Street,residential,,False,36.315,,,"LINESTRING (-4.4938073 55.6139857, -4.4934369 55.6142365)"
87885628,False,,Boyd Street,residential,,True,121.663,,,"LINESTRING (-4.4938073 55.6139857, -4.4949856 55.6131172)"
