osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,width
"[4831872, 4831877]",2,"['A962', 'A960']","['Broad Street', 'Castle Street']",primary,False,True,214.851,"LINESTRING (-2.9617073 58.9827349, -2.9613159 58.9826063, -2.9607483 58.9824229, -2.9606983 58.9824067, -2.9599478 58.9821678, -2.960037 58.9820848, -2.9601198 58.9820113, -2.9602923 58.9818558, -2.9604809 58.9816924, -2.9607104 58.981479, -2.960763 58.9814148)",,,
143061707,2,A963,Junction Road,primary,False,False,141.208,"LINESTRING (-2.9617073 58.9827349, -2.9615558 58.9828548, -2.9612713 58.9830957, -2.9612006 58.9831562, -2.9611876 58.983174, -2.960965 58.9833768, -2.9608258 58.9835174, -2.9607128 58.9836323, -2.9605693 58.9837735, -2.9604972 58.98384)",,,
349912698,2,A963,Junction Road,primary,False,True,172.268,"LINESTRING (-2.9617073 58.9827349, -2.9618754 58.9826076, -2.962008 58.9825103, -2.9622174 58.9823567, -2.9623407 58.9822684, -2.9624077 58.9822196, -2.9626205 58.9820012, -2.9626412 58.98198, -2.9628317 58.9817437, -2.9628946 58.9816471, -2.9630637 58.9813661)",,,
143061707,2,A963,Junction Road,primary,False,True,83.193,"LINESTRING (-2.9606255 58.9845433, -2.960405 58.9843308, -2.9603558 58.9842583, -2.9603555 58.9841887, -2.9603499 58.9841002, -2.9603582 58.9840529, -2.9603878 58.9839964, -2.9604972 58.98384)",,,
717798049,,,Kiln Corner Roundabout,primary,True,False,14.696000000000002,"LINESTRING (-2.9606255 58.9845433, -2.9606667 58.9845374, -2.9607094 58.9845386, -2.9607492 58.9845466, -2.960782 58.9845607, -2.9608045 58.9845795, -2.9608143 58.9846009)",roundabout,,
10363235,2,,Burgh Road,unclassified,False,True,54.867,"LINESTRING (-2.9637729 58.9847256, -2.9637508 58.9846077, -2.9637537 58.9845442, -2.9637624 58.9844675, -2.9638091 58.9842341)",,,
717798050,2,A965,Ayre Road,primary,False,True,170.622,"LINESTRING (-2.9637729 58.9847256, -2.9632625 58.9847016, -2.9631993 58.9846986, -2.9629422 58.9846825, -2.9619024 58.9846157, -2.9613878 58.9845789, -2.9610706 58.984585, -2.9608143 58.9846009)",,,
10363231,,,Great Western Road,unclassified,False,False,123.41699999999999,"LINESTRING (-2.9647228 58.9804138, -2.9646063 58.9808142, -2.9645869 58.9808787, -2.9645413 58.9810552, -2.964515 58.9811524, -2.9644865 58.9812628, -2.9644808 58.9812823, -2.9644566 58.9813727, -2.9644292 58.9814683, -2.9644131 58.9815121)",,,
34858465,2,A963,Pickaquoy Road,primary,False,False,273.131,"LINESTRING (-2.9647228 58.9804138, -2.9647564 58.9804224, -2.9656485 58.9806495, -2.966308 58.9808174, -2.9681356 58.98127, -2.968563 58.9813918, -2.9689352 58.9815499)",,,
34858465,2,A963,Pickaquoy Road,primary,False,True,84.41000000000001,"LINESTRING (-2.9647228 58.9804138, -2.9637869 58.9801617, -2.9636171 58.9801046, -2.9635871 58.9800951, -2.9634188 58.9800636)",,,
349912702,,A960,Dundas Crescent,primary,False,False,46.559,"LINESTRING (-2.9551545 58.9777647, -2.9553896 58.9781655)",,,
4831865,,,Clay Loan,residential,False,False,33.125,"LINESTRING (-2.9551545 58.9777647, -2.9553506 58.9777352, -2.9557196 58.9777658)",,,
4831890,,A960,Bignold Park Road,primary,False,True,55.202,"LINESTRING (-2.9551545 58.9777647, -2.9549293 58.9773997, -2.9548626 58.9772916)",,,
4831841,,A963,Junction Road,primary,False,True,106.278,"LINESTRING (-2.9633851 58.9790091, -2.9633875 58.9789188, -2.9633899 58.9788248, -2.9633907 58.9787936, -2.963392 58.978771, -2.9633926 58.9787284, -2.9633967 58.9784601, -2.9633969 58.9784498, -2.9634033 58.9782275, -2.9634083 58.9780534)",,,
36295974,2,,Union Street,unclassified,False,True,112.838,"LINESTRING (-2.9633851 58.9790091, -2.9617004 58.9786546, -2.961559 58.9786298)",,,
349912705,,A963,Junction Road,primary,False,False,70.532,"LINESTRING (-2.9633851 58.9790091, -2.9633833 58.9790631, -2.9633756 58.9793008, -2.963375 58.9793199, -2.9633632 58.9796136, -2.9633624 58.9796433)",,,
34858465,2,A963,Pickaquoy Road,primary,False,False,84.41,"LINESTRING (-2.9634188 58.9800636, -2.9635871 58.9800951, -2.9636171 58.9801046, -2.9637869 58.9801617, -2.9647228 58.9804138)",,,
349912703,2,A963,Junction Road,primary,False,False,40.101,"LINESTRING (-2.9634188 58.9800636, -2.9633773 58.9801145, -2.9633687 58.98014, -2.9633564 58.980195, -2.9633506 58.9802529, -2.963339 58.980419)",,,
349912705,,A963,Junction Road,primary,False,True,47.103,"LINESTRING (-2.9634188 58.9800636, -2.9633797 58.9799806, -2.9633665 58.9799402, -2.9633592 58.9799178, -2.9633595 58.9798218, -2.9633619 58.979721, -2.9633624 58.9796433)",,,
70072072,,A964,High Street,primary,False,True,107.26,"LINESTRING (-2.967669 58.9772102, -2.9673215 58.9772836, -2.9669594 58.977348, -2.9665689 58.9774167, -2.9665223 58.9774258, -2.9664363 58.9774417, -2.9663115 58.9774648, -2.9660718 58.977511, -2.9659124 58.9775425)",,30 mph,
10363233,,,West Tankerness Lane,unclassified,False,True,79.007,"LINESTRING (-2.9630637 58.9813661, -2.9638041 58.9814462, -2.9644131 58.9815121)",,,
349912698,2,A963,Junction Road,primary,False,False,172.26800000000003,"LINESTRING (-2.9630637 58.9813661, -2.9628946 58.9816471, -2.9628317 58.9817437, -2.9626412 58.98198, -2.9626205 58.9820012, -2.9624077 58.9822196, -2.9623407 58.9822684, -2.9622174 58.9823567, -2.962008 58.9825103, -2.9618754 58.9826076, -2.9617073 58.9827349)",,,
349912703,2,A963,Junction Road,primary,False,True,71.453,"LINESTRING (-2.9630637 58.9813661, -2.9631626 58.9811452, -2.9631897 58.9810689, -2.9632124 58.9809993, -2.9632323 58.9809523, -2.9632534 58.9808742, -2.9632701 58.9808099, -2.9632929 58.9807349)",,,
10363234,,,Burnmouth Road,unclassified,False,True,106.301,"LINESTRING (-2.9619738 58.9840941, -2.9638091 58.9842341)",,,
10363234,,,Burnmouth Road,unclassified,False,False,90.273,"LINESTRING (-2.9619738 58.9840941, -2.9612883 58.9840415, -2.9604972 58.98384)",,,
"[349912704, 114126070]",2,,Great Western Road,unclassified,False,True,102.382,"LINESTRING (-2.9619738 58.9840941, -2.9626583 58.9833576, -2.9627472 58.9833283, -2.9628383 58.9833118)",,,
10363234,,,Burnmouth Road,unclassified,False,False,106.301,"LINESTRING (-2.9638091 58.9842341, -2.9619738 58.9840941)",,,
10363235,2,,Burgh Road,unclassified,False,False,54.867,"LINESTRING (-2.9638091 58.9842341, -2.9637624 58.9844675, -2.9637537 58.9845442, -2.9637508 58.9846077, -2.9637729 58.9847256)",,,
10363235,2,,Burgh Road,unclassified,False,True,124.33500000000001,"LINESTRING (-2.9638091 58.9842341, -2.9638384 58.9841416, -2.9638388 58.9840528, -2.9638295 58.9839977, -2.9637926 58.9839397, -2.9637268 58.9838712, -2.9635738 58.9837797, -2.9632732 58.9836579, -2.9631066 58.9835882, -2.9629515 58.9834888, -2.9628825 58.9834038, -2.9628383 58.9833118)",,,
683042285,,A963,New Scapa Road,primary,False,True,3.859,"LINESTRING (-2.9634083 58.9780534, -2.9634074 58.9780187)",,30 mph,
4831841,,A963,Junction Road,primary,False,False,106.278,"LINESTRING (-2.9634083 58.9780534, -2.9634033 58.9782275, -2.9633969 58.9784498, -2.9633967 58.9784601, -2.9633926 58.9787284, -2.963392 58.978771, -2.9633907 58.9787936, -2.9633899 58.9788248, -2.9633875 58.9789188, -2.9633851 58.9790091)",,,
"[70072200, 1199985987]",,,Main Street,unclassified,False,False,144.601,"LINESTRING (-2.9634083 58.9780534, -2.963073 58.9780396, -2.9630022 58.9780362, -2.9629793 58.9780351, -2.9626858 58.9780183, -2.9626461 58.978016, -2.9625456 58.978009, -2.9625353 58.9780083, -2.9625042 58.9780115, -2.9624295 58.9780264, -2.9623169 58.9780468, -2.962288 58.9780528, -2.9620763 58.9781266, -2.9620265 58.9781519, -2.9618887 58.9782219, -2.9618792 58.9782294, -2.9617503 58.9783308, -2.9617357 58.9783422, -2.9616259 58.9785228, -2.961559 58.9786298)",,,
178657635,,A960,Palace Road,primary,False,True,7.47,"LINESTRING (-2.9564473 58.9806096, -2.9565675 58.9806356)",,,
