osmid,oneway,highway,reversed,length,name,maxspeed,geometry,lanes
200854949,True,residential,False,16.249,,,"LINESTRING (-6.6527203 55.2039901, -6.6525139 55.2040766)",
4578730,True,residential,False,52.978,Kerr Street,30 mph,"LINESTRING (-6.6527203 55.2039901, -6.6527266 55.2040547, -6.6527455 55.2041214, -6.652783 55.2041898, -6.6528644 55.2042785, -6.6530219 55.2044256)",
4578728,True,residential,False,35.281,Causeway Street,,"LINESTRING (-6.6523042 55.2057586, -6.6520636 55.205591, -6.6519644 55.2055078)",
4578731,True,residential,False,31.642,Eglinton Street,,"LINESTRING (-6.6523042 55.2057586, -6.6523402 55.2055658, -6.6523525 55.2054754)",
4578730,True,residential,False,492.312,Kerr Street,30 mph,"LINESTRING (-6.6530219 55.2044256, -6.6530455 55.2044437, -6.6533353 55.2046661, -6.6536015 55.2048705, -6.6538049 55.2050266, -6.654172 55.2053084, -6.6543384 55.2054268, -6.654857 55.205848, -6.6552106 55.2061155, -6.6552722 55.2061621, -6.6560168 55.2067254, -6.6563244 55.2069581, -6.6566227 55.207147, -6.6567072 55.2072005, -6.6571108 55.2074459, -6.657286 55.2075524, -6.6573579 55.2075961, -6.6574703 55.207798, -6.6575562 55.2079813)",
"[200915209, 1254713035, 24240126]",True,unclassified,False,125.58599999999998,"['Ramore Street', 'Ramore Road']",,"LINESTRING (-6.6575562 55.2079813, -6.6576152 55.2080585, -6.6576579 55.2080988, -6.65771 55.2081488, -6.6577549 55.2081649, -6.6578158 55.2081701, -6.6579581 55.2081609, -6.6580584 55.2081733, -6.6581259 55.2081876, -6.6581611 55.2082154, -6.6581743 55.2082484, -6.6581707 55.2083552, -6.6581739 55.2085863, -6.6581697 55.2086657, -6.6581315 55.2087287, -6.65801 55.2088515)",
150276978,True,residential,False,132.43900000000002,Main Street,,"LINESTRING (-6.6575562 55.2079813, -6.6575369 55.2080601, -6.6574959 55.2081172, -6.6574264 55.2081472, -6.6568435 55.2081479, -6.6562736 55.2081404, -6.6558405 55.2081284, -6.6556767 55.2081127)",
150276417,False,unclassified,True,44.932,Causeway View,,"LINESTRING (-6.6556767 55.2081127, -6.6555274 55.2085077)",
24240127,True,unclassified,False,214.19299999999998,Mark Street,,"LINESTRING (-6.6556767 55.2081127, -6.6557729 55.2078692, -6.6558283 55.2077418, -6.6558519 55.2076567, -6.6558529 55.2076159, -6.6556579 55.2074408, -6.6544496 55.2064594, -6.6544379 55.2064499)",
200917226,True,residential,False,60.907000000000004,Main Street,,"LINESTRING (-6.6556767 55.2081127, -6.6552135 55.2080447, -6.6551639 55.2080313, -6.6547784 55.2079268)",
200917226,True,residential,False,41.03,Main Street,,"LINESTRING (-6.6547784 55.2079268, -6.6543685 55.2076414)",
150276423,False,unclassified,False,51.94,Antrim Gardens,,"LINESTRING (-6.6547784 55.2079268, -6.6546953 55.2079666, -6.6543773 55.2081416, -6.6541878 55.20825)",
150276420,True,unclassified,False,44.789,Atlantic Avenue,,"LINESTRING (-6.653328 55.2069354, -6.6538911 55.2066925)",
150276422,True,residential,False,88.35900000000001,Church Pass,,"LINESTRING (-6.653328 55.2069354, -6.6529034 55.2071489, -6.6523026 55.2074729)",
200917226,True,residential,False,100.082,Main Street,,"LINESTRING (-6.653328 55.2069354, -6.6530068 55.2067284, -6.6526916 55.20642, -6.652523 55.2061714)",
150276421,False,unclassified,True,127.88900000000001,Mark Street Lane,,"LINESTRING (-6.652523 55.2061714, -6.6531006 55.2060393, -6.6534393 55.2063582, -6.6538911 55.2066925)",
200917226,True,residential,False,47.989000000000004,Main Street,,"LINESTRING (-6.652523 55.2061714, -6.652372 55.2059109, -6.6523289 55.2058222, -6.6523042 55.2057586)",
200854946,False,residential,False,167.65999999999997,Causeway Street,,"LINESTRING (-6.6519644 55.2055078, -6.6516088 55.2053122, -6.6513963 55.2051849, -6.650973 55.2049393, -6.6504637 55.2045791, -6.6502151 55.204382)",
200854954,True,residential,False,30.404,Eglinton Street,,"LINESTRING (-6.6519644 55.2055078, -6.652067 55.2055502, -6.6521358 55.2055562, -6.652196 55.205555, -6.6522611 55.2055446, -6.6523054 55.2055253, -6.6523525 55.2054754)",
200854947,True,unclassified,False,193.229,,,"LINESTRING (-6.6507204 55.2016694, -6.650905 55.2017702, -6.6509289 55.2017832, -6.6511397 55.2020511, -6.6511998 55.2021242, -6.6512342 55.2021659, -6.651602 55.2026208, -6.6516769 55.2027558, -6.651663 55.2027921, -6.651655 55.2028128, -6.6514992 55.2029924, -6.65144 55.2030529, -6.6513153 55.203076, -6.6512361 55.2030711, -6.6511402 55.2030427)",
150276414,False,unclassified,False,165.681,Princess Street,,"LINESTRING (-6.6579634 55.2091422, -6.6576862 55.2091147, -6.6562303 55.2088865, -6.6554319 55.2087794)",
150276417,False,unclassified,False,44.932,Causeway View,,"LINESTRING (-6.6555274 55.2085077, -6.6556767 55.2081127)",
150276417,False,unclassified,True,30.814,Causeway View,,"LINESTRING (-6.6555274 55.2085077, -6.6554898 55.2086146, -6.6554319 55.2087794)",
150276426,False,unclassified,True,162.085,Causeway View Lane,,"LINESTRING (-6.6555274 55.2085077, -6.6561663 55.2085945, -6.6569356 55.2087017, -6.6578545 55.2088294, -6.65801 55.2088515)",
4578731,True,residential,False,36.144,Eglinton Street,,"LINESTRING (-6.6526491 55.2043815, -6.6526471 55.2042389, -6.6526334 55.2041943, -6.6526099 55.204155, -6.6525139 55.2040766)",
200854951,True,unclassified,False,26.668,,,"LINESTRING (-6.6526491 55.2043815, -6.6527665 55.2043553, -6.6528694 55.2043621, -6.652938 55.2043815, -6.6530219 55.2044256)",1
24240128,True,residential,False,68.81200000000001,Dunluce Avenue,,"LINESTRING (-6.6525139 55.2040766, -6.6523059 55.2039278, -6.6520006 55.2037093, -6.6518445 55.2035898)",
24240128,True,residential,False,28.232,Dunluce Avenue,,"LINESTRING (-6.6500153 55.2017039, -6.6501312 55.2016552, -6.6504176 55.2016024)",
200854947,True,unclassified,False,20.609,,,"LINESTRING (-6.6504176 55.2016024, -6.6507204 55.2016694)",
71919059,False,residential,False,79.214,Sand Dune Terrace,,"LINESTRING (-6.6481433 55.202836, -6.6480777 55.2028786, -6.6477068 55.2030511, -6.6471866 55.2032925)",
200854946,False,residential,False,165.808,Causeway Street,,"LINESTRING (-6.6481433 55.202836, -6.6478773 55.2026835, -6.6476884 55.2025819, -6.6473943 55.2024237, -6.647368 55.2024095, -6.6470688 55.2022213, -6.6467761 55.2020371, -6.6463066 55.2017765)",
