osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,access
33650768,2,B6399,Slitrig Crescent,secondary,20 mph,False,False,155.89999999999998,"LINESTRING (-2.7878526 55.4195271, -2.7875272 55.4197105, -2.7872777 55.419922, -2.7871004 55.4201177, -2.7869875 55.420281, -2.7869121 55.4204535, -2.7868727 55.4206477, -2.7868621 55.4207661)",,,
"[722061475, 33650767]",2,B6399,"['Liddesdale Road', 'Slitrig Crescent']",secondary,20 mph,False,True,179.402,"LINESTRING (-2.7878526 55.4195271, -2.7879962 55.4194491, -2.7882555 55.4193177, -2.7883749 55.4192343, -2.788563 55.4190384, -2.7888149 55.4187608, -2.7888905 55.4186533, -2.7889157 55.4185907, -2.7889298 55.4185206, -2.7889639 55.4183027, -2.7890065 55.4181995, -2.7890689 55.418122)",,,
"[554306452, 1021872484, 64361020]",1,,"['Kirk Wynd', 'Kirkwynd Bridge']",residential,20 mph,False,True,152.423,"LINESTRING (-2.7878526 55.4195271, -2.787901 55.4195534, -2.7880601 55.4196513, -2.7882278 55.4197545, -2.7882661 55.4197781, -2.7882929 55.4197946, -2.7886333 55.4199756, -2.7892265 55.4200895, -2.7895939 55.4202071, -2.7897474 55.4202569, -2.7898177 55.4202771)",yes,,
247192127,1,B6399,Sandbed,secondary,20 mph,True,False,19.274,"LINESTRING (-2.7894559 55.4215001, -2.789395 55.4214636, -2.7893742 55.4214546, -2.789232 55.4213825)",,,
652397761,1,A7,Sandbed Roundabout,trunk,20 mph,True,False,10.54,"LINESTRING (-2.7894559 55.4215001, -2.7894546 55.4214845, -2.7894598 55.4214678, -2.7894657 55.4214589, -2.7894763 55.4214481, -2.7894962 55.4214347, -2.7895297 55.4214221)",,roundabout,
247008027,1,A698,Mart Street,primary,20 mph,True,False,19.403,"LINESTRING (-2.7830273 55.4261928, -2.7828727 55.4261029, -2.7827967 55.4260799)",,,
247008019,2,B6399,Bourtree Place,secondary,20 mph,False,True,10.478,"LINESTRING (-2.7845748 55.4245401, -2.7844745 55.4246152)",,,
1124470499,2,,North Bridge Street,tertiary,20 mph,False,False,16.348,"LINESTRING (-2.7845748 55.4245401, -2.7846196 55.4245625, -2.7846644 55.4245849, -2.7847075 55.4246094, -2.7847229 55.4246316, -2.7847198 55.4246523)",,,
"[1124805409, 33644396]",1,B6399,High Street,secondary,20 mph,True,False,45.977000000000004,"LINESTRING (-2.7845748 55.4245401, -2.7848006 55.4243846, -2.785084 55.4242465)",,,
33644397,,,Croft Road,unclassified,20 mph,False,False,57.105999999999995,"LINESTRING (-2.7843783 55.4252968, -2.7848561 55.425396, -2.7852281 55.4254734)",,,
33644398,2,,North Bridge Street,tertiary,20 mph,False,True,74.845,"LINESTRING (-2.7843783 55.4252968, -2.7843996 55.425257, -2.7844488 55.425165, -2.7845687 55.4249275, -2.7846858 55.4247226, -2.7847198 55.4246523)",,,
64327031,2,,North Bridge Street,tertiary,20 mph,False,True,147.287,"LINESTRING (-2.7843783 55.4252968, -2.7843314 55.4254368, -2.7842478 55.4257861, -2.7842585 55.4263279, -2.7842994 55.4266147)",,,
33644395,,,Oliver Crescent,residential,20 mph,False,False,82.467,"LINESTRING (-2.7852281 55.4254734, -2.7853952 55.4251081, -2.7854747 55.424976, -2.7854711 55.4249126, -2.7853808 55.4248186, -2.7853083 55.4247834)",,,
33644397,,,Croft Road,unclassified,20 mph,False,True,57.105999999999995,"LINESTRING (-2.7852281 55.4254734, -2.7848561 55.425396, -2.7843783 55.4252968)",,,
"[33644400, 1124470503]",,,"['Croft Road', 'Teviot Crescent']","['unclassified', 'residential']",20 mph,False,False,198.13400000000001,"LINESTRING (-2.7852281 55.4254734, -2.7857292 55.4255594, -2.7857825 55.425563, -2.7859387 55.4255735, -2.7860169 55.4255628, -2.7860953 55.425534, -2.7861427 55.4254881, -2.7861649 55.4253283, -2.786219 55.4251809, -2.7862362 55.4251475, -2.786346 55.4249345, -2.7865742 55.424638, -2.786703 55.4244938, -2.7868456 55.4243553)",,,
33644400,,,Teviot Crescent,residential,20 mph,False,False,23.64,"LINESTRING (-2.7868456 55.4243553, -2.7870455 55.4241755)",,,
"[33644400, 1124470503]",,,"['Croft Road', 'Teviot Crescent']","['residential', 'unclassified']",20 mph,False,True,198.134,"LINESTRING (-2.7868456 55.4243553, -2.786703 55.4244938, -2.7865742 55.424638, -2.786346 55.4249345, -2.7862362 55.4251475, -2.786219 55.4251809, -2.7861649 55.4253283, -2.7861427 55.4254881, -2.7860953 55.425534, -2.7860169 55.4255628, -2.7859387 55.4255735, -2.7857825 55.425563, -2.7857292 55.4255594, -2.7852281 55.4254734)",,,
33644398,2,,North Bridge Street,tertiary,20 mph,False,False,74.845,"LINESTRING (-2.7847198 55.4246523, -2.7846858 55.4247226, -2.7845687 55.4249275, -2.7844488 55.425165, -2.7843996 55.425257, -2.7843783 55.4252968)",,,
"[1124470498, 33644395]",,,Oliver Crescent,residential,20 mph,False,True,40.191,"LINESTRING (-2.7847198 55.4246523, -2.7848124 55.424669, -2.7850926 55.4247192, -2.7851873 55.4247401, -2.785259 55.4247594, -2.7853083 55.4247834)",,,
1124470499,2,,North Bridge Street,tertiary,20 mph,False,True,16.348000000000003,"LINESTRING (-2.7847198 55.4246523, -2.7847229 55.4246316, -2.7847075 55.4246094, -2.7846644 55.4245849, -2.7846196 55.4245625, -2.7845748 55.4245401)",,,
33644396,1,B6399,High Street,secondary,20 mph,True,False,29.716,"LINESTRING (-2.7854612 55.4239483, -2.78571 55.4237214)",,,
64361005,,,Baker Street,residential,20 mph,True,False,98.39500000000001,"LINESTRING (-2.7854612 55.4239483, -2.7858202 55.4240482, -2.7859657 55.4240917, -2.7868456 55.4243553)",,,
33644396,1,B6399,High Street,secondary,20 mph,True,False,85.737,"LINESTRING (-2.78571 55.4237214, -2.7859247 55.4235396, -2.7864303 55.4230678)",,,
64515755,,,O'Connell Street,residential,20 mph,False,True,136.82399999999998,"LINESTRING (-2.78571 55.4237214, -2.7851155 55.4234747, -2.7849841 55.4234268, -2.784762 55.4233887, -2.7845482 55.4233172, -2.7841329 55.4232019, -2.7839246 55.4231376, -2.7838817 55.4230889)",,,
33644396,1,B6399,High Street,secondary,20 mph,True,False,65.715,"LINESTRING (-2.7864303 55.4230678, -2.7866828 55.4228166, -2.7869799 55.4225663)",,,
64360996,,,Walters Wynd,residential,20 mph,True,False,96.15499999999999,"LINESTRING (-2.7864303 55.4230678, -2.7876987 55.4234973, -2.7877387 55.423511)",,,
33644396,1,B6399,High Street,secondary,20 mph,True,False,150.96699999999998,"LINESTRING (-2.7869799 55.4225663, -2.7873071 55.4222583, -2.7874689 55.4221346, -2.7875259 55.4220866, -2.7879163 55.4217812, -2.7881258 55.4216159, -2.7881726 55.4215777, -2.7882096 55.4215407, -2.7882606 55.4214904, -2.7883117 55.4214401)",,,
64361009,,,Cross Wynd,residential,20 mph,True,False,101.169,"LINESTRING (-2.7869799 55.4225663, -2.7867527 55.422481, -2.7866135 55.4224178, -2.7864472 55.4223034, -2.7863498 55.4222145, -2.7861994 55.4220614, -2.7860928 55.421933, -2.7860198 55.4218601)",,,
33644403,1,A7,Sandbed Roundabout,trunk,20 mph,True,False,11.116,"LINESTRING (-2.789571 55.4214156, -2.7895932 55.4214154, -2.7896122 55.4214169, -2.78963 55.42142, -2.7896534 55.4214265, -2.7896742 55.4214358, -2.7896912 55.4214471, -2.7897002 55.4214557, -2.7897077 55.4214661)",,roundabout,
247192116,1,A7,Buccleuch Street,trunk,20 mph,True,False,16.714,"LINESTRING (-2.789571 55.4214156, -2.789693 55.4213984, -2.789756 55.4213883, -2.7898269 55.4213769)",,,
64327020,,,Union Street,residential,20 mph,False,False,152.30900000000003,"LINESTRING (-2.7830432 55.4257093, -2.7830975 55.4257522, -2.7833466 55.4258912, -2.7835016 55.425982, -2.783577 55.4260527, -2.7836118 55.4260972, -2.7836389 55.4261777, -2.7836756 55.4263194, -2.7836952 55.4265027, -2.7837264 55.4266045, -2.7837505 55.4266334, -2.7838053 55.4266481, -2.7839946 55.426638, -2.7842994 55.4266147)",,,
247008018,1,B6399,Bourtree Place,secondary,20 mph,True,False,21.897000000000002,"LINESTRING (-2.7830432 55.4257093, -2.7829633 55.4257996, -2.7829383 55.4258374, -2.7829116 55.4258908)",,,
247008019,2,B6399,Bourtree Place,secondary,20 mph,False,False,101.27,"LINESTRING (-2.7830432 55.4257093, -2.7830671 55.4256957, -2.7832605 55.4255861, -2.7835303 55.4254309, -2.7835607 55.4254094, -2.7836524 55.4253446, -2.7838061 55.4252301, -2.7839052 55.4251429, -2.7839354 55.4251164, -2.7840415 55.4250029)",,,
722061472,2,,Victoria Road,tertiary,20 mph,False,False,47.719,"LINESTRING (-2.7903688 55.4234338, -2.7910995 55.4233233)",,,
52672564,2,,Albert Road,tertiary,30 mph,False,True,52.359,"LINESTRING (-2.7903688 55.4234338, -2.7903006 55.4232844, -2.7902383 55.4231364, -2.7902069 55.4230674, -2.7901768 55.4230199, -2.7901256 55.4229887)",,,
135581951,2,,Albert Road,tertiary,20 mph,False,False,51.870000000000005,"LINESTRING (-2.7903688 55.4234338, -2.7904469 55.4236122, -2.7905671 55.4238865)",,,
64455091,2,,Carnarvon Street,residential,20 mph,False,False,180.291,"LINESTRING (-2.7911411 55.4246441, -2.7913081 55.4246316, -2.7914228 55.4246406, -2.7915761 55.4246756, -2.7916294 55.4246775, -2.7917243 55.4246671, -2.7917961 55.4246356, -2.7920259 55.4245013, -2.7922721 55.4243352, -2.7923824 55.4242608, -2.792719 55.4240471, -2.7927473 55.4240069, -2.7927589 55.4239681, -2.7927156 55.423919, -2.792658 55.4238501, -2.792407 55.4236724)",,,
120839765,2,,Wilton Path,tertiary,20 mph,False,False,62.598,"LINESTRING (-2.7911411 55.4246441, -2.7911308 55.4246959, -2.7910924 55.4247687, -2.7910644 55.4248362, -2.7909654 55.4249835, -2.7909326 55.4250308, -2.790852 55.425181)",,,
"[120839765, 135581951]",2,,"['Albert Road', 'Wilton Path']",tertiary,20 mph,False,True,92.727,"LINESTRING (-2.7911411 55.4246441, -2.7911458 55.4245881, -2.7911437 55.4245628, -2.7911325 55.4245352, -2.7910987 55.4244862, -2.7910296 55.4244031, -2.7909846 55.4243558, -2.7908101 55.4241725, -2.7907069 55.4240599, -2.7905671 55.4238865)",,,
64455094,,,Wellington Road,residential,20 mph,False,False,133.579,"LINESTRING (-2.790852 55.425181, -2.7909918 55.4251944, -2.7910402 55.4251962, -2.791077 55.4251841, -2.7911242 55.4251653, -2.7911942 55.4251238, -2.7912921 55.4250859, -2.7913979 55.4250683, -2.7915285 55.4250594, -2.7916202 55.4250656, -2.7917206 55.425084, -2.7918617 55.4251202, -2.7919709 55.4251394, -2.7920211 55.425147, -2.792077 55.4251455, -2.7922273 55.4251065, -2.7925274 55.4250254, -2.7927035 55.4249659, -2.7927785 55.4249405)",,,
120839765,2,,Wilton Path,tertiary,20 mph,False,False,80.975,"LINESTRING (-2.790852 55.425181, -2.7907722 55.4253089, -2.7906478 55.4255101, -2.7906127 55.4255578, -2.7905583 55.425632, -2.7904284 55.425776, -2.7903608 55.4258524)",,,
120839765,2,,Wilton Path,tertiary,20 mph,False,True,62.598000000000006,"LINESTRING (-2.790852 55.425181, -2.7909326 55.4250308, -2.7909654 55.4249835, -2.7910644 55.4248362, -2.7910924 55.4247687, -2.7911308 55.4246959, -2.7911411 55.4246441)",,,
64326907,,,,residential,20 mph,False,False,103.042,"LINESTRING (-2.7901848 55.4201966, -2.7902457 55.4202276, -2.790374 55.4203306, -2.7904061 55.4204097, -2.7903847 55.4204889, -2.7901916 55.420635, -2.7899019 55.4208055, -2.789882 55.4208393, -2.7898053 55.4209699)",,,
64326910,2,,Drumlanrig Square,tertiary,20 mph,False,False,22.119999999999997,"LINESTRING (-2.7901848 55.4201966, -2.7900493 55.4202623, -2.7899827 55.4202835, -2.7898868 55.4202847)",,,
64326910,2,,Drumlanrig Square,tertiary,20 mph,False,True,53.219,"LINESTRING (-2.7901848 55.4201966, -2.7903967 55.4200764, -2.7906532 55.4199345, -2.7907648 55.4198504)",,,
64326908,,,,residential,20 mph,False,False,12.85,"LINESTRING (-2.7898053 55.4209699, -2.7899985 55.4210064)",,,
64326907,,,,residential,20 mph,False,False,14.99,"LINESTRING (-2.7898053 55.4209699, -2.7897732 55.4210245, -2.7897302 55.4210978)",,,
64326907,,,,residential,20 mph,False,True,103.04199999999999,"LINESTRING (-2.7898053 55.4209699, -2.789882 55.4208393, -2.7899019 55.4208055, -2.7901916 55.420635, -2.7903847 55.4204889, -2.7904061 55.4204097, -2.790374 55.4203306, -2.7902457 55.4202276, -2.7901848 55.4201966)",,,
64326907,,,,residential,20 mph,False,True,14.99,"LINESTRING (-2.7897302 55.4210978, -2.7897732 55.4210245, -2.7898053 55.4209699)",,,
64326908,,,,residential,20 mph,False,True,12.85,"LINESTRING (-2.7899985 55.4210064, -2.7898053 55.4209699)",,,
722061474,2,,Loan,tertiary,20 mph,False,False,20.108,"LINESTRING (-2.7909156 55.4196911, -2.7907648 55.4198504)",,,
64326909,,,West Port,residential,20 mph,False,False,9.291,"LINESTRING (-2.7909156 55.4196911, -2.7908522 55.419659, -2.7908075 55.4196344)",,,
722061474,2,,Loan,tertiary,20 mph,False,True,32.532,"LINESTRING (-2.7909156 55.4196911, -2.7911002 55.4195739, -2.791275 55.4194818)",,,
"[439379280, 64326909]",,,"['West Port', 'Drumlanrig Mews']",residential,20 mph,False,False,51.628,"LINESTRING (-2.7908075 55.4196344, -2.7907828 55.4195959, -2.7907897 55.4195519, -2.7907684 55.4195137, -2.790748 55.4195001, -2.7906286 55.4194158, -2.7905232 55.4193646, -2.7904348 55.4193167, -2.7903481 55.4192743)",,,
