osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,bridge,width,tunnel
36777378,2,A918,South Street,primary,30 mph,False,False,35.071,"LINESTRING (-2.795085 56.3393993, -2.7954222 56.3393706, -2.7956447 56.3393433)",,,,,
219037499,2,A918,South Street,primary,30 mph,False,False,87.43,"LINESTRING (-2.795085 56.3393993, -2.7943683 56.3394589, -2.7936787 56.3395014)",,,,,
24340039,,,South Castle Street,residential,,False,False,56.369,"LINESTRING (-2.7910887 56.3401842, -2.7907831 56.340662)",,,,,
4329644,,,South Castle Street,residential,,True,False,60.535,"LINESTRING (-2.7910887 56.3401842, -2.7911014 56.3401212, -2.7911087 56.34, -2.7911156 56.3397345, -2.7911239 56.339704, -2.7911874 56.3396513)",,,,,
58304252,,,Market Street,residential,,True,False,180.416,"LINESTRING (-2.7910887 56.3401842, -2.7915072 56.3402041, -2.7921957 56.3402194, -2.7932376 56.340267, -2.793581 56.3402843, -2.7939029 56.3403118, -2.7939981 56.3403326)",,,,,
24340039,,,South Castle Street,residential,,False,True,56.369,"LINESTRING (-2.7907831 56.340662, -2.7910887 56.3401842)",,,,,
"[405700808, 4329645]",,,North Castle Street,residential,20 mph,True,False,116.10600000000001,"LINESTRING (-2.7907831 56.340662, -2.7905527 56.3410492, -2.7903729 56.3412945, -2.7902184 56.3415595, -2.7901907 56.3416043, -2.7902294 56.3416448)",,,,,
4329653,2,A917,North Street,primary,30 mph,False,False,73.949,"LINESTRING (-2.7907831 56.340662, -2.7912927 56.3407696, -2.7916079 56.340819, -2.7919081 56.340866, -2.7919227 56.340868)",,,,,
"[631288338, 36777379]",,A917,North Street,primary,30 mph,False,True,187.66199999999995,"LINESTRING (-2.7907831 56.340662, -2.7906576 56.3406406, -2.7896376 56.3404871, -2.7896295 56.3404858, -2.7890801 56.3403958, -2.788984 56.3403692, -2.7889478 56.3403513, -2.7889341 56.3403273, -2.7889303 56.3402981, -2.7889459 56.3402641, -2.7890807 56.3399911, -2.7891621 56.3398263, -2.7891863 56.3397892, -2.7892024 56.3397683, -2.7892177 56.3397561)",,,,,
"[636702968, 4329646]",,,East Scores,residential,20 mph,False,False,101.83200000000001,"LINESTRING (-2.7902294 56.3416448, -2.7901295 56.3416543, -2.7896864 56.3416007, -2.7894558 56.3415538, -2.7892406 56.341464, -2.7888727 56.3412392, -2.7888493 56.3412249)",,,,,
4329655,,,The Scores,residential,20 mph,True,False,516.567,"LINESTRING (-2.7902294 56.3416448, -2.7904717 56.3416925, -2.7905876 56.3417226, -2.7908063 56.3417841, -2.7911176 56.3418717, -2.7913312 56.3419318, -2.7915401 56.3419906, -2.791735 56.3420489, -2.7923526 56.3422336, -2.79298 56.3423869, -2.7931794 56.3424376, -2.7932608 56.3424589, -2.793845 56.3425388, -2.7944383 56.3425931, -2.7947456 56.3426075, -2.7948812 56.3426142, -2.7949273 56.3426164, -2.7949589 56.3426179, -2.7950991 56.3426262, -2.7954644 56.3426421, -2.7963647 56.3427149, -2.7968123 56.342764, -2.7969143 56.3427752, -2.7980342 56.3428869, -2.7980655 56.34289, -2.7981494 56.3428897, -2.7981991 56.3428784)",,,,,
4329657,,A917,South Street,primary,30 mph,False,True,121.96400000000001,"LINESTRING (-2.7892177 56.3397561, -2.7897325 56.3397286, -2.7903896 56.3396975, -2.7906224 56.3396865, -2.7907908 56.3396749, -2.7911874 56.3396513)",,,,,
"[631288338, 36777379]",,A917,North Street,primary,30 mph,False,False,187.662,"LINESTRING (-2.7892177 56.3397561, -2.7892024 56.3397683, -2.7891863 56.3397892, -2.7891621 56.3398263, -2.7890807 56.3399911, -2.7889459 56.3402641, -2.7889303 56.3402981, -2.7889341 56.3403273, -2.7889478 56.3403513, -2.788984 56.3403692, -2.7890801 56.3403958, -2.7896295 56.3404858, -2.7896376 56.3404871, -2.7906576 56.3406406, -2.7907831 56.340662)",,,,,
4329649,1,,Church Street,tertiary,,True,False,3.957,"LINESTRING (-2.7951919 56.3403991, -2.7951875 56.3403636)",,,,,
25612228,,,Market Street,tertiary,,False,False,74.424,"LINESTRING (-2.7951919 56.3403991, -2.7950848 56.3403968, -2.7945232 56.3403673, -2.7940357 56.3403222, -2.7939981 56.3403326)",,,,,
4329648,,,Union Street,tertiary,,False,False,87.825,"LINESTRING (-2.793914 56.34112, -2.7939339 56.3409369, -2.7939753 56.3403876, -2.7939861 56.3403519, -2.7939981 56.3403326)",,,,,
4329653,2,A917,North Street,primary,30 mph,False,True,83.281,"LINESTRING (-2.793914 56.34112, -2.7937359 56.3410977, -2.7930639 56.3410162, -2.7925942 56.3409592)",,,,,
"[116451449, 219043731]",2,A917,North Street,primary,30 mph,False,False,283.90299999999996,"LINESTRING (-2.793914 56.34112, -2.7940162 56.3411323, -2.7940576 56.3411373, -2.7946272 56.3412061, -2.794966 56.3412473, -2.7950792 56.3412606, -2.7957102 56.3413328, -2.7961894 56.3413904, -2.7972202 56.3415149, -2.7984099 56.3416756)",,,,,
4329648,,,Union Street,tertiary,,False,True,87.82499999999999,"LINESTRING (-2.7939981 56.3403326, -2.7939861 56.3403519, -2.7939753 56.3403876, -2.7939339 56.3409369, -2.793914 56.34112)",,,,,
25612228,,,Market Street,tertiary,,False,True,74.424,"LINESTRING (-2.7939981 56.3403326, -2.7940357 56.3403222, -2.7945232 56.3403673, -2.7950848 56.3403968, -2.7951919 56.3403991)",,,,,
4329656,,,Greyfriars Garden,tertiary,,True,False,157.537,"LINESTRING (-2.7988974 56.3403429, -2.7989206 56.3417596)",,,,,
4329651,2,,St Marys Place,tertiary,,False,True,142.838,"LINESTRING (-2.7988974 56.3403429, -2.799401 56.3403151, -2.7996717 56.3403036, -2.8005536 56.3402631, -2.8012068 56.3402353)",,,,,
25612222,,,Market Street,tertiary,,True,False,81.05,"LINESTRING (-2.7988974 56.3403429, -2.7986974 56.3403499, -2.7975862 56.3403987)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,False,15.507,"LINESTRING (-2.7989206 56.3417596, -2.799166 56.3417904)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,True,32.83,"LINESTRING (-2.7989206 56.3417596, -2.7984099 56.3416756)",,,,,
4329654,2,,Golf Place,unclassified,20 mph,False,False,76.233,"LINESTRING (-2.802379 56.3421583, -2.8022508 56.3425806, -2.8021845 56.3428353)",,,,,
92241507,2,A917,Links Crescent,primary,30 mph,False,False,53.95499999999999,"LINESTRING (-2.802379 56.3421583, -2.8025024 56.3421648, -2.8028131 56.3421698, -2.8029545 56.3421682, -2.8030861 56.3421624, -2.8032506 56.3421456)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,True,102.482,"LINESTRING (-2.802379 56.3421583, -2.8021856 56.3421394, -2.801456 56.3420541, -2.8007484 56.3419778)",,,,,
"[26228784, 1065603868]",,,The Scores,residential,20 mph,True,False,242.337,"LINESTRING (-2.8020645 56.3432579, -2.8003482 56.3431202, -2.7989008 56.342983, -2.7982991 56.3429072, -2.7981991 56.3428784)",,,,,
131302566,,,Golf Place,unclassified,20 mph,False,True,47.59,"LINESTRING (-2.8020645 56.3432579, -2.8020922 56.3431314, -2.8021031 56.3430815, -2.8021845 56.3428353)",,,,,
4329641,2,A918,South Street,primary,30 mph,False,False,109.408,"LINESTRING (-2.8006594 56.3387275, -2.8001253 56.3387964, -2.8000027 56.3388122, -2.7994144 56.3388881, -2.7993634 56.3388947, -2.7992232 56.3389107, -2.7992067 56.3389126, -2.7990501 56.3389304, -2.798928 56.3389443)",,,,,
26830587,,,Hope Street,residential,,False,False,25.714,"LINESTRING (-2.8012068 56.3402353, -2.8012466 56.3404655)",,,,,
4329651,2,,St Marys Place,tertiary,,False,False,142.838,"LINESTRING (-2.8012068 56.3402353, -2.8005536 56.3402631, -2.7996717 56.3403036, -2.799401 56.3403151, -2.7988974 56.3403429)",,,,,
4329651,2,,St Marys Place,tertiary,,False,True,34.009,"LINESTRING (-2.8012068 56.3402353, -2.8015523 56.3402157, -2.8017471 56.3401812)",,,,,
41387519,2,,Doubledykes Road,tertiary,,False,False,62.286,"LINESTRING (-2.8027984 56.3398122, -2.8025649 56.3398874, -2.8019195 56.3400887)",,,,,
92241493,2,A917,Abbey Street,primary,30 mph,False,False,167.899,"LINESTRING (-2.79093 56.3381489, -2.7909592 56.3382207, -2.7909766 56.3382988, -2.7909893 56.3383973, -2.7910408 56.3386991, -2.7910992 56.3390419, -2.7911342 56.3392996, -2.791171 56.3394989, -2.7911874 56.3396513)",,,,,
1214385514,,,Greenside Place,residential,20 mph,False,True,31.228,"LINESTRING (-2.79093 56.3381489, -2.7911189 56.3380925, -2.7912008 56.3380563, -2.7913413 56.3379876)",,,,,
151283902,,,Kinnessburn Road,residential,20 mph,False,False,104.492,"LINESTRING (-2.7938264 56.336267, -2.7940304 56.3362642, -2.7942101 56.3362627, -2.794422 56.3362523, -2.7945829 56.3362419, -2.7947696 56.3362206, -2.7950161 56.3361898, -2.7954213 56.3361284, -2.7954916 56.3361167)",,,,,
151283902,,,Kinnessburn Road,residential,20 mph,False,True,88.477,"LINESTRING (-2.7938264 56.336267, -2.793687 56.336279, -2.7934607 56.3363053, -2.7932767 56.3363296, -2.7930932 56.3363485, -2.7929602 56.3363549, -2.7928046 56.3363563, -2.7926812 56.3363519, -2.7925444 56.336337, -2.7924166 56.3363126)",,,,,
25283957,2,A915,Alexandra Place,primary,30 mph,False,False,91.287,"LINESTRING (-2.8012362 56.3394544, -2.800963 56.3389837, -2.8009397 56.3389329, -2.8009397 56.3388913, -2.8009496 56.338838, -2.8009638 56.3387976, -2.8009952 56.3387518, -2.8010836 56.3386778)",,,,,
25283957,2,A915,Alexandra Place,primary,30 mph,False,True,76.914,"LINESTRING (-2.8012362 56.3394544, -2.8013054 56.3395652, -2.8015234 56.3398251, -2.801634 56.3399461, -2.8017655 56.3400797)",,,,,
89909007,,,Alexandra Court,residential,,False,True,63.601,"LINESTRING (-2.8012362 56.3394544, -2.8008655 56.3394628, -2.8004608 56.3394361, -2.8003809 56.3394483, -2.8003221 56.339537)",,,,,
"[158699628, 347710162, 158699380]",,,"['Westview', ""Queen's Terrace""]",residential,20 mph,False,False,215.214,"LINESTRING (-2.7953334 56.3370066, -2.7958287 56.3369857, -2.7959395 56.3369822, -2.79624 56.3369728, -2.7965978 56.3369616, -2.796928 56.3369513, -2.7970257 56.3373103, -2.7970579 56.3377207, -2.7971009 56.3379289, -2.7970794 56.3379942)",,,,,
"[158699380, 158699437]",,,"['Upper Greenside Place', ""Queen's Terrace""]",residential,20 mph,False,True,145.281,"LINESTRING (-2.7953334 56.3370066, -2.7943424 56.3370446, -2.7934076 56.3370868, -2.7932037 56.3371054, -2.7930273 56.3371775)",,,,,
158699739,,,Queen's Gardens,residential,20 mph,True,False,260.542,"LINESTRING (-2.7953334 56.3370066, -2.7953471 56.3371135, -2.7953943 56.337483, -2.7955595 56.3386885, -2.7955881 56.3388684, -2.7955912 56.338895, -2.7956447 56.3393433)",,,,,
36777378,2,A918,South Street,primary,30 mph,False,False,174.707,"LINESTRING (-2.7956447 56.3393433, -2.7959873 56.3393012, -2.7963489 56.3392525, -2.7964946 56.3392348, -2.797359 56.3391219, -2.7977979 56.33907, -2.7981915 56.3390244, -2.7982531 56.3390173, -2.7984097 56.3389976)",,,,,
36777378,2,A918,South Street,primary,30 mph,False,True,35.071,"LINESTRING (-2.7956447 56.3393433, -2.7954222 56.3393706, -2.795085 56.3393993)",,,,,
41387519,2,,Doubledykes Road,tertiary,,False,True,62.286,"LINESTRING (-2.8019195 56.3400887, -2.8025649 56.3398874, -2.8027984 56.3398122)",,,,,
62237401,1,A915,,primary,30 mph,True,False,13.151,"LINESTRING (-2.8019195 56.3400887, -2.80194 56.3401048, -2.8019511 56.3401236, -2.8019519 56.3401433, -2.8019422 56.3401622, -2.8019229 56.3401787, -2.8018956 56.3401914)",roundabout,,,,
"[408269648, 26228782]",,,Murray Park,residential,,True,False,57.512,"LINESTRING (-2.7981991 56.3428784, -2.7982218 56.3428635, -2.7982367 56.3428354, -2.7983003 56.3423683)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,False,32.83,"LINESTRING (-2.7984099 56.3416756, -2.7989206 56.3417596)",,,,,
"[116451449, 219043731]",2,A917,North Street,primary,30 mph,False,True,283.90299999999996,"LINESTRING (-2.7984099 56.3416756, -2.7972202 56.3415149, -2.7961894 56.3413904, -2.7957102 56.3413328, -2.7950792 56.3412606, -2.794966 56.3412473, -2.7946272 56.3412061, -2.7940576 56.3411373, -2.7940162 56.3411323, -2.793914 56.34112)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,True,15.507,"LINESTRING (-2.799166 56.3417904, -2.7989206 56.3417596)",,,,,
26228793,,,Murray Place,residential,,True,False,115.274,"LINESTRING (-2.799166 56.3417904, -2.7991498 56.3419104, -2.7991321 56.3420423, -2.7990968 56.3423711, -2.7990838 56.3423851, -2.7990575 56.3423951, -2.7990018 56.3423997, -2.7983003 56.3423683)",,,,,
116451449,2,A917,North Street,primary,30 mph,False,False,99.724,"LINESTRING (-2.799166 56.3417904, -2.7992433 56.3417995, -2.7993258 56.3418093, -2.8000124 56.3418906, -2.8000491 56.3418941, -2.8007484 56.3419778)",,,,,
408269648,,,Murray Park,residential,,True,False,77.32,"LINESTRING (-2.7983003 56.3423683, -2.7984099 56.3416756)",,,,,
4329654,2,,Golf Place,unclassified,20 mph,False,True,76.233,"LINESTRING (-2.8021845 56.3428353, -2.8022508 56.3425806, -2.802379 56.3421583)",,,,,
131302566,,,Golf Place,unclassified,20 mph,False,False,47.59,"LINESTRING (-2.8021845 56.3428353, -2.8021031 56.3430815, -2.8020922 56.3431314, -2.8020645 56.3432579)",,,,,
28463007,1,,Fleming Place,residential,20 mph,False,True,64.229,"LINESTRING (-2.7990865 56.3367186, -2.7991185 56.3367042, -2.7991722 56.3366745, -2.7991802 56.3366284, -2.7992086 56.3362875, -2.7992301 56.3362325, -2.7992819 56.3361699)",,,,,
26830587,,,Hope Street,residential,,False,True,125.443,"LINESTRING (-2.8013656 56.3415917, -2.8013291 56.3412152, -2.8012466 56.3404655)",,,,,
