osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,access,tunnel
138408252,True,2,A96,Alexandra Road,trunk,30 mph,roundabout,False,4.144,"LINESTRING (-3.3201259 57.6489512, -3.3201741 57.6489781)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,16.915,"LINESTRING (-3.3081853 57.6488479, -3.3081588 57.6488832, -3.3081144 57.6489129, -3.3080559 57.6489345, -3.3079883 57.6489462)",,
890114752,True,1,A96,Alexandra Road,trunk,30 mph,,False,45.852999999999994,"LINESTRING (-3.3081853 57.6488479, -3.3082966 57.6489509, -3.3086185 57.6491884)",,
65447352,False,,,North College Street,residential,30 mph,,True,112.113,"LINESTRING (-3.3089417 57.6493147, -3.3084641 57.6494652, -3.3083203 57.6495135, -3.3077208 57.6497206, -3.3076118 57.6497589, -3.3073386 57.6498441)",,
"[130917430, 109713055]",False,2,A96,Alexandra Road,trunk,30 mph,,False,23.817,"LINESTRING (-3.3089417 57.6493147, -3.3088064 57.6492641, -3.3086185 57.6491884)",,
109713055,False,2,A96,Alexandra Road,trunk,30 mph,,True,288.72399999999993,"LINESTRING (-3.3089417 57.6493147, -3.3096639 57.6495575, -3.31083 57.6499489, -3.3110553 57.6500224, -3.3113569 57.6501018, -3.3114539 57.6501274, -3.3117295 57.6501886, -3.3118715 57.6502123, -3.3120591 57.6502436, -3.3121297 57.6502528, -3.3123102 57.6502677, -3.3125754 57.6502846, -3.3129606 57.6502933, -3.3131721 57.6502882, -3.3133234 57.6502824)",,
"[60094059, 1221982564]",False,2,A96,Alexandra Road,trunk,30 mph,,False,92.79,"LINESTRING (-3.317275 57.649461, -3.3166608 57.649579, -3.3160655 57.649735, -3.3158504 57.6497967)",,
"[1108057568, 62282803]",False,,,North Street,unclassified,,,True,82.15799999999999,"LINESTRING (-3.317275 57.649461, -3.3171956 57.6493243, -3.3171638 57.6492726, -3.3171432 57.6492391, -3.3168734 57.6487747, -3.3168625 57.6487559)",yes,
1164707253,False,2,A96,Alexandra Road,trunk,30 mph,,True,54.873000000000005,"LINESTRING (-3.317275 57.649461, -3.3180397 57.6493487, -3.3181644 57.6493305)",,
138408252,True,2,A96,Alexandra Road,trunk,30 mph,roundabout,False,10.716000000000001,"LINESTRING (-3.3196806 57.6490071, -3.31973 57.6489668, -3.3198003 57.6489367)",,
138408252,True,2,A96,Alexandra Road,trunk,30 mph,roundabout,False,23.604999999999997,"LINESTRING (-3.3201536 57.6491762, -3.3201199 57.6491899, -3.3200773 57.6492073, -3.3199988 57.649222, -3.3199156 57.6492242, -3.3198348 57.6492136, -3.3197893 57.6492011)",,
38311214,True,2,A96,,trunk,30 mph,roundabout,False,16.628,"LINESTRING (-3.3203534 57.6477354, -3.320388 57.6477119, -3.320432 57.6476935, -3.3204829 57.6476812, -3.3205379 57.6476757, -3.3205937 57.6476774)",,
144635942,True,1,A941,Northfield Terrace,primary,30 mph,,False,30.342,"LINESTRING (-3.3203534 57.6477354, -3.3203659 57.6476849, -3.320366 57.6476088, -3.320366 57.6475974, -3.3203808 57.6474632)",,
38311214,True,2,A96,,trunk,30 mph,roundabout,False,4.106,"LINESTRING (-3.320376 57.6478818, -3.3203391 57.6478506)",,
67144114,False,,,Blackfriars Road,residential,,,False,12.382,"LINESTRING (-3.3212867 57.6492439, -3.3214147 57.6491561)",,
62282898,False,,,Haugh Road,residential,30 mph,,False,103.318,"LINESTRING (-3.3212867 57.6492439, -3.3213326 57.6492895, -3.3213832 57.6493476, -3.322027 57.6500843)",,
62282898,False,,,Haugh Road,residential,30 mph,,True,40.096999999999994,"LINESTRING (-3.3212867 57.6492439, -3.3212287 57.6491922, -3.3211974 57.6491726, -3.3211568 57.6491555, -3.321083 57.6491361, -3.3209914 57.6491167, -3.3209136 57.6491066, -3.3207169 57.6490856)",,
186649783,False,2,A941,,primary,30 mph,,True,59.699,"LINESTRING (-3.3161531 57.6521055, -3.3160876 57.6519329, -3.3159433 57.6515805)",,
186649785,False,,,Boroughbriggs Road,residential,30 mph,,True,120.47200000000001,"LINESTRING (-3.3161531 57.6521055, -3.3165289 57.6520669, -3.317186 57.6519472, -3.3173556 57.6519143, -3.3180765 57.6517731)",,
58528302,True,,,South Guildry Street,residential,30 mph,,False,56.55,"LINESTRING (-3.3148891 57.6459287, -3.3150608 57.6459287, -3.3152003 57.6459746, -3.3155007 57.6462617)",,
131912304,False,,,South Guildry Street,residential,30 mph,,False,113.555,"LINESTRING (-3.3148891 57.6459287, -3.3145606 57.6455562, -3.31404 57.6450143)",,
57891473,False,,,Moray Street,residential,30 mph,,False,15.67,"LINESTRING (-3.3151252 57.646388, -3.3153478 57.6463127)",,
57891473,False,,,Moray Street,residential,30 mph,,True,35.45,"LINESTRING (-3.3151252 57.646388, -3.3146254 57.6465615)",,
57718248,True,,,South Guildry Street,residential,30 mph,,False,59.562999999999995,"LINESTRING (-3.3151252 57.646388, -3.3147604 57.6460665, -3.3147818 57.6459976, -3.3148891 57.6459287)",,
57891473,False,,,Moray Street,residential,30 mph,,True,10.721,"LINESTRING (-3.3155007 57.6462617, -3.3153478 57.6463127)",,
57891473,False,,,Moray Street,residential,30 mph,,False,101.093,"LINESTRING (-3.3155007 57.6462617, -3.3157297 57.6461865, -3.3158393 57.6461501, -3.3163696 57.6459742, -3.3166372 57.6458866, -3.3166773 57.6458735, -3.3169474 57.6457851)",,
57722515,True,2,A96,,trunk,30 mph,roundabout,False,19.482,"LINESTRING (-3.3147866 57.6502147, -3.3147469 57.6502015, -3.314716 57.6501827, -3.3146965 57.6501599, -3.3146902 57.6501351, -3.3146976 57.6501104, -3.314718 57.6500879, -3.3147497 57.6500695)",,
1205469041,True,1,A96,,trunk,30 mph,,False,87.475,"LINESTRING (-3.3147866 57.6502147, -3.3142562 57.6502524, -3.314046 57.6502643, -3.314025 57.6502653, -3.3137536 57.6502778, -3.3133234 57.6502824)",,
57722515,True,2,A96,,trunk,30 mph,roundabout,False,5.409000000000001,"LINESTRING (-3.3147497 57.6500695, -3.3147887 57.650057, -3.3148327 57.6500509)",,
57722515,True,2,A96,,trunk,30 mph,roundabout,False,15.710999999999999,"LINESTRING (-3.3148327 57.6500509, -3.3148854 57.6500525, -3.3149344 57.6500632, -3.3149741 57.6500818, -3.3150005 57.6501063, -3.3150104 57.650134)",,
62282860,True,1,A96,Alexandra Road,trunk,30 mph,,False,43.398,"LINESTRING (-3.3148327 57.6500509, -3.3149524 57.6499995, -3.3152291 57.6499162, -3.3153954 57.6498774, -3.3154652 57.64986)",,
"[58015547, 58015548, 443673095]",False,1,,"['Trinity Road', 'Blackfriars Road']",residential,30 mph,,True,234.731,"LINESTRING (-3.3195713 57.6493388, -3.3190601 57.6494021, -3.3190024 57.6494095, -3.3182044 57.6494995, -3.3181345 57.6495074, -3.3177541 57.649553, -3.3176966 57.6495604, -3.3173707 57.6496049, -3.3174889 57.6498265, -3.317509 57.6499091, -3.3174934 57.6500289, -3.3173752 57.650191, -3.3170137 57.6504148)",,
58015531,False,2,,Trinity Place,residential,30 mph,,True,101.90299999999999,"LINESTRING (-3.3170137 57.6504148, -3.3166343 57.6506212, -3.3161031 57.650897, -3.3160037 57.6509474, -3.3158794 57.6509994, -3.3157611 57.6510361)",,
"[58015547, 58015548, 443673095]",False,1,,"['Trinity Road', 'Blackfriars Road']",residential,30 mph,,False,234.73100000000002,"LINESTRING (-3.3170137 57.6504148, -3.3173752 57.650191, -3.3174934 57.6500289, -3.317509 57.6499091, -3.3174889 57.6498265, -3.3173707 57.6496049, -3.3176966 57.6495604, -3.3177541 57.649553, -3.3181345 57.6495074, -3.3182044 57.6494995, -3.3190024 57.6494095, -3.3190601 57.6494021, -3.3195713 57.6493388)",,
58015548,False,,,Trinity Road,residential,30 mph,,True,165.361,"LINESTRING (-3.3170137 57.6504148, -3.3172447 57.6505485, -3.3172762 57.6505668, -3.3173033 57.6505999, -3.3173826 57.6507266, -3.3175797 57.6510172, -3.3180765 57.6517731)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,16.844,"LINESTRING (-3.3079883 57.6489462, -3.3079176 57.6489471, -3.3078493 57.648937, -3.3077893 57.648917, -3.3077424 57.6488886)",,
61794788,True,1,,Greyfriars Street,tertiary,30 mph,,False,131.607,"LINESTRING (-3.3079558 57.6486862, -3.3080869 57.6486603, -3.3083226 57.6485426, -3.3086036 57.6484244, -3.3087061 57.6483813, -3.3087989 57.6483423, -3.3093027 57.6481818, -3.3093772 57.6481596, -3.3094476 57.6481386, -3.3096297 57.6481009, -3.3098236 57.6480841)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,20.322000000000003,"LINESTRING (-3.3079558 57.6486862, -3.308023 57.6486925, -3.3080844 57.6487085, -3.3081352 57.648733, -3.3081713 57.648764, -3.3081899 57.6487992)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,6.606,"LINESTRING (-3.3077757 57.6487238, -3.3078147 57.6487071, -3.3078698 57.648693)",,
57717871,False,,,Moss Street,tertiary,30 mph,,False,46.783,"LINESTRING (-3.3126714 57.6476489, -3.3125075 57.6474875, -3.3122975 57.6472788)",,
57717871,False,,,Moss Street,tertiary,30 mph,,True,29.103,"LINESTRING (-3.3126714 57.6476489, -3.3127803 57.6477656, -3.3128125 57.647802, -3.3128311 57.6478274, -3.3128337 57.6478448, -3.3128295 57.6478585, -3.3128021 57.6478874)",,
58445269,True,,,Francis Place,residential,30 mph,,False,74.742,"LINESTRING (-3.3138255 57.6473836, -3.3134734 57.6474649, -3.312775 57.6476263, -3.3126714 57.6476489)",,
61794782,True,2,A96,South College Street,trunk,30 mph,,False,49.657,"LINESTRING (-3.3069617 57.6486253, -3.3072979 57.648666, -3.3077757 57.6487238)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,5.446,"LINESTRING (-3.3081899 57.6487992, -3.3081919 57.6488237, -3.3081853 57.6488479)",,
61794791,True,2,,,trunk,30 mph,roundabout,False,5.196,"LINESTRING (-3.3078698 57.648693, -3.3079067 57.6486879, -3.3079558 57.6486862)",,
67121783,False,,,Queen Street,residential,30 mph,,True,144.407,"LINESTRING (-3.3078698 57.648693, -3.3077241 57.6485093, -3.3075295 57.6482641, -3.3073796 57.6480752, -3.3073544 57.6480433, -3.3071634 57.6478026, -3.3071586 57.6477966, -3.3071191 57.6477468, -3.307082 57.6477001, -3.3069214 57.6474976)",,
62282789,False,2,A941,Northfield Terrace,primary,30 mph,,True,110.845,"LINESTRING (-3.3194013 57.646621, -3.3195403 57.646732, -3.3198488 57.6469785, -3.3199611 57.6470678, -3.3201512 57.6472224, -3.3202981 57.6473321, -3.3203524 57.6473995, -3.3203808 57.6474632)",,
86263827,False,,,,tertiary,30 mph,,True,30.006999999999998,"LINESTRING (-3.3194013 57.646621, -3.3197177 57.6465728, -3.3198863 57.6465471)",,
131964549,False,2,A941,Hay Street,primary,30 mph,,False,154.268,"LINESTRING (-3.3194013 57.646621, -3.3192451 57.6465057, -3.319067 57.6463742, -3.3187713 57.6461225, -3.318735 57.6460871, -3.3185766 57.6459302, -3.3181223 57.6454185)",,
1022066872,False,,,South Street,residential,30 mph,,False,51.113,"LINESTRING (-3.3194013 57.646621, -3.3191953 57.6466746, -3.3186287 57.6468219)",,
62282789,False,2,A941,Northfield Terrace,primary,30 mph,,False,110.845,"LINESTRING (-3.3203808 57.6474632, -3.3203524 57.6473995, -3.3202981 57.6473321, -3.3201512 57.6472224, -3.3199611 57.6470678, -3.3198488 57.6469785, -3.3195403 57.646732, -3.3194013 57.646621)",,
62282833,True,1,A941,Northfield Terrace,primary,30 mph,,False,27.15,"LINESTRING (-3.3203808 57.6474632, -3.3204596 57.6475703, -3.3204899 57.6475929, -3.3205549 57.6476414, -3.3205937 57.6476774)",,
38311214,True,2,A96,,trunk,30 mph,roundabout,False,18.84,"LINESTRING (-3.3206649 57.6479098, -3.3206058 57.6479219, -3.3205427 57.6479251, -3.3204804 57.647919, -3.3204234 57.6479043, -3.320376 57.6478818)",,
62282830,True,2,A96,Alexandra Road,trunk,30 mph,,False,39.507999999999996,"LINESTRING (-3.3206649 57.6479098, -3.3206165 57.6479642, -3.3205688 57.6480414, -3.3205656 57.6480464, -3.3204508 57.6482456)",,
38311212,True,2,A96,Alexandra Road,trunk,30 mph,,False,40.995,"LINESTRING (-3.3204508 57.6482456, -3.320448 57.6480315, -3.320376 57.6478818)",,
62282835,False,3,A96,Alexandra Road,trunk,30 mph,,False,53.064,"LINESTRING (-3.3204508 57.6482456, -3.3203849 57.6483701, -3.3203012 57.6485254, -3.3202013 57.6486484, -3.3201834 57.6486673, -3.3201625 57.6486961)",,
62282835,False,3,A96,Alexandra Road,trunk,30 mph,,True,53.064,"LINESTRING (-3.3201625 57.6486961, -3.3201834 57.6486673, -3.3202013 57.6486484, -3.3203012 57.6485254, -3.3203849 57.6483701, -3.3204508 57.6482456)",,
62282909,True,2,A96,Alexandra Road,trunk,30 mph,,False,28.853,"LINESTRING (-3.3201625 57.6486961, -3.320116 57.6488075, -3.3201015 57.6488831, -3.3201259 57.6489512)",,
38311214,True,2,A96,,trunk,30 mph,roundabout,False,9.443999999999999,"LINESTRING (-3.3207689 57.6478473, -3.320727 57.6478834, -3.3206649 57.6479098)",,
