osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,access,tunnel
38311214,True,2,A96,,trunk,30 mph,roundabout,False,13.309999999999999,"LINESTRING (-3.3203391 57.6478506, -3.320323 57.6478219, -3.3203199 57.6477921, -3.3203303 57.6477627, -3.3203534 57.6477354)",,
58112189,True,2,,High Street,unclassified,,,False,206.05100000000002,"LINESTRING (-3.3203391 57.6478506, -3.3202558 57.647818, -3.3201589 57.647817, -3.3199742 57.6478638, -3.3199238 57.6478767, -3.319838 57.6478988, -3.3197668 57.6479168, -3.3197184 57.6479291, -3.3196464 57.6479466, -3.3195033 57.6479813, -3.3194162 57.6480025, -3.3191502 57.6480671, -3.3191152 57.6480756, -3.3190894 57.6480818, -3.3187399 57.648165, -3.3186959 57.6481744, -3.3186766 57.6481785, -3.3186457 57.6481851, -3.3185095 57.6482143, -3.3184308 57.6482311, -3.3183304 57.6482517, -3.3182355 57.6482711, -3.3180053 57.6483163, -3.3179565 57.6483259, -3.3178948 57.648338, -3.3178716 57.6483426, -3.3178144 57.6483538, -3.3176875 57.6483757, -3.3176331 57.6483832, -3.3175477 57.6483951, -3.3175009 57.6484018, -3.3173422 57.6484246, -3.3172765 57.648433, -3.3171276 57.6484522)",,
62282859,True,2,A96,Alexandra Road,trunk,30 mph,,False,62.83400000000001,"LINESTRING (-3.3158504 57.6497967, -3.3156181 57.6498803, -3.3153337 57.6499693, -3.3151513 57.6500568, -3.3150104 57.650134)",,
"[60094059, 1221982564]",False,2,A96,Alexandra Road,trunk,30 mph,,True,92.78999999999999,"LINESTRING (-3.3158504 57.6497967, -3.3160655 57.649735, -3.3166608 57.649579, -3.317275 57.649461)",,
57722515,True,2,A96,,trunk,30 mph,roundabout,False,1.739,"LINESTRING (-3.3150104 57.650134, -3.3150065 57.6501495)",,
57722515,True,2,A96,,trunk,30 mph,roundabout,False,3.7619999999999996,"LINESTRING (-3.3148481 57.6502218, -3.3148167 57.6502199, -3.3147866 57.6502147)",,
62282897,True,,,Haugh Road,residential,30 mph,,False,35.96,"LINESTRING (-3.3207169 57.6490856, -3.3204349 57.6490936, -3.320311 57.649122, -3.3201536 57.6491762)",,
62282898,False,,,Haugh Road,residential,30 mph,,False,40.096999999999994,"LINESTRING (-3.3207169 57.6490856, -3.3209136 57.6491066, -3.3209914 57.6491167, -3.321083 57.6491361, -3.3211568 57.6491555, -3.3211974 57.6491726, -3.3212287 57.6491922, -3.3212867 57.6492439)",,
62282922,True,3,A96,Alexandra Road,trunk,30 mph,,False,97.994,"LINESTRING (-3.3181644 57.6493305, -3.3184308 57.6492543, -3.3185841 57.6492168, -3.3187156 57.6491922, -3.3188952 57.6491616, -3.3194132 57.6490949, -3.3195412 57.649064, -3.3196806 57.6490071)",,
1164707253,False,2,A96,Alexandra Road,trunk,30 mph,,False,54.873000000000005,"LINESTRING (-3.3181644 57.6493305, -3.3180397 57.6493487, -3.317275 57.649461)",,
62282906,True,2,A96,Alexandra Road,trunk,30 mph,,False,34.379999999999995,"LINESTRING (-3.3198003 57.6489367, -3.3199846 57.6488238, -3.3201625 57.6486961)",,
138408252,True,2,A96,Alexandra Road,trunk,30 mph,roundabout,False,20.59,"LINESTRING (-3.3198003 57.6489367, -3.319881 57.64892, -3.3199673 57.6489169, -3.3200515 57.6489276, -3.3201259 57.6489512)",,
63849408,False,,,Lossie Wynd North,residential,30 mph,,True,88.62200000000001,"LINESTRING (-3.3142385 57.6503578, -3.3142806 57.6504124, -3.3147025 57.6509599, -3.3147608 57.6509893, -3.3148367 57.6510167, -3.3149327 57.6510329)",,
65447352,False,,,North College Street,residential,30 mph,,False,112.113,"LINESTRING (-3.3073386 57.6498441, -3.3076118 57.6497589, -3.3077208 57.6497206, -3.3083203 57.6495135, -3.3084641 57.6494652, -3.3089417 57.6493147)",,
"[65447352, 65447408]",False,,,North College Street,residential,30 mph,,True,58.743,"LINESTRING (-3.3073386 57.6498441, -3.3066177 57.650088, -3.3065541 57.6501022, -3.3064906 57.6501107)",,
65447442,False,,,Weaver Place,residential,,,False,37.969,"LINESTRING (-3.3073386 57.6498441, -3.3071935 57.6496275, -3.3072436 57.6495194)",,
65447446,False,,,Collie Street,residential,,,True,22.17,"LINESTRING (-3.3070498 57.6488373, -3.3070755 57.6490362)",,
65447443,False,,,Collie Street,residential,,,True,13.989,"LINESTRING (-3.3070659 57.6491619, -3.3070755 57.6490362)",,
65447442,False,,,Weaver Place,residential,,,True,43.340999999999994,"LINESTRING (-3.3069066 57.6492371, -3.3069079 57.6494086, -3.3071654 57.6494632, -3.3072436 57.6495194)",,
65447442,False,,,Weaver Place,residential,,,False,43.341,"LINESTRING (-3.3072436 57.6495194, -3.3071654 57.6494632, -3.3069079 57.6494086, -3.3069066 57.6492371)",,
65447442,False,,,Weaver Place,residential,,,True,37.969,"LINESTRING (-3.3072436 57.6495194, -3.3071935 57.6496275, -3.3073386 57.6498441)",,
65447446,False,,,Collie Street,residential,,,False,67.42099999999999,"LINESTRING (-3.3072436 57.6495194, -3.3073407 57.6493543, -3.3073472 57.6492551, -3.3073223 57.649151, -3.3073082 57.6490862, -3.3072365 57.6490269, -3.3071382 57.6490156, -3.3070755 57.6490362)",,
65447443,False,,,Collie Street,residential,,,False,13.989,"LINESTRING (-3.3070755 57.6490362, -3.3070659 57.6491619)",,
65447446,False,,,Collie Street,residential,,,False,22.17,"LINESTRING (-3.3070755 57.6490362, -3.3070498 57.6488373)",,
65447446,False,,,Collie Street,residential,,,True,67.42099999999999,"LINESTRING (-3.3070755 57.6490362, -3.3071382 57.6490156, -3.3072365 57.6490269, -3.3073082 57.6490862, -3.3073223 57.649151, -3.3073472 57.6492551, -3.3073407 57.6493543, -3.3072436 57.6495194)",,
67121777,False,,,Duff Avenue,residential,30 mph,,False,83.681,"LINESTRING (-3.3087836 57.6455624, -3.3098623 57.6450796)",,
131911683,False,,,Duff Avenue,residential,30 mph,,True,122.445,"LINESTRING (-3.3087836 57.6455624, -3.3094423 57.6459835, -3.3101048 57.6464066)",,
67121777,False,,,Duff Avenue,residential,30 mph,,True,83.681,"LINESTRING (-3.3098623 57.6450796, -3.3087836 57.6455624)",,
67121786,False,,,Batchen Lane,unclassified,,,True,63.342,"LINESTRING (-3.3190436 57.6473465, -3.3186287 57.6468219)",,
67121781,False,,,Batchen Lane,residential,,,False,26.590999999999998,"LINESTRING (-3.3190436 57.6473465, -3.3187231 57.6474163, -3.3186934 57.6474159, -3.3186722 57.6474052, -3.3186527 57.6473853)",,
67121786,False,,,Batchen Lane,unclassified,,,False,24.918,"LINESTRING (-3.3190436 57.6473465, -3.3190816 57.6473948, -3.3191534 57.6474857, -3.3191845 57.6475266, -3.3191929 57.6475551)",,
67121781,False,,,Batchen Lane,residential,,,True,68.625,"LINESTRING (-3.3177392 57.6473948, -3.3177568 57.6474174, -3.3178451 57.6475308, -3.3178812 57.6475454, -3.3179245 57.647548, -3.3186278 57.6473914, -3.3186527 57.6473853)",,
67121782,False,,,Batchen Lane,residential,,,True,28.175,"LINESTRING (-3.3184662 57.6471524, -3.3185306 57.6472328, -3.3186527 57.6473853)",,
67121784,False,,,North College Street,residential,,,False,75.57699999999998,"LINESTRING (-3.3093056 57.649193, -3.3095923 57.6491092, -3.3097693 57.6490529, -3.3100324 57.6489411, -3.3101701 57.6488974, -3.3103945 57.6488496)",,
67121784,False,,,North College Street,residential,,,True,75.577,"LINESTRING (-3.3103945 57.6488496, -3.3101701 57.6488974, -3.3100324 57.6489411, -3.3097693 57.6490529, -3.3095923 57.6491092, -3.3093056 57.649193)",,
"[1107207883, 131911693]",True,1,,"['South College Street', 'High Street']",unclassified,,,False,128.84099999999998,"LINESTRING (-3.3103945 57.6488496, -3.3100233 57.6488271, -3.3089106 57.6487683, -3.3087995 57.6487581, -3.3086878 57.6487398, -3.3085806 57.6487076, -3.3085031 57.6486899, -3.3084103 57.6486796, -3.3082689 57.6486874)",,
1114742674,False,,,Thunderton Place,unclassified,,,False,105.02900000000001,"LINESTRING (-3.3175712 57.6479222, -3.3177875 57.6478765, -3.3181897 57.6477881, -3.3187748 57.6476581, -3.3190821 57.6475905, -3.3191638 57.6475725, -3.3191929 57.6475551)",,
25813445,True,1,,Lossie Wynd,unclassified,,,False,75.589,"LINESTRING (-3.3133173 57.6489261, -3.3133372 57.6489628, -3.3136265 57.6494956, -3.3136717 57.6495789)",,
"[131912300, 87075623]",True,,,"['High Street', 'Commerce Street']","['unclassified', 'residential']",,,False,123.30100000000002,"LINESTRING (-3.3133173 57.6489261, -3.3135539 57.6489182, -3.3135829 57.6489157, -3.3136152 57.6489093, -3.3136481 57.6488928, -3.313665 57.6488785, -3.3136703 57.6488644, -3.3134701 57.6485379, -3.3131449 57.6480174)",,
57717871,False,,,Moss Street,tertiary,30 mph,,False,29.103,"LINESTRING (-3.3128021 57.6478874, -3.3128295 57.6478585, -3.3128337 57.6478448, -3.3128311 57.6478274, -3.3128125 57.647802, -3.3127803 57.6477656, -3.3126714 57.6476489)",,
57717872,False,,,Greyfriars Street,tertiary,30 mph,,False,122.578,"LINESTRING (-3.3128021 57.6478874, -3.3127678 57.6479035, -3.3127245 57.6479168, -3.3126739 57.6479264, -3.3126263 57.6479295, -3.3125269 57.6479288, -3.31216 57.6479291, -3.3118541 57.647936, -3.3117462 57.6479425, -3.3110889 57.6479793, -3.3107695 57.6479958)",,
67144114,False,,,Blackfriars Road,residential,,,False,28.062,"LINESTRING (-3.3214147 57.6491561, -3.3218504 57.6490595)",,
67144114,False,,,Blackfriars Road,residential,,,True,12.382,"LINESTRING (-3.3214147 57.6491561, -3.3212867 57.6492439)",,
67144109,False,,,Murdoch's Wynd,residential,,,True,26.172,"LINESTRING (-3.3214147 57.6491561, -3.3214546 57.6490996, -3.3214797 57.6490385, -3.3214787 57.6489834, -3.3214658 57.6489265)",,
67144114,False,,,Blackfriars Road,residential,,,True,28.062,"LINESTRING (-3.3218504 57.6490595, -3.3214147 57.6491561)",,
67144113,False,,,Bibby Place,residential,,,True,136.123,"LINESTRING (-3.3218504 57.6490595, -3.3218658 57.6491643, -3.32189 57.6492308, -3.3224533 57.6498994, -3.3224409 57.649944, -3.3224184 57.6499737, -3.322375 57.6500035, -3.322027 57.6500843)",,
67144116,False,,,Murdoch's Wynd,residential,,,False,28.944000000000003,"LINESTRING (-3.3218504 57.6490595, -3.3218032 57.6490025, -3.321767 57.6489846, -3.3217307 57.6489743, -3.3214658 57.6489265)",,
"[947505670, 947505671, 947505672, 947505673, 67144116]",False,,,Murdoch's Wynd,residential,,,True,150.104,"LINESTRING (-3.3213742 57.6478628, -3.3213651 57.6479244, -3.3212833 57.6479514, -3.3211869 57.6479832, -3.3211585 57.6479926, -3.3211495 57.6481045, -3.3210741 57.6481269, -3.3209665 57.6481528, -3.3209119 57.6482267, -3.3207816 57.6484739, -3.3207759 57.6485051, -3.3207915 57.6485412, -3.3208177 57.6485788, -3.3208677 57.6486156, -3.320923 57.6486524, -3.3211382 57.6487627, -3.3212638 57.6488255, -3.3214658 57.6489265)",,yes
86263827,False,,,,tertiary,30 mph,,True,16.777,"LINESTRING (-3.3227855 57.6462044, -3.3230672 57.6461982)",,
67144140,False,,,West Park Road,residential,,,False,88.711,"LINESTRING (-3.3227855 57.6462044, -3.3227876 57.6462776, -3.3227893 57.6463341, -3.3227557 57.6463937, -3.3225882 57.6465926, -3.3223364 57.6469561)",,
86263827,False,,,,tertiary,30 mph,,False,177.175,"LINESTRING (-3.3227855 57.6462044, -3.3224663 57.6462082, -3.3221502 57.6462334, -3.3203635 57.6464837, -3.3198863 57.6465471)",,
67144140,False,,,West Park Road,residential,,,True,88.711,"LINESTRING (-3.3223364 57.6469561, -3.3225882 57.6465926, -3.3227557 57.6463937, -3.3227893 57.6463341, -3.3227876 57.6462776, -3.3227855 57.6462044)",,
86263827,False,,,,tertiary,30 mph,,False,30.006999999999998,"LINESTRING (-3.3198863 57.6465471, -3.3197177 57.6465728, -3.3194013 57.646621)",,
86263827,False,,,,tertiary,30 mph,,True,177.17499999999998,"LINESTRING (-3.3198863 57.6465471, -3.3203635 57.6464837, -3.3221502 57.6462334, -3.3224663 57.6462082, -3.3227855 57.6462044)",,
131964544,False,2,,Mayne Road,residential,30 mph,,True,110.732,"LINESTRING (-3.3198863 57.6465471, -3.3198677 57.6464733, -3.3198681 57.6464378, -3.3199002 57.6463989, -3.3199568 57.6463518, -3.3200473 57.6462993, -3.3201515 57.6462467, -3.3202412 57.6462099, -3.3204138 57.6461418, -3.3208644 57.646004, -3.3211541 57.6459007)",,
605391618,True,2,,Lossie Wynd,unclassified,,,False,56.035,"LINESTRING (-3.3137725 57.6497643, -3.3139566 57.6500701, -3.3140191 57.650127, -3.3140745 57.6501541, -3.3142079 57.6501816)",,
1100716320,False,,,,residential,,,False,4.146,"LINESTRING (-3.3108201 57.6494253, -3.3108882 57.6494174)",,
68338805,False,,,North Port,residential,,,False,48.903999999999996,"LINESTRING (-3.3108201 57.6494253, -3.3106376 57.6494462, -3.3105061 57.6494601, -3.3103538 57.6494647, -3.3102062 57.6494543, -3.3101152 57.6494337, -3.3100289 57.6494056)",,
68338805,False,,,North Port,residential,,,True,201.131,"LINESTRING (-3.3108201 57.6494253, -3.310951 57.6497138, -3.3109682 57.6497329, -3.3109914 57.6497503, -3.3110234 57.6497666, -3.3110644 57.6497781, -3.3113921 57.6497937, -3.3117258 57.6498042, -3.3120058 57.6497705, -3.3121941 57.649745, -3.3124176 57.6497172, -3.3125155 57.6497054, -3.3129143 57.6496573, -3.3132685 57.6496133, -3.3134952 57.6495887, -3.3136284 57.6495813, -3.3136717 57.6495789)",,
68440642,False,,,Manse Court,residential,30 mph,,False,36.943,"LINESTRING (-3.319041 57.6455076, -3.3187802 57.6452061)",,
57891473,False,,,Moray Street,residential,30 mph,,False,19.513,"LINESTRING (-3.3187802 57.6452061, -3.3190627 57.645117)",,
57891473,False,,,Moray Street,residential,30 mph,,True,45.722,"LINESTRING (-3.3187802 57.6452061, -3.3181223 57.6454185)",,
68440642,False,,,Manse Court,residential,30 mph,,True,36.943,"LINESTRING (-3.3187802 57.6452061, -3.319041 57.6455076)",,
131911686,False,,,Institution Road,residential,30 mph,,False,107.58600000000001,"LINESTRING (-3.3094803 57.6465893, -3.309385 57.6466167, -3.3090633 57.6467084, -3.3090198 57.6467208, -3.3089951 57.6467279, -3.3086009 57.6468421, -3.3084437 57.6468902, -3.3082178 57.6469593, -3.3080063 57.6470374, -3.3079145 57.6470713)",,
