osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,junction,tunnel,access
3999317,Harbour Parade,unclassified,True,False,85.78399999999999,3,30 mph,"LINESTRING (-1.4085482 50.9012779, -1.4086607 50.9012616, -1.4087644 50.9012344, -1.4089461 50.901167, -1.4093464 50.9009775, -1.4093876 50.900958, -1.4095766 50.9008724)",,,,
3999318,,unclassified,True,False,18.44,2,30 mph,"LINESTRING (-1.4085482 50.9012779, -1.4086056 50.9012981, -1.4086522 50.9013273, -1.4086845 50.9013634, -1.4087002 50.9014037)",,roundabout,,
154308594,St Mary Street,tertiary,False,True,13.26,2,30 mph,"LINESTRING (-1.3977147 50.901895, -1.3978058 50.9018789, -1.3978968 50.9018629)",,,,
157099074,Marsh Lane,primary,True,False,36.425,2,30 mph,"LINESTRING (-1.3977147 50.901895, -1.3976529 50.9017337, -1.3975858 50.9015777)",A33,,,
151163132,Evans Street,primary,True,False,75.53200000000001,2,30 mph,"LINESTRING (-1.3979726 50.9025545, -1.3978905 50.9023403, -1.3978698 50.9022863, -1.3978292 50.9021804, -1.3977147 50.901895)",A33,,,
238558832,Houndwell Place,tertiary,False,True,12.711,2,30 mph,"LINESTRING (-1.3979726 50.9025545, -1.398063 50.9025505, -1.3981534 50.9025464)",,,,
9674783,Harbour Parade,unclassified,True,False,28.704,2,30 mph,"LINESTRING (-1.4080748 50.9017036, -1.4081651 50.9016001, -1.4081791 50.9015804, -1.4082041 50.901529, -1.4082321 50.9014668)",,,,
"[1172197475, 1172197476, 1172197477, 986906214, 986906218, 986906219, 891361206, 891361207, 891361208, 763299422]",Harbour Parade,unclassified,False,True,304.498,"['2', '3']",30 mph,"LINESTRING (-1.4080748 50.9017036, -1.4080182 50.9017504, -1.4079574 50.9018287, -1.4079077 50.9019124, -1.4078884 50.901958, -1.4078761 50.9020011, -1.4078553 50.9020805, -1.4078519 50.9021112, -1.4078476 50.90215, -1.407849 50.9022678, -1.4078636 50.9023181, -1.4078748 50.9023595, -1.4078993 50.9024229, -1.4079273 50.9024866, -1.4079589 50.9025616, -1.4079985 50.9026533, -1.4080381 50.9027574, -1.4081393 50.9030208, -1.4081998 50.9031763, -1.4082801 50.903342, -1.4083027 50.9033943, -1.4084001 50.90362, -1.4084789 50.9037824, -1.4085735 50.9039914, -1.4086835 50.904223, -1.408701 50.9042599, -1.4087157 50.9042907, -1.4087374 50.9043364)",,,,
"[243994297, 2956546]",Bernard Street,tertiary,False,False,47.162,2,20 mph,"LINESTRING (-1.4037928 50.8995068, -1.4033796 50.8994966, -1.4031214 50.8994838)",,,,
42141179,High Street,unclassified,False,False,83.618,2,20 mph,"LINESTRING (-1.4037928 50.8995068, -1.403795 50.8995559, -1.403835 50.8999731, -1.4038385 50.9000065, -1.4038517 50.9001211, -1.4038598 50.9001688, -1.4038742 50.9002138, -1.4039142 50.9002482)",,,,
"[183837443, 187831733]",High Street,tertiary,False,True,157.67900000000003,,"['20 mph', '30 mph']","LINESTRING (-1.4037928 50.8995068, -1.4038049 50.8990899, -1.4038276 50.898876, -1.4038456 50.8987961, -1.4039004 50.8985697, -1.4039249 50.8984352, -1.4039347 50.8983946, -1.4039667 50.8982185, -1.4039868 50.8980959)",,,,
2352117,Western Esplanade,primary,True,False,20.054,2,30 mph,"LINESTRING (-1.4081344 50.9069148, -1.4080274 50.9069341, -1.4079542 50.9069583, -1.4078811 50.9069936)",A3024,,,
27126482,Western Esplanade,primary,False,False,33.196,4,30 mph,"LINESTRING (-1.4081344 50.9069148, -1.4082311 50.906922, -1.408385 50.9069426, -1.4086002 50.9069673)",A3024,,,
"[243994320, 243994322]",Queensway,tertiary,True,False,102.967,"['1', '2']",30 mph,"LINESTRING (-1.4009639 50.9018614, -1.4009906 50.9022554, -1.4010061 50.9024162, -1.4010104 50.9024607, -1.4010261 50.9027221, -1.4010357 50.9027862)",,,,
29115099,St Michael's Street,unclassified,True,False,69.099,,20 mph,"LINESTRING (-1.4047777 50.8995247, -1.4037928 50.8995068)",,,,
1145156237,Castle Way,unclassified,False,False,81.88400000000001,2,20 mph,"LINESTRING (-1.4047777 50.8995247, -1.4047599 50.8997032, -1.4047509 50.8998296, -1.4047517 50.9000665, -1.4047441 50.9001653, -1.4047219 50.9002099, -1.4046774 50.9002494)",,,,
1148290647,Castle Way,unclassified,False,True,22.203000000000003,2,20 mph,"LINESTRING (-1.4047777 50.8995247, -1.404801 50.8994869, -1.4048607 50.8993323)",,,,
1147232019,Back of the Walls,unclassified,False,False,67.684,,,"LINESTRING (-1.4014992 50.8982716, -1.402447 50.8983864)",,,,
2956545,Queensway,tertiary,False,False,124.91699999999999,2,30 mph,"LINESTRING (-1.4014992 50.8982716, -1.4012705 50.8992421, -1.4012631 50.8992736, -1.4012374 50.8993828)",,,,
31372527,Canal Walk,unclassified,False,True,40.088,,30 mph,"LINESTRING (-1.4016382 50.8998691, -1.4017342 50.8995137)",,,,
173637658,Canal Walk,unclassified,False,False,36.345,2,30 mph,"LINESTRING (-1.4016382 50.8998691, -1.4021483 50.8999269)",,,,
31372527,Canal Walk,unclassified,False,False,165.10500000000002,,30 mph,"LINESTRING (-1.4016382 50.8998691, -1.4015313 50.9002552, -1.4013902 50.900807, -1.4013621 50.901019, -1.4013581 50.9013402)",,,,
2956544,East Street,unclassified,True,False,84.04499999999999,1,20 mph,"LINESTRING (-1.4021348 50.90177, -1.4014923 50.9017885, -1.4011163 50.9018053, -1.4010145 50.9018335, -1.4009639 50.9018614)",,,,
31372524,Back of the Walls,unclassified,False,True,45.732,2,20 mph,"LINESTRING (-1.4021348 50.90177, -1.4021054 50.9015917, -1.4020766 50.9013604)",,,,
3981718,Ogle Road,unclassified,False,True,26.831,,30 mph,"LINESTRING (-1.4062871 50.9051558, -1.406128 50.9051667, -1.4059067 50.9051819)",,,,
"[243994312, 243994311]",Portland Terrace,unclassified,False,False,74.614,"['2', '3']",30 mph,"LINESTRING (-1.4062871 50.9051558, -1.4062425 50.9049712, -1.4062191 50.9048717, -1.4062115 50.9048393, -1.406204 50.9048133, -1.4061633 50.9046887, -1.4061006 50.9044954)",,,,
"[243994312, 79618433]",Portland Terrace,unclassified,False,True,138.16899999999998,"['2', '3']",30 mph,"LINESTRING (-1.4062871 50.9051558, -1.4063228 50.9052855, -1.4063842 50.9055082, -1.4063994 50.9055632, -1.4064397 50.905716, -1.4064922 50.9059197, -1.4065517 50.9061643, -1.4065644 50.9062167, -1.4065763 50.9062741, -1.406591 50.9063446, -1.4065989 50.9063826)",,,,
3981719,Portland Street,unclassified,False,False,111.46700000000001,,30 mph,"LINESTRING (-1.4061006 50.9044954, -1.4051663 50.9046259, -1.4045488 50.9047128)",,,,
"[997268068, 1223172204, 131388092, 243994311]",Portland Terrace,unclassified,False,False,125.895,2,30 mph,"LINESTRING (-1.4061006 50.9044954, -1.4059495 50.9040109, -1.4059272 50.9039394, -1.4058591 50.9036712, -1.4058162 50.903498, -1.4057903 50.9033805)",,,yes,
"[243994312, 243994311]",Portland Terrace,unclassified,False,True,74.614,"['2', '3']",30 mph,"LINESTRING (-1.4061006 50.9044954, -1.4061633 50.9046887, -1.406204 50.9048133, -1.4062115 50.9048393, -1.4062191 50.9048717, -1.4062425 50.9049712, -1.4062871 50.9051558)",,,,
3999137,North Front,residential,False,True,23.069,,30 mph,"LINESTRING (-1.3986956 50.906785, -1.3987845 50.906751, -1.3988285 50.9067287, -1.3988668 50.9067084, -1.398907 50.9066906, -1.3989658 50.9066673)",,,,
3999144,Broad Green,residential,False,True,56.581,,30 mph,"LINESTRING (-1.3988425 50.9055169, -1.398913 50.9060238)",,,,
"[3999138, 3999140]","['Johnson Street', 'Winton Street']",residential,False,"[False, True]",129.023,,30 mph,"LINESTRING (-1.3988425 50.9055169, -1.3983115 50.9055643, -1.3983903 50.9060521, -1.3984336 50.9060568, -1.398913 50.9060238)",,,,
3999140,Johnson Street,residential,False,False,17.838,,30 mph,"LINESTRING (-1.3988425 50.9055169, -1.3988687 50.9054655, -1.3989057 50.9054446, -1.3990226 50.9054302)",,,,
3999140,Johnson Street,residential,False,False,60.349999999999994,,30 mph,"LINESTRING (-1.3990226 50.9054302, -1.3994442 50.9053833, -1.3998735 50.9053499)",,,,
3999140,Johnson Street,residential,False,True,17.838,,30 mph,"LINESTRING (-1.3990226 50.9054302, -1.3989057 50.9054446, -1.3988687 50.9054655, -1.3988425 50.9055169)",,,,
3999143,Broad Green,residential,False,True,69.757,,30 mph,"LINESTRING (-1.3990226 50.9054302, -1.3991423 50.9059545, -1.3991276 50.9059845, -1.3991008 50.9060132, -1.3990733 50.9060412)",,,,
3999140,Johnson Street,residential,False,False,18.145,,30 mph,"LINESTRING (-1.3998735 50.9053499, -1.4001295 50.9053261)",,,,
3999141,Cossack Green,residential,False,True,72.056,,30 mph,"LINESTRING (-1.3998735 50.9053499, -1.4000243 50.9059909)",,,,
3999140,Johnson Street,residential,False,True,60.349999999999994,,30 mph,"LINESTRING (-1.3998735 50.9053499, -1.3994442 50.9053833, -1.3990226 50.9054302)",,,,
3999141,Cossack Green,residential,False,False,72.056,,30 mph,"LINESTRING (-1.4000243 50.9059909, -1.3998735 50.9053499)",,,,
3999138,Winton Street,residential,False,False,20.082,,30 mph,"LINESTRING (-1.4000243 50.9059909, -1.4001359 50.9059511, -1.4002528 50.9058839)",,,,
3999138,Winton Street,residential,False,True,18.648,,30 mph,"LINESTRING (-1.4000243 50.9059909, -1.3999746 50.9060006, -1.3997704 50.9060408)",,,,
3999138,Winton Street,residential,False,True,20.082,,30 mph,"LINESTRING (-1.4002528 50.9058839, -1.4001359 50.9059511, -1.4000243 50.9059909)",,,,
3999139,,residential,False,False,44.118,,30 mph,"LINESTRING (-1.4002528 50.9058839, -1.4003261 50.9059032, -1.4004359 50.9058929, -1.4006343 50.9058742, -1.4006837 50.9060211)",,,,
177364070,Cossack Green,residential,False,False,62.638000000000005,,30 mph,"LINESTRING (-1.4002528 50.9058839, -1.4002335 50.9057612, -1.4002178 50.9056955, -1.4001295 50.9053261)",,,,
3999139,,residential,False,True,44.118,,30 mph,"LINESTRING (-1.4006837 50.9060211, -1.4006343 50.9058742, -1.4004359 50.9058929, -1.4003261 50.9059032, -1.4002528 50.9058839)",,,,
3999140,Johnson Street,residential,False,True,18.145,,30 mph,"LINESTRING (-1.4001295 50.9053261, -1.3998735 50.9053499)",,,,
177364070,Cossack Green,residential,False,False,30.303,,30 mph,"LINESTRING (-1.4001295 50.9053261, -1.4000574 50.9050574)",,,,
177364070,Cossack Green,residential,False,True,62.638,,30 mph,"LINESTRING (-1.4001295 50.9053261, -1.4002178 50.9056955, -1.4002335 50.9057612, -1.4002528 50.9058839)",,,,
177364070,Cossack Green,residential,False,True,30.303,,30 mph,"LINESTRING (-1.4000574 50.9050574, -1.4001295 50.9053261)",,,,
784080099,South Front,residential,False,False,59.201,2,30 mph,"LINESTRING (-1.4000574 50.9050574, -1.400892 50.904977)",,,,
784080099,South Front,residential,False,True,148.277,2,30 mph,"LINESTRING (-1.4000574 50.9050574, -1.3979599 50.9052267)",,,,
"[1064056867, 995918980, 995918981, 30440039, 369545715, 997951828, 997951829, 913694007]","['West Bargate', 'Hanover Buildings', 'Bargate Street']",unclassified,False,False,211.15099999999995,"['1', '2']","['20 mph', '30 mph']","LINESTRING (-1.4028202 50.903049, -1.4029352 50.9030544, -1.403039 50.9030585, -1.4031499 50.9030607, -1.4032734 50.9030628, -1.4034568 50.9030713, -1.4037526 50.9030923, -1.4038145 50.9030974, -1.403952 50.9031056, -1.4039918 50.9031068, -1.4040382 50.9031022, -1.4040921 50.9030932, -1.4041558 50.9030746, -1.4042081 50.9030439, -1.4042412 50.9030181, -1.4042996 50.9029599, -1.4043474 50.9028988, -1.4043707 50.9028714, -1.4044032 50.9028478, -1.4044287 50.9028353, -1.4044774 50.9028218, -1.404521 50.9028146, -1.4045939 50.9028114, -1.4046619 50.9028112, -1.4048658 50.9028075, -1.4050743 50.9028003, -1.4052981 50.9027902, -1.405413 50.9027805, -1.4054918 50.9027726, -1.4056073 50.9027582)",,,,
"[30785361, 149581046]",Vincents Walk,unclassified,False,True,156.188,,20 mph,"LINESTRING (-1.4028202 50.903049, -1.4028067 50.9031152, -1.4027662 50.9033964, -1.402703 50.9037421, -1.4026913 50.9038066, -1.4026545 50.9040079, -1.4026399 50.9040811, -1.4026102 50.9043677, -1.4026232 50.9044106, -1.4026443 50.9044433)",,,,
"[1167643206, 28938556, 243994302]",Hanover Buildings,unclassified,False,True,78.772,2,20 mph,"LINESTRING (-1.4028202 50.903049, -1.4027109 50.9030312, -1.4026164 50.9030167, -1.402538 50.9030037, -1.4024186 50.9029886, -1.4020927 50.9029666, -1.4018183 50.9029481, -1.4017123 50.9029409)",,,,
231236390,Mayflower Roundabout,trunk,True,False,10.868,2,30 mph,"LINESTRING (-1.4078204 50.8988086, -1.4077432 50.8988044, -1.4076695 50.8987893)",,roundabout,,yes
231236390,Mayflower Roundabout,trunk,True,False,30.103,2,30 mph,"LINESTRING (-1.4075075 50.8984991, -1.4075702 50.8984442, -1.4076569 50.8984043, -1.4077591 50.8983836, -1.4078664 50.8983841)",,roundabout,,yes
3999317,Harbour Parade,unclassified,True,False,11.914,3,30 mph,"LINESTRING (-1.4095766 50.9008724, -1.4097146 50.9008099)",,,,
"[42352016, 288186558]",West Quay Road,trunk,True,False,260.945,2,30 mph,"LINESTRING (-1.4095766 50.9008724, -1.4094451 50.9007159, -1.4090408 50.9002282, -1.4088373 50.899996, -1.4087368 50.899877, -1.4086774 50.8998067, -1.4084511 50.8995387, -1.4082446 50.8992951, -1.4080156 50.8989976, -1.4079283 50.8988811, -1.4078865 50.8988449, -1.4078204 50.8988086)",A33,,,yes
151167630,Evans Street,primary,True,False,78.159,2,30 mph,"LINESTRING (-1.3978968 50.9018629, -1.3979175 50.9019137, -1.3980179 50.9021599, -1.3980388 50.9022112, -1.3981133 50.9023939, -1.3981396 50.9024831, -1.3981534 50.9025464)",A33,,,
154308594,St Mary Street,tertiary,False,False,13.26,2,30 mph,"LINESTRING (-1.3978968 50.9018629, -1.3978058 50.9018789, -1.3977147 50.901895)",,,,
3999282,Richmond Street,residential,False,False,44.66,,30 mph,"LINESTRING (-1.3971516 50.8999583, -1.3977778 50.9000314)",,,,
3999282,Richmond Street,residential,False,True,44.66,,30 mph,"LINESTRING (-1.3977778 50.9000314, -1.3971516 50.8999583)",,,,
"[3999276, 1138161111]",Threefield Lane,primary,True,False,127.647,"['1', '2']",30 mph,"LINESTRING (-1.3977778 50.9000314, -1.3977566 50.9001097, -1.397674 50.9004144, -1.3974814 50.9011247, -1.3974691 50.9011627)",A33,,,
288186558,West Quay Road,trunk,True,False,10.496,2,30 mph,"LINESTRING (-1.4096467 50.9009558, -1.4095766 50.9008724)",A33,,,yes
3999316,Harbour Parade,unclassified,True,False,83.41000000000001,2,30 mph,"LINESTRING (-1.4096467 50.9009558, -1.4094585 50.90103, -1.4088443 50.9013012, -1.4087795 50.9013405, -1.4087002 50.9014037)",,,,
3999323,,unclassified,True,False,9.565,2,30 mph,"LINESTRING (-1.4094867 50.9054865, -1.4095172 50.9054652, -1.4095552 50.9054495, -1.4095982 50.9054402)",,roundabout,,
3999324,Harbour Parade,unclassified,True,False,17.688000000000002,1,30 mph,"LINESTRING (-1.4094867 50.9054865, -1.4094438 50.9053776, -1.4094215 50.9053329)",,,,
3999323,,unclassified,True,False,15.6,2,30 mph,"LINESTRING (-1.4095982 50.9054402, -1.4096537 50.9054386, -1.4097075 50.9054477, -1.4097542 50.9054668, -1.4097894 50.9054939)",,roundabout,,
8131453,Harbour Parade,unclassified,True,False,17.249,2,30 mph,"LINESTRING (-1.4094215 50.9053329, -1.4094733 50.9053573, -1.4095982 50.9054402)",,,,
"[512898161, 9674787, 512898164]",Harbour Parade,unclassified,False,False,53.11800000000001,2,30 mph,"LINESTRING (-1.4094215 50.9053329, -1.4094029 50.9053116, -1.4093781 50.9052833, -1.4093609 50.9052649, -1.409344 50.9052467, -1.4092254 50.9051171, -1.4091961 50.9050807, -1.4090656 50.9049115)",,,,
9674788,Harbour Parade,unclassified,True,False,20.177999999999997,2,30 mph,"LINESTRING (-1.4100554 50.9055383, -1.4099159 50.9055628, -1.4097913 50.905607)",,,,
3999321,,unclassified,True,False,5.197,2,30 mph,"LINESTRING (-1.4086801 50.904617, -1.4086951 50.9045956, -1.4087159 50.9045763)",,roundabout,,
8131454,Harbour Parade,unclassified,True,False,22.394,2,30 mph,"LINESTRING (-1.4090656 50.9049115, -1.408961 50.9048516, -1.4089359 50.9048395, -1.4089047 50.9048245, -1.4088199 50.9047831)",,,,
"[512898161, 9674787, 512898164]",Harbour Parade,unclassified,False,True,53.118,2,30 mph,"LINESTRING (-1.4090656 50.9049115, -1.4091961 50.9050807, -1.4092254 50.9051171, -1.409344 50.9052467, -1.4093609 50.9052649, -1.4093781 50.9052833, -1.4094029 50.9053116, -1.4094215 50.9053329)",,,,
8307811,Harbour Parade,unclassified,True,False,25.498,2,30 mph,"LINESTRING (-1.4087374 50.9043364, -1.4088298 50.9044163, -1.4088754 50.9044764, -1.408923 50.9045327)",,,,
"[1172197475, 1172197476, 1172197477, 986906214, 986906218, 986906219, 891361206, 891361207, 891361208, 763299422]",Harbour Parade,unclassified,False,False,304.49800000000005,"['2', '3']",30 mph,"LINESTRING (-1.4087374 50.9043364, -1.4087157 50.9042907, -1.408701 50.9042599, -1.4086835 50.904223, -1.4085735 50.9039914, -1.4084789 50.9037824, -1.4084001 50.90362, -1.4083027 50.9033943, -1.4082801 50.903342, -1.4081998 50.9031763, -1.4081393 50.9030208, -1.4080381 50.9027574, -1.4079985 50.9026533, -1.4079589 50.9025616, -1.4079273 50.9024866, -1.4078993 50.9024229, -1.4078748 50.9023595, -1.4078636 50.9023181, -1.407849 50.9022678, -1.4078476 50.90215, -1.4078519 50.9021112, -1.4078553 50.9020805, -1.4078761 50.9020011, -1.4078884 50.901958, -1.4079077 50.9019124, -1.4079574 50.9018287, -1.4080182 50.9017504, -1.4080748 50.9017036)",,,,
"[131388091, 997268067]",Portland Terrace,unclassified,False,True,70.59700000000001,2,30 mph,"LINESTRING (-1.4056073 50.9027582, -1.4056385 50.902828, -1.4056715 50.9028778, -1.405684 50.9029123, -1.4056942 50.9029466, -1.4057581 50.9032345, -1.4057903 50.9033805)",,,,
"[1064056867, 995918980, 995918981, 30440039, 369545715, 997951828, 997951829, 913694007]","['Hanover Buildings', 'West Bargate', 'Bargate Street']",unclassified,False,True,211.151,"['1', '2']","['20 mph', '30 mph']","LINESTRING (-1.4056073 50.9027582, -1.4054918 50.9027726, -1.405413 50.9027805, -1.4052981 50.9027902, -1.4050743 50.9028003, -1.4048658 50.9028075, -1.4046619 50.9028112, -1.4045939 50.9028114, -1.404521 50.9028146, -1.4044774 50.9028218, -1.4044287 50.9028353, -1.4044032 50.9028478, -1.4043707 50.9028714, -1.4043474 50.9028988, -1.4042996 50.9029599, -1.4042412 50.9030181, -1.4042081 50.9030439, -1.4041558 50.9030746, -1.4040921 50.9030932, -1.4040382 50.9031022, -1.4039918 50.9031068, -1.403952 50.9031056, -1.4038145 50.9030974, -1.4037526 50.9030923, -1.4034568 50.9030713, -1.4032734 50.9030628, -1.4031499 50.9030607, -1.403039 50.9030585, -1.4029352 50.9030544, -1.4028202 50.903049)",,,,
"[1040355432, 1223172203, 243994299, 1040355431]",Castle Way,unclassified,False,True,89.017,2,30 mph,"LINESTRING (-1.4056073 50.9027582, -1.4055934 50.9026955, -1.4055809 50.9026387, -1.4055678 50.9025885, -1.4055383 50.9024935, -1.4054952 50.9023976, -1.4054802 50.9023711, -1.4054305 50.9022833, -1.4053523 50.9021739, -1.4052115 50.9020046)",,,,
4082113,Lansdowne Hill,residential,False,False,37.447,,20 mph,"LINESTRING (-1.4047772 50.9010156, -1.4050514 50.9009955, -1.4051084 50.9009986, -1.4053084 50.9010094)",,,,
243994299,Castle Way,unclassified,False,False,115.032,2,30 mph,"LINESTRING (-1.4047772 50.9010156, -1.4047917 50.9011981, -1.4048326 50.9013422, -1.4049576 50.9016168, -1.4051529 50.9019262, -1.4052115 50.9020046)",,,,
243994299,Castle Way,unclassified,False,True,60.949999999999996,2,30 mph,"LINESTRING (-1.4047772 50.9010156, -1.4047557 50.9005195, -1.404752 50.9004677)",,,,
5948201,Simnel Street,unclassified,False,True,40.141,,20 mph,"LINESTRING (-1.4058539 50.9000749, -1.4052815 50.9000736)",,,,
4077572,Upper Bugle Street,residential,False,False,45.642,,20 mph,"LINESTRING (-1.4058539 50.9000749, -1.4058712 50.9001291, -1.4058667 50.9002841, -1.405862 50.9004443, -1.4058421 50.9004822)",,,,
"[508709136, 4077572]","['Bugle Street', 'Upper Bugle Street']",residential,False,True,147.297,,20 mph,"LINESTRING (-1.4058539 50.9000749, -1.4058416 50.9000095, -1.4058377 50.8999886, -1.4058498 50.8997367, -1.4058183 50.8996267, -1.4058367 50.8994916, -1.4059442 50.8989981, -1.4059961 50.8987601)",,,,
4077572,Upper Bugle Street,residential,False,True,45.641999999999996,,20 mph,"LINESTRING (-1.4058421 50.9004822, -1.405862 50.9004443, -1.4058667 50.9002841, -1.4058712 50.9001291, -1.4058539 50.9000749)",,,,
4077573,Hamtun Street,residential,False,True,76.701,,20 mph,"LINESTRING (-1.4058421 50.9004822, -1.4057726 50.9004946, -1.4053525 50.9004859, -1.4051856 50.9004799, -1.404752 50.9004677)",,,,
177364068,Castle Square,residential,False,False,85.03,,20 mph,"LINESTRING (-1.4058421 50.9004822, -1.4058841 50.9005504, -1.4058775 50.9006664, -1.4058589 50.9008732, -1.4055785 50.9011963)",,,,
