osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
8252854,2,A949,Castle Street,primary,30 mph,False,False,74.446,"LINESTRING (-4.0330582 57.8805609, -4.0318939 57.8803059)",,
102270046,,,Eaglefield Road,residential,30 mph,False,True,72.931,"LINESTRING (-4.0330582 57.8805609, -4.0335653 57.879963)",,
126415580,2,A949,,primary,30 mph,False,True,105.906,"LINESTRING (-4.0330582 57.8805609, -4.0347051 57.8809356)",,
"[102270071, 296253239]",,,"['St Gilbert Street', 'Eaglefield Road']",residential,30 mph,False,False,109.148,"LINESTRING (-4.0330582 57.8805609, -4.0329369 57.8807173, -4.032837 57.880811, -4.0327576 57.8808563, -4.0316936 57.8805511)",,
102270054,2,,Station Road,tertiary,30 mph,False,True,111.329,"LINESTRING (-4.027922 57.8821592, -4.0279247 57.881158)",,
55602448,,,,residential,30 mph,False,False,37.372,"LINESTRING (-4.027922 57.8821592, -4.0281423 57.8822078, -4.0285059 57.882288)",,
102270054,2,,Station Road,tertiary,30 mph,False,False,110.97800000000001,"LINESTRING (-4.027922 57.8821592, -4.0277211 57.8823955, -4.0275236 57.8826769, -4.0272358 57.8830877)",,
26306822,1,,Bridge Street,tertiary,30 mph,False,True,8.925,"LINESTRING (-4.0278856 57.8799998, -4.0278276 57.8799257)",,
26306822,1,,Bridge Street,tertiary,30 mph,False,False,55.073,"LINESTRING (-4.0278856 57.8799998, -4.0279047 57.8800337, -4.0279135 57.8800874, -4.027921 57.8801326, -4.0279169 57.8804932)",,
26306827,,,Argyll Street,tertiary,,False,True,24.612000000000002,"LINESTRING (-4.0278856 57.8799998, -4.027691 57.8800141, -4.0274732 57.88003)",,
26306823,,,Church Street,unclassified,,False,False,37.105,"LINESTRING (-4.0275167 57.87899, -4.0274825 57.8786568)",,
26306824,,,Golf Road,unclassified,,False,False,122.513,"LINESTRING (-4.0275167 57.87899, -4.0264914 57.8789853, -4.0263094 57.8789817, -4.0254453 57.8789648)",,
935924165,,,Church Street,unclassified,,False,True,108.72099999999999,"LINESTRING (-4.0275167 57.87899, -4.0275502 57.8796699, -4.0275701 57.8797118, -4.027618 57.8797482, -4.0276455 57.8797691, -4.0277391 57.8798402, -4.0277793 57.8798744, -4.0278276 57.8799257)",,
26306826,,,Kennedy Avenue,unclassified,,False,False,112.274,"LINESTRING (-4.0247472 57.8789544, -4.0246136 57.8799616)",,
26306824,,,Golf Road,unclassified,,False,True,41.291,"LINESTRING (-4.0247472 57.8789544, -4.0249826 57.8789569, -4.0254453 57.8789648)",,
26306825,,,,tertiary,,False,False,24.01,"LINESTRING (-4.0246136 57.8799616, -4.0242205 57.8799074)",,
26306826,,,Kennedy Avenue,unclassified,,False,True,112.274,"LINESTRING (-4.0246136 57.8799616, -4.0247472 57.8789544)",,
26306827,,,Argyll Street,tertiary,,False,False,171.776,"LINESTRING (-4.0246136 57.8799616, -4.0252719 57.8800899, -4.0260525 57.8800707, -4.027132 57.8800442, -4.0274732 57.88003)",,
26306825,,,,tertiary,,False,True,24.01,"LINESTRING (-4.0242205 57.8799074, -4.0246136 57.8799616)",,
26306829,,,MacDonald Road,unclassified,,False,False,37.305,"LINESTRING (-4.0242205 57.8799074, -4.0240274 57.8802268)",,
55602336,,,Grange Road,tertiary,,False,False,253.102,"LINESTRING (-4.0242205 57.8799074, -4.0234606 57.8798598, -4.0233271 57.8798541, -4.0227284 57.8798283, -4.0226076 57.8798437, -4.0223933 57.8799181, -4.0214421 57.8802294, -4.0213142 57.8802713, -4.020405 57.8806316)",,
55602333,,,,residential,,False,False,28.109,"LINESTRING (-4.0274418 57.8804835, -4.0279169 57.8804932)",,
"[55602446, 26306831]",,,"['Bishopfield Road', 'School Hill']","['unclassified', 'residential']",,False,"[False, True]",114.711,"LINESTRING (-4.0274418 57.8804835, -4.0272594 57.8804936, -4.0271292 57.8805183, -4.02693 57.8806505, -4.026433 57.8809124, -4.0260659 57.8810825, -4.0260518 57.8811423)",,
26306832,,,Wallace Street,unclassified,,False,False,50.578,"LINESTRING (-4.0274418 57.8804835, -4.0274897 57.880107, -4.0274732 57.88003)",,
26306827,,,Argyll Street,tertiary,,False,False,24.612000000000002,"LINESTRING (-4.0274732 57.88003, -4.027691 57.8800141, -4.0278856 57.8799998)",,
26306827,,,Argyll Street,tertiary,,False,True,171.776,"LINESTRING (-4.0274732 57.88003, -4.027132 57.8800442, -4.0260525 57.8800707, -4.0252719 57.8800899, -4.0246136 57.8799616)",,
26306832,,,Wallace Street,unclassified,,False,True,50.578,"LINESTRING (-4.0274732 57.88003, -4.0274897 57.880107, -4.0274418 57.8804835)",,
26306828,1,,Murray Road,unclassified,,False,True,134.766,"LINESTRING (-4.026011 57.8806955, -4.0260194 57.8806102, -4.0243591 57.8802827, -4.0240274 57.8802268)",4,
26306833,,,High Street,tertiary,30 mph,False,False,26.417,"LINESTRING (-4.0309645 57.8801003, -4.0307768 57.8803159)",,
8252854,2,A949,Castle Street,primary,30 mph,False,False,46.924,"LINESTRING (-4.0309645 57.8801003, -4.0304783 57.8799954, -4.0302206 57.8799544)",,
8252854,2,A949,Castle Street,primary,30 mph,False,True,59.513999999999996,"LINESTRING (-4.0309645 57.8801003, -4.0318405 57.8802941, -4.0318939 57.8803059)",,
