osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,junction,bridge
26823188,,,Stonefield Road,residential,30 mph,,True,False,22.861,"LINESTRING (0.5836477 50.857951, 0.5836608 50.8580693, 0.5836895 50.8581544)",,
26823188,,,Stonefield Road,residential,30 mph,,True,False,193.03100000000003,"LINESTRING (0.5836895 50.8581544, 0.5837731 50.8582805, 0.5838628 50.8583989, 0.5839464 50.8585234, 0.5841108 50.8587392, 0.5842007 50.8588993, 0.5843005 50.8591485, 0.584443 50.8594567, 0.5845874 50.8597322, 0.5846012 50.8597596, 0.5846134 50.8597849)",,
27022116,,,Wellington Mews,residential,30 mph,,False,False,89.71600000000001,"LINESTRING (0.5836895 50.8581544, 0.5834394 50.8582114, 0.5834149 50.858227, 0.5834088 50.8582475, 0.5836776 50.8587064, 0.583737 50.8588065)",,
26823206,,,Stonefield Place,residential,30 mph,,False,False,22.381999999999998,"LINESTRING (0.5842983 50.8598128, 0.5844982 50.8597886, 0.5846134 50.8597849)",,
27022116,,,Wellington Mews,residential,30 mph,,False,True,118.65299999999999,"LINESTRING (0.5842983 50.8598128, 0.584139 50.8595034, 0.5840183 50.8592854, 0.5838326 50.8589596, 0.583737 50.8588065)",,
23370740,2,A21,Cornwallis Terrace,trunk,30 mph,yes,True,False,56.846,"LINESTRING (0.5772092 50.8571455, 0.5775805 50.8571749, 0.5778177 50.8571921, 0.5778724 50.8571961, 0.5780113 50.8572142)",,
"[27791938, 1265855587]",1,A21,Priory Street,trunk,30 mph,yes,True,False,15.741,"LINESTRING (0.5772092 50.8571455, 0.5772917 50.8570943, 0.577327 50.8570608, 0.5773497 50.8570364)",,
27791957,,,Robertson Passage,unclassified,30 mph,,False,False,82.756,"LINESTRING (0.5787521 50.8551918, 0.5785476 50.8551805, 0.5782343 50.855163, 0.578133 50.85515, 0.5778938 50.855075, 0.5776398 50.8549884)",,
27791957,,,Robertson Passage,unclassified,30 mph,,False,True,22.868000000000002,"LINESTRING (0.5774005 50.8548494, 0.5775339 50.8549185, 0.5776398 50.8549884)",,
27791957,,,Robertson Passage,unclassified,30 mph,,False,False,22.868000000000002,"LINESTRING (0.5776398 50.8549884, 0.5775339 50.8549185, 0.5774005 50.8548494)",,
27791957,,,Robertson Passage,unclassified,30 mph,,False,True,82.756,"LINESTRING (0.5776398 50.8549884, 0.5778938 50.855075, 0.578133 50.85515, 0.5782343 50.855163, 0.5785476 50.8551805, 0.5787521 50.8551918)",,
"[59935457, 866464334]",2,,Robertson Passage,unclassified,30 mph,,False,True,30.128,"LINESTRING (0.5776398 50.8549884, 0.5775124 50.8550655, 0.5774491 50.8551208, 0.5774287 50.8551377, 0.5774008 50.8551488, 0.5773242 50.8551581)",,
59942528,,,,unclassified,30 mph,,False,True,6.784,"LINESTRING (0.5886704 50.855258, 0.5886419 50.8553163)",,
59963023,1,A259,Marine Parade,trunk,30 mph,yes,True,False,115.31,"LINESTRING (0.5886704 50.855258, 0.588457 50.8552285, 0.5882517 50.8552185, 0.5875364 50.8551962, 0.5874699 50.8551941, 0.5872221 50.8551931, 0.5870395 50.8552207)",,
26711407,2,,,trunk,30 mph,yes,True,False,15.817,"LINESTRING (0.5834613 50.8549177, 0.5834265 50.8548996, 0.5833863 50.8548868, 0.5833426 50.8548797, 0.5832976 50.8548789, 0.5832533 50.8548841)",roundabout,
156347496,2,A21,Cambridge Road,trunk,30 mph,yes,False,False,4.24,"LINESTRING (0.5757859 50.8556098, 0.575846 50.8556136)",,
156347496,2,A21,Cambridge Road,trunk,30 mph,yes,False,True,24.753,"LINESTRING (0.5757859 50.8556098, 0.5757544 50.8556078, 0.5754393 50.8555692)",,
60070084,3,A259,Grand Parade,trunk,30 mph,yes,False,True,107.977,"LINESTRING (0.5779488 50.8543919, 0.5794707 50.8545329)",,
941910070,,,Robertson Terrace,residential,30 mph,,False,False,19.206,"LINESTRING (0.5779488 50.8543919, 0.577906 50.8545625)",,
"[60070084, 1188270829]","['4', '3']",A259,Grand Parade,trunk,30 mph,yes,False,False,101.089,"LINESTRING (0.5779488 50.8543919, 0.5772809 50.8543317, 0.5768666 50.8542977, 0.5767087 50.8542978, 0.5765199 50.8543096)",,
36115318,3,A259,Denmark Place,trunk,30 mph,yes,False,False,52.665000000000006,"LINESTRING (0.5828761 50.8548652, 0.5823998 50.8548088, 0.5823359 50.854802, 0.5821378 50.8547811)",,
36115319,1,A259,Denmark Place,trunk,30 mph,yes,True,False,21.014,"LINESTRING (0.5828761 50.8548652, 0.5829932 50.854916, 0.5830489 50.8549543, 0.5831123 50.8549795)",,
26711599,,,Castle Hill Road,residential,30 mph,,False,False,88.04100000000001,"LINESTRING (0.58387 50.8563817, 0.5839566 50.8564739, 0.5839934 50.8565131, 0.5840236 50.856552, 0.5841024 50.8566536, 0.5841421 50.8567589, 0.5841601 50.8568665, 0.5841605 50.8569989, 0.5841195 50.8571301)",,
26711599,,,Castle Hill Road,residential,30 mph,,False,True,123.67099999999999,"LINESTRING (0.58387 50.8563817, 0.5837981 50.8563046, 0.5837775 50.8562839, 0.5836524 50.8561584, 0.5836244 50.8561302, 0.5835028 50.8560306, 0.5833811 50.8559468, 0.5830284 50.8557263, 0.5828717 50.8556216, 0.5827761 50.8555777, 0.5827138 50.8555553)",,
37315319,,,Castle Hill Passage,unclassified,30 mph,,True,False,123.711,"LINESTRING (0.58387 50.8563817, 0.5837919 50.8564341, 0.5837841 50.856469, 0.5836865 50.8565558, 0.5835757 50.8566602, 0.5835152 50.8567172, 0.5830373 50.8569603, 0.5827704 50.8570752, 0.5826583 50.8571248, 0.5826158 50.8571233)",,
37611476,,,Russell Street,unclassified,30 mph,,True,False,135.82500000000002,"LINESTRING (0.5826158 50.8571233, 0.5826034 50.8571035, 0.5824417 50.8569496, 0.5823331 50.8568532, 0.5822583 50.8567895, 0.5820774 50.8566294, 0.582064 50.8566174, 0.581627 50.8562371, 0.5815386 50.8561932, 0.5814777 50.8561398)",,
691384480,2,A2101,Queens Road,primary,20 mph,,False,False,6.1,"LINESTRING (0.5822479 50.857372, 0.5822061 50.8573239)",,
"[37611477, 37315317]",,,Portland Place,residential,30 mph,,True,False,169.84499999999997,"LINESTRING (0.5822479 50.857372, 0.5824638 50.8572853, 0.5826262 50.8572162, 0.582765 50.8571571, 0.5829358 50.8570793, 0.5829949 50.8570756, 0.5830483 50.8570912, 0.5830928 50.8571372, 0.5831548 50.8572529, 0.5832303 50.8574141, 0.5833866 50.8577203, 0.5834344 50.8577925, 0.5835009 50.8579726)",,
"[691384482, 884521219]",2,A2101,Queens Road,primary,"['20 mph', '30 mph']",,False,True,26.527,"LINESTRING (0.5822479 50.857372, 0.5822947 50.857435, 0.582384 50.8575943)",,
691384480,2,A2101,Queens Road,primary,20 mph,,False,True,6.1,"LINESTRING (0.5822061 50.8573239, 0.5822479 50.857372)",,
272556106,,,Castle Hill Passage,unclassified,30 mph,,True,False,36.937999999999995,"LINESTRING (0.5822061 50.8573239, 0.5825945 50.8571551, 0.5826158 50.8571233)",,
"[1052456688, 1052456689, 1052456690, 26711544, 691384477]",2,A2101,"['Queens Road', 'Albert Road']",primary,"['20 mph', '30 mph']",,False,False,160.87699999999998,"LINESTRING (0.5822061 50.8573239, 0.582181 50.8572952, 0.5821369 50.8572449, 0.5820893 50.8571932, 0.5820511 50.85716, 0.5818886 50.8570055, 0.581697 50.8568499, 0.5812759 50.8565033, 0.5812434 50.856468, 0.5812198 50.856436, 0.5812028 50.8563923, 0.5812122 50.856339, 0.5812439 50.8563014, 0.581286 50.8562676, 0.581338 50.8562315, 0.5814777 50.8561398)",,
27022087,,,Stone Street,residential,30 mph,,False,False,10.58,"LINESTRING (0.5835009 50.8579726, 0.5836477 50.857951)",,
27022087,,,Stone Street,residential,30 mph,,False,True,56.382000000000005,"LINESTRING (0.5835009 50.8579726, 0.5830934 50.8580337, 0.5827225 50.8580975)",,
665169049,,,Pelham Crescent,residential,,,False,True,89.32700000000001,"LINESTRING (0.5851131 50.8553165, 0.58504 50.8553485, 0.5849521 50.8553726, 0.5848478 50.8553973, 0.5847188 50.8554122, 0.5845294 50.8554054, 0.5843568 50.8553667, 0.5842273 50.8553181, 0.5841759 50.8552883, 0.584137 50.8552449, 0.5841315 50.8551358)",,
27783483,3,A2101,Albert Road,primary,30 mph,,False,False,22.494,"LINESTRING (0.582103 50.8549822, 0.5821095 50.8549434, 0.5821159 50.8549045, 0.5821378 50.8547811)",,
"[27783483, 1091697493, 1265853734, 1052456691]",3,A2101,Albert Road,primary,30 mph,,False,True,57.798,"LINESTRING (0.582103 50.8549822, 0.5820762 50.8551328, 0.5820604 50.8552492, 0.5820476 50.8553478, 0.5820438 50.8553833, 0.5820285 50.8554998)",,
"[1159125800, 59935462, 1159125799]",,,Pelham Street,unclassified,30 mph,,True,False,139.733,"LINESTRING (0.582103 50.8549822, 0.5819876 50.8549784, 0.5819002 50.8549813, 0.5817575 50.854986, 0.5815509 50.8550178, 0.5814863 50.8550278, 0.581133 50.8550942, 0.5810711 50.8551058, 0.5808069 50.8551362, 0.5807451 50.8551441, 0.5806708 50.8551501, 0.5806339 50.8551458, 0.5806002 50.8551323, 0.5805816 50.85511, 0.5805501 50.8550659, 0.5805372 50.8550411, 0.5805082 50.8550204, 0.5804516 50.8550045, 0.5803956 50.8549807, 0.5803129 50.8549283)",,
182972374,2,A21,Harold Place,trunk,30 mph,yes,False,True,35.177,"LINESTRING (0.5803129 50.8549283, 0.5803757 50.8548333, 0.5804379 50.8547305, 0.5804579 50.8546279)",,
"[665169043, 26781412]",2,A21,"['Havelock Road', 'Harold Place']",trunk,30 mph,yes,False,False,305.93199999999996,"LINESTRING (0.5803129 50.8549283, 0.5802582 50.8550074, 0.5801455 50.855237, 0.5800915 50.8553566, 0.5800329 50.8554667, 0.5799544 50.8555683, 0.579884 50.8556215, 0.5797105 50.8557169, 0.5792852 50.8558924, 0.5789652 50.8560427, 0.5787244 50.8561863, 0.5786407 50.8562545, 0.5785936 50.8562929, 0.5784344 50.8564326, 0.5783155 50.8565626, 0.5781417 50.8568214, 0.5780862 50.8569315, 0.578041 50.8570449, 0.578034 50.8570775, 0.5780189 50.8571482)",,
26711407,2,,,trunk,30 mph,yes,True,False,34.147999999999996,"LINESTRING (0.5831123 50.8549795, 0.583108 50.8550217, 0.5831253 50.8550626, 0.5831625 50.8550978, 0.5832194 50.855125, 0.5832876 50.8551383, 0.5833588 50.8551362, 0.5834247 50.8551189)",roundabout,
59942528,,,,unclassified,30 mph,,False,False,13.588999999999999,"LINESTRING (0.5885262 50.8554137, 0.5885957 50.855364, 0.5886419 50.8553163)",,
59935447,1,A259,Marine Parade,trunk,30 mph,yes,True,False,59.001,"LINESTRING (0.5878071 50.8552675, 0.5883287 50.8552825, 0.5884853 50.8552929, 0.5886419 50.8553163)",,
"[59942513, 917421007]",,,West Street,unclassified,30 mph,,True,False,58.672999999999995,"LINESTRING (0.5878071 50.8552675, 0.5878209 50.8553295, 0.5878353 50.8553492, 0.5878717 50.8553594, 0.5879965 50.8553587, 0.5882156 50.855372, 0.5885262 50.8554137)",,
59942528,,,,unclassified,30 mph,,False,False,6.784,"LINESTRING (0.5886419 50.8553163, 0.5886704 50.855258)",,
59942528,,,,unclassified,30 mph,,False,True,13.588999999999999,"LINESTRING (0.5886419 50.8553163, 0.5885957 50.855364, 0.5885262 50.8554137)",,
156347496,2,A21,Cambridge Road,trunk,30 mph,yes,False,True,54.602,"LINESTRING (0.5766225 50.855632, 0.5764908 50.8556356, 0.5761867 50.8556315, 0.5758724 50.8556148, 0.575846 50.8556136)",,
235028267,1,A21,Cambridge Gardens,trunk,30 mph,yes,True,False,20.17,"LINESTRING (0.5766225 50.855632, 0.5767174 50.8556619, 0.5767688 50.8556963, 0.576782 50.8557132, 0.5768129 50.8557574)",,
27021246,,,St. Andrew's Square,residential,30 mph,,False,False,12.67,"LINESTRING (0.5820709 50.8586523, 0.5821778 50.8586072, 0.5822221 50.8585901)",,
180235813,,,St. Andrew's Square,residential,30 mph,,False,True,10.508,"LINESTRING (0.5818481 50.8587336, 0.5817674 50.8587619, 0.5817144 50.8587758)",,
180235811,,,Brook Street,residential,30 mph,,False,False,10.54,"LINESTRING (0.5827591 50.8588462, 0.5828836 50.8587932)",,
182972462,,,Castle Gardens,unclassified,10 mph,,False,False,45.099,"LINESTRING (0.5832158 50.8555276, 0.5830912 50.8554634, 0.5830233 50.8554331, 0.5828551 50.8554509, 0.5827973 50.8554652, 0.5827649 50.8554927, 0.5827138 50.8555553)",,
26711599,,,Castle Hill Road,residential,30 mph,,False,False,123.67100000000002,"LINESTRING (0.5827138 50.8555553, 0.5827761 50.8555777, 0.5828717 50.8556216, 0.5830284 50.8557263, 0.5833811 50.8559468, 0.5835028 50.8560306, 0.5836244 50.8561302, 0.5836524 50.8561584, 0.5837775 50.8562839, 0.5837981 50.8563046, 0.58387 50.8563817)",,
26711599,,,Castle Hill Road,residential,30 mph,,False,True,48.834,"LINESTRING (0.5827138 50.8555553, 0.5825825 50.8555244, 0.5822803 50.8555062, 0.5820285 50.8554998)",,
182972462,,,Castle Gardens,unclassified,10 mph,,False,True,45.099,"LINESTRING (0.5827138 50.8555553, 0.5827649 50.8554927, 0.5827973 50.8554652, 0.5828551 50.8554509, 0.5830233 50.8554331, 0.5830912 50.8554634, 0.5832158 50.8555276)",,
183113085,,,Priory Road,residential,30 mph,,False,False,104.63300000000001,"LINESTRING (0.5886106 50.8597563, 0.5884306 50.8595664, 0.5881836 50.8592966, 0.5879897 50.8589073)",,
184760692,,,Elford Street,residential,30 mph,,False,True,34.626,"LINESTRING (0.5832808 50.858925, 0.583737 50.8588065)",,
556145187,2,A2101,Queens Road,primary,30 mph,,False,False,3.953,"LINESTRING (0.5832808 50.858925, 0.5832587 50.8588923)",,
184760692,,,Elford Street,residential,30 mph,,False,False,34.626,"LINESTRING (0.583737 50.8588065, 0.5832808 50.858925)",,
27022116,,,Wellington Mews,residential,30 mph,,False,False,118.65299999999999,"LINESTRING (0.583737 50.8588065, 0.5838326 50.8589596, 0.5840183 50.8592854, 0.584139 50.8595034, 0.5842983 50.8598128)",,
27022116,,,Wellington Mews,residential,30 mph,,False,True,89.71600000000001,"LINESTRING (0.583737 50.8588065, 0.5836776 50.8587064, 0.5834088 50.8582475, 0.5834149 50.858227, 0.5834394 50.8582114, 0.5836895 50.8581544)",,
235028269,1,,Cornwallis Terrace,tertiary,30 mph,,True,False,38.751999999999995,"LINESTRING (0.5763972 50.8571134, 0.5766349 50.857123, 0.5767917 50.8571264, 0.5769486 50.8571299)",,
1158563608,2,,Cornwallis Terrace,tertiary,30 mph,,False,True,64.741,"LINESTRING (0.5763972 50.8571134, 0.5761166 50.8571243, 0.5758547 50.8571476, 0.5756495 50.8571743, 0.5755858 50.8571824, 0.5754856 50.8571952)",,
442612991,1,A21,Cambridge Gardens,trunk,30 mph,yes,True,False,145.714,"LINESTRING (0.5768129 50.8557574, 0.5767977 50.8557793, 0.5766539 50.8558709, 0.5765177 50.8559641, 0.5764446 50.856059, 0.5764043 50.8561538, 0.5763431 50.8563878, 0.5763856 50.8566069, 0.5765472 50.8569617)",,
27787591,,,Claremont,unclassified,30 mph,,False,False,20.004,"LINESTRING (0.5764046 50.8554198, 0.5764395 50.855415, 0.5764332 50.8552577)",,
974477935,,,Wellington Square,residential,30 mph,,True,False,12.615,"LINESTRING (0.5822131 50.8558278, 0.5821423 50.8558417, 0.582037 50.8558464)",,
"[1265853380, 26711749]",,,Wellington Square,residential,30 mph,,True,False,15.433000000000002,"LINESTRING (0.5822131 50.8558278, 0.5821303 50.855887, 0.5820863 50.8559375, 0.5820846 50.8559394)",,
26711749,,,Wellington Square,residential,30 mph,,True,False,245.002,"LINESTRING (0.5820846 50.8559394, 0.5820897 50.8559654, 0.5821176 50.8560055, 0.5821515 50.8560384, 0.5827577 50.8566056, 0.5828078 50.856633, 0.5829043 50.856638, 0.5829974 50.8566221, 0.5832715 50.8564827, 0.5832935 50.8564474, 0.5832935 50.8564213, 0.5832693 50.8563769, 0.583212 50.8563204, 0.5830986 50.8562363, 0.5828606 50.8560817, 0.5825179 50.855872, 0.5824548 50.8558284, 0.5823451 50.8558061, 0.5822729 50.855813, 0.5822131 50.8558278)",,
1052501654,3,A259,Breeds Place,trunk,30 mph,yes,False,False,7.844,"LINESTRING (0.5841315 50.8551358, 0.58402 50.8551311)",,
665169049,,,Pelham Crescent,residential,,,False,False,89.327,"LINESTRING (0.5841315 50.8551358, 0.584137 50.8552449, 0.5841759 50.8552883, 0.5842273 50.8553181, 0.5843568 50.8553667, 0.5845294 50.8554054, 0.5847188 50.8554122, 0.5848478 50.8553973, 0.5849521 50.8553726, 0.58504 50.8553485, 0.5851131 50.8553165)",,
"[59935461, 1052501651, 1052501652, 1052501653, 665169053]","['2', '3']",A259,"['Sturdee Place', 'Pelham Place']",trunk,30 mph,yes,False,True,204.36800000000002,"LINESTRING (0.5841315 50.8551358, 0.5845049 50.8551481, 0.5846124 50.8551512, 0.5846802 50.8551531, 0.5847554 50.8551565, 0.5849247 50.8551641, 0.5851148 50.8551717, 0.585393 50.8551756, 0.5860312 50.8551925, 0.5862589 50.8551962, 0.5868187 50.8552163, 0.5870395 50.8552207)",,
27022026,,,Middle Street,unclassified,30 mph,,False,True,45.444,"LINESTRING (0.5802253 50.8562934, 0.5800429 50.8563047, 0.5799441 50.8563176, 0.5798453 50.8563472, 0.579723 50.8564028, 0.5796426 50.8564436)",,
27022058,,,Station Road,unclassified,30 mph,,False,False,15.415,"LINESTRING (0.5788131 50.8573957, 0.5788685 50.8573699, 0.5789539 50.857335, 0.5790017 50.8573281)",,
866464343,1,,Devonshire Road,unclassified,30 mph,,True,False,34.048,"LINESTRING (0.5788131 50.8573957, 0.5787651 50.8573981, 0.5787218 50.8573916, 0.5786729 50.8573743, 0.5785982 50.8573241, 0.578565 50.8573017, 0.5784906 50.8572504, 0.578437 50.8572235)",,
866464342,2,A21,,trunk,30 mph,yes,False,True,7.358,"LINESTRING (0.5780189 50.8571482, 0.5780113 50.8572142)",,
"[665169043, 26781412]",2,A21,"['Havelock Road', 'Harold Place']",trunk,30 mph,yes,False,True,305.93199999999996,"LINESTRING (0.5780189 50.8571482, 0.578034 50.8570775, 0.578041 50.8570449, 0.5780862 50.8569315, 0.5781417 50.8568214, 0.5783155 50.8565626, 0.5784344 50.8564326, 0.5785936 50.8562929, 0.5786407 50.8562545, 0.5787244 50.8561863, 0.5789652 50.8560427, 0.5792852 50.8558924, 0.5797105 50.8557169, 0.579884 50.8556215, 0.5799544 50.8555683, 0.5800329 50.8554667, 0.5800915 50.8553566, 0.5801455 50.855237, 0.5802582 50.8550074, 0.5803129 50.8549283)",,
"[1265855588, 235028268]",1,A21,Cornwallis Terrace,trunk,30 mph,yes,True,False,49.912000000000006,"LINESTRING (0.5780189 50.8571482, 0.5778861 50.8571393, 0.5777383 50.8571293, 0.5775742 50.8571148, 0.5775009 50.857104, 0.5774183 50.8570792, 0.5774132 50.857076, 0.5773497 50.8570364)",,
866464344,1,,Middle Street,unclassified,30 mph,,True,False,10.583,"LINESTRING (0.5783038 50.8572649, 0.5783691 50.8572518, 0.5784098 50.8572394, 0.578437 50.8572235)",,
1158563606,2,,Devonshire Road,tertiary,30 mph,,True,False,28.741,"LINESTRING (0.5783038 50.8572649, 0.5783804 50.8572924, 0.5784541 50.8573314, 0.5785058 50.8573679, 0.5785278 50.8573834, 0.5786036 50.8574377)",,
27022058,,,Station Road,unclassified,30 mph,,False,True,15.415,"LINESTRING (0.5790017 50.8573281, 0.5789539 50.857335, 0.5788685 50.8573699, 0.5788131 50.8573957)",,
866464354,,,Castledown Terrace,residential,,,False,True,37.113,"LINESTRING (0.5844651 50.8567129, 0.5845474 50.8567918, 0.5847558 50.8569917)",,
27021259,,,Cornwallis Street,residential,30 mph,,False,True,54.233000000000004,"LINESTRING (0.5813385 50.858463, 0.581019 50.85842, 0.5807983 50.8583824, 0.5807286 50.8583509, 0.5807124 50.8583371, 0.5806505 50.858284)",,
28306755,,,Robertson Terrace,residential,30 mph,,True,False,143.318,"LINESTRING (0.5794232 50.8547143, 0.5794133 50.8547424, 0.579405 50.8547761, 0.5793738 50.8548509, 0.5793061 50.8548804, 0.5792714 50.8548955, 0.579164 50.8549071, 0.5780643 50.8548059, 0.577963 50.8547656, 0.5778997 50.8547237, 0.5778728 50.8546807, 0.5778822 50.8546443, 0.5778944 50.8546022, 0.577906 50.8545625)",,
941910071,,,Robertson Terrace,residential,30 mph,,False,False,20.445,"LINESTRING (0.5794232 50.8547143, 0.5794303 50.8546846, 0.5794707 50.8545329)",,
941877308,,,Middle Street,unclassified,30 mph,,False,True,13.77,"LINESTRING (0.5797705 50.8565375, 0.5796426 50.8564436)",,
27791630,,,Braybrooke Close,residential,,,False,False,4.615,"LINESTRING (0.5755896 50.8588749, 0.5755426 50.8588637, 0.5755301 50.8588579)",,
942884329,,,,residential,,,False,False,5.778,"LINESTRING (0.5755301 50.8588579, 0.5754846 50.8589012)",,
27791630,,,Braybrooke Close,residential,,,False,False,138.582,"LINESTRING (0.5755301 50.8588579, 0.5754817 50.8588354, 0.5753688 50.8587785, 0.5752078 50.8586885, 0.5750512 50.8586096, 0.5749164 50.8585378, 0.5748814 50.8585208, 0.5748661 50.8585038, 0.5748693 50.8584802, 0.574888 50.8584631, 0.5749333 50.8584542, 0.5749851 50.8584688, 0.5750225 50.8585021, 0.5750885 50.8585485, 0.575207 50.85861, 0.5753512 50.8586733, 0.5754364 50.8587159, 0.5755252 50.8587648, 0.5755749 50.858777, 0.5757288 50.8587613)",,
27791630,,,Braybrooke Close,residential,,,False,True,4.615,"LINESTRING (0.5755301 50.8588579, 0.5755426 50.8588637, 0.5755896 50.8588749)",,
942884329,,,,residential,,,False,True,5.778,"LINESTRING (0.5754846 50.8589012, 0.5755301 50.8588579)",,
618616898,,,Robertson Street,unclassified,30 mph,,False,False,3.152,"LINESTRING (0.5773242 50.8551581, 0.5773288 50.8551863)",,
618616898,,,Robertson Street,unclassified,30 mph,,False,True,82.104,"LINESTRING (0.5773242 50.8551581, 0.57725 50.8551087, 0.577068 50.8549958, 0.5764685 50.8546551)",,
"[59935457, 866464334]",2,,Robertson Passage,unclassified,30 mph,,False,False,30.128,"LINESTRING (0.5773242 50.8551581, 0.5774008 50.8551488, 0.5774287 50.8551377, 0.5774491 50.8551208, 0.5775124 50.8550655, 0.5776398 50.8549884)",,
156347496,2,A21,Cambridge Road,trunk,30 mph,yes,False,True,4.24,"LINESTRING (0.575846 50.8556136, 0.5757859 50.8556098)",,
156347496,2,A21,Cambridge Road,trunk,30 mph,yes,False,False,54.602000000000004,"LINESTRING (0.575846 50.8556136, 0.5758724 50.8556148, 0.5761867 50.8556315, 0.5764908 50.8556356, 0.5766225 50.855632)",,
178157127,1,A21,Cambridge Gardens,trunk,30 mph,yes,True,False,26.336,"LINESTRING (0.577128 50.8556349, 0.5769331 50.8556888, 0.5768925 50.8557077, 0.5768129 50.8557574)",,
664869046,1,A21,Cambridge Road,trunk,30 mph,yes,True,False,35.591,"LINESTRING (0.577128 50.8556349, 0.5768933 50.8556212, 0.5768359 50.8556235, 0.5766225 50.855632)",,
974477934,,,Wellington Square,residential,30 mph,,False,True,8.737,"LINESTRING (0.582037 50.8558464, 0.5819361 50.8558004)",,
974477933,,,Wellington Square,residential,30 mph,,True,False,10.886,"LINESTRING (0.582037 50.8558464, 0.5820652 50.8558924, 0.5820846 50.8559394)",,
26822984,,,Castledown Avenue,residential,30 mph,,True,False,125.999,"LINESTRING (0.5859649 50.8580029, 0.5858691 50.8579303, 0.5857964 50.8578707, 0.5856517 50.8577649, 0.5855093 50.8576946, 0.5853187 50.8576153, 0.5851884 50.857551, 0.5851649 50.8575128, 0.5851512 50.8574023, 0.5851346 50.8572964, 0.5851088 50.8571329, 0.5851091 50.8570944)",,
182152983,,,Wellington Road,residential,30 mph,,False,False,174.431,"LINESTRING (0.5859649 50.8580029, 0.5858606 50.8580391, 0.5857564 50.8580986, 0.5855839 50.8582105, 0.5854744 50.8582535, 0.5853285 50.8582715, 0.5852034 50.8582461, 0.5849227 50.8581424, 0.5846788 50.858022, 0.5844026 50.8578668, 0.5842072 50.8577302, 0.584199 50.8577232, 0.5840444 50.8575919)",,
182152983,,,Wellington Road,residential,30 mph,,False,True,103.70700000000001,"LINESTRING (0.5859649 50.8580029, 0.5860279 50.8579967, 0.5861722 50.8579825, 0.5863331 50.8579822, 0.586616 50.8579851, 0.5869514 50.8579865, 0.5872107 50.8579823, 0.5873525 50.858001, 0.5874301 50.8580216)",,
