osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,name,bridge
252380641,,residential,,False,True,47.48,"LINESTRING (-6.3945215 54.4507899, -6.3942951 54.4503837)",,,,
252380638,,residential,,False,False,82.09,"LINESTRING (-6.3945215 54.4507899, -6.3950032 54.4507049, -6.3957438 54.4505903)",,,,
252380641,,residential,,False,False,47.48,"LINESTRING (-6.3942951 54.4503837, -6.3945215 54.4507899)",,,,
252379408,,tertiary,,False,True,69.827,"LINESTRING (-6.3955986 54.4520559, -6.3965666 54.4517773)",2,40 mph,Balteagh Road,
"[252379401, 252379408, 253257584, 253257585, 252379411]",,tertiary,,False,False,230.282,"LINESTRING (-6.3955986 54.4520559, -6.3951748 54.4521812, -6.3943327 54.4524479, -6.3933793 54.4527603, -6.3933089 54.4527824, -6.3927724 54.4529782, -6.3926197 54.4530345, -6.3925005 54.4530762)",2,40 mph,Balteagh Road,yes
253257940,,residential,,False,True,153.058,"LINESTRING (-6.3955986 54.4520559, -6.3953895 54.4518121, -6.395122 54.4515442, -6.3949925 54.4513287, -6.3950201 54.4512573, -6.3950783 54.4512196, -6.3955933 54.4511478, -6.3957918 54.4510792)",,,Avondale Manor,
733999172,A3,primary,,True,False,34.745000000000005,"LINESTRING (-6.3928764 54.4498044, -6.3927397 54.4497297, -6.3925669 54.4496564, -6.3924408 54.4496269)",,,,
252379984,,tertiary,roundabout,True,False,17.314,"LINESTRING (-6.3985261 54.4511827, -6.3985785 54.4512149, -6.3986013 54.4512438, -6.3986097 54.4512751, -6.3985921 54.4513219)",1,40 mph,,
291299089,,tertiary,,True,False,32.131,"LINESTRING (-6.3985261 54.4511827, -6.3986546 54.4511758, -6.3990178 54.4511415)",1,40 mph,,
252379984,,tertiary,roundabout,True,False,4.414,"LINESTRING (-6.3982376 54.451223, -6.3982796 54.4511917)",1,40 mph,,
252379409,,tertiary,roundabout,True,False,11.388,"LINESTRING (-6.3911452 54.4535572, -6.3912001 54.4535973, -6.391223 54.4536467)",1,40 mph,,
291299083,,tertiary,,True,False,19.137,"LINESTRING (-6.3911452 54.4535572, -6.391239 54.4535357, -6.3914243 54.4535)",1,40 mph,Balteagh Road,
252380444,,unclassified,roundabout,True,False,26.59,"LINESTRING (-6.3927665 54.4465911, -6.3927971 54.4466266, -6.3928055 54.4466661, -6.3927907 54.4467049, -6.3927541 54.4467387, -6.3927 54.4467634, -6.3926348 54.446776)",1,40 mph,,
252380444,,unclassified,roundabout,True,False,28.128999999999998,"LINESTRING (-6.3924391 54.4467265, -6.3924118 54.446693, -6.392404 54.4466562, -6.3924165 54.4466198, -6.3924595 54.4465797, -6.3925264 54.4465529, -6.392606 54.4465436)",1,40 mph,,
252379395,,tertiary,,False,False,497.51000000000005,"LINESTRING (-6.3900158 54.4520658, -6.3897838 54.4517235, -6.38956 54.4514285, -6.3894467 54.4512841, -6.3889147 54.4506434, -6.3883454 54.4500633, -6.3880281 54.4496912, -6.3878758 54.4494202, -6.3877747 54.449235, -6.3876848 54.4490266, -6.3876387 54.4488619, -6.3876147 54.4486965, -6.3875885 54.4485155, -6.3875672 54.448369, -6.3875623 54.4481761, -6.3875878 54.4478947)",2,60 mph,,
"[252379395, 1100617334]",,tertiary,,False,True,149.877,"LINESTRING (-6.3900158 54.4520658, -6.3901635 54.4522911, -6.390644 54.4531101, -6.3907781 54.4533386)",2,"['60 mph', '40 mph']",,
628195428,,residential,,False,False,100.13900000000001,"LINESTRING (-6.3900158 54.4520658, -6.3895723 54.4521624, -6.3893155 54.45223, -6.3886626 54.4524922)",,30 mph,,
252379971,,residential,,False,False,17.073,"LINESTRING (-6.3886626 54.4524922, -6.3886003 54.4524384, -6.3885132 54.4523656)",,30 mph,,
252379971,,residential,,False,True,54.684,"LINESTRING (-6.3886626 54.4524922, -6.3887215 54.4525482, -6.3888972 54.452859, -6.3889141 54.4529575)",,30 mph,,
628195428,,residential,,False,True,100.13900000000001,"LINESTRING (-6.3886626 54.4524922, -6.3893155 54.45223, -6.3895723 54.4521624, -6.3900158 54.4520658)",,30 mph,,
291299084,A3,primary,,True,False,132.262,"LINESTRING (-6.3900898 54.4477542, -6.3895815 54.4475622, -6.3890089 54.4473797, -6.3888055 54.4473314, -6.3886153 54.4473124, -6.3884918 54.4473172, -6.3882542 54.4473626)",2,70 mph,Central Way,
688905988,,unclassified,,False,False,55.699999999999996,"LINESTRING (-6.3900898 54.4477542, -6.3898853 54.4477571, -6.3894427 54.4477774, -6.3892308 54.4477898)",,,,
688905988,,unclassified,,False,True,55.699999999999996,"LINESTRING (-6.3892308 54.4477898, -6.3894427 54.4477774, -6.3898853 54.4477571, -6.3900898 54.4477542)",,,,
24866060,A3,primary,roundabout,True,False,38.137,"LINESTRING (-6.3924408 54.4496269, -6.3923609 54.449622, -6.3922856 54.4496056, -6.3921995 54.4495674, -6.3921402 54.4495147, -6.3921145 54.4494536, -6.3921241 54.4493932)",,,,
1100591917,,tertiary,,True,False,27.058,"LINESTRING (-6.3971589 54.4487069, -6.3970176 54.4487882, -6.3968673 54.4488814)",1,40 mph,Highfield North Road,
1036095851,,residential,,False,False,6.566,"LINESTRING (-6.3899454 54.4528714, -6.3898641 54.4529068)",,30 mph,,
1036095851,,residential,,False,True,7.646,"LINESTRING (-6.3897563 54.4528785, -6.3898641 54.4529068)",,30 mph,,
252379968,,residential,,False,True,5.161,"LINESTRING (-6.3876596 54.4548131, -6.3875949 54.4548403)",,30 mph,,
1036095852,,residential,,False,False,8.037,"LINESTRING (-6.3876596 54.4548131, -6.3875861 54.4547548)",,30 mph,,
252379968,,residential,,False,False,80.58,"LINESTRING (-6.3876596 54.4548131, -6.3879437 54.4546938, -6.3880241 54.4545971, -6.3879705 54.4544942, -6.3875904 54.4542825)",,30 mph,,
1036095852,,residential,,False,True,8.037,"LINESTRING (-6.3875861 54.4547548, -6.3876596 54.4548131)",,30 mph,,
1036095853,,residential,,False,False,7.079,"LINESTRING (-6.3892714 54.4515947, -6.3891689 54.4515723)",,30 mph,,
1036095853,,residential,,False,True,6.745,"LINESTRING (-6.3891561 54.4515121, -6.3891689 54.4515723)",,30 mph,,
1100584108,,residential,,False,True,9.678,"LINESTRING (-6.3980344 54.4473857, -6.3981772 54.4473596)",,,Highfield Manor,
1101327383,,residential,,False,False,7.431,"LINESTRING (-6.3980344 54.4473857, -6.3980092 54.4473205)",,,Highfield Manor,
1100584108,,residential,,False,False,78.684,"LINESTRING (-6.3980344 54.4473857, -6.3977377 54.4474158, -6.3975572 54.4474561, -6.3973777 54.4475411, -6.3972038 54.447581, -6.3970256 54.4475711, -6.3969106 54.4475426)",,,Highfield Manor,
129809506,,tertiary,roundabout,True,False,19.505000000000003,"LINESTRING (-6.396772 54.4487313, -6.3968127 54.4487454, -6.3968602 54.4487811, -6.3968825 54.4488308, -6.3968673 54.4488814)",1,40 mph,,
1100591918,,tertiary,,True,False,25.182000000000002,"LINESTRING (-6.396772 54.4487313, -6.397 54.4487215, -6.3971589 54.4487069)",1,40 mph,Highfield North Road,
1100591923,,tertiary,,True,False,27.482,"LINESTRING (-6.3968473 54.4488984, -6.3968805 54.4491448)",1,40 mph,Highfield Road,
129809506,,tertiary,roundabout,True,False,19.360999999999997,"LINESTRING (-6.3968473 54.4488984, -6.3968173 54.4489237, -6.3967415 54.4489501, -6.3966631 54.4489563, -6.3965864 54.448945)",1,40 mph,,
1100790856,,residential,,False,False,11.888,"LINESTRING (-6.3974535 54.4505109, -6.3976203 54.4504659)",2,,,
252380642,,residential,,False,True,9.578,"LINESTRING (-6.3976203 54.4504659, -6.3976752 54.4505459)",2,,,
1100790856,,residential,,False,True,11.888,"LINESTRING (-6.3976203 54.4504659, -6.3974535 54.4505109)",2,,,
252380642,,residential,,False,False,178.39200000000005,"LINESTRING (-6.3976203 54.4504659, -6.3974065 54.4501539, -6.3973367 54.4500945, -6.3972348 54.4500903, -6.396746 54.4502347, -6.3966786 54.4502915, -6.3966374 54.4504736, -6.3965982 54.4505074, -6.3965273 54.450518, -6.3962156 54.450497, -6.3959545 54.450508, -6.3958265 54.4505542, -6.3957438 54.4505903)",2,,,
252378381,,residential,,False,True,6.623,"LINESTRING (-6.3966162 54.4477331, -6.3965242 54.4477593)",,,Highfield Park,
1101327382,,residential,,False,False,6.899,"LINESTRING (-6.3966162 54.4477331, -6.3966659 54.447788)",,,Highfield Park,
252378381,,residential,,False,False,29.191000000000003,"LINESTRING (-6.3966162 54.4477331, -6.3967896 54.4476639, -6.3969106 54.4475426)",,,Highfield Park,
1101327382,,residential,,False,True,6.899,"LINESTRING (-6.3966659 54.447788, -6.3966162 54.4477331)",,,Highfield Park,
1101327383,,residential,,False,True,7.431,"LINESTRING (-6.3980092 54.4473205, -6.3980344 54.4473857)",,,Highfield Manor,
