osmid,tunnel,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
153578020,,False,,,Lansdowne Road,residential,,True,120.15299999999999,,"LINESTRING (-3.7320387 53.2953416, -3.731092 53.2950121, -3.7304789 53.2947953)"
86309196,,False,,,Upper Promenade,residential,,True,123.408,,"LINESTRING (-3.7333493 53.2995988, -3.732067 53.2993224, -3.7316093 53.2992115)"
75066327,,False,,,Marine Road,residential,,False,67.186,,"LINESTRING (-3.7316093 53.2992115, -3.7313231 53.299791)"
75066327,,False,,,Marine Road,residential,,True,2.527,,"LINESTRING (-3.7316093 53.2992115, -3.7316206 53.2991898)"
86309196,,False,,,Upper Promenade,residential,,False,123.408,,"LINESTRING (-3.7316093 53.2992115, -3.732067 53.2993224, -3.7333493 53.2995988)"
110681505,,False,,,Gerddi Meirion,residential,,False,91.687,,"LINESTRING (-3.7239683 53.2919956, -3.7227799 53.2924143)"
110681505,,False,,,Gerddi Meirion,residential,,True,91.687,,"LINESTRING (-3.7227799 53.2924143, -3.7239683 53.2919956)"
153178060,,False,2,A547,,primary,20 mph,True,42.028,,"LINESTRING (-3.7227799 53.2924143, -3.7230855 53.2927452)"
153178060,,False,2,A547,,primary,20 mph,False,38.522,,"LINESTRING (-3.7227799 53.2924143, -3.7226969 53.292336, -3.7224621 53.2921246)"
110682119,,False,,,Cwrt y Dderwen,residential,,True,71.395,,"LINESTRING (-3.7319505 53.2938425, -3.7312639 53.2937367, -3.7308992 53.2937256)"
41014161,,False,,,Coed Pella Road,residential,,True,40.303,,"LINESTRING (-3.7308992 53.2937256, -3.7308449 53.2940866)"
41014161,,False,,,Coed Pella Road,residential,,False,34.049,,"LINESTRING (-3.7308992 53.2937256, -3.7309291 53.2935333, -3.7309466 53.2934207)"
110682119,,False,,,Cwrt y Dderwen,residential,,False,71.395,,"LINESTRING (-3.7308992 53.2937256, -3.7312639 53.2937367, -3.7319505 53.2938425)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,False,83.179,,"LINESTRING (-3.7276521 53.2965075, -3.7277673 53.2965612, -3.7278933 53.2966334, -3.7281289 53.2968305, -3.7282778 53.296944, -3.7284724 53.2970679)"
"[75064225, 423908082, 156362375]",,False,,B5113,"['Victoria Avenue', ""Prince's Drive""]",secondary,20 mph,True,397.35299999999995,,"LINESTRING (-3.7276521 53.2965075, -3.7275105 53.2964729, -3.7274179 53.2964519, -3.7269025 53.2963621, -3.7266973 53.2963209, -3.7265056 53.2962824, -3.7263989 53.2962635, -3.7261413 53.2962179, -3.7259575 53.2962079, -3.7258476 53.2962313, -3.7255688 53.296308, -3.725441 53.2963274, -3.7253645 53.2963337, -3.725312 53.2963381, -3.7251688 53.2963113, -3.7248865 53.2962336, -3.7242277 53.296057, -3.7237091 53.2959395, -3.7227828 53.2957928, -3.7225745 53.2957655, -3.7223886 53.2957274, -3.7222591 53.2956838, -3.7221882 53.2956394, -3.7221217 53.2955496)"
125691689,,True,,,Penrhyn Road,tertiary,,False,133.233,,"LINESTRING (-3.7276521 53.2965075, -3.7277379 53.2964115, -3.7278382 53.2962789, -3.7282925 53.2957185, -3.7283323 53.2956694, -3.7285267 53.2954295)"
41014164,,False,,,Rhiw Road,residential,,True,18.558,,"LINESTRING (-3.7269566 53.2910776, -3.7269759 53.2912441)"
75064243,,True,,,Mostyn Road,residential,,False,179.894,,"LINESTRING (-3.7313433 53.2963431, -3.7311974 53.2965664, -3.7305618 53.2975393, -3.7303587 53.2978501)"
75066697,,False,,,Queen's Drive,residential,,False,120.57100000000001,,"LINESTRING (-3.7313433 53.2963431, -3.7313724 53.2963013, -3.7319471 53.2954736, -3.7320387 53.2953416)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,73.943,,"LINESTRING (-3.7313433 53.2963431, -3.7308345 53.2961684, -3.7303786 53.2960118)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,121.47800000000001,,"LINESTRING (-3.7313433 53.2963431, -3.7320579 53.2966447, -3.7328364 53.2969733)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,False,114.134,,"LINESTRING (-3.7320317 53.2984006, -3.7336209 53.2987898)"
75066327,,False,,,Marine Road,residential,,False,91.909,,"LINESTRING (-3.7320317 53.2984006, -3.7316206 53.2991898)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,True,127.108,,"LINESTRING (-3.7320317 53.2984006, -3.7316526 53.2982991, -3.7313003 53.2981932, -3.7309154 53.2980581, -3.7303587 53.2978501)"
75066327,,False,,,Marine Road,residential,,True,167.65200000000002,,"LINESTRING (-3.7320317 53.2984006, -3.7320915 53.2982769, -3.732245 53.2979594, -3.7324695 53.2975838, -3.7324856 53.2975568, -3.7325629 53.2974034, -3.7326278 53.2972696, -3.7328364 53.2969733)"
39653596,,False,,,Pwllycrochan Avenue,residential,,True,126.383,,"LINESTRING (-3.7328364 53.2969733, -3.7337507 53.2959767)"
75066327,,False,,,Marine Road,residential,,False,167.65200000000002,,"LINESTRING (-3.7328364 53.2969733, -3.7326278 53.2972696, -3.7325629 53.2974034, -3.7324856 53.2975568, -3.7324695 53.2975838, -3.732245 53.2979594, -3.7320915 53.2982769, -3.7320317 53.2984006)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,121.47800000000001,,"LINESTRING (-3.7328364 53.2969733, -3.7320579 53.2966447, -3.7313433 53.2963431)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,True,114.134,,"LINESTRING (-3.7336209 53.2987898, -3.7320317 53.2984006)"
41014161,,False,,,Coed Pella Road,residential,,True,88.759,,"LINESTRING (-3.7322604 53.2912495, -3.7320557 53.2914402, -3.7316802 53.2917899, -3.7315646 53.2919299)"
41014163,,False,,,Ael Y Bryn Road,residential,,False,156.80499999999998,,"LINESTRING (-3.7322604 53.2912495, -3.7303979 53.2909383, -3.7302216 53.2909146, -3.7299771 53.2909121)"
75064249,,False,,B5113,Victoria Avenue,secondary,20 mph,False,118.008,,"LINESTRING (-3.7219879 53.2952037, -3.7218353 53.2947368, -3.7218116 53.294449, -3.7218609 53.2942057, -3.7218825 53.294155)"
"[219196904, 219196901, 153178047]",,False,,B5113,Victoria Avenue,secondary,20 mph,False,39.551,yes,"LINESTRING (-3.7219879 53.2952037, -3.7220269 53.295267, -3.7220954 53.2954753, -3.7221217 53.2955496)"
1265756608,,True,2,,,trunk_link,50 mph,False,250.666,,"LINESTRING (-3.7219879 53.2952037, -3.7240755 53.2956126, -3.7254546 53.2960671)"
75064249,,False,,B5113,Victoria Avenue,secondary,20 mph,False,51.455999999999996,,"LINESTRING (-3.7218825 53.294155, -3.7219145 53.2941287, -3.7219532 53.2941021, -3.7220796 53.2940607, -3.722204 53.2940284, -3.7223936 53.2939974, -3.7225775 53.2940064)"
75064249,,False,,B5113,Victoria Avenue,secondary,20 mph,True,118.00800000000001,,"LINESTRING (-3.7218825 53.294155, -3.7218609 53.2942057, -3.7218116 53.294449, -3.7218353 53.2947368, -3.7219879 53.2952037)"
75064250,,False,,,Greenfield Road,residential,,False,41.705,,"LINESTRING (-3.7218825 53.294155, -3.7215697 53.2941295, -3.7214575 53.2941162, -3.7212654 53.294089)"
75066327,,False,,,Marine Road,residential,,True,67.186,,"LINESTRING (-3.7313231 53.299791, -3.7316093 53.2992115)"
219052226,,False,,,Erskine Road,residential,,False,150.897,,"LINESTRING (-3.7207483 53.2926362, -3.7199722 53.2939115)"
75064232,,True,,,Erskine Road,residential,,False,137.593,,"LINESTRING (-3.7207483 53.2926362, -3.7210157 53.292181, -3.7210524 53.2921527, -3.7216374 53.2918852, -3.7220079 53.2917157)"
75064249,,False,,B5113,Victoria Avenue,secondary,20 mph,True,51.455999999999996,,"LINESTRING (-3.7225775 53.2940064, -3.7223936 53.2939974, -3.722204 53.2940284, -3.7220796 53.2940607, -3.7219532 53.2941021, -3.7219145 53.2941287, -3.7218825 53.294155)"
156983675,,True,,B5113,Greenfield Road,secondary,20 mph,False,116.482,,"LINESTRING (-3.7225775 53.2940064, -3.7226192 53.2938996, -3.7226715 53.2938555, -3.7227561 53.2938151, -3.723157 53.2936236, -3.7232226 53.2935861, -3.7237762 53.2932693)"
75066697,,False,,,Queen's Drive,residential,,True,192.70000000000002,,"LINESTRING (-3.7334074 53.2938168, -3.7333698 53.2938537, -3.7325091 53.2947224, -3.7322981 53.2949842, -3.732122 53.295223, -3.7320387 53.2953416)"
41014161,,False,,,Coed Pella Road,residential,,False,19.806,,"LINESTRING (-3.7304789 53.2947953, -3.7306102 53.2946354)"
41014161,,False,,,Coed Pella Road,residential,,True,120.31299999999999,,"LINESTRING (-3.7304789 53.2947953, -3.7303603 53.2949481, -3.7299672 53.2954546, -3.729717 53.2957768)"
153578020,,False,,,Lansdowne Road,residential,,False,120.15299999999999,,"LINESTRING (-3.7304789 53.2947953, -3.731092 53.2950121, -3.7320387 53.2953416)"
153178060,,False,2,A547,,primary,20 mph,False,3.435,,"LINESTRING (-3.7237762 53.2932693, -3.7237322 53.2932531)"
153178060,,False,2,A547,,primary,20 mph,True,88.759,,"LINESTRING (-3.7237762 53.2932693, -3.7249133 53.2936879)"
75064256,,False,,,Ivy Street,unclassified,,False,37.76,,"LINESTRING (-3.7262294 53.2955123, -3.7262737 53.2954995, -3.7263059 53.2954883, -3.7263247 53.2954709, -3.7263931 53.2953744, -3.7264641 53.2952742, -3.726466 53.295249, -3.7264668 53.295239, -3.7264588 53.2952213)"
75064256,,False,,,Ivy Street,unclassified,,True,53.06400000000001,,"LINESTRING (-3.7262294 53.2955123, -3.7261771 53.295515, -3.7261302 53.2955051, -3.7260926 53.2954923, -3.7260524 53.2954602, -3.7260377 53.2954113, -3.726047 53.2953448, -3.7260739 53.2952358, -3.7260854 53.2952078, -3.7261231 53.2951158)"
219709820,,False,,,Ivy Street,unclassified,,False,31.875,,"LINESTRING (-3.7262294 53.2955123, -3.7262227 53.2955756, -3.7261986 53.2956309, -3.7260925 53.2957844)"
75064256,,False,,,Ivy Street,unclassified,,False,53.06399999999999,,"LINESTRING (-3.7261231 53.2951158, -3.7260854 53.2952078, -3.7260739 53.2952358, -3.726047 53.2953448, -3.7260377 53.2954113, -3.7260524 53.2954602, -3.7260926 53.2954923, -3.7261302 53.2955051, -3.7261771 53.295515, -3.7262294 53.2955123)"
75064256,,False,,,Ivy Street,unclassified,,True,27.075,,"LINESTRING (-3.7261231 53.2951158, -3.7261275 53.2951051, -3.726157 53.2950306, -3.7261731 53.2949828, -3.7261557 53.2949376, -3.7261208 53.2949031, -3.7260926 53.2948915)"
75064256,,False,,,Ivy Street,unclassified,,True,27.007,,"LINESTRING (-3.7261231 53.2951158, -3.7262576 53.2951292, -3.7263676 53.2951543, -3.7264118 53.2951688, -3.7264467 53.2951944, -3.7264588 53.2952213)"
262211691,,False,,,Ivy Street,unclassified,,False,11.948,,"LINESTRING (-3.7260925 53.2957844, -3.725932 53.295736)"
219709820,,False,,,Ivy Street,unclassified,,False,24.96,,"LINESTRING (-3.7260925 53.2957844, -3.7260645 53.2958249, -3.7259651 53.2959955)"
219709820,,False,,,Ivy Street,unclassified,,True,31.875,,"LINESTRING (-3.7260925 53.2957844, -3.7261986 53.2956309, -3.7262227 53.2955756, -3.7262294 53.2955123)"
262211691,,False,,,Ivy Street,unclassified,,True,11.948,,"LINESTRING (-3.725932 53.295736, -3.7260925 53.2957844)"
219709820,,False,,,Ivy Street,unclassified,,True,24.96,,"LINESTRING (-3.7259651 53.2959955, -3.7260645 53.2958249, -3.7260925 53.2957844)"
75064256,,False,,,Ivy Street,unclassified,,False,27.075000000000003,,"LINESTRING (-3.7260926 53.2948915, -3.7261208 53.2949031, -3.7261557 53.2949376, -3.7261731 53.2949828, -3.726157 53.2950306, -3.7261275 53.2951051, -3.7261231 53.2951158)"
75064256,,False,,,Ivy Street,unclassified,,True,43.531000000000006,,"LINESTRING (-3.7260926 53.2948915, -3.726047 53.2948727, -3.7259545 53.2948622, -3.7255964 53.2948574, -3.7255294 53.2948534, -3.7254506 53.2948455)"
262211693,,False,,,Ivy Street,unclassified,,False,75.828,,"LINESTRING (-3.7260926 53.2948915, -3.7266826 53.2949224, -3.7265637 53.2951025, -3.7264588 53.2952213)"
75064256,,False,,,Ivy Street,unclassified,,False,27.006999999999998,,"LINESTRING (-3.7264588 53.2952213, -3.7264467 53.2951944, -3.7264118 53.2951688, -3.7263676 53.2951543, -3.7262576 53.2951292, -3.7261231 53.2951158)"
75064256,,False,,,Ivy Street,unclassified,,True,37.760000000000005,,"LINESTRING (-3.7264588 53.2952213, -3.7264668 53.295239, -3.726466 53.295249, -3.7264641 53.2952742, -3.7263931 53.2953744, -3.7263247 53.2954709, -3.7263059 53.2954883, -3.7262737 53.2954995, -3.7262294 53.2955123)"
262211693,,False,,,Ivy Street,unclassified,,True,75.828,,"LINESTRING (-3.7264588 53.2952213, -3.7265637 53.2951025, -3.7266826 53.2949224, -3.7260926 53.2948915)"
39653596,,False,,,Pwllycrochan Avenue,residential,,False,126.383,,"LINESTRING (-3.7337507 53.2959767, -3.7328364 53.2969733)"
153578020,,False,,,Lansdowne Road,residential,,True,133.914,,"LINESTRING (-3.7337507 53.2959767, -3.732906 53.2956615, -3.7328414 53.2956377, -3.7320387 53.2953416)"
75066693,,False,,,Queen's Park,residential,,False,70.956,,"LINESTRING (-3.7324494 53.2927778, -3.7319728 53.2933488)"
45086858,,False,,,Queen's Avenue,residential,,False,85.455,,"LINESTRING (-3.7324494 53.2927778, -3.7320251 53.2927243, -3.7316456 53.2926765, -3.7315325 53.2926737, -3.7311821 53.2926865)"
75064222,,True,,,Wynnstay Road,residential,,False,174.259,,"LINESTRING (-3.7293479 53.2974528, -3.7303786 53.2960118)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,False,80.399,,"LINESTRING (-3.7293479 53.2974528, -3.7303587 53.2978501)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,True,72.37599999999999,,"LINESTRING (-3.7293479 53.2974528, -3.7289646 53.2973058, -3.7287228 53.2971997, -3.7287129 53.2971945, -3.7284724 53.2970679)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,True,80.399,,"LINESTRING (-3.7303587 53.2978501, -3.7293479 53.2974528)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,False,127.108,,"LINESTRING (-3.7303587 53.2978501, -3.7309154 53.2980581, -3.7313003 53.2981932, -3.7316526 53.2982991, -3.7320317 53.2984006)"
39653603,,False,,,The Dingle,residential,,True,86.43,,"LINESTRING (-3.7201287 53.2914499, -3.7209021 53.2911597, -3.7212301 53.2910367)"
219052227,,True,,,Belgrave Road,residential,,False,52.594,,"LINESTRING (-3.7200062 53.292472, -3.7207483 53.2926362)"
75066327,,False,,,Marine Road,residential,,False,2.527,,"LINESTRING (-3.7316206 53.2991898, -3.7316093 53.2992115)"
75066327,,False,,,Marine Road,residential,,True,91.909,,"LINESTRING (-3.7316206 53.2991898, -3.7320317 53.2984006)"
691646928,,False,,,,residential,,False,24.378,,"LINESTRING (-3.7316206 53.2991898, -3.7313583 53.2991336, -3.7312741 53.2991179)"
691646928,,False,,,,residential,,True,67.795,,"LINESTRING (-3.7303704 53.2988424, -3.7309932 53.2990622, -3.7310804 53.2990864, -3.7312741 53.2991179)"
691646928,,False,,,,residential,,False,67.795,,"LINESTRING (-3.7312741 53.2991179, -3.7310804 53.2990864, -3.7309932 53.2990622, -3.7303704 53.2988424)"
691646928,,False,,,,residential,,True,24.378,,"LINESTRING (-3.7312741 53.2991179, -3.7313583 53.2991336, -3.7316206 53.2991898)"
691646929,,False,,,,residential,,False,32.496,,"LINESTRING (-3.7312741 53.2991179, -3.7312616 53.299197, -3.7311784 53.2994039)"
691646929,,False,,,,residential,,True,32.496,,"LINESTRING (-3.7311784 53.2994039, -3.7312616 53.299197, -3.7312741 53.2991179)"
