osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,access
4087510,2,A192,Newgate Street,primary,30 mph,False,False,56.891000000000005,"LINESTRING (-1.6913973 55.1693669, -1.6912222 55.1691639, -1.6910952 55.1689902, -1.6910297 55.1689006)",,,
4089539,,,Manchester Street,residential,20 mph,False,False,120.481,"LINESTRING (-1.6913973 55.1693669, -1.6910806 55.169439, -1.6897774 55.1695683, -1.6895633 55.1696214)",,,
198084063,2,A192,Newgate Street,primary,30 mph,False,True,78.573,"LINESTRING (-1.6913973 55.1693669, -1.691749 55.1695724, -1.6918725 55.1696428, -1.6919142 55.1696666, -1.6922742 55.1698653)",,,
"[127008248, 1210012505, 4019015]","['2', '3']",A192,"['Telford Bridge', 'Castle Bank']",primary,30 mph,False,False,137.518,"LINESTRING (-1.6865071 55.1670108, -1.6865178 55.166942, -1.6864665 55.1667646, -1.6863691 55.1663623, -1.686351 55.1662874, -1.6863089 55.1661135, -1.6862708 55.1658925, -1.6862569 55.1657843)",yes,,
4087512,3,B1337,,secondary,30 mph,False,False,66.839,"LINESTRING (-1.6865071 55.1670108, -1.6863539 55.1670204, -1.6861581 55.1670199, -1.6860117 55.167014, -1.6858097 55.1670271, -1.685663 55.1670618, -1.6855851 55.1670994, -1.6855125 55.1671313)",,,
257670177,2,A192,Bridge Street,primary,30 mph,False,True,45.586,"LINESTRING (-1.6865071 55.1670108, -1.6866696 55.1670525, -1.6871875 55.167139)",,,
4089531,,,Castle Square,residential,,False,False,71.662,"LINESTRING (-1.6861699 55.1654294, -1.6862834 55.1654204, -1.6864962 55.1655688, -1.6869932 55.1658321)",,,
127008247,2,A192,Castle Bank,primary,30 mph,False,False,256.15700000000004,"LINESTRING (-1.6861699 55.1654294, -1.6860902 55.1653108, -1.6859909 55.1651934, -1.6858908 55.1650854, -1.6857849 55.1649997, -1.6855174 55.1648337, -1.6852273 55.1646756, -1.6851608 55.1646367, -1.6851151 55.1646034, -1.6850757 55.164567, -1.685046 55.1645135, -1.6850189 55.1644467, -1.6849966 55.1643579, -1.6849732 55.1641556, -1.6849905 55.1639396, -1.6850246 55.1637107, -1.6850844 55.1633504)",,,
"[1210012505, 127008247]",2,A192,Castle Bank,primary,30 mph,False,True,31.366,"LINESTRING (-1.6861699 55.1654294, -1.6862172 55.1655323, -1.6862391 55.1656249, -1.6862479 55.165707)",,,
4019013,,A192,,primary,30 mph,True,False,16.026,"LINESTRING (-1.6850844 55.1633504, -1.6850214 55.1633511, -1.6849625 55.1633381, -1.6849168 55.1633133, -1.684891 55.1632804)",,roundabout,
127008247,2,A192,Castle Bank,primary,30 mph,False,True,256.157,"LINESTRING (-1.6850844 55.1633504, -1.6850246 55.1637107, -1.6849905 55.1639396, -1.6849732 55.1641556, -1.6849966 55.1643579, -1.6850189 55.1644467, -1.685046 55.1645135, -1.6850757 55.164567, -1.6851151 55.1646034, -1.6851608 55.1646367, -1.6852273 55.1646756, -1.6855174 55.1648337, -1.6857849 55.1649997, -1.6858908 55.1650854, -1.6859909 55.1651934, -1.6860902 55.1653108, -1.6861699 55.1654294)",,,
4019013,,A192,,primary,30 mph,True,False,20.575,"LINESTRING (-1.6851793 55.1632037, -1.6852042 55.1632311, -1.6852121 55.1632616, -1.685202 55.1632919, -1.6851752 55.1633186, -1.6851345 55.1633389, -1.6850844 55.1633504)",,roundabout,
4019013,,A192,,primary,30 mph,True,False,19.486,"LINESTRING (-1.6849156 55.163207, -1.6849451 55.1631884, -1.6849822 55.1631751, -1.6850242 55.1631679, -1.685068 55.1631674, -1.6851104 55.1631735, -1.6851485 55.1631859, -1.6851793 55.1632037)",,roundabout,
4087523,,,Bankside,residential,,False,True,13.434,"LINESTRING (-1.684891 55.1632804, -1.6846856 55.1633092)",,,destination
4019013,,A192,,primary,30 mph,True,False,8.526,"LINESTRING (-1.684891 55.1632804, -1.6848871 55.163255, -1.6848955 55.1632298, -1.6849156 55.163207)",,roundabout,
4087514,2,B1337,Dark Lane,secondary,30 mph,False,True,57.367,"LINESTRING (-1.6845358 55.1710897, -1.6849872 55.1709771, -1.6851352 55.1709318, -1.6853374 55.170855)",,,
4088021,,,Howard Road,residential,20 mph,False,False,23.429,"LINESTRING (-1.6858954 55.1704886, -1.6862218 55.1705868)",,,
4087514,2,B1337,Dark Lane,secondary,30 mph,False,False,54.185,"LINESTRING (-1.6858954 55.1704886, -1.685615 55.1707018, -1.6853982 55.1708264, -1.6853374 55.170855)",,,
4087514,2,B1337,Dark Lane,secondary,30 mph,False,True,81.306,"LINESTRING (-1.6858954 55.1704886, -1.6859848 55.1703893, -1.6860582 55.1702834, -1.6861238 55.170115, -1.6861146 55.1699517, -1.6860456 55.1697866)",,,
4087508,1,,,secondary,30 mph,True,False,21.457,"LINESTRING (-1.6855125 55.1671313, -1.685546 55.1671526, -1.6855622 55.1671773, -1.685558 55.1672137, -1.6855164 55.1672486, -1.6854812 55.1672603, -1.6854191 55.1672664)",,roundabout,
4087512,3,B1337,,secondary,30 mph,False,True,66.839,"LINESTRING (-1.6855125 55.1671313, -1.6855851 55.1670994, -1.685663 55.1670618, -1.6858097 55.1670271, -1.6860117 55.167014, -1.6861581 55.1670199, -1.6863539 55.1670204, -1.6865071 55.1670108)",,,
4086060,,,Dacre Street,residential,20 mph,False,False,213.677,"LINESTRING (-1.6894037 55.1694034, -1.6892408 55.1693524, -1.6882563 55.1694638, -1.6870794 55.1696069, -1.6863857 55.1696912, -1.686127 55.169717)",,,
4086064,,,,residential,30 mph,False,False,26.274,"LINESTRING (-1.6894037 55.1694034, -1.6894335 55.1694441, -1.6895633 55.1696214)",,,
