osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access,tunnel,width,bridge
"[37073045, 37073069, 762652422]",1,,tertiary,20 mph,,True,False,66.03999999999999,"LINESTRING (1.2976394 52.6287075, 1.2975669 52.6289775, 1.297524 52.6290671, 1.297489 52.6291056, 1.2974338 52.6291493, 1.297296 52.6292462)",Market Avenue,no,,,
"[53671632, 285452851, 285452852]",2,,tertiary,20 mph,,True,False,57.376999999999995,"LINESTRING (1.2976394 52.6287075, 1.2976793 52.6289053, 1.2977055 52.6289983, 1.2977283 52.629038, 1.2977677 52.6291135, 1.2978332 52.6292065)",Market Avenue,,,,
"[37073144, 32516006]",2,,tertiary,20 mph,,True,False,35.446999999999996,"LINESTRING (1.2977677 52.6296181, 1.2980245 52.6294159, 1.2980618 52.6293915, 1.2981011 52.629373)",Bank Plain,,,,
"[116694212, 116694213, 39522757, 365177896, 32516009, 704585468, 11913788]",1,,tertiary,20 mph,,False,True,107.39700000000002,"LINESTRING (1.2977677 52.6296181, 1.2975575 52.6297582, 1.2974207 52.6298559, 1.2973657 52.6299047, 1.2972504 52.6300174, 1.2971912 52.6300752, 1.2971483 52.6301188, 1.2970743 52.6301949, 1.2970401 52.6302297, 1.2969779 52.6303014, 1.2968568 52.6304057)","['Redwell Street', 'Bank Plain']",,,,
"[116597785, 11914666, 8444900, 116597789]",,,unclassified,20 mph,,False,False,209.25600000000006,"LINESTRING (1.2989501 52.6311243, 1.2988905 52.6311256, 1.2987447 52.6311212, 1.2985018 52.6311221, 1.2984163 52.6311346, 1.2983377 52.631151, 1.2982203 52.6311751, 1.2981375 52.6311845, 1.2979255 52.6311975, 1.2978681 52.6311927, 1.2976719 52.631163, 1.2974964 52.6311226, 1.2973945 52.6310956, 1.297369 52.6310878, 1.2972517 52.6310468, 1.2972232 52.6310367, 1.2969431 52.6309598, 1.2968769 52.6309411, 1.2967834 52.6309136, 1.2967509 52.6309075, 1.296711 52.6309103, 1.2966912 52.6309316, 1.2966388 52.6310924, 1.2965939 52.6313304, 1.2966065 52.6313536)","['Elm Hill', 'Princes Street']",,,,
37073022,2,,tertiary,20 mph,,False,False,54.13300000000001,"LINESTRING (1.2989501 52.6311243, 1.2989526 52.6312183, 1.2989524 52.6312944, 1.2989479 52.6313696, 1.298931 52.6314268, 1.298913 52.6314862, 1.2988614 52.6316051)",Tombland,,,,
"[155781204, 178307183]",2,,tertiary,20 mph,,False,True,70.587,"LINESTRING (1.2989501 52.6311243, 1.2989171 52.6309951, 1.2989162 52.6309829, 1.2987985 52.6306935, 1.2987423 52.6305557, 1.2987283 52.6305046)",Tombland,,,,
145982585,,,tertiary,20 mph,,False,True,8.658,"LINESTRING (1.2917821 52.6307328, 1.2918203 52.6307436, 1.2918552 52.6307914)",Saint Benedicts Street,,,,
"[195961341, 3404742]",,,tertiary,20 mph,,True,False,58.896,"LINESTRING (1.2883043 52.6323212, 1.2883871 52.6322392, 1.2884987 52.6321622, 1.2885574 52.632126, 1.2887646 52.6319733, 1.2887827 52.63196, 1.288829 52.6319013)",Westwick Street,,,,
77114847,2,A147,primary,30 mph,,True,False,9.366,"LINESTRING (1.2853308 52.6319538, 1.2852686 52.6318785)",Barn Road,,,,
"[8127813, 1034763718, 290351382]",2,,tertiary,"['20 mph', '30 mph']",,True,False,72.92999999999999,"LINESTRING (1.2853308 52.6319538, 1.2854942 52.6319006, 1.2855488 52.6318781, 1.2856298 52.6318448, 1.2857332 52.6318208, 1.2858977 52.6317781, 1.2860961 52.6317689, 1.2861732 52.6317717, 1.2862409 52.6317756, 1.2863367 52.6317867)",Saint Benedicts Street,,,,
37072952,,,residential,20 mph,,False,False,56.916,"LINESTRING (1.2989018 52.6259407, 1.2990723 52.6260135, 1.2991083 52.6260351, 1.2991346 52.6260605, 1.2991497 52.6260913, 1.2991485 52.6261263, 1.2991421 52.626167, 1.2990305 52.6263727)",Normans Buildings,,,,
"[116722850, 251977579, 251977580, 251977574]",,,tertiary,20 mph,,False,False,131.387,"LINESTRING (1.2989018 52.6259407, 1.2986699 52.6260864, 1.2986454 52.6261002, 1.2984022 52.6262258, 1.2980315 52.6264171, 1.2977922 52.62654, 1.2976028 52.626641, 1.2975531 52.6266792, 1.2974829 52.626744)",Rouen Road,,,,
"[251977576, 251977579, 251977571]",,,tertiary,20 mph,,False,True,78.514,"LINESTRING (1.2989018 52.6259407, 1.2990409 52.6258368, 1.2991623 52.6257178, 1.2992857 52.6255843, 1.2994962 52.6253361)",Rouen Road,,,,
81239665,,,unclassified,20 mph,,False,True,11.693999999999999,"LINESTRING (1.2958422 52.6307018, 1.2958335 52.6306674, 1.2958252 52.6306306, 1.2958273 52.6305974)",Princes Street,yes,,,
"[39522754, 39522755, 39522756, 179305102]","['1', '2']",,unclassified,20 mph,,True,False,108.27800000000002,"LINESTRING (1.2958422 52.6307018, 1.295884 52.6307234, 1.2963104 52.6308124, 1.2964051 52.6308281, 1.2965832 52.6308586, 1.296623 52.6308511, 1.2966684 52.6308025, 1.2966992 52.6307439, 1.2967912 52.6305803, 1.2968031 52.6305616, 1.2968068 52.6305498, 1.2968326 52.6304737, 1.2968568 52.6304057)","['Redwell Street', 'Princes Street']",,,,
"[116694212, 39522757, 116694213, 365177896, 32516009, 704585468, 11913788]",1,,tertiary,20 mph,,False,False,107.39699999999999,"LINESTRING (1.2968568 52.6304057, 1.2969779 52.6303014, 1.2970401 52.6302297, 1.2970743 52.6301949, 1.2971483 52.6301188, 1.2971912 52.6300752, 1.2972504 52.6300174, 1.2973657 52.6299047, 1.2974207 52.6298559, 1.2975575 52.6297582, 1.2977677 52.6296181)","['Redwell Street', 'Bank Plain']",,,,
"[179305115, 704585469]","['1', '2']",,tertiary,20 mph,,False,True,74.21300000000001,"LINESTRING (1.2968568 52.6304057, 1.2967924 52.6304476, 1.2967347 52.6304757, 1.296669 52.6304924, 1.2966006 52.6305058, 1.2964913 52.6305188, 1.2962486 52.6305465, 1.2961368 52.6305614, 1.2960699 52.6305719, 1.2958273 52.6305974)",Saint Andrews Street,,,,
"[37072913, 407195098, 37072890]",1,,unclassified,20 mph,,False,False,137.60500000000002,"LINESTRING (1.2956083 52.6273547, 1.2956954 52.6273133, 1.2957505 52.6272824, 1.295858 52.6272333, 1.2960161 52.6271707, 1.2961926 52.6271036, 1.2962803 52.6270729, 1.2963095 52.62706, 1.2965198 52.627004, 1.2966166 52.6269824, 1.2967192 52.626954, 1.2968403 52.6269054, 1.2969321 52.6268335, 1.2969817 52.6267903, 1.2969971 52.6267518, 1.2970037 52.6267391, 1.2970069 52.626708, 1.2970138 52.6266852, 1.2970252 52.6266392, 1.2970195 52.6265765)",Farmers Avenue,,,,
37072846,,,tertiary,20 mph,,True,False,67.051,"LINESTRING (1.2949677 52.6274519, 1.2950308 52.6275158, 1.2950514 52.6275549, 1.2950726 52.627612, 1.2950847 52.6276676, 1.2951011 52.62781, 1.2951363 52.6280391)",Castle Meadow,no,,,
"[178659026, 365177906, 50841996, 272077962]",2,,tertiary,20 mph,,False,False,80.079,"LINESTRING (1.2949677 52.6274519, 1.2949114 52.6274126, 1.2947954 52.6273277, 1.2946916 52.6272341, 1.2946257 52.6271502, 1.2945786 52.6270941, 1.2945382 52.6270394, 1.2945342 52.6270342, 1.2944835 52.6269694, 1.2944488 52.6269361, 1.2944236 52.6269036, 1.2943755 52.6268331)",Red Lion Street,no,,,
53671631,2,,tertiary,20 mph,,False,True,12.653,"LINESTRING (1.2949677 52.6274519, 1.2950423 52.6274955, 1.2950868 52.6275158, 1.2951031 52.6275298)",Red Lion Street,no,,,
"[117181353, 37072946, 121381267, 121381268, 117181364, 117181343, 117181373, 117181374, 117181375]",,,unclassified,20 mph,,False,False,98.38900000000001,"LINESTRING (1.2867696 52.6292862, 1.2866844 52.6292969, 1.2864021 52.6293144, 1.2863714 52.6293167, 1.2863409 52.6293191, 1.2860832 52.6293354, 1.2860491 52.6293374, 1.2860084 52.6293397, 1.2859382 52.6293427, 1.2859019 52.6293442, 1.2858148 52.6293461, 1.2856327 52.6293478, 1.2854692 52.6293492, 1.2854161 52.6293462, 1.2854146 52.6294058)",Upper Saint Giles Street,,,,
37072946,,,unclassified,20 mph,,False,True,33.114000000000004,"LINESTRING (1.2867696 52.6292862, 1.2869458 52.6292608, 1.287004 52.6292495, 1.2870424 52.6292321, 1.2870866 52.6292119, 1.2871484 52.6291731, 1.2871811 52.6291453)",Upper Saint Giles Street,,,,
"[3403778, 704585475, 116599300, 116599301, 704585474, 37073086, 169049663]","['1', '2']",,tertiary,20 mph,,True,False,284.057,"LINESTRING (1.2881973 52.62941, 1.288261 52.6294039, 1.28847 52.6293854, 1.2891116 52.6293212, 1.2894877 52.6292803, 1.2898956 52.6292443, 1.2901565 52.629217, 1.2904786 52.6291892, 1.2906422 52.6291757, 1.2907042 52.6291687, 1.290842 52.6291504, 1.290953 52.6291367, 1.2911164 52.6291231, 1.2912864 52.629116, 1.2914329 52.6291197, 1.2915594 52.6291253, 1.2916844 52.6291235, 1.2918032 52.6291067, 1.2919161 52.6290829, 1.2919789 52.6290494, 1.292008 52.62903, 1.2920414 52.6290031, 1.2920845 52.6289676, 1.2921352 52.6289153, 1.2921764 52.6288697)",St Giles Street,,,,
"[117181377, 117181355, 117181358, 26358004, 117181371]",,,unclassified,20 mph,,True,False,122.69100000000003,"LINESTRING (1.2881973 52.62941, 1.2881986 52.6294335, 1.2881946 52.6294761, 1.2881322 52.6295929, 1.2880772 52.6296621, 1.2880115 52.6297188, 1.2879623 52.6297487, 1.2879056 52.6297892, 1.2878412 52.629818, 1.2877739 52.6298412, 1.2876211 52.6298893, 1.287455 52.6299494, 1.2873591 52.6299881, 1.2872618 52.6300349, 1.2871807 52.6300923, 1.2870969 52.6301632, 1.2870472 52.6301997)",Willow Lane,,,,
"[117181370, 117181357, 26358006]",,,unclassified,20 mph,,True,False,39.885999999999996,"LINESTRING (1.2870472 52.6301997, 1.2869873 52.6300409, 1.2869342 52.6298807, 1.2869285 52.6298485)",Cow Hill,,,,
"[117181362, 42708086, 42708087]",2,,unclassified,20 mph,,False,False,46.104,"LINESTRING (1.2870472 52.6301997, 1.2870612 52.6302588, 1.2870784 52.6303344, 1.2870888 52.6304209, 1.2871044 52.6305264, 1.2869648 52.6305408)","['Cow Hill', 'Pottergate']",,,,
117181365,,,unclassified,20 mph,,False,False,6.184,"LINESTRING (1.2862461 52.6306865, 1.2861741 52.6307209)",Pottergate,,,,
"[549574850, 26358005]","['1', '2']",,unclassified,20 mph,,False,True,37.010000000000005,"LINESTRING (1.2862461 52.6306865, 1.2861992 52.6306715, 1.2861338 52.6306583, 1.2860605 52.6306561, 1.2859341 52.6306551, 1.2857075 52.6306581)",Pottergate,,,3.0,
"[117181392, 117181363, 117181365]",,,unclassified,20 mph,,False,True,29.989,"LINESTRING (1.2862461 52.6306865, 1.286479 52.630633, 1.2866091 52.6306069, 1.2866634 52.630594)",Pottergate,,,,
26358009,,,residential,20 mph,,True,False,51.364000000000004,"LINESTRING (1.2869648 52.6305408, 1.2870901 52.6307678, 1.2872169 52.6309766)",Ten Bell Lane,,,,
"[117181362, 42708086, 42708087]",2,,unclassified,20 mph,,False,True,46.104000000000006,"LINESTRING (1.2869648 52.6305408, 1.2871044 52.6305264, 1.2870888 52.6304209, 1.2870784 52.6303344, 1.2870612 52.6302588, 1.2870472 52.6301997)","['Cow Hill', 'Pottergate']",,,,
"[117181363, 117181351]",,,unclassified,20 mph,,False,False,21.19,"LINESTRING (1.2869648 52.6305408, 1.2868614 52.6305612, 1.2866634 52.630594)",Pottergate,,,,
"[116596162, 116596164, 116596166, 116596170, 1032625100, 37073037]",1,,unclassified,20 mph,,True,False,75.661,"LINESTRING (1.2874411 52.6313717, 1.2873188 52.6313988, 1.287172 52.6314293, 1.28706 52.6314553, 1.2869702 52.6314737, 1.2869326 52.6314814, 1.2867274 52.6315184, 1.2865859 52.6315469, 1.2864882 52.631567, 1.2863829 52.6315951)",Saint Benedicts Street,,,,
"[53671633, 37072900]","['1', '3']",,tertiary,20 mph,,False,False,36.815,"LINESTRING (1.297296 52.6292462, 1.297507 52.6292104, 1.2975745 52.6292075, 1.2978332 52.6292065)",Castle Meadow,no,,,
"[55000802, 40201187, 40201188, 55000805, 40201189, 272074023, 40201192, 272074025, 40201193, 40201191, 37073001, 168738573, 155781199]","['2', '4']",,tertiary,20 mph,,False,"[False, True]",251.23099999999997,"LINESTRING (1.297296 52.6292462, 1.2972303 52.6292616, 1.2970452 52.6292958, 1.296899 52.6293243, 1.2967369 52.6293456, 1.2966505 52.6293416, 1.2965967 52.6293432, 1.2965243 52.6293386, 1.296439 52.6293341, 1.2962808 52.6293178, 1.2960729 52.6292828, 1.2958945 52.6292462, 1.2956491 52.6291802, 1.2955512 52.6291298, 1.2954573 52.6290581, 1.2954037 52.6289987, 1.2953661 52.628958, 1.2953138 52.6288725, 1.2952615 52.6287415, 1.2952293 52.6286584, 1.2951945 52.6285559, 1.2951784 52.6284626, 1.2951732 52.6284334, 1.2951638 52.6283802, 1.2951521 52.6282582, 1.2951469 52.6282077, 1.2951441 52.6281612, 1.2951434 52.6280749, 1.2951363 52.6280391)",Castle Meadow,no,,,
53671628,2,A147,primary,30 mph,roundabout,True,False,7.710000000000001,"LINESTRING (1.2904897 52.6243621, 1.2905445 52.6243718, 1.2906013 52.6243756)",St Stephens Roundabout,,,,
53672101,3,A147,primary,30 mph,roundabout,True,False,30.006999999999998,"LINESTRING (1.2851816 52.6282074, 1.2851009 52.6282657, 1.2850437 52.6283678, 1.2850214 52.6284526)",,,,,
120434724,,,unclassified,20 mph,,False,False,5.638,"LINESTRING (1.2966065 52.6313536, 1.2965569 52.6313944)",The Monastery,,,,
"[116597785, 11914666, 8444900, 116597789]",,,unclassified,20 mph,,False,True,209.25600000000003,"LINESTRING (1.2966065 52.6313536, 1.2965939 52.6313304, 1.2966388 52.6310924, 1.2966912 52.6309316, 1.296711 52.6309103, 1.2967509 52.6309075, 1.2967834 52.6309136, 1.2968769 52.6309411, 1.2969431 52.6309598, 1.2972232 52.6310367, 1.2972517 52.6310468, 1.297369 52.6310878, 1.2973945 52.6310956, 1.2974964 52.6311226, 1.2976719 52.631163, 1.2978681 52.6311927, 1.2979255 52.6311975, 1.2981375 52.6311845, 1.2982203 52.6311751, 1.2983377 52.631151, 1.2984163 52.6311346, 1.2985018 52.6311221, 1.2987447 52.6311212, 1.2988905 52.6311256, 1.2989501 52.6311243)","['Elm Hill', 'Princes Street']",,,,
"[117492666, 117071452, 117492727]",,,unclassified,20 mph,,True,False,137.27100000000002,"LINESTRING (1.2966065 52.6313536, 1.296698 52.6314165, 1.2967965 52.6314888, 1.2968375 52.6315225, 1.2968998 52.6315798, 1.2970797 52.6317616, 1.2971161 52.6317968, 1.2971431 52.6318245, 1.2971846 52.6318756, 1.2972311 52.6319389, 1.2972586 52.6319763, 1.2972921 52.6320323, 1.2973407 52.6320918, 1.2973789 52.6321166, 1.2974385 52.6321475, 1.2975674 52.6322172, 1.297676 52.6322657, 1.2977537 52.6322974, 1.2978123 52.6323202)",Elm Hill,,,,
11913709,,,unclassified,20 mph,,False,True,16.799,"LINESTRING (1.2986363 52.6319155, 1.2987076 52.6319453, 1.2987828 52.6319643, 1.2988574 52.6319833)",Loading Bay,,,,
"[117125809, 117125762]",,,unclassified,20 mph,,False,True,41.952,"LINESTRING (1.2994962 52.6253361, 1.2992077 52.6252772, 1.2989087 52.625213)",Thorn Lane,,,,
"[251977576, 251977571, 251977579]",,,tertiary,20 mph,,False,False,78.51400000000001,"LINESTRING (1.2994962 52.6253361, 1.2992857 52.6255843, 1.2991623 52.6257178, 1.2990409 52.6258368, 1.2989018 52.6259407)",Rouen Road,,,,
"[257081040, 290230341, 257081038]","['2', '3']",A147,primary,30 mph,,True,False,68.288,"LINESTRING (1.2858606 52.6276291, 1.2856109 52.6279231, 1.2855484 52.6279982, 1.2854058 52.6281253, 1.2853545 52.6281584)",Chapelfield Road,,,,
"[37076832, 3363973]",1,,tertiary,20 mph,,True,False,58.257000000000005,"LINESTRING (1.2988856 52.6297221, 1.2989214 52.6295392, 1.2989482 52.629479, 1.2989885 52.6294301, 1.2990607 52.6293992, 1.2993377 52.6293814)",Upper King Street,,,,
37073051,1,,tertiary,20 mph,,True,False,51.907999999999994,"LINESTRING (1.2988856 52.6297221, 1.2988758 52.6295864, 1.2988758 52.6295229, 1.2988329 52.6294334, 1.2988072 52.6293981, 1.2987605 52.6293536, 1.2986763 52.6292883)",Upper King Street,no,,,
"[37073096, 37073129]",2,,tertiary,20 mph,,False,False,87.89200000000001,"LINESTRING (1.2988856 52.6297221, 1.2988549 52.6298586, 1.2988419 52.6299165, 1.2987365 52.6302992, 1.2987195 52.6303819, 1.2987211 52.6304127, 1.298722 52.6304547, 1.2987283 52.6305046)","['Tombland', 'Upper King Street']",,,,
"[37073202, 762652421]",,,unclassified,20 mph,,True,False,76.78099999999999,"LINESTRING (1.2988856 52.6297221, 1.2987874 52.6297219, 1.2980986 52.6296779, 1.2978233 52.6296362, 1.2977677 52.6296181)",Bank Street,,,,
31016827,1,,residential,20 mph,,True,False,17.163,"LINESTRING (1.2896241 52.6246276, 1.289389 52.6245688)",Wessex Street,,,,
