osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,junction
627877549,2,Jemima Way,unclassified,False,True,2.251,,"LINESTRING (-0.7391848 51.9970041, -0.7391606 51.9969904)",,
38905917,,Duncombe Street,residential,False,False,97.516,20 mph,"LINESTRING (-0.7344458 51.9930591, -0.7347034 51.9931441, -0.7347959 51.9932337, -0.7348418 51.9932937, -0.7350022 51.993571, -0.735097 51.9937225, -0.7351605 51.9937779)",,
"[1107370292, 105887573]",2,Duncombe Street,tertiary,False,False,120.66900000000001,20 mph,"LINESTRING (-0.7344458 51.9930591, -0.734505 51.9929632, -0.7345213 51.9928797, -0.7345048 51.9928016, -0.7342634 51.9924199, -0.7340149 51.9920394)",,
"[179409752, 1065131201, 1107370293]",2,"['Duncombe Street', 'Locke Road']",tertiary,False,True,145.239,"['20 mph', '30 mph']","LINESTRING (-0.7344458 51.9930591, -0.7343211 51.9931735, -0.734069 51.9932959, -0.73394 51.9933924, -0.7338861 51.993485, -0.7338639 51.9935889, -0.7338838 51.9936614, -0.734023 51.993941, -0.7340718 51.9940081, -0.7341919 51.9941147, -0.7342308 51.994145, -0.7342658 51.9941722)",,
4287926,2,Water Eaton Road,tertiary,False,False,62.096999999999994,30 mph,"LINESTRING (-0.7332579 51.9908369, -0.7327034 51.9907583, -0.7323741 51.9907117)",,
4287927,2,Water Eaton Road,tertiary,False,False,75.59100000000001,30 mph,"LINESTRING (-0.7332579 51.9908369, -0.7336067 51.9908962, -0.7339393 51.9909691, -0.7343058 51.9910495)",,
105887573,2,Duncombe Street,tertiary,False,True,143.50799999999998,20 mph,"LINESTRING (-0.7332579 51.9908369, -0.7332866 51.9909145, -0.7340149 51.9920394)",,
4287926,2,Water Eaton Road,tertiary,False,False,132.562,30 mph,"LINESTRING (-0.7293912 51.9902574, -0.72924 51.9902011, -0.728782 51.9901268, -0.7280737 51.9900405, -0.7277711 51.9900155, -0.7275151 51.9899944)",,
4287926,2,Water Eaton Road,tertiary,False,True,124.92,30 mph,"LINESTRING (-0.7293912 51.9902574, -0.7295728 51.9902604, -0.7299423 51.990328, -0.7305871 51.9904509, -0.7311535 51.990534)",,
496702876,2,Brooklands Road,tertiary,False,True,64.06800000000001,30 mph,"LINESTRING (-0.7293912 51.9902574, -0.7292992 51.9904117, -0.729288 51.9905777, -0.7293433 51.990821)",,
149179641,,Selwyn Grove,residential,False,False,75.415,,"LINESTRING (-0.7380058 51.9948603, -0.7382033 51.9948739, -0.7384203 51.9948888, -0.7385359 51.994899, -0.7386165 51.9948965, -0.7387301 51.994885, -0.7390494 51.9948197, -0.7390826 51.9948122)",,
"[627877551, 627877550, 186075975]",2,Sherwood Drive,tertiary,False,False,233.878,30 mph,"LINESTRING (-0.7380058 51.9948603, -0.7379313 51.9950295, -0.7377954 51.9953257, -0.7377531 51.9954384, -0.7377304 51.9955339, -0.7377183 51.9956562, -0.7377389 51.9957727, -0.7378085 51.9960455, -0.7379649 51.9967338, -0.7379791 51.9967746, -0.7380363 51.996926)",,
186075975,,Sherwood Drive,tertiary,False,True,136.517,30 mph,"LINESTRING (-0.7380058 51.9948603, -0.7381014 51.994366, -0.7381174 51.9942581, -0.7381489 51.9941778, -0.7381641 51.9941514, -0.7382192 51.9940557, -0.7383886 51.9938585, -0.7384364 51.9937545, -0.7384486 51.9936766)",,
8236833,1,Locke Road,tertiary,True,False,22.560000000000002,30 mph,"LINESTRING (-0.7343968 51.9943578, -0.7343342 51.994251, -0.7342658 51.9941722)",,
"[898544184, 898544185]",,Brunel Roundabout,secondary,True,False,17.921999999999997,30 mph,"LINESTRING (-0.7343968 51.9943578, -0.7344206 51.9943066, -0.7344742 51.9942635, -0.7345484 51.9942354)",B4034,roundabout
898544184,,Brunel Roundabout,secondary,True,False,20.381999999999998,30 mph,"LINESTRING (-0.7345211 51.9945125, -0.7344709 51.9944899, -0.7344296 51.9944588, -0.7343971 51.9944085, -0.7343968 51.9943578)",B4034,roundabout
898544183,,Brunel Roundabout,secondary,True,False,10.388,30 mph,"LINESTRING (-0.7348928 51.9943606, -0.7348889 51.9944105, -0.7348664 51.9944517)",B4034,roundabout
