osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,width
61123653,True,Pinkney's Lane,residential,False,90.10799999999999,"LINESTRING (1.6805855 52.32567, 1.680532 52.3256687, 1.6804965 52.3256597, 1.6801033 52.3254782, 1.6795832 52.3252159, 1.6795212 52.3252006)",,,,
715535413,False,East Street,residential,True,7.538,"LINESTRING (1.6805855 52.32567, 1.6806407 52.3256658, 1.680696 52.3256661)",,,,
61123654,False,Station Road,primary,False,92.975,"LINESTRING (1.6765059 52.3278283, 1.6758338 52.3285566)",2,A1095,30 mph,
61118134,False,York Road,unclassified,True,20.96,"LINESTRING (1.6765059 52.3278283, 1.6764376 52.3278133, 1.676366 52.3278087, 1.6762061 52.3278306)",,,30 mph,
61123652,False,High Street,primary,True,38.022999999999996,"LINESTRING (1.6765059 52.3278283, 1.6766676 52.327687, 1.6768517 52.3275602)",2,A1095,30 mph,
61123654,False,Station Road,primary,True,92.975,"LINESTRING (1.6758338 52.3285566, 1.6765059 52.3278283)",2,A1095,30 mph,
61119730,False,Barnaby Green,unclassified,False,43.94,"LINESTRING (1.6758338 52.3285566, 1.6757945 52.328449, 1.675658 52.3282607, 1.6756057 52.3281885)",,,30 mph,
110706256,False,Station Road,primary,False,43.918,"LINESTRING (1.6758338 52.3285566, 1.6757969 52.3286176, 1.6756484 52.3289348)",2,A1095,30 mph,
61592815,False,York Road,unclassified,True,28.964,"LINESTRING (1.6753037 52.3280381, 1.6754828 52.3280485, 1.6757291 52.3280488)",,,30 mph,
616399994,False,Barnaby Green,unclassified,True,26.9,"LINESTRING (1.6753037 52.3280381, 1.6754921 52.3281044, 1.6756057 52.3281885)",,,30 mph,
717373195,False,York Road,unclassified,False,67.013,"LINESTRING (1.6753037 52.3280381, 1.6749525 52.3280127, 1.6743328 52.3279354)",,,30 mph,
61123652,False,High Street,primary,False,18.512,"LINESTRING (1.6792016 52.3261439, 1.6789832 52.3262434)",2,A1095,30 mph,
26412917,False,Queen Street,unclassified,False,31.253999999999998,"LINESTRING (1.6792016 52.3261439, 1.6792746 52.3260325, 1.6793735 52.3258832)",,,,
242868716,False,East Street,residential,False,25.700000000000003,"LINESTRING (1.6792016 52.3261439, 1.6793053 52.3261283, 1.6793457 52.3261222, 1.6795535 52.3260623)",,,,
37635562,False,Queen's Road,unclassified,True,29.112000000000002,"LINESTRING (1.6773745 52.3231331, 1.6774256 52.3231723, 1.6775156 52.3232077, 1.6777358 52.323265)",,,,
61118146,False,Gardner Road,residential,False,185.338,"LINESTRING (1.6773745 52.3231331, 1.6773348 52.3231605, 1.677332 52.3231892, 1.6773398 52.3232331, 1.6773452 52.323293, 1.6773487 52.3234732, 1.6773315 52.3235896, 1.677316 52.323806, 1.6772819 52.324106, 1.6772557 52.3242426, 1.6771918 52.3245715, 1.6771732 52.3246773, 1.6771654 52.3247849)",,,,
293801134,False,Queen Street,unclassified,False,10.836,"LINESTRING (1.6795212 52.3252006, 1.6795265 52.3251032)",,,,
26412917,False,Queen Street,unclassified,True,60.218,"LINESTRING (1.6795212 52.3252006, 1.679488 52.3254659, 1.6794327 52.3257393)",,,,
1217180714,False,North Parade,residential,False,17.68,"LINESTRING (1.684735 52.3308622, 1.6848236 52.3310117)",,,,
"[1217180714, 293801133]",False,North Parade,residential,"[False, True]",84.15400000000001,"LINESTRING (1.684735 52.3308622, 1.6846566 52.3307334, 1.6845811 52.330663, 1.6842909 52.3301987, 1.6842714 52.3301624)",,,,
61118150,False,Field Stile Road,residential,False,120.023,"LINESTRING (1.6838877 52.3295776, 1.6838229 52.3295924, 1.6837709 52.3295871, 1.6836021 52.3295699, 1.683438 52.3295532, 1.6829993 52.3295085, 1.6826437 52.3294723, 1.6822701 52.3294343, 1.682207 52.3294276, 1.6821489 52.329422)",,,,
293801133,False,North Parade,residential,False,192.19500000000002,"LINESTRING (1.6838877 52.3295776, 1.6835317 52.3290141, 1.6833325 52.3287025, 1.6830487 52.3282672, 1.6829869 52.3281642, 1.6829373 52.3280932, 1.6829105 52.3280288, 1.6828878 52.3279623)",,,,
293801133,False,North Parade,residential,True,70.071,"LINESTRING (1.6838877 52.3295776, 1.6839914 52.3297221, 1.6842714 52.3301624)",,,,
293801133,False,North Parade,residential,False,29.528,"LINESTRING (1.6823117 52.3268155, 1.6822102 52.3265573)",,,,
293801133,False,North Parade,residential,True,68.52799999999999,"LINESTRING (1.6823117 52.3268155, 1.6824076 52.3270342, 1.6824451 52.3271174, 1.6826112 52.3274035)",,,,
61123656,False,Trinity Street,residential,False,24.925,"LINESTRING (1.681306 52.3260116, 1.6810336 52.3258615)",,,,
"[715177074, 36776579]",False,Victoria Street,residential,False,153.451,"LINESTRING (1.681306 52.3260116, 1.6812831 52.3260355, 1.6812019 52.3261388, 1.6810893 52.3262199, 1.680935 52.3263431, 1.6806742 52.3265845, 1.6805032 52.3267633, 1.680347 52.3269469, 1.6801995 52.3271193, 1.6801796 52.3271967)",,,,
61123651,False,East Cliff,residential,True,90.16499999999999,"LINESTRING (1.681306 52.3260116, 1.6815028 52.3260856, 1.6817786 52.3261896, 1.6820126 52.3262832, 1.6820656 52.3263326, 1.6821072 52.3263872, 1.6822102 52.3265573)",,,,
61123652,False,High Street,primary,False,38.022999999999996,"LINESTRING (1.6768517 52.3275602, 1.6766676 52.327687, 1.6765059 52.3278283)",2,A1095,30 mph,
61123652,False,High Street,primary,True,206.192,"LINESTRING (1.6768517 52.3275602, 1.6771504 52.3273641, 1.6774452 52.3271803, 1.6777278 52.3269986, 1.6780052 52.326823, 1.6782376 52.3266778, 1.678384 52.3265883, 1.6787246 52.3263658, 1.6789832 52.3262434)",2,A1095,30 mph,
"[717328658, 717328659, 717328660, 715177074]",False,Victoria Street,residential,True,194.35499999999996,"LINESTRING (1.6768517 52.3275602, 1.6768938 52.3275832, 1.6770084 52.3276326, 1.6771093 52.3276559, 1.6772453 52.3276468, 1.677367 52.327635, 1.6778583 52.3275888, 1.6781898 52.3275244, 1.6785865 52.327451, 1.6787158 52.3274259, 1.6789622 52.3273847, 1.679461 52.3273049, 1.6795843 52.3272812)",,,,
36776552,False,Church Street,residential,True,122.56500000000001,"LINESTRING (1.6795843 52.3272812, 1.6794473 52.3270143, 1.6792461 52.3266195, 1.6792126 52.3265668, 1.6789832 52.3262434)",,,,
"[717328659, 715177074, 717328658, 717328660]",False,Victoria Street,residential,False,194.35500000000002,"LINESTRING (1.6795843 52.3272812, 1.679461 52.3273049, 1.6789622 52.3273847, 1.6787158 52.3274259, 1.6785865 52.327451, 1.6781898 52.3275244, 1.6778583 52.3275888, 1.677367 52.327635, 1.6772453 52.3276468, 1.6771093 52.3276559, 1.6770084 52.3276326, 1.6768938 52.3275832, 1.6768517 52.3275602)",,,,
715177074,False,Victoria Street,residential,True,41.954,"LINESTRING (1.6795843 52.3272812, 1.6799998 52.3272004, 1.6801248 52.3271914, 1.6801796 52.3271967)",,,,
61123652,False,High Street,primary,True,18.512,"LINESTRING (1.6789832 52.3262434, 1.6792016 52.3261439)",2,A1095,30 mph,
36776552,False,Church Street,residential,False,122.565,"LINESTRING (1.6789832 52.3262434, 1.6792126 52.3265668, 1.6792461 52.3266195, 1.6794473 52.3270143, 1.6795843 52.3272812)",,,,
61123652,False,High Street,primary,False,206.192,"LINESTRING (1.6789832 52.3262434, 1.6787246 52.3263658, 1.678384 52.3265883, 1.6782376 52.3266778, 1.6780052 52.326823, 1.6777278 52.3269986, 1.6774452 52.3271803, 1.6771504 52.3273641, 1.6768517 52.3275602)",2,A1095,30 mph,
61118156,False,St Edmund's Road,residential,False,103.088,"LINESTRING (1.6774197 52.3309674, 1.6774274 52.3309207, 1.6774354 52.3308945, 1.6774964 52.3305785, 1.6775514 52.3303056, 1.6775816 52.3301405, 1.6775732 52.3301091, 1.6775848 52.3300471)",,,,
