osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,lanes,ref
100272119,True,Dungeness Road,tertiary,30 mph,False,65.799,"LINESTRING (0.9132288 50.9511139, 0.9129171 50.9511759, 0.9127842 50.9512026, 0.9126506 50.9512194, 0.9125275 50.9512339, 0.9124175 50.9512405, 0.9123166 50.951243)",,,
100272126,True,Dungeness Road,tertiary,30 mph,False,65.184,"LINESTRING (0.912439 50.9514188, 0.9124972 50.9513943, 0.9125693 50.9513672, 0.9127061 50.951326, 0.9128642 50.9512782, 0.912964 50.9512447, 0.9132288 50.9511139)",,,
1251101396,True,,tertiary,30 mph,False,22.95,"LINESTRING (0.912439 50.9514188, 0.9124469 50.9513778, 0.9124373 50.9513369, 0.912411 50.9512991, 0.9123698 50.9512671, 0.9123166 50.951243)",roundabout,,
25699843,False,High Street,secondary,30 mph,False,21.588,"LINESTRING (0.9000314 50.9483509, 0.9002617 50.9484799)",,2,B2075
5203080,False,Park Street,residential,,False,70.239,"LINESTRING (0.9000314 50.9483509, 0.900128 50.9483006, 0.9001891 50.9482826, 0.9002393 50.9482817, 0.9003125 50.9483002, 0.9005613 50.9483736, 0.9009265 50.9484854)",,,
5203080,False,Park Street,residential,,True,71.92,"LINESTRING (0.9064014 50.9508503, 0.9063523 50.9508473, 0.9063221 50.9508429, 0.9062946 50.9508359, 0.9062641 50.9508264, 0.9062046 50.9508025, 0.9061328 50.9507693, 0.9060802 50.9507431, 0.9060609 50.9507334, 0.90588 50.9506401, 0.9055725 50.9504814)",,,
5203090,False,Cannon Street,residential,,False,28.22,"LINESTRING (0.9064014 50.9508503, 0.9063977 50.95104, 0.9063902 50.9511039)",,,
23374903,False,Skinner Road,residential,,False,92.13600000000001,"LINESTRING (0.9064014 50.9508503, 0.9064115 50.9507685, 0.9064258 50.9506892, 0.9064378 50.9506257, 0.9064498 50.9505737, 0.9064683 50.9505127, 0.9065596 50.950203, 0.9065996 50.9500317)",,,
58641792,False,,residential,,False,31.573,"LINESTRING (0.9064014 50.9508503, 0.9064698 50.9508537, 0.9065028 50.9508585, 0.906535 50.9508655, 0.9066848 50.9509088, 0.906821 50.9509474)",,,
5203090,False,Cannon Street,residential,,False,76.243,"LINESTRING (0.9063902 50.9511039, 0.9063733 50.9511632, 0.9063626 50.9511919, 0.9063498 50.9512148, 0.9063231 50.9512535, 0.9062637 50.9513588, 0.9062377 50.9514101, 0.9061961 50.951492, 0.9061605 50.9515502, 0.9061236 50.9516004, 0.9060916 50.9516336, 0.9060688 50.951653, 0.9060428 50.9516702, 0.9059499 50.9517146)",,,
5203090,False,Cannon Street,residential,,True,28.22,"LINESTRING (0.9063902 50.9511039, 0.9063977 50.95104, 0.9064014 50.9508503)",,,
95121407,False,Coronation Square,residential,,False,35.234,"LINESTRING (0.9063902 50.9511039, 0.9064363 50.9510999, 0.9064625 50.9510949, 0.9064893 50.9510871, 0.9065476 50.951066, 0.9066464 50.9510266, 0.9067789 50.9509698, 0.906821 50.9509474)",,,
5203090,False,Cannon Street,residential,,True,76.243,"LINESTRING (0.9059499 50.9517146, 0.9060428 50.9516702, 0.9060688 50.951653, 0.9060916 50.9516336, 0.9061236 50.9516004, 0.9061605 50.9515502, 0.9061961 50.951492, 0.9062377 50.9514101, 0.9062637 50.9513588, 0.9063231 50.9512535, 0.9063498 50.9512148, 0.9063626 50.9511919, 0.9063733 50.9511632, 0.9063902 50.9511039)",,,
5203093,False,High Street,secondary,30 mph,False,46.799,"LINESTRING (0.9059499 50.9517146, 0.9059852 50.9517534, 0.9060461 50.9518264, 0.9060879 50.9518714, 0.9061129 50.9518945, 0.9061351 50.951914, 0.9061764 50.9519439, 0.9062164 50.9519684, 0.9062572 50.9519894, 0.9063054 50.9520111, 0.906365 50.9520346)",,,B2075
25699843,False,High Street,secondary,30 mph,True,109.28399999999999,"LINESTRING (0.9059499 50.9517146, 0.9058886 50.9516598, 0.9058415 50.9516215, 0.9057771 50.9515757, 0.9057173 50.9515381, 0.9055879 50.9514641, 0.9054365 50.9513735, 0.9052439 50.951256, 0.9050625 50.951144, 0.9050012 50.9511035, 0.9048683 50.9510088)",,2,B2075
5203093,False,High Street,secondary,30 mph,True,46.799,"LINESTRING (0.906365 50.9520346, 0.9063054 50.9520111, 0.9062572 50.9519894, 0.9062164 50.9519684, 0.9061764 50.9519439, 0.9061351 50.951914, 0.9061129 50.9518945, 0.9060879 50.9518714, 0.9060461 50.9518264, 0.9059852 50.9517534, 0.9059499 50.9517146)",,,B2075
