osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,bridge,name,access
58166524,,residential,30 mph,,False,False,77.193,"LINESTRING (-3.4564387 51.6252375, -3.4569028 51.6252386, -3.4569094 51.625238, -3.4569151 51.6252375, -3.4574818 51.6251869, -3.4575503 51.6251808)",2,,Church Street,
"[252431996, 58166524]",,residential,30 mph,,False,True,133.148,"LINESTRING (-3.4564387 51.6252375, -3.4560211 51.6252457, -3.4560226 51.6253295, -3.4559874 51.6253752, -3.4559153 51.6254095, -3.4555022 51.6254189, -3.4554379 51.6254109, -3.4553896 51.6253942, -3.4553744 51.6253553, -3.4553811 51.6249798)",2,,Church Street,
58166486,,residential,30 mph,,False,True,79.795,"LINESTRING (-3.4563997 51.6245203, -3.4564387 51.6252375)",2,,Gilmour Street,
58166505,,residential,30 mph,,False,False,13.929,"LINESTRING (-3.4571435 51.6291048, -3.457065 51.6289894)",2,,,yes
58166497,,residential,30 mph,,False,True,36.339999999999996,"LINESTRING (-3.4571435 51.6291048, -3.457528 51.6291299, -3.4576272 51.6291329, -3.4576677 51.6291341)",2,,,yes
58166520,A4119,primary,60 mph,roundabout,True,False,22.796,"LINESTRING (-3.4619896 51.623976, -3.4619481 51.6239985, -3.4618974 51.6240117, -3.4618425 51.6240143, -3.4617891 51.6240061, -3.4617426 51.6239878, -3.4617077 51.6239614)",,,,
1229755862,,residential,30 mph,,False,False,66.589,"LINESTRING (-3.4619896 51.623976, -3.4623812 51.6242192, -3.4627562 51.6243232)",2,,Clydach Road,yes
"[28287812, 28287813, 28287814, 28287816, 43091951]",A4119,primary,60 mph,,False,False,561.663,"LINESTRING (-3.4617077 51.6239614, -3.4614424 51.6241345, -3.4612208 51.6242938, -3.4609865 51.6243657, -3.4606861 51.624399, -3.4598707 51.6243591, -3.4586476 51.6243191, -3.4574128 51.6242966, -3.4571209 51.6242819, -3.4558057 51.6241981, -3.4550803 51.6241111, -3.4545201 51.6240526, -3.4540753 51.6240353, -3.4538767 51.6240193)",3,yes,,
58166520,A4119,primary,60 mph,roundabout,True,False,18.88,"LINESTRING (-3.4617077 51.6239614, -3.4616881 51.6239297, -3.4616855 51.6238958, -3.4617001 51.6238631, -3.4617305 51.6238348, -3.4617736 51.6238139)",,,,
58166520,A4119,primary,60 mph,roundabout,True,False,32.769000000000005,"LINESTRING (-3.4617736 51.6238139, -3.4618297 51.623802, -3.461889 51.6238025, -3.4619445 51.6238155, -3.4619897 51.6238394, -3.4620191 51.6238714, -3.4620293 51.6239077, -3.462019 51.623944, -3.4619896 51.623976)",,,,
58173644,,residential,30 mph,,False,False,73.185,"LINESTRING (-3.4550378 51.6236201, -3.4547573 51.6232996, -3.4546685 51.6232924, -3.4545721 51.6232592, -3.454508 51.6231672, -3.4545206 51.6230985)",2,,River View,
28287821,,residential,30 mph,,False,False,225.828,"LINESTRING (-3.4545206 51.6230985, -3.4544294 51.623083, -3.4543194 51.6230051, -3.4541266 51.6227691, -3.454043 51.6226667, -3.4535877 51.6220964, -3.4535341 51.6220292, -3.4533365 51.6217702, -3.4532929 51.6216679, -3.4533168 51.621593, -3.4534939 51.6214704, -3.4536579 51.6213682)",2,,Gelli Road,
"[125152409, 28287821]",,residential,30 mph,,False,True,173.885,"LINESTRING (-3.4545206 51.6230985, -3.4546878 51.623075, -3.4553141 51.6228391, -3.4553473 51.6228285, -3.45536 51.6228409, -3.4557069 51.6231801, -3.4559803 51.6234547, -3.4560947 51.6235308, -3.4562163 51.6235878, -3.4562751 51.6236073)",2,,"['Gelli Road', 'Dunraven Street']",
58173644,,residential,30 mph,,False,True,73.185,"LINESTRING (-3.4545206 51.6230985, -3.454508 51.6231672, -3.4545721 51.6232592, -3.4546685 51.6232924, -3.4547573 51.6232996, -3.4550378 51.6236201)",2,,River View,
31340148,,residential,30 mph,,False,False,89.122,"LINESTRING (-3.4656106 51.6242592, -3.4657072 51.6244457, -3.4657554 51.6245696, -3.4657823 51.6246388, -3.465805 51.6248414, -3.465793 51.6250451)",2,,Clydach Road,yes
31340148,,residential,30 mph,,False,True,197.894,"LINESTRING (-3.4656106 51.6242592, -3.4652458 51.6242925, -3.4646412 51.6243255, -3.4638618 51.6243429, -3.463229 51.6243624, -3.4631974 51.6243634, -3.4627562 51.6243232)",2,,Clydach Road,yes
31340148,,residential,30 mph,,False,False,197.894,"LINESTRING (-3.4627562 51.6243232, -3.4631974 51.6243634, -3.463229 51.6243624, -3.4638618 51.6243429, -3.4646412 51.6243255, -3.4652458 51.6242925, -3.4656106 51.6242592)",2,,Clydach Road,yes
58173661,,residential,30 mph,,False,False,72.313,"LINESTRING (-3.4627562 51.6243232, -3.4627287 51.6245539, -3.4627252 51.6245829, -3.4627138 51.6246455, -3.4626816 51.6249718)",2,,,yes
1229755862,,residential,30 mph,,False,True,66.589,"LINESTRING (-3.4627562 51.6243232, -3.4623812 51.6242192, -3.4619896 51.623976)",2,,Clydach Road,yes
31340150,,residential,30 mph,,False,False,8.872,"LINESTRING (-3.4626816 51.6249718, -3.4625531 51.6249703)",2,,Court Street,yes
31340150,,residential,30 mph,,False,True,201.04399999999998,"LINESTRING (-3.4626816 51.6249718, -3.4637867 51.6250051, -3.4640532 51.6250102, -3.4641102 51.6250113, -3.4648274 51.6250251, -3.465591 51.6250518)",2,,Court Street,yes
58173661,,residential,30 mph,,False,True,72.313,"LINESTRING (-3.4626816 51.6249718, -3.4627138 51.6246455, -3.4627252 51.6245829, -3.4627287 51.6245539, -3.4627562 51.6243232)",2,,,yes
252431989,,residential,30 mph,,False,True,69.72200000000001,"LINESTRING (-3.4557068 51.6203338, -3.4553107 51.6205292, -3.4549121 51.6207207)",2,,Gelli Road,
252431990,,residential,20 mph,,False,False,59.525,"LINESTRING (-3.4557068 51.6203338, -3.4557312 51.6203549, -3.4560083 51.620549, -3.4562843 51.620731)",2,,Kenry Street,
59007396,,residential,,,False,True,34.667,"LINESTRING (-3.4562843 51.620731, -3.4566687 51.6205304)",,,Wern Road,
59007396,,residential,,,False,False,69.354,"LINESTRING (-3.4562843 51.620731, -3.455907 51.6209391, -3.4555332 51.6211452)",,,Wern Road,
252431990,,residential,20 mph,,False,False,328.36600000000004,"LINESTRING (-3.4562843 51.620731, -3.4567846 51.6210976, -3.4582688 51.6224406, -3.4585756 51.6227494, -3.4586217 51.6228375, -3.4586288 51.6229001, -3.4586589 51.6232252)",2,,Kenry Street,
252431990,,residential,20 mph,,False,True,59.525,"LINESTRING (-3.4562843 51.620731, -3.4560083 51.620549, -3.4557312 51.6203549, -3.4557068 51.6203338)",2,,Kenry Street,
59007412,,residential,,,False,True,207.99900000000002,"LINESTRING (-3.4586589 51.6232252, -3.4586655 51.6233405, -3.4587656 51.6235798, -3.4589429 51.6237009, -3.4592462 51.6238613, -3.4596297 51.6240231, -3.4599944 51.6241144, -3.4603362 51.6241224, -3.4609037 51.6241372)",,,Park Place,
125152405,,residential,30 mph,,False,False,71.711,"LINESTRING (-3.4586589 51.6232252, -3.4583169 51.6232573, -3.4576263 51.6232923)",2,,Gilfach Road,
"[59007411, 125152405]",,residential,30 mph,,False,True,173.381,"LINESTRING (-3.4586589 51.6232252, -3.4588729 51.6231934, -3.4590954 51.6231638, -3.4591804 51.6231525, -3.4597889 51.6230713, -3.4596934 51.622798, -3.4590767 51.6223875)",2,,"['Gilfach Road', 'Ardwyn Terrace']",
252431990,,residential,20 mph,,False,True,328.366,"LINESTRING (-3.4586589 51.6232252, -3.4586288 51.6229001, -3.4586217 51.6228375, -3.4585756 51.6227494, -3.4582688 51.6224406, -3.4567846 51.6210976, -3.4562843 51.620731)",2,,Kenry Street,
59007396,,residential,,,False,False,34.667,"LINESTRING (-3.4566687 51.6205304, -3.4562843 51.620731)",,,Wern Road,
59007410,,residential,20 mph,,False,False,63.77,"LINESTRING (-3.4555332 51.6211452, -3.4549121 51.6207207)",2,,Primrose Street,
59007396,,residential,,,False,True,69.354,"LINESTRING (-3.4555332 51.6211452, -3.455907 51.6209391, -3.4562843 51.620731)",,,Wern Road,
59007399,,residential,30 mph,,False,False,121.24199999999999,"LINESTRING (-3.4555332 51.6211452, -3.4551324 51.6213512, -3.4553002 51.6214949, -3.4551714 51.6218879, -3.4551362 51.6220754)",2,,Compton Road,
59007410,,residential,20 mph,,False,True,284.211,"LINESTRING (-3.4555332 51.6211452, -3.456019 51.6215082, -3.4568988 51.6223409, -3.4575919 51.6229532, -3.4576263 51.6232923)",2,,Primrose Street,
59007399,,residential,30 mph,,False,True,121.24199999999999,"LINESTRING (-3.4551362 51.6220754, -3.4551714 51.6218879, -3.4553002 51.6214949, -3.4551324 51.6213512, -3.4555332 51.6211452)",2,,Compton Road,
59007409,,residential,30 mph,,False,False,128.485,"LINESTRING (-3.4551362 51.6220754, -3.4549676 51.6219079, -3.4545384 51.6215016, -3.4541257 51.6211051)",2,,Eleanor Street,
59007409,,residential,30 mph,,False,True,63.138999999999996,"LINESTRING (-3.4551362 51.6220754, -3.4552251 51.6221677, -3.4558098 51.6224507)",2,,Eleanor Street,
59007400,,residential,30 mph,,False,False,69.281,"LINESTRING (-3.4564887 51.6228597, -3.456648 51.6231541, -3.4568025 51.6234515)",2,,Brynhyfryd,
125152405,,residential,30 mph,,False,True,59.561,"LINESTRING (-3.4568025 51.6234515, -3.4576263 51.6232923)",2,,Gilfach Road,
59007400,,residential,30 mph,,False,True,69.281,"LINESTRING (-3.4568025 51.6234515, -3.456648 51.6231541, -3.4564887 51.6228597)",2,,Brynhyfryd,
125152405,,residential,30 mph,,False,False,40.379999999999995,"LINESTRING (-3.4568025 51.6234515, -3.4565484 51.6235183, -3.45633 51.623585, -3.4562751 51.6236073)",2,,Gilfach Road,
59007409,,residential,30 mph,,False,False,63.138999999999996,"LINESTRING (-3.4558098 51.6224507, -3.4552251 51.6221677, -3.4551362 51.6220754)",2,,Eleanor Street,
252431989,,residential,30 mph,,False,True,43.576,"LINESTRING (-3.4541257 51.6211051, -3.4536579 51.6213682)",2,,Gelli Road,
59007409,,residential,30 mph,,False,True,128.48499999999999,"LINESTRING (-3.4541257 51.6211051, -3.4545384 51.6215016, -3.4549676 51.6219079, -3.4551362 51.6220754)",2,,Eleanor Street,
252431989,,residential,30 mph,,False,False,69.11500000000001,"LINESTRING (-3.4541257 51.6211051, -3.4545262 51.6209004, -3.4549121 51.6207207)",2,,Gelli Road,
125152405,,residential,30 mph,,False,False,59.561,"LINESTRING (-3.4576263 51.6232923, -3.4568025 51.6234515)",2,,Gilfach Road,
59007410,,residential,20 mph,,False,False,284.21099999999996,"LINESTRING (-3.4576263 51.6232923, -3.4575919 51.6229532, -3.4568988 51.6223409, -3.456019 51.6215082, -3.4555332 51.6211452)",2,,Primrose Street,
125152405,,residential,30 mph,,False,True,71.711,"LINESTRING (-3.4576263 51.6232923, -3.4583169 51.6232573, -3.4586589 51.6232252)",2,,Gilfach Road,
59007410,,residential,20 mph,,False,True,63.77,"LINESTRING (-3.4549121 51.6207207, -3.4555332 51.6211452)",2,,Primrose Street,
252431989,,residential,30 mph,,False,False,69.72200000000001,"LINESTRING (-3.4549121 51.6207207, -3.4553107 51.6205292, -3.4557068 51.6203338)",2,,Gelli Road,
252431989,,residential,30 mph,,False,True,69.11500000000001,"LINESTRING (-3.4549121 51.6207207, -3.4545262 51.6209004, -3.4541257 51.6211051)",2,,Gelli Road,
"[59007411, 125152405]",,residential,30 mph,,False,False,173.381,"LINESTRING (-3.4590767 51.6223875, -3.4596934 51.622798, -3.4597889 51.6230713, -3.4591804 51.6231525, -3.4590954 51.6231638, -3.4588729 51.6231934, -3.4586589 51.6232252)",2,,"['Ardwyn Terrace', 'Gilfach Road']",
104418391,,residential,,,False,True,207.13,"LINESTRING (-3.4562751 51.6236073, -3.4565382 51.6236944, -3.456847 51.6238382, -3.4570272 51.6239612, -3.4570438 51.6239725, -3.4571354 51.6240528, -3.4571954 51.6241541, -3.4573121 51.6245078, -3.4573429 51.6245869, -3.4575503 51.6251808)",,,Dewinton Street,
125152405,,residential,30 mph,,False,True,40.379999999999995,"LINESTRING (-3.4562751 51.6236073, -3.45633 51.623585, -3.4565484 51.6235183, -3.4568025 51.6234515)",2,,Gilfach Road,
"[125152409, 28287821]",,residential,30 mph,,False,False,173.885,"LINESTRING (-3.4562751 51.6236073, -3.4562163 51.6235878, -3.4560947 51.6235308, -3.4559803 51.6234547, -3.4557069 51.6231801, -3.45536 51.6228409, -3.4553473 51.6228285, -3.4553141 51.6228391, -3.4546878 51.623075, -3.4545206 51.6230985)",2,,"['Gelli Road', 'Dunraven Street']",
59007412,,residential,,,False,False,207.999,"LINESTRING (-3.4609037 51.6241372, -3.4603362 51.6241224, -3.4599944 51.6241144, -3.4596297 51.6240231, -3.4592462 51.6238613, -3.4589429 51.6237009, -3.4587656 51.6235798, -3.4586655 51.6233405, -3.4586589 51.6232252)",,,Park Place,
59009710,,residential,,,False,False,21.489,"LINESTRING (-3.4655644 51.6255379, -3.4655803 51.6253449)",,,Fern Terrace,
59009710,,residential,,,False,True,40.792,"LINESTRING (-3.4655644 51.6255379, -3.4655462 51.6257578, -3.4655395 51.6259044)",,,Fern Terrace,
59009711,,residential,30 mph,,False,True,40.71,"LINESTRING (-3.4610934 51.6255338, -3.4605037 51.625538)",2,,Thomas Street,yes
59009702,,residential,30 mph,,False,False,64.16499999999999,"LINESTRING (-3.4610934 51.6255338, -3.4611045 51.6259642, -3.4611045 51.6261108)",2,,Old Street,yes
59009711,,residential,30 mph,,False,False,101.512,"LINESTRING (-3.4610934 51.6255338, -3.4614478 51.6255313, -3.4621666 51.6255446, -3.4625636 51.6255446)",2,,Thomas Street,yes
59009702,,residential,30 mph,,False,False,184.217,"LINESTRING (-3.4611045 51.6261108, -3.4611045 51.6265304, -3.4611045 51.6270299, -3.4612118 51.6271897, -3.4614264 51.6274895, -3.4615801 51.6277058)",2,,Old Street,yes
59009702,,residential,30 mph,,False,True,64.16499999999999,"LINESTRING (-3.4611045 51.6261108, -3.4611045 51.6259642, -3.4610934 51.6255338)",2,,Old Street,yes
59009703,,residential,30 mph,,False,True,100.10900000000001,"LINESTRING (-3.4611045 51.6261108, -3.4615229 51.6260975, -3.462231 51.6261241, -3.4625529 51.6261241)",2,,Charles Street,yes
59009702,,residential,30 mph,,False,True,184.21699999999998,"LINESTRING (-3.4615801 51.6277058, -3.4614264 51.6274895, -3.4612118 51.6271897, -3.4611045 51.6270299, -3.4611045 51.6265304, -3.4611045 51.6261108)",2,,Old Street,yes
59009713,,residential,30 mph,,False,False,35.011,"LINESTRING (-3.4615801 51.6277058, -3.4613834 51.6277892, -3.4613082 51.6278095, -3.4611367 51.6278558)",2,,Danycoed Terrace,yes
59009713,,residential,30 mph,,False,True,44.943,"LINESTRING (-3.4615801 51.6277058, -3.4618233 51.6276027, -3.4620755 51.6274462)",2,,Danycoed Terrace,yes
59009703,,residential,30 mph,,False,False,209.28,"LINESTRING (-3.4655395 51.6259044, -3.465042 51.6259842, -3.4640871 51.6261308, -3.4633468 51.6261241, -3.4625529 51.6261241)",2,,Charles Street,yes
59009710,,residential,,,False,False,40.792,"LINESTRING (-3.4655395 51.6259044, -3.4655462 51.6257578, -3.4655644 51.6255379)",,,Fern Terrace,
59009710,,residential,,,False,True,35.553,"LINESTRING (-3.4655395 51.6259044, -3.4655263 51.6261919, -3.4655248 51.626224)",,,Fern Terrace,
59009704,,residential,30 mph,,False,False,34.836,"LINESTRING (-3.4625529 51.6261241, -3.4625314 51.6264371)",2,,Waun Road,yes
59009703,,residential,30 mph,,False,False,100.109,"LINESTRING (-3.4625529 51.6261241, -3.462231 51.6261241, -3.4615229 51.6260975, -3.4611045 51.6261108)",2,,Charles Street,yes
59009703,,residential,30 mph,,False,True,209.28,"LINESTRING (-3.4625529 51.6261241, -3.4633468 51.6261241, -3.4640871 51.6261308, -3.465042 51.6259842, -3.4655395 51.6259044)",2,,Charles Street,yes
59009704,,residential,30 mph,,False,True,64.452,"LINESTRING (-3.4625529 51.6261241, -3.4625636 51.6259443, -3.4625636 51.6255446)",2,,Waun Road,yes
31340150,,residential,30 mph,,False,False,139.788,"LINESTRING (-3.4625531 51.6249703, -3.4605281 51.6249657)",2,,Court Street,yes
31340150,,residential,30 mph,,False,True,8.872,"LINESTRING (-3.4625531 51.6249703, -3.4626816 51.6249718)",2,,Court Street,yes
59009704,,residential,30 mph,,False,False,63.869,"LINESTRING (-3.4625531 51.6249703, -3.4625529 51.6252915, -3.4625636 51.6255446)",2,,Waun Road,yes
59009704,,residential,30 mph,,False,False,64.452,"LINESTRING (-3.4625636 51.6255446, -3.4625636 51.6259443, -3.4625529 51.6261241)",2,,Waun Road,yes
59009704,,residential,30 mph,,False,True,63.869,"LINESTRING (-3.4625636 51.6255446, -3.4625529 51.6252915, -3.4625531 51.6249703)",2,,Waun Road,yes
59009711,,residential,30 mph,,False,False,211.13500000000002,"LINESTRING (-3.4625636 51.6255446, -3.4635936 51.6255446, -3.4640442 51.625558, -3.4647523 51.6254514, -3.4652458 51.6253648, -3.4655803 51.6253449)",2,,Thomas Street,yes
59009711,,residential,30 mph,,False,True,101.512,"LINESTRING (-3.4625636 51.6255446, -3.4621666 51.6255446, -3.4614478 51.6255313, -3.4610934 51.6255338)",2,,Thomas Street,yes
59009704,,residential,30 mph,,False,True,34.836,"LINESTRING (-3.4625314 51.6264371, -3.4625529 51.6261241)",2,,Waun Road,yes
78411535,,residential,30 mph,,False,True,31.874,"LINESTRING (-3.4625314 51.6264371, -3.462993 51.6264446)",2,,Glen View Street,yes
"[78411534, 78411535]",,residential,30 mph,,False,False,143.361,"LINESTRING (-3.4625314 51.6264371, -3.4620594 51.6264505, -3.4620594 51.6269633, -3.4620594 51.6272563, -3.4620755 51.6274462)",2,,Glen View Street,yes
78411535,,residential,30 mph,,False,False,31.874,"LINESTRING (-3.462993 51.6264446, -3.4625314 51.6264371)",2,,Glen View Street,yes
59009706,,residential,30 mph,,False,False,80.38900000000001,"LINESTRING (-3.462993 51.6264446, -3.4629713 51.6266436, -3.4629499 51.6269433, -3.4629389 51.6271667)",2,,David Street,yes
"[78411536, 78411535]",,residential,30 mph,,False,"[False, True]",178.113,"LINESTRING (-3.462993 51.6264446, -3.4633575 51.6264505, -3.4634298 51.6264166, -3.4641144 51.6263957, -3.4650673 51.6262781, -3.4654297 51.6262233, -3.4655248 51.626224)",2,,"['Georges Terrace', 'Glen View Street']",yes
59009713,,residential,30 mph,,False,False,44.943,"LINESTRING (-3.4620755 51.6274462, -3.4618233 51.6276027, -3.4615801 51.6277058)",2,,Danycoed Terrace,yes
59009713,,residential,30 mph,,False,True,67.911,"LINESTRING (-3.4620755 51.6274462, -3.4621559 51.6273962, -3.4624241 51.6272896, -3.4629389 51.6271667)",2,,Danycoed Terrace,yes
"[78411534, 78411535]",,residential,30 mph,,False,True,143.361,"LINESTRING (-3.4620755 51.6274462, -3.4620594 51.6272563, -3.4620594 51.6269633, -3.4620594 51.6264505, -3.4625314 51.6264371)",2,,Glen View Street,yes
59009706,,residential,30 mph,,False,True,80.389,"LINESTRING (-3.4629389 51.6271667, -3.4629499 51.6269433, -3.4629713 51.6266436, -3.462993 51.6264446)",2,,David Street,yes
59009713,,residential,30 mph,,False,False,67.911,"LINESTRING (-3.4629389 51.6271667, -3.4624241 51.6272896, -3.4621559 51.6273962, -3.4620755 51.6274462)",2,,Danycoed Terrace,yes
59009708,,residential,30 mph,,False,False,15.281,"LINESTRING (-3.4662543 51.626597, -3.4663514 51.6264735)",2,,Bryn Terrace,yes
59009709,,residential,,,False,False,57.899,"LINESTRING (-3.465514 51.6264438, -3.4663514 51.6264735)",,,East Street,
59009710,,residential,,,False,False,24.452,"LINESTRING (-3.465514 51.6264438, -3.4655248 51.626224)",,,Fern Terrace,
59009710,,residential,,,False,True,27.39,"LINESTRING (-3.465514 51.6264438, -3.4654857 51.6266895)",,,Fern Terrace,
59009708,,residential,30 mph,,False,True,15.281,"LINESTRING (-3.4663514 51.6264735, -3.4662543 51.626597)",2,,Bryn Terrace,yes
59009709,,residential,,,False,True,57.899,"LINESTRING (-3.4663514 51.6264735, -3.465514 51.6264438)",,,East Street,
59009710,,residential,,,False,False,27.39,"LINESTRING (-3.4654857 51.6266895, -3.465514 51.6264438)",,,Fern Terrace,
59009710,,residential,,,False,True,21.489,"LINESTRING (-3.4655803 51.6253449, -3.4655644 51.6255379)",,,Fern Terrace,
59009710,,residential,,,False,False,32.607,"LINESTRING (-3.4655803 51.6253449, -3.4655891 51.6252383, -3.465591 51.6250518)",,,Fern Terrace,
59009711,,residential,30 mph,,False,True,211.135,"LINESTRING (-3.4655803 51.6253449, -3.4652458 51.6253648, -3.4647523 51.6254514, -3.4640442 51.625558, -3.4635936 51.6255446, -3.4625636 51.6255446)",2,,Thomas Street,yes
31340150,,residential,30 mph,,False,False,201.04399999999998,"LINESTRING (-3.465591 51.6250518, -3.4648274 51.6250251, -3.4641102 51.6250113, -3.4640532 51.6250102, -3.4637867 51.6250051, -3.4626816 51.6249718)",2,,Court Street,yes
31340150,,residential,30 mph,,False,True,13.964,"LINESTRING (-3.465591 51.6250518, -3.4656268 51.6250506, -3.465793 51.6250451)",2,,Court Street,yes
59009710,,residential,,,False,True,32.607,"LINESTRING (-3.465591 51.6250518, -3.4655891 51.6252383, -3.4655803 51.6253449)",,,Fern Terrace,
59009711,,residential,30 mph,,False,False,109.573,"LINESTRING (-3.4600909 51.6264826, -3.4602676 51.6259909, -3.4603642 51.6256912, -3.4605037 51.625538)",2,,Thomas Street,yes
59009712,,residential,30 mph,,False,True,154.544,"LINESTRING (-3.4600909 51.6264826, -3.4598707 51.6269034, -3.459514 51.6275353, -3.4595004 51.6275593, -3.4593828 51.6277827, -3.4593741 51.6277992)",2,,School Terrace,yes
59009720,,residential,30 mph,,False,False,81.001,"LINESTRING (-3.4600909 51.6264826, -3.4594952 51.6261441, -3.4591688 51.6260415)",2,,Berw Road,yes
59009720,,residential,30 mph,,False,True,169.06100000000004,"LINESTRING (-3.4600909 51.6264826, -3.4602784 51.6267368, -3.4606432 51.6272031, -3.4609972 51.6277159, -3.4611367 51.6278558)",2,,Berw Road,yes
59009711,,residential,30 mph,,False,False,40.71,"LINESTRING (-3.4605037 51.625538, -3.4610934 51.6255338)",2,,Thomas Street,yes
59009711,,residential,30 mph,,False,True,109.57300000000001,"LINESTRING (-3.4605037 51.625538, -3.4603642 51.6256912, -3.4602676 51.6259909, -3.4600909 51.6264826)",2,,Thomas Street,yes
59009717,,residential,30 mph,,False,True,63.660000000000004,"LINESTRING (-3.4605037 51.625538, -3.4605144 51.6253515, -3.4605156 51.6253167, -3.4605281 51.6249657)",2,,Davies Street,yes
