osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge
23085531,Victoria Terrace,tertiary,30 mph,False,False,54.523,"LINESTRING (-2.4629899 57.5359123, -2.4626707 57.5359502, -2.4620962 57.5360138)",,,
"[99693795, 99693619, 712164147, 712164148, 99693631]","[""Queen's Road"", 'Bridge of Turriff']",primary,30 mph,False,False,310.075,"LINESTRING (-2.4629899 57.5359123, -2.4628928 57.5358464, -2.4627758 57.5357878, -2.4624262 57.5356408, -2.4622988 57.5355779, -2.4620283 57.5353925, -2.4620115 57.5353702, -2.4619927 57.5353451, -2.461981 57.5353295, -2.4619172 57.5352447, -2.4618559 57.5351181, -2.4618423 57.53509, -2.4618571 57.5349511, -2.4618786 57.5348479, -2.4618974 57.534758, -2.4619858 57.5345582, -2.4620076 57.534511, -2.4620294 57.5343244, -2.4619673 57.5340105, -2.4618929 57.5338697, -2.4616834 57.5336045, -2.4614921 57.5334234)",2,A947,yes
99693631,Queen's Road,primary,30 mph,False,True,185.453,"LINESTRING (-2.4629899 57.5359123, -2.4631101 57.5360746, -2.4631845 57.5362196, -2.4632435 57.536443, -2.463377 57.5366353, -2.4635459 57.5367905, -2.4636553 57.5368806, -2.4638127 57.5370354, -2.4639617 57.5371786, -2.4640325 57.5374603)",2,A947,
40461910,Market Street,secondary,,False,True,28.328,"LINESTRING (-2.4609143 57.5390865, -2.4610155 57.5393354)",,B9025,
122384603,Duff Street,primary,30 mph,False,False,20.278,"LINESTRING (-2.4609143 57.5390865, -2.4612421 57.5390385)",2,A947,
40461912,Main Street,residential,30 mph,False,True,40.972,"LINESTRING (-2.4609143 57.5390865, -2.460803 57.5388377, -2.4607753 57.5387757, -2.4607542 57.5387282)",,,
122384605,Fife Street,primary,30 mph,False,True,69.74199999999999,"LINESTRING (-2.4609143 57.5390865, -2.4606124 57.5391105, -2.4597681 57.5392074)",2,A947,
40461910,Market Street,secondary,,False,True,3.719,"LINESTRING (-2.4613681 57.5401692, -2.4613828 57.5402017)",,B9025,
40461910,Market Street,secondary,,False,False,25.389000000000003,"LINESTRING (-2.4613681 57.5401692, -2.4613425 57.5401107, -2.4612734 57.5399466)",,B9025,
99693744,Riddoch Road,residential,,False,True,65.495,"LINESTRING (-2.4613681 57.5401692, -2.4612964 57.5401785, -2.4602993 57.5403029)",,,
153180554,Deveron Street,secondary,,False,True,53.993,"LINESTRING (-2.4675668 57.5390023, -2.4667364 57.539195)",,B9025,
99693624,Mill Road,residential,,False,False,37.6,"LINESTRING (-2.4675668 57.5390023, -2.4673412 57.538733, -2.4672744 57.5387095)",,,
153180554,Deveron Street,secondary,,False,False,109.29999999999998,"LINESTRING (-2.4675668 57.5390023, -2.4682972 57.5390078, -2.4691662 57.5390193, -2.4693803 57.5390668)",,B9025,
153180543,Gladstone Terrace,secondary,,False,True,52.241,"LINESTRING (-2.4651719 57.5395269, -2.4659867 57.5393552)",,B9025,
99693781,Hillcrest Road,residential,,False,True,93.78,"LINESTRING (-2.4651719 57.5395269, -2.4653556 57.5397762, -2.4653965 57.5398675, -2.4654833 57.5400614, -2.4656304 57.5403321)",,,
153180543,Gladstone Terrace,secondary,,False,False,113.22200000000001,"LINESTRING (-2.4651719 57.5395269, -2.464227 57.5397353, -2.4641169 57.5397672, -2.4639988 57.5398027, -2.4634803 57.5399146, -2.4634296 57.5399277)",,B9025,
153180561,Manse Terrace,residential,,False,False,99.247,"LINESTRING (-2.4651719 57.5395269, -2.4649498 57.5392036, -2.4644427 57.538728)",,,
99693733,Cross Street,primary,30 mph,False,False,49.857,"LINESTRING (-2.4636573 57.538481, -2.4639094 57.5381262, -2.4639757 57.5380675)",2,A947,
122384603,Duff Street,primary,30 mph,False,True,56.676,"LINESTRING (-2.4636573 57.538481, -2.4635071 57.5386013, -2.4633569 57.5386819, -2.4631866 57.5387635, -2.4629769 57.5388252)",2,A947,
153180561,Manse Terrace,residential,,False,True,54.68599999999999,"LINESTRING (-2.4636573 57.538481, -2.4637513 57.5385064, -2.464255 57.5386428, -2.4642846 57.5386508, -2.4643169 57.5386666, -2.4644427 57.538728)",,,
99693608,Castle Hill,tertiary,,False,False,8.682,"LINESTRING (-2.46517 57.537988, -2.4652624 57.5380483)",,,
99693812,Castle Hill,residential,,False,False,41.256,"LINESTRING (-2.46517 57.537988, -2.464482 57.538024)",,,
"[897749167, 153180559]","['Putachie Path', 'Castle Street']",tertiary,,False,False,72.14,"LINESTRING (-2.46517 57.537988, -2.4651182 57.5378521, -2.4650997 57.5378037, -2.4650872 57.5377376, -2.4650674 57.5376334, -2.4650274 57.5376118, -2.464895 57.5375885, -2.4645688 57.5375312)",,,
153180543,Gladstone Terrace,secondary,,False,False,48.158,"LINESTRING (-2.4667364 57.539195, -2.4659867 57.5393552)",,B9025,
153180554,Deveron Street,secondary,,False,False,53.993,"LINESTRING (-2.4667364 57.539195, -2.4675668 57.5390023)",,B9025,
153180556,Knockie Road,residential,,False,False,48.853,"LINESTRING (-2.4667364 57.539195, -2.4672008 57.5395568)",,,
99693608,Castle Hill,tertiary,,False,True,62.465,"LINESTRING (-2.4667364 57.539195, -2.4664521 57.5389619, -2.4661631 57.538725)",,,
153180556,Knockie Road,residential,,False,False,11.252,"LINESTRING (-2.4692089 57.5415309, -2.4692819 57.5416242)",,,
153180551,Westbrae Crescent,residential,,False,False,135.761,"LINESTRING (-2.4692089 57.5415309, -2.4690561 57.5416109, -2.468076 57.5418585, -2.4677579 57.5418973, -2.4672631 57.5418933, -2.4671069 57.5419026)",,,
153180556,Knockie Road,residential,,False,True,131.668,"LINESTRING (-2.4692089 57.5415309, -2.4689155 57.5412365, -2.4688985 57.5412194, -2.4688436 57.5411643, -2.4686992 57.5410194, -2.4684138 57.540733, -2.4681738 57.5404852)",,,
153180551,Westbrae Crescent,residential,,False,True,36.736,"LINESTRING (-2.4659449 57.5411088, -2.4662257 57.5414028)",,,
99693781,Hillcrest Road,residential,,False,False,35.721000000000004,"LINESTRING (-2.4659449 57.5411088, -2.4658838 57.5410114, -2.465784 57.5407996)",,,
153180547,Baden Powell Road,residential,,False,False,71.419,"LINESTRING (-2.4659449 57.5411088, -2.4655533 57.5412006, -2.4654137 57.5412275, -2.4647941 57.5412506)",,,
99693617,Market Street,tertiary,,False,True,22.878,"LINESTRING (-2.4619659 57.5416593, -2.4618791 57.5414589)",,,
153180547,Baden Powell Road,residential,,False,True,99.889,"LINESTRING (-2.4619659 57.5416593, -2.4631446 57.5414773, -2.4635697 57.5414026)",,,
40461912,Main Street,residential,30 mph,False,False,28.473,"LINESTRING (-2.4606406 57.5384795, -2.4607542 57.5387282)",,,
40461912,Main Street,residential,30 mph,False,True,36.975,"LINESTRING (-2.4606406 57.5384795, -2.4606247 57.5384142, -2.4605584 57.5382255, -2.4605261 57.5381529)",,,
99693633,Cheyne's Place,residential,,False,False,66.911,"LINESTRING (-2.4606406 57.5384795, -2.4600542 57.5385406, -2.45954 57.5385941)",,,
40461912,Main Street,residential,30 mph,False,False,94.80199999999999,"LINESTRING (-2.4602556 57.5373178, -2.4602325 57.5373618, -2.4602488 57.5374336, -2.4603193 57.5376165, -2.4604353 57.5379173, -2.4605261 57.5381529)",,,
40461914,Balmellie Street,residential,30 mph,False,True,41.995000000000005,"LINESTRING (-2.4602556 57.5373178, -2.4601055 57.5372896, -2.4595763 57.5373586)",,,
99693614,School Hill,residential,,False,True,67.83500000000001,"LINESTRING (-2.4602556 57.5373178, -2.4601631 57.5372501, -2.4599886 57.5367324)",,,
153180549,High Street,residential,,False,False,231.107,"LINESTRING (-2.4602556 57.5373178, -2.4603127 57.5372856, -2.4603851 57.5372743, -2.4606188 57.5372735, -2.4609538 57.5373251, -2.4613969 57.5373899, -2.4618201 57.5374518, -2.4620125 57.5374726, -2.462256 57.537499, -2.4624183 57.5375166, -2.4627849 57.5375295, -2.4628092 57.5375303, -2.4629118 57.5375339, -2.4630766 57.5375242, -2.4640325 57.5374603)",,,
40461914,Balmellie Street,residential,30 mph,False,False,35.117,"LINESTRING (-2.4562587 57.5377615, -2.4568308 57.5376877)",,,
99693694,Morrison's Lane,residential,,False,False,98.113,"LINESTRING (-2.4562587 57.5377615, -2.4566063 57.5386239)",,,
99693618,Fowlie's Lane,residential,,False,True,66.468,"LINESTRING (-2.4562587 57.5377615, -2.4561358 57.5374187, -2.4560483 57.5371745)",,,
99693598,Beaconsfield Terrace,residential,,False,False,71.699,"LINESTRING (-2.4627901 57.5406394, -2.4624864 57.5406762, -2.4616189 57.5407831)",,,
99693598,Beaconsfield Terrace,residential,,False,True,173.159,"LINESTRING (-2.4627901 57.5406394, -2.4632081 57.5405856, -2.4635342 57.5405486, -2.4644002 57.5404602, -2.4652377 57.5403486, -2.4656304 57.5403321)",,,
99693727,Church Lane,residential,,False,False,65.018,"LINESTRING (-2.4627901 57.5406394, -2.4625495 57.5401042, -2.4625317 57.5400714)",,,
99693718,St Ninian's Place,residential,,False,False,43.732,"LINESTRING (-2.4650718 57.5408922, -2.465784 57.5407996)",,,
99693594,Water Lane,residential,,False,False,64.901,"LINESTRING (-2.4605584 57.5409124, -2.4616189 57.5407831)",,,
99693772,Riddoch Lane,residential,,False,False,33.54,"LINESTRING (-2.4605584 57.5409124, -2.4604369 57.5406179)",,,
99693772,Riddoch Lane,residential,,False,True,76.019,"LINESTRING (-2.4605584 57.5409124, -2.4608516 57.5415777)",,,
