osmid,oneway,highway,maxspeed,reversed,length,geometry,ref,name,bridge
197079179,False,residential,,True,62.21699999999999,"LINESTRING (-4.5082968 55.8342872, -4.5079895 55.8341238, -4.5079778 55.834106, -4.5079626 55.8340829, -4.507968 55.8340299, -4.5080919 55.8338725, -4.5080973 55.8338195)",,Rosebank Gardens,
197079159,False,residential,,True,115.674,"LINESTRING (-4.5081376 55.8345636, -4.5098984 55.8348867)",,Bankside Avenue,
197079164,False,residential,,False,63.907,"LINESTRING (-4.5081376 55.8345636, -4.5078143 55.8351089)",,Canal Avenue,
197079164,False,residential,,True,32.302,"LINESTRING (-4.5081376 55.8345636, -4.5082968 55.8342872)",,Canal Avenue,
197079164,False,residential,,True,63.907,"LINESTRING (-4.5078143 55.8351089, -4.5081376 55.8345636)",,Canal Avenue,
197079170,False,residential,,False,86.18,"LINESTRING (-4.5078143 55.8351089, -4.5076794 55.8353522, -4.5076502 55.8354048, -4.507404 55.8358489)",,Canal Street,
690464958,False,residential,,False,75.449,"LINESTRING (-4.5078143 55.8351089, -4.5071918 55.8349996, -4.5070179 55.8352962)",,,
197079162,False,residential,,False,89.025,"LINESTRING (-4.5112506 55.8351166, -4.51064 55.8350087, -4.5105328 55.8349509, -4.5099333 55.8348301)",,Banktop Place,
418606352,False,secondary,,False,13.136,"LINESTRING (-4.506438 55.8356781, -4.5062368 55.8356436)",B789,High Street,
418606352,False,secondary,,True,63.24,"LINESTRING (-4.506438 55.8356781, -4.507404 55.8358489)",B789,High Street,
197079167,False,unclassified,,True,429.84000000000003,"LINESTRING (-4.506438 55.8356781, -4.5063598 55.8352365, -4.5063774 55.8351158, -4.5064172 55.8350013, -4.5066876 55.8346686, -4.5072505 55.8340372, -4.5073306 55.8339612, -4.5074569 55.8338531, -4.5076405 55.8337182, -4.5080427 55.8334243, -4.5080574 55.8334126, -4.5080695 55.8333949, -4.5081445 55.8332498, -4.5081686 55.8332238, -4.5082296 55.8331746, -4.5082879 55.8331464, -4.5083589 55.8331203, -4.5084392 55.8330966, -4.508514 55.8330704, -4.5085858 55.833036, -4.5086569 55.8329913, -4.5095377 55.832393)",,Canal Road,
204037537,False,unclassified,,False,70.797,"LINESTRING (-4.5086292 55.837065, -4.5089884 55.8364611)",,Walkinshaw Street,
204037537,False,unclassified,,True,100.18,"LINESTRING (-4.5086292 55.837065, -4.5081454 55.837924)",,Walkinshaw Street,
197079172,False,residential,,True,41.973,"LINESTRING (-4.5086292 55.837065, -4.5090054 55.8371289, -4.5090441 55.8371493, -4.5092574 55.8371914)",,Kirkshaw Court,
197080299,False,residential,,False,29.894,"LINESTRING (-4.5174893 55.8335576, -4.5171016 55.8337153)",,Gowanbank Gardens,
106343398,False,unclassified,,False,81.394,"LINESTRING (-4.5171016 55.8337153, -4.5178603 55.8343105)",,Floors Street,
197080299,False,residential,,True,29.894,"LINESTRING (-4.5171016 55.8337153, -4.5174893 55.8335576)",,Gowanbank Gardens,
106343398,False,unclassified,,True,103.079,"LINESTRING (-4.5171016 55.8337153, -4.5164996 55.8332526, -4.5163528 55.8331336, -4.5161278 55.8329669)",,Floors Street,
75603517,False,unclassified,,False,37.999,"LINESTRING (-4.5052113 55.8370361, -4.505048 55.8373653)",,Mary Street,
75603517,False,unclassified,,True,32.035,"LINESTRING (-4.5052113 55.8370361, -4.5053648 55.8367612)",,Mary Street,
366907333,False,unclassified,,True,20.623,"LINESTRING (-4.5052113 55.8370361, -4.5048937 55.8369852)",,Mary Street,
366907333,False,unclassified,,False,20.623,"LINESTRING (-4.5048937 55.8369852, -4.5052113 55.8370361)",,Mary Street,
75604224,False,unclassified,,True,129.00099999999998,"LINESTRING (-4.5143597 55.8346698, -4.5150446 55.8347964, -4.5151498 55.8348128, -4.5159208 55.8349623, -4.5163159 55.8350422)",,Quarry Street,
244490559,False,unclassified,,False,126.93699999999998,"LINESTRING (-4.5143597 55.8346698, -4.5137584 55.834561, -4.5135126 55.8345192, -4.5124258 55.8343182)",,Quarry Street,
75604226,False,unclassified,,False,4.638,"LINESTRING (-4.5121654 55.8347673, -4.5121426 55.834807)",,William Street,
75604226,False,unclassified,,True,52.518,"LINESTRING (-4.5121654 55.8347673, -4.5124258 55.8343182)",,William Street,
75604228,False,unclassified,,True,127.37999999999998,"LINESTRING (-4.5121654 55.8347673, -4.5128526 55.8348848, -4.5135285 55.8349971, -4.5136832 55.835026, -4.5139178 55.8350698, -4.5140064 55.8350864, -4.5140705 55.8350976, -4.5141146 55.8351047)",,Carden's Knowe,
75604226,False,unclassified,,True,4.638,"LINESTRING (-4.5121426 55.834807, -4.5121654 55.8347673)",,William Street,
75604223,False,residential,,True,103.18599999999999,"LINESTRING (-4.5121426 55.834807, -4.5115449 55.8346891, -4.5112871 55.8345802, -4.5109009 55.8342548)",,Craigdonald Place,
75604226,False,unclassified,,False,82.79599999999999,"LINESTRING (-4.5121426 55.834807, -4.5118115 55.8353602, -4.5117202 55.8355128)",,William Street,
75604226,False,unclassified,,False,52.518,"LINESTRING (-4.5124258 55.8343182, -4.5121654 55.8347673)",,William Street,
"[106343398, 84483334]",False,unclassified,,"[False, True]",309.898,"LINESTRING (-4.5124258 55.8343182, -4.5129237 55.8334507, -4.5129349 55.8334312, -4.5142973 55.8332846, -4.5161278 55.8329669)",,"['South William Street', 'Floors Street']",
204809795,False,unclassified,,False,90.96000000000001,"LINESTRING (-4.5124258 55.8343182, -4.5118974 55.83388, -4.511597 55.8336456)",,Quarry Street,
244490559,False,unclassified,,True,126.937,"LINESTRING (-4.5124258 55.8343182, -4.5135126 55.8345192, -4.5137584 55.834561, -4.5143597 55.8346698)",,Quarry Street,
"[385277698, 385277699, 385277700]",True,secondary,,False,104.69999999999999,"LINESTRING (-4.5170924 55.8376875, -4.5171736 55.8377182, -4.5173767 55.8377951, -4.5175979 55.837936, -4.5177646 55.8380687, -4.5178742 55.8381747, -4.5179775 55.8382801, -4.5180459 55.8383615, -4.5180865 55.8384234)",B789,High Street,yes
385277703,False,secondary,,False,28.399,"LINESTRING (-4.5170924 55.8376875, -4.5170119 55.8376521, -4.5169048 55.8376167, -4.5166913 55.8375713)",B789,High Street,
385277701,False,secondary,,True,13.731,"LINESTRING (-4.5180865 55.8384234, -4.5178936 55.8384827)",B789,High Street,
385277698,True,secondary,,False,37.742,"LINESTRING (-4.5180865 55.8384234, -4.5181656 55.8385289, -4.5182829 55.838744)",B789,High Street,
385277701,False,secondary,,False,13.731,"LINESTRING (-4.5178936 55.8384827, -4.5180865 55.8384234)",B789,High Street,
"[385277697, 104876842, 104876835]",True,secondary,,False,101.952,"LINESTRING (-4.5178936 55.8384827, -4.5176305 55.8382856, -4.5175916 55.8382502, -4.5175014 55.8381408, -4.5172318 55.837826, -4.5170924 55.8376875)",B789,High Street,yes
72787439,True,trunk_link,70 mph,False,44.995000000000005,"LINESTRING (-4.5196711 55.839898, -4.5196256 55.8399779, -4.5196054 55.8400283, -4.519596 55.8400742, -4.5195947 55.8402971)",,,
385277927,True,trunk_link,70 mph,False,23.156,"LINESTRING (-4.5196711 55.839898, -4.5195172 55.8399762, -4.5194675 55.8399966, -4.5193768 55.8400225)",,,
385277702,True,secondary,,False,37.886,"LINESTRING (-4.5182829 55.838744, -4.5180491 55.8385908, -4.5178936 55.8384827)",B789,High Street,
"[386345141, 25750157]",False,secondary,,"[False, True]",26.325,"LINESTRING (-4.5182829 55.838744, -4.5183819 55.8388541, -4.5184778 55.8389539)",B789,High Street,
418606352,False,secondary,,True,13.136,"LINESTRING (-4.5062368 55.8356436, -4.506438 55.8356781)",B789,High Street,
431515329,False,secondary,,False,64.096,"LINESTRING (-4.5062368 55.8356436, -4.5052666 55.8354554)",B789,Thorn Brae,
75604370,False,unclassified,,True,55.955,"LINESTRING (-4.5062368 55.8356436, -4.5061968 55.8357084, -4.5060622 55.8358996, -4.5058387 55.8358963, -4.5056545 55.8358936)",,Peockland Place,
25750157,False,secondary,,False,10.539,"LINESTRING (-4.518558 55.8390373, -4.5184778 55.8389539)",B789,High Street,
25750157,False,secondary,,True,19.789,"LINESTRING (-4.518558 55.8390373, -4.5186938 55.8391981)",B789,High Street,
25750157,False,secondary,,True,10.539,"LINESTRING (-4.5184778 55.8389539, -4.518558 55.8390373)",B789,High Street,
"[25750157, 386345141]",False,secondary,,"[False, True]",26.325,"LINESTRING (-4.5184778 55.8389539, -4.5183819 55.8388541, -4.5182829 55.838744)",B789,High Street,
431363160,True,trunk_link,70 mph,False,45.01,"LINESTRING (-4.5184778 55.8389539, -4.5187713 55.8390569, -4.518852 55.8390784, -4.5189291 55.8390917, -4.5191328 55.8391036)",,,
431515329,False,secondary,,True,64.096,"LINESTRING (-4.5052666 55.8354554, -4.5062368 55.8356436)",B789,Thorn Brae,
117219285,False,residential,,False,180.51299999999998,"LINESTRING (-4.5202862 55.8320731, -4.5197735 55.832302, -4.5180273 55.833086)",,Buchanan Street,
486659590,False,residential,,True,207.689,"LINESTRING (-4.515936 55.8377372, -4.5160535 55.8377319, -4.516214 55.8377437, -4.5164537 55.8378034, -4.5165792 55.8378635, -4.5166464 55.8379457, -4.5166599 55.8379987, -4.5166157 55.8380452, -4.5164589 55.8380679, -4.5162654 55.8380596, -4.5160058 55.8380229, -4.5156679 55.8379486, -4.5154168 55.8379193, -4.515217 55.8379252, -4.5150517 55.8379622, -4.5148997 55.8380136, -4.5147289 55.8380416, -4.5145617 55.8380306, -4.5144494 55.8380007)",,Millview Crescent,
486659591,False,residential,,False,51.266000000000005,"LINESTRING (-4.515936 55.8377372, -4.5159417 55.8377507, -4.5159375 55.8377743, -4.5159202 55.837796, -4.5158915 55.8378134, -4.5158544 55.8378248, -4.5158129 55.837829, -4.5157711 55.8378255, -4.5157334 55.8378148, -4.5157037 55.837798, -4.5156851 55.8377767, -4.5156795 55.8377532, -4.5156875 55.8377299, -4.5157097 55.8377082, -4.5157436 55.8376919, -4.5157852 55.837683, -4.5158297 55.8376823, -4.5158721 55.8376901, -4.5159073 55.8377054, -4.5159315 55.8377264, -4.515936 55.8377372)",,Millview Crescent,
486659591,False,residential,,True,51.266000000000005,"LINESTRING (-4.515936 55.8377372, -4.5159315 55.8377264, -4.5159073 55.8377054, -4.5158721 55.8376901, -4.5158297 55.8376823, -4.5157852 55.837683, -4.5157436 55.8376919, -4.5157097 55.8377082, -4.5156875 55.8377299, -4.5156795 55.8377532, -4.5156851 55.8377767, -4.5157037 55.837798, -4.5157334 55.8378148, -4.5157711 55.8378255, -4.5158129 55.837829, -4.5158544 55.8378248, -4.5158915 55.8378134, -4.5159202 55.837796, -4.5159375 55.8377743, -4.5159417 55.8377507, -4.515936 55.8377372)",,Millview Crescent,
75603507,False,unclassified,,False,47.828,"LINESTRING (-4.5098816 55.8386715, -4.5096456 55.8390807)",,Rankine Street,
75603507,False,unclassified,,True,44.369,"LINESTRING (-4.5098816 55.8386715, -4.5101006 55.8382919)",,Rankine Street,
486659592,False,residential,,False,69.285,"LINESTRING (-4.5098816 55.8386715, -4.5094197 55.8386569, -4.5092462 55.8386213, -4.5092006 55.8386026, -4.5091804 55.8385506, -4.5092864 55.8383864)",,Lilybank Wynd,
486659592,False,residential,,True,69.285,"LINESTRING (-4.5092864 55.8383864, -4.5091804 55.8385506, -4.5092006 55.8386026, -4.5092462 55.8386213, -4.5094197 55.8386569, -4.5098816 55.8386715)",,Lilybank Wynd,
690464958,False,residential,,True,75.449,"LINESTRING (-4.5070179 55.8352962, -4.5071918 55.8349996, -4.5078143 55.8351089)",,,
106343399,False,residential,,False,33.212,"LINESTRING (-4.5097201 55.8351681, -4.5098984 55.8348867)",,Dimity Street,
106343399,False,residential,,True,7.941,"LINESTRING (-4.5097201 55.8351681, -4.5096818 55.8352362)",,Dimity Street,
727969246,False,residential,,False,70.34499999999998,"LINESTRING (-4.5097201 55.8351681, -4.5100672 55.8352313, -4.5101799 55.8352562, -4.5102009 55.8352641, -4.510207 55.8352747, -4.5102019 55.8352926, -4.5101949 55.8353032, -4.5101817 55.8353118, -4.5101476 55.8353167, -4.5101054 55.8353117, -4.5099977 55.8352936, -4.5098178 55.83526, -4.5096818 55.8352362)",,,
106343399,False,residential,,False,7.941,"LINESTRING (-4.5096818 55.8352362, -4.5097201 55.8351681)",,Dimity Street,
727969246,False,residential,,True,70.345,"LINESTRING (-4.5096818 55.8352362, -4.5098178 55.83526, -4.5099977 55.8352936, -4.5101054 55.8353117, -4.5101476 55.8353167, -4.5101817 55.8353118, -4.5101949 55.8353032, -4.5102019 55.8352926, -4.510207 55.8352747, -4.5102009 55.8352641, -4.5101799 55.8352562, -4.5100672 55.8352313, -4.5097201 55.8351681)",,,
106343399,False,residential,,True,109.093,"LINESTRING (-4.5096818 55.8352362, -4.5094588 55.8356335, -4.5093797 55.8357744, -4.5091565 55.8361719)",,Dimity Street,
75604222,False,unclassified,,False,56.766999999999996,"LINESTRING (-4.5161233 55.8362756, -4.5162102 55.8361157, -4.516201 55.8360999, -4.5156461 55.8360017)",,Lang Place,
197079172,False,residential,,False,41.973,"LINESTRING (-4.5092574 55.8371914, -4.5090441 55.8371493, -4.5090054 55.8371289, -4.5086292 55.837065)",,Kirkshaw Court,
106343399,False,residential,,False,79.099,"LINESTRING (-4.5099333 55.8348301, -4.510332 55.8341549)",,Dimity Street,
106343399,False,residential,,True,6.66,"LINESTRING (-4.5099333 55.8348301, -4.5098984 55.8348867)",,Dimity Street,
197079162,False,residential,,True,89.025,"LINESTRING (-4.5099333 55.8348301, -4.5105328 55.8349509, -4.51064 55.8350087, -4.5112506 55.8351166)",,Banktop Place,
