osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref,bridge
24387810,2,primary,30 mph,roundabout,True,False,18.808,"LINESTRING (-3.1748802 51.7936676, -3.1749411 51.7935919, -3.1750402 51.7935336)",,,
584290112,,tertiary,30 mph,,True,False,30.301,"LINESTRING (-3.1748802 51.7936676, -3.1747714 51.7935363, -3.1747197 51.7934155)",Chapel Road,,
24387810,2,primary,30 mph,roundabout,True,False,8.807,"LINESTRING (-3.1748644 51.7937462, -3.1748802 51.7936676)",,,
24387810,2,primary,30 mph,roundabout,True,False,9.389,"LINESTRING (-3.1750402 51.7935336, -3.1751653 51.7934998)",,,
24387810,2,primary,30 mph,roundabout,True,False,19.686,"LINESTRING (-3.1751653 51.7934998, -3.1752601 51.7934929, -3.1753547 51.7935003, -3.1754437 51.7935216)",,,
584290107,,primary,30 mph,,True,False,28.363,"LINESTRING (-3.1751653 51.7934998, -3.1752986 51.7933969, -3.1753939 51.7932887)",,A467,
76374706,,tertiary,30 mph,,False,False,15.42,"LINESTRING (-3.1724324 51.7901272, -3.1723518 51.7899978)",Chapel Road,,
76374706,,tertiary,30 mph,,False,True,143.683,"LINESTRING (-3.1724324 51.7901272, -3.1726515 51.7904348, -3.1727348 51.790531, -3.1729412 51.7907151, -3.1735501 51.7912112)",Chapel Road,,
78482559,,residential,,,False,False,268.282,"LINESTRING (-3.1724324 51.7901272, -3.1725707 51.7900883, -3.1729975 51.7897363, -3.1731048 51.7897131, -3.1731799 51.7897197, -3.1732489 51.7897466, -3.1735871 51.7901832, -3.1736267 51.7902752, -3.1736458 51.7904377, -3.173706 51.7905333, -3.1739999 51.7909885, -3.1739757 51.7910499, -3.1739136 51.7910967, -3.1735501 51.7912112)",Wesley Buildings,,
76374706,,tertiary,30 mph,,False,False,27.596,"LINESTRING (-3.1723518 51.7899978, -3.1722257 51.7897622)",Chapel Road,,
76374706,,tertiary,30 mph,,False,True,15.42,"LINESTRING (-3.1723518 51.7899978, -3.1724324 51.7901272)",Chapel Road,,
78482553,,residential,,,False,False,91.333,"LINESTRING (-3.1723518 51.7899978, -3.171299 51.790264, -3.1711086 51.7902687)",Porters Road,,
76374706,,tertiary,30 mph,,False,True,27.596,"LINESTRING (-3.1722257 51.7897622, -3.1723518 51.7899978)",Chapel Road,,
76374707,,tertiary,30 mph,,False,False,509.21399999999994,"LINESTRING (-3.1722257 51.7897622, -3.1713136 51.7881248, -3.1711597 51.7877558, -3.1710493 51.7874694, -3.1710073 51.7872596, -3.1709651 51.7870079, -3.1709587 51.786629, -3.1709773 51.7863492, -3.170983 51.7862641, -3.1709795 51.7860067, -3.1709578 51.7858031, -3.1708879 51.785551, -3.1708627 51.7854729, -3.17081 51.7853095)",New Road,,
209087584,,unclassified,,,False,True,63.665,"LINESTRING (-3.1722257 51.7897622, -3.1727517 51.7896323, -3.1730708 51.7895302)",,,
76374707,,tertiary,30 mph,,False,True,509.21400000000006,"LINESTRING (-3.17081 51.7853095, -3.1708627 51.7854729, -3.1708879 51.785551, -3.1709578 51.7858031, -3.1709795 51.7860067, -3.170983 51.7862641, -3.1709773 51.7863492, -3.1709587 51.786629, -3.1709651 51.7870079, -3.1710073 51.7872596, -3.1710493 51.7874694, -3.1711597 51.7877558, -3.1713136 51.7881248, -3.1722257 51.7897622)",New Road,,
78482572,,residential,,,False,True,181.365,"LINESTRING (-3.17081 51.7853095, -3.1708973 51.7853304, -3.1711486 51.7856509, -3.1715241 51.786527, -3.1715779 51.7866627, -3.1716713 51.78672, -3.171801 51.7867596)",King Street,,
78482192,,residential,,,False,False,147.535,"LINESTRING (-3.1789988 51.7890888, -3.1787271 51.7887304, -3.178625 51.7886309, -3.1783552 51.7884911, -3.1778401 51.788315, -3.1775216 51.7881937)",Waun-Ebbw Road,,
78482921,2,residential,30 mph,,False,True,79.822,"LINESTRING (-3.1789988 51.7890888, -3.1792215 51.7890208, -3.1793454 51.7889626, -3.1798401 51.7886085)",,,
78482192,,residential,,,False,True,98.69999999999999,"LINESTRING (-3.17636 51.7876802, -3.1764306 51.7876881, -3.1765425 51.78774, -3.1775216 51.7881937)",Waun-Ebbw Road,,
78482922,,unclassified,,,False,False,90.739,"LINESTRING (-3.17636 51.7876802, -3.1762422 51.7877014, -3.1756231 51.7879662, -3.1752686 51.7881314)",,,
209087570,,residential,,,False,False,283.365,"LINESTRING (-3.17636 51.7876802, -3.1763293 51.7876123, -3.1763044 51.7875839, -3.1758955 51.7871181, -3.1757198 51.7868413, -3.1754793 51.7864622, -3.1752535 51.7862532, -3.1750134 51.7861458, -3.1749072 51.7860582, -3.1747958 51.7859446, -3.1746891 51.7857505, -3.1745983 51.7854265)",Waun-Ebbw Road,,
78482929,,residential,,,False,False,74.99600000000001,"LINESTRING (-3.1745983 51.7854265, -3.174376 51.7854217, -3.174037 51.7854707, -3.1735753 51.7856183)",Waun-Ebbw Road,,
