osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction
8038025,Fern Drive,residential,20 mph,False,False,257.714,"LINESTRING (-2.1357111 57.0582257, -2.1361914 57.0587544, -2.1362512 57.0588346, -2.1362574 57.0588944, -2.1362376 57.0589612, -2.1361823 57.0590118, -2.1361244 57.0590569, -2.1360367 57.0590916, -2.1348942 57.0594172, -2.1348541 57.0594286, -2.1338523 57.0597141)",,,
20633561,Bruntland Road,tertiary,30 mph,False,False,113.24900000000001,"LINESTRING (-2.1357111 57.0582257, -2.1346385 57.0585427, -2.1343962 57.0586149, -2.1341584 57.0586826, -2.1340632 57.0587097)",,,
20633561,Bruntland Road,tertiary,30 mph,False,True,100.124,"LINESTRING (-2.1326017 57.059133, -2.1340632 57.0587097)",,,
8038036,Bracken Road,residential,20 mph,False,False,87.211,"LINESTRING (-2.1326017 57.059133, -2.1328183 57.0593535, -2.1329021 57.0594449, -2.132968 57.0595255, -2.1331428 57.0598561)",,,
20633561,Bruntland Road,tertiary,30 mph,False,False,123.24000000000001,"LINESTRING (-2.1326017 57.059133, -2.1320434 57.0592937, -2.1319784 57.059315, -2.1308055 57.0596567)",,,
"[1215788117, 8037070, 40637223]",,tertiary,30 mph,False,False,54.235,"LINESTRING (-2.1291857 57.0606797, -2.1290834 57.0606623, -2.1290005 57.0606512, -2.1289196 57.0606327, -2.1285327 57.0605395, -2.1284507 57.0605271, -2.128424 57.0605246, -2.1283429 57.0605215)",2,yes,
8038048,Cookston Road,tertiary,30 mph,False,False,29.08,"LINESTRING (-2.1291857 57.0606797, -2.1292706 57.0607377, -2.1293473 57.0607933, -2.1294071 57.0608678, -2.1294366 57.0609007)",2,,
"[20633561, 40637227]",Bruntland Road,tertiary,30 mph,False,True,158.915,"LINESTRING (-2.1291857 57.0606797, -2.1293488 57.0603586, -2.1294218 57.0602522, -2.1295119 57.0601553, -2.1295989 57.0600889, -2.1296978 57.0600271, -2.1298352 57.0599556, -2.1299796 57.0598996, -2.1308055 57.0596567)",2,,
8037069,,unclassified,,False,False,147.97299999999998,"LINESTRING (-2.1283429 57.0605215, -2.1283145 57.0606457, -2.1279174 57.0611636, -2.1274841 57.0617075, -2.1274447 57.0617546)",,,
"[1215788117, 8037070, 40637223]",,tertiary,30 mph,False,True,54.235,"LINESTRING (-2.1283429 57.0605215, -2.128424 57.0605246, -2.1284507 57.0605271, -2.1285327 57.0605395, -2.1289196 57.0606327, -2.1290005 57.0606512, -2.1290834 57.0606623, -2.1291857 57.0606797)",2,yes,
8037455,Bruntland Place,residential,20 mph,False,False,42.724000000000004,"LINESTRING (-2.1308055 57.0596567, -2.1306099 57.0594684, -2.1305671 57.0594311, -2.1305108 57.0594034, -2.1303719 57.0593697)",,,
"[20633561, 40637227]",Bruntland Road,tertiary,30 mph,False,False,158.915,"LINESTRING (-2.1308055 57.0596567, -2.1299796 57.0598996, -2.1298352 57.0599556, -2.1296978 57.0600271, -2.1295989 57.0600889, -2.1295119 57.0601553, -2.1294218 57.0602522, -2.1293488 57.0603586, -2.1291857 57.0606797)",2,,
20633561,Bruntland Road,tertiary,30 mph,False,True,123.24000000000001,"LINESTRING (-2.1308055 57.0596567, -2.1319784 57.059315, -2.1320434 57.0592937, -2.1326017 57.059133)",,,
20633561,Bruntland Road,tertiary,30 mph,False,False,100.124,"LINESTRING (-2.1340632 57.0587097, -2.1326017 57.059133)",,,
499728823,Oak Drive,unclassified,30 mph,False,False,65.354,"LINESTRING (-2.1340632 57.0587097, -2.1335447 57.058194)",,,
20633561,Bruntland Road,tertiary,30 mph,False,True,113.249,"LINESTRING (-2.1340632 57.0587097, -2.1341584 57.0586826, -2.1343962 57.0586149, -2.1346385 57.0585427, -2.1357111 57.0582257)",,,
8037455,Bruntland Place,residential,20 mph,False,True,42.724000000000004,"LINESTRING (-2.1303719 57.0593697, -2.1305108 57.0594034, -2.1305671 57.0594311, -2.1306099 57.0594684, -2.1308055 57.0596567)",,,
8037458,Bruntland Court,residential,20 mph,False,False,45.492,"LINESTRING (-2.1335447 57.058194, -2.1328837 57.0583894)",,,
499728823,Oak Drive,unclassified,30 mph,False,True,65.354,"LINESTRING (-2.1335447 57.058194, -2.1340632 57.0587097)",,,
"[8037456, 499728822, 499728823]","['Downies Road', 'Oak Drive']","['unclassified', 'residential']",30 mph,False,False,135.216,"LINESTRING (-2.1335447 57.058194, -2.133471 57.0581143, -2.1333805 57.0580029, -2.1333377 57.0579161, -2.1333258 57.0578536, -2.1333181 57.0577782, -2.1333184 57.0576985, -2.1333356 57.0576057, -2.1333737 57.0575114, -2.1334273 57.0574134, -2.1334882 57.0573057, -2.1335737 57.0571523, -2.1336202 57.0570794, -2.1336498 57.0570269)",,,
8037458,Bruntland Court,residential,20 mph,False,False,16.945,"LINESTRING (-2.1328837 57.0583894, -2.1326379 57.0584626)",,,
8037458,Bruntland Court,residential,20 mph,False,True,45.492,"LINESTRING (-2.1328837 57.0583894, -2.1335447 57.058194)",,,
