osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,bridge,access
4007490,A423,trunk,30 mph,roundabout,True,False,9.565,"LINESTRING (-1.3829368 52.2532638, -1.3829953 52.2532876, -1.3830419 52.2533198)",,,,
423789993,A423,trunk,30 mph,roundabout,True,False,15.061,"LINESTRING (-1.3825539 52.2533662, -1.3826062 52.2533065, -1.3826928 52.2532644)",,,,
147250325,A423,trunk,30 mph,,True,False,38.723,"LINESTRING (-1.3829973 52.2535389, -1.3829683 52.2536967, -1.3829207 52.2538839)",Southam Bypass,,,
866018929,A423,trunk,30 mph,roundabout,True,False,20.79,"LINESTRING (-1.3829973 52.2535389, -1.3828593 52.253579, -1.3827078 52.2535675)",,,,
866018923,A423,trunk,30 mph,roundabout,True,False,6.062,"LINESTRING (-1.3827078 52.2535675, -1.3826328 52.2535381)",,,,
4007490,A423,trunk,30 mph,roundabout,True,False,10.22,"LINESTRING (-1.3830774 52.2534624, -1.3830586 52.2534908, -1.3830316 52.2535166, -1.3829973 52.2535389)",,,,
423789992,A423,trunk,30 mph,,True,False,46.215,"LINESTRING (-1.3826928 52.2532644, -1.3830349 52.2529054)",Southam Bypass,2,,
423789995,A423,trunk,30 mph,roundabout,True,False,17.149,"LINESTRING (-1.3826928 52.2532644, -1.3827727 52.2532486, -1.3828567 52.2532484, -1.3829368 52.2532638)",,,,
423789996,A425,primary,30 mph,,True,False,40.331,"LINESTRING (-1.3826328 52.2535381, -1.3820522 52.2534658)",Daventry Road,1,,
423789994,A423,trunk,30 mph,roundabout,True,False,20.669,"LINESTRING (-1.3826328 52.2535381, -1.3825527 52.2534591, -1.3825539 52.2533662)",,,,
29271815,,tertiary,,,False,False,22.395,"LINESTRING (-1.3881143 52.2527498, -1.3879384 52.25292)",Market Hill,,,
29271815,,tertiary,,,False,True,64.371,"LINESTRING (-1.3881143 52.2527498, -1.3881897 52.2526487, -1.3884046 52.2523603, -1.3884296 52.2523309, -1.3885181 52.2522265)",Market Hill,,,
69643599,,residential,,,False,True,156.659,"LINESTRING (-1.3881143 52.2527498, -1.3881478 52.2527631, -1.3881821 52.2527752, -1.3884832 52.2528823, -1.389233 52.2530829, -1.3902415 52.2532733)",Park Lane,,,
75045633,,residential,,,False,False,27.977,"LINESTRING (-1.391083 52.251129, -1.3909633 52.2510327, -1.3908666 52.2509163)",Abbey Lane,,,
