osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,junction,bridge
"[1211373421, 4936093]",True,"['1', '2']",trunk_link,70 mph,False,459.949,"LINESTRING (-0.0653155 52.2241752, -0.0669944 52.2242734, -0.067764 52.2242944, -0.0695485 52.224383, -0.0702334 52.2244101, -0.0707188 52.2244102, -0.071093 52.2243881, -0.071372 52.2243495, -0.0716553 52.2242819, -0.0717639 52.2242446, -0.0718457 52.2242065, -0.0719034 52.2241688, -0.0719265 52.2241376)",,,
4936107,True,,tertiary,70 mph,False,57.337,"LINESTRING (-0.0722622 52.2228678, -0.0723337 52.2230947, -0.0723533 52.223379)",Cambourne Road,,
4936110,True,,unclassified,,False,49.16,"LINESTRING (-0.0722622 52.2228678, -0.0723392 52.222909, -0.072421 52.2229657, -0.0724822 52.2230017, -0.0726624 52.2230692, -0.0728502 52.2231111)",,approach,
4936111,True,,tertiary,60 mph,False,28.639000000000003,"LINESTRING (-0.0704806 52.2213199, -0.0705159 52.2212369, -0.070588 52.2211632, -0.0706909 52.2211049)",,roundabout,
4937807,True,,tertiary,,False,34.225,"LINESTRING (-0.0704806 52.2213199, -0.0704374 52.2212376, -0.0704013 52.2211976, -0.0702594 52.221077, -0.0702337 52.2210551)",Back Lane,,
4936107,True,,tertiary,70 mph,False,161.416,"LINESTRING (-0.0713712 52.221531, -0.0714019 52.2216559, -0.0714668 52.2217723, -0.0715934 52.2219503, -0.071778 52.2221538, -0.0717878 52.2221646, -0.072053 52.2224834, -0.0722622 52.2228678)",Cambourne Road,,
4936111,True,,tertiary,60 mph,False,50.751,"LINESTRING (-0.0713712 52.221531, -0.0712667 52.221596, -0.0711353 52.2216391, -0.0709889 52.2216561, -0.0708408 52.2216456, -0.0707047 52.2216085)",,roundabout,
4936111,True,,tertiary,60 mph,False,21.701999999999998,"LINESTRING (-0.0714373 52.2212545, -0.0714647 52.2213506, -0.0714407 52.2214471)",,roundabout,
4937769,True,,unclassified,,False,32.616,"LINESTRING (-0.0714373 52.2212545, -0.0716468 52.2213318, -0.0718511 52.221402)",Cambourne Business Park,,
4936111,True,,tertiary,60 mph,False,10.462,"LINESTRING (-0.0714407 52.2214471, -0.0713712 52.221531)",,roundabout,
4936111,True,,tertiary,60 mph,False,12.782,"LINESTRING (-0.0713436 52.2211555, -0.0713982 52.2212023, -0.0714373 52.2212545)",,roundabout,
4936111,True,,tertiary,60 mph,False,32.941,"LINESTRING (-0.0709076 52.221054, -0.0710687 52.2210575, -0.0712194 52.2210926, -0.0713436 52.2211555)",,roundabout,
4937684,True,,tertiary,,False,30.177999999999997,"LINESTRING (-0.0709076 52.221054, -0.0710261 52.221006, -0.0711107 52.2209555, -0.0712065 52.2208601)",Broad Street,,
4937695,False,,residential,,True,29.601,"LINESTRING (-0.0683072 52.2227814, -0.0681849 52.2228751, -0.0680658 52.2229678, -0.068037 52.2229899)",Horsecroft Drive,,
4937635,False,,residential,,False,11.824,"LINESTRING (-0.0672395 52.2225388, -0.0672714 52.2224883, -0.0673074 52.222441)",Hazel Lane,,
4937635,False,,residential,,True,39.104,"LINESTRING (-0.0672395 52.2225388, -0.0672501 52.2226154, -0.0672714 52.2226625, -0.0673038 52.2227213, -0.0673393 52.2227647, -0.0674236 52.2228678)",Hazel Lane,,
4937766,False,,residential,,True,42.547,"LINESTRING (-0.0672395 52.2225388, -0.0668558 52.2224566, -0.0666499 52.2224125)",Hazel Lane,,
4937857,False,,residential,,False,9.627,"LINESTRING (-0.0657205 52.2228027, -0.0658016 52.2228736)",,,
4937682,False,,residential,,False,47.44200000000001,"LINESTRING (-0.0657205 52.2228027, -0.0656705 52.2228158, -0.0655885 52.2228212, -0.065504 52.2228086, -0.0654229 52.2227901, -0.0653438 52.222786, -0.0652266 52.2228066, -0.0651252 52.2228305, -0.0650526 52.2228446)",Watergrove Lane,,
4937682,False,,residential,,True,32.846000000000004,"LINESTRING (-0.0657205 52.2228027, -0.0657747 52.2227489, -0.0657989 52.2226888, -0.0658074 52.2226475, -0.0658144 52.2226138, -0.0658643 52.2225242)",Watergrove Lane,,
4937820,False,,residential,,True,29.092,"LINESTRING (-0.0658643 52.2225242, -0.0662614 52.2226205)",Osier Way,,
4937682,False,,residential,,False,32.846,"LINESTRING (-0.0658643 52.2225242, -0.0658144 52.2226138, -0.0658074 52.2226475, -0.0657989 52.2226888, -0.0657747 52.2227489, -0.0657205 52.2228027)",Watergrove Lane,,
4937820,False,,residential,,False,226.73999999999998,"LINESTRING (-0.0658643 52.2225242, -0.065632 52.2224683, -0.0654319 52.2224201, -0.065401 52.2224127, -0.0652639 52.2223797, -0.0652372 52.2223733, -0.0651181 52.2223446, -0.0650918 52.2223349, -0.065025 52.2223102, -0.0649518 52.2222586, -0.0649242 52.2222069, -0.0649153 52.2221766, -0.0649023 52.2221326, -0.0649102 52.2220725, -0.0650084 52.2217052, -0.0650445 52.2215703, -0.0650473 52.2215288, -0.0649498 52.2214544, -0.0647662 52.2214023, -0.0645809 52.2213496, -0.0640953 52.2212117)",Osier Way,,
4937623,False,,residential,,True,52.831,"LINESTRING (-0.0643736 52.2220634, -0.0642327 52.2220643, -0.0641749 52.2220645, -0.0640454 52.2220508, -0.0639648 52.2220308, -0.0639475 52.2220265, -0.0636325 52.2219484)",Acorn Lane,,
4937623,False,,residential,,False,52.830999999999996,"LINESTRING (-0.0636325 52.2219484, -0.0639475 52.2220265, -0.0639648 52.2220308, -0.0640454 52.2220508, -0.0641749 52.2220645, -0.0642327 52.2220643, -0.0643736 52.2220634)",Acorn Lane,,
4937747,False,,residential,,False,120.92699999999999,"LINESTRING (-0.0636325 52.2219484, -0.0635458 52.2221297, -0.0634676 52.2222933, -0.0633711 52.2224764, -0.0632166 52.2227696, -0.06318 52.222839, -0.0631243 52.2229447, -0.0631024 52.2229862)",Monk Drive,,
4937747,False,,residential,,True,88.09800000000001,"LINESTRING (-0.0636325 52.2219484, -0.0637755 52.2217014, -0.0638235 52.2216185, -0.0639047 52.2214783, -0.0639485 52.2214026, -0.0639943 52.2213235, -0.0640266 52.2212678, -0.0640424 52.2212549, -0.0640953 52.2212117)",Monk Drive,,
4937747,False,,residential,,False,88.098,"LINESTRING (-0.0640953 52.2212117, -0.0640424 52.2212549, -0.0640266 52.2212678, -0.0639943 52.2213235, -0.0639485 52.2214026, -0.0639047 52.2214783, -0.0638235 52.2216185, -0.0637755 52.2217014, -0.0636325 52.2219484)",Monk Drive,,
4937820,False,,residential,,False,28.563,"LINESTRING (-0.0640953 52.2212117, -0.0640271 52.2211549, -0.0639794 52.2210763, -0.0639688 52.220974)",Osier Way,,
