osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,ref,name,geometry,bridge,access,tunnel
23624304,,tertiary,,roundabout,True,False,56.973,,,"LINESTRING (-3.2710468 51.4009154, -3.2710361 51.4009629, -3.2710037 51.4010065, -3.2709525 51.4010423, -3.2708869 51.4010673, -3.2708124 51.4010794, -3.2707356 51.4010776, -3.2706673 51.4010633, -3.2706079 51.401038, -3.2705617 51.4010036, -3.2705322 51.4009627, -3.2705216 51.4009183)",,,
396764201,,tertiary,,,False,True,134.041,,Ffordd y Mileniwm,"LINESTRING (-3.2710468 51.4009154, -3.2714118 51.4008949, -3.2722957 51.4008464, -3.272968 51.4007896)",,,
100773742,,residential,,,False,True,71.409,,Clos Tyniad Glo,"LINESTRING (-3.2667228 51.4008473, -3.2667174 51.4009683, -3.2667066 51.4012097, -3.2666982 51.4014893)",,,
243493364,,tertiary,,roundabout,True,False,12.619,,,"LINESTRING (-3.2667228 51.4008473, -3.2666746 51.4008221, -3.2666539 51.400803, -3.2666324 51.4007536)",,,
232900103,,tertiary,,,False,False,123.482,,Ffordd y Mileniwm,"LINESTRING (-3.2666324 51.4007536, -3.2656658 51.4006348, -3.2655343 51.4006238, -3.264874 51.4005928)",,,
243493364,,tertiary,,roundabout,True,False,20.002000000000002,,,"LINESTRING (-3.2666324 51.4007536, -3.2666411 51.4007147, -3.2666756 51.4006762, -3.2667327 51.4006483, -3.2668126 51.4006364)",,,
58741420,,residential,,,False,False,62.894999999999996,,,"LINESTRING (-3.2668126 51.4006364, -3.2668389 51.4004807, -3.2669078 51.4000739)",,,
243493364,,tertiary,,roundabout,True,False,21.804000000000002,,,"LINESTRING (-3.2668126 51.4006364, -3.2668746 51.400643, -3.2669124 51.4006547, -3.2669584 51.4006816, -3.2669847 51.4007124, -3.2669922 51.4007685)",,,
24046343,,tertiary,,,False,True,245.911,,Ffordd y Mileniwm,"LINESTRING (-3.2669922 51.4007685, -3.2673844 51.4007743, -3.2678028 51.4008011, -3.2680698 51.4008259, -3.2687674 51.4008906, -3.2698068 51.4009218, -3.2703119 51.4009317, -3.2705216 51.4009183)",,,
243493364,,tertiary,,roundabout,True,False,24.104999999999997,,,"LINESTRING (-3.2669922 51.4007685, -3.266971 51.4008055, -3.2669472 51.4008258, -3.2668973 51.4008497, -3.2668487 51.4008604, -3.2667857 51.4008612, -3.2667228 51.4008473)",,,
944864789,,tertiary,,,True,False,121.11,,Ffordd y Mileniwm,"LINESTRING (-3.2631597 51.400627, -3.2633709 51.4005752, -3.2636166 51.4005511, -3.2638202 51.4005376, -3.2640815 51.4005222, -3.2643505 51.400528, -3.2645616 51.4005512, -3.264874 51.4005928)",,,
44373796,2,tertiary,20 mph,,False,False,37.652,,Buttrills Road,"LINESTRING (-3.2746742 51.4051053, -3.2748501 51.4052866, -3.2749746 51.4053867)",,yes,
488288546,,primary,,roundabout,True,False,10.936,A4055,Gladstone Road,"LINESTRING (-3.2746742 51.4051053, -3.2746285 51.4051216, -3.2745764 51.4051257, -3.2745258 51.405117)",,,
243493360,,tertiary,,roundabout,True,False,16.766,,,"LINESTRING (-3.2735715 51.4008593, -3.2734911 51.4008627, -3.2734132 51.4008501, -3.2733457 51.4008226)",,,
34692695,2,primary,20 mph,,False,True,83.698,A4055,Gladstone Road,"LINESTRING (-3.2725306 51.4072578, -3.2715328 51.4076811)",,,
34692695,2,primary,20 mph,,False,False,94.005,A4055,Gladstone Road,"LINESTRING (-3.2725306 51.4072578, -3.2731142 51.4070065, -3.2733544 51.4068813, -3.2735991 51.4067403)",,,
48056495,,residential,20 mph,,False,False,81.94800000000001,,Regent Street,"LINESTRING (-3.2725306 51.4072578, -3.2722085 51.4069654, -3.2718615 51.4066504)",,,
48056495,,residential,20 mph,,False,True,73.963,,Regent Street,"LINESTRING (-3.2725306 51.4072578, -3.2728594 51.4075505, -3.2731216 51.4078112)",,,
34692695,2,primary,20 mph,,False,False,83.698,A4055,Gladstone Road,"LINESTRING (-3.2715328 51.4076811, -3.2725306 51.4072578)",,,
34692695,2,primary,20 mph,,False,True,77.866,A4055,Gladstone Road,"LINESTRING (-3.2715328 51.4076811, -3.270602 51.4080726)",,,
34692691,,residential,20 mph,,False,False,79.949,,Hanover Street,"LINESTRING (-3.2715328 51.4076811, -3.271225 51.4074037, -3.2708768 51.4070899)",,,
34692695,2,primary,20 mph,,False,False,107.079,A4055,Gladstone Road,"LINESTRING (-3.269344 51.4086308, -3.270602 51.4080726)",,,
406721335,2,tertiary,20 mph,,False,False,84.387,,Tynewydd Road,"LINESTRING (-3.269344 51.4086308, -3.2689848 51.4083602, -3.268568 51.4080463)",,yes,
406721335,2,tertiary,20 mph,,False,False,66.512,,Tynewydd Road,"LINESTRING (-3.268568 51.4080463, -3.2679457 51.4075912)",,yes,
406721335,2,tertiary,20 mph,,False,True,84.387,,Tynewydd Road,"LINESTRING (-3.268568 51.4080463, -3.2689848 51.4083602, -3.269344 51.4086308)",,yes,
792878365,,residential,20 mph,,False,False,188.405,,Woodlands Road,"LINESTRING (-3.268568 51.4080463, -3.2680644 51.4082348, -3.2679776 51.4082622, -3.2661395 51.4088022)",,,
792878365,,residential,20 mph,,False,True,90.759,,Woodlands Road,"LINESTRING (-3.268568 51.4080463, -3.2690612 51.4078632, -3.2696655 51.4076027)",,,
34692693,,residential,20 mph,,False,False,64.138,,Glencoe Street,"LINESTRING (-3.2661395 51.4088022, -3.2659519 51.408545, -3.2657579 51.4082768)",,,
792878365,,residential,20 mph,,False,True,188.40499999999997,,Woodlands Road,"LINESTRING (-3.2661395 51.4088022, -3.2679776 51.4082622, -3.2680644 51.4082348, -3.268568 51.4080463)",,,
48276315,,residential,,,False,False,51.994,,Holton Road,"LINESTRING (-3.2626904 51.4067847, -3.263349 51.4065614)",,,
58704475,2,tertiary,20 mph,,False,True,5.711,,Holton Road,"LINESTRING (-3.2626904 51.4067847, -3.262616 51.4068067)",,,
44373795,2,tertiary,20 mph,,False,False,120.06200000000001,,Court Road,"LINESTRING (-3.2626904 51.4067847, -3.2628447 51.4070278, -3.2632545 51.4076738, -3.2633269 51.4077888)",,,
48276314,,secondary,20 mph,,True,False,66.393,B4294,Holton Road,"LINESTRING (-3.2720403 51.4039425, -3.272217 51.4038494, -3.2724697 51.4036916, -3.2726164 51.4035853, -3.2727259 51.4035275)",,,
"[48224942, 58703742]",,residential,20 mph,,False,"[False, True]",194.725,,"['Beryl Place', 'Kendrick Road']","LINESTRING (-3.2720403 51.4039425, -3.2722721 51.4041032, -3.2724089 51.4041981, -3.2726724 51.4044111, -3.2732086 51.4049019, -3.2731804 51.4049547, -3.2730163 51.4050169, -3.2729584 51.4050771, -3.2725564 51.4052395)",,,
44373795,2,tertiary,20 mph,,False,True,48.644,,Court Road,"LINESTRING (-3.2636344 51.4082864, -3.2633797 51.4078788)",,,
48276697,2,secondary,20 mph,,False,False,62.775,B4294,Court Road,"LINESTRING (-3.2636344 51.4082864, -3.2638077 51.4088405)",,,
48056561,2,secondary,20 mph,,False,True,283.05,B4294,Wyndham Street,"LINESTRING (-3.2636344 51.4082864, -3.2642143 51.4081069, -3.2647589 51.4079435, -3.2656524 51.4076885, -3.2661346 51.4075518, -3.2666812 51.4073969, -3.2667955 51.4073617, -3.2670252 51.4072909, -3.2671896 51.4072397, -3.2672945 51.4071736)",,,
48276697,2,secondary,20 mph,,False,True,62.775,B4294,Court Road,"LINESTRING (-3.2638077 51.4088405, -3.2636344 51.4082864)",,,
1225882329,,residential,20 mph,,True,False,149.081,,Maes-y-Cwm Street,"LINESTRING (-3.2638077 51.4088405, -3.2643345 51.408688, -3.2651449 51.4084534, -3.2657579 51.4082768)",,,
48056561,2,secondary,20 mph,,False,False,283.05,B4294,Wyndham Street,"LINESTRING (-3.2672945 51.4071736, -3.2671896 51.4072397, -3.2670252 51.4072909, -3.2667955 51.4073617, -3.2666812 51.4073969, -3.2661346 51.4075518, -3.2656524 51.4076885, -3.2647589 51.4079435, -3.2642143 51.4081069, -3.2636344 51.4082864)",,,
"[60218345, 48276314]",,secondary,20 mph,,True,False,155.898,B4294,"['Holton Road', 'Tynewydd Road']","LINESTRING (-3.2672945 51.4071736, -3.2672026 51.4071248, -3.2671639 51.4070754, -3.2671567 51.4070389, -3.2671607 51.4069386, -3.2671465 51.4067943, -3.2671345 51.4066671, -3.2671088 51.4064876, -3.2671106 51.4064134, -3.2671569 51.4063433, -3.2672108 51.4062999, -3.2673109 51.40626, -3.267848 51.4060353)",,,
406721335,2,tertiary,20 mph,,False,True,66.519,,Tynewydd Road,"LINESTRING (-3.2672945 51.4071736, -3.2674496 51.4072017, -3.2679457 51.4075912)",,yes,
48225841,,residential,,,False,False,32.44,,Merganser Court,"LINESTRING (-3.2687933 51.4041177, -3.2684264 51.4042986)",,,
58702721,,residential,20 mph,,False,True,66.808,,Thompson Street,"LINESTRING (-3.2687933 51.4041177, -3.2694123 51.404578)",,,
58702721,,residential,20 mph,,False,False,75.075,,Thompson Street,"LINESTRING (-3.2687933 51.4041177, -3.268492 51.4038909, -3.268189 51.4036845, -3.2680836 51.4036082)",,,
58702721,,residential,20 mph,,False,True,25.238999999999997,,Thompson Street,"LINESTRING (-3.2673674 51.4028539, -3.2673636 51.4029411, -3.2673946 51.4030795)",,,
74772539,,unclassified,20 mph,,False,False,436.796,,Dock View Road,"LINESTRING (-3.2673674 51.4028539, -3.2680283 51.4028979, -3.2690591 51.4029596, -3.2693161 51.4029687, -3.2695768 51.402978, -3.2702244 51.4029919, -3.2707882 51.4029692, -3.2713497 51.4029086, -3.2725525 51.4027659, -3.2728204 51.4027347, -3.2729597 51.4027325, -3.2732583 51.4027608, -3.2734504 51.4028047, -3.2735851 51.4028492)",,,
74772539,,unclassified,20 mph,,False,True,144.893,,Dock View Road,"LINESTRING (-3.2673674 51.4028539, -3.2672166 51.4028358, -3.2669793 51.4028062, -3.2668822 51.402788, -3.2658767 51.4026496, -3.2653304 51.402567)",,,
74772539,,unclassified,20 mph,,False,False,4.556,,Dock View Road,"LINESTRING (-3.2652656 51.4025603, -3.2653304 51.402567)",,,
58702466,,residential,,,False,True,78.09899999999999,,Coronation Street,"LINESTRING (-3.2652656 51.4025603, -3.2651451 51.4028894, -3.265378 51.403224)",,,
74772539,,unclassified,20 mph,,False,True,39.938,,Dock View Road,"LINESTRING (-3.2652656 51.4025603, -3.2648548 51.4025324, -3.2646937 51.4025191)",,,
58702464,,residential,,,False,True,27.21,,Kingsland Crescent,"LINESTRING (-3.2635772 51.4025003, -3.2635758 51.402745)",,,
74772539,,unclassified,20 mph,,False,False,77.623,,Dock View Road,"LINESTRING (-3.2635772 51.4025003, -3.263612 51.4024989, -3.2637678 51.4024928, -3.2640712 51.4024879, -3.2643775 51.402502, -3.2646937 51.4025191)",,,
74772539,,unclassified,20 mph,,False,True,98.548,,Dock View Road,"LINESTRING (-3.2635772 51.4025003, -3.2623392 51.4026349, -3.2622374 51.402656, -3.2621856 51.4026704)",,,
792878365,,residential,20 mph,,False,True,23.028,,Woodlands Road,"LINESTRING (-3.2696655 51.4076027, -3.2699471 51.407493)",,,
48055907,,residential,20 mph,,True,False,217.13599999999997,,Newlands Street,"LINESTRING (-3.2696655 51.4076027, -3.2692467 51.4073058, -3.2680926 51.406346, -3.2680811 51.4063364, -3.2678425 51.4061087, -3.267848 51.4060353)",,,
792878365,,residential,20 mph,,False,False,90.759,,Woodlands Road,"LINESTRING (-3.2696655 51.4076027, -3.2690612 51.4078632, -3.268568 51.4080463)",,,
48276314,,secondary,20 mph,,True,False,69.407,B4294,Holton Road,"LINESTRING (-3.267848 51.4060353, -3.2686706 51.4056799)",,,
48055908,,residential,20 mph,,False,True,61.443,,Woodlands Road,"LINESTRING (-3.2718615 51.4066504, -3.2725815 51.4063285)",,,
792878365,,residential,20 mph,,False,False,58.628,,Woodlands Road,"LINESTRING (-3.2718615 51.4066504, -3.2711653 51.4069494)",,,
48056495,,residential,20 mph,,False,True,81.94800000000001,,Regent Street,"LINESTRING (-3.2718615 51.4066504, -3.2722085 51.4069654, -3.2725306 51.4072578)",,,
48276314,,secondary,20 mph,,True,False,62.94799999999999,B4294,Holton Road,"LINESTRING (-3.2700752 51.4050675, -3.2704619 51.4048822, -3.2707987 51.4047258)",,,
58702721,,residential,20 mph,,False,False,71.25399999999999,,Thompson Street,"LINESTRING (-3.2700752 51.4050675, -3.2696822 51.4047771, -3.26957 51.404696, -3.2694123 51.404578)",,,
792878366,,residential,20 mph,,True,False,215.249,,Regent Street,"LINESTRING (-3.2700752 51.4050675, -3.2703987 51.4053503, -3.2715587 51.4063813, -3.2718615 51.4066504)",,,
48276314,,secondary,20 mph,,True,False,61.825,B4294,Holton Road,"LINESTRING (-3.2707987 51.4047258, -3.2712168 51.4044955, -3.2714263 51.4043336)",,,
48055908,,residential,20 mph,,False,False,61.443,,Woodlands Road,"LINESTRING (-3.2725815 51.4063285, -3.2718615 51.4066504)",,,
48056498,,residential,20 mph,,True,False,216.917,,Lombard Street,"LINESTRING (-3.2725815 51.4063285, -3.2722632 51.4060426, -3.2711045 51.4050069, -3.2707987 51.4047258)",,,
48056507,,residential,,,True,False,101.696,,Evans Street,"LINESTRING (-3.270564 51.4064309, -3.2697138 51.4056858)",,,
48056499,,residential,20 mph,,False,False,56.319,,Spencer Street,"LINESTRING (-3.270564 51.4064309, -3.2702435 51.4065705, -3.2698981 51.4067207)",,,
48056499,,residential,20 mph,,False,True,56.319,,Spencer Street,"LINESTRING (-3.2698981 51.4067207, -3.2702435 51.4065705, -3.270564 51.4064309)",,,
868691668,,residential,20 mph,,True,False,71.434,,Richard Street,"LINESTRING (-3.2698981 51.4067207, -3.2701692 51.406942, -3.2705169 51.4072342)",,,
60201790,,residential,20 mph,,False,False,35.428,,Southey Street,"LINESTRING (-3.2726878 51.4079794, -3.2731216 51.4078112)",,,
48056500,,residential,20 mph,,False,False,178.408,,Walker Road,"LINESTRING (-3.2726878 51.4079794, -3.2729131 51.4081601, -3.2729658 51.4081934, -3.2731198 51.4082361, -3.2735258 51.4081943, -3.2736944 51.4081642, -3.2740438 51.4081182, -3.2747478 51.4080209, -3.2749637 51.4079862, -3.2750359 51.407977)",,,
60201790,,residential,20 mph,,False,True,186.228,,Southey Street,"LINESTRING (-3.2726878 51.4079794, -3.2724448 51.4080822, -3.271454 51.4085014, -3.2711536 51.4085081, -3.2709587 51.4083859, -3.2709067 51.4083533, -3.270602 51.4080726)",,,
48056500,,residential,20 mph,,False,False,31.704,,Walker Road,"LINESTRING (-3.2750359 51.407977, -3.2753039 51.4079624, -3.2754881 51.4079861)",,,
48056500,,residential,20 mph,,False,True,178.40800000000002,,Walker Road,"LINESTRING (-3.2750359 51.407977, -3.2749637 51.4079862, -3.2747478 51.4080209, -3.2740438 51.4081182, -3.2736944 51.4081642, -3.2735258 51.4081943, -3.2731198 51.4082361, -3.2729658 51.4081934, -3.2729131 51.4081601, -3.2726878 51.4079794)",,,
"[255427662, 48175271]",,"['residential', 'unclassified']",20 mph,,False,False,225.411,,Williams Crescent,"LINESTRING (-3.2750359 51.407977, -3.2751175 51.4077961, -3.2752825 51.4076798, -3.2754168 51.4076267, -3.2759256 51.4074719, -3.2759801 51.4073865, -3.2759296 51.4072837, -3.2758119 51.4071986, -3.2757315 51.4071848, -3.2756484 51.4071706, -3.2754912 51.4071941, -3.2750122 51.4073832, -3.2749242 51.4074019, -3.274514 51.4075616)",,,
34692695,2,primary,20 mph,,False,False,77.866,A4055,Gladstone Road,"LINESTRING (-3.270602 51.4080726, -3.2715328 51.4076811)",,,
34692695,2,primary,20 mph,,False,True,107.079,A4055,Gladstone Road,"LINESTRING (-3.270602 51.4080726, -3.269344 51.4086308)",,,
48056505,,residential,,,False,True,78.84800000000001,,Byron Street,"LINESTRING (-3.270602 51.4080726, -3.2703034 51.4078084, -3.2699471 51.407493)",,,
60201790,,residential,20 mph,,False,False,186.228,,Southey Street,"LINESTRING (-3.270602 51.4080726, -3.2709067 51.4083533, -3.2709587 51.4083859, -3.2711536 51.4085081, -3.271454 51.4085014, -3.2724448 51.4080822, -3.2726878 51.4079794)",,,
792878365,,residential,20 mph,,False,False,23.028,,Woodlands Road,"LINESTRING (-3.2699471 51.407493, -3.2696655 51.4076027)",,,
792878365,,residential,20 mph,,False,True,48.889,,Woodlands Road,"LINESTRING (-3.2699471 51.407493, -3.2705169 51.4072342)",,,
48056505,,residential,,,False,False,78.84800000000001,,Byron Street,"LINESTRING (-3.2699471 51.407493, -3.2703034 51.4078084, -3.270602 51.4080726)",,,
60201790,,residential,20 mph,,False,True,35.428,,Southey Street,"LINESTRING (-3.2731216 51.4078112, -3.2726878 51.4079794)",,,
48056495,,residential,20 mph,,False,False,73.963,,Regent Street,"LINESTRING (-3.2731216 51.4078112, -3.2728594 51.4075505, -3.2725306 51.4072578)",,,
792878365,,residential,20 mph,,False,False,48.889,,Woodlands Road,"LINESTRING (-3.2705169 51.4072342, -3.2699471 51.407493)",,,
792878365,,residential,20 mph,,False,True,29.675,,Woodlands Road,"LINESTRING (-3.2705169 51.4072342, -3.2708768 51.4070899)",,,
48276314,,secondary,20 mph,,True,False,60.042,B4294,Holton Road,"LINESTRING (-3.2686706 51.4056799, -3.269385 51.405375)",,,
"[48056506, 868691668]",,residential,20 mph,,True,False,143.678,,Richard Street,"LINESTRING (-3.2686706 51.4056799, -3.2690601 51.4060056, -3.2698981 51.4067207)",,,
792878365,,residential,20 mph,,False,False,25.387,,Woodlands Road,"LINESTRING (-3.2711653 51.4069494, -3.2708768 51.4070899)",,,
792878365,,residential,20 mph,,False,True,58.628,,Woodlands Road,"LINESTRING (-3.2711653 51.4069494, -3.2718615 51.4066504)",,,
48056507,,residential,,,True,False,71.166,,Evans Street,"LINESTRING (-3.2711653 51.4069494, -3.2708257 51.4066638, -3.2708141 51.4066535, -3.270564 51.4064309)",,,
48276314,,secondary,20 mph,,True,False,58.832,B4294,Holton Road,"LINESTRING (-3.269385 51.405375, -3.2700752 51.4050675)",,,
868689111,,residential,,,False,True,41.407,,Evans Street,"LINESTRING (-3.269385 51.405375, -3.2697138 51.4056858)",,,
792878365,,residential,20 mph,,False,False,29.675,,Woodlands Road,"LINESTRING (-3.2708768 51.4070899, -3.2705169 51.4072342)",,,
792878365,,residential,20 mph,,False,True,25.387,,Woodlands Road,"LINESTRING (-3.2708768 51.4070899, -3.2711653 51.4069494)",,,
34692691,,residential,20 mph,,False,True,79.949,,Hanover Street,"LINESTRING (-3.2708768 51.4070899, -3.271225 51.4074037, -3.2715328 51.4076811)",,,
406721335,2,tertiary,20 mph,,False,True,66.512,,Tynewydd Road,"LINESTRING (-3.2679457 51.4075912, -3.268568 51.4080463)",,yes,
48056563,,residential,20 mph,,False,False,170.14000000000001,,Maes-y-Cwm Street,"LINESTRING (-3.2679457 51.4075912, -3.2673542 51.4078239, -3.2657579 51.4082768)",,,
406721335,2,tertiary,20 mph,,False,False,66.519,,Tynewydd Road,"LINESTRING (-3.2679457 51.4075912, -3.2674496 51.4072017, -3.2672945 51.4071736)",,yes,
58702721,,residential,20 mph,,False,False,66.808,,Thompson Street,"LINESTRING (-3.2694123 51.404578, -3.2687933 51.4041177)",,,
58702721,,residential,20 mph,,False,True,71.25399999999999,,Thompson Street,"LINESTRING (-3.2694123 51.404578, -3.26957 51.404696, -3.2696822 51.4047771, -3.2700752 51.4050675)",,,
62062174,,residential,20 mph,,True,False,197.60899999999998,,Greenwood Street,"LINESTRING (-3.2694123 51.404578, -3.2698428 51.4043489, -3.2705853 51.4039539, -3.2708185 51.4039632, -3.2712613 51.4039846, -3.2712801 51.4039855, -3.2718879 51.4040209)",,,
62062175,,residential,20 mph,,False,False,305.236,,Merthyr Street,"LINESTRING (-3.2694123 51.404578, -3.2690074 51.4047667, -3.2689973 51.4047712, -3.2671923 51.4055735, -3.2667925 51.40575, -3.2656254 51.4056573)",,,
48063608,,residential,20 mph,,False,False,128.01500000000001,,Beryl Road,"LINESTRING (-3.2714263 51.4043336, -3.2717118 51.4045118, -3.2717966 51.4045679, -3.2718711 51.4046253, -3.2721687 51.4048862, -3.2725564 51.4052395)",,,
48276314,,secondary,20 mph,,True,False,47.278,B4294,Holton Road,"LINESTRING (-3.2714263 51.4043336, -3.2717142 51.4041323, -3.2718879 51.4040209)",,,
48063608,,residential,20 mph,,False,True,60.201,,Beryl Road,"LINESTRING (-3.2730576 51.4056815, -3.2725564 51.4052395)",,,
23624305,2,primary,20 mph,,False,True,48.482,A4055,Broad Street,"LINESTRING (-3.2755193 51.4025855, -3.275104 51.4027182, -3.275081 51.4027264, -3.2748955 51.402782)",,,
34692695,2,primary,20 mph,,False,False,195.36499999999998,A4055,Gladstone Road,"LINESTRING (-3.2735991 51.4067403, -3.2737778 51.4066053, -3.2739843 51.4064012, -3.2741908 51.4061669, -3.274325 51.4058975, -3.2744287 51.4054033, -3.2745258 51.405117)",,,
34692695,2,primary,20 mph,,False,True,94.005,A4055,Gladstone Road,"LINESTRING (-3.2735991 51.4067403, -3.2733544 51.4068813, -3.2731142 51.4070065, -3.2725306 51.4072578)",,,
"[48175266, 929229348]",,residential,20 mph,,True,False,175.187,,Southey Street,"LINESTRING (-3.2735991 51.4067403, -3.2739558 51.4070597, -3.2740256 51.4071247, -3.2742552 51.4073383, -3.2737216 51.4075706, -3.2736517 51.4075986, -3.2731216 51.4078112)",,,
48063608,,residential,20 mph,,False,False,60.201,,Beryl Road,"LINESTRING (-3.2725564 51.4052395, -3.2730576 51.4056815)",,,
48063608,,residential,20 mph,,False,True,128.015,,Beryl Road,"LINESTRING (-3.2725564 51.4052395, -3.2721687 51.4048862, -3.2718711 51.4046253, -3.2717966 51.4045679, -3.2717118 51.4045118, -3.2714263 51.4043336)",,,
"[58703742, 48224942]",,residential,20 mph,,False,"[False, True]",194.72500000000002,,"['Beryl Place', 'Kendrick Road']","LINESTRING (-3.2725564 51.4052395, -3.2729584 51.4050771, -3.2730163 51.4050169, -3.2731804 51.4049547, -3.2732086 51.4049019, -3.2726724 51.4044111, -3.2724089 51.4041981, -3.2722721 51.4041032, -3.2720403 51.4039425)",,,
34692693,,residential,20 mph,,False,True,64.138,,Glencoe Street,"LINESTRING (-3.2657579 51.4082768, -3.2659519 51.408545, -3.2661395 51.4088022)",,,
48056563,,residential,20 mph,,False,True,170.14000000000001,,Maes-y-Cwm Street,"LINESTRING (-3.2657579 51.4082768, -3.2673542 51.4078239, -3.2679457 51.4075912)",,,
48225841,,residential,,,False,True,62.410000000000004,,Merganser Court,"LINESTRING (-3.2677204 51.4046465, -3.2677526 51.4046306, -3.268367 51.4043267, -3.2684264 51.4042986)",,,
58702464,,residential,,,False,False,8.931,,Kingsland Crescent,"LINESTRING (-3.2663991 51.4044733, -3.2662999 51.4045245)",,,
58702464,,residential,,,False,False,241.53199999999998,,Kingsland Crescent,"LINESTRING (-3.2649302 51.4046967, -3.2647182 51.4040916, -3.2643301 51.4035689, -3.2635898 51.4029465, -3.2635758 51.402745)",,,
58702464,,residential,,,False,True,92.40500000000002,,Kingsland Crescent,"LINESTRING (-3.2649302 51.4046967, -3.2650523 51.4047688, -3.2652122 51.4048362, -3.2653951 51.4048703, -3.2655334 51.4048652, -3.2656832 51.4048302, -3.2658087 51.4047769, -3.265918 51.404721, -3.2660637 51.4046464)",,,
58702467,,residential,,,False,True,66.021,,Cross Street,"LINESTRING (-3.2649302 51.4046967, -3.2644333 51.4048768, -3.2641081 51.4049959)",,,
58702465,,residential,,,False,False,135.85199999999998,,Fryatt Street,"LINESTRING (-3.2670016 51.4037898, -3.2669501 51.4037541, -3.266455 51.4033821, -3.265378 51.403224)",,,
58702465,,residential,,,False,True,135.852,,Fryatt Street,"LINESTRING (-3.265378 51.403224, -3.266455 51.4033821, -3.2669501 51.4037541, -3.2670016 51.4037898)",,,
58702466,,residential,,,False,False,78.09899999999999,,Coronation Street,"LINESTRING (-3.265378 51.403224, -3.2651451 51.4028894, -3.2652656 51.4025603)",,,
58702466,,residential,,,False,True,132.793,,Coronation Street,"LINESTRING (-3.265378 51.403224, -3.2656175 51.4035555, -3.2660131 51.4041214, -3.2660749 51.4042047, -3.2661988 51.4042984)",,,
44373795,2,tertiary,20 mph,,False,False,48.644,,Court Road,"LINESTRING (-3.2633797 51.4078788, -3.2636344 51.4082864)",,,
44373795,2,tertiary,20 mph,,False,True,10.657,,Court Road,"LINESTRING (-3.2633797 51.4078788, -3.2633269 51.4077888)",,,
48276310,,residential,,,False,False,77.37700000000001,,Crossways Street,"LINESTRING (-3.2633797 51.4078788, -3.2628617 51.4080183, -3.2623535 51.4081517)",,,
48276310,,residential,,,False,True,77.37700000000001,,Crossways Street,"LINESTRING (-3.2623535 51.4081517, -3.2628617 51.4080183, -3.2633797 51.4078788)",,,
48056500,,residential,20 mph,,False,False,31.579,,Walker Road,"LINESTRING (-3.2754881 51.4079861, -3.2758636 51.4081467)",,,
