osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
52104532,2,A851,primary,40 mph,False,False,107.43499999999999,"LINESTRING (-5.9009625 57.0648114, -5.9007524 57.064662, -5.9004931 57.0644776, -5.9003171 57.0643759, -5.9001411 57.0643033, -5.9000235 57.0642612, -5.899906 57.0642307, -5.8996601 57.064193)",
52104532,2,A851,primary,40 mph,False,True,165.82099999999997,"LINESTRING (-5.9009625 57.0648114, -5.9010378 57.06496, -5.9010367 57.065034, -5.900978 57.0651332, -5.9005354 57.0656163, -5.8999751 57.0661554)",
"[417954748, 52104532]",2,A851,primary,40 mph,False,True,276.805,"LINESTRING (-5.8951353 57.0643833, -5.8953875 57.0643501, -5.8959021 57.0642951, -5.8960344 57.0642817, -5.8970366 57.0641806, -5.8974881 57.0641433, -5.8979774 57.0641094, -5.8981967 57.0641111, -5.8984482 57.0641187, -5.8993494 57.0641747, -5.8996601 57.064193)",
"[417954748, 52104532]",2,A851,primary,40 mph,False,False,276.805,"LINESTRING (-5.8996601 57.064193, -5.8993494 57.0641747, -5.8984482 57.0641187, -5.8981967 57.0641111, -5.8979774 57.0641094, -5.8974881 57.0641433, -5.8970366 57.0641806, -5.8960344 57.0642817, -5.8959021 57.0642951, -5.8953875 57.0643501, -5.8951353 57.0643833)",
52104532,2,A851,primary,40 mph,False,True,107.435,"LINESTRING (-5.8996601 57.064193, -5.899906 57.0642307, -5.9000235 57.0642612, -5.9001411 57.0643033, -5.9003171 57.0643759, -5.9004931 57.0644776, -5.9007524 57.064662, -5.9009625 57.0648114)",
95614660,,,residential,,False,True,25.975,"LINESTRING (-5.8996601 57.064193, -5.8996221 57.0643226, -5.8996154 57.0644249)",Rathad na' Chidhe
52104357,2,,residential,30 mph,False,False,105.936,"LINESTRING (-5.8999751 57.0661554, -5.8995709 57.0660127, -5.898897 57.0665982)",Allt a Tuath
52104532,2,A851,primary,40 mph,False,False,165.82099999999997,"LINESTRING (-5.8999751 57.0661554, -5.9005354 57.0656163, -5.900978 57.0651332, -5.9010367 57.065034, -5.9010378 57.06496, -5.9009625 57.0648114)",
52104357,2,,residential,30 mph,False,True,105.936,"LINESTRING (-5.898897 57.0665982, -5.8995709 57.0660127, -5.8999751 57.0661554)",Allt a Tuath
95614660,,,residential,,False,False,63.849000000000004,"LINESTRING (-5.9003833 57.0648111, -5.8996995 57.0645067, -5.8996154 57.0644249)",Rathad na' Chidhe
95614660,,,residential,,False,False,25.975,"LINESTRING (-5.8996154 57.0644249, -5.8996221 57.0643226, -5.8996601 57.064193)",Rathad na' Chidhe
95614660,,,residential,,False,True,63.849000000000004,"LINESTRING (-5.8996154 57.0644249, -5.8996995 57.0645067, -5.9003833 57.0648111)",Rathad na' Chidhe
95614661,,,residential,,False,True,39.834,"LINESTRING (-5.8996154 57.0644249, -5.8993366 57.0644742, -5.8992725 57.0644754, -5.8989937 57.0644129)",Rathad na' Chidhe
95614661,,,residential,,False,False,39.834,"LINESTRING (-5.8989937 57.0644129, -5.8992725 57.0644754, -5.8993366 57.0644742, -5.8996154 57.0644249)",Rathad na' Chidhe
