osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name,bridge,access
1164138679,True,2,tertiary,70 mph,roundabout,False,36.755,"LINESTRING (-0.7551188 52.03714, -0.7549885 52.0371032, -0.7549111 52.0370599, -0.754838 52.036971, -0.7548327 52.0368927)",South Saxon Roundabout,,
1164138680,True,2,tertiary,70 mph,roundabout,False,1.283,"LINESTRING (-0.7548327 52.0368927, -0.7548365 52.0368814)",South Saxon Roundabout,,
4239951,False,,unclassified,,,False,163.196,"LINESTRING (-0.7537966 52.0407052, -0.7538145 52.040721, -0.753924 52.0408175, -0.7540186 52.0409009, -0.755162 52.0419088)",Lower Tenth Street,,
4239951,False,,unclassified,,,True,17.869999999999997,"LINESTRING (-0.7537966 52.0407052, -0.7537529 52.0406667, -0.753673 52.0405962, -0.7536471 52.0405734)",Lower Tenth Street,,
37744260,True,,unclassified,30 mph,,False,128.032,"LINESTRING (-0.7537966 52.0407052, -0.7532617 52.0409329, -0.7524013 52.0412991, -0.7522573 52.0413604)",Avebury Boulevard,,
4239951,False,,unclassified,,,True,163.196,"LINESTRING (-0.755162 52.0419088, -0.7540186 52.0409009, -0.753924 52.0408175, -0.7538145 52.040721, -0.7537966 52.0407052)",Lower Tenth Street,,
5034640,False,,unclassified,,,True,94.737,"LINESTRING (-0.7553305 52.0377354, -0.7547548 52.0379849, -0.7541914 52.03822)",South Row,,
34391104,True,,unclassified,30 mph,,False,8.511,"LINESTRING (-0.7541204 52.0430164, -0.7540179 52.0430598)",,yes,
"[111466256, 120290876, 32144301]",True,,unclassified,30 mph,,False,207.72999999999996,"LINESTRING (-0.7541204 52.0430164, -0.7546066 52.0434418, -0.7554095 52.0441654, -0.7557419 52.0444539, -0.7558533 52.0445506)",Secklow Gate,yes,yes
34391103,True,,unclassified,30 mph,,False,8.598,"LINESTRING (-0.7538783 52.0429372, -0.7539819 52.0428934)",,yes,
"[120290885, 32144302]",True,,unclassified,30 mph,,False,206.443,"LINESTRING (-0.7538783 52.0429372, -0.7531998 52.0423413, -0.7530088 52.0421724, -0.7523559 52.0415951, -0.7522537 52.0415048, -0.7521516 52.0414144)",Secklow Gate,yes,
34391106,True,,unclassified,30 mph,,False,16.643,"LINESTRING (-0.7540179 52.0430598, -0.7538783 52.0429372)",,yes,
"[120290904, 4708218]",True,,unclassified,30 mph,,False,132.97899999999998,"LINESTRING (-0.7540179 52.0430598, -0.7530841 52.0434557, -0.7529754 52.043502, -0.752418 52.0437394)",Midsummer Boulevard,yes,
34391105,True,,unclassified,30 mph,,False,16.637,"LINESTRING (-0.7539819 52.0428934, -0.7541204 52.0430164)",,yes,
"[120290881, 32144298, 120290890, 38168142, 38168144]",True,,unclassified,30 mph,,False,467.35,"LINESTRING (-0.7539819 52.0428934, -0.7549416 52.0424877, -0.7550074 52.0424594, -0.7553002 52.0423345, -0.7556161 52.0421967, -0.7560762 52.0419955, -0.7564725 52.0418194, -0.7566384 52.0417506, -0.756719 52.0417435, -0.7567902 52.0417759, -0.7568148 52.0418279, -0.7567812 52.0418847, -0.7566335 52.0419471, -0.7562208 52.0421229, -0.7557593 52.0423207, -0.7556634 52.0423604, -0.755356 52.0424915, -0.7551478 52.0425804, -0.75507 52.0426137, -0.7543128 52.0429348, -0.7542587 52.0429578, -0.7541204 52.0430164)",Midsummer Boulevard,yes,
34391120,True,,unclassified,30 mph,,False,17.225,"LINESTRING (-0.7558533 52.0445506, -0.7559989 52.044677)",,yes,
"[32144305, 120290902]",True,,unclassified,30 mph,,False,127.797,"LINESTRING (-0.7558533 52.0445506, -0.7567539 52.0441649, -0.7568643 52.0441172, -0.7573849 52.0438922)",Silbury Boulevard,yes,
34391110,True,,unclassified,,,False,8.194,"LINESTRING (-0.7559989 52.044677, -0.7559008 52.0447193)",,yes,
34391112,True,,unclassified,,,False,8.017,"LINESTRING (-0.7557571 52.0445918, -0.7558533 52.0445506)",,yes,
"[120290897, 111466257, 32144307, 120290887]",True,,unclassified,30 mph,,False,207.773,"LINESTRING (-0.7557571 52.0445918, -0.7553162 52.0442007, -0.755118 52.0440316, -0.7544944 52.0434762, -0.7541165 52.043146, -0.7540179 52.0430598)",Secklow Gate,yes,yes
34391117,True,,unclassified,30 mph,,False,17.251,"LINESTRING (-0.7559008 52.0447193, -0.7557571 52.0445918)",,yes,
34391129,True,,unclassified,30 mph,,False,9.398,"LINESTRING (-0.7522573 52.0413604, -0.7521516 52.0414144)",,,
"[120290896, 32236181]",True,,unclassified,30 mph,,False,207.293,"LINESTRING (-0.7522573 52.0413604, -0.7531145 52.0421248, -0.7533132 52.0422996, -0.7538737 52.0427973, -0.7539819 52.0428934)",Secklow Gate,yes,
34391124,True,,unclassified,30 mph,,False,17.627,"LINESTRING (-0.7521046 52.0412327, -0.7522573 52.0413604)",,,
32236184,True,,unclassified,30 mph,,False,128.472,"LINESTRING (-0.7521046 52.0412327, -0.7531125 52.0408019, -0.7536471 52.0405734)",Avebury Boulevard,,
34626103,False,2,unclassified,,,True,16.719,"LINESTRING (-0.7651254 52.0407431, -0.7649839 52.0406205)",,,
32116245,True,,unclassified,30 mph,,False,89.83500000000001,"LINESTRING (-0.7651254 52.0407431, -0.7645961 52.0409706, -0.7640487 52.0412058)",Silbury Boulevard,,
34670255,False,,unclassified,,,False,16.399,"LINESTRING (-0.7601688 52.0377695, -0.7601955 52.0377946, -0.7602722 52.0378667, -0.7603001 52.0378929)",,,
768085403,True,,unclassified,30 mph,,False,220.031,"LINESTRING (-0.7601688 52.0377695, -0.7607122 52.037537, -0.7612554 52.0373047, -0.7619518 52.0370068, -0.7624549 52.0367916, -0.7625493 52.0367512, -0.7626817 52.0366946, -0.7628098 52.0366398)",Avebury Boulevard,,
"[768085400, 768085401, 32143590]",True,,unclassified,30 mph,,False,216.925,"LINESTRING (-0.7603001 52.0378929, -0.7597697 52.0381215, -0.7592228 52.0383573, -0.7586955 52.0385846, -0.7580632 52.0388572, -0.7578837 52.0389311, -0.75787 52.0389388, -0.7577062 52.039015)",Avebury Boulevard,yes,
34670255,False,,unclassified,,,True,16.399,"LINESTRING (-0.7603001 52.0378929, -0.7602722 52.0378667, -0.7601955 52.0377946, -0.7601688 52.0377695)",,,
32116237,True,,unclassified,30 mph,,False,178.53500000000003,"LINESTRING (-0.7632448 52.0390875, -0.7627122 52.0393167, -0.7616259 52.0397842, -0.761106 52.0400079)",Midsummer Boulevard,,
104910896,False,,unclassified,,,False,16.175,"LINESTRING (-0.7632448 52.0390875, -0.7632195 52.0390645, -0.7631384 52.038991, -0.7631121 52.0389671)",,,
"[768083113, 768083114, 32116237]",True,,unclassified,30 mph,,False,129.856,"LINESTRING (-0.761106 52.0400079, -0.7605635 52.0402414, -0.7599622 52.0405002, -0.7598046 52.040568, -0.7597453 52.0405935, -0.7597321 52.0405992, -0.7595504 52.0406774)",Midsummer Boulevard,yes,
111437829,False,,unclassified,,,True,16.374,"LINESTRING (-0.761106 52.0400079, -0.7610765 52.0399828, -0.7609939 52.0399125, -0.7609659 52.0398885)",,,
34626103,False,2,unclassified,,,False,16.719,"LINESTRING (-0.7649839 52.0406205, -0.7651254 52.0407431)",,,
32116248,True,,unclassified,30 mph,,False,131.4,"LINESTRING (-0.7649839 52.0406205, -0.7655292 52.0403856, -0.7663544 52.0400302, -0.7665576 52.0399427)",Silbury Boulevard,,
38229518,False,,unclassified,,,False,17.625,"LINESTRING (-0.7559816 52.0397711, -0.7559371 52.0397345, -0.7558538 52.0396661, -0.7558272 52.0396442)",South Eighth Street,,
"[37744260, 767312133]",True,,unclassified,30 mph,,False,181.99800000000002,"LINESTRING (-0.7559816 52.0397711, -0.7554159 52.0400148, -0.7551782 52.0401173, -0.7549685 52.0402066, -0.7548526 52.0402559, -0.7543331 52.040477, -0.7537966 52.0407052)",Avebury Boulevard,,
"[767312136, 38168149, 767312135]",True,,unclassified,30 mph,,False,128.514,"LINESTRING (-0.7558272 52.0396442, -0.7563619 52.0394171, -0.756913 52.0391831, -0.7571373 52.0390755, -0.7571833 52.0390536, -0.7573615 52.0389776)",Avebury Boulevard,yes,
38229518,False,,unclassified,,,False,96.02000000000001,"LINESTRING (-0.7558272 52.0396442, -0.7557837 52.0396078, -0.7556705 52.039513, -0.7555874 52.0394391, -0.7550134 52.0389406)",South Eighth Street,,
38229518,False,,unclassified,,,True,17.625,"LINESTRING (-0.7558272 52.0396442, -0.7558538 52.0396661, -0.7559371 52.0397345, -0.7559816 52.0397711)",South Eighth Street,,
32116245,True,,unclassified,30 mph,,False,90.161,"LINESTRING (-0.7640487 52.0412058, -0.7635094 52.0414376, -0.7629681 52.0416702)",Silbury Boulevard,,
110767326,False,2,unclassified,,,True,16.633,"LINESTRING (-0.7640487 52.0412058, -0.7639496 52.0411155, -0.7639104 52.0410828)",,,
32116245,True,,unclassified,30 mph,,False,128.10199999999998,"LINESTRING (-0.7629681 52.0416702, -0.7624392 52.0418975, -0.7616124 52.0422528, -0.7614327 52.04233)",Silbury Boulevard,,
110767340,False,2,unclassified,,,True,16.547,"LINESTRING (-0.7629681 52.0416702, -0.7629416 52.0416449, -0.7628633 52.0415717, -0.7628356 52.0415457)",,,
101808959,False,,residential,,,True,100.461,"LINESTRING (-0.7529979 52.0392619, -0.7538207 52.0400103)",,,
101808983,False,,residential,,,False,46.241,"LINESTRING (-0.7529979 52.0392619, -0.7524434 52.0394998)",,,
101808983,False,,residential,,,True,44.757,"LINESTRING (-0.7529979 52.0392619, -0.7535358 52.0390327)",,,
101808959,False,,residential,,,False,100.461,"LINESTRING (-0.7538207 52.0400103, -0.7529979 52.0392619)",,,
38229518,False,,unclassified,,,False,97.92099999999999,"LINESTRING (-0.7550134 52.0389406, -0.7548356 52.0387705, -0.7543442 52.0383594, -0.7541914 52.03822)",South Eighth Street,,
38229518,False,,unclassified,,,True,96.02000000000001,"LINESTRING (-0.7550134 52.0389406, -0.7555874 52.0394391, -0.7556705 52.039513, -0.7557837 52.0396078, -0.7558272 52.0396442)",South Eighth Street,,
101809010,False,,residential,,,True,58.599000000000004,"LINESTRING (-0.7550134 52.0389406, -0.7544708 52.0391722, -0.7543057 52.0392375)",,,
101809010,False,,residential,,,False,58.599000000000004,"LINESTRING (-0.7543057 52.0392375, -0.7544708 52.0391722, -0.7550134 52.0389406)",,,
101808983,False,,residential,,,False,44.757,"LINESTRING (-0.7535358 52.0390327, -0.7529979 52.0392619)",,,
4239947,False,,residential,,,False,127.425,"LINESTRING (-0.7535358 52.0390327, -0.7545069 52.0399043, -0.7545889 52.039978)",South Ninth Street,,
4239947,False,,residential,,,True,47.602000000000004,"LINESTRING (-0.7535358 52.0390327, -0.753304 52.0388246, -0.7531388 52.0386811)",South Ninth Street,,
101808983,False,,residential,,,True,46.241,"LINESTRING (-0.7524434 52.0394998, -0.7529979 52.0392619)",,,
"[4239948, 4239951]",False,,unclassified,,,False,145.016,"LINESTRING (-0.7524434 52.0394998, -0.7534191 52.0403725, -0.7534962 52.0404404, -0.7536471 52.0405734)","['South Tenth Street', 'Lower Tenth Street']",,
104910896,False,,unclassified,,,True,16.175,"LINESTRING (-0.7631121 52.0389671, -0.7631384 52.038991, -0.7632195 52.0390645, -0.7632448 52.0390875)",,,
768083116,True,,unclassified,30 mph,,False,129.098,"LINESTRING (-0.7631121 52.0389671, -0.7636517 52.0387354, -0.7644365 52.0383985, -0.7644881 52.0383763, -0.7646598 52.0383026)",Midsummer Boulevard,,
111437833,False,,unclassified,,,False,16.431,"LINESTRING (-0.7522822 52.0436175, -0.752418 52.0437394)",,,
"[4708219, 120290901]",True,,unclassified,30 mph,,False,132.811,"LINESTRING (-0.7522822 52.0436175, -0.7528386 52.0433775, -0.7529442 52.043332, -0.7536756 52.0430229, -0.7537377 52.0429966, -0.7538783 52.0429372)",Midsummer Boulevard,yes,
111437833,False,,unclassified,,,True,16.431,"LINESTRING (-0.752418 52.0437394, -0.7522822 52.0436175)",,,
32116248,True,,unclassified,30 mph,,False,89.74000000000001,"LINESTRING (-0.7628356 52.0415457, -0.7633703 52.0413154, -0.7639104 52.0410828)",Silbury Boulevard,,
110767340,False,2,unclassified,,,False,16.547,"LINESTRING (-0.7628356 52.0415457, -0.7628633 52.0415717, -0.7629416 52.0416449, -0.7629681 52.0416702)",,,
32116248,True,,unclassified,30 mph,,False,89.62899999999999,"LINESTRING (-0.7639104 52.0410828, -0.7644521 52.0408495, -0.7649839 52.0406205)",Silbury Boulevard,,
110767326,False,2,unclassified,,,False,16.633,"LINESTRING (-0.7639104 52.0410828, -0.7639496 52.0411155, -0.7640487 52.0412058)",,,
111437829,False,,unclassified,,,False,16.374,"LINESTRING (-0.7609659 52.0398885, -0.7609939 52.0399125, -0.7610765 52.0399828, -0.761106 52.0400079)",,,
768083116,True,,unclassified,30 mph,,False,179.014,"LINESTRING (-0.7609659 52.0398885, -0.7614924 52.0396625, -0.7625746 52.0391978, -0.7631121 52.0389671)",Midsummer Boulevard,,
4239485,True,2,primary,70 mph,roundabout,False,7.041,"LINESTRING (-0.7635425 52.0446075, -0.7634422 52.0445932)",,,
4239485,True,2,primary,70 mph,roundabout,False,28.104,"LINESTRING (-0.7634422 52.0445932, -0.7633144 52.0445439, -0.763237 52.0444803, -0.7631982 52.0444034)",,,
689944914,False,,residential,,,False,24.596,"LINESTRING (-0.760954 52.04419, -0.7606495 52.0443077)",,,
111431677,False,,unclassified,,,False,42.583,"LINESTRING (-0.760954 52.04419, -0.7611538 52.0443639, -0.7613132 52.0445028)",North Eighth Street,,
111431677,False,,unclassified,,,True,150.393,"LINESTRING (-0.760954 52.04419, -0.7599172 52.043287, -0.7598291 52.0432103, -0.7596855 52.0430852)",North Eighth Street,,
689944914,False,,residential,,,True,24.596,"LINESTRING (-0.7606495 52.0443077, -0.760954 52.04419)",,,
34390840,True,,unclassified,30 mph,,False,16.109,"LINESTRING (-0.7648142 52.038412, -0.7646598 52.0383026)",,,
32116237,True,,unclassified,30 mph,,False,131.015,"LINESTRING (-0.7648142 52.038412, -0.7637847 52.0388551, -0.7632448 52.0390875)",Midsummer Boulevard,,
34390835,True,,unclassified,,,False,10.006,"LINESTRING (-0.7646598 52.0383026, -0.7647826 52.0382537)",,,
32116239,True,2,unclassified,30 mph,,False,208.476,"LINESTRING (-0.7646598 52.0383026, -0.7640238 52.0377218, -0.763505 52.037266, -0.7631458 52.03694, -0.7629402 52.0367547)",Witan Gate,,
32116237,True,,unclassified,30 mph,,False,8.83,"LINESTRING (-0.76492 52.0383665, -0.7648142 52.038412)",Midsummer Boulevard,,
32116236,True,2,unclassified,30 mph,,False,207.956,"LINESTRING (-0.76492 52.0383665, -0.765788 52.0391392, -0.7665338 52.0398031, -0.7666484 52.0399051)",Witan Gate,,
34390839,True,,unclassified,30 mph,,False,15.673,"LINESTRING (-0.7647826 52.0382537, -0.76492 52.0383665)",,,
34184167,True,,unclassified,30 mph,,False,16.857,"LINESTRING (-0.7666956 52.0400683, -0.7665576 52.0399427)",,,
32116245,True,,unclassified,30 mph,,False,131.012,"LINESTRING (-0.7666956 52.0400683, -0.7656677 52.0405101, -0.7651254 52.0407431)",Silbury Boulevard,,
34184164,True,,unclassified,30 mph,,False,7.487,"LINESTRING (-0.7665576 52.0399427, -0.7666484 52.0399051)",,,
32116244,True,2,unclassified,30 mph,,False,207.821,"LINESTRING (-0.7665576 52.0399427, -0.7656846 52.0391762, -0.7649456 52.0385273, -0.7648142 52.038412)",Witan Gate,,
33361663,True,,tertiary,30 mph,,False,17.072,"LINESTRING (-0.7612281 52.0424191, -0.7610915 52.0422906)",V7 Saxon Gate,,
"[767306194, 32116250, 767306195]",True,,unclassified,30 mph,,False,128.912,"LINESTRING (-0.7612281 52.0424191, -0.7610473 52.0425003, -0.7608051 52.0426016, -0.7602242 52.0428525, -0.7596855 52.0430852)",Silbury Boulevard,yes,
33361662,True,,unclassified,30 mph,,False,17.146,"LINESTRING (-0.7614327 52.04233, -0.7612281 52.0424191)",,,
32116247,True,2,tertiary,30 mph,,False,248.778,"LINESTRING (-0.7614327 52.04233, -0.7622164 52.0430289, -0.7633386 52.0440102, -0.7634437 52.0440724, -0.7635638 52.0441381)",V7 Saxon Gate,,
33361667,True,,tertiary,30 mph,,False,16.408,"LINESTRING (-0.7612924 52.0422103, -0.7614327 52.04233)",V7 Saxon Gate,,
32116248,True,,unclassified,30 mph,,False,128.846,"LINESTRING (-0.7612924 52.0422103, -0.7622994 52.0417766, -0.7628356 52.0415457)",Silbury Boulevard,,
33361665,True,,unclassified,30 mph,,False,16.387,"LINESTRING (-0.7610915 52.0422906, -0.7612924 52.0422103)",,,
"[32116249, 768083123, 768083124]",True,2,tertiary,30 mph,,False,207.113,"LINESTRING (-0.7610915 52.0422906, -0.7602482 52.0415272, -0.7596507 52.0409969, -0.7595047 52.0408674, -0.7595019 52.0408649, -0.7593775 52.0407551)",V7 Saxon Gate,yes,
33880478,True,,unclassified,30 mph,,False,14.646,"LINESTRING (-0.7595504 52.0406774, -0.7593775 52.0407551)",Midsummer Boulevard,,
"[768083121, 768083122, 32116347]",True,2,tertiary,30 mph,,False,207.96499999999997,"LINESTRING (-0.7595504 52.0406774, -0.7597148 52.0408221, -0.7598317 52.0409249, -0.7604216 52.0414441, -0.7611667 52.0420997, -0.7612924 52.0422103)",V7 Saxon Gate,yes,
33880479,True,2,tertiary,30 mph,,False,16.526,"LINESTRING (-0.7594182 52.040553, -0.7595504 52.0406774)",V7 Saxon Gate,,
"[768083115, 768083116, 32116349]",True,,unclassified,30 mph,,False,129.095,"LINESTRING (-0.7594182 52.040553, -0.7595994 52.0404752, -0.7598065 52.0403863, -0.7604231 52.0401216, -0.7609659 52.0398885)",Midsummer Boulevard,yes,
33880477,True,,unclassified,30 mph,,False,15.059,"LINESTRING (-0.7592373 52.0406302, -0.7594182 52.040553)",Midsummer Boulevard,,
"[768083119, 768083120, 32116348, 768085406, 768085407]",True,2,tertiary,30 mph,,False,206.936,"LINESTRING (-0.7592373 52.0406302, -0.7590814 52.0404918, -0.7589683 52.0403914, -0.7587829 52.0402266, -0.7584296 52.0399211, -0.7577943 52.0393495, -0.7576402 52.0392129, -0.757629 52.0392029, -0.7575071 52.0391037)",V7 Saxon Gate,yes,
33880480,True,2,tertiary,30 mph,,False,16.877,"LINESTRING (-0.7593775 52.0407551, -0.7592373 52.0406302)",V7 Saxon Gate,,
33880571,True,,unclassified,30 mph,,False,16.815,"LINESTRING (-0.7577062 52.039015, -0.7575071 52.0391037)",,,
"[32274307, 768083117, 768083118, 768085404, 768085405]",True,2,tertiary,30 mph,,False,207.291,"LINESTRING (-0.7577062 52.039015, -0.757832 52.0391253, -0.7579891 52.0392643, -0.758557 52.039767, -0.7591368 52.0403114, -0.7592841 52.0404382, -0.7592963 52.0404494, -0.7594182 52.040553)",V7 Saxon Gate,yes,
33880579,True,,unclassified,30 mph,,False,17.04,"LINESTRING (-0.7573615 52.0389776, -0.75756 52.038885)",,,
"[768085410, 768085411, 32116343]",True,2,tertiary,30 mph,,False,255.56400000000002,"LINESTRING (-0.7573615 52.0389776, -0.7572118 52.0388395, -0.7570935 52.0387375, -0.756565 52.0382818, -0.755509 52.0373709, -0.7554339 52.0373165, -0.7553202 52.0372177, -0.7551364 52.037142)",V7 Saxon Gate,yes,
33880577,True,2,tertiary,30 mph,,False,17.577,"LINESTRING (-0.75756 52.038885, -0.7577062 52.039015)",V7 Saxon Gate,,
"[32116344, 768085402, 768085403]",True,,unclassified,30 mph,,False,217.32000000000002,"LINESTRING (-0.75756 52.038885, -0.7577128 52.0388178, -0.7579409 52.0387224, -0.7585572 52.0384588, -0.7590888 52.0382314, -0.7596321 52.037999, -0.7601688 52.0377695)",Avebury Boulevard,yes,
33880570,True,2,tertiary,30 mph,,False,17.198,"LINESTRING (-0.7575071 52.0391037, -0.7573615 52.0389776)",V7 Saxon Gate,,
"[32116345, 767312133, 767312134]",True,,unclassified,30 mph,,False,128.051,"LINESTRING (-0.7575071 52.0391037, -0.7572687 52.0392099, -0.7570772 52.0392989, -0.7565057 52.0395452, -0.7559816 52.0397711)",Avebury Boulevard,yes,
34390924,True,2,unclassified,30 mph,,False,10.455,"LINESTRING (-0.7628098 52.0366398, -0.7629321 52.0365834)",Avebury Boulevard,,
34390934,True,2,unclassified,30 mph,,False,15.582,"LINESTRING (-0.7629402 52.0367547, -0.7628098 52.0366398)",Witan Gate,,
