osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,bridge,tunnel
1155331553,True,2,A3125,primary,30 mph,False,112.19299999999998,"LINESTRING (-4.0635111 51.0764481, -4.0632054 51.0765142, -4.0629059 51.076568, -4.062684 51.0765947, -4.0625119 51.0766069, -4.0623452 51.0766017, -4.0621949 51.0765783, -4.0619635 51.0765184)",,,,
60048612,True,,,unclassified,,False,32.491,"LINESTRING (-4.060779 51.0765928, -4.0609043 51.0766032, -4.0610063 51.0766352, -4.0610508 51.0766494, -4.0611345 51.0766698, -4.0612166 51.0766836)",Seven Brethren Bank,,,
22722636,False,,,unclassified,,True,59.716,"LINESTRING (-4.0565271 51.0811537, -4.0559176 51.0811782, -4.0556735 51.0811798)",Bear Street,,,
29024880,False,,,residential,,False,64.885,"LINESTRING (-4.0565271 51.0811537, -4.0565835 51.081304, -4.0566525 51.0814882, -4.0567651 51.0817174)",Vicarage Lawn,,,
22722562,False,,,residential,,True,55.481,"LINESTRING (-4.0538647 51.0773194, -4.0538831 51.0773547, -4.0542488 51.0777553)",Summerland Street,,,
29099938,True,,,residential,,False,119.98399999999998,"LINESTRING (-4.0538647 51.0773194, -4.0538851 51.0772813, -4.0540893 51.0771873, -4.0544044 51.0769945, -4.0545592 51.0768609, -4.0547516 51.076743, -4.0549155 51.076678, -4.055137 51.0766289)",Barbican Terrace,,,
110027782,False,,,residential,,True,68.004,"LINESTRING (-4.0538647 51.0773194, -4.0536359 51.0772551, -4.0533374 51.0771593, -4.0531951 51.0771117, -4.0529927 51.077048)",Barbican Road,,,
29099938,True,,,residential,,False,50.373,"LINESTRING (-4.055137 51.0766289, -4.0551443 51.0765853, -4.0555387 51.0763093, -4.0555584 51.0762731)",Barbican Terrace,,,
29099972,True,,,residential,,False,81.874,"LINESTRING (-4.055137 51.0766289, -4.055185 51.0767485, -4.0552941 51.0770462, -4.0554625 51.0773349)",Trinity Street,,,
223201576,True,,,primary,30 mph,False,7.1690000000000005,"LINESTRING (-4.0619635 51.0765184, -4.061916 51.0765305, -4.0618648 51.076533)",Longbridge Roundabout,roundabout,,
48580364,True,2,A3125,primary,30 mph,False,130.269,"LINESTRING (-4.062041 51.0764048, -4.0621441 51.0764537, -4.0622518 51.0764899, -4.0623793 51.0765144, -4.0625008 51.0765222, -4.0625978 51.0765145, -4.0628098 51.0764805, -4.063091 51.0764256, -4.0633879 51.0763576, -4.0635329 51.0763199, -4.063786 51.0762541)",,,,
223201576,True,,,primary,30 mph,False,14.629000000000001,"LINESTRING (-4.062041 51.0764048, -4.0620444 51.0764376, -4.0620316 51.0764695, -4.0620037 51.0764974, -4.0619635 51.0765184)",Longbridge Roundabout,roundabout,,
"[30054828, 48417437]",False,,,residential,20 mph,True,43.974000000000004,"LINESTRING (-4.062002 51.0763575, -4.0620617 51.0763121, -4.0621302 51.0762629, -4.0622209 51.0761993, -4.0623734 51.0761146, -4.0624495 51.0760819)","['Osborne Terrace', 'Sticklepath Terrace']",,,
223201576,True,,,primary,30 mph,False,5.971,"LINESTRING (-4.062002 51.0763575, -4.0620263 51.0763796, -4.062041 51.0764048)",Longbridge Roundabout,roundabout,,
223201576,True,,,primary,30 mph,False,2.507,"LINESTRING (-4.0617148 51.076403, -4.061727 51.0763818)",Longbridge Roundabout,roundabout,,
1098988349,True,,A3125,primary,30 mph,False,11.647,"LINESTRING (-4.0607791 51.076979, -4.0608561 51.0768861)",Sticklepath Terrace,,,
"[30693088, 177697147, 20859060, 20886446]",False,2,A3125,primary,30 mph,"[False, True]",212.96999999999997,"LINESTRING (-4.0607791 51.076979, -4.0593865 51.0780367, -4.0593648 51.0780538, -4.059336 51.0780757, -4.0591667 51.0781808, -4.0590538 51.0782233, -4.0589054 51.0782553, -4.0587788 51.0782691, -4.0586506 51.0782625)",Long Bridge,,yes,
35669487,True,,,unclassified,,False,27.926000000000002,"LINESTRING (-4.0617466 51.0761035, -4.0618241 51.0761715, -4.0618524 51.0762136, -4.061876 51.0762573, -4.0619236 51.0763268)",Station Road,,,
20871400,True,,,primary,30 mph,False,2.583,"LINESTRING (-4.0612716 51.0832285, -4.0612677 51.0832054)",Mermaid Cross,roundabout,,
20871400,True,,,primary,30 mph,False,2.356,"LINESTRING (-4.0613525 51.0831247, -4.0613846 51.0831182)",Mermaid Cross,roundabout,,
20871400,True,,,primary,30 mph,False,16.326999999999998,"LINESTRING (-4.0613846 51.0831182, -4.0614453 51.0831189, -4.0614798 51.0831269, -4.0614988 51.0831344, -4.0615178 51.0831451, -4.06154 51.0831645, -4.0615557 51.0831945)",Mermaid Cross,roundabout,,
20871766,True,,B3149,secondary,30 mph,False,53.873999999999995,"LINESTRING (-4.0613846 51.0831182, -4.061447 51.0830951, -4.0615024 51.083059, -4.0615641 51.0830084, -4.0615916 51.0829821, -4.0616319 51.082951, -4.0617497 51.0828084, -4.0617665 51.0827161)",Pilton Causeway,,,
20871708,True,,,secondary,30 mph,False,10.205,"LINESTRING (-4.0617665 51.0827161, -4.0617737 51.0826912, -4.0617889 51.0826735, -4.0618158 51.082657, -4.0618484 51.0826471)",,roundabout,,
475335270,True,,,secondary,30 mph,False,6.088,"LINESTRING (-4.0618484 51.0826471, -4.0618686 51.0826445, -4.0618994 51.0826449, -4.0619334 51.0826518)",,roundabout,,
20871854,True,,B3149,secondary,30 mph,False,9.715,"LINESTRING (-4.0619926 51.082735, -4.0620203 51.0827874, -4.0620437 51.082816)",,,,
475335269,True,,,secondary,30 mph,False,7.784000000000001,"LINESTRING (-4.0619926 51.082735, -4.0619765 51.082757, -4.0619447 51.0827766, -4.0619193 51.0827845)",,roundabout,,
20871708,True,,,secondary,30 mph,False,13.11,"LINESTRING (-4.0618894 51.0827883, -4.0618515 51.082786, -4.0618261 51.0827795, -4.0617898 51.0827598, -4.0617778 51.0827474, -4.0617665 51.0827161)",,roundabout,,
20871732,True,,B3149,secondary,30 mph,False,50.942,"LINESTRING (-4.0618894 51.0827883, -4.0618435 51.0828556, -4.0615918 51.0831321, -4.0615557 51.0831945)",Pilton Causeway,,,
20871708,True,,,secondary,30 mph,False,2.131,"LINESTRING (-4.0619193 51.0827845, -4.0618894 51.0827883)",,roundabout,,
56474757,True,,B3149,secondary,30 mph,False,9.369,"LINESTRING (-4.0620437 51.082816, -4.0619193 51.0827845)",,,,
"[29024840, 20858738, 20857956]",False,2,B3149,secondary,30 mph,"[False, True]",46.591,"LINESTRING (-4.0620437 51.082816, -4.0620784 51.0828302, -4.0621058 51.0828415, -4.0621486 51.0828573, -4.0624969 51.0830055, -4.062511 51.0830113, -4.0625977 51.0830492)",Rolle Street,,yes,
29017689,True,,A39,primary,30 mph,False,26.936,"LINESTRING (-4.0557728 51.083527, -4.0554685 51.0833782)",,,,
69225116,False,2,A39,primary,30 mph,False,444.01399999999995,"LINESTRING (-4.0557728 51.083527, -4.0558517 51.0836111, -4.055864 51.0836241, -4.0560888 51.0837768, -4.0562511 51.0838679, -4.0564385 51.0839579, -4.0566338 51.0840221, -4.0567222 51.0840462, -4.0568018 51.0840678, -4.0569772 51.0840978, -4.0572219 51.0841319, -4.0574285 51.0841362, -4.0576374 51.0841254, -4.0577733 51.0841183, -4.0582778 51.084082, -4.0588281 51.0840271, -4.0590976 51.0839979, -4.059333 51.0839603, -4.0595427 51.0839037, -4.059785 51.0838187, -4.0599548 51.0837274, -4.0600927 51.0836418, -4.0602425 51.0835079, -4.0604077 51.0833418, -4.0605675 51.0831952, -4.0606978 51.0831052, -4.0608466 51.0830641, -4.0609718 51.0830561, -4.0611274 51.0830848)",,,,
26149796,True,,A39,primary,30 mph,False,24.849,"LINESTRING (-4.0551217 51.0830405, -4.0554229 51.0831594)",Alexandra Road,,,
1154823821,False,,A39,primary,30 mph,False,64.95599999999999,"LINESTRING (-4.0551217 51.0830405, -4.0550588 51.0829733, -4.0549006 51.0827692, -4.0547597 51.0825044)",Alexandra Road,,,
22722528,True,,A39,primary,30 mph,False,2.801,"LINESTRING (-4.0539549 51.078674, -4.0539233 51.0786585)",TA Roundabout,roundabout,,
22722528,True,,A39,primary,30 mph,False,23.290000000000003,"LINESTRING (-4.0539233 51.0786585, -4.0538979 51.0786378, -4.0538817 51.0786136, -4.0538759 51.0785877, -4.0538807 51.0785617, -4.053896 51.0785373, -4.0539206 51.0785162, -4.053953 51.0784997, -4.053991 51.078489)",TA Roundabout,roundabout,,
22722528,True,,A39,primary,30 mph,False,15.586000000000002,"LINESTRING (-4.0541593 51.0786542, -4.0541156 51.078676, -4.0540628 51.0786872, -4.054007 51.0786865, -4.0539549 51.078674)",TA Roundabout,roundabout,,
22722535,True,,A39,primary,30 mph,False,31.358,"LINESTRING (-4.0541593 51.0786542, -4.0541159 51.0787217, -4.0540893 51.0787631, -4.0540358 51.0789242)",Alexandra Road,,,
26303753,False,,A39,primary,30 mph,True,98.99200000000002,"LINESTRING (-4.0540358 51.0789242, -4.0540453 51.079014, -4.0540706 51.0791474, -4.0541259 51.0793002, -4.0541412 51.0793425, -4.0541698 51.0793993, -4.0542412 51.0795543, -4.0543494 51.0797896)",Alexandra Road,,,
51101730,True,,A39,primary,30 mph,False,28.417,"LINESTRING (-4.0540358 51.0789242, -4.0540032 51.0788137, -4.0539929 51.0787696, -4.0539711 51.078707, -4.0539549 51.078674)",Alexandra Road,,,
987568904,True,,,unclassified,30 mph,False,17.722,"LINESTRING (-4.0556313 51.0786171, -4.055739 51.0787614)",Queen Street,,,
22722546,True,,A3125,primary,30 mph,False,10.517,"LINESTRING (-4.0556313 51.0786171, -4.055617 51.0786326, -4.0555968 51.0786454, -4.055576 51.0786534, -4.0555529 51.0786584, -4.0555308 51.0786601, -4.0555086 51.0786591)",,roundabout,,
288895561,True,,A3125,primary,30 mph,False,4.898,"LINESTRING (-4.0555086 51.0786591, -4.0554755 51.0786518, -4.0554476 51.0786385)",,roundabout,,
"[95522688, 22722555]",True,,A3125,primary,30 mph,False,90.28399999999999,"LINESTRING (-4.0554476 51.0786385, -4.0552918 51.0786007, -4.0551594 51.0785877, -4.05483 51.0786016, -4.0543964 51.0786103, -4.0542586 51.0786267, -4.0541747 51.0786415)",,,,
162470376,True,,A3125,primary,30 mph,False,17.296,"LINESTRING (-4.0554476 51.0786385, -4.0554317 51.0786251, -4.0554213 51.0786098, -4.0554173 51.0785971, -4.0554172 51.0785842, -4.055427 51.0785607, -4.0554424 51.0785454, -4.0554713 51.0785298, -4.055493 51.0785236, -4.0555164 51.0785204)",,roundabout,,
162470376,True,,A3125,primary,30 mph,False,3.7030000000000003,"LINESTRING (-4.0555164 51.0785204, -4.0555429 51.0785206, -4.0555686 51.0785247)",,roundabout,,
45082058,True,,A3125,primary,30 mph,False,19.946,"LINESTRING (-4.0555686 51.0785247, -4.0558223 51.0784424)",,,,
162470372,True,,A3125,primary,30 mph,False,8.034,"LINESTRING (-4.0555686 51.0785247, -4.0555861 51.0785301, -4.0556018 51.0785373, -4.0556172 51.0785477, -4.0556307 51.0785622, -4.0556383 51.0785783)",,roundabout,,
162470372,True,,A3125,primary,30 mph,False,4.393000000000001,"LINESTRING (-4.0556383 51.0785783, -4.0556399 51.0785905, -4.055638 51.0786028, -4.0556313 51.0786171)",,roundabout,,
22722548,True,,A3125,primary,30 mph,False,19.839,"LINESTRING (-4.0558223 51.0784424, -4.0556383 51.0785783)",,,,
"[110024960, 60543663, 210364980, 48685367, 60543677, 1098988350]",False,,A3125,primary,30 mph,True,161.54500000000002,"LINESTRING (-4.0558223 51.0784424, -4.0560522 51.0783749, -4.0562432 51.0783149, -4.0563626 51.0782787, -4.0564598 51.0782517, -4.0568037 51.0781679, -4.0571101 51.0781215, -4.0571485 51.0781157, -4.0574269 51.0781109, -4.0575581 51.0781138, -4.0577166 51.0781252, -4.0580235 51.0781652)",Belle Meadow Road,,,
95522687,True,,A3125,primary,30 mph,False,23.183,"LINESTRING (-4.0551858 51.0785031, -4.0553847 51.078511, -4.0555164 51.0785204)",,,,
22722551,True,,A3125,primary,30 mph,False,39.010000000000005,"LINESTRING (-4.0546275 51.0785099, -4.0549194 51.0785063, -4.0551858 51.0785031)",,,,
22722561,True,,,residential,,False,27.342,"LINESTRING (-4.0546275 51.0785099, -4.0547435 51.0784573, -4.0547984 51.0784091, -4.0548096 51.0783709, -4.054804 51.0783131)",,,,
20886391,True,,,residential,,False,34.099999999999994,"LINESTRING (-4.054804 51.0783131, -4.0549478 51.0783968, -4.0550538 51.078447, -4.0551858 51.0785031)",,,,
22722562,False,,,residential,,False,28.146,"LINESTRING (-4.054804 51.0783131, -4.0546243 51.0781819, -4.05457 51.0781095)",Summerland Street,,,
42735961,False,,A39,primary,30 mph,True,25.29,"LINESTRING (-4.054616 51.0811657, -4.0546229 51.0813931)",Alexandra Road,,,
22722636,False,,,unclassified,,False,73.89200000000001,"LINESTRING (-4.054616 51.0811657, -4.0548284 51.0811656, -4.0554768 51.0811765, -4.0556735 51.0811798)",Bear Street,,,
26303753,False,,A39,primary,30 mph,False,122.65900000000002,"LINESTRING (-4.054616 51.0811657, -4.0546146 51.0810274, -4.054614 51.0809599, -4.0545824 51.0806928, -4.0545626 51.0804258, -4.0545334 51.0802874, -4.0545092 51.0801732, -4.0544715 51.0800685)",Alexandra Road,,,
29467584,False,,,tertiary,,True,53.36,"LINESTRING (-4.054616 51.0811657, -4.0542105 51.0811753, -4.0538528 51.0811649)",Bear Street,,,
29017263,False,,,unclassified,,True,75.575,"LINESTRING (-4.05698 51.079837, -4.0570464 51.0798493, -4.057285 51.0799377, -4.0573746 51.0799749, -4.0574679 51.0800137, -4.0576707 51.0800715, -4.0579508 51.0801269)",Queen Street,,,
29017279,False,,,unclassified,,True,54.873,"LINESTRING (-4.05698 51.079837, -4.0569659 51.0798645, -4.0569216 51.0798996, -4.0568238 51.0799529, -4.0566937 51.0800289, -4.0565301 51.0801312, -4.056467 51.0802028)",Mallets Lane,,,
95522686,False,,,unclassified,30 mph,False,75.12100000000001,"LINESTRING (-4.05698 51.079837, -4.0569812 51.0798025, -4.0569632 51.079769, -4.0568479 51.0796748, -4.0564267 51.0792661)",Queen Street,,,
987568903,True,,,unclassified,30 mph,False,19.709,"LINESTRING (-4.055739 51.0787614, -4.0555086 51.0786591)",Queen Street,,,
"[29025004, 29025007]",False,,,residential,30 mph,True,118.687,"LINESTRING (-4.055739 51.0787614, -4.0556702 51.0787874, -4.055618 51.0788069, -4.05555 51.0788173, -4.0546519 51.0789393, -4.0545477 51.0787318, -4.0547606 51.0786906)","['Bedford Street', 'Buller Road']",,,
288895321,False,,,unclassified,30 mph,True,62.784000000000006,"LINESTRING (-4.055739 51.0787614, -4.055837 51.0788125, -4.0561872 51.0790112, -4.0563354 51.0791747)",Queen Street,,,
29017279,False,,,unclassified,,False,54.873000000000005,"LINESTRING (-4.056467 51.0802028, -4.0565301 51.0801312, -4.0566937 51.0800289, -4.0568238 51.0799529, -4.0569216 51.0798996, -4.0569659 51.0798645, -4.05698 51.079837)",Mallets Lane,,,
30781449,False,,,residential,,True,43.120000000000005,"LINESTRING (-4.0611731 51.0791976, -4.0612407 51.0792371, -4.0612656 51.0792508, -4.0613826 51.079318, -4.0616286 51.0794593)",Castle Street,,,
"[26305025, 1158448938, 1158448939]",False,,,residential,,False,161.45,"LINESTRING (-4.0616286 51.0794593, -4.0618126 51.0792965, -4.0618638 51.0792512, -4.0619279 51.079253, -4.0625395 51.0795074, -4.0631448 51.0797726, -4.0631653 51.0797985, -4.0631111 51.0798735, -4.0630978 51.0799097, -4.0631003 51.0799346, -4.0631232 51.0799914)",Commercial Road,,,
30781449,False,,,residential,,False,43.12,"LINESTRING (-4.0616286 51.0794593, -4.0613826 51.079318, -4.0612656 51.0792508, -4.0612407 51.0792371, -4.0611731 51.0791976)",Castle Street,,,
30781449,False,,,residential,,True,122.68799999999999,"LINESTRING (-4.0616286 51.0794593, -4.0617307 51.0795354, -4.0618624 51.0795899, -4.0623215 51.0798189, -4.0625672 51.0799354, -4.0626702 51.0799746, -4.0627927 51.0800225, -4.0628965 51.0800555, -4.0629774 51.0800727, -4.0630563 51.0800795)",Castle Street,,,
29024662,True,,,tertiary,,False,34.482,"LINESTRING (-4.0631232 51.0799914, -4.0632257 51.0800091, -4.0633402 51.0800871, -4.0634664 51.0801991)",,,,
622638287,False,,,tertiary,,False,14.056,"LINESTRING (-4.0631232 51.0799914, -4.0630772 51.0800014, -4.0630385 51.0800199, -4.0630276 51.0800486, -4.0630563 51.0800795)",Commercial Road,,,
