osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,bridge
22741394,A144,primary,30 mph,False,False,182.615,"LINESTRING (1.498513 52.337397, 1.4988419 52.3378686, 1.4989215 52.3379738, 1.4995968 52.3388998)",,,
25975104,,tertiary,30 mph,False,True,13.836,"LINESTRING (1.5020935 52.3429315, 1.5021084 52.3428074)",London Road,,
25975105,,tertiary,30 mph,False,False,16.474,"LINESTRING (1.5020935 52.3429315, 1.5018579 52.3428964)",,,
"[107297809, 647210004, 60939909]",,"['residential', 'tertiary']",,False,True,187.47999999999996,"LINESTRING (1.5020935 52.3429315, 1.5022376 52.3429951, 1.5025227 52.3431193, 1.5028026 52.3429246, 1.5030921 52.3427296, 1.5032638 52.3426298, 1.5034626 52.3425626, 1.5035551 52.3425785, 1.5042583 52.342832)","['Angel Link', 'Thoroughfare']",,
867039348,A144,primary,30 mph,True,False,8.236,"LINESTRING (1.5008636 52.34025, 1.5008142 52.3402402, 1.500745 52.3402423)",,roundabout,
25975102,A144,primary,30 mph,True,False,14.074,"LINESTRING (1.5008257 52.3404413, 1.5008703 52.3404307, 1.5009169 52.3404069, 1.5009347 52.3403909, 1.5009478 52.3403724, 1.5009547 52.3403521)",,roundabout,
25975102,A144,primary,30 mph,True,False,14.826,"LINESTRING (1.5006398 52.3403899, 1.5006901 52.3404249, 1.500734 52.3404386, 1.5007767 52.3404438, 1.5008257 52.3404413)",,roundabout,
260196550,,tertiary,30 mph,True,False,19.432000000000002,"LINESTRING (1.5006398 52.3403899, 1.5006403 52.3404782, 1.5006744 52.3405621)",London Road,,
25975104,,tertiary,30 mph,False,False,125.242,"LINESTRING (1.5016568 52.3418305, 1.5017793 52.3419072, 1.5018236 52.3419383, 1.5019914 52.3420564, 1.5021811 52.3421863, 1.5022747 52.3423111, 1.5022747 52.3424099, 1.5022747 52.342441, 1.5022165 52.3425773, 1.5021915 52.3426359, 1.5021084 52.3428074)",London Road,,
25975104,,tertiary,30 mph,False,True,79.281,"LINESTRING (1.5016568 52.3418305, 1.5015802 52.341755, 1.5014899 52.3416614, 1.5014021 52.3415558, 1.5012286 52.3413314, 1.5011833 52.3412742, 1.5011197 52.3411982)",London Road,,
"[25975107, 240656805]",,unclassified,,False,True,189.972,"LINESTRING (1.5016568 52.3418305, 1.5014259 52.3419549, 1.5013688 52.3419856, 1.5009951 52.3422785, 1.5009541 52.3423107, 1.5005249 52.3423284, 1.500493 52.3423297, 1.4997168 52.3422642, 1.4992255 52.3422467)","['Steeple End', 'Church Farm Lane']",,
25975104,,tertiary,30 mph,False,False,13.836,"LINESTRING (1.5021084 52.3428074, 1.5020935 52.3429315)",London Road,,
25975104,,tertiary,30 mph,False,True,125.242,"LINESTRING (1.5021084 52.3428074, 1.5021915 52.3426359, 1.5022165 52.3425773, 1.5022747 52.342441, 1.5022747 52.3424099, 1.5022747 52.3423111, 1.5021811 52.3421863, 1.5019914 52.3420564, 1.5018236 52.3419383, 1.5017793 52.3419072, 1.5016568 52.3418305)",London Road,,
422993165,,residential,30 mph,False,True,19.86,"LINESTRING (1.5021084 52.3428074, 1.5019868 52.342837, 1.5018579 52.3428964)",,,
60939915,,residential,,False,True,40.646,"LINESTRING (1.4985446 52.3433317, 1.4985358 52.3429662)",Bouchain Court,,
36792086,,tertiary,30 mph,True,False,130.274,"LINESTRING (1.4985446 52.3433317, 1.4983249 52.3433282, 1.498143 52.3433188, 1.4978794 52.3432727, 1.4975712 52.3432036, 1.4972392 52.3431213, 1.4967335 52.3429822)",,,
36792083,,tertiary,30 mph,False,False,41.451,"LINESTRING (1.4967335 52.3429822, 1.496234 52.3427681)",,,
25975108,B1123,secondary,30 mph,False,True,71.95400000000001,"LINESTRING (1.4949996 52.3423034, 1.4950813 52.3421421, 1.4952186 52.3419231, 1.4954134 52.3417104)",Roman Way,,
36792083,,tertiary,30 mph,False,True,99.08699999999999,"LINESTRING (1.4949996 52.3423034, 1.4953392 52.3423821, 1.496234 52.3427681)",,,
25975108,B1123,secondary,30 mph,False,False,91.20000000000002,"LINESTRING (1.4963857 52.3411593, 1.4960466 52.3412807, 1.4959356 52.3413365, 1.4955897 52.3415644, 1.4954134 52.3417104)",Roman Way,,
"[36792072, 25975108]","['B11123', 'B1123']",secondary,30 mph,False,"[False, True]",98.983,"LINESTRING (1.4963857 52.3411593, 1.4966389 52.3410941, 1.4968341 52.3410607, 1.4970112 52.3410308, 1.4971937 52.341003, 1.4973097 52.3409725, 1.4974424 52.3409308, 1.497719 52.3408184)",Roman Way,,
60939912,,residential,,False,True,50.653,"LINESTRING (1.4963857 52.3411593, 1.4964502 52.341236, 1.4965944 52.3414525, 1.4967182 52.341565)",Harepark Close,,
26543043,,residential,,False,False,46.662,"LINESTRING (1.5045825 52.3459871, 1.5045135 52.3458141, 1.504491 52.3457579, 1.5044811 52.345733, 1.5044198 52.3455794)",Station Road,,
26543058,,residential,,False,False,118.82099999999998,"LINESTRING (1.5045825 52.3459871, 1.5042886 52.3459779, 1.5040618 52.3459705, 1.5037959 52.3459625, 1.5037001 52.3459595, 1.5035931 52.3459562, 1.5033393 52.345956, 1.5032106 52.3459559, 1.5028838 52.3459556, 1.5028349 52.3459591)",New Cut,,
26543043,,residential,,False,True,46.662,"LINESTRING (1.5044198 52.3455794, 1.5044811 52.345733, 1.504491 52.3457579, 1.5045135 52.3458141, 1.5045825 52.3459871)",Station Road,,
59360667,B1123,secondary,30 mph,False,False,48.06,"LINESTRING (1.5044198 52.3455794, 1.5042533 52.3455566, 1.5041359 52.345541, 1.5037345 52.3454726)",Quay Street,,
