osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,junction
31797946,Union Street,residential,False,True,44.165,"LINESTRING (-2.0788576 57.3654829, -2.0787651 57.3654849, -2.0787338 57.3654868, -2.078408 57.3655077, -2.0781262 57.3655282)",,,,,
810618074,Station Road,secondary,False,False,54.035999999999994,"LINESTRING (-2.0788576 57.3654829, -2.0787981 57.3654484, -2.0786312 57.3652907, -2.0785253 57.3651737, -2.0784279 57.365058)",B9005,,,,
31798207,Bridge Street,secondary,False,False,139.121,"LINESTRING (-2.0748488 57.3649676, -2.0748644 57.364946, -2.0748732 57.3649242, -2.0748677 57.3648987, -2.0748453 57.3648654, -2.0746547 57.3647052, -2.0742009 57.3643238, -2.0736842 57.3639074)",B9005,2,,,
31828056,Station Road,secondary,True,False,232.20700000000002,"LINESTRING (-2.0748488 57.3649676, -2.0745405 57.3650254, -2.0743292 57.3650642, -2.0741345 57.3651002, -2.0740539 57.3651142, -2.0737656 57.3651685, -2.0736552 57.3651891, -2.0735241 57.3652123, -2.073372 57.3652386, -2.073165 57.3652707, -2.072962 57.365297, -2.0727538 57.3653158, -2.0725768 57.3653309, -2.0724437 57.365337, -2.0722289 57.3653444, -2.0720175 57.3653457, -2.0719102 57.3653452, -2.0717882 57.3653444, -2.0716341 57.3653424, -2.0714677 57.3653289, -2.0713317 57.3653132, -2.0713127 57.365307, -2.07124 57.365291, -2.071175 57.3652722, -2.0711183 57.365248)",B9005,,,,
31872882,Bridge Street,tertiary,False,True,90.42799999999998,"LINESTRING (-2.0748488 57.3649676, -2.0747839 57.3650889, -2.074723 57.3652474, -2.0746232 57.3654916, -2.0745954 57.3655716, -2.0745921 57.3655815, -2.0745569 57.3656703, -2.074523 57.3657613)",,,,,
810618074,Station Road,secondary,False,True,161.982,"LINESTRING (-2.0748488 57.3649676, -2.0750045 57.3649345, -2.0750958 57.3649156, -2.0752993 57.3648734, -2.0756154 57.3648144, -2.0759191 57.3647604, -2.0761734 57.3647144, -2.0762945 57.3646934, -2.0763476 57.3646846, -2.0764128 57.3646747, -2.0765187 57.3646591, -2.0768334 57.364612, -2.0768588 57.3646082, -2.0769404 57.3645993, -2.0770589 57.3645883, -2.0771982 57.3645906, -2.0773483 57.3645997, -2.077436 57.3646057)",B9005,,,,
129908558,South Road,primary,False,False,33.711,"LINESTRING (-2.0731649 57.3625478, -2.0730728 57.3623244, -2.0730387 57.3622524)",A920,2,30 mph,,
"[376852787, 377589739, 129908558]",South Road,primary,False,"[False, True]",134.34199999999998,"LINESTRING (-2.0731649 57.3625478, -2.0733371 57.3629725, -2.073408 57.3631786, -2.0734514 57.3633103, -2.0735566 57.3636236, -2.0735648 57.3636841, -2.0735656 57.3637351)",A920,2,30 mph,yes,
132475699,Old Rectory Avenue,residential,False,False,130.04399999999998,"LINESTRING (-2.0731649 57.3625478, -2.072914 57.3625839, -2.0720712 57.362628, -2.071921 57.3623965, -2.071316 57.3623681)",,,,,
812541925,Station Road,secondary,False,True,35.846,"LINESTRING (-2.0706523 57.3650602, -2.0706721 57.3650836, -2.0706858 57.3650976, -2.0707048 57.3651097, -2.0707401 57.3651285, -2.0707831 57.365146, -2.0708257 57.3651582, -2.0708793 57.3651697, -2.0709326 57.3651809, -2.0709741 57.3651912, -2.0710114 57.3652037, -2.0710401 57.3652131, -2.0710821 57.3652305, -2.0711183 57.365248)",B9005,,,,
