osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,tunnel,width
4258104,,Rochester Street,residential,20 mph,True,False,108.64999999999999,"LINESTRING (-0.1343356 51.495003, -0.1344873 51.4950313, -0.1356971 51.4954835)",,,,
4258106,,Greycoat Street,residential,20 mph,False,False,45.028999999999996,"LINESTRING (-0.1343356 51.495003, -0.1341936 51.4947633, -0.134052 51.4946426)",,,,
4258103,,Elverton Street,residential,20 mph,True,False,104.72099999999999,"LINESTRING (-0.134052 51.4946426, -0.133979 51.494691, -0.1327489 51.495115)",,,,
4258106,,Greycoat Street,residential,20 mph,False,True,45.028999999999996,"LINESTRING (-0.134052 51.4946426, -0.1341936 51.4947633, -0.1343356 51.495003)",,,,
320729109,,Horseferry Road,secondary,20 mph,False,False,38.068,"LINESTRING (-0.1327489 51.495115, -0.1329196 51.4953108, -0.1330037 51.4954183)",B323,,,
320729109,,Horseferry Road,secondary,20 mph,False,True,36.588,"LINESTRING (-0.1327489 51.495115, -0.1327062 51.4950741, -0.1326676 51.49504, -0.1326173 51.4950045, -0.1325818 51.494981, -0.132539 51.4949578, -0.1324983 51.4949421, -0.1324532 51.494929, -0.1324046 51.4949188, -0.1323561 51.4949123)",B323,,,
4259611,,Arneway Street,residential,20 mph,False,False,58.366,"LINESTRING (-0.1318716 51.4949022, -0.1318715 51.4954271)",,,,
320729109,,Horseferry Road,secondary,20 mph,False,False,33.571,"LINESTRING (-0.1318716 51.4949022, -0.1319979 51.494905, -0.1323021 51.4949088, -0.1323561 51.4949123)",B323,,,
320729109,,Horseferry Road,secondary,20 mph,False,True,79.03200000000001,"LINESTRING (-0.1318716 51.4949022, -0.131812 51.4949002, -0.1312772 51.494886, -0.1309397 51.4948776, -0.130731 51.4948724)",B323,,,
7970628,1,,unclassified,20 mph,True,False,40.956,"LINESTRING (-0.1430113 51.4962717, -0.1428538 51.496293, -0.1427964 51.4962888, -0.142751 51.4962806, -0.1427073 51.4962683, -0.1426642 51.4962567, -0.1424983 51.4961571)",A202,,,
214368962,,Wilton Road,unclassified,20 mph,True,False,37.107,"LINESTRING (-0.1430113 51.4962717, -0.1429297 51.4963761, -0.1429106 51.4964505, -0.1429106 51.4964982, -0.1429256 51.4965923)",,,,
4196693,,Gillingham Street,residential,20 mph,False,True,75.312,"LINESTRING (-0.1417958 51.4937686, -0.1418437 51.4937452, -0.1426515 51.4933504)",,,,
4212669,,Gillingham Street,residential,20 mph,True,False,79.28800000000001,"LINESTRING (-0.1417958 51.4937686, -0.1417443 51.4937931, -0.141642 51.4938424, -0.1410126 51.4941265, -0.140872 51.49419)",,,,
909518387,,Wilton Road,unclassified,20 mph,False,False,69.827,"LINESTRING (-0.1417958 51.4937686, -0.1419682 51.4939071, -0.1422361 51.494328)",,,,
22870533,,Vauxhall Bridge Road,trunk,20 mph,False,False,82.443,"LINESTRING (-0.140872 51.49419, -0.1407058 51.4940735, -0.1405545 51.4939743, -0.1403383 51.4938615, -0.1401679 51.4937845, -0.1401152 51.4937607, -0.1399832 51.493701)",A202,,,
22870533,,Vauxhall Bridge Road,trunk,20 mph,False,True,42.159,"LINESTRING (-0.140872 51.49419, -0.1411042 51.4944189, -0.1411958 51.4945111)",A202,,,
450090623,,Vauxhall Bridge Road,trunk,20 mph,False,True,35.404,"LINESTRING (-0.1395782 51.4935066, -0.1399832 51.493701)",A202,,,
"[1036184121, 1167663725, 1167663726]",,Upper Tachbrook Street,residential,20 mph,True,False,61.745000000000005,"LINESTRING (-0.1395782 51.4935066, -0.1396498 51.4934557, -0.1396738 51.4934059, -0.1396704 51.4933727, -0.1396485 51.4933433, -0.1395474 51.4932339, -0.139352 51.4930227)",,,,
4259407,2,Abbey Orchard Street,residential,20 mph,False,False,51.486,"LINESTRING (-0.130708 51.4983677, -0.1299665 51.4984039)",,,,
4259407,2,Abbey Orchard Street,residential,20 mph,False,True,30.639999999999997,"LINESTRING (-0.130708 51.4983677, -0.1308092 51.4983598, -0.1311492 51.4983468)",,,,
4259606,2,St. Ann's Street,residential,20 mph,False,True,84.414,"LINESTRING (-0.1305437 51.4976074, -0.1303211 51.496861)",,,,
4259605,,St. Ann's Street,residential,20 mph,True,False,85.515,"LINESTRING (-0.1305437 51.4976074, -0.130578 51.4976772, -0.1306659 51.4982538, -0.130708 51.4983677)",,,,
39547935,4,Victoria Street,primary,20 mph,False,False,55.207,"LINESTRING (-0.1325027 51.4983914, -0.1318033 51.49863)",A302,,,
4259407,2,Abbey Orchard Street,residential,20 mph,False,False,43.410999999999994,"LINESTRING (-0.1325027 51.4983914, -0.1324414 51.4983237, -0.1324154 51.498295, -0.132306 51.4981723, -0.1323066 51.4980329)",,,,
39547935,4,Victoria Street,primary,20 mph,False,True,118.59100000000001,"LINESTRING (-0.1325027 51.4983914, -0.1327818 51.498286, -0.1337627 51.4979157, -0.1338159 51.4978961, -0.1339739 51.4978454)",A302,,,
4259407,2,Abbey Orchard Street,residential,20 mph,False,True,51.486,"LINESTRING (-0.1299665 51.4984039, -0.130708 51.4983677)",,,,
4258072,2,Palace Street,residential,20 mph,False,True,22.817,"LINESTRING (-0.1402996 51.4984028, -0.1404478 51.4984616, -0.1405894 51.4984991)",,,,
4258074,1,Wilfred Street,residential,20 mph,True,False,84.914,"LINESTRING (-0.1402996 51.4984028, -0.1400863 51.4985123, -0.1392949 51.4988397)",,,,
320718072,2,Palace Street,residential,20 mph,False,False,44.657,"LINESTRING (-0.1402996 51.4984028, -0.1400618 51.4982629, -0.1398609 51.4981095)",,,,
320718046,2,Buckingham Gate,secondary,20 mph,False,True,39.93,"LINESTRING (-0.1386545 51.4992354, -0.1384007 51.4991602, -0.1381337 51.499081)",B323,,,
320718053,2,Buckingham Gate,secondary,20 mph,False,False,190.275,"LINESTRING (-0.1386545 51.4992354, -0.1394854 51.4995133, -0.1397974 51.4996083, -0.1401804 51.499736, -0.1403436 51.4998097, -0.1407257 51.5000289, -0.1407796 51.5000643, -0.1408033 51.5000896, -0.1408653 51.5001929)",B323,,,
4258086,1,Palmer Street,residential,20 mph,True,False,118.15,"LINESTRING (-0.1355653 51.4995834, -0.135511 51.4994036, -0.1355062 51.4993861, -0.1354674 51.4992434, -0.1354529 51.4991899, -0.1354416 51.4991519, -0.1354191 51.4990658, -0.1353998 51.4989962, -0.1352199 51.4985435)",,,,
"[4258088, 997531450]",2,Petty France,residential,20 mph,False,False,120.976,"LINESTRING (-0.1355653 51.4995834, -0.1355129 51.4995905, -0.1353926 51.4996071, -0.1353057 51.4996195, -0.1351994 51.4996334, -0.1350509 51.4996422, -0.1349024 51.4996504, -0.1346921 51.4996606, -0.1344887 51.4996685, -0.1342754 51.4996734, -0.1340877 51.4996838, -0.134012 51.499688, -0.1338377 51.499721)",,,,
"[4258088, 997531450]",2,Petty France,residential,20 mph,False,True,120.976,"LINESTRING (-0.1338377 51.499721, -0.134012 51.499688, -0.1340877 51.4996838, -0.1342754 51.4996734, -0.1344887 51.4996685, -0.1346921 51.4996606, -0.1349024 51.4996504, -0.1350509 51.4996422, -0.1351994 51.4996334, -0.1353057 51.4996195, -0.1353926 51.4996071, -0.1355129 51.4995905, -0.1355653 51.4995834)",,,,
4259359,,Queen Anne's Gate,residential,20 mph,False,False,87.00399999999999,"LINESTRING (-0.1338377 51.499721, -0.1339103 51.4998399, -0.133914 51.4998465, -0.1339187 51.4998725, -0.1338933 51.5001968, -0.1338751 51.500494)",,,,
310913231,,Broadway,residential,20 mph,False,False,61.117999999999995,"LINESTRING (-0.1338377 51.499721, -0.1337108 51.4997394, -0.1335271 51.499746, -0.1331992 51.4997005, -0.132968 51.4996841)",,,,
4259366,,Tothill Street,residential,20 mph,False,False,21.697,"LINESTRING (-0.1322438 51.4996998, -0.1319304 51.4997032)",,,,
4259366,,Tothill Street,residential,20 mph,False,True,32.885,"LINESTRING (-0.1322438 51.4996998, -0.1322901 51.499699, -0.1327187 51.4996918)",,,,
"[1056125772, 4259366]",,Tothill Street,residential,20 mph,False,True,94.765,"LINESTRING (-0.1305616 51.4996967, -0.1306744 51.4996989, -0.130756 51.4996994, -0.1311633 51.4997051, -0.131318 51.4997065, -0.1319304 51.4997032)",,,,
509721268,2,Rochester Row,secondary,20 mph,False,False,9.418,"LINESTRING (-0.1363034 51.4947946, -0.1362384 51.494869)",B324,,,
4234563,,Emery Hill Street,residential,20 mph,False,False,41.494,"LINESTRING (-0.1363034 51.4947946, -0.1363701 51.4948153, -0.1367959 51.4949541, -0.1368337 51.4949684)",,,,
769406157,,Rochester Row,secondary,20 mph,False,True,73.93799999999999,"LINESTRING (-0.1363034 51.4947946, -0.1364833 51.4945802, -0.1367972 51.494205)",B324,,,
4196693,,Gillingham Street,residential,20 mph,False,False,75.312,"LINESTRING (-0.1426515 51.4933504, -0.1418437 51.4937452, -0.1417958 51.4937686)",,,,
4196693,,Gillingham Street,residential,20 mph,False,True,81.094,"LINESTRING (-0.1426515 51.4933504, -0.1428567 51.49325, -0.1429753 51.4931921, -0.1433954 51.4929868, -0.143426 51.4929718, -0.1435439 51.4928817)",,,,
909518386,,Longmoore Street,residential,20 mph,False,True,23.817,"LINESTRING (-0.139352 51.4930227, -0.1394185 51.4929961, -0.1396413 51.4929068)",,,,
320718072,2,Palace Street,residential,20 mph,False,True,44.657,"LINESTRING (-0.1398609 51.4981095, -0.1400618 51.4982629, -0.1402996 51.4984028)",,,,
320718074,,Palace Street,residential,20 mph,False,False,135.029,"LINESTRING (-0.1398609 51.4981095, -0.1396955 51.4979537, -0.1396222 51.4978544, -0.1395814 51.4977708, -0.1394378 51.4974458, -0.1394003 51.4973599, -0.1393252 51.4971249, -0.1393083 51.497081, -0.1392951 51.4970487, -0.1392656 51.4969639)",,,,
111429439,,Greencoat Place,residential,20 mph,False,True,74.178,"LINESTRING (-0.1363546 51.4955651, -0.1368337 51.4949684)",,,,
4234570,,Greencoat Row,residential,20 mph,False,False,74.218,"LINESTRING (-0.1363546 51.4955651, -0.1367731 51.4955952, -0.1368368 51.4956067, -0.1372748 51.495778, -0.1373317 51.4958003)",,,,
111429440,,Greencoat Place,residential,20 mph,False,False,116.78200000000001,"LINESTRING (-0.1363546 51.4955651, -0.136321 51.4955706, -0.1362902 51.4955757, -0.1361947 51.4956031, -0.1361381 51.4956443, -0.1355815 51.4964631)",,,,
4232983,,Howick Place,residential,20 mph,False,True,139.925,"LINESTRING (-0.1371323 51.4966515, -0.1373627 51.4966733, -0.1391467 51.4967499)",,,,
4238239,,Francis Street,residential,20 mph,False,False,106.837,"LINESTRING (-0.1371323 51.4966515, -0.1370922 51.4966299, -0.1370787 51.4966226, -0.1370463 51.4966057, -0.1369717 51.4964246, -0.1369569 51.4963644, -0.1369355 51.4961858, -0.1369412 51.4961454, -0.1372937 51.4958477, -0.1373317 51.4958003)",,,,
4258107,,Strutton Ground,residential,20 mph,False,False,15.861,"LINESTRING (-0.1337268 51.496513, -0.1336773 51.4965822, -0.1336712 51.4965972, -0.1336732 51.4966486)",,,,
102950257,2,Great Peter Street,residential,20 mph,False,True,47.659,"LINESTRING (-0.1337268 51.496513, -0.1336331 51.4965523, -0.1335933 51.4965644, -0.1334161 51.4966038, -0.1330892 51.4966685)",,,,
307619435,2,Greycoat Place,secondary,20 mph,False,True,53.643,"LINESTRING (-0.1337268 51.496513, -0.1338524 51.4964787, -0.1341966 51.4963773, -0.1344318 51.4963129)",B323,,,
320729109,,Horseferry Road,secondary,20 mph,False,True,50.367999999999995,"LINESTRING (-0.1337268 51.496513, -0.1336589 51.4964318, -0.1336378 51.4964015, -0.1335896 51.4963235, -0.1335143 51.4961978, -0.1334505 51.4960945)",B323,,,
769406157,,Rochester Row,secondary,20 mph,False,False,47.538,"LINESTRING (-0.1378438 51.4929527, -0.1375206 51.4933299)",B324,,,
4232984,,Willow Place,residential,20 mph,False,True,83.664,"LINESTRING (-0.1378438 51.4929527, -0.1379576 51.4930494, -0.1384213 51.4936122)",,,,
4234528,,Walcott Street,residential,20 mph,False,True,43.079,"LINESTRING (-0.1375206 51.4933299, -0.1370061 51.493112)",,,,
769406157,,Rochester Row,secondary,20 mph,False,False,54.946,"LINESTRING (-0.1375206 51.4933299, -0.1371635 51.4937712)",B324,,,
769406157,,Rochester Row,secondary,20 mph,False,True,47.538,"LINESTRING (-0.1375206 51.4933299, -0.1378438 51.4929527)",B324,,,
769406157,,Rochester Row,secondary,20 mph,False,False,54.496,"LINESTRING (-0.1371635 51.4937712, -0.1367972 51.494205)",B324,,,
769406157,,Rochester Row,secondary,20 mph,False,True,54.946,"LINESTRING (-0.1371635 51.4937712, -0.1375206 51.4933299)",B324,,,
4234562,,Stillington Street,residential,20 mph,False,False,39.649,"LINESTRING (-0.1371635 51.4937712, -0.1372313 51.4937923, -0.1376831 51.4939211)",,,,
4248820,,Vane Street,residential,20 mph,False,False,44.419,"LINESTRING (-0.1367972 51.494205, -0.1362304 51.4940178)",,,,
769406157,,Rochester Row,secondary,20 mph,False,True,54.496,"LINESTRING (-0.1367972 51.494205, -0.1371635 51.4937712)",B324,,,
