osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,width
195664101,2,A923,primary,30 mph,False,False,31.063,"LINESTRING (-3.5852282 56.5613633, -3.5851311 56.5614668, -3.585115 56.5616294)",,,
24407778,2,A923,primary,20 mph,False,True,65.25,"LINESTRING (-3.585504 56.56562, -3.5854972 56.5655919, -3.5854274 56.5653041, -3.5853948 56.5650728, -3.5853897 56.5650368)",Bridge Street,,
"[136618802, 1028754860]",2,A923,primary,20 mph,False,False,237.63500000000002,"LINESTRING (-3.585504 56.56562, -3.5855094 56.5656565, -3.5855895 56.5661926, -3.5856735 56.5667096, -3.5857183 56.5669104, -3.585787 56.5672189, -3.5858055 56.5672693, -3.5858608 56.5674194, -3.5859538 56.5675659, -3.5860705 56.5677239)",Atholl Street,,
"[33056620, 989156067, 989156068]",2,,residential,20 mph,False,True,20.697,"LINESTRING (-3.585504 56.56562, -3.5855793 56.5656126, -3.5856014 56.5656104, -3.5857943 56.5655913, -3.5858365 56.5655871)",High Street,,
33056619,,,residential,20 mph,True,False,66.26599999999999,"LINESTRING (-3.5858365 56.5655871, -3.5864773 56.5655505, -3.5869141 56.5655383)",High Street,,
"[989156068, 989156067, 33056620]",2,,residential,20 mph,False,False,20.697,"LINESTRING (-3.5858365 56.5655871, -3.5857943 56.5655913, -3.5856014 56.5656104, -3.5855793 56.5656126, -3.585504 56.56562)",High Street,,
24407778,2,A923,primary,20 mph,False,False,65.25,"LINESTRING (-3.5853897 56.5650368, -3.5853948 56.5650728, -3.5854274 56.5653041, -3.5854972 56.5655919, -3.585504 56.56562)",Bridge Street,,
"[24407777, 24407778, 1047371365, 1047371366, 1047371367, 1047371368, 32808935]",2,A923,primary,20 mph,False,True,296.57,"LINESTRING (-3.5853897 56.5650368, -3.5853871 56.5650143, -3.5853516 56.5647177, -3.58534 56.5645773, -3.5853195 56.56433, -3.5852979 56.5640628, -3.5852732 56.5637718, -3.5852506 56.5634992, -3.58523 56.5632504, -3.5852184 56.5631109, -3.5852122 56.5630581, -3.5852069 56.5629818, -3.5851993 56.5629273, -3.5851807 56.5626314, -3.5851644 56.5623727)","['Dunkeld Bridge', 'Bridge Street']",yes,
86134065,2,,residential,30 mph,False,False,13.673,"LINESTRING (-3.5869859 56.5611684, -3.5867642 56.5611824)",Birnam Walk,,
86134065,2,,residential,30 mph,False,True,122.96100000000001,"LINESTRING (-3.585115 56.5616294, -3.5854155 56.5616266, -3.585526 56.5615979, -3.5855636 56.5615667, -3.5856072 56.5614782, -3.5856958 56.5613907, -3.585751 56.5613481, -3.5858861 56.5612955, -3.5860303 56.5612606, -3.5861941 56.5612567, -3.5867047 56.5611924, -3.5867642 56.5611824)",Birnam Walk,,
195664101,2,A923,primary,30 mph,False,True,31.063,"LINESTRING (-3.585115 56.5616294, -3.5851311 56.5614668, -3.5852282 56.5613633)",,,
"[1029705813, 32808935]",2,A923,primary,20 mph,False,False,56.24199999999999,"LINESTRING (-3.585115 56.5616294, -3.5851198 56.5617159, -3.5851351 56.5620118, -3.5851416 56.5620877, -3.5851456 56.5621349)",,,
32808935,2,A923,primary,20 mph,False,True,26.467,"LINESTRING (-3.5851644 56.5623727, -3.5851456 56.5621349)",,,
"[24407777, 24407778, 1047371365, 1047371366, 1047371367, 1047371368, 32808935]",2,A923,primary,20 mph,False,False,296.57,"LINESTRING (-3.5851644 56.5623727, -3.5851807 56.5626314, -3.5851993 56.5629273, -3.5852069 56.5629818, -3.5852122 56.5630581, -3.5852184 56.5631109, -3.58523 56.5632504, -3.5852506 56.5634992, -3.5852732 56.5637718, -3.5852979 56.5640628, -3.5853195 56.56433, -3.58534 56.5645773, -3.5853516 56.5647177, -3.5853871 56.5650143, -3.5853897 56.5650368)","['Dunkeld Bridge', 'Bridge Street']",yes,
86134068,,,residential,20 mph,False,False,31.554,"LINESTRING (-3.5851644 56.5623727, -3.5852734 56.5623694, -3.5856789 56.5623605)",Bruce Gardens,,
86134068,,,residential,20 mph,False,False,65.27000000000001,"LINESTRING (-3.5856789 56.5623605, -3.5856784 56.5622898, -3.5859633 56.5622891, -3.5859643 56.5624256, -3.5856794 56.5624263, -3.5856789 56.5623605)",Bruce Gardens,,
86134068,,,residential,20 mph,False,True,65.27,"LINESTRING (-3.5856789 56.5623605, -3.5856794 56.5624263, -3.5859643 56.5624256, -3.5859633 56.5622891, -3.5856784 56.5622898, -3.5856789 56.5623605)",Bruce Gardens,,
86134068,,,residential,20 mph,False,True,31.554,"LINESTRING (-3.5856789 56.5623605, -3.5852734 56.5623694, -3.5851644 56.5623727)",Bruce Gardens,,
