osmid,oneway,name,highway,maxspeed,junction,reversed,length,lanes,geometry,bridge,ref
59465604,True,Caradoc Road,tertiary,30 mph,,False,259.574,,"LINESTRING (-3.0241424 51.6556544, -3.0239625 51.6555811, -3.0238505 51.6555432, -3.0237043 51.655502, -3.0235585 51.6554763, -3.0234132 51.6554622, -3.0230659 51.655444, -3.0227033 51.6554249, -3.0225528 51.655417, -3.0222954 51.6554085, -3.0220534 51.6554079, -3.0216663 51.6554141, -3.0215756 51.6554177, -3.0214719 51.6554219, -3.0209533 51.6554634, -3.0208863 51.6554688, -3.0205872 51.6555003, -3.020467 51.6555119)",,
42278983,True,Caradoc Road,tertiary,30 mph,,False,28.291,,"LINESTRING (-3.020467 51.6555119, -3.0203768 51.6555114, -3.020328 51.6555028, -3.0202868 51.6554892, -3.0202652 51.6554785, -3.0202347 51.6554516, -3.0201919 51.6553677)",,
107063679,True,Caradoc Road,tertiary,30 mph,,False,27.227,,"LINESTRING (-3.020467 51.6555119, -3.0202258 51.6555462, -3.0200869 51.6555765)",,
107168240,True,St David's Road,tertiary,30 mph,roundabout,False,27.602,,"LINESTRING (-3.0193456 51.6558178, -3.0193256 51.6558738, -3.0192795 51.6559554, -3.0192384 51.6559971, -3.0191711 51.6560337)",,
107168240,True,St David's Road,tertiary,30 mph,roundabout,False,6.984,,"LINESTRING (-3.0188508 51.6560678, -3.0187622 51.6560374)",,
5061687,True,,primary,30 mph,roundabout,False,30.346,2,"LINESTRING (-3.025079 51.6509752, -3.0251148 51.6509469, -3.0251579 51.6509236, -3.025218 51.6509026, -3.025289 51.6508899, -3.0253474 51.6508875, -3.0253985 51.6508911, -3.0254669 51.6509048)",,
8018418,True,,primary,30 mph,,False,61.467,1,"LINESTRING (-3.025079 51.6509752, -3.0251445 51.6508498, -3.0251492 51.6507784, -3.0251446 51.6507313, -3.0251389 51.6506719, -3.0251262 51.6505882, -3.0250772 51.6504324)",,A4051
5061687,True,,primary,30 mph,roundabout,False,9.222,2,"LINESTRING (-3.0254669 51.6509048, -3.0255242 51.650926, -3.0255729 51.6509545)",,
19393526,True,Caradoc Road,tertiary,30 mph,,False,38.004000000000005,1,"LINESTRING (-3.019188 51.6556395, -3.0193185 51.6556584, -3.0194764 51.6556654, -3.0195417 51.655662, -3.0197341 51.6556519)",,
107168240,True,St David's Road,tertiary,30 mph,roundabout,False,23.29,,"LINESTRING (-3.019188 51.6556395, -3.0192686 51.6556882, -3.0193227 51.6557494, -3.0193456 51.6558178)",,
19393529,True,St David's Road,tertiary,30 mph,,False,47.194,,"LINESTRING (-3.0190029 51.6564698, -3.0189656 51.6562525, -3.0189586 51.6561932, -3.0189419 51.6561413, -3.0189025 51.6560995, -3.0188508 51.6560678)",,
107071003,False,St David's Road,tertiary,30 mph,,False,115.65899999999999,2,"LINESTRING (-3.0190029 51.6564698, -3.019051 51.6570545, -3.0190883 51.6575086)",,
59287689,False,Trussel Road,residential,,,False,45.448,,"LINESTRING (-3.0190883 51.6575086, -3.0191508 51.6575068, -3.0194089 51.6575084, -3.0194514 51.6575092, -3.0194947 51.6575107, -3.0197463 51.6575221)",,
107071003,False,St David's Road,tertiary,30 mph,,True,115.65899999999999,2,"LINESTRING (-3.0190883 51.6575086, -3.019051 51.6570545, -3.0190029 51.6564698)",,
19393537,False,Chapel Street,residential,20 mph,,False,19.601,,"LINESTRING (-3.0268928 51.6575687, -3.026924 51.6574813, -3.0269715 51.6573997)",,
59285469,False,George Street,residential,,,True,53.986000000000004,,"LINESTRING (-3.0268928 51.6575687, -3.026382 51.6575017, -3.0261271 51.6574683)",,
42278980,True,Greenforge Way,tertiary,30 mph,,False,53.059,2,"LINESTRING (-3.0263185 51.6511831, -3.0261209 51.6511492, -3.0260033 51.651141, -3.0258629 51.6511438, -3.025712 51.6511606, -3.0255751 51.6512015)",,
5061687,True,,primary,30 mph,roundabout,False,4.286,2,"LINESTRING (-3.0255751 51.6512015, -3.0255306 51.6512284)",,
5061687,True,,primary,30 mph,roundabout,False,29.804,2,"LINESTRING (-3.0255729 51.6509545, -3.0256086 51.6509864, -3.025633 51.6510221, -3.0256453 51.6510599, -3.0256452 51.6510983, -3.0256329 51.6511356, -3.0256091 51.6511705, -3.0255751 51.6512015)",,
42278981,True,Greenforge Way,tertiary,30 mph,,False,57.541,1,"LINESTRING (-3.0255729 51.6509545, -3.0257471 51.6509949, -3.025882 51.6510345, -3.0260305 51.651076, -3.0261201 51.6511055, -3.0263185 51.6511831)",,
42278985,True,Llewelyn Road,residential,,,False,44.787000000000006,,"LINESTRING (-3.0234846 51.6512776, -3.0235625 51.6510551, -3.0235357 51.6508808)",,
107063681,True,,tertiary,30 mph,roundabout,False,26.586000000000002,,"LINESTRING (-3.0234846 51.6512776, -3.0235348 51.6512266, -3.0236084 51.651188, -3.0236979 51.6511658, -3.023794 51.6511622)",,
42278987,True,Llewelyn Road,residential,30 mph,,False,36.009,2,"LINESTRING (-3.0235357 51.6508808, -3.023794 51.6511622)",,
"[1058622224, 42278990]",False,Llewelyn Road,residential,30 mph,,False,75.066,2,"LINESTRING (-3.0235357 51.6508808, -3.0234174 51.6507032, -3.0232573 51.6504213, -3.0231544 51.6502487)",,
44651556,True,Llewelyn Road,tertiary,30 mph,,False,348.529,,"LINESTRING (-3.0239028 51.6515142, -3.0238509 51.6515812, -3.023812 51.6516533, -3.0237936 51.6517505, -3.0238078 51.6518791, -3.0238666 51.6522948, -3.0239494 51.6528104, -3.0240495 51.6531816, -3.0241259 51.6533667, -3.0241573 51.6534231, -3.0243382 51.6536084, -3.0243972 51.6536515, -3.0245842 51.6538031, -3.0246574 51.6539035, -3.0247235 51.6540471, -3.0247694 51.6541999, -3.024814 51.6543928, -3.0248308 51.6544711, -3.0248319 51.6545129)",,
107063681,True,,tertiary,30 mph,roundabout,False,44.908,,"LINESTRING (-3.0239028 51.6515142, -3.0238079 51.6515333, -3.0237082 51.6515321, -3.0236207 51.6515129, -3.0235468 51.6514781, -3.0234934 51.651431, -3.0234666 51.65138, -3.0234643 51.6513263)",,
107063681,True,,tertiary,30 mph,roundabout,False,5.593,,"LINESTRING (-3.0234643 51.6513263, -3.0234846 51.6512776)",,
19393537,False,Chapel Street,residential,20 mph,,True,19.601,,"LINESTRING (-3.0269715 51.6573997, -3.026924 51.6574813, -3.0268928 51.6575687)",,
42279759,True,Maendy Way,tertiary,30 mph,roundabout,False,23.474999999999998,,"LINESTRING (-3.0269715 51.6573997, -3.0269225 51.6573821, -3.0268823 51.6573572, -3.0268537 51.6573269, -3.0268385 51.6572929, -3.0268379 51.6572577, -3.0268517 51.6572236)",,
42279759,True,Maendy Way,tertiary,30 mph,roundabout,False,16.698,,"LINESTRING (-3.0268517 51.6572236, -3.0268813 51.6571909, -3.0269243 51.6571644, -3.0269772 51.6571462, -3.0270361 51.6571376)",,
"[42279768, 42425291, 42425292]",False,Maendy Way,tertiary,30 mph,,False,198.65200000000002,2,"LINESTRING (-3.0268517 51.6572236, -3.0267166 51.6571874, -3.0266108 51.6571624, -3.0264733 51.6571229, -3.0262408 51.65705, -3.0257235 51.6568893, -3.0254806 51.6567958, -3.0253094 51.6567257, -3.0251256 51.6566252, -3.0249766 51.6565202, -3.0248262 51.6564036, -3.0247164 51.6563026, -3.0246104 51.6561758)",yes,
42279759,True,Maendy Way,tertiary,30 mph,roundabout,False,22.968,,"LINESTRING (-3.027255 51.6573332, -3.0272173 51.6573672, -3.0271649 51.6573927, -3.0271026 51.6574074, -3.0270361 51.6574097, -3.0269715 51.6573997)",,
8018383,True,Cwmbran Drive,primary,30 mph,roundabout,False,14.905,2,"LINESTRING (-3.026792 51.6562972, -3.0268289 51.656328, -3.0268514 51.6563637, -3.0268579 51.6563921, -3.0268551 51.6564207)",,A4051
1058548399,False,Woodside Road,unclassified,,,False,39.379999999999995,,"LINESTRING (-3.026792 51.6562972, -3.0270357 51.6561362, -3.0271717 51.656033)",,
59281407,False,Greenhill Road,residential,,,True,45.248999999999995,,"LINESTRING (-3.0271717 51.656033, -3.0272926 51.656078, -3.0274414 51.6561282, -3.0275233 51.6561441, -3.0276071 51.6561537, -3.0277797 51.6561698)",,
1058548399,False,Woodside Road,unclassified,,,False,162.777,,"LINESTRING (-3.0271717 51.656033, -3.0272417 51.6559613, -3.0272956 51.6558839, -3.0273364 51.655809, -3.0273582 51.655731, -3.0273652 51.6556496, -3.0273716 51.655503, -3.0273877 51.6553042, -3.0273932 51.6550903, -3.0273824 51.655034, -3.0273655 51.6549863, -3.0273392 51.6549398, -3.0273064 51.6549022, -3.0272648 51.654872, -3.0272205 51.6548532, -3.0271627 51.6548391, -3.0270982 51.6548316, -3.0268626 51.6548212)",,
1058548399,False,Woodside Road,unclassified,,,True,39.379999999999995,,"LINESTRING (-3.0271717 51.656033, -3.0270357 51.6561362, -3.026792 51.6562972)",,
42279771,True,Maendy Way,tertiary,30 mph,,False,66.46099999999998,,"LINESTRING (-3.0246104 51.6561758, -3.0244687 51.6560071, -3.0243915 51.6559102, -3.0243121 51.655815, -3.0242189 51.6557199, -3.0241424 51.6556544)",,
"[42279768, 42425291, 42425292]",False,Maendy Way,tertiary,30 mph,,True,198.652,2,"LINESTRING (-3.0246104 51.6561758, -3.0247164 51.6563026, -3.0248262 51.6564036, -3.0249766 51.6565202, -3.0251256 51.6566252, -3.0253094 51.6567257, -3.0254806 51.6567958, -3.0257235 51.6568893, -3.0262408 51.65705, -3.0264733 51.6571229, -3.0266108 51.6571624, -3.0267166 51.6571874, -3.0268517 51.6572236)",yes,
8018383,True,Cwmbran Drive,primary,30 mph,roundabout,False,16.314,2,"LINESTRING (-3.0268551 51.6564207, -3.0268296 51.656467, -3.0267807 51.6565053, -3.0267139 51.6565313)",,A4051
42279780,True,Cwmbran Drive,tertiary,30 mph,,False,92.107,2,"LINESTRING (-3.0268551 51.6564207, -3.0269549 51.6565415, -3.0270408 51.6566219, -3.0271139 51.6566856, -3.0271855 51.6567752, -3.0272265 51.6568609, -3.0272437 51.6569385, -3.0272588 51.6570294, -3.027227 51.657187)",,
8018383,True,Cwmbran Drive,primary,30 mph,roundabout,False,16.549,2,"LINESTRING (-3.0264089 51.656346, -3.0264501 51.6563035, -3.026512 51.6562721, -3.0265875 51.6562557)",,A4051
"[683604344, 683604346, 198722314]",True,Cwmbran Drive,primary,"['70 mph', '30 mph']",,False,579.7149999999999,2,"LINESTRING (-3.0264089 51.656346, -3.0262949 51.6562281, -3.0262173 51.6561198, -3.0261715 51.655982, -3.0261526 51.6553825, -3.0261137 51.6548359, -3.026106 51.654728, -3.026032 51.6536896, -3.0259236 51.653045, -3.0257569 51.6524492, -3.0256784 51.6522108, -3.0255006 51.6516709, -3.0254456 51.6515122, -3.0253377 51.6513787, -3.0253307 51.65137, -3.0251856 51.651245)",,A4051
"[1107295016, 1107295017]",False,Llewelyn Road,residential,30 mph,,True,61.114000000000004,2,"LINESTRING (-3.0227331 51.6496737, -3.0228761 51.6498625, -3.0231001 51.6501739)",,
1058622224,False,Llewelyn Road,residential,30 mph,,True,9.122,2,"LINESTRING (-3.0231001 51.6501739, -3.0231544 51.6502487)",,
59308892,False,Llewelyn Road,residential,,,False,32.221000000000004,,"LINESTRING (-3.0231001 51.6501739, -3.0228709 51.6502188, -3.0228169 51.6502266, -3.0227652 51.6502316, -3.0226467 51.6502377)",,
"[1107295016, 1107295017]",False,Llewelyn Road,residential,30 mph,,False,61.114000000000004,2,"LINESTRING (-3.0231001 51.6501739, -3.0228761 51.6498625, -3.0227331 51.6496737)",,
42278984,True,St David's Road,tertiary,40 mph,roundabout,False,5.542,,"LINESTRING (-3.0189413 51.6516689, -3.0190157 51.6516877)",,
19393528,True,Edlogan Way,tertiary,30 mph,,False,40.182,,"LINESTRING (-3.0187622 51.6560374, -3.0186591 51.6560293, -3.0185347 51.656031, -3.0184272 51.6560445, -3.0181892 51.6560791)",,
107168240,True,St David's Road,tertiary,30 mph,roundabout,False,19.283,,"LINESTRING (-3.0187622 51.6560374, -3.018706 51.6560034, -3.0186504 51.6559531, -3.0186132 51.6558937)",,
44651556,True,Llewelyn Road,tertiary,30 mph,,False,90.38900000000001,,"LINESTRING (-3.0248037 51.6547041, -3.0246647 51.6549347, -3.0246194 51.6550389, -3.0245995 51.6551239, -3.0245949 51.6552195, -3.0246332 51.6554957)",,
59281407,False,Greenhill Road,residential,,,False,45.248999999999995,,"LINESTRING (-3.0277797 51.6561698, -3.0276071 51.6561537, -3.0275233 51.6561441, -3.0274414 51.6561282, -3.0272926 51.656078, -3.0271717 51.656033)",,
1058548399,False,Woodside Road,unclassified,,,True,31.353,,"LINESTRING (-3.0264093 51.6548008, -3.0264769 51.6548041, -3.0268626 51.6548212)",,
59285469,False,George Street,residential,,,False,53.986000000000004,,"LINESTRING (-3.0261271 51.6574683, -3.026382 51.6575017, -3.0268928 51.6575687)",,
95421885,False,Forgeside,unclassified,,,False,92.16999999999999,,"LINESTRING (-3.0254615 51.655563, -3.0254043 51.6553848, -3.0253899 51.6553202, -3.0253857 51.6552665, -3.025393 51.655213, -3.0254108 51.6551703, -3.0254353 51.6551181, -3.0256046 51.654757)",,
59287657,False,Woodside Road,unclassified,,,False,35.424,,"LINESTRING (-3.0256046 51.654757, -3.0254991 51.6547434, -3.0253843 51.6547248, -3.0252368 51.6546929, -3.0251875 51.6546809, -3.0251149 51.6546633)",,
59287657,False,Woodside Road,unclassified,,,True,24.244,,"LINESTRING (-3.0256046 51.654757, -3.0257753 51.6547764, -3.0259517 51.6547907)",,
95421885,False,Forgeside,unclassified,,,True,92.16999999999999,,"LINESTRING (-3.0256046 51.654757, -3.0254353 51.6551181, -3.0254108 51.6551703, -3.025393 51.655213, -3.0253857 51.6552665, -3.0253899 51.6553202, -3.0254043 51.6553848, -3.0254615 51.655563)",,
59287657,False,Woodside Road,unclassified,,,False,24.244,,"LINESTRING (-3.0259517 51.6547907, -3.0257753 51.6547764, -3.0256046 51.654757)",,
59287679,False,Plas Craig,residential,,,False,62.239000000000004,,"LINESTRING (-3.0196757 51.6558691, -3.0202271 51.6558765, -3.0205777 51.655882)",,
59287679,False,Plas Craig,residential,,,True,62.239000000000004,,"LINESTRING (-3.0205777 51.655882, -3.0202271 51.6558765, -3.0196757 51.6558691)",,
59287702,False,Turberville Road,residential,,,False,54.138,,"LINESTRING (-3.0205777 51.655882, -3.0205791 51.6560032, -3.0205823 51.6560654, -3.0205894 51.6561268, -3.0205984 51.6561851, -3.0206127 51.6562457, -3.0206521 51.6563653)",,
59287702,False,Turberville Road,residential,,,True,32.214,,"LINESTRING (-3.0205777 51.655882, -3.0205751 51.6558267, -3.0205604 51.6555925)",,
59287683,False,Isca Close,residential,,,False,56.845,,"LINESTRING (-3.0194953 51.6563519, -3.0194865 51.6564307, -3.0194801 51.6564885, -3.0194817 51.6565106, -3.0194907 51.6565327, -3.0195067 51.6565516, -3.0195265 51.6565642, -3.0195536 51.6565771, -3.0195844 51.6565842, -3.0196519 51.6565912, -3.0199841 51.6566024)",,
59287683,False,Isca Close,residential,,,False,51.372,,"LINESTRING (-3.0199841 51.6566024, -3.0207286 51.6566133)",,
59287683,False,Isca Close,residential,,,True,56.845,,"LINESTRING (-3.0199841 51.6566024, -3.0196519 51.6565912, -3.0195844 51.6565842, -3.0195536 51.6565771, -3.0195265 51.6565642, -3.0195067 51.6565516, -3.0194907 51.6565327, -3.0194817 51.6565106, -3.0194801 51.6564885, -3.0194865 51.6564307, -3.0194953 51.6563519)",,
59287684,False,Farm Lane,residential,,,True,76.732,,"LINESTRING (-3.0199841 51.6566024, -3.0199543 51.6570027, -3.0194884 51.6569893)",,
59287683,False,Isca Close,residential,,,True,51.372,,"LINESTRING (-3.0207286 51.6566133, -3.0199841 51.6566024)",,
59287702,False,Turberville Road,residential,,,True,28.077,,"LINESTRING (-3.0207286 51.6566133, -3.0206521 51.6563653)",,
59287702,False,Turberville Road,residential,,,False,107.73599999999999,,"LINESTRING (-3.0207286 51.6566133, -3.0207346 51.6566802, -3.020735 51.6567471, -3.020717 51.6568926, -3.0206398 51.65758)",,
59287684,False,Farm Lane,residential,,,False,76.732,,"LINESTRING (-3.0194884 51.6569893, -3.0199543 51.6570027, -3.0199841 51.6566024)",,
59287689,False,Trussel Road,residential,,,False,61.97,,"LINESTRING (-3.0197463 51.6575221, -3.0203951 51.6575641, -3.0206398 51.65758)",,
59287689,False,Trussel Road,residential,,,True,45.44800000000001,,"LINESTRING (-3.0197463 51.6575221, -3.0194947 51.6575107, -3.0194514 51.6575092, -3.0194089 51.6575084, -3.0191508 51.6575068, -3.0190883 51.6575086)",,
59287689,False,Trussel Road,residential,,,False,70.264,,"LINESTRING (-3.0206398 51.65758, -3.0206805 51.6575826, -3.0216529 51.6576456)",,
59287689,False,Trussel Road,residential,,,True,61.97,,"LINESTRING (-3.0206398 51.65758, -3.0203951 51.6575641, -3.0197463 51.6575221)",,
59287702,False,Turberville Road,residential,,,True,107.736,,"LINESTRING (-3.0206398 51.65758, -3.020717 51.6568926, -3.020735 51.6567471, -3.0207346 51.6566802, -3.0207286 51.6566133)",,
59287690,False,Pontnewydd Walk,residential,,,True,71.771,,"LINESTRING (-3.0216529 51.6576456, -3.0217488 51.6570029)",,
59287689,False,Trussel Road,residential,,,False,87.582,,"LINESTRING (-3.0216529 51.6576456, -3.0219201 51.6576629, -3.0222216 51.6576824, -3.0229157 51.6577274)",,
59287689,False,Trussel Road,residential,,,True,70.264,,"LINESTRING (-3.0216529 51.6576456, -3.0206805 51.6575826, -3.0206398 51.65758)",,
59287689,False,Trussel Road,residential,,,True,87.582,,"LINESTRING (-3.0229157 51.6577274, -3.0222216 51.6576824, -3.0219201 51.6576629, -3.0216529 51.6576456)",,
59287716,False,Porth Mawr Road,residential,,,False,55.641,,"LINESTRING (-3.0229157 51.6577274, -3.0229237 51.6576845, -3.0229926 51.6572293)",,
59287690,False,Pontnewydd Walk,residential,,,False,71.771,,"LINESTRING (-3.0217488 51.6570029, -3.0216529 51.6576456)",,
59287692,False,Llandaff Green,residential,,,False,85.882,,"LINESTRING (-3.0218959 51.6563612, -3.0214271 51.6563525, -3.0210409 51.6563494, -3.0209437 51.6563514, -3.0208465 51.656355, -3.0206521 51.6563653)",,
59287702,False,Turberville Road,residential,,,False,28.077,,"LINESTRING (-3.0206521 51.6563653, -3.0207286 51.6566133)",,
59287692,False,Llandaff Green,residential,,,True,85.882,,"LINESTRING (-3.0206521 51.6563653, -3.0208465 51.656355, -3.0209437 51.6563514, -3.0210409 51.6563494, -3.0214271 51.6563525, -3.0218959 51.6563612)",,
59287702,False,Turberville Road,residential,,,True,54.138000000000005,,"LINESTRING (-3.0206521 51.6563653, -3.0206127 51.6562457, -3.0205984 51.6561851, -3.0205894 51.6561268, -3.0205823 51.6560654, -3.0205791 51.6560032, -3.0205777 51.655882)",,
59287695,False,Hanbury Close,residential,,,False,86.244,,"LINESTRING (-3.0239599 51.6563582, -3.0239436 51.6565599, -3.0230198 51.6565346)",,
59287716,False,Porth Mawr Road,residential,,,False,43.578,,"LINESTRING (-3.0230198 51.6565346, -3.0229993 51.6561429)",,
59287695,False,Hanbury Close,residential,,,True,86.244,,"LINESTRING (-3.0230198 51.6565346, -3.0239436 51.6565599, -3.0239599 51.6563582)",,
59287716,False,Porth Mawr Road,residential,,,True,36.702,,"LINESTRING (-3.0230198 51.6565346, -3.0230277 51.6567111, -3.0230299 51.6568646)",,
59287698,False,Conway Close,residential,,,False,37.93,,"LINESTRING (-3.0235388 51.6558115, -3.0229917 51.6558455)",,
59287698,False,Conway Close,residential,,,True,37.93,,"LINESTRING (-3.0229917 51.6558455, -3.0235388 51.6558115)",,
59287716,False,Porth Mawr Road,residential,,,False,33.7,,"LINESTRING (-3.0229917 51.6558455, -3.0230081 51.6555426)",,
59287716,False,Porth Mawr Road,residential,,,True,33.087,,"LINESTRING (-3.0229917 51.6558455, -3.0229886 51.6559942, -3.0229993 51.6561429)",,
59287699,False,Grange Lane,residential,,,False,32.05,,"LINESTRING (-3.0225347 51.656143, -3.0229993 51.6561429)",,
59287699,False,Grange Lane,residential,,,True,32.05,,"LINESTRING (-3.0229993 51.6561429, -3.0225347 51.656143)",,
59287716,False,Porth Mawr Road,residential,,,True,43.578,,"LINESTRING (-3.0229993 51.6561429, -3.0230198 51.6565346)",,
59287716,False,Porth Mawr Road,residential,,,False,33.087,,"LINESTRING (-3.0229993 51.6561429, -3.0229886 51.6559942, -3.0229917 51.6558455)",,
59287701,False,Long Hollow,residential,,,False,35.052,,"LINESTRING (-3.0225227 51.6568455, -3.0230299 51.6568646)",,
59287701,False,Long Hollow,residential,,,True,35.052,,"LINESTRING (-3.0230299 51.6568646, -3.0225227 51.6568455)",,
59287716,False,Porth Mawr Road,residential,,,False,36.702,,"LINESTRING (-3.0230299 51.6568646, -3.0230277 51.6567111, -3.0230198 51.6565346)",,
59287716,False,Porth Mawr Road,residential,,,True,40.635000000000005,,"LINESTRING (-3.0230299 51.6568646, -3.0230126 51.6570551, -3.0229926 51.6572293)",,
59287702,False,Turberville Road,residential,,,False,32.214,,"LINESTRING (-3.0205604 51.6555925, -3.0205751 51.6558267, -3.0205777 51.655882)",,
59287710,False,Plas Islwyn,residential,,,False,91.705,,"LINESTRING (-3.0239601 51.6570467, -3.0239286 51.6572871, -3.0229926 51.6572293)",,
59287710,False,Plas Islwyn,residential,,,True,91.705,,"LINESTRING (-3.0229926 51.6572293, -3.0239286 51.6572871, -3.0239601 51.6570467)",,
59287716,False,Porth Mawr Road,residential,,,False,40.635000000000005,,"LINESTRING (-3.0229926 51.6572293, -3.0230126 51.6570551, -3.0230299 51.6568646)",,
59287716,False,Porth Mawr Road,residential,,,True,55.641,,"LINESTRING (-3.0229926 51.6572293, -3.0229237 51.6576845, -3.0229157 51.6577274)",,
59287716,False,Porth Mawr Road,residential,,,True,33.7,,"LINESTRING (-3.0230081 51.6555426, -3.0229917 51.6558455)",,
