osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
"[439013528, 27169858]",2,Kirkton Road,tertiary,20 mph,False,False,100.352,"LINESTRING (-3.2370046 56.0630637, -3.236985 56.0629251, -3.2368591 56.0627581, -3.2367931 56.0626534, -3.2367569 56.0625607, -3.2367227 56.0624284, -3.236659 56.0621883)",,,
384654823,2,Aberdour Road,primary,30 mph,False,True,32.323,"LINESTRING (-3.2370046 56.0630637, -3.2372122 56.0630986, -3.2375067 56.0631404)",A921,,
"[40296925, 388469091, 388469093]",2,Aberdour Road,primary,30 mph,False,True,253.46300000000002,"LINESTRING (-3.2370046 56.0630637, -3.2362416 56.0630516, -3.2357915 56.0630516, -3.2351175 56.0630516, -3.2348993 56.0630703, -3.2343397 56.0631624, -3.2341498 56.0631957, -3.2338665 56.0632758, -3.2335503 56.0633703, -3.2330849 56.0634949)",A921,,
405573189,2,Kirkton Road,tertiary,20 mph,False,True,86.273,"LINESTRING (-3.2360139 56.0606377, -3.2363445 56.0613913)",,,
"[405573189, 439013527]",2,Kirkton Road,tertiary,20 mph,False,False,113.029,"LINESTRING (-3.2360139 56.0606377, -3.2358643 56.0603301, -3.235817 56.0602128, -3.2357611 56.0600511, -3.235707 56.0599162, -3.2356893 56.0597746, -3.2357242 56.0596434)",,,
"[886572265, 75549171]",,Broomhill,residential,20 mph,False,False,254.14299999999997,"LINESTRING (-3.2360139 56.0606377, -3.2356055 56.0607002, -3.2354599 56.0607063, -3.235331 56.0606835, -3.2347991 56.0605894, -3.2345467 56.0605726, -3.2340454 56.0605744, -3.2337746 56.0605755, -3.2337144 56.0605522, -3.2336788 56.0605209, -3.2336798 56.060508, -3.233726 56.0604881, -3.2338775 56.0604638, -3.2340947 56.0604325, -3.2352092 56.0601817)",,,
886572679,2,Lothian Street,tertiary,20 mph,False,False,3.426,"LINESTRING (-3.2357242 56.0596434, -3.2357307 56.0596128)",,,
30453717,1,East Broomhill Road,unclassified,20 mph,False,False,211.77100000000004,"LINESTRING (-3.2357242 56.0596434, -3.2345569 56.0597895, -3.2341737 56.0598375, -3.2339033 56.0598519, -3.2336575 56.059865, -3.2335163 56.0598725, -3.2331386 56.0598925, -3.2326841 56.0599424, -3.2324154 56.0600385)",,,
"[405573189, 439013527]",2,Kirkton Road,tertiary,20 mph,False,True,113.029,"LINESTRING (-3.2357242 56.0596434, -3.2356893 56.0597746, -3.235707 56.0599162, -3.2357611 56.0600511, -3.235817 56.0602128, -3.2358643 56.0603301, -3.2360139 56.0606377)",,,
123074615,,Melville Gardens,residential,20 mph,False,False,75.349,"LINESTRING (-3.2404663 56.0591042, -3.2404387 56.059107, -3.2403995 56.059111, -3.2396431 56.0592386, -3.2392969 56.0592839)",,,
