osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,tunnel
22561588,True,Carrer de la Mare de Déu del Pilar,residential,False,88.555,"LINESTRING (0.4737044 40.4705495, 0.4726578 40.4705314)",,,
202203011,False,plaça del General Jovellar,residential,True,35.802,"LINESTRING (0.4737044 40.4705495, 0.4738464 40.4705545, 0.4739796 40.4705437, 0.4740613 40.4705312, 0.4741183 40.4705094)",,,
22561580,False,Carrer Sant Cristòfol,residential,True,23.98,"LINESTRING (0.4756975 40.4723125, 0.4756223 40.4722384, 0.4756095 40.4722213, 0.4755635 40.4721251)",,,
202203018,True,plaça dels Tres Reis,residential,False,16.44,"LINESTRING (0.4756975 40.4723125, 0.4757219 40.4723009, 0.4757418 40.4722968, 0.4757707 40.4722976, 0.4758058 40.4723105, 0.47581 40.4723142, 0.4758246 40.4723271, 0.4758357 40.472352, 0.4758349 40.4723624)",roundabout,,
22561581,False,plaça dels Tres Reis,residential,False,34.351,"LINESTRING (0.4756608 40.4727247, 0.4757419 40.472422)",,,
22561583,False,Carrer del Pont,residential,False,11.668,"LINESTRING (0.4756608 40.4727247, 0.4756258 40.4728262)",,,
33036535,True,Carrer Nou,residential,False,133.092,"LINESTRING (0.4756608 40.4727247, 0.4755326 40.4727754, 0.4744685 40.4735009)",,,
22561583,False,Carrer del Pont,residential,False,32.151,"LINESTRING (0.4754834 40.4732392, 0.4753731 40.4735159)",,,
22561583,False,Carrer del Pont,residential,True,47.477,"LINESTRING (0.4754834 40.4732392, 0.4756258 40.4728262)",,,
22561586,False,carrer de la Mare de Déu,residential,False,203.981,"LINESTRING (0.4754834 40.4732392, 0.4748724 40.4736993, 0.4736596 40.4744357)",,,
62187605,False,avinguda de Maria Auxiliadora,residential,True,41.086,"LINESTRING (0.4736596 40.4744357, 0.4732967 40.4746813)",,,
1070331876,False,Avinguda de la Llibertat,residential,False,33.283,"LINESTRING (0.4736596 40.4744357, 0.473461 40.4741773)",,,
22561586,False,carrer de la Mare de Déu,residential,True,203.981,"LINESTRING (0.4736596 40.4744357, 0.4748724 40.4736993, 0.4754834 40.4732392)",,,
33111940,False,Carrer de la Mare de Déu del Pilar,tertiary,True,29.252,"LINESTRING (0.4687729 40.4705503, 0.4691181 40.4705347)",,,
33036644,True,,residential,False,41.013,"LINESTRING (0.4748413 40.4666927, 0.4748828 40.4666573, 0.4749433 40.4666336, 0.4750052 40.4666283, 0.4750764 40.4666427, 0.4751369 40.4666823, 0.4751652 40.4667245, 0.4751715 40.4667824)",roundabout,,
33036644,True,,residential,False,23.496,"LINESTRING (0.4751715 40.4667824, 0.4751527 40.4668276, 0.4751148 40.4668651, 0.4750622 40.4668905, 0.4750181 40.4668961, 0.4749719 40.4668976)",roundabout,,
33036650,True,carrer de Costa i Borràs,residential,False,61.97,"LINESTRING (0.4749719 40.4668976, 0.4754467 40.467322)",,,
33036644,True,,residential,False,7.824,"LINESTRING (0.4749719 40.4668976, 0.4749354 40.4668935, 0.4749062 40.4668835, 0.4748879 40.4668722)",roundabout,,
33036730,False,,residential,False,25.692,"LINESTRING (0.4768229 40.4685798, 0.4765803 40.4687188)",,,
"[219441688, 1124931603, 521924500, 219441687]",False,"['passeig de Colom', 'passeig de Blasco Ibáñez', 'Paseo de Colón']","['residential', 'living_street']",True,208.835,"LINESTRING (0.4768229 40.4685798, 0.4769082 40.4685841, 0.4769817 40.4686209, 0.4770934 40.4687786, 0.4772389 40.4690093, 0.4772455 40.4690477, 0.4772524 40.4690674, 0.477255 40.4690756, 0.4772765 40.4691428, 0.4774012 40.4693336, 0.4775353 40.4695386, 0.4776335 40.4696889, 0.4780019 40.4701789)",,20,
33036730,False,,residential,True,25.692,"LINESTRING (0.4765803 40.4687188, 0.4768229 40.4685798)",,,
33092475,True,carrer de Santa Magdalena,residential,False,166.804,"LINESTRING (0.4765803 40.4687188, 0.47532 40.4675651)",,,
33092528,False,Avinguda del País Valencià,residential,True,64.847,"LINESTRING (0.47532 40.4675651, 0.474754 40.4679584)",,,
79418341,True,carrer de Santa Magdalena,residential,False,79.778,"LINESTRING (0.47532 40.4675651, 0.4747138 40.4670155)",,,
219438769,False,carrer de Santa Magdalena,residential,True,66.999,"LINESTRING (0.4740849 40.4666507, 0.4746858 40.46699, 0.4747138 40.4670155)",,,
