osmid,oneway,ref,name,highway,reversed,length,geometry,junction,access
60956591,True,N-430a,Calle Nueva,tertiary,False,127.047,"LINESTRING (-3.6100497 39.0681083, -3.6098228 39.0685703, -3.6094706 39.0691579)",,
61636329,True,,Calle Jabonería,residential,False,88.014,"LINESTRING (-3.6103747 39.0695237, -3.6094706 39.0691579)",,
61227788,True,,Calle Prim,tertiary,False,220.18900000000002,"LINESTRING (-3.6103747 39.0695237, -3.6101048 39.06988, -3.6096645 39.0705834, -3.6092886 39.0713119)",,
61227807,True,,Calle Arenas,residential,False,62.269,"LINESTRING (-3.6092886 39.0713119, -3.6100042 39.0712416)",,
224113439,False,,Calle Arenas,tertiary,True,53.194,"LINESTRING (-3.6092886 39.0713119, -3.6089097 39.071391, -3.6087173 39.0714798)",,
245129146,True,,Plaza de Santa María,residential,False,5.445000000000001,"LINESTRING (-3.6134813 39.0706406, -3.6134958 39.0706454, -3.6135115 39.0706469, -3.613527 39.0706448, -3.6135412 39.0706395)",roundabout,
62167978,True,,Calle Jesus,residential,False,41.823,"LINESTRING (-3.6148198 39.0702463, -3.6151584 39.0705153)",,
62167973,True,,Calle Colón,tertiary,False,76.737,"LINESTRING (-3.6148198 39.0702463, -3.6154275 39.0698371, -3.6154604 39.0697767)",,
"[61227812, 62168022]",True,,"['Calle Gregorio Molinero', 'Calle Obispo Quesada']",residential,False,167.405,"LINESTRING (-3.6148198 39.0702463, -3.6143653 39.0698767, -3.6142434 39.0698297, -3.6139103 39.0697012, -3.6140228 39.0692821, -3.614146 39.0691392)",,
"[61942145, 61227812]",True,,"['Travesía de las Tercias', 'Calle Obispo Quesada']",residential,False,74.424,"LINESTRING (-3.614146 39.0691392, -3.6141903 39.0690924, -3.6144612 39.0693246, -3.6148191 39.0692171)",,
"[61227798, 61227815]",True,,"['Calle General Espartero', 'Calle Fontecha']",residential,False,214.672,"LINESTRING (-3.614146 39.0691392, -3.6138223 39.0690067, -3.613112 39.068815, -3.6128132 39.0687265, -3.6130224 39.0679722, -3.6130513 39.0679358)",,
552354006,False,,Calle Magdalena,tertiary,False,4.83,"LINESTRING (-3.6192331 39.0678179, -3.6191778 39.0678113)",,
552354006,False,,Calle Magdalena,tertiary,True,49.257,"LINESTRING (-3.6192331 39.0678179, -3.6197914 39.0679092)",,
62168018,True,,Calle Magdalena,tertiary,False,28.364,"LINESTRING (-3.6173694 39.0678128, -3.6170471 39.0677633)",,
62167999,False,,Travesía del Indiano,residential,False,99.142,"LINESTRING (-3.6173694 39.0678128, -3.6171546 39.0680015, -3.6164867 39.0683762)",,
62168019,False,,Calle Magdalena,tertiary,True,59.273,"LINESTRING (-3.6173694 39.0678128, -3.6175366 39.0678018, -3.6176194 39.0678004, -3.6177449 39.0678144, -3.6178931 39.0678421, -3.6180497 39.0678371)",,
61673239,True,,Calle Mártires,residential,False,98.363,"LINESTRING (-3.612192 39.0701748, -3.6120255 39.0704878, -3.6119469 39.0707346, -3.6119169 39.0710254)",,
245129147,True,,Calle Minimas,residential,False,114.122,"LINESTRING (-3.612192 39.0701748, -3.6118993 39.0700766, -3.6114247 39.0699582, -3.6109494 39.0698267)",,
61227807,True,,Calle Arenas,residential,False,21.153,"LINESTRING (-3.6119169 39.0710254, -3.6121592 39.0709971)",,
569101917,False,,Plaza de Santa María,residential,True,40.223,"LINESTRING (-3.6136093 39.0702142, -3.6135328 39.0703516, -3.613509 39.0704095, -3.6135026 39.0704864, -3.6135078 39.0705605)",,
61673244,True,,Calle Luis Ruiz Valdepeñas,tertiary,False,65.982,"LINESTRING (-3.6109494 39.0698267, -3.6112819 39.0692924)",,
"[61942130, 245129147]",True,,"['Calle Minimas', 'Plaza San Antón']",residential,False,63.836,"LINESTRING (-3.6109494 39.0698267, -3.6106554 39.0697514, -3.6105899 39.06962, -3.6103747 39.0695237)",,
61227807,True,,Calle Arenas,residential,False,124.999,"LINESTRING (-3.6100042 39.0712416, -3.6108805 39.0711602, -3.6111302 39.071124, -3.611437 39.0710827)",,
61673241,True,,Calle Quevedo,tertiary,False,177.31799999999998,"LINESTRING (-3.6100042 39.0712416, -3.6104474 39.0705238, -3.6109494 39.0698267)",,
61942131,False,,Calle Misionero Eusebio Ortega,residential,True,198.64999999999998,"LINESTRING (-3.6100042 39.0712416, -3.610457 39.0716669, -3.6115325 39.0725765)",,
"[61673242, 61673239]",True,,"['Calle Santa Teresa', 'Calle Mártires']",residential,False,170.952,"LINESTRING (-3.6112819 39.0692924, -3.6121156 39.0694937, -3.6123502 39.0695516, -3.6123947 39.0695625, -3.612192 39.0701748)",,
61673244,True,,Calle Luis Ruiz Valdepeñas,tertiary,False,111.847,"LINESTRING (-3.6112819 39.0692924, -3.6114129 39.0689167, -3.611755 39.0683602)",,
61227788,True,,Calle Prim,tertiary,False,49.692,"LINESTRING (-3.610687 39.0691483, -3.6103747 39.0695237)",,
61673243,True,,Calle Rafaela Clemente,residential,False,53.799,"LINESTRING (-3.610687 39.0691483, -3.6112819 39.0692924)",,
61673245,True,,Calle Monescillo,residential,False,45.524,"LINESTRING (-3.611755 39.0683602, -3.6113232 39.0681252)",,
61227788,True,,Calle Prim,tertiary,False,126.757,"LINESTRING (-3.6113232 39.0681252, -3.6111055 39.0685819, -3.610687 39.0691483)",,
61227798,True,,Calle General Espartero,residential,False,5.478,"LINESTRING (-3.6130513 39.0679358, -3.6130861 39.0678946)",,
63954908,False,,Calle Dehesa,residential,False,43.67,"LINESTRING (-3.6115325 39.0725765, -3.6111666 39.0728477)",,
63954908,False,,Calle Dehesa,residential,True,26.917,"LINESTRING (-3.6115325 39.0725765, -3.6117629 39.0724134)",,
61942131,False,,Calle Misionero Eusebio Ortega,residential,False,198.64999999999998,"LINESTRING (-3.6115325 39.0725765, -3.610457 39.0716669, -3.6100042 39.0712416)",,
61942141,True,,Calle Méndez Núñez,residential,False,82.833,"LINESTRING (-3.6135933 39.068189, -3.6143322 39.0686642)",,
61942141,True,,Calle Méndez Núñez,residential,False,54.671,"LINESTRING (-3.6130861 39.0678946, -3.6135933 39.068189)",,
61942141,True,,Calle Méndez Núñez,residential,False,74.937,"LINESTRING (-3.6143322 39.0686642, -3.6144558 39.0687706, -3.6145762 39.0689104, -3.6147053 39.0691122, -3.6148191 39.0692171)",,
61942142,True,,Calle Trinidad,residential,False,60.358999999999995,"LINESTRING (-3.6143322 39.0686642, -3.6145285 39.0683349, -3.6145775 39.068159)",,
245412990,True,,Plaza de Lepanto,residential,False,37.712,"LINESTRING (-3.6148191 39.0692171, -3.614975 39.0692934, -3.6152128 39.0692274)",,
61227818,True,,Calle Don Tiburcio,tertiary,False,19.536,"LINESTRING (-3.6155948 39.0685148, -3.6156647 39.0683477)",,
61954544,True,,Calle Ancha,residential,False,96.325,"LINESTRING (-3.6155948 39.0685148, -3.6145775 39.068159)",,
61954545,False,,Travesía Don Tiburcio,residential,True,61.547,"LINESTRING (-3.6156647 39.0683477, -3.6163128 39.0685783)",,no
61227818,True,,Calle Don Tiburcio,tertiary,False,68.523,"LINESTRING (-3.6156647 39.0683477, -3.6157644 39.0681094, -3.6158311 39.0677474)",,
61954545,False,,Travesía Don Tiburcio,residential,False,61.547,"LINESTRING (-3.6163128 39.0685783, -3.6156647 39.0683477)",,no
61954546,True,,Calle Ciudad Real,residential,False,27.026,"LINESTRING (-3.6163128 39.0685783, -3.6164867 39.0683762)",,
61227818,True,,Calle Don Tiburcio,tertiary,False,86.244,"LINESTRING (-3.6152128 39.0692274, -3.6153545 39.0690485, -3.6154549 39.0688491, -3.6155948 39.0685148)",,
61954546,True,,Calle Ciudad Real,residential,False,51.650999999999996,"LINESTRING (-3.6152128 39.0692274, -3.6153809 39.0691575, -3.6157181 39.0689797)",,
62168018,True,,Calle Magdalena,tertiary,False,105.74099999999999,"LINESTRING (-3.6170471 39.0677633, -3.617003 39.0677558, -3.6167299 39.0677095, -3.6158311 39.0677474)",,
62167973,True,,Calle Colón,tertiary,False,65.01,"LINESTRING (-3.6154604 39.0697767, -3.6153502 39.0694486, -3.6152128 39.0692274)",,
62167975,True,,Calle Colón,residential,False,28.606,"LINESTRING (-3.6157445 39.0699091, -3.6154604 39.0697767)",,
244540633,True,,Calle San Juan,residential,False,41.568,"LINESTRING (-3.6157445 39.0699091, -3.6155262 39.0702423)",,
62168010,False,,Calle Jesus,residential,False,14.553,"LINESTRING (-3.6151584 39.0705153, -3.6152761 39.070609)",,
62167980,True,,Calle Barranco de Santa María,residential,False,83.821,"LINESTRING (-3.6151584 39.0705153, -3.6150826 39.0705603, -3.6147577 39.0711915)",,
63563687,False,,Plaza de la Paz,residential,True,73.025,"LINESTRING (-3.6168302 39.0719345, -3.617073 39.0718405, -3.6173144 39.0717302, -3.6175542 39.0715975)",,
63954898,False,,Calle Sacristía de la Paz,residential,False,66.462,"LINESTRING (-3.6168302 39.0719345, -3.6166228 39.0720054, -3.6163632 39.0720459, -3.6160854 39.0720611)",,
62167983,True,,Calle Alcantarillas,residential,False,73.012,"LINESTRING (-3.6147577 39.0711915, -3.6143939 39.071046, -3.614088 39.0709236, -3.6140068 39.0708894)",,
62167983,True,,Calle Alcantarillas,residential,False,48.865,"LINESTRING (-3.6140068 39.0708894, -3.6135412 39.0706395)",,
62167985,True,,Calle Cervantes,residential,False,135.725,"LINESTRING (-3.6140068 39.0708894, -3.6132626 39.0719646)",,
62167987,True,,Calle Granados,residential,False,94.401,"LINESTRING (-3.6132626 39.0719646, -3.614245 39.0723375)",,
62167987,True,,Calle Granados,residential,False,68.139,"LINESTRING (-3.6125623 39.0716819, -3.6132626 39.0719646)",,
63954908,False,,Calle Dehesa,residential,False,36.757,"LINESTRING (-3.6125623 39.0716819, -3.6123268 39.0719573)",,
63954910,True,,Calle Terreros,residential,False,66.035,"LINESTRING (-3.6151233 39.0725001, -3.6150307 39.0730896)",,
61227807,True,,Calle Arenas,residential,False,122.36600000000001,"LINESTRING (-3.6121592 39.0709971, -3.6124529 39.0709631, -3.6132155 39.0707814, -3.6133834 39.0707043, -3.6134813 39.0706406)",,
"[63954906, 62167988]",True,,"['Calle Dehesa', 'Calle Maestro Baeza']",residential,False,92.498,"LINESTRING (-3.6121592 39.0709971, -3.612218 39.0710613, -3.6123254 39.0711785, -3.6126644 39.0715482, -3.6125623 39.0716819)",,
63954899,True,,Calle Peñoncillo,residential,False,70.09,"LINESTRING (-3.6153406 39.0722981, -3.6158158 39.0728092)",,
62167990,True,,Calle Barranco de Santa María,residential,False,133.514,"LINESTRING (-3.6153406 39.0722981, -3.6152271 39.0721746, -3.6151325 39.0720122, -3.6148723 39.0714486, -3.6147577 39.0711915)",,
63954898,False,,Calle Sacristía de la Paz,residential,True,69.98499999999999,"LINESTRING (-3.6153406 39.0722981, -3.6154958 39.0722636, -3.6157997 39.0721512, -3.6159536 39.0720813, -3.6160854 39.0720611)",,
63954910,True,,Calle Terreros,residential,False,32.269,"LINESTRING (-3.6153406 39.0722981, -3.6152216 39.0723257, -3.6151652 39.0723822, -3.6151233 39.0725001)",,
61227807,True,,Calle Arenas,residential,False,41.916,"LINESTRING (-3.611437 39.0710827, -3.6119169 39.0710254)",,
62167991,False,,Calle Reyes Católicos,residential,False,52.591,"LINESTRING (-3.611437 39.0710827, -3.6117641 39.0714817)",,
62167991,False,,Calle Reyes Católicos,residential,True,52.591,"LINESTRING (-3.6117641 39.0714817, -3.611437 39.0710827)",,
62167992,True,,Ronda Reyes Católicos,residential,False,108.86200000000001,"LINESTRING (-3.6117641 39.0714817, -3.6116698 39.0715368, -3.611899 39.0717829, -3.612094 39.0716844, -3.6118648 39.0714308, -3.6117641 39.0714817)",,
62168009,True,,Calle Jesus,residential,False,125.721,"LINESTRING (-3.6152761 39.070609, -3.6162936 39.0714179)",,
62168010,False,,Calle Jesus,residential,True,14.553,"LINESTRING (-3.6152761 39.070609, -3.6151584 39.0705153)",,
62167998,True,,Callejon del Indiano,residential,False,73.094,"LINESTRING (-3.6180497 39.0678371, -3.6175398 39.0682324, -3.6174673 39.0683125)",,
62168019,False,,Calle Magdalena,tertiary,False,59.272999999999996,"LINESTRING (-3.6180497 39.0678371, -3.6178931 39.0678421, -3.6177449 39.0678144, -3.6176194 39.0678004, -3.6175366 39.0678018, -3.6173694 39.0678128)",,
62168019,False,,Calle Magdalena,tertiary,True,63.862,"LINESTRING (-3.6180497 39.0678371, -3.6182912 39.0678203, -3.6187883 39.0678107)",,
62168000,False,,Travesía Pelayo,residential,True,59.327,"LINESTRING (-3.6174673 39.0683125, -3.6180422 39.0686048)",,
