osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,tunnel,access
693961099,Calle Santo Tomás,residential,False,False,34.71,"LINESTRING (-3.4392947 40.2993752, -3.438922 40.2992462)",,,,,,
194563801,Calle Silos,residential,True,False,57.005,"LINESTRING (-3.4392947 40.2993752, -3.4393792 40.299253, -3.4394108 40.2991449, -3.4393169 40.2990499, -3.4392953 40.2989821, -3.4392774 40.2989372, -3.4392732 40.2989093)",,,,,,
194563801,Calle Silos,residential,True,False,88.46399999999998,"LINESTRING (-3.4384666 40.3005687, -3.4385134 40.3004191, -3.4385824 40.300308, -3.4387591 40.3000593, -3.4388691 40.2999167, -3.4389164 40.2998561)",,,,,,
200522826,Plaza de la Constitución,tertiary,True,False,52.098000000000006,"LINESTRING (-3.4384666 40.3005687, -3.4384349 40.3006076, -3.4383606 40.300648, -3.4382505 40.3006723, -3.4381072 40.3006823, -3.4379786 40.3006925, -3.4379048 40.3007036)",,,,,,
200522829,Calle Tiendas,living_street,False,False,54.361000000000004,"LINESTRING (-3.4384666 40.3005687, -3.4384338 40.3005639, -3.4381229 40.3005638, -3.4378265 40.3005534)",,,,,,
200522838,Calle Nazaret,residential,False,True,70.612,"LINESTRING (-3.4334605 40.2973736, -3.4339438 40.2978907)",,,,,,
410594331,Calle Galeón,unclassified,False,False,33.965,"LINESTRING (-3.4334605 40.2973736, -3.4330723 40.2974487)",,,,,,
410594331,Calle Galeón,unclassified,False,True,21.401,"LINESTRING (-3.4334605 40.2973736, -3.4337014 40.2973163)",,,,,,
207874270,Camino del Molino,residential,False,True,20.825,"LINESTRING (-3.4328012 40.2974888, -3.4327869 40.2974253, -3.4327518 40.2973054)",,,,,,
410594331,Calle Galeón,unclassified,False,True,23.423000000000002,"LINESTRING (-3.4328012 40.2974888, -3.4329096 40.297471, -3.4330723 40.2974487)",,,,,,
