osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,tunnel
1071694150,2,Calle Alcalde Retamino,residential,50,False,False,3.109,"LINESTRING (-5.7442806 37.3772225, -5.7443146 37.3772297)",,,,
186162071,,Avenida de Lepanto,residential,,True,False,62.82199999999999,"LINESTRING (-5.7442806 37.3772225, -5.7440938 37.3771594, -5.7438036 37.3770863, -5.7437534 37.3770668, -5.7437003 37.3770288, -5.7436533 37.3769811)",,,,
172657388,1,Calle Alcalde Retamino,residential,30,True,False,3.009,"LINESTRING (-5.7493677 37.3756266, -5.7493355 37.3756354)",,,,
23058702,,,secondary,,False,True,219.84799999999998,"LINESTRING (-5.7514973 37.3768935, -5.7503588 37.3763116, -5.7501304 37.3761756, -5.7495344 37.375736, -5.7495068 37.3757179)",A-8025,,,
1071581368,,Calle Trianilla,tertiary,,False,False,43.901,"LINESTRING (-5.7471337 37.3692656, -5.7473819 37.3696076)",SE-3202,,,
1071581368,,Calle Trianilla,tertiary,,False,True,7.087,"LINESTRING (-5.7471337 37.3692656, -5.7470915 37.3692114)",SE-3202,,,
1071581368,,Calle Trianilla,tertiary,,False,False,24.382,"LINESTRING (-5.7476044 37.369934, -5.7477033 37.3701387)",SE-3202,,,
1071581368,,Calle Trianilla,tertiary,,False,True,6.642,"LINESTRING (-5.7476044 37.369934, -5.7475728 37.3698798)",SE-3202,,,
1071581368,,Calle Trianilla,tertiary,,False,True,24.382,"LINESTRING (-5.7477033 37.3701387, -5.7476044 37.369934)",SE-3202,,,
1071581367,,Calle Trianilla,tertiary,,True,False,27.487,"LINESTRING (-5.7477033 37.3701387, -5.747718 37.3702031, -5.7477289 37.3702751, -5.7477391 37.3703501, -5.7477422 37.3703838)",SE-3202,,,
171804694,2,Calle Sevilla,tertiary,50,False,False,32.451,"LINESTRING (-5.7480546 37.3704753, -5.7484146 37.3704177)",SE-3202,,,
1071581365,,Calle Sevilla,tertiary,,True,False,24.185,"LINESTRING (-5.7480546 37.3704753, -5.7480069 37.3704779, -5.747978 37.3704772, -5.7479374 37.3704717, -5.7479078 37.3704627, -5.7478733 37.3704473, -5.7478376 37.3704262, -5.747806 37.3704067)",SE-3202,,,
171804694,2,Calle Sevilla,tertiary,50,False,True,89.04,"LINESTRING (-5.7530803 37.369385, -5.7529542 37.3693871, -5.7528918 37.3693916, -5.7528336 37.3694, -5.7527221 37.3694274, -5.7521102 37.3695842)",SE-3202,,,
1071590148,,,tertiary,,True,False,18.326,"LINESTRING (-5.7530803 37.369385, -5.7531747 37.3693949, -5.7532352 37.3694063, -5.7532806 37.3694229)",,,,
43773772,1,Calle Arrabal,residential,30,True,False,48.107,"LINESTRING (-5.7475417 37.3729869, -5.7480861 37.3729874)",,3,,
172012538,1,Plaza de Antonio Mairena,residential,30,False,False,15.385000000000002,"LINESTRING (-5.7475417 37.3729869, -5.7474431 37.3729832, -5.7473978 37.372978, -5.7473692 37.3729719)",,3,,
172012528,1,Calle Daoiz,residential,30,True,False,9.055,"LINESTRING (-5.745702 37.3728914, -5.7458017 37.3729102)",,3,,
43773889,1,Calle Gandul,residential,30,True,False,171.05599999999998,"LINESTRING (-5.7533298 37.3694773, -5.7530462 37.369595, -5.7525755 37.3697904, -5.7524825 37.3698305, -5.752391 37.3698727, -5.7523011 37.3699186, -5.7522019 37.3699762, -5.7520337 37.370082, -5.7519353 37.3701465, -5.7518227 37.3702267, -5.7517138 37.3703088)",,3,,
79814431,,Plaza del Arenal,tertiary,,True,False,12.751,"LINESTRING (-5.7533298 37.3694773, -5.7533443 37.3694862, -5.7533861 37.3694977, -5.7534303 37.3694979, -5.7534662 37.3694892)",SE-3202,,roundabout,
43773889,1,Calle Gandul,residential,30,True,False,58.64,"LINESTRING (-5.7517138 37.3703088, -5.7512417 37.3706794)",,3,,
172657387,,Calle Santo Domingo de Guzmán,living_street,10,False,False,66.2,"LINESTRING (-5.7517138 37.3703088, -5.75192 37.3705178, -5.7522237 37.3707425)",,3,,
43773889,1,Calle Gandul,residential,30,True,False,37.192,"LINESTRING (-5.748473 37.3726109, -5.748373 37.3726406, -5.7482252 37.3726707, -5.748138 37.3726819, -5.748065 37.3726863)",,3,,
43774065,1,Calle Jesús,residential,30,True,False,271.894,"LINESTRING (-5.7541165 37.3695852, -5.7533708 37.3719575)",,3,,
79814437,2,Calle Benajete,tertiary,50,False,True,56.146,"LINESTRING (-5.7541165 37.3695852, -5.7536171 37.3695035, -5.7535646 37.3694915, -5.7534977 37.369473)",SE-3202,,,
43773772,1,Calle Arrabal,residential,30,True,False,68.538,"LINESTRING (-5.7529311 37.3732755, -5.7534752 37.373423, -5.7535651 37.3734514, -5.7536081 37.37347, -5.7536528 37.3734955)",,3,,
43774065,1,Calle Jesús,residential,30,True,False,72.407,"LINESTRING (-5.7529311 37.3732755, -5.7527791 37.3738047, -5.7527533 37.3739111)",,3,,
43774065,1,Calle Jesús,residential,30,True,False,68.947,"LINESTRING (-5.7530957 37.3726694, -5.7529311 37.3732755)",,3,,
171814742,,Calle Nuestra Señora del Pilar,residential,,True,False,106.91,"LINESTRING (-5.7537908 37.36889, -5.7526238 37.3686366)",,,,
172657366,2,Avenida de Blas Infante,residential,30,False,False,40.55,"LINESTRING (-5.7537908 37.36889, -5.7535547 37.3692027)",,5,,
43773772,1,Calle Arrabal,residential,30,True,False,79.782,"LINESTRING (-5.7520807 37.3730345, -5.7529311 37.3732755)",,3,,
43774146,1,Calle Cristóbal Colón,residential,30,True,False,68.019,"LINESTRING (-5.7520807 37.3730345, -5.7522938 37.3724467)",,3,,
658404724,2,Calle Fernán Caballero,residential,50,False,True,3.441,"LINESTRING (-5.7514402 37.3744876, -5.7514058 37.3745021)",,,,
149187941,,Avenida de Andalucía,residential,,True,False,21.873,"LINESTRING (-5.7514402 37.3744876, -5.7515122 37.3744839, -5.751552 37.3744862, -5.7515895 37.3744966, -5.7516205 37.3745113, -5.7516411 37.3745245, -5.7516669 37.3745411)",,,,
149182820,2,Avenida de Andalucía,residential,30,True,False,111.227,"LINESTRING (-5.7529131 37.3743173, -5.7540061 37.3738212)",,5,,
79813880,1,Calle Trabajo,residential,30,True,False,142.874,"LINESTRING (-5.7543926 37.3743615, -5.7539464 37.3755965)",,3,,
172012539,1,Calle San Antonio María Claret,residential,30,True,False,20.132,"LINESTRING (-5.7477546 37.3718777, -5.7479679 37.3718141)",,3,,
