osmid,oneway,lanes,ref,name,highway,reversed,length,junction,geometry,bridge
48876759,True,1,N-340a,Avinguda de la Ràpita,tertiary,False,62.172,,"LINESTRING (0.579629 40.7061798, 0.5796714 40.706738)",
1058224417,True,,,,residential,False,10.051,roundabout,"LINESTRING (0.579629 40.7061798, 0.5795895 40.7061766, 0.5795534 40.7061639, 0.5795247 40.7061431)",
47388043,True,,,Carrer de Jaume I,residential,False,86.826,,"LINESTRING (0.5800625 40.7117961, 0.5810443 40.7120325)",
48876759,True,1,N-340a,Avinguda de la Ràpita,tertiary,False,40.412,,"LINESTRING (0.5800625 40.7117961, 0.580032 40.7121588)",
39885980,True,1,N-340a,Carrer de Sant Josep,tertiary,False,21.089,,"LINESTRING (0.580032 40.7121588, 0.5799019 40.7123208)",
215493017,True,,,Carrer de Navarra,tertiary,False,47.712,,"LINESTRING (0.5776964 40.7124707, 0.5774018 40.7121043)",
215493021,True,,,Carrer del Primer de Maig,tertiary,False,35.885,,"LINESTRING (0.5776964 40.7124707, 0.578046 40.7122865)",
185495795,True,,,Carretera de la Simpàtica,residential,False,52.546,,"LINESTRING (0.5774018 40.7121043, 0.5768755 40.7123576)",
47388042,False,,,Carrer de Carles I,residential,True,29.808,,"LINESTRING (0.5817995 40.7111136, 0.5820234 40.7113211)",
47388044,True,,,Passeig del Canal,residential,False,56.5,,"LINESTRING (0.5817995 40.7111136, 0.58119 40.7113251)",
"[47388042, 294043613, 294043614]",False,,,Carrer de Carles I,residential,False,19.494,,"LINESTRING (0.5817995 40.7111136, 0.581789 40.7110918, 0.5817364 40.7109889, 0.5817104 40.7109521)",yes
158464461,False,,,Carrer del Mestre Sunyer,residential,True,97.532,,"LINESTRING (0.5817104 40.7109521, 0.5812636 40.710143)",
"[185442712, 185496273]",False,,,"['Passeig del Canal', 'Passeig del Canal Marítim']",residential,False,229.587,,"LINESTRING (0.5817104 40.7109521, 0.5833564 40.710333, 0.5833805 40.7103239, 0.5837621 40.7101856, 0.5839323 40.7101104, 0.584091 40.7100178, 0.5841029 40.7099895)",
"[47388042, 294043613, 294043614]",False,,,Carrer de Carles I,residential,True,19.494,,"LINESTRING (0.5817104 40.7109521, 0.5817364 40.7109889, 0.581789 40.7110918, 0.5817995 40.7111136)",yes
48876759,True,1,N-340a,Avinguda de la Ràpita,tertiary,False,8.633,,"LINESTRING (0.5800563 40.7117186, 0.5800625 40.7117961)",
39885981,True,,,Plaça de la Pau,residential,False,3.414,,"LINESTRING (0.5832071 40.7124178, 0.5832438 40.7124048)",
47388042,False,,,Carrer de Carles I,residential,False,83.424,,"LINESTRING (0.5832071 40.7124178, 0.5825804 40.7118371)",
158464023,True,,,Carrer de Miquel Granell,residential,False,36.161,,"LINESTRING (0.5768404 40.7109457, 0.5772333 40.7108151)",
"[48877200, 185442704, 772937238]",True,,,"['Avinguda de Santa Bàrbara', ""Carrer d'Agustina d'Aragó""]",tertiary,False,64.705,,"LINESTRING (0.5768404 40.7109457, 0.5771201 40.711128, 0.577167 40.711165, 0.5771924 40.7111927, 0.5772118 40.7112244, 0.5772157 40.711249, 0.5772096 40.7112782, 0.5772005 40.7113013, 0.5771588 40.711336, 0.5771314 40.711356, 0.5771188 40.7113698, 0.5771149 40.7113807)",
48876759,True,1,N-340a,Avinguda de la Ràpita,tertiary,False,28.652,,"LINESTRING (0.5799132 40.7099246, 0.5799337 40.7101818)",
158464722,True,,,Carrer de Madrid,residential,False,95.417,,"LINESTRING (0.5799132 40.7099246, 0.5809597 40.7095974)",
587829081,False,,,,unclassified,False,15.42,,"LINESTRING (0.5865058 40.7039079, 0.5865968 40.7040282)",
443256186,True,,,,unclassified,False,39.967999999999996,,"LINESTRING (0.5865058 40.7039079, 0.5861444 40.7037589, 0.5860894 40.703736)",
185622389,False,,,Carrer de Josep Tarradellas,residential,True,251.438,,"LINESTRING (0.5856678 40.7036157, 0.5853808 40.7036277, 0.5835895 40.7035662, 0.5827526 40.7035825, 0.5826877 40.7035856)",
48876486,True,,,,unclassified,False,45.128,,"LINESTRING (0.586223 40.7035633, 0.5865058 40.7039079)",
